example_id,rate,method,position_bin,count,ratio_in_stable
8,0.3,global_top,60-70%,54,0.09090909090909091
8,0.3,global_top,70-80%,56,0.09427609427609428
8,0.3,global_top,80-90%,164,0.2760942760942761
8,0.3,global_top,90-100%,234,0.3939393939393939
8,0.3,global_top,category_latin_word,407,0.6851851851851852
8,0.3,global_top,category_number,35,0.058922558922558925
8,0.3,global_top,category_other_text,7,0.011784511784511785
8,0.3,global_top,category_punct_or_symbol,121,0.2037037037037037
8,0.3,global_top,category_space,24,0.04040404040404041
8,0.3,per_doc_top,00-10%,46,0.09236947791164658
8,0.3,per_doc_top,10-20%,57,0.1144578313253012
8,0.3,per_doc_top,20-30%,56,0.11244979919678715
8,0.3,per_doc_top,30-40%,45,0.09036144578313253
8,0.3,per_doc_top,40-50%,49,0.09839357429718876
8,0.3,per_doc_top,50-60%,47,0.09437751004016064
8,0.3,per_doc_top,60-70%,50,0.10040160642570281
8,0.3,per_doc_top,70-80%,53,0.10642570281124498
8,0.3,per_doc_top,80-90%,40,0.08032128514056225
8,0.3,per_doc_top,90-100%,55,0.11044176706827309
8,0.3,per_doc_top,category_latin_word,278,0.5582329317269076
8,0.3,per_doc_top,category_number,9,0.018072289156626505
8,0.3,per_doc_top,category_other_text,3,0.006024096385542169
8,0.3,per_doc_top,category_punct_or_symbol,187,0.3755020080321285
8,0.3,per_doc_top,category_space,21,0.04216867469879518
9,0.15,global_top,00-10%,2,0.005970149253731343
9,0.15,global_top,10-20%,6,0.01791044776119403
9,0.15,global_top,20-30%,5,0.014925373134328358
9,0.15,global_top,30-40%,5,0.014925373134328358
9,0.15,global_top,40-50%,1,0.0029850746268656717
9,0.15,global_top,50-60%,5,0.014925373134328358
9,0.15,global_top,60-70%,9,0.026865671641791045
9,0.15,global_top,70-80%,34,0.10149253731343283
9,0.15,global_top,80-90%,65,0.19402985074626866
9,0.15,global_top,90-100%,203,0.6059701492537314
9,0.15,global_top,category_latin_word,226,0.6746268656716418
9,0.15,global_top,category_number,13,0.03880597014925373
9,0.15,global_top,category_other_text,7,0.020895522388059702
9,0.15,global_top,category_punct_or_symbol,82,0.24477611940298508
9,0.15,global_top,category_space,7,0.020895522388059702
9,0.15,per_doc_top,00-10%,17,0.06640625
9,0.15,per_doc_top,10-20%,31,0.12109375
9,0.15,per_doc_top,20-30%,35,0.13671875
9,0.15,per_doc_top,30-40%,23,0.08984375
9,0.15,per_doc_top,40-50%,24,0.09375
9,0.15,per_doc_top,50-60%,28,0.109375
9,0.15,per_doc_top,60-70%,20,0.078125
9,0.15,per_doc_top,70-80%,16,0.0625
9,0.15,per_doc_top,80-90%,25,0.09765625
9,0.15,per_doc_top,90-100%,37,0.14453125
9,0.15,per_doc_top,category_latin_word,115,0.44921875
9,0.15,per_doc_top,category_number,10,0.0390625
9,0.15,per_doc_top,category_other_text,3,0.01171875
9,0.15,per_doc_top,category_punct_or_symbol,126,0.4921875
9,0.15,per_doc_top,category_space,2,0.0078125
9,0.3,global_top,00-10%,14,0.018518518518518517
9,0.3,global_top,10-20%,19,0.02513227513227513
9,0.3,global_top,20-30%,20,0.026455026455026454
9,0.3,global_top,30-40%,18,0.023809523809523808
9,0.3,global_top,40-50%,10,0.013227513227513227
9,0.3,global_top,50-60%,27,0.03571428571428571
9,0.3,global_top,60-70%,45,0.05952380952380952
9,0.3,global_top,70-80%,114,0.15079365079365079
9,0.3,global_top,80-90%,206,0.2724867724867725
9,0.3,global_top,90-100%,283,0.37433862433862436
9,0.3,global_top,category_latin_word,537,0.7103174603174603
9,0.3,global_top,category_number,29,0.03835978835978836
9,0.3,global_top,category_other_text,12,0.015873015873015872
9,0.3,global_top,category_punct_or_symbol,161,0.21296296296296297
9,0.3,global_top,category_space,17,0.022486772486772486
9,0.3,per_doc_top,00-10%,66,0.0990990990990991
9,0.3,per_doc_top,10-20%,73,0.10960960960960961
9,0.3,per_doc_top,20-30%,70,0.10510510510510511
9,0.3,per_doc_top,30-40%,63,0.0945945945945946
9,0.3,per_doc_top,40-50%,54,0.08108108108108109
9,0.3,per_doc_top,50-60%,76,0.11411411411411411
9,0.3,per_doc_top,60-70%,58,0.08708708708708708
9,0.3,per_doc_top,70-80%,61,0.0915915915915916
9,0.3,per_doc_top,80-90%,67,0.1006006006006006
9,0.3,per_doc_top,90-100%,78,0.11711711711711711
9,0.3,per_doc_top,category_latin_word,360,0.5405405405405406
9,0.3,per_doc_top,category_number,14,0.021021021021021023
9,0.3,per_doc_top,category_other_text,5,0.0075075075075075074
9,0.3,per_doc_top,category_punct_or_symbol,266,0.3993993993993994
9,0.3,per_doc_top,category_space,21,0.03153153153153153
10,0.15,global_top,00-10%,2,0.007782101167315175
10,0.15,global_top,20-30%,2,0.007782101167315175
10,0.15,global_top,40-50%,5,0.019455252918287938
10,0.15,global_top,50-60%,7,0.027237354085603113
10,0.15,global_top,60-70%,11,0.042801556420233464
10,0.15,global_top,70-80%,20,0.07782101167315175
10,0.15,global_top,80-90%,37,0.14396887159533073
10,0.15,global_top,90-100%,173,0.6731517509727627
10,0.15,global_top,category_latin_word,164,0.6381322957198443
10,0.15,global_top,category_newline_or_space,1,0.0038910505836575876
10,0.15,global_top,category_number,14,0.054474708171206226
10,0.15,global_top,category_other_text,2,0.007782101167315175
10,0.15,global_top,category_punct_or_symbol,66,0.25680933852140075
10,0.15,global_top,category_space,10,0.038910505836575876
10,0.15,per_doc_top,00-10%,23,0.11917098445595854
10,0.15,per_doc_top,10-20%,17,0.08808290155440414
10,0.15,per_doc_top,20-30%,23,0.11917098445595854
10,0.15,per_doc_top,30-40%,20,0.10362694300518134
10,0.15,per_doc_top,40-50%,13,0.06735751295336788
10,0.15,per_doc_top,50-60%,19,0.09844559585492228
10,0.15,per_doc_top,60-70%,23,0.11917098445595854
10,0.15,per_doc_top,70-80%,21,0.10880829015544041
10,0.15,per_doc_top,80-90%,12,0.06217616580310881
10,0.15,per_doc_top,90-100%,22,0.11398963730569948
10,0.15,per_doc_top,category_latin_word,78,0.40414507772020725
10,0.15,per_doc_top,category_newline_or_space,1,0.0051813471502590676
10,0.15,per_doc_top,category_number,6,0.031088082901554404
10,0.15,per_doc_top,category_other_text,1,0.0051813471502590676
10,0.15,per_doc_top,category_punct_or_symbol,103,0.533678756476684
10,0.15,per_doc_top,category_space,4,0.02072538860103627
10,0.3,global_top,00-10%,10,0.01845018450184502
10,0.3,global_top,10-20%,6,0.01107011070110701
10,0.3,global_top,20-30%,4,0.007380073800738007
10,0.3,global_top,30-40%,10,0.01845018450184502
10,0.3,global_top,40-50%,12,0.02214022140221402
10,0.3,global_top,50-60%,23,0.042435424354243544
10,0.3,global_top,60-70%,44,0.08118081180811808
10,0.3,global_top,70-80%,74,0.13653136531365315
10,0.3,global_top,80-90%,130,0.23985239852398524
10,0.3,global_top,90-100%,229,0.4225092250922509
10,0.3,global_top,category_latin_word,344,0.6346863468634686
10,0.3,global_top,category_newline_or_space,1,0.0018450184501845018
10,0.3,global_top,category_number,40,0.07380073800738007
10,0.3,global_top,category_other_text,3,0.005535055350553505
10,0.3,global_top,category_punct_or_symbol,132,0.24354243542435425
10,0.3,global_top,category_space,22,0.04059040590405904
10,0.3,per_doc_top,00-10%,58,0.1226215644820296
10,0.3,per_doc_top,10-20%,42,0.08879492600422834
10,0.3,per_doc_top,20-30%,52,0.10993657505285412
10,0.3,per_doc_top,30-40%,51,0.10782241014799154
10,0.3,per_doc_top,40-50%,38,0.080338266384778
10,0.3,per_doc_top,50-60%,38,0.080338266384778
10,0.3,per_doc_top,60-70%,55,0.11627906976744186
10,0.3,per_doc_top,70-80%,51,0.10782241014799154
10,0.3,per_doc_top,80-90%,41,0.08668076109936575
10,0.3,per_doc_top,90-100%,47,0.09936575052854123
10,0.3,per_doc_top,category_latin_word,243,0.5137420718816068
10,0.3,per_doc_top,category_newline_or_space,1,0.0021141649048625794
10,0.3,per_doc_top,category_number,13,0.02748414376321353
10,0.3,per_doc_top,category_other_text,2,0.004228329809725159
10,0.3,per_doc_top,category_punct_or_symbol,201,0.4249471458773784
10,0.3,per_doc_top,category_space,13,0.02748414376321353
11,0.15,global_top,00-10%,3,0.012
11,0.15,global_top,10-20%,1,0.004
11,0.15,global_top,20-30%,2,0.008
11,0.15,global_top,30-40%,2,0.008
11,0.15,global_top,40-50%,1,0.004
11,0.15,global_top,50-60%,6,0.024
11,0.15,global_top,60-70%,11,0.044
11,0.15,global_top,70-80%,20,0.08
11,0.15,global_top,80-90%,38,0.152
11,0.15,global_top,90-100%,166,0.664
11,0.15,global_top,category_latin_word,153,0.612
11,0.15,global_top,category_number,9,0.036
11,0.15,global_top,category_other_text,3,0.012
11,0.15,global_top,category_punct_or_symbol,79,0.316
11,0.15,global_top,category_space,6,0.024
11,0.15,per_doc_top,00-10%,17,0.09883720930232558
11,0.15,per_doc_top,10-20%,13,0.0755813953488372
11,0.15,per_doc_top,20-30%,21,0.12209302325581395
11,0.15,per_doc_top,30-40%,22,0.12790697674418605
11,0.15,per_doc_top,40-50%,14,0.08139534883720931
11,0.15,per_doc_top,50-60%,14,0.08139534883720931
11,0.15,per_doc_top,60-70%,17,0.09883720930232558
11,0.15,per_doc_top,70-80%,12,0.06976744186046512
11,0.15,per_doc_top,80-90%,19,0.11046511627906977
11,0.15,per_doc_top,90-100%,23,0.13372093023255813
11,0.15,per_doc_top,category_latin_word,70,0.4069767441860465
11,0.15,per_doc_top,category_number,9,0.05232558139534884
11,0.15,per_doc_top,category_punct_or_symbol,87,0.5058139534883721
11,0.15,per_doc_top,category_space,6,0.03488372093023256
11,0.3,global_top,00-10%,13,0.023679417122040074
11,0.3,global_top,10-20%,5,0.009107468123861567
11,0.3,global_top,20-30%,7,0.012750455373406194
11,0.3,global_top,30-40%,16,0.029143897996357013
11,0.3,global_top,40-50%,10,0.018214936247723135
11,0.3,global_top,50-60%,24,0.04371584699453552
11,0.3,global_top,60-70%,44,0.08014571948998178
11,0.3,global_top,70-80%,71,0.12932604735883424
11,0.3,global_top,80-90%,143,0.2604735883424408
11,0.3,global_top,90-100%,216,0.39344262295081966
11,0.3,global_top,category_latin_word,355,0.6466302367941712
11,0.3,global_top,category_number,20,0.03642987249544627
11,0.3,global_top,category_other_text,15,0.0273224043715847
11,0.3,global_top,category_punct_or_symbol,141,0.2568306010928962
11,0.3,global_top,category_space,18,0.03278688524590164
11,0.3,per_doc_top,00-10%,52,0.11134903640256959
11,0.3,per_doc_top,10-20%,45,0.09635974304068523
11,0.3,per_doc_top,20-30%,47,0.1006423982869379
11,0.3,per_doc_top,30-40%,55,0.11777301927194861
11,0.3,per_doc_top,40-50%,40,0.08565310492505353
11,0.3,per_doc_top,50-60%,40,0.08565310492505353
11,0.3,per_doc_top,60-70%,47,0.1006423982869379
11,0.3,per_doc_top,70-80%,45,0.09635974304068523
11,0.3,per_doc_top,80-90%,45,0.09635974304068523
11,0.3,per_doc_top,90-100%,51,0.10920770877944326
11,0.3,per_doc_top,category_latin_word,216,0.4625267665952891
11,0.3,per_doc_top,category_number,17,0.03640256959314775
11,0.3,per_doc_top,category_other_text,4,0.008565310492505354
11,0.3,per_doc_top,category_punct_or_symbol,207,0.44325481798715205
11,0.3,per_doc_top,category_space,23,0.04925053533190578
12,0.15,global_top,00-10%,2,0.007220216606498195
12,0.15,global_top,30-40%,1,0.0036101083032490976
12,0.15,global_top,40-50%,3,0.010830324909747292
12,0.15,global_top,50-60%,2,0.007220216606498195
12,0.15,global_top,60-70%,10,0.036101083032490974
12,0.15,global_top,70-80%,19,0.06859205776173286
12,0.15,global_top,80-90%,52,0.18772563176895307
12,0.15,global_top,90-100%,188,0.6787003610108303
12,0.15,global_top,category_latin_word,149,0.5379061371841155
12,0.15,global_top,category_number,32,0.11552346570397112
12,0.15,global_top,category_other_text,3,0.010830324909747292
12,0.15,global_top,category_punct_or_symbol,83,0.2996389891696751
12,0.15,global_top,category_space,10,0.036101083032490974
12,0.15,per_doc_top,00-10%,13,0.07103825136612021
12,0.15,per_doc_top,10-20%,15,0.08196721311475409
12,0.15,per_doc_top,20-30%,18,0.09836065573770492
12,0.15,per_doc_top,30-40%,18,0.09836065573770492
12,0.15,per_doc_top,40-50%,22,0.12021857923497267
12,0.15,per_doc_top,50-60%,12,0.06557377049180328
12,0.15,per_doc_top,60-70%,22,0.12021857923497267
12,0.15,per_doc_top,70-80%,15,0.08196721311475409
12,0.15,per_doc_top,80-90%,22,0.12021857923497267
12,0.15,per_doc_top,90-100%,26,0.14207650273224043
12,0.15,per_doc_top,category_latin_word,73,0.3989071038251366
12,0.15,per_doc_top,category_number,9,0.04918032786885246
12,0.15,per_doc_top,category_other_text,1,0.00546448087431694
12,0.15,per_doc_top,category_punct_or_symbol,94,0.5136612021857924
12,0.15,per_doc_top,category_space,6,0.03278688524590164
12,0.3,global_top,00-10%,12,0.021052631578947368
12,0.3,global_top,10-20%,10,0.017543859649122806
12,0.3,global_top,20-30%,5,0.008771929824561403
12,0.3,global_top,30-40%,7,0.012280701754385965
12,0.3,global_top,40-50%,12,0.021052631578947368
12,0.3,global_top,50-60%,11,0.01929824561403509
12,0.3,global_top,60-70%,48,0.08421052631578947
12,0.3,global_top,70-80%,52,0.0912280701754386
12,0.3,global_top,80-90%,174,0.30526315789473685
12,0.3,global_top,90-100%,239,0.4192982456140351
12,0.3,global_top,category_latin_word,352,0.6175438596491228
12,0.3,global_top,category_number,52,0.0912280701754386
12,0.3,global_top,category_other_text,11,0.01929824561403509
12,0.3,global_top,category_punct_or_symbol,135,0.23684210526315788
12,0.3,global_top,category_space,20,0.03508771929824561
12,0.3,per_doc_top,00-10%,46,0.0942622950819672
12,0.3,per_doc_top,10-20%,40,0.08196721311475409
12,0.3,per_doc_top,20-30%,53,0.10860655737704918
12,0.3,per_doc_top,30-40%,52,0.10655737704918032
12,0.3,per_doc_top,40-50%,50,0.10245901639344263
12,0.3,per_doc_top,50-60%,34,0.06967213114754098
12,0.3,per_doc_top,60-70%,60,0.12295081967213115
12,0.3,per_doc_top,70-80%,36,0.07377049180327869
12,0.3,per_doc_top,80-90%,65,0.13319672131147542
12,0.3,per_doc_top,90-100%,52,0.10655737704918032
12,0.3,per_doc_top,category_latin_word,233,0.4774590163934426
12,0.3,per_doc_top,category_number,17,0.03483606557377049
12,0.3,per_doc_top,category_other_text,5,0.010245901639344262
12,0.3,per_doc_top,category_punct_or_symbol,209,0.42827868852459017
12,0.3,per_doc_top,category_space,24,0.04918032786885246
13,0.15,global_top,10-20%,2,0.007575757575757576
13,0.15,global_top,20-30%,2,0.007575757575757576
13,0.15,global_top,40-50%,1,0.003787878787878788
13,0.15,global_top,50-60%,7,0.026515151515151516
13,0.15,global_top,60-70%,16,0.06060606060606061
13,0.15,global_top,70-80%,20,0.07575757575757576
13,0.15,global_top,80-90%,34,0.12878787878787878
13,0.15,global_top,90-100%,182,0.6893939393939394
13,0.15,global_top,category_latin_word,174,0.6590909090909091
13,0.15,global_top,category_number,16,0.06060606060606061
13,0.15,global_top,category_punct_or_symbol,64,0.24242424242424243
13,0.15,global_top,category_space,10,0.03787878787878788
13,0.15,per_doc_top,00-10%,18,0.09523809523809523
13,0.15,per_doc_top,10-20%,21,0.1111111111111111
13,0.15,per_doc_top,20-30%,20,0.10582010582010581
13,0.15,per_doc_top,30-40%,13,0.06878306878306878
13,0.15,per_doc_top,40-50%,15,0.07936507936507936
13,0.15,per_doc_top,50-60%,19,0.10052910052910052
13,0.15,per_doc_top,60-70%,20,0.10582010582010581
13,0.15,per_doc_top,70-80%,21,0.1111111111111111
13,0.15,per_doc_top,80-90%,19,0.10052910052910052
13,0.15,per_doc_top,90-100%,23,0.12169312169312169
13,0.15,per_doc_top,category_latin_word,76,0.4021164021164021
13,0.15,per_doc_top,category_number,7,0.037037037037037035
13,0.15,per_doc_top,category_punct_or_symbol,99,0.5238095238095238
13,0.15,per_doc_top,category_space,7,0.037037037037037035
13,0.3,global_top,00-10%,14,0.025089605734767026
13,0.3,global_top,10-20%,10,0.017921146953405017
13,0.3,global_top,20-30%,6,0.010752688172043012
13,0.3,global_top,30-40%,7,0.012544802867383513
13,0.3,global_top,40-50%,16,0.02867383512544803
13,0.3,global_top,50-60%,20,0.035842293906810034
13,0.3,global_top,60-70%,53,0.09498207885304659
13,0.3,global_top,70-80%,62,0.1111111111111111
13,0.3,global_top,80-90%,130,0.23297491039426524
13,0.3,global_top,90-100%,240,0.43010752688172044
13,0.3,global_top,category_latin_word,385,0.6899641577060932
13,0.3,global_top,category_number,28,0.05017921146953405
13,0.3,global_top,category_other_text,2,0.0035842293906810036
13,0.3,global_top,category_punct_or_symbol,125,0.22401433691756273
13,0.3,global_top,category_space,18,0.03225806451612903
13,0.3,per_doc_top,00-10%,48,0.096
13,0.3,per_doc_top,10-20%,53,0.106
13,0.3,per_doc_top,20-30%,57,0.114
13,0.3,per_doc_top,30-40%,41,0.082
13,0.3,per_doc_top,40-50%,47,0.094
13,0.3,per_doc_top,50-60%,47,0.094
13,0.3,per_doc_top,60-70%,52,0.104
13,0.3,per_doc_top,70-80%,50,0.1
13,0.3,per_doc_top,80-90%,57,0.114
13,0.3,per_doc_top,90-100%,48,0.096
13,0.3,per_doc_top,category_latin_word,231,0.462
13,0.3,per_doc_top,category_number,14,0.028
13,0.3,per_doc_top,category_other_text,1,0.002
13,0.3,per_doc_top,category_punct_or_symbol,228,0.456
13,0.3,per_doc_top,category_space,26,0.052
14,0.15,global_top,00-10%,1,0.0045662100456621
14,0.15,global_top,10-20%,1,0.0045662100456621
14,0.15,global_top,30-40%,1,0.0045662100456621
14,0.15,global_top,40-50%,2,0.0091324200913242
14,0.15,global_top,50-60%,12,0.0547945205479452
14,0.15,global_top,60-70%,7,0.0319634703196347
14,0.15,global_top,70-80%,16,0.0730593607305936
14,0.15,global_top,80-90%,31,0.1415525114155251
14,0.15,global_top,90-100%,148,0.6757990867579908
14,0.15,global_top,category_latin_word,140,0.639269406392694
14,0.15,global_top,category_number,5,0.0228310502283105
14,0.15,global_top,category_other_text,5,0.0228310502283105
14,0.15,global_top,category_punct_or_symbol,62,0.2831050228310502
14,0.15,global_top,category_space,7,0.0319634703196347
14,0.15,per_doc_top,00-10%,9,0.06569343065693431
14,0.15,per_doc_top,10-20%,16,0.11678832116788321
14,0.15,per_doc_top,20-30%,17,0.12408759124087591
14,0.15,per_doc_top,30-40%,7,0.051094890510948905
14,0.15,per_doc_top,40-50%,11,0.08029197080291971
14,0.15,per_doc_top,50-60%,15,0.10948905109489052
14,0.15,per_doc_top,60-70%,8,0.058394160583941604
14,0.15,per_doc_top,70-80%,16,0.11678832116788321
14,0.15,per_doc_top,80-90%,21,0.15328467153284672
14,0.15,per_doc_top,90-100%,17,0.12408759124087591
14,0.15,per_doc_top,category_latin_word,58,0.4233576642335766
14,0.15,per_doc_top,category_newline_or_space,2,0.014598540145985401
14,0.15,per_doc_top,category_number,4,0.029197080291970802
14,0.15,per_doc_top,category_punct_or_symbol,66,0.48175182481751827
14,0.15,per_doc_top,category_space,7,0.051094890510948905
14,0.3,global_top,00-10%,7,0.014736842105263158
14,0.3,global_top,10-20%,5,0.010526315789473684
14,0.3,global_top,20-30%,7,0.014736842105263158
14,0.3,global_top,30-40%,9,0.018947368421052633
14,0.3,global_top,40-50%,13,0.02736842105263158
14,0.3,global_top,50-60%,35,0.07368421052631578
14,0.3,global_top,60-70%,36,0.07578947368421053
14,0.3,global_top,70-80%,50,0.10526315789473684
14,0.3,global_top,80-90%,113,0.23789473684210527
14,0.3,global_top,90-100%,200,0.42105263157894735
14,0.3,global_top,category_latin_word,307,0.6463157894736842
14,0.3,global_top,category_newline_or_space,1,0.002105263157894737
14,0.3,global_top,category_number,21,0.04421052631578947
14,0.3,global_top,category_other_text,6,0.01263157894736842
14,0.3,global_top,category_punct_or_symbol,127,0.2673684210526316
14,0.3,global_top,category_space,13,0.02736842105263158
14,0.3,per_doc_top,00-10%,34,0.08831168831168831
14,0.3,per_doc_top,10-20%,44,0.11428571428571428
14,0.3,per_doc_top,20-30%,39,0.1012987012987013
14,0.3,per_doc_top,30-40%,32,0.08311688311688312
14,0.3,per_doc_top,40-50%,36,0.09350649350649351
14,0.3,per_doc_top,50-60%,45,0.11688311688311688
14,0.3,per_doc_top,60-70%,29,0.07532467532467532
14,0.3,per_doc_top,70-80%,37,0.09610389610389611
14,0.3,per_doc_top,80-90%,49,0.12727272727272726
14,0.3,per_doc_top,90-100%,40,0.1038961038961039
14,0.3,per_doc_top,category_latin_word,178,0.4623376623376623
14,0.3,per_doc_top,category_newline_or_space,2,0.005194805194805195
14,0.3,per_doc_top,category_number,12,0.03116883116883117
14,0.3,per_doc_top,category_other_text,2,0.005194805194805195
14,0.3,per_doc_top,category_punct_or_symbol,172,0.44675324675324674
14,0.3,per_doc_top,category_space,19,0.04935064935064935
15,0.15,global_top,00-10%,1,0.005681818181818182
15,0.15,global_top,30-40%,2,0.011363636363636364
15,0.15,global_top,40-50%,2,0.011363636363636364
15,0.15,global_top,50-60%,4,0.022727272727272728
15,0.15,global_top,60-70%,7,0.03977272727272727
15,0.15,global_top,70-80%,12,0.06818181818181818
15,0.15,global_top,80-90%,20,0.11363636363636363
15,0.15,global_top,90-100%,128,0.7272727272727273
15,0.15,global_top,category_latin_word,107,0.6079545454545454
15,0.15,global_top,category_number,14,0.07954545454545454
15,0.15,global_top,category_other_text,1,0.005681818181818182
15,0.15,global_top,category_punct_or_symbol,47,0.26704545454545453
15,0.15,global_top,category_space,7,0.03977272727272727
15,0.15,per_doc_top,00-10%,12,0.11320754716981132
15,0.15,per_doc_top,10-20%,7,0.0660377358490566
15,0.15,per_doc_top,20-30%,7,0.0660377358490566
15,0.15,per_doc_top,30-40%,8,0.07547169811320754
15,0.15,per_doc_top,40-50%,7,0.0660377358490566
15,0.15,per_doc_top,50-60%,14,0.1320754716981132
15,0.15,per_doc_top,60-70%,14,0.1320754716981132
15,0.15,per_doc_top,70-80%,8,0.07547169811320754
15,0.15,per_doc_top,80-90%,9,0.08490566037735849
15,0.15,per_doc_top,90-100%,20,0.18867924528301888
15,0.15,per_doc_top,category_latin_word,44,0.41509433962264153
15,0.15,per_doc_top,category_number,8,0.07547169811320754
15,0.15,per_doc_top,category_punct_or_symbol,47,0.44339622641509435
15,0.15,per_doc_top,category_space,7,0.0660377358490566
15,0.3,global_top,00-10%,12,0.0335195530726257
15,0.3,global_top,10-20%,2,0.00558659217877095
15,0.3,global_top,20-30%,4,0.0111731843575419
15,0.3,global_top,30-40%,15,0.04189944134078212
15,0.3,global_top,40-50%,18,0.05027932960893855
15,0.3,global_top,50-60%,21,0.05865921787709497
15,0.3,global_top,60-70%,24,0.0670391061452514
15,0.3,global_top,70-80%,44,0.12290502793296089
15,0.3,global_top,80-90%,70,0.19553072625698323
15,0.3,global_top,90-100%,148,0.4134078212290503
15,0.3,global_top,category_latin_word,218,0.6089385474860335
15,0.3,global_top,category_number,23,0.06424581005586592
15,0.3,global_top,category_other_text,1,0.002793296089385475
15,0.3,global_top,category_punct_or_symbol,105,0.29329608938547486
15,0.3,global_top,category_space,11,0.030726256983240222
15,0.3,per_doc_top,00-10%,36,0.1254355400696864
15,0.3,per_doc_top,10-20%,24,0.08362369337979095
15,0.3,per_doc_top,20-30%,24,0.08362369337979095
15,0.3,per_doc_top,30-40%,27,0.09407665505226481
15,0.3,per_doc_top,40-50%,30,0.10452961672473868
15,0.3,per_doc_top,50-60%,31,0.10801393728222997
15,0.3,per_doc_top,60-70%,31,0.10801393728222997
15,0.3,per_doc_top,70-80%,24,0.08362369337979095
15,0.3,per_doc_top,80-90%,26,0.09059233449477352
15,0.3,per_doc_top,90-100%,34,0.11846689895470383
15,0.3,per_doc_top,category_latin_word,122,0.4250871080139373
15,0.3,per_doc_top,category_number,12,0.041811846689895474
15,0.3,per_doc_top,category_other_text,1,0.003484320557491289
15,0.3,per_doc_top,category_punct_or_symbol,141,0.4912891986062718
15,0.3,per_doc_top,category_space,11,0.03832752613240418
16,0.15,global_top,00-10%,1,0.004366812227074236
16,0.15,global_top,10-20%,1,0.004366812227074236
16,0.15,global_top,20-30%,1,0.004366812227074236
16,0.15,global_top,40-50%,2,0.008733624454148471
16,0.15,global_top,50-60%,6,0.026200873362445413
16,0.15,global_top,60-70%,11,0.048034934497816595
16,0.15,global_top,70-80%,17,0.07423580786026202
16,0.15,global_top,80-90%,32,0.13973799126637554
16,0.15,global_top,90-100%,158,0.6899563318777293
16,0.15,global_top,category_latin_word,155,0.6768558951965066
16,0.15,global_top,category_number,9,0.039301310043668124
16,0.15,global_top,category_punct_or_symbol,61,0.2663755458515284
16,0.15,global_top,category_space,4,0.017467248908296942
16,0.15,per_doc_top,00-10%,15,0.09433962264150944
16,0.15,per_doc_top,10-20%,18,0.11320754716981132
16,0.15,per_doc_top,20-30%,14,0.0880503144654088
16,0.15,per_doc_top,30-40%,17,0.1069182389937107
16,0.15,per_doc_top,40-50%,14,0.0880503144654088
16,0.15,per_doc_top,50-60%,14,0.0880503144654088
16,0.15,per_doc_top,60-70%,13,0.08176100628930817
16,0.15,per_doc_top,70-80%,15,0.09433962264150944
16,0.15,per_doc_top,80-90%,17,0.1069182389937107
16,0.15,per_doc_top,90-100%,22,0.13836477987421383
16,0.15,per_doc_top,category_latin_word,68,0.4276729559748428
16,0.15,per_doc_top,category_number,13,0.08176100628930817
16,0.15,per_doc_top,category_punct_or_symbol,75,0.4716981132075472
16,0.15,per_doc_top,category_space,3,0.018867924528301886
16,0.3,global_top,00-10%,9,0.018218623481781375
16,0.3,global_top,10-20%,6,0.012145748987854251
16,0.3,global_top,20-30%,4,0.008097165991902834
16,0.3,global_top,30-40%,6,0.012145748987854251
16,0.3,global_top,40-50%,9,0.018218623481781375
16,0.3,global_top,50-60%,31,0.06275303643724696
16,0.3,global_top,60-70%,39,0.07894736842105263
16,0.3,global_top,70-80%,53,0.10728744939271255
16,0.3,global_top,80-90%,125,0.25303643724696356
16,0.3,global_top,90-100%,212,0.4291497975708502
16,0.3,global_top,category_latin_word,335,0.6781376518218624
16,0.3,global_top,category_number,20,0.04048582995951417
16,0.3,global_top,category_other_text,2,0.004048582995951417
16,0.3,global_top,category_punct_or_symbol,121,0.24493927125506074
16,0.3,global_top,category_space,16,0.032388663967611336
16,0.3,per_doc_top,00-10%,42,0.09744779582366589
16,0.3,per_doc_top,10-20%,57,0.13225058004640372
16,0.3,per_doc_top,20-30%,32,0.07424593967517401
16,0.3,per_doc_top,30-40%,47,0.10904872389791183
16,0.3,per_doc_top,40-50%,43,0.09976798143851508
16,0.3,per_doc_top,50-60%,41,0.0951276102088167
16,0.3,per_doc_top,60-70%,33,0.0765661252900232
16,0.3,per_doc_top,70-80%,36,0.08352668213457076
16,0.3,per_doc_top,80-90%,47,0.10904872389791183
16,0.3,per_doc_top,90-100%,53,0.12296983758700696
16,0.3,per_doc_top,category_latin_word,209,0.48491879350348027
16,0.3,per_doc_top,category_number,18,0.04176334106728538
16,0.3,per_doc_top,category_other_text,4,0.009280742459396751
16,0.3,per_doc_top,category_punct_or_symbol,178,0.41299303944315546
16,0.3,per_doc_top,category_space,22,0.05104408352668213
17,0.15,global_top,20-30%,2,0.008928571428571428
17,0.15,global_top,50-60%,5,0.022321428571428572
17,0.15,global_top,60-70%,12,0.05357142857142857
17,0.15,global_top,70-80%,20,0.08928571428571429
17,0.15,global_top,80-90%,36,0.16071428571428573
17,0.15,global_top,90-100%,149,0.6651785714285714
17,0.15,global_top,category_latin_word,108,0.48214285714285715
17,0.15,global_top,category_number,41,0.18303571428571427
17,0.15,global_top,category_other_text,3,0.013392857142857142
17,0.15,global_top,category_punct_or_symbol,67,0.29910714285714285
17,0.15,global_top,category_space,5,0.022321428571428572
