inter,jaccard,online_recall,precision,size,target_size,pool,pool_rate,rerank,example_id,sub_q_idx
103,0.2367816091954023,0.3828996282527881,0.3828996282527881,269,269,draft_freq_pool30,0.3,global_edge,7,0
90,0.23809523809523808,0.38461538461538464,0.38461538461538464,234,234,draft_freq_pool30,0.3,global_edge,180,1
77,0.22713864306784662,0.3701923076923077,0.3701923076923077,208,208,draft_freq_pool30,0.3,global_edge,35,1
88,0.24175824175824176,0.3893805309734513,0.3893805309734513,226,226,draft_freq_pool30,0.3,global_edge,80,0
82,0.2949640287769784,0.45555555555555555,0.45555555555555555,180,180,draft_freq_pool30,0.3,global_edge,54,0
127,0.3135802469135803,0.4774436090225564,0.4774436090225564,266,266,draft_freq_pool30,0.3,global_edge,183,0
110,0.28061224489795916,0.43824701195219123,0.43824701195219123,251,251,draft_freq_pool30,0.3,global_edge,7,1
93,0.2619718309859155,0.41517857142857145,0.41517857142857145,224,224,draft_freq_pool30,0.3,global_edge,155,0
106,0.27461139896373055,0.43089430894308944,0.43089430894308944,246,246,draft_freq_pool30,0.3,global_edge,36,0
138,0.3484848484848485,0.5168539325842697,0.5168539325842697,267,267,draft_freq_pool30,0.3,global_edge,183,1
117,0.29620253164556964,0.45703125,0.45703125,256,256,draft_freq_pool30,0.3,global_edge,155,1
121,0.2474437627811861,0.39672131147540984,0.39672131147540984,305,305,draft_freq_pool30,0.3,global_edge,54,1
181,0.29623567921440264,0.45707070707070707,0.45707070707070707,396,396,draft_freq_pool30,0.3,global_edge,105,0
107,0.2152917505030181,0.3543046357615894,0.3543046357615894,302,302,draft_freq_pool30,0.3,global_edge,36,1
105,0.29085872576177285,0.45064377682403434,0.45064377682403434,233,233,draft_freq_pool30,0.3,global_edge,81,0
101,0.23990498812351543,0.38697318007662834,0.38697318007662834,261,261,draft_freq_pool30,0.3,global_edge,55,0
136,0.26153846153846155,0.4146341463414634,0.4146341463414634,328,328,draft_freq_pool30,0.3,global_edge,9,0
85,0.2842809364548495,0.4427083333333333,0.4427083333333333,192,192,draft_freq_pool30,0.3,global_edge,37,0
71,0.24232081911262798,0.3901098901098901,0.3901098901098901,182,182,draft_freq_pool30,0.3,global_edge,156,0
136,0.32075471698113206,0.4857142857142857,0.4857142857142857,280,280,draft_freq_pool30,0.3,global_edge,128,0
200,0.25,0.4,0.4,500,500,draft_freq_pool30,0.3,global_edge,105,1
199,0.28798842257597684,0.44719101123595506,0.44719101123595506,445,445,draft_freq_pool30,0.3,global_edge,9,1
94,0.30718954248366015,0.47,0.47,200,200,draft_freq_pool30,0.3,global_edge,186,0
92,0.2658959537572254,0.4200913242009132,0.4200913242009132,219,219,draft_freq_pool30,0.3,global_edge,56,0
146,0.2931726907630522,0.453416149068323,0.453416149068323,322,322,draft_freq_pool30,0.3,global_edge,129,0
134,0.32211538461538464,0.48727272727272725,0.48727272727272725,275,275,draft_freq_pool30,0.3,global_edge,81,1
74,0.1761904761904762,0.29959514170040485,0.29959514170040485,247,247,draft_freq_pool30,0.3,global_edge,37,1
94,0.22815533980582525,0.3715415019762846,0.3715415019762846,253,253,draft_freq_pool30,0.3,global_edge,156,1
105,0.1977401129943503,0.330188679245283,0.330188679245283,318,318,draft_freq_pool30,0.3,global_edge,109,0
95,0.26170798898071623,0.4148471615720524,0.4148471615720524,229,229,draft_freq_pool30,0.3,global_edge,82,0
55,0.19298245614035087,0.3235294117647059,0.3235294117647059,170,170,draft_freq_pool30,0.3,global_edge,130,0
59,0.2388663967611336,0.38562091503267976,0.38562091503267976,153,153,draft_freq_pool30,0.3,global_edge,112,0
69,0.30131004366812225,0.46308724832214765,0.46308724832214765,149,149,draft_freq_pool30,0.3,global_edge,38,0
102,0.2712765957446808,0.42677824267782427,0.42677824267782427,239,239,draft_freq_pool30,0.3,global_edge,158,0
117,0.26057906458797325,0.4134275618374558,0.4134275618374558,283,283,draft_freq_pool30,0.3,global_edge,82,1
116,0.29591836734693877,0.4566929133858268,0.4566929133858268,254,254,draft_freq_pool30,0.3,global_edge,10,0
107,0.36271186440677966,0.5323383084577115,0.5323383084577115,201,201,draft_freq_pool30,0.3,global_edge,57,0
97,0.24069478908188585,0.388,0.388,250,250,draft_freq_pool30,0.3,global_edge,130,1
98,0.3223684210526316,0.48756218905472637,0.48756218905472637,201,201,draft_freq_pool30,0.3,global_edge,112,1
152,0.3584905660377358,0.5277777777777778,0.5277777777777778,288,288,draft_freq_pool30,0.3,global_edge,10,1
85,0.2768729641693811,0.4336734693877551,0.4336734693877551,196,196,draft_freq_pool30,0.3,global_edge,158,1
78,0.2805755395683453,0.43820224719101125,0.43820224719101125,178,178,draft_freq_pool30,0.3,global_edge,38,1
81,0.2604501607717042,0.413265306122449,0.413265306122449,196,196,draft_freq_pool30,0.3,global_edge,58,0
118,0.3172043010752688,0.4816326530612245,0.4816326530612245,245,245,draft_freq_pool30,0.3,global_edge,113,0
79,0.22507122507122507,0.3674418604651163,0.3674418604651163,215,215,draft_freq_pool30,0.3,global_edge,11,0
74,0.25517241379310346,0.4065934065934066,0.4065934065934066,182,182,draft_freq_pool30,0.3,global_edge,39,0
78,0.28888888888888886,0.4482758620689655,0.4482758620689655,174,174,draft_freq_pool30,0.3,global_edge,131,0
111,0.3274336283185841,0.49333333333333335,0.49333333333333335,225,225,draft_freq_pool30,0.3,global_edge,113,1
83,0.27946127946127947,0.4368421052631579,0.4368421052631579,190,190,draft_freq_pool30,0.3,global_edge,160,0
82,0.24260355029585798,0.3904761904761905,0.3904761904761905,210,210,draft_freq_pool30,0.3,global_edge,11,1
92,0.2875,0.44660194174757284,0.44660194174757284,206,206,draft_freq_pool30,0.3,global_edge,58,1
84,0.23204419889502761,0.37668161434977576,0.37668161434977576,223,223,draft_freq_pool30,0.3,global_edge,84,0
86,0.25443786982248523,0.4056603773584906,0.4056603773584906,212,212,draft_freq_pool30,0.3,global_edge,131,1
99,0.264,0.4177215189873418,0.4177215189873418,237,237,draft_freq_pool30,0.3,global_edge,39,1
82,0.1673469387755102,0.2867132867132867,0.2867132867132867,286,286,draft_freq_pool30,0.3,global_edge,114,0
106,0.19133574007220217,0.3212121212121212,0.3212121212121212,330,330,draft_freq_pool30,0.3,global_edge,160,1
143,0.2693032015065913,0.42433234421364985,0.42433234421364985,337,337,draft_freq_pool30,0.3,global_edge,12,0
87,0.24786324786324787,0.3972602739726027,0.3972602739726027,219,219,draft_freq_pool30,0.3,global_edge,59,0
97,0.2912912912912913,0.4511627906976744,0.4511627906976744,215,215,draft_freq_pool30,0.3,global_edge,84,1
67,0.1908831908831909,0.32057416267942584,0.32057416267942584,209,209,draft_freq_pool30,0.3,global_edge,133,0
147,0.26678765880217786,0.42120343839541546,0.42120343839541546,349,349,draft_freq_pool30,0.3,global_edge,12,1
87,0.23450134770889489,0.3799126637554585,0.3799126637554585,229,229,draft_freq_pool30,0.3,global_edge,114,1
81,0.21715817694369974,0.3568281938325991,0.3568281938325991,227,227,draft_freq_pool30,0.3,global_edge,133,1
92,0.2987012987012987,0.46,0.46,200,200,draft_freq_pool30,0.3,global_edge,161,0
139,0.32400932400932403,0.4894366197183099,0.4894366197183099,284,284,draft_freq_pool30,0.3,global_edge,186,1
161,0.30666666666666664,0.46938775510204084,0.46938775510204084,343,343,draft_freq_pool30,0.3,global_edge,85,0
53,0.15634218289085547,0.27040816326530615,0.27040816326530615,196,196,draft_freq_pool30,0.3,global_edge,13,0
84,0.25766871165644173,0.4097560975609756,0.4097560975609756,205,205,draft_freq_pool30,0.3,global_edge,59,1
67,0.27125506072874495,0.4267515923566879,0.4267515923566879,157,157,draft_freq_pool30,0.3,global_edge,86,0
111,0.31988472622478387,0.4847161572052402,0.4847161572052402,229,229,draft_freq_pool30,0.3,global_edge,117,0
76,0.25165562913907286,0.4021164021164021,0.4021164021164021,189,189,draft_freq_pool30,0.3,global_edge,40,0
104,0.3291139240506329,0.49523809523809526,0.49523809523809526,210,210,draft_freq_pool30,0.3,global_edge,135,0
94,0.35074626865671643,0.5193370165745856,0.5193370165745856,181,181,draft_freq_pool30,0.3,global_edge,117,1
119,0.29974811083123426,0.46124031007751937,0.46124031007751937,258,258,draft_freq_pool30,0.3,global_edge,40,1
97,0.25064599483204136,0.40082644628099173,0.40082644628099173,242,242,draft_freq_pool30,0.3,global_edge,86,1
100,0.30120481927710846,0.46296296296296297,0.46296296296296297,216,216,draft_freq_pool30,0.3,global_edge,60,0
91,0.263768115942029,0.41743119266055045,0.41743119266055045,218,218,draft_freq_pool30,0.3,global_edge,135,1
110,0.3021978021978022,0.4641350210970464,0.4641350210970464,237,237,draft_freq_pool30,0.3,global_edge,118,0
98,0.25925925925925924,0.4117647058823529,0.4117647058823529,238,238,draft_freq_pool30,0.3,global_edge,88,0
59,0.23137254901960785,0.37579617834394907,0.37579617834394907,157,157,draft_freq_pool30,0.3,global_edge,188,0
141,0.27485380116959063,0.43119266055045874,0.43119266055045874,327,327,draft_freq_pool30,0.3,global_edge,60,1
68,0.29310344827586204,0.4533333333333333,0.4533333333333333,150,150,draft_freq_pool30,0.3,global_edge,43,0
60,0.2564102564102564,0.40816326530612246,0.40816326530612246,147,147,draft_freq_pool30,0.3,global_edge,136,0
86,0.25748502994011974,0.4095238095238095,0.4095238095238095,210,210,draft_freq_pool30,0.3,global_edge,188,1
60,0.19607843137254902,0.32786885245901637,0.32786885245901637,183,183,draft_freq_pool30,0.3,global_edge,88,1
87,0.32342007434944237,0.4887640449438202,0.4887640449438202,178,178,draft_freq_pool30,0.3,global_edge,43,1
69,0.21630094043887146,0.3556701030927835,0.3556701030927835,194,194,draft_freq_pool30,0.3,global_edge,88,2
85,0.2920962199312715,0.4521276595744681,0.4521276595744681,188,188,draft_freq_pool30,0.3,global_edge,191,0
141,0.26062846580406657,0.41348973607038125,0.41348973607038125,341,341,draft_freq_pool30,0.3,global_edge,13,1
100,0.2617801047120419,0.4149377593360996,0.4149377593360996,241,241,draft_freq_pool30,0.3,global_edge,136,1
127,0.3281653746770026,0.49416342412451364,0.49416342412451364,257,257,draft_freq_pool30,0.3,global_edge,191,1
119,0.3617021276595745,0.53125,0.53125,224,224,draft_freq_pool30,0.3,global_edge,89,0
134,0.28270042194092826,0.4407894736842105,0.4407894736842105,304,304,draft_freq_pool30,0.3,global_edge,161,1
94,0.3671875,0.5371428571428571,0.5371428571428571,175,175,draft_freq_pool30,0.3,global_edge,44,0
125,0.2997601918465228,0.4612546125461255,0.4612546125461255,271,271,draft_freq_pool30,0.3,global_edge,89,1
89,0.2899022801302932,0.4494949494949495,0.4494949494949495,198,198,draft_freq_pool30,0.3,global_edge,14,0
100,0.23923444976076555,0.3861003861003861,0.3861003861003861,259,259,draft_freq_pool30,0.3,global_edge,138,0
111,0.2883116883116883,0.4475806451612903,0.4475806451612903,248,248,draft_freq_pool30,0.3,global_edge,119,0
114,0.3064516129032258,0.4691358024691358,0.4691358024691358,243,243,draft_freq_pool30,0.3,global_edge,162,0
113,0.25279642058165547,0.4035714285714286,0.4035714285714286,280,280,draft_freq_pool30,0.3,global_edge,14,1
67,0.20615384615384616,0.34183673469387754,0.34183673469387754,196,196,draft_freq_pool30,0.3,global_edge,44,1
137,0.3399503722084367,0.5074074074074074,0.5074074074074074,270,270,draft_freq_pool30,0.3,global_edge,90,0
144,0.2891566265060241,0.4485981308411215,0.4485981308411215,321,321,draft_freq_pool30,0.3,global_edge,138,1
98,0.3161290322580645,0.4803921568627451,0.4803921568627451,204,204,draft_freq_pool30,0.3,global_edge,119,1
102,0.2602040816326531,0.41295546558704455,0.41295546558704455,247,247,draft_freq_pool30,0.3,global_edge,63,0
67,0.3544973544973545,0.5234375,0.5234375,128,128,draft_freq_pool30,0.3,global_edge,15,0
141,0.2469352014010508,0.3960674157303371,0.3960674157303371,356,356,draft_freq_pool30,0.3,global_edge,120,0
109,0.2564705882352941,0.40823970037453183,0.40823970037453183,267,267,draft_freq_pool30,0.3,global_edge,44,2
85,0.3231939163498099,0.4885057471264368,0.4885057471264368,174,174,draft_freq_pool30,0.3,global_edge,141,0
119,0.36615384615384616,0.536036036036036,0.536036036036036,222,222,draft_freq_pool30,0.3,global_edge,163,0
77,0.22448979591836735,0.36666666666666664,0.36666666666666664,210,210,draft_freq_pool30,0.3,global_edge,90,1
67,0.27800829875518673,0.43506493506493504,0.43506493506493504,154,154,draft_freq_pool30,0.3,global_edge,63,1
93,0.23192019950124687,0.3765182186234818,0.3765182186234818,247,247,draft_freq_pool30,0.3,global_edge,141,1
86,0.27388535031847133,0.43,0.43,200,200,draft_freq_pool30,0.3,global_edge,15,1
69,0.26037735849056604,0.41317365269461076,0.41317365269461076,167,167,draft_freq_pool30,0.3,global_edge,64,0
134,0.28879310344827586,0.44816053511705684,0.44816053511705684,299,299,draft_freq_pool30,0.3,global_edge,142,0
145,0.29774127310061604,0.4588607594936709,0.4588607594936709,316,316,draft_freq_pool30,0.3,global_edge,163,1
106,0.25980392156862747,0.41245136186770426,0.41245136186770426,257,257,draft_freq_pool30,0.3,global_edge,45,0
146,0.22884012539184953,0.37244897959183676,0.37244897959183676,392,392,draft_freq_pool30,0.3,global_edge,142,1
117,0.29177057356608477,0.4517374517374517,0.4517374517374517,259,259,draft_freq_pool30,0.3,global_edge,16,0
79,0.2540192926045016,0.40512820512820513,0.40512820512820513,195,195,draft_freq_pool30,0.3,global_edge,64,1
138,0.2875,0.44660194174757284,0.44660194174757284,309,309,draft_freq_pool30,0.3,global_edge,90,2
107,0.21971252566735114,0.3602693602693603,0.3602693602693603,297,297,draft_freq_pool30,0.3,global_edge,121,0
130,0.2981651376146789,0.45936395759717313,0.45936395759717313,283,283,draft_freq_pool30,0.3,global_edge,164,0
140,0.23972602739726026,0.3867403314917127,0.3867403314917127,362,362,draft_freq_pool30,0.3,global_edge,16,1
138,0.28991596638655465,0.4495114006514658,0.4495114006514658,307,307,draft_freq_pool30,0.3,global_edge,45,1
136,0.3383084577114428,0.5055762081784386,0.5055762081784386,269,269,draft_freq_pool30,0.3,global_edge,66,0
142,0.2088235294117647,0.34549878345498786,0.34549878345498786,411,411,draft_freq_pool30,0.3,global_edge,164,1
154,0.3235294117647059,0.4888888888888889,0.4888888888888889,315,315,draft_freq_pool30,0.3,global_edge,121,1
97,0.24808184143222506,0.3975409836065574,0.3975409836065574,244,244,draft_freq_pool30,0.3,global_edge,17,0
85,0.19540229885057472,0.3269230769230769,0.3269230769230769,260,260,draft_freq_pool30,0.3,global_edge,46,0
132,0.2558139534883721,0.4074074074074074,0.4074074074074074,324,324,draft_freq_pool30,0.3,global_edge,17,1
78,0.2805755395683453,0.43820224719101125,0.43820224719101125,178,178,draft_freq_pool30,0.3,global_edge,68,0
82,0.3014705882352941,0.4632768361581921,0.4632768361581921,177,177,draft_freq_pool30,0.3,global_edge,91,0
128,0.24615384615384617,0.3950617283950617,0.3950617283950617,324,324,draft_freq_pool30,0.3,global_edge,46,1
140,0.3225806451612903,0.4878048780487805,0.4878048780487805,287,287,draft_freq_pool30,0.3,global_edge,165,0
87,0.30526315789473685,0.46774193548387094,0.46774193548387094,186,186,draft_freq_pool30,0.3,global_edge,68,1
64,0.20915032679738563,0.34594594594594597,0.34594594594594597,185,185,draft_freq_pool30,0.3,global_edge,18,0
108,0.20532319391634982,0.34069400630914826,0.34069400630914826,317,317,draft_freq_pool30,0.3,global_edge,123,0
72,0.21176470588235294,0.34951456310679613,0.34951456310679613,206,206,draft_freq_pool30,0.3,global_edge,18,1
88,0.2328042328042328,0.3776824034334764,0.3776824034334764,233,233,draft_freq_pool30,0.3,global_edge,91,1
104,0.23636363636363636,0.38235294117647056,0.38235294117647056,272,272,draft_freq_pool30,0.3,global_edge,71,0
137,0.35584415584415585,0.524904214559387,0.524904214559387,261,261,draft_freq_pool30,0.3,global_edge,123,1
84,0.302158273381295,0.46408839779005523,0.46408839779005523,181,181,draft_freq_pool30,0.3,global_edge,19,0
83,0.2225201072386059,0.36403508771929827,0.36403508771929827,228,228,draft_freq_pool30,0.3,global_edge,166,0
152,0.25165562913907286,0.4021164021164021,0.4021164021164021,378,378,draft_freq_pool30,0.3,global_edge,71,1
135,0.3638814016172507,0.5335968379446641,0.5335968379446641,253,253,draft_freq_pool30,0.3,global_edge,123,2
95,0.21541950113378686,0.35447761194029853,0.35447761194029853,268,268,draft_freq_pool30,0.3,global_edge,19,1
78,0.1703056768558952,0.291044776119403,0.291044776119403,268,268,draft_freq_pool30,0.3,global_edge,166,1
102,0.2383177570093458,0.3849056603773585,0.3849056603773585,265,265,draft_freq_pool30,0.3,global_edge,72,0
114,0.3413173652694611,0.5089285714285714,0.5089285714285714,224,224,draft_freq_pool30,0.3,global_edge,93,0
93,0.28792569659442724,0.44711538461538464,0.44711538461538464,208,208,draft_freq_pool30,0.3,global_edge,72,1
146,0.3443396226415094,0.512280701754386,0.512280701754386,285,285,draft_freq_pool30,0.3,global_edge,123,3
107,0.2655086848635236,0.4196078431372549,0.4196078431372549,255,255,draft_freq_pool30,0.3,global_edge,93,1
110,0.3353658536585366,0.502283105022831,0.502283105022831,219,219,draft_freq_pool30,0.3,global_edge,143,0
123,0.3145780051150895,0.4785992217898833,0.4785992217898833,257,257,draft_freq_pool30,0.3,global_edge,20,0
94,0.27976190476190477,0.4372093023255814,0.4372093023255814,215,215,draft_freq_pool30,0.3,global_edge,167,0
65,0.20504731861198738,0.3403141361256545,0.3403141361256545,191,191,draft_freq_pool30,0.3,global_edge,143,1
193,0.3356521739130435,0.5026041666666666,0.5026041666666666,384,384,draft_freq_pool30,0.3,global_edge,20,1
87,0.25663716814159293,0.4084507042253521,0.4084507042253521,213,213,draft_freq_pool30,0.3,global_edge,167,1
133,0.293598233995585,0.4539249146757679,0.4539249146757679,293,293,draft_freq_pool30,0.3,global_edge,21,0
82,0.2847222222222222,0.44324324324324327,0.44324324324324327,185,185,draft_freq_pool30,0.3,global_edge,95,0
67,0.2255892255892256,0.36813186813186816,0.36813186813186816,182,182,draft_freq_pool30,0.3,global_edge,144,0
78,0.2215909090909091,0.3627906976744186,0.3627906976744186,215,215,draft_freq_pool30,0.3,global_edge,74,0
134,0.24363636363636362,0.391812865497076,0.391812865497076,342,342,draft_freq_pool30,0.3,global_edge,21,1
85,0.288135593220339,0.4473684210526316,0.4473684210526316,190,190,draft_freq_pool30,0.3,global_edge,96,0
132,0.3402061855670103,0.5076923076923077,0.5076923076923077,260,260,draft_freq_pool30,0.3,global_edge,74,1
85,0.288135593220339,0.4473684210526316,0.4473684210526316,190,190,draft_freq_pool30,0.3,global_edge,169,0
99,0.23076923076923078,0.375,0.375,264,264,draft_freq_pool30,0.3,global_edge,169,1
87,0.2628398791540785,0.41626794258373206,0.41626794258373206,209,209,draft_freq_pool30,0.3,global_edge,96,1
112,0.27053140096618356,0.42585551330798477,0.42585551330798477,263,263,draft_freq_pool30,0.3,global_edge,24,0
138,0.26640926640926643,0.42073170731707316,0.42073170731707316,328,328,draft_freq_pool30,0.3,global_edge,24,1
104,0.33986928104575165,0.5073170731707317,0.5073170731707317,205,205,draft_freq_pool30,0.3,global_edge,97,0
96,0.2909090909090909,0.4507042253521127,0.4507042253521127,213,213,draft_freq_pool30,0.3,global_edge,144,1
81,0.2862190812720848,0.44505494505494503,0.44505494505494503,182,182,draft_freq_pool30,0.3,global_edge,145,0
125,0.3213367609254499,0.48638132295719844,0.48638132295719844,257,257,draft_freq_pool30,0.3,global_edge,173,0
116,0.32044198895027626,0.48535564853556484,0.48535564853556484,239,239,draft_freq_pool30,0.3,global_edge,145,1
83,0.24924924924924924,0.39903846153846156,0.39903846153846156,208,208,draft_freq_pool30,0.3,global_edge,97,1
84,0.25,0.4,0.4,210,210,draft_freq_pool30,0.3,global_edge,98,0
84,0.30656934306569344,0.4692737430167598,0.4692737430167598,179,179,draft_freq_pool30,0.3,global_edge,146,0
132,0.29596412556053814,0.45674740484429066,0.45674740484429066,289,289,draft_freq_pool30,0.3,global_edge,146,1
79,0.3147410358565737,0.47878787878787876,0.47878787878787876,165,165,draft_freq_pool30,0.3,global_edge,147,0
102,0.255,0.4063745019920319,0.4063745019920319,251,251,draft_freq_pool30,0.3,global_edge,173,1
126,0.2290909090909091,0.3727810650887574,0.3727810650887574,338,338,draft_freq_pool30,0.3,global_edge,147,1
94,0.27647058823529413,0.43317972350230416,0.43317972350230416,217,217,draft_freq_pool30,0.3,global_edge,98,1
121,0.25260960334029225,0.4033333333333333,0.4033333333333333,300,300,draft_freq_pool30,0.3,global_edge,149,0
83,0.34156378600823045,0.50920245398773,0.50920245398773,163,163,draft_freq_pool30,0.3,global_edge,174,0
101,0.31076923076923074,0.47417840375586856,0.47417840375586856,213,213,draft_freq_pool30,0.3,global_edge,174,1
119,0.2748267898383372,0.4311594202898551,0.4311594202898551,276,276,draft_freq_pool30,0.3,chunk_edge,75,0
81,0.3767441860465116,0.5472972972972973,0.5472972972972973,148,148,draft_freq_pool30,0.3,chunk_edge,25,0
113,0.38305084745762713,0.553921568627451,0.553921568627451,204,204,draft_freq_pool30,0.3,chunk_edge,176,0
78,0.31451612903225806,0.4785276073619632,0.4785276073619632,163,163,draft_freq_pool30,0.3,chunk_edge,150,0
78,0.24528301886792453,0.3939393939393939,0.3939393939393939,198,198,draft_freq_pool30,0.3,chunk_edge,25,1
121,0.26593406593406593,0.4201388888888889,0.4201388888888889,288,288,draft_freq_pool30,0.3,chunk_edge,150,1
155,0.33190578158458245,0.4983922829581994,0.4983922829581994,311,311,draft_freq_pool30,0.3,chunk_edge,77,0
152,0.38,0.5507246376811594,0.5507246376811594,276,276,draft_freq_pool30,0.3,chunk_edge,50,0
94,0.2611111111111111,0.41409691629955947,0.41409691629955947,227,227,draft_freq_pool30,0.3,chunk_edge,0,0
145,0.29896907216494845,0.4603174603174603,0.4603174603174603,315,315,draft_freq_pool30,0.3,chunk_edge,50,1
159,0.27652173913043476,0.4332425068119891,0.4332425068119891,367,367,draft_freq_pool30,0.3,chunk_edge,77,1
101,0.3447098976109215,0.5126903553299492,0.5126903553299492,197,197,draft_freq_pool30,0.3,chunk_edge,178,0
98,0.2722222222222222,0.4279475982532751,0.4279475982532751,229,229,draft_freq_pool30,0.3,chunk_edge,100,0
186,0.3563218390804598,0.5254237288135594,0.5254237288135594,354,354,draft_freq_pool30,0.3,chunk_edge,125,0
125,0.3894080996884735,0.5605381165919282,0.5605381165919282,223,223,draft_freq_pool30,0.3,chunk_edge,1,0
100,0.273224043715847,0.4291845493562232,0.4291845493562232,233,233,draft_freq_pool30,0.3,chunk_edge,100,1
145,0.29896907216494845,0.4603174603174603,0.4603174603174603,315,315,draft_freq_pool30,0.3,chunk_edge,50,2
125,0.31645569620253167,0.4807692307692308,0.4807692307692308,260,260,draft_freq_pool30,0.3,chunk_edge,26,0
113,0.3313782991202346,0.4977973568281938,0.4977973568281938,227,227,draft_freq_pool30,0.3,chunk_edge,126,0
77,0.2972972972972973,0.4583333333333333,0.4583333333333333,168,168,draft_freq_pool30,0.3,chunk_edge,151,0
99,0.2584856396866841,0.4107883817427386,0.4107883817427386,241,241,draft_freq_pool30,0.3,chunk_edge,2,0
84,0.3559322033898305,0.525,0.525,160,160,draft_freq_pool30,0.3,chunk_edge,101,0
83,0.35319148936170214,0.5220125786163522,0.5220125786163522,159,159,draft_freq_pool30,0.3,chunk_edge,78,0
115,0.3333333333333333,0.5,0.5,230,230,draft_freq_pool30,0.3,chunk_edge,27,0
95,0.2676056338028169,0.4222222222222222,0.4222222222222222,225,225,draft_freq_pool30,0.3,chunk_edge,151,1
193,0.27221438645980256,0.4279379157427938,0.4279379157427938,451,451,draft_freq_pool30,0.3,chunk_edge,50,3
69,0.25842696629213485,0.4107142857142857,0.4107142857142857,168,168,draft_freq_pool30,0.3,chunk_edge,178,1
131,0.28540305010893247,0.4440677966101695,0.4440677966101695,295,295,draft_freq_pool30,0.3,chunk_edge,78,1
157,0.3994910941475827,0.5709090909090909,0.5709090909090909,275,275,draft_freq_pool30,0.3,chunk_edge,101,1
88,0.27672955974842767,0.43349753694581283,0.43349753694581283,203,203,draft_freq_pool30,0.3,chunk_edge,3,0
102,0.36428571428571427,0.5340314136125655,0.5340314136125655,191,191,draft_freq_pool30,0.3,chunk_edge,51,0
95,0.34050179211469533,0.5080213903743316,0.5080213903743316,187,187,draft_freq_pool30,0.3,chunk_edge,179,0
97,0.26287262872628725,0.41630901287553645,0.41630901287553645,233,233,draft_freq_pool30,0.3,chunk_edge,3,1
145,0.33642691415313225,0.5034722222222222,0.5034722222222222,288,288,draft_freq_pool30,0.3,chunk_edge,152,0
105,0.3211009174311927,0.4861111111111111,0.4861111111111111,216,216,draft_freq_pool30,0.3,chunk_edge,102,0
120,0.37267080745341613,0.5429864253393665,0.5429864253393665,221,221,draft_freq_pool30,0.3,chunk_edge,79,0
139,0.35732647814910024,0.5265151515151515,0.5265151515151515,264,264,draft_freq_pool30,0.3,chunk_edge,51,1
151,0.3552941176470588,0.5243055555555556,0.5243055555555556,288,288,draft_freq_pool30,0.3,chunk_edge,152,1
111,0.296,0.4567901234567901,0.4567901234567901,243,243,draft_freq_pool30,0.3,chunk_edge,27,1
109,0.2449438202247191,0.3935018050541516,0.3935018050541516,277,277,draft_freq_pool30,0.3,chunk_edge,102,1
106,0.3333333333333333,0.5,0.5,212,212,draft_freq_pool30,0.3,chunk_edge,4,0
69,0.2072072072072072,0.34328358208955223,0.34328358208955223,201,201,draft_freq_pool30,0.3,chunk_edge,179,1
100,0.3546099290780142,0.5235602094240838,0.5235602094240838,191,191,draft_freq_pool30,0.3,chunk_edge,52,0
119,0.3190348525469169,0.483739837398374,0.483739837398374,246,246,draft_freq_pool30,0.3,chunk_edge,32,0
94,0.2079646017699115,0.3443223443223443,0.3443223443223443,273,273,draft_freq_pool30,0.3,chunk_edge,79,1
113,0.32753623188405795,0.49344978165938863,0.49344978165938863,229,229,draft_freq_pool30,0.3,chunk_edge,153,0
135,0.24861878453038674,0.39823008849557523,0.39823008849557523,339,339,draft_freq_pool30,0.3,chunk_edge,4,1
133,0.34908136482939633,0.5175097276264592,0.5175097276264592,257,257,draft_freq_pool30,0.3,chunk_edge,180,0
125,0.3462603878116344,0.51440329218107,0.51440329218107,243,243,draft_freq_pool30,0.3,chunk_edge,103,0
129,0.2847682119205298,0.44329896907216493,0.44329896907216493,291,291,draft_freq_pool30,0.3,chunk_edge,32,1
116,0.327683615819209,0.49361702127659574,0.49361702127659574,235,235,draft_freq_pool30,0.3,chunk_edge,52,1
71,0.21981424148606812,0.3604060913705584,0.3604060913705584,197,197,draft_freq_pool30,0.3,chunk_edge,103,1
72,0.3333333333333333,0.5,0.5,144,144,draft_freq_pool30,0.3,chunk_edge,33,0
112,0.23333333333333334,0.3783783783783784,0.3783783783783784,296,296,draft_freq_pool30,0.3,chunk_edge,52,2
89,0.20941176470588235,0.3463035019455253,0.3463035019455253,257,257,draft_freq_pool30,0.3,chunk_edge,126,1
108,0.2755102040816326,0.432,0.432,250,250,draft_freq_pool30,0.3,chunk_edge,154,0
137,0.3903133903133903,0.5614754098360656,0.5614754098360656,244,244,draft_freq_pool30,0.3,chunk_edge,79,2
122,0.32620320855614976,0.49193548387096775,0.49193548387096775,248,248,draft_freq_pool30,0.3,chunk_edge,6,0
107,0.28232189973614774,0.4403292181069959,0.4403292181069959,243,243,draft_freq_pool30,0.3,chunk_edge,53,0
107,0.35313531353135313,0.5219512195121951,0.5219512195121951,205,205,draft_freq_pool30,0.3,chunk_edge,35,0
189,0.34806629834254144,0.5163934426229508,0.5163934426229508,366,366,draft_freq_pool30,0.3,chunk_edge,104,0
85,0.31135531135531136,0.4748603351955307,0.4748603351955307,179,179,draft_freq_pool30,0.3,chunk_edge,127,0
