rate,example_id,sub_q_idx,offline_size,online_size,hit,missing,extra,jaccard,online_recall,offline_precision
0.15,45,1,415,307,183,124,232,0.3395176252319109,0.5960912052117264,0.44096385542168676
0.15,46,0,152,260,119,141,33,0.4061433447098976,0.4576923076923077,0.7828947368421053
0.15,46,1,316,324,171,153,145,0.3646055437100213,0.5277777777777778,0.5411392405063291
0.15,50,0,205,276,170,106,35,0.5466237942122186,0.6159420289855072,0.8292682926829268
0.15,50,1,281,315,138,177,143,0.30131004366812225,0.4380952380952381,0.49110320284697506
0.15,50,2,281,315,138,177,143,0.30131004366812225,0.4380952380952381,0.49110320284697506
0.15,50,3,445,451,174,277,271,0.2409972299168975,0.3858093126385809,0.39101123595505616
0.15,51,0,106,191,97,94,9,0.485,0.5078534031413613,0.9150943396226415
0.15,51,1,259,264,161,103,98,0.4447513812154696,0.6098484848484849,0.6216216216216216
0.15,52,0,177,191,125,66,52,0.51440329218107,0.6544502617801047,0.7062146892655368
0.15,52,1,144,235,116,119,28,0.44106463878326996,0.49361702127659574,0.8055555555555556
0.15,52,2,317,296,112,184,205,0.22355289421157684,0.3783783783783784,0.35331230283911674
0.15,53,0,224,243,119,124,105,0.34195402298850575,0.4897119341563786,0.53125
0.15,54,0,140,180,95,85,45,0.4222222222222222,0.5277777777777778,0.6785714285714286
0.15,54,1,283,305,180,125,103,0.4411764705882353,0.5901639344262295,0.6360424028268551
0.15,55,0,252,261,159,102,93,0.4491525423728814,0.6091954022988506,0.6309523809523809
0.15,56,0,219,219,161,58,58,0.5812274368231047,0.7351598173515982,0.7351598173515982
0.15,57,0,179,201,119,82,60,0.4559386973180077,0.5920398009950248,0.664804469273743
0.15,58,0,159,196,114,82,45,0.4730290456431535,0.5816326530612245,0.7169811320754716
0.15,58,1,249,206,103,103,146,0.29261363636363635,0.5,0.41365461847389556
0.15,59,0,136,219,121,98,15,0.5170940170940171,0.5525114155251142,0.8897058823529411
0.15,59,1,260,205,113,92,147,0.3210227272727273,0.551219512195122,0.4346153846153846
0.15,60,0,180,216,135,81,45,0.5172413793103449,0.625,0.75
0.15,60,1,288,327,160,167,128,0.3516483516483517,0.4892966360856269,0.5555555555555556
0.15,63,0,161,247,150,97,11,0.5813953488372093,0.6072874493927125,0.9316770186335404
0.15,63,1,233,154,76,78,157,0.24437299035369775,0.4935064935064935,0.3261802575107296
0.15,64,0,117,167,94,73,23,0.49473684210526314,0.562874251497006,0.8034188034188035
0.15,64,1,233,195,101,94,132,0.308868501529052,0.517948717948718,0.4334763948497854
0.15,66,0,216,269,125,144,91,0.3472222222222222,0.4646840148698885,0.5787037037037037
0.15,68,0,128,178,108,70,20,0.5454545454545454,0.6067415730337079,0.84375
0.15,68,1,225,186,111,75,114,0.37,0.5967741935483871,0.49333333333333335
0.15,71,0,141,272,114,158,27,0.38127090301003347,0.41911764705882354,0.8085106382978723
0.15,71,1,403,378,212,166,191,0.37258347978910367,0.5608465608465608,0.5260545905707196
0.15,72,0,150,265,141,124,9,0.5145985401459854,0.5320754716981132,0.94
0.15,72,1,301,208,107,101,194,0.26616915422885573,0.5144230769230769,0.3554817275747508
0.15,74,0,112,215,96,119,16,0.4155844155844156,0.44651162790697674,0.8571428571428571
0.15,74,1,274,260,123,137,151,0.29927007299270075,0.47307692307692306,0.4489051094890511
0.15,75,0,257,276,140,136,117,0.356234096692112,0.5072463768115942,0.5447470817120622
0.15,77,0,224,311,176,135,48,0.49025069637883006,0.5659163987138264,0.7857142857142857
0.15,77,1,346,367,155,212,191,0.2777777777777778,0.4223433242506812,0.4479768786127168
0.15,78,0,184,159,103,56,81,0.42916666666666664,0.6477987421383647,0.5597826086956522
0.15,78,1,188,295,92,203,96,0.23529411764705882,0.31186440677966104,0.48936170212765956
0.15,79,0,173,221,134,87,39,0.5153846153846153,0.6063348416289592,0.7745664739884393
0.15,79,1,146,273,77,196,69,0.22514619883040934,0.28205128205128205,0.5273972602739726
0.15,79,2,287,244,98,146,189,0.22632794457274827,0.4016393442622951,0.34146341463414637
0.15,80,0,218,226,125,101,93,0.39184952978056425,0.5530973451327433,0.573394495412844
0.15,81,0,164,233,138,95,26,0.5328185328185329,0.592274678111588,0.8414634146341463
0.15,81,1,289,275,115,160,174,0.2561247216035635,0.41818181818181815,0.39792387543252594
0.15,82,0,120,229,103,126,17,0.4186991869918699,0.4497816593886463,0.8583333333333333
0.15,82,1,225,283,67,216,158,0.15192743764172337,0.23674911660777384,0.29777777777777775
0.15,84,0,127,223,110,113,17,0.4583333333333333,0.49327354260089684,0.8661417322834646
0.15,84,1,276,215,118,97,158,0.3163538873994638,0.5488372093023256,0.427536231884058
0.15,85,0,298,343,194,149,104,0.43400447427293065,0.565597667638484,0.6510067114093959
0.15,86,0,145,157,103,54,42,0.5175879396984925,0.6560509554140127,0.7103448275862069
0.15,86,1,272,242,117,125,155,0.2947103274559194,0.4834710743801653,0.43014705882352944
0.15,88,0,142,238,123,115,19,0.4785992217898833,0.5168067226890757,0.8661971830985915
0.15,88,1,100,183,81,102,19,0.400990099009901,0.4426229508196721,0.81
0.15,88,2,292,194,89,105,203,0.22418136020151133,0.4587628865979381,0.3047945205479452
0.15,89,0,173,224,138,86,35,0.5328185328185329,0.6160714285714286,0.7976878612716763
0.15,89,1,352,271,151,120,201,0.3199152542372881,0.5571955719557196,0.4289772727272727
0.15,90,0,101,270,96,174,5,0.3490909090909091,0.35555555555555557,0.9504950495049505
0.15,90,1,269,210,89,121,180,0.2282051282051282,0.4238095238095238,0.3308550185873606
0.15,90,2,332,309,100,209,232,0.18484288354898337,0.32362459546925565,0.30120481927710846
0.15,91,0,147,177,103,74,44,0.4660633484162896,0.5819209039548022,0.7006802721088435
0.15,91,1,325,233,114,119,211,0.25675675675675674,0.4892703862660944,0.3507692307692308
0.15,93,0,137,224,104,120,33,0.4046692607003891,0.4642857142857143,0.7591240875912408
0.15,93,1,282,255,121,134,161,0.29086538461538464,0.4745098039215686,0.42907801418439717
0.15,95,0,159,185,102,83,57,0.4214876033057851,0.5513513513513514,0.6415094339622641
0.15,96,0,148,190,129,61,19,0.6172248803827751,0.6789473684210526,0.8716216216216216
0.15,96,1,246,209,145,64,101,0.46774193548387094,0.69377990430622,0.5894308943089431
0.15,97,0,124,205,118,87,6,0.5592417061611374,0.5756097560975609,0.9516129032258065
0.15,97,1,295,208,134,74,161,0.36314363143631434,0.6442307692307693,0.4542372881355932
0.15,98,0,146,210,123,87,23,0.5278969957081545,0.5857142857142857,0.8424657534246576
0.15,98,1,226,217,111,106,115,0.33433734939759036,0.511520737327189,0.4911504424778761
0.15,100,0,143,229,116,113,27,0.453125,0.5065502183406113,0.8111888111888111
0.15,100,1,302,233,159,74,143,0.4228723404255319,0.6824034334763949,0.5264900662251656
0.15,101,0,82,160,73,87,9,0.4319526627218935,0.45625,0.8902439024390244
0.15,101,1,257,275,133,142,124,0.3333333333333333,0.48363636363636364,0.5175097276264592
0.15,102,0,154,216,116,100,38,0.4566929133858268,0.5370370370370371,0.7532467532467533
0.15,102,1,339,277,149,128,190,0.31905781584582443,0.5379061371841155,0.43952802359882004
0.15,103,0,87,243,78,165,9,0.30952380952380953,0.32098765432098764,0.896551724137931
0.15,103,1,310,197,103,94,207,0.25495049504950495,0.5228426395939086,0.33225806451612905
0.15,104,0,324,366,185,181,139,0.36633663366336633,0.505464480874317,0.5709876543209876
0.15,105,0,262,396,211,185,51,0.4720357941834452,0.5328282828282829,0.8053435114503816
0.15,105,1,484,500,236,264,248,0.3155080213903743,0.472,0.48760330578512395
0.15,109,0,286,318,131,187,155,0.2769556025369979,0.4119496855345912,0.458041958041958
0.15,112,0,114,153,87,66,27,0.48333333333333334,0.5686274509803921,0.7631578947368421
0.15,112,1,219,201,98,103,121,0.30434782608695654,0.48756218905472637,0.4474885844748858
0.15,113,0,158,245,139,106,19,0.5265151515151515,0.5673469387755102,0.879746835443038
0.15,113,1,293,225,126,99,167,0.32142857142857145,0.56,0.4300341296928328
0.15,114,0,139,286,114,172,25,0.3665594855305466,0.3986013986013986,0.8201438848920863
0.15,114,1,335,229,143,86,192,0.33966745843230406,0.6244541484716157,0.42686567164179107
0.15,117,0,129,229,116,113,13,0.4793388429752066,0.5065502183406113,0.8992248062015504
0.15,117,1,285,181,88,93,197,0.2328042328042328,0.4861878453038674,0.3087719298245614
0.15,118,0,219,237,118,119,101,0.34911242603550297,0.4978902953586498,0.5388127853881278
0.15,119,0,145,248,129,119,16,0.48863636363636365,0.5201612903225806,0.8896551724137931
0.15,119,1,289,204,103,101,186,0.2641025641025641,0.5049019607843137,0.356401384083045
0.15,120,0,314,356,188,168,126,0.3900414937759336,0.5280898876404494,0.5987261146496815
0.15,121,0,150,297,130,167,20,0.41009463722397477,0.4377104377104377,0.8666666666666667
0.15,121,1,387,315,155,160,232,0.283363802559415,0.49206349206349204,0.4005167958656331
0.15,123,0,202,317,175,142,27,0.5087209302325582,0.5520504731861199,0.8663366336633663
0.15,123,1,275,261,160,101,115,0.425531914893617,0.6130268199233716,0.5818181818181818
0.15,123,2,351,253,165,88,186,0.37585421412300685,0.6521739130434783,0.4700854700854701
0.15,123,3,459,285,202,83,257,0.3726937269372694,0.7087719298245614,0.4400871459694989
0.15,125,0,310,354,205,149,105,0.4466230936819172,0.5790960451977402,0.6612903225806451
0.15,126,0,119,227,108,119,11,0.453781512605042,0.47577092511013214,0.907563025210084
0.15,126,1,302,257,88,169,214,0.18683651804670912,0.3424124513618677,0.2913907284768212
0.15,127,0,171,179,116,63,55,0.49572649572649574,0.6480446927374302,0.6783625730994152
0.15,128,0,267,280,146,134,121,0.3640897755610973,0.5214285714285715,0.5468164794007491
0.15,129,0,319,322,205,117,114,0.4701834862385321,0.6366459627329193,0.6426332288401254
0.15,130,0,106,170,99,71,7,0.559322033898305,0.5823529411764706,0.9339622641509434
0.15,130,1,273,250,128,122,145,0.3240506329113924,0.512,0.46886446886446886
0.15,131,0,128,174,101,73,27,0.5024875621890548,0.5804597701149425,0.7890625
0.15,131,1,250,212,149,63,101,0.476038338658147,0.7028301886792453,0.596
0.15,133,0,161,209,125,84,36,0.5102040816326531,0.5980861244019139,0.7763975155279503
0.15,133,1,253,227,146,81,107,0.437125748502994,0.6431718061674009,0.5770750988142292
0.15,135,0,143,210,136,74,7,0.6267281105990783,0.6476190476190476,0.951048951048951
0.15,135,1,307,218,110,108,197,0.26506024096385544,0.5045871559633027,0.3583061889250814
0.15,136,0,108,147,99,48,9,0.6346153846153846,0.673469387755102,0.9166666666666666
0.15,136,1,249,241,114,127,135,0.30319148936170215,0.4730290456431535,0.4578313253012048
0.15,138,0,166,259,142,117,24,0.5017667844522968,0.5482625482625483,0.8554216867469879
0.15,138,1,440,321,190,131,250,0.3327495621716287,0.5919003115264797,0.4318181818181818
0.15,141,0,148,174,107,67,41,0.49767441860465117,0.6149425287356322,0.722972972972973
0.15,141,1,305,247,105,142,200,0.2348993288590604,0.4251012145748988,0.3442622950819672
0.15,142,0,179,299,146,153,33,0.4397590361445783,0.4882943143812709,0.8156424581005587
0.15,142,1,358,392,210,182,148,0.3888888888888889,0.5357142857142857,0.5865921787709497
0.15,143,0,119,219,107,112,12,0.46320346320346323,0.4885844748858447,0.8991596638655462
0.15,143,1,235,191,90,101,145,0.26785714285714285,0.4712041884816754,0.3829787234042553
0.15,144,0,109,182,92,90,17,0.4623115577889447,0.5054945054945055,0.8440366972477065
0.15,144,1,222,213,108,105,114,0.3302752293577982,0.5070422535211268,0.4864864864864865
0.15,145,0,127,182,97,85,30,0.45754716981132076,0.532967032967033,0.7637795275590551
0.15,145,1,227,239,131,108,96,0.39104477611940297,0.5481171548117155,0.5770925110132159
0.15,146,0,174,179,129,50,45,0.5758928571428571,0.7206703910614525,0.7413793103448276
0.15,146,1,282,289,160,129,122,0.38929440389294406,0.5536332179930796,0.5673758865248227
0.15,147,0,154,165,113,52,41,0.5485436893203883,0.6848484848484848,0.7337662337662337
0.15,147,1,307,338,113,225,194,0.212406015037594,0.3343195266272189,0.36807817589576547
0.15,149,0,246,300,186,114,60,0.5166666666666667,0.62,0.7560975609756098
0.15,150,0,88,163,58,105,30,0.3005181347150259,0.3558282208588957,0.6590909090909091
0.15,150,1,336,288,155,133,181,0.3304904051172708,0.5381944444444444,0.46130952380952384
0.15,151,0,138,168,102,66,36,0.5,0.6071428571428571,0.7391304347826086
0.15,151,1,260,225,157,68,103,0.47865853658536583,0.6977777777777778,0.6038461538461538
0.15,152,0,183,288,153,135,30,0.4811320754716981,0.53125,0.8360655737704918
0.15,152,1,322,288,176,112,146,0.4055299539170507,0.6111111111111112,0.546583850931677
0.15,153,0,221,229,160,69,61,0.5517241379310345,0.6986899563318777,0.7239819004524887
0.15,154,0,245,250,160,90,85,0.47761194029850745,0.64,0.6530612244897959
0.15,155,0,145,224,123,101,22,0.5,0.5491071428571429,0.8482758620689655
0.15,155,1,302,256,140,116,162,0.3349282296650718,0.546875,0.46357615894039733
0.15,156,0,164,182,113,69,51,0.48497854077253216,0.6208791208791209,0.6890243902439024
0.15,156,1,283,253,151,102,132,0.3922077922077922,0.5968379446640316,0.5335689045936396
0.15,158,0,130,239,108,131,22,0.41379310344827586,0.45188284518828453,0.8307692307692308
0.15,158,1,271,196,94,102,177,0.2520107238605898,0.47959183673469385,0.34686346863468637
0.15,160,0,149,190,103,87,46,0.4364406779661017,0.5421052631578948,0.6912751677852349
0.15,160,1,316,330,175,155,141,0.37154989384288745,0.5303030303030303,0.5537974683544303
0.15,161,0,186,200,127,73,59,0.49034749034749037,0.635,0.6827956989247311
0.15,161,1,285,304,177,127,108,0.42961165048543687,0.5822368421052632,0.6210526315789474
0.15,162,0,198,243,107,136,91,0.3203592814371258,0.4403292181069959,0.5404040404040404
0.15,163,0,112,222,97,125,15,0.4092827004219409,0.4369369369369369,0.8660714285714286
0.15,163,1,379,316,168,148,211,0.3187855787476281,0.5316455696202531,0.44327176781002636
0.15,164,0,218,283,175,108,43,0.5368098159509203,0.6183745583038869,0.8027522935779816
0.15,164,1,346,411,194,217,152,0.34458259325044405,0.4720194647201946,0.5606936416184971
0.15,165,0,265,287,143,144,122,0.34963325183374083,0.49825783972125437,0.539622641509434
0.15,166,0,135,228,121,107,14,0.5,0.5307017543859649,0.8962962962962963
0.15,166,1,345,268,178,90,167,0.4091954022988506,0.664179104477612,0.5159420289855072
0.15,167,0,145,215,122,93,23,0.5126050420168067,0.5674418604651162,0.8413793103448276
0.15,167,1,299,213,131,82,168,0.3438320209973753,0.6150234741784038,0.43812709030100333
0.15,169,0,182,190,120,70,62,0.47619047619047616,0.631578947368421,0.6593406593406593
0.15,169,1,241,264,84,180,157,0.1995249406175772,0.3181818181818182,0.34854771784232363
0.15,173,0,134,257,114,143,20,0.41155234657039713,0.44357976653696496,0.8507462686567164
0.15,173,1,295,251,116,135,179,0.26976744186046514,0.46215139442231074,0.39322033898305087
0.15,174,0,159,163,101,62,58,0.45701357466063347,0.6196319018404908,0.6352201257861635
0.15,174,1,202,213,96,117,106,0.30094043887147337,0.4507042253521127,0.4752475247524752
0.15,176,0,183,204,117,87,66,0.43333333333333335,0.5735294117647058,0.639344262295082
0.15,178,0,105,197,102,95,3,0.51,0.5177664974619289,0.9714285714285714
0.15,178,1,243,168,78,90,165,0.23423423423423423,0.4642857142857143,0.32098765432098764
0.15,179,0,100,187,83,104,17,0.4068627450980392,0.44385026737967914,0.83
0.15,179,1,256,201,93,108,163,0.2554945054945055,0.4626865671641791,0.36328125
0.15,180,0,140,257,126,131,14,0.46494464944649444,0.490272373540856,0.9
0.15,180,1,302,234,93,141,209,0.20993227990970656,0.3974358974358974,0.3079470198675497
0.15,183,0,154,266,130,136,24,0.4482758620689655,0.48872180451127817,0.8441558441558441
0.15,183,1,310,267,115,152,195,0.24891774891774893,0.4307116104868914,0.3709677419354839
0.15,186,0,152,200,121,79,31,0.5238095238095238,0.605,0.7960526315789473
0.15,186,1,287,284,177,107,110,0.44923857868020306,0.6232394366197183,0.6167247386759582
0.15,188,0,87,157,77,80,10,0.46107784431137727,0.49044585987261147,0.8850574712643678
0.15,188,1,220,210,98,112,122,0.29518072289156627,0.4666666666666667,0.44545454545454544
0.15,191,0,103,188,97,91,6,0.5,0.5159574468085106,0.941747572815534
0.15,191,1,297,257,134,123,163,0.319047619047619,0.5214007782101168,0.4511784511784512
0.3,0,0,389,393,227,166,162,0.409009009009009,0.5776081424936387,0.583547557840617
0.3,1,0,384,388,241,147,143,0.4538606403013183,0.6211340206185567,0.6276041666666666
0.3,2,0,427,432,281,151,146,0.486159169550173,0.6504629629629629,0.65807962529274
0.3,3,0,343,346,199,147,144,0.4061224489795918,0.5751445086705202,0.5801749271137027
0.3,3,1,401,405,230,175,171,0.3993055555555556,0.5679012345679012,0.57356608478803
0.3,4,0,348,353,196,157,152,0.38811881188118813,0.5552407932011332,0.5632183908045977
0.3,4,1,615,622,303,319,312,0.32441113490364026,0.4871382636655949,0.4926829268292683
0.3,6,0,441,447,271,176,170,0.4392220421393841,0.6062639821029083,0.6145124716553289
0.3,7,0,472,476,272,204,200,0.40236686390532544,0.5714285714285714,0.576271186440678
0.3,7,1,434,439,261,178,173,0.4264705882352941,0.5945330296127562,0.6013824884792627
0.3,9,0,594,599,343,256,251,0.40352941176470586,0.5726210350584308,0.5774410774410774
0.3,9,1,810,816,471,345,339,0.4077922077922078,0.5772058823529411,0.5814814814814815
0.3,10,0,447,451,309,142,138,0.5246179966044142,0.6851441241685144,0.6912751677852349
0.3,10,1,515,521,371,150,144,0.5578947368421052,0.7120921305182342,0.7203883495145631
0.3,11,0,364,369,220,149,144,0.42884990253411304,0.5962059620596206,0.6043956043956044
0.3,11,1,357,361,193,168,164,0.3676190476190476,0.5346260387811634,0.5406162464985994
0.3,12,0,598,603,399,204,199,0.4975062344139651,0.6616915422885572,0.6672240802675585
0.3,12,1,625,630,355,275,270,0.39444444444444443,0.5634920634920635,0.568
0.3,13,0,337,342,190,152,147,0.3885480572597137,0.5555555555555556,0.5637982195845698
0.3,13,1,618,624,322,302,296,0.35,0.5160256410256411,0.5210355987055016
0.3,14,0,312,317,195,122,117,0.44930875576036866,0.6151419558359621,0.625
0.3,14,1,500,504,287,217,213,0.400278940027894,0.5694444444444444,0.574
0.3,15,0,199,203,123,80,76,0.44086021505376344,0.6059113300492611,0.6180904522613065
0.3,15,1,332,336,185,151,147,0.3830227743271222,0.5505952380952381,0.5572289156626506
0.3,16,0,450,454,277,177,173,0.44178628389154706,0.6101321585903083,0.6155555555555555
0.3,16,1,651,656,344,312,307,0.3572170301142264,0.524390243902439,0.5284178187403994
0.3,17,0,421,424,249,175,172,0.41778523489932884,0.5872641509433962,0.5914489311163895
0.3,17,1,575,580,345,235,230,0.42592592592592593,0.5948275862068966,0.6
0.3,18,0,302,306,159,147,143,0.35412026726057905,0.5196078431372549,0.5264900662251656
0.3,18,1,355,361,196,165,159,0.3769230769230769,0.5429362880886427,0.5521126760563381
0.3,19,0,307,310,176,134,131,0.39909297052154197,0.567741935483871,0.5732899022801303
0.3,19,1,470,474,239,235,231,0.33900709219858155,0.5042194092827004,0.5085106382978724
0.3,20,0,450,455,300,155,150,0.49586776859504134,0.6593406593406593,0.6666666666666666
0.3,20,1,671,679,404,275,267,0.427061310782241,0.5949926362297496,0.6020864381520119
0.3,21,0,520,524,351,173,169,0.5064935064935064,0.6698473282442748,0.675
0.3,21,1,628,635,313,322,315,0.3294736842105263,0.49291338582677163,0.4984076433121019
0.3,24,0,462,466,311,155,151,0.5040518638573744,0.6673819742489271,0.6731601731601732
0.3,24,1,592,599,381,218,211,0.4703703703703704,0.6360601001669449,0.643581081081081
0.3,25,0,232,236,145,91,87,0.44891640866873067,0.614406779661017,0.625
0.3,25,1,331,338,184,154,147,0.37938144329896906,0.5443786982248521,0.5558912386706949
0.3,26,0,455,460,282,178,173,0.44549763033175355,0.6130434782608696,0.6197802197802198
0.3,27,0,397,401,258,143,139,0.4777777777777778,0.6433915211970075,0.6498740554156172
0.3,27,1,427,433,266,167,161,0.4478114478114478,0.6143187066974596,0.6229508196721312
0.3,32,0,428,431,256,175,172,0.42454394693200664,0.5939675174013921,0.5981308411214953
0.3,32,1,512,516,312,204,200,0.43575418994413406,0.6046511627906976,0.609375
0.3,33,0,226,232,132,100,94,0.4049079754601227,0.5689655172413793,0.584070796460177
0.3,35,0,347,352,234,118,113,0.5032258064516129,0.6647727272727273,0.6743515850144092
0.3,35,1,359,364,193,171,166,0.3641509433962264,0.5302197802197802,0.5376044568245125
0.3,36,0,434,438,301,137,133,0.5271453590192644,0.6872146118721462,0.6935483870967742
0.3,36,1,542,546,305,241,237,0.3895274584929757,0.5586080586080586,0.5627306273062731
0.3,37,0,317,321,173,148,144,0.3720430107526882,0.5389408099688473,0.5457413249211357
0.3,37,1,382,387,181,206,201,0.3078231292517007,0.46770025839793283,0.4738219895287958
0.3,38,0,238,242,151,91,87,0.45896656534954405,0.6239669421487604,0.634453781512605
0.3,38,1,291,297,160,137,131,0.37383177570093457,0.5387205387205387,0.5498281786941581
0.3,39,0,285,289,170,119,115,0.4207920792079208,0.5882352941176471,0.5964912280701754
0.3,39,1,401,406,213,193,188,0.35858585858585856,0.5246305418719212,0.5311720698254364
0.3,40,0,323,326,187,139,136,0.40476190476190477,0.5736196319018405,0.5789473684210527
0.3,40,1,450,454,245,209,205,0.37177541729893776,0.539647577092511,0.5444444444444444
0.3,43,0,247,251,149,102,98,0.4269340974212034,0.5936254980079682,0.6032388663967612
0.3,43,1,292,297,160,137,132,0.372960372960373,0.5387205387205387,0.547945205479452
0.3,44,0,295,299,204,95,91,0.5230769230769231,0.6822742474916388,0.6915254237288135
0.3,44,1,328,332,218,114,110,0.49321266968325794,0.6566265060240963,0.6646341463414634
0.3,44,2,476,480,279,201,197,0.4121122599704579,0.58125,0.5861344537815126
0.3,45,0,456,461,269,192,187,0.41512345679012347,0.5835140997830802,0.5899122807017544
0.3,45,1,541,546,277,269,264,0.3419753086419753,0.5073260073260073,0.512014787430684
0.3,46,0,453,456,279,177,174,0.44285714285714284,0.6118421052631579,0.6158940397350994
0.3,46,1,575,580,346,234,229,0.4276885043263288,0.596551724137931,0.6017391304347826
0.3,50,0,497,501,320,181,177,0.471976401179941,0.6387225548902196,0.6438631790744467
0.3,50,1,572,576,317,259,255,0.381468110709988,0.5503472222222222,0.5541958041958042
0.3,50,2,572,576,317,259,255,0.381468110709988,0.5503472222222222,0.5541958041958042
0.3,50,3,842,848,438,410,404,0.3498402555910543,0.5165094339622641,0.5201900237529691
0.3,51,0,315,320,201,119,114,0.4631336405529954,0.628125,0.638095238095238
0.3,51,1,454,459,285,174,169,0.4538216560509554,0.6209150326797386,0.6277533039647577
0.3,52,0,315,320,200,120,115,0.45977011494252873,0.625,0.6349206349206349
0.3,52,1,398,401,243,158,155,0.4370503597122302,0.6059850374064838,0.6105527638190955
0.3,52,2,513,518,301,217,212,0.4123287671232877,0.581081081081081,0.5867446393762183
0.3,53,0,422,424,249,175,173,0.41708542713567837,0.5872641509433962,0.590047393364929
0.3,54,0,288,293,182,111,106,0.45614035087719296,0.621160409556314,0.6319444444444444
0.3,54,1,533,538,302,236,231,0.39271781534460337,0.5613382899628253,0.5666041275797373
0.3,55,0,444,448,271,177,173,0.4363929146537842,0.6049107142857143,0.6103603603603603
0.3,56,0,382,387,249,138,133,0.47884615384615387,0.6434108527131783,0.6518324607329843
0.3,57,0,345,350,229,121,116,0.49141630901287553,0.6542857142857142,0.663768115942029
0.3,58,0,340,342,222,120,118,0.4826086956521739,0.6491228070175439,0.6529411764705882
0.3,58,1,349,354,201,153,148,0.40039840637450197,0.5677966101694916,0.5759312320916905
0.3,59,0,381,385,244,141,137,0.4674329501915709,0.6337662337662338,0.6404199475065617
0.3,59,1,314,317,171,146,143,0.3717391304347826,0.5394321766561514,0.5445859872611465
0.3,60,0,366,369,224,145,142,0.4383561643835616,0.6070460704607046,0.6120218579234973
0.3,60,1,585,588,318,270,267,0.3719298245614035,0.5408163265306123,0.5435897435897435
0.3,63,0,437,441,287,154,150,0.4856175972927242,0.6507936507936508,0.6567505720823799
0.3,63,1,245,250,140,110,105,0.39436619718309857,0.56,0.5714285714285714
0.3,64,0,269,273,165,108,104,0.4376657824933687,0.6043956043956044,0.6133828996282528
0.3,64,1,323,328,197,131,126,0.43392070484581496,0.600609756097561,0.6099071207430341
0.3,66,0,466,469,282,187,184,0.4318529862174579,0.6012793176972282,0.6051502145922747
0.3,68,0,303,307,188,119,115,0.44549763033175355,0.6123778501628665,0.6204620462046204
0.3,68,1,311,315,182,133,129,0.4099099099099099,0.5777777777777777,0.5852090032154341
0.3,71,0,481,486,260,226,221,0.36775106082036774,0.5349794238683128,0.5405405405405406
0.3,71,1,659,666,426,240,233,0.4738598442714127,0.6396396396396397,0.6464339908952959
0.3,72,0,476,479,300,179,176,0.4580152671755725,0.6263048016701461,0.6302521008403361
0.3,72,1,347,353,208,145,139,0.42276422764227645,0.5892351274787535,0.5994236311239193
0.3,74,0,372,375,233,142,139,0.45330739299610895,0.6213333333333333,0.6263440860215054
0.3,74,1,461,467,271,196,190,0.4124809741248097,0.5802997858672377,0.5878524945770065
0.3,75,0,469,473,277,196,192,0.41654135338345866,0.5856236786469344,0.5906183368869936
0.3,77,0,553,558,347,211,206,0.45418848167539266,0.6218637992831542,0.6274864376130199
0.3,77,1,655,662,360,302,295,0.3761755485893417,0.5438066465256798,0.549618320610687
0.3,78,0,260,265,165,100,95,0.4583333333333333,0.6226415094339622,0.6346153846153846
0.3,78,1,533,537,308,229,225,0.4041994750656168,0.5735567970204841,0.5778611632270169
0.3,79,0,375,378,236,142,139,0.4564796905222437,0.6243386243386243,0.6293333333333333
0.3,79,1,466,470,246,224,220,0.3565217391304348,0.5234042553191489,0.5278969957081545
0.3,79,2,408,413,267,146,141,0.48194945848375453,0.6464891041162227,0.6544117647058824
0.3,80,0,396,399,231,168,165,0.4095744680851064,0.5789473684210527,0.5833333333333334
0.3,81,0,396,399,264,135,132,0.4971751412429379,0.6616541353383458,0.6666666666666666
0.3,81,1,484,489,282,207,202,0.4081041968162084,0.5766871165644172,0.5826446280991735
0.3,82,0,388,394,248,146,140,0.46441947565543074,0.6294416243654822,0.6391752577319587
0.3,82,1,485,492,260,232,225,0.36262203626220363,0.5284552845528455,0.5360824742268041
0.3,84,0,379,382,248,134,131,0.4834307992202729,0.6492146596858639,0.6543535620052771
0.3,84,1,372,376,219,157,153,0.41398865784499056,0.5824468085106383,0.5887096774193549
0.3,85,0,608,615,403,212,205,0.49146341463414633,0.6552845528455284,0.662828947368421
0.3,86,0,249,254,160,94,89,0.46647230320699706,0.6299212598425197,0.642570281124498
0.3,86,1,412,417,224,193,188,0.3702479338842975,0.5371702637889688,0.5436893203883495
0.3,88,0,415,419,233,186,182,0.3876871880199667,0.5560859188544153,0.5614457831325301
0.3,88,1,279,282,175,107,104,0.4533678756476684,0.6205673758865248,0.6272401433691757
0.3,88,2,323,326,184,142,139,0.3956989247311828,0.5644171779141104,0.5696594427244582
0.3,89,0,387,390,228,162,159,0.41530054644808745,0.5846153846153846,0.5891472868217055
0.3,89,1,483,486,300,186,183,0.4484304932735426,0.6172839506172839,0.6211180124223602
0.3,90,0,480,486,311,175,169,0.47480916030534354,0.6399176954732511,0.6479166666666667
0.3,90,1,351,357,214,143,137,0.4331983805668016,0.5994397759103641,0.6096866096866097
0.3,90,2,522,530,279,251,243,0.36093143596377747,0.5264150943396226,0.5344827586206896
0.3,91,0,290,295,183,112,107,0.4552238805970149,0.6203389830508474,0.6310344827586207
0.3,91,1,368,374,175,199,193,0.30864197530864196,0.4679144385026738,0.47554347826086957
