example_id,rate,order_name,doc_id,jaccard_vs_original_order,original_selected_count,perturbed_selected_count
4,0.3,reverse,6,0.9869281045751634,152,152
4,0.3,reverse,7,1.0,156,156
4,0.3,reverse,8,0.9716312056737588,278,278
4,0.3,reverse,9,0.9863481228668942,291,291
4,0.3,reverse,10,0.9882352941176471,169,169
4,0.3,shuffle_a,1,0.9929078014184397,281,281
4,0.3,shuffle_a,2,0.986159169550173,287,287
4,0.3,shuffle_a,3,0.9860627177700348,285,285
4,0.3,shuffle_a,4,1.0,94,94
4,0.3,shuffle_a,5,0.9860627177700348,285,285
4,0.3,shuffle_a,6,1.0,152,152
4,0.3,shuffle_a,7,1.0,156,156
4,0.3,shuffle_a,8,0.9786476868327402,278,278
4,0.3,shuffle_a,9,0.9863481228668942,291,291
4,0.3,shuffle_a,10,0.9882352941176471,169,169
4,0.3,shuffle_b,1,0.9858657243816255,281,281
4,0.3,shuffle_b,2,0.986159169550173,287,287
4,0.3,shuffle_b,3,0.993006993006993,285,285
4,0.3,shuffle_b,4,1.0,94,94
4,0.3,shuffle_b,5,1.0,285,285
4,0.3,shuffle_b,6,0.9869281045751634,152,152
4,0.3,shuffle_b,7,1.0,156,156
4,0.3,shuffle_b,8,0.9857142857142858,278,278
4,0.3,shuffle_b,9,1.0,291,291
4,0.3,shuffle_b,10,0.9882352941176471,169,169
4,0.5,reverse,1,0.9957356076759062,468,468
4,0.5,reverse,2,0.9916839916839917,479,479
4,0.5,reverse,3,0.9832985386221295,475,475
4,0.5,reverse,4,0.9874213836477987,158,158
4,0.5,reverse,5,0.9916317991631799,476,476
4,0.5,reverse,6,0.9921568627450981,254,254
4,0.5,reverse,7,1.0,260,260
4,0.5,reverse,8,0.9914163090128756,464,464
4,0.5,reverse,9,0.9877300613496932,486,486
4,0.5,reverse,10,0.9929577464788732,283,283
4,0.5,shuffle_a,1,0.9957356076759062,468,468
4,0.5,shuffle_a,2,0.9916839916839917,479,479
4,0.5,shuffle_a,3,0.9874476987447699,475,475
4,0.5,shuffle_a,4,0.9874213836477987,158,158
4,0.5,shuffle_a,5,0.9874739039665971,476,476
4,0.5,shuffle_a,6,1.0,254,254
4,0.5,shuffle_a,7,0.9923371647509579,260,260
4,0.5,shuffle_a,8,0.9914163090128756,464,464
4,0.5,shuffle_a,9,0.9877300613496932,486,486
4,0.5,shuffle_a,10,0.9929577464788732,283,283
4,0.5,shuffle_b,1,0.9914893617021276,468,468
4,0.5,shuffle_b,2,0.9958333333333333,479,479
4,0.5,shuffle_b,3,0.9832985386221295,475,475
4,0.5,shuffle_b,4,1.0,158,158
4,0.5,shuffle_b,5,0.9833333333333333,476,476
4,0.5,shuffle_b,6,0.9921568627450981,254,254
4,0.5,shuffle_b,7,0.9923371647509579,260,260
4,0.5,shuffle_b,8,0.987152034261242,464,464
4,0.5,shuffle_b,9,0.9918032786885246,486,486
4,0.5,shuffle_b,10,0.9859649122807017,283,283
