dataset,method,rate,segment,source_csv,source_row,Question,Real Answer,Pred Answer,Predicted_Clean,Rejudge_Correct,Rejudge_Reason,Rejudge_Raw
musique-v2,sparse_block_preprocess_k2,0.15,seg_75_100,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_75_100/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,7,Which two features were played up the person who had the biggest net worth in 2017?,ease of use and enhanced support for Plug and Play,"1. Improved USB support
2. Accessibility enhancements","1. Improved USB support
2. Accessibility enhancements",False,预测答案中的“Improved USB support”和“Accessibility enhancements”与标准答案中的“ease of use”和“enhanced support for Plug and Play”在语义上不一致，未能包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案中的“Improved USB support”和“Accessibility enhancements”与标准答案中的“ease of use”和“enhanced support for Plug and Play”在语义上不一致，未能包含标准答案的关键信息，因此判断为错误。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_75_100,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_75_100/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,8,"Who is one of the members of the music group that performed ""Good Little Girls""?",Aaron Benward,Aaron Benward,Aaron Benward,True,预测答案“Aaron Benward”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题。,"判断: 正确
原因: 预测答案“Aaron Benward”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_75_100,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_75_100/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,9,How many times did plague occur in the place where Bajazet's composer was born?,22,0,0,False,预测答案给出的数字是0，而标准答案明确指出瘟疫发生的次数是22。两者在数值和语义上完全不一致，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案给出的数字是0，而标准答案明确指出瘟疫发生的次数是22。两者在数值和语义上完全不一致，因此预测答案未能正确回答问题。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_75_100,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_75_100/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,10,What year did the company that published Starship Command end?,1986,1999,1999,False,预测答案给出的年份是1999年，而标准答案明确指出该公司结束的年份是1986年。两者在关键信息上完全不一致，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案给出的年份是1999年，而标准答案明确指出该公司结束的年份是1986年。两者在关键信息上完全不一致，因此预测答案未能正确回答问题。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_75_100,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_75_100/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,11,Who is the spouse of the child of Peter Andreas Heiberg?,Johanne Luise Heiberg,Johanne Luise Pätges,Johanne Luise Pätges,True,Johanne Luise Pätges是Johanne Luise Heiberg的婚前本名（娘家姓），两者在语义上完全等价，指的是同一个人。预测答案包含了标准答案的关键信息，因此回答正确。,"判断: 正确
原因: Johanne Luise Pätges是Johanne Luise Heiberg的婚前本名（娘家姓），两者在语义上完全等价，指的是同一个人。预测答案包含了标准答案的关键信息，因此回答正确。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_75_100,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_75_100/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,12,What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,Dottie Hinson,Thelma Dickinson,Thelma Dickinson,False,预测答案“Thelma Dickinson”是电影《末路狂花》中的角色名，而问题询问的是该演员在《红粉联盟》中扮演的角色。标准答案应为“Dottie Hinson”，两者完全不同，因此预测答案错误。,"判断: 错误
原因: 预测答案“Thelma Dickinson”是电影《末路狂花》中的角色名，而问题询问的是该演员在《红粉联盟》中扮演的角色。标准答案应为“Dottie Hinson”，两者完全不同，因此预测答案错误。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_75_100,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_75_100/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,13,What is the abbreviated name of the exclusive platform of the video game named for the league with a halftime event just before the publishers clearing house sweepstakes drawing.,NES,PCH,PCH,False,预测答案为“PCH”，而标准答案为“NES”。两者在语义上完全不同，且预测答案并未包含标准答案的关键信息，因此判定为错误。,"判断: 错误
原因: 预测答案为“PCH”，而标准答案为“NES”。两者在语义上完全不同，且预测答案并未包含标准答案的关键信息，因此判定为错误。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_75_100,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_75_100/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,14,When was the last time the sports team Alan O'Neil was a member of beat the winner of the 1894-95 FA cup?,1 December 2010,1993–94 season,1993–94 season,False,预测答案“1993–94 season”与标准答案“1 December 2010”完全不一致，没有包含标准答案的关键信息，且两者在语义上并不等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案“1993–94 season”与标准答案“1 December 2010”完全不一致，没有包含标准答案的关键信息，且两者在语义上并不等价，因此预测答案未能正确回答问题。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_75_100,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_75_100/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,15,Who is the spouse of the person who plays Batman in the Lego Batman Movie?,Amy Poehler,"<think>
Okay, let's see. The question is asking about the spouse of the person who plays Batman in the Lego Batman Movie. First, I need to figure out who voices Batman in that movie. From the passages provided, specifically Passage","Okay, let's see. The question is asking about the spouse of the person who plays Batman in the Lego Batman Movie. First, I need to figure out who voices Batman in that movie. From the passages provided, specifically Passage",False,预测答案没有给出可核验的最终答案，仅包含了思考过程且句子未写完，没有包含标准答案“Amy Poehler”这一关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案没有给出可核验的最终答案，仅包含了思考过程且句子未写完，没有包含标准答案“Amy Poehler”这一关键信息，因此判断为错误。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_75_100,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_75_100/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,16,By how much of the population of the region where Baton a feu originated reduced by the black death?,30% to 65%,"The Bâton à feu originated in Western Europe in the 14th century. The Black Death had a significant impact on Western Europe, reducing its population by an estimated one-third to one-half during the 13","The Bâton à feu originated in Western Europe in the 14th century. The Black Death had a significant impact on Western Europe, reducing its population by an estimated one-third to one-half during the 13",True,预测答案指出黑死病使该地区人口减少了三分之一到二分之一（one-third to one-half），这与标准答案中的“30% to 65%”在数值范围上高度重合且语义等价，因此预测答案正确地回答了问题。,"判断: 正确
原因: 预测答案指出黑死病使该地区人口减少了三分之一到二分之一（one-third to one-half），这与标准答案中的“30% to 65%”在数值范围上高度重合且语义等价，因此预测答案正确地回答了问题。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_75_100,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_75_100/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,17,When did the explorer reach the headquarters location of the group Con-Test's record label is part of?,"August 3, 1769",1769,1769,False,"预测答案“1769”只包含了年份，而标准答案明确给出了具体的日期“August 3, 1769”。预测答案缺失了月份和具体日期的关键信息，在语义上与标准答案并不等价，因此判断为错误。","判断: 错误
原因: 预测答案“1769”只包含了年份，而标准答案明确给出了具体的日期“August 3, 1769”。预测答案缺失了月份和具体日期的关键信息，在语义上与标准答案并不等价，因此判断为错误。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_75_100,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_75_100/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,18,What is the name of the castle in the city where the performers of Spirit If.. became a band?,Casa Loma,Casa Loma,Casa Loma,True,预测答案与标准答案完全一致，均为“Casa Loma”。预测答案准确包含了标准答案的关键信息，且在语义上完全等价，因此预测答案正确地回答了问题。,"判断: 正确
原因: 预测答案与标准答案完全一致，均为“Casa Loma”。预测答案准确包含了标准答案的关键信息，且在语义上完全等价，因此预测答案正确地回答了问题。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_75_100,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_75_100/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,19,Who wrote a book about growing up in the same nationality as the man who produced The Wild Women of Chastity Gulch?,Min Zhou,Aaron Spelling,Aaron Spelling,False,预测答案“Aaron Spelling”是制作了《The Wild Women of Chastity Gulch》的人，而问题询问的是哪位作家写了关于与制作人同一国籍成长经历的书。标准答案为“Min Zhou”，预测答案与标准答案完全不符，未能正确回答问题。,"判断: 错误
原因: 预测答案“Aaron Spelling”是制作了《The Wild Women of Chastity Gulch》的人，而问题询问的是哪位作家写了关于与制作人同一国籍成长经历的书。标准答案为“Min Zhou”，预测答案与标准答案完全不符，未能正确回答问题。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_75_100,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_75_100/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,20,Who is the spouse of the actor of Ethan in A Dog's Purpose?,Meg Ryan,Al,Al,False,预测答案“Al”与标准答案“Meg Ryan”完全不一致，没有包含标准答案的任何关键信息，且两者在语义上并不等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案“Al”与标准答案“Meg Ryan”完全不一致，没有包含标准答案的任何关键信息，且两者在语义上并不等价，因此预测答案未能正确回答问题。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_75_100,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_75_100/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,21,Who is the federal leader of the party that Pierre-Hugues Boisvenu is a member of?,Andrew Scheer,Andrew Scheer,Andrew Scheer,True,预测答案“Andrew Scheer”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，正确地回答了所提出的问题。,"判断: 正确
原因: 预测答案“Andrew Scheer”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，正确地回答了所提出的问题。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_75_100,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_75_100/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,22,At what local time does the country where Fuser and Alberto meet the indigenous couple traveling to look for work change their clocks for DST?,24:00,12:00 (noon),12:00 (noon),False,预测答案给出的时间是12:00 (noon)，而标准答案明确指出时间为24:00。两者在时间点上完全不同，语义上也不等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案给出的时间是12:00 (noon)，而标准答案明确指出时间为24:00。两者在时间点上完全不同，语义上也不等价，因此预测答案未能正确回答问题。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_75_100,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_75_100/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,23,When did the place of birth of the performer of Mother-in-Law elect its first black Mayor?,1970s,2008,2008,False,预测答案给出的时间是2008年，而标准答案明确指出是在1970s（20世纪70年代）。两者在时间信息上完全不一致，预测答案没有包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案给出的时间是2008年，而标准答案明确指出是在1970s（20世纪70年代）。两者在时间信息上完全不一致，预测答案没有包含标准答案的关键信息，因此判断为错误。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_75_100,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_75_100/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,24,When was the last time Ken Faulkner's team beat the 1894-95 FA Cup winner?,1 December 2010,1944–45 season,1944–45 season,False,预测答案“1944–45 season”与标准答案“1 December 2010”在时间信息上完全不一致，且语义上不等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案“1944–45 season”与标准答案“1 December 2010”在时间信息上完全不一致，且语义上不等价，因此预测答案未能正确回答问题。"
musique-v2,sparse_block_preprocess_k4,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k4/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,0,Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,Maria Bello,Salma Hayek,Salma Hayek,False,预测答案“Salma Hayek”与标准答案“Maria Bello”不一致。在电影《Grown Ups》中，Salma Hayek饰演的是主角的妻子，而制片人Kevin James角色的妻子是由Maria Bello饰演的，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案“Salma Hayek”与标准答案“Maria Bello”不一致。在电影《Grown Ups》中，Salma Hayek饰演的是主角的妻子，而制片人Kevin James角色的妻子是由Maria Bello饰演的，因此预测答案未能正确回答问题。"
musique-v2,sparse_block_preprocess_k4,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k4/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,1,What was the person who provided evidence to suggest the existence of the neutron a participant of?,Manhattan Project,James Chadwick was a participant of the Manhattan Project.,James Chadwick was a participant of the Manhattan Project.,True,预测答案明确指出了提供中子存在证据的人是詹姆斯·查德威克，并且准确回答了他所参与的是“曼哈顿计划”。这与标准答案的核心信息完全一致，语义等价，正确地回答了问题。,"判断: 正确
原因: 预测答案明确指出了提供中子存在证据的人是詹姆斯·查德威克，并且准确回答了他所参与的是“曼哈顿计划”。这与标准答案的核心信息完全一致，语义等价，正确地回答了问题。"
musique-v2,sparse_block_preprocess_k4,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k4/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,2,In which borough was Callum McManaman born?,Knowsley,Whiston,Whiston,False,预测答案“Whiston”与标准答案“Knowsley”是两个不同的地名，预测答案没有包含标准答案的关键信息，两者在语义上也不等价，因此未能正确回答问题。,"判断: 错误
原因: 预测答案“Whiston”与标准答案“Knowsley”是两个不同的地名，预测答案没有包含标准答案的关键信息，两者在语义上也不等价，因此未能正确回答问题。"
musique-v2,sparse_block_preprocess_k4,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k4/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,3,Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,Sebastian Cabot,Sebastian Cabot,Sebastian Cabot,True,预测答案“Sebastian Cabot”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，正确回答了关于那位意大利航海家之子的问题。,"判断: 正确
原因: 预测答案“Sebastian Cabot”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，正确回答了关于那位意大利航海家之子的问题。"
musique-v2,sparse_block_preprocess_k4,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k4/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,4,Who is the spouse of the actor who played hannibal smith in the a team?,Sherry Boucher,Joy Harmon,Joy Harmon,False,预测答案“Joy Harmon”与标准答案“Sherry Boucher”完全不一致，没有包含标准答案的关键信息，且两者在语义上并不等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案“Joy Harmon”与标准答案“Sherry Boucher”完全不一致，没有包含标准答案的关键信息，且两者在语义上并不等价，因此预测答案未能正确回答问题。"
musique-v2,sparse_block_preprocess_k4,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k4/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,5,When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,1 December 2010,2019,2019,False,预测答案“2019”与标准答案“1 December 2010”在时间信息上完全不一致，未能包含标准答案的关键信息，且两者在语义上不等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案“2019”与标准答案“1 December 2010”在时间信息上完全不一致，未能包含标准答案的关键信息，且两者在语义上不等价，因此预测答案未能正确回答问题。"
musique-v2,sparse_block_preprocess_k4,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k4/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,6,Who is the child of the cast member of Green Ice?,Tatum O'Neal,Answer: The child of the cast member of Green Ice is not explicitly mentioned in the provided information.,The child of the cast member of Green Ice is not explicitly mentioned in the provided information.,False,预测答案表示信息中未明确提及该演员的孩子，未能给出具体的人名，没有包含标准答案中的关键信息“Tatum O'Neal”，因此未能正确回答问题。,"判断: 错误
原因: 预测答案表示信息中未明确提及该演员的孩子，未能给出具体的人名，没有包含标准答案中的关键信息“Tatum O'Neal”，因此未能正确回答问题。"
musique-v2,sparse_block_preprocess_k4,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k4/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,7,How many times did plague occur in the birthplace of La Silvia's composer?,22,3,3,False,预测答案给出的数字是3，而标准答案明确指出瘟疫发生的次数是22。两者在数值上完全不一致，且语义上不等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案给出的数字是3，而标准答案明确指出瘟疫发生的次数是22。两者在数值上完全不一致，且语义上不等价，因此预测答案未能正确回答问题。"
musique-v2,sparse_block_preprocess_k4,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k4/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,8,When did military instruction start at the place where Larry Alcala was educated?,1912,1912,1912,True,预测答案“1912”与标准答案“1912”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于军事教学开始时间的问题。,"判断: 正确
原因: 预测答案“1912”与标准答案“1912”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于军事教学开始时间的问题。"
musique-v2,sparse_block_preprocess_k4,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k4/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,9,What is the experimental satellite being forerunner to communication satellite of INSAT-4CR's manufacturer called?,ATS - 6 (Applications Technology Satellite - 6),ATS-6,ATS-6,True,预测答案“ATS-6”包含了标准答案的核心关键信息，与标准答案“ATS - 6 (Applications Technology Satellite - 6)”在语义上完全等价，仅仅是省略了全称和连字符的细微格式差异，不影响答案的正确性。,"判断: 正确
原因: 预测答案“ATS-6”包含了标准答案的核心关键信息，与标准答案“ATS - 6 (Applications Technology Satellite - 6)”在语义上完全等价，仅仅是省略了全称和连字符的细微格式差异，不影响答案的正确性。"
musique-v2,sparse_block_preprocess_k4,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k4/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,10,Who was the first African American student at the university Robert Khayat was educated at?,James Howard Meredith,James Meredith,James Meredith,True,预测答案“James Meredith”与标准答案“James Howard Meredith”指的是同一个人，只是省略了中间名。两者在语义上完全等价，包含了标准答案的关键信息，正确回答了问题。,"判断: 正确
原因: 预测答案“James Meredith”与标准答案“James Howard Meredith”指的是同一个人，只是省略了中间名。两者在语义上完全等价，包含了标准答案的关键信息，正确回答了问题。"
musique-v2,sparse_block_preprocess_k4,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k4/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,11,Who gives out the prize named after the author of Lectures on Jurisprudence?,University of Cambridge,The Adam Smith Prize is given out by the Royal Society of Chemistry.,The Adam Smith Prize is given out by the Royal Society of Chemistry.,False,预测答案指出该奖项由英国皇家化学学会颁发，这与标准答案“University of Cambridge”完全不一致，且未包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案指出该奖项由英国皇家化学学会颁发，这与标准答案“University of Cambridge”完全不一致，且未包含标准答案的关键信息，因此判断为错误。"
musique-v2,sparse_block_preprocess_k4,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k4/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,12,Who is Frances Freeling Broderip's sibling?,Tom Hood,Tom Hood,Tom Hood,True,预测答案“Tom Hood”与标准答案完全一致，准确包含了标准答案的关键信息，且在语义上完全等价，正确地回答了关于Frances Freeling Broderip的兄弟姐妹是谁的问题。,"判断: 正确
原因: 预测答案“Tom Hood”与标准答案完全一致，准确包含了标准答案的关键信息，且在语义上完全等价，正确地回答了关于Frances Freeling Broderip的兄弟姐妹是谁的问题。"
musique-v2,sparse_block_preprocess_k4,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k4/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,13,Who is the spouse of the person who voices Jarvis in Iron Man?,Jennifer Connelly,LaTanya Richardson Jackson,LaTanya Richardson Jackson,False,预测答案给出的“LaTanya Richardson Jackson”与标准答案“Jennifer Connelly”完全不同。在《钢铁侠》中为贾维斯（Jarvis）配音的演员是保罗·贝坦尼，其配偶是詹妮弗·康纳利，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案给出的“LaTanya Richardson Jackson”与标准答案“Jennifer Connelly”完全不同。在《钢铁侠》中为贾维斯（Jarvis）配音的演员是保罗·贝坦尼，其配偶是詹妮弗·康纳利，因此预测答案未能正确回答问题。"
musique-v2,sparse_block_preprocess_k4,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k4/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,14,What is the source of the river that is the mouth of the Caledon River?,Thaba Putsoa,Orange River,Orange River,False,预测答案“Orange River”与标准答案“Thaba Putsoa”完全不一致。问题询问的是作为卡利登河河口的河流的源头，而预测答案给出的是该河流本身的名字，并未提供正确的源头信息，因此判断为错误。,"判断: 错误
原因: 预测答案“Orange River”与标准答案“Thaba Putsoa”完全不一致。问题询问的是作为卡利登河河口的河流的源头，而预测答案给出的是该河流本身的名字，并未提供正确的源头信息，因此判断为错误。"
