rate,example_id,m_queries,intersection_ratio_mean,intersection_ratio_std
0.3,18,8,0.8021058315334773,0.013316806107061045
0.3,18,16,0.7808956533477323,0.00893301618543008
0.3,18,32,0.7679029427645787,0.0021412256430538364
0.3,18,35,0.7667386609071274,0.0
0.5,18,2,0.9319311934023287,0.015735674170603866
0.5,18,4,0.8907664941785253,0.01902918228284794
0.5,18,8,0.8637714262613195,0.016135600996200372
0.5,18,16,0.8438712807244502,0.0106821937305827
0.5,18,32,0.8301968790426905,0.0017732338273957551
0.5,18,35,0.8292367399741267,0.0
0.8,18,2,0.9765498584142395,0.007062642513913816
0.8,18,4,0.9589970165857605,0.008463140411901183
0.8,18,8,0.944800515776699,0.006743521777855279
0.8,18,16,0.9344913025889967,0.0035983025341949
0.8,18,32,0.9285560780744337,0.0006030645929314731
0.8,18,35,0.9279935275080906,0.0
0.15,19,2,0.8253590838509317,0.02307574488338156
0.15,19,4,0.7588557841614907,0.0165910801201372
0.15,19,8,0.7248883928571429,0.01311012982000403
0.15,19,16,0.6990489130434783,0.010934791401322317
0.15,19,32,0.6817012810559007,0.0037636483941294973
0.15,19,35,0.6801242236024845,0.0
0.25,19,2,0.8691078910614525,0.02059253800208689
0.25,19,4,0.8152787476722533,0.01741468623298753
0.25,19,8,0.7855272346368715,0.0129981456708389
0.25,19,16,0.7643010940409685,0.0070860051628145035
0.25,19,32,0.7499272579143388,0.0018644124359735279
0.25,19,35,0.7486033519553073,0.0
0.3,19,2,0.8893168604651163,0.01893107770427214
0.3,19,4,0.8398134689922481,0.01887315690829757
0.3,19,8,0.8100290697674419,0.013754144395111745
0.3,19,16,0.7879966085271317,0.007254500347341018
0.3,19,32,0.773316375968992,0.0020660436676744115
0.3,19,35,0.772093023255814,0.0
0.5,19,2,0.946736918604651,0.010601339556973193
0.5,19,4,0.9219767441860465,0.009409987444737304
0.5,19,8,0.9058430232558139,0.006179154995867391
0.5,19,16,0.894454941860465,0.0034452810307944366
0.5,19,32,0.888125,0.0009264777052606342
0.5,19,35,0.8874418604651163,0.0
0.8,19,2,0.976280886627907,0.0064194015249980935
0.8,19,4,0.9618323037790697,0.005926236721177325
0.8,19,8,0.9514625726744186,0.0036532790332095572
0.8,19,16,0.9440134447674419,0.002072634889408683
0.8,19,32,0.9388808139534883,0.0005534718826935751
0.8,19,35,0.9383720930232559,0.0
