example_id,chunk_id,method,rate,boundary_rate,chunk_len,selected_count,doc_len,total_target_count,base_budget,boundary_budget,boundary_selected_count_global
36,16,draft_smart_freq_boundary0p02_global,0.15,0.02,180,23,2442,366,318,48,48
36,17,draft_smart_freq_boundary0p02_global,0.15,0.02,54,27,2442,366,318,48,48
36,18,draft_smart_freq_boundary0p02_global,0.15,0.02,68,64,2442,366,318,48,48
36,0,draft_smart_mean_boundary0p02_global,0.15,0.02,382,40,2442,366,318,48,48
36,1,draft_smart_mean_boundary0p02_global,0.15,0.02,115,19,2442,366,318,48,48
36,2,draft_smart_mean_boundary0p02_global,0.15,0.02,109,21,2442,366,318,48,48
36,3,draft_smart_mean_boundary0p02_global,0.15,0.02,94,12,2442,366,318,48,48
36,4,draft_smart_mean_boundary0p02_global,0.15,0.02,108,16,2442,366,318,48,48
36,5,draft_smart_mean_boundary0p02_global,0.15,0.02,73,13,2442,366,318,48,48
36,6,draft_smart_mean_boundary0p02_global,0.15,0.02,196,12,2442,366,318,48,48
36,7,draft_smart_mean_boundary0p02_global,0.15,0.02,174,13,2442,366,318,48,48
36,8,draft_smart_mean_boundary0p02_global,0.15,0.02,101,11,2442,366,318,48,48
36,9,draft_smart_mean_boundary0p02_global,0.15,0.02,111,13,2442,366,318,48,48
36,10,draft_smart_mean_boundary0p02_global,0.15,0.02,77,16,2442,366,318,48,48
36,11,draft_smart_mean_boundary0p02_global,0.15,0.02,99,11,2442,366,318,48,48
36,12,draft_smart_mean_boundary0p02_global,0.15,0.02,297,16,2442,366,318,48,48
36,13,draft_smart_mean_boundary0p02_global,0.15,0.02,69,17,2442,366,318,48,48
36,14,draft_smart_mean_boundary0p02_global,0.15,0.02,70,11,2442,366,318,48,48
36,15,draft_smart_mean_boundary0p02_global,0.15,0.02,65,15,2442,366,318,48,48
36,16,draft_smart_mean_boundary0p02_global,0.15,0.02,180,22,2442,366,318,48,48
36,17,draft_smart_mean_boundary0p02_global,0.15,0.02,54,29,2442,366,318,48,48
36,18,draft_smart_mean_boundary0p02_global,0.15,0.02,68,59,2442,366,318,48,48
36,0,draft_smart_freq_boundary0p03_global,0.15,0.03,382,39,2442,366,293,73,73
36,1,draft_smart_freq_boundary0p03_global,0.15,0.03,115,16,2442,366,293,73,73
36,2,draft_smart_freq_boundary0p03_global,0.15,0.03,109,18,2442,366,293,73,73
36,3,draft_smart_freq_boundary0p03_global,0.15,0.03,94,15,2442,366,293,73,73
36,4,draft_smart_freq_boundary0p03_global,0.15,0.03,108,19,2442,366,293,73,73
36,5,draft_smart_freq_boundary0p03_global,0.15,0.03,73,14,2442,366,293,73,73
36,6,draft_smart_freq_boundary0p03_global,0.15,0.03,196,11,2442,366,293,73,73
36,7,draft_smart_freq_boundary0p03_global,0.15,0.03,174,17,2442,366,293,73,73
36,8,draft_smart_freq_boundary0p03_global,0.15,0.03,101,11,2442,366,293,73,73
36,9,draft_smart_freq_boundary0p03_global,0.15,0.03,111,13,2442,366,293,73,73
36,10,draft_smart_freq_boundary0p03_global,0.15,0.03,77,14,2442,366,293,73,73
36,11,draft_smart_freq_boundary0p03_global,0.15,0.03,99,11,2442,366,293,73,73
36,12,draft_smart_freq_boundary0p03_global,0.15,0.03,297,14,2442,366,293,73,73
36,13,draft_smart_freq_boundary0p03_global,0.15,0.03,69,17,2442,366,293,73,73
36,14,draft_smart_freq_boundary0p03_global,0.15,0.03,70,13,2442,366,293,73,73
36,15,draft_smart_freq_boundary0p03_global,0.15,0.03,65,10,2442,366,293,73,73
36,16,draft_smart_freq_boundary0p03_global,0.15,0.03,180,23,2442,366,293,73,73
36,17,draft_smart_freq_boundary0p03_global,0.15,0.03,54,27,2442,366,293,73,73
36,18,draft_smart_freq_boundary0p03_global,0.15,0.03,68,64,2442,366,293,73,73
36,0,draft_smart_mean_boundary0p03_global,0.15,0.03,382,39,2442,366,293,73,73
36,1,draft_smart_mean_boundary0p03_global,0.15,0.03,115,19,2442,366,293,73,73
36,2,draft_smart_mean_boundary0p03_global,0.15,0.03,109,20,2442,366,293,73,73
36,3,draft_smart_mean_boundary0p03_global,0.15,0.03,94,12,2442,366,293,73,73
36,4,draft_smart_mean_boundary0p03_global,0.15,0.03,108,16,2442,366,293,73,73
36,5,draft_smart_mean_boundary0p03_global,0.15,0.03,73,15,2442,366,293,73,73
36,6,draft_smart_mean_boundary0p03_global,0.15,0.03,196,12,2442,366,293,73,73
36,7,draft_smart_mean_boundary0p03_global,0.15,0.03,174,15,2442,366,293,73,73
36,8,draft_smart_mean_boundary0p03_global,0.15,0.03,101,12,2442,366,293,73,73
36,9,draft_smart_mean_boundary0p03_global,0.15,0.03,111,13,2442,366,293,73,73
36,10,draft_smart_mean_boundary0p03_global,0.15,0.03,77,17,2442,366,293,73,73
36,11,draft_smart_mean_boundary0p03_global,0.15,0.03,99,12,2442,366,293,73,73
36,12,draft_smart_mean_boundary0p03_global,0.15,0.03,297,16,2442,366,293,73,73
36,13,draft_smart_mean_boundary0p03_global,0.15,0.03,69,17,2442,366,293,73,73
36,14,draft_smart_mean_boundary0p03_global,0.15,0.03,70,12,2442,366,293,73,73
36,15,draft_smart_mean_boundary0p03_global,0.15,0.03,65,14,2442,366,293,73,73
36,16,draft_smart_mean_boundary0p03_global,0.15,0.03,180,22,2442,366,293,73,73
36,17,draft_smart_mean_boundary0p03_global,0.15,0.03,54,28,2442,366,293,73,73
36,18,draft_smart_mean_boundary0p03_global,0.15,0.03,68,55,2442,366,293,73,73
36,0,draft_smart_freq_boundary0p05_global,0.15,0.05,382,32,2442,366,244,122,122
36,1,draft_smart_freq_boundary0p05_global,0.15,0.05,115,16,2442,366,244,122,122
36,2,draft_smart_freq_boundary0p05_global,0.15,0.05,109,16,2442,366,244,122,122
36,3,draft_smart_freq_boundary0p05_global,0.15,0.05,94,17,2442,366,244,122,122
36,4,draft_smart_freq_boundary0p05_global,0.15,0.05,108,13,2442,366,244,122,122
36,5,draft_smart_freq_boundary0p05_global,0.15,0.05,73,14,2442,366,244,122,122
36,6,draft_smart_freq_boundary0p05_global,0.15,0.05,196,13,2442,366,244,122,122
36,7,draft_smart_freq_boundary0p05_global,0.15,0.05,174,15,2442,366,244,122,122
36,8,draft_smart_freq_boundary0p05_global,0.15,0.05,101,13,2442,366,244,122,122
36,9,draft_smart_freq_boundary0p05_global,0.15,0.05,111,15,2442,366,244,122,122
36,10,draft_smart_freq_boundary0p05_global,0.15,0.05,77,16,2442,366,244,122,122
36,11,draft_smart_freq_boundary0p05_global,0.15,0.05,99,14,2442,366,244,122,122
36,12,draft_smart_freq_boundary0p05_global,0.15,0.05,297,14,2442,366,244,122,122
36,13,draft_smart_freq_boundary0p05_global,0.15,0.05,69,18,2442,366,244,122,122
36,14,draft_smart_freq_boundary0p05_global,0.15,0.05,70,15,2442,366,244,122,122
36,15,draft_smart_freq_boundary0p05_global,0.15,0.05,65,14,2442,366,244,122,122
36,16,draft_smart_freq_boundary0p05_global,0.15,0.05,180,19,2442,366,244,122,122
36,17,draft_smart_freq_boundary0p05_global,0.15,0.05,54,28,2442,366,244,122,122
36,18,draft_smart_freq_boundary0p05_global,0.15,0.05,68,64,2442,366,244,122,122
36,0,draft_smart_mean_boundary0p05_global,0.15,0.05,382,34,2442,366,244,122,122
36,1,draft_smart_mean_boundary0p05_global,0.15,0.05,115,17,2442,366,244,122,122
36,2,draft_smart_mean_boundary0p05_global,0.15,0.05,109,20,2442,366,244,122,122
36,3,draft_smart_mean_boundary0p05_global,0.15,0.05,94,14,2442,366,244,122,122
36,4,draft_smart_mean_boundary0p05_global,0.15,0.05,108,16,2442,366,244,122,122
36,5,draft_smart_mean_boundary0p05_global,0.15,0.05,73,16,2442,366,244,122,122
36,6,draft_smart_mean_boundary0p05_global,0.15,0.05,196,14,2442,366,244,122,122
36,7,draft_smart_mean_boundary0p05_global,0.15,0.05,174,18,2442,366,244,122,122
36,8,draft_smart_mean_boundary0p05_global,0.15,0.05,101,15,2442,366,244,122,122
36,9,draft_smart_mean_boundary0p05_global,0.15,0.05,111,16,2442,366,244,122,122
36,10,draft_smart_mean_boundary0p05_global,0.15,0.05,77,16,2442,366,244,122,122
36,11,draft_smart_mean_boundary0p05_global,0.15,0.05,99,15,2442,366,244,122,122
36,12,draft_smart_mean_boundary0p05_global,0.15,0.05,297,16,2442,366,244,122,122
36,13,draft_smart_mean_boundary0p05_global,0.15,0.05,69,16,2442,366,244,122,122
36,14,draft_smart_mean_boundary0p05_global,0.15,0.05,70,14,2442,366,244,122,122
36,15,draft_smart_mean_boundary0p05_global,0.15,0.05,65,15,2442,366,244,122,122
36,16,draft_smart_mean_boundary0p05_global,0.15,0.05,180,20,2442,366,244,122,122
36,17,draft_smart_mean_boundary0p05_global,0.15,0.05,54,22,2442,366,244,122,122
36,18,draft_smart_mean_boundary0p05_global,0.15,0.05,68,52,2442,366,244,122,122
37,0,draft_smart_freq_boundary0p02_global,0.15,0.02,109,23,1296,194,169,25,25
37,1,draft_smart_freq_boundary0p02_global,0.15,0.02,100,7,1296,194,169,25,25
37,2,draft_smart_freq_boundary0p02_global,0.15,0.02,54,7,1296,194,169,25,25
37,3,draft_smart_freq_boundary0p02_global,0.15,0.02,106,7,1296,194,169,25,25
37,4,draft_smart_freq_boundary0p02_global,0.15,0.02,59,6,1296,194,169,25,25
37,5,draft_smart_freq_boundary0p02_global,0.15,0.02,90,6,1296,194,169,25,25
37,6,draft_smart_freq_boundary0p02_global,0.15,0.02,242,6,1296,194,169,25,25
37,7,draft_smart_freq_boundary0p02_global,0.15,0.02,98,7,1296,194,169,25,25
37,8,draft_smart_freq_boundary0p02_global,0.15,0.02,169,7,1296,194,169,25,25
37,9,draft_smart_freq_boundary0p02_global,0.15,0.02,45,13,1296,194,169,25,25
37,10,draft_smart_freq_boundary0p02_global,0.15,0.02,129,30,1296,194,169,25,25
37,11,draft_smart_freq_boundary0p02_global,0.15,0.02,95,75,1296,194,169,25,25
37,0,draft_smart_mean_boundary0p02_global,0.15,0.02,109,27,1296,194,169,25,25
37,1,draft_smart_mean_boundary0p02_global,0.15,0.02,100,10,1296,194,169,25,25
37,2,draft_smart_mean_boundary0p02_global,0.15,0.02,54,7,1296,194,169,25,25
37,3,draft_smart_mean_boundary0p02_global,0.15,0.02,106,9,1296,194,169,25,25
37,4,draft_smart_mean_boundary0p02_global,0.15,0.02,59,8,1296,194,169,25,25
37,5,draft_smart_mean_boundary0p02_global,0.15,0.02,90,7,1296,194,169,25,25
37,6,draft_smart_mean_boundary0p02_global,0.15,0.02,242,8,1296,194,169,25,25
37,7,draft_smart_mean_boundary0p02_global,0.15,0.02,98,9,1296,194,169,25,25
37,8,draft_smart_mean_boundary0p02_global,0.15,0.02,169,10,1296,194,169,25,25
37,9,draft_smart_mean_boundary0p02_global,0.15,0.02,45,12,1296,194,169,25,25
37,10,draft_smart_mean_boundary0p02_global,0.15,0.02,129,27,1296,194,169,25,25
37,11,draft_smart_mean_boundary0p02_global,0.15,0.02,95,60,1296,194,169,25,25
37,0,draft_smart_freq_boundary0p03_global,0.15,0.03,109,20,1296,194,156,38,38
37,1,draft_smart_freq_boundary0p03_global,0.15,0.03,100,7,1296,194,156,38,38
37,2,draft_smart_freq_boundary0p03_global,0.15,0.03,54,9,1296,194,156,38,38
37,3,draft_smart_freq_boundary0p03_global,0.15,0.03,106,7,1296,194,156,38,38
37,4,draft_smart_freq_boundary0p03_global,0.15,0.03,59,8,1296,194,156,38,38
37,5,draft_smart_freq_boundary0p03_global,0.15,0.03,90,8,1296,194,156,38,38
37,6,draft_smart_freq_boundary0p03_global,0.15,0.03,242,8,1296,194,156,38,38
37,7,draft_smart_freq_boundary0p03_global,0.15,0.03,98,7,1296,194,156,38,38
37,8,draft_smart_freq_boundary0p03_global,0.15,0.03,169,8,1296,194,156,38,38
37,9,draft_smart_freq_boundary0p03_global,0.15,0.03,45,14,1296,194,156,38,38
37,10,draft_smart_freq_boundary0p03_global,0.15,0.03,129,25,1296,194,156,38,38
37,11,draft_smart_freq_boundary0p03_global,0.15,0.03,95,73,1296,194,156,38,38
37,0,draft_smart_mean_boundary0p03_global,0.15,0.03,109,25,1296,194,156,38,38
37,1,draft_smart_mean_boundary0p03_global,0.15,0.03,100,10,1296,194,156,38,38
37,2,draft_smart_mean_boundary0p03_global,0.15,0.03,54,8,1296,194,156,38,38
37,3,draft_smart_mean_boundary0p03_global,0.15,0.03,106,10,1296,194,156,38,38
37,4,draft_smart_mean_boundary0p03_global,0.15,0.03,59,9,1296,194,156,38,38
37,5,draft_smart_mean_boundary0p03_global,0.15,0.03,90,8,1296,194,156,38,38
37,6,draft_smart_mean_boundary0p03_global,0.15,0.03,242,10,1296,194,156,38,38
37,7,draft_smart_mean_boundary0p03_global,0.15,0.03,98,9,1296,194,156,38,38
37,8,draft_smart_mean_boundary0p03_global,0.15,0.03,169,10,1296,194,156,38,38
37,9,draft_smart_mean_boundary0p03_global,0.15,0.03,45,13,1296,194,156,38,38
37,10,draft_smart_mean_boundary0p03_global,0.15,0.03,129,26,1296,194,156,38,38
37,11,draft_smart_mean_boundary0p03_global,0.15,0.03,95,56,1296,194,156,38,38
37,0,draft_smart_freq_boundary0p05_global,0.15,0.05,109,21,1296,194,130,64,64
37,1,draft_smart_freq_boundary0p05_global,0.15,0.05,100,10,1296,194,130,64,64
37,2,draft_smart_freq_boundary0p05_global,0.15,0.05,54,10,1296,194,130,64,64
37,3,draft_smart_freq_boundary0p05_global,0.15,0.05,106,10,1296,194,130,64,64
37,4,draft_smart_freq_boundary0p05_global,0.15,0.05,59,10,1296,194,130,64,64
37,5,draft_smart_freq_boundary0p05_global,0.15,0.05,90,10,1296,194,130,64,64
37,6,draft_smart_freq_boundary0p05_global,0.15,0.05,242,10,1296,194,130,64,64
37,7,draft_smart_freq_boundary0p05_global,0.15,0.05,98,10,1296,194,130,64,64
37,8,draft_smart_freq_boundary0p05_global,0.15,0.05,169,10,1296,194,130,64,64
37,9,draft_smart_freq_boundary0p05_global,0.15,0.05,45,14,1296,194,130,64,64
37,10,draft_smart_freq_boundary0p05_global,0.15,0.05,129,21,1296,194,130,64,64
37,11,draft_smart_freq_boundary0p05_global,0.15,0.05,95,58,1296,194,130,64,64
37,0,draft_smart_mean_boundary0p05_global,0.15,0.05,109,22,1296,194,130,64,64
37,1,draft_smart_mean_boundary0p05_global,0.15,0.05,100,12,1296,194,130,64,64
37,2,draft_smart_mean_boundary0p05_global,0.15,0.05,54,10,1296,194,130,64,64
37,3,draft_smart_mean_boundary0p05_global,0.15,0.05,106,10,1296,194,130,64,64
37,4,draft_smart_mean_boundary0p05_global,0.15,0.05,59,10,1296,194,130,64,64
37,5,draft_smart_mean_boundary0p05_global,0.15,0.05,90,9,1296,194,130,64,64
37,6,draft_smart_mean_boundary0p05_global,0.15,0.05,242,10,1296,194,130,64,64
37,7,draft_smart_mean_boundary0p05_global,0.15,0.05,98,11,1296,194,130,64,64
37,8,draft_smart_mean_boundary0p05_global,0.15,0.05,169,11,1296,194,130,64,64
37,9,draft_smart_mean_boundary0p05_global,0.15,0.05,45,14,1296,194,130,64,64
37,10,draft_smart_mean_boundary0p05_global,0.15,0.05,129,24,1296,194,130,64,64
37,11,draft_smart_mean_boundary0p05_global,0.15,0.05,95,51,1296,194,130,64,64
38,0,draft_smart_freq_boundary0p02_global,0.15,0.02,43,22,1523,228,198,30,30
38,1,draft_smart_freq_boundary0p02_global,0.15,0.02,96,6,1523,228,198,30,30
38,2,draft_smart_freq_boundary0p02_global,0.15,0.02,77,10,1523,228,198,30,30
38,3,draft_smart_freq_boundary0p02_global,0.15,0.02,83,7,1523,228,198,30,30
38,4,draft_smart_freq_boundary0p02_global,0.15,0.02,136,7,1523,228,198,30,30
38,5,draft_smart_freq_boundary0p02_global,0.15,0.02,80,7,1523,228,198,30,30
38,6,draft_smart_freq_boundary0p02_global,0.15,0.02,80,8,1523,228,198,30,30
38,7,draft_smart_freq_boundary0p02_global,0.15,0.02,53,7,1523,228,198,30,30
38,8,draft_smart_freq_boundary0p02_global,0.15,0.02,80,8,1523,228,198,30,30
38,9,draft_smart_freq_boundary0p02_global,0.15,0.02,81,6,1523,228,198,30,30
38,10,draft_smart_freq_boundary0p02_global,0.15,0.02,76,8,1523,228,198,30,30
38,11,draft_smart_freq_boundary0p02_global,0.15,0.02,80,11,1523,228,198,30,30
38,12,draft_smart_freq_boundary0p02_global,0.15,0.02,53,8,1523,228,198,30,30
38,13,draft_smart_freq_boundary0p02_global,0.15,0.02,100,15,1523,228,198,30,30
38,14,draft_smart_freq_boundary0p02_global,0.15,0.02,48,7,1523,228,198,30,30
38,15,draft_smart_freq_boundary0p02_global,0.15,0.02,219,15,1523,228,198,30,30
38,16,draft_smart_freq_boundary0p02_global,0.15,0.02,48,15,1523,228,198,30,30
38,17,draft_smart_freq_boundary0p02_global,0.15,0.02,90,61,1523,228,198,30,30
38,0,draft_smart_mean_boundary0p02_global,0.15,0.02,43,20,1523,228,198,30,30
38,1,draft_smart_mean_boundary0p02_global,0.15,0.02,96,13,1523,228,198,30,30
38,2,draft_smart_mean_boundary0p02_global,0.15,0.02,77,14,1523,228,198,30,30
38,3,draft_smart_mean_boundary0p02_global,0.15,0.02,83,6,1523,228,198,30,30
38,4,draft_smart_mean_boundary0p02_global,0.15,0.02,136,5,1523,228,198,30,30
38,5,draft_smart_mean_boundary0p02_global,0.15,0.02,80,8,1523,228,198,30,30
38,6,draft_smart_mean_boundary0p02_global,0.15,0.02,80,7,1523,228,198,30,30
38,7,draft_smart_mean_boundary0p02_global,0.15,0.02,53,6,1523,228,198,30,30
38,8,draft_smart_mean_boundary0p02_global,0.15,0.02,80,7,1523,228,198,30,30
38,9,draft_smart_mean_boundary0p02_global,0.15,0.02,81,7,1523,228,198,30,30
38,10,draft_smart_mean_boundary0p02_global,0.15,0.02,76,10,1523,228,198,30,30
38,11,draft_smart_mean_boundary0p02_global,0.15,0.02,80,7,1523,228,198,30,30
38,12,draft_smart_mean_boundary0p02_global,0.15,0.02,53,8,1523,228,198,30,30
38,13,draft_smart_mean_boundary0p02_global,0.15,0.02,100,14,1523,228,198,30,30
38,14,draft_smart_mean_boundary0p02_global,0.15,0.02,48,8,1523,228,198,30,30
38,15,draft_smart_mean_boundary0p02_global,0.15,0.02,219,18,1523,228,198,30,30
38,16,draft_smart_mean_boundary0p02_global,0.15,0.02,48,18,1523,228,198,30,30
38,17,draft_smart_mean_boundary0p02_global,0.15,0.02,90,52,1523,228,198,30,30
38,0,draft_smart_freq_boundary0p03_global,0.15,0.03,43,21,1523,228,183,45,45
38,1,draft_smart_freq_boundary0p03_global,0.15,0.03,96,8,1523,228,183,45,45
38,2,draft_smart_freq_boundary0p03_global,0.15,0.03,77,7,1523,228,183,45,45
38,3,draft_smart_freq_boundary0p03_global,0.15,0.03,83,8,1523,228,183,45,45
38,4,draft_smart_freq_boundary0p03_global,0.15,0.03,136,8,1523,228,183,45,45
38,5,draft_smart_freq_boundary0p03_global,0.15,0.03,80,8,1523,228,183,45,45
38,6,draft_smart_freq_boundary0p03_global,0.15,0.03,80,8,1523,228,183,45,45
38,7,draft_smart_freq_boundary0p03_global,0.15,0.03,53,8,1523,228,183,45,45
38,8,draft_smart_freq_boundary0p03_global,0.15,0.03,80,8,1523,228,183,45,45
38,9,draft_smart_freq_boundary0p03_global,0.15,0.03,81,7,1523,228,183,45,45
38,10,draft_smart_freq_boundary0p03_global,0.15,0.03,76,8,1523,228,183,45,45
38,11,draft_smart_freq_boundary0p03_global,0.15,0.03,80,10,1523,228,183,45,45
38,12,draft_smart_freq_boundary0p03_global,0.15,0.03,53,8,1523,228,183,45,45
38,13,draft_smart_freq_boundary0p03_global,0.15,0.03,100,12,1523,228,183,45,45
38,14,draft_smart_freq_boundary0p03_global,0.15,0.03,48,7,1523,228,183,45,45
38,15,draft_smart_freq_boundary0p03_global,0.15,0.03,219,15,1523,228,183,45,45
38,16,draft_smart_freq_boundary0p03_global,0.15,0.03,48,16,1523,228,183,45,45
38,17,draft_smart_freq_boundary0p03_global,0.15,0.03,90,61,1523,228,183,45,45
38,0,draft_smart_mean_boundary0p03_global,0.15,0.03,43,20,1523,228,183,45,45
38,1,draft_smart_mean_boundary0p03_global,0.15,0.03,96,11,1523,228,183,45,45
38,2,draft_smart_mean_boundary0p03_global,0.15,0.03,77,14,1523,228,183,45,45
38,3,draft_smart_mean_boundary0p03_global,0.15,0.03,83,8,1523,228,183,45,45
38,4,draft_smart_mean_boundary0p03_global,0.15,0.03,136,7,1523,228,183,45,45
38,5,draft_smart_mean_boundary0p03_global,0.15,0.03,80,8,1523,228,183,45,45
38,6,draft_smart_mean_boundary0p03_global,0.15,0.03,80,8,1523,228,183,45,45
38,7,draft_smart_mean_boundary0p03_global,0.15,0.03,53,6,1523,228,183,45,45
38,8,draft_smart_mean_boundary0p03_global,0.15,0.03,80,7,1523,228,183,45,45
38,9,draft_smart_mean_boundary0p03_global,0.15,0.03,81,8,1523,228,183,45,45
38,10,draft_smart_mean_boundary0p03_global,0.15,0.03,76,10,1523,228,183,45,45
38,11,draft_smart_mean_boundary0p03_global,0.15,0.03,80,9,1523,228,183,45,45
38,12,draft_smart_mean_boundary0p03_global,0.15,0.03,53,8,1523,228,183,45,45
38,13,draft_smart_mean_boundary0p03_global,0.15,0.03,100,14,1523,228,183,45,45
38,14,draft_smart_mean_boundary0p03_global,0.15,0.03,48,8,1523,228,183,45,45
38,15,draft_smart_mean_boundary0p03_global,0.15,0.03,219,17,1523,228,183,45,45
38,16,draft_smart_mean_boundary0p03_global,0.15,0.03,48,17,1523,228,183,45,45
38,17,draft_smart_mean_boundary0p03_global,0.15,0.03,90,48,1523,228,183,45,45
38,0,draft_smart_freq_boundary0p05_global,0.15,0.05,43,21,1523,228,152,76,76
38,1,draft_smart_freq_boundary0p05_global,0.15,0.05,96,10,1523,228,152,76,76
38,2,draft_smart_freq_boundary0p05_global,0.15,0.05,77,9,1523,228,152,76,76
38,3,draft_smart_freq_boundary0p05_global,0.15,0.05,83,8,1523,228,152,76,76
38,4,draft_smart_freq_boundary0p05_global,0.15,0.05,136,9,1523,228,152,76,76
38,5,draft_smart_freq_boundary0p05_global,0.15,0.05,80,9,1523,228,152,76,76
38,6,draft_smart_freq_boundary0p05_global,0.15,0.05,80,8,1523,228,152,76,76
38,7,draft_smart_freq_boundary0p05_global,0.15,0.05,53,9,1523,228,152,76,76
38,8,draft_smart_freq_boundary0p05_global,0.15,0.05,80,9,1523,228,152,76,76
38,9,draft_smart_freq_boundary0p05_global,0.15,0.05,81,9,1523,228,152,76,76
38,10,draft_smart_freq_boundary0p05_global,0.15,0.05,76,10,1523,228,152,76,76
38,11,draft_smart_freq_boundary0p05_global,0.15,0.05,80,9,1523,228,152,76,76
38,12,draft_smart_freq_boundary0p05_global,0.15,0.05,53,8,1523,228,152,76,76
38,13,draft_smart_freq_boundary0p05_global,0.15,0.05,100,9,1523,228,152,76,76
38,14,draft_smart_freq_boundary0p05_global,0.15,0.05,48,9,1523,228,152,76,76
38,15,draft_smart_freq_boundary0p05_global,0.15,0.05,219,15,1523,228,152,76,76
38,16,draft_smart_freq_boundary0p05_global,0.15,0.05,48,12,1523,228,152,76,76
38,17,draft_smart_freq_boundary0p05_global,0.15,0.05,90,55,1523,228,152,76,76
38,0,draft_smart_mean_boundary0p05_global,0.15,0.05,43,20,1523,228,152,76,76
38,1,draft_smart_mean_boundary0p05_global,0.15,0.05,96,12,1523,228,152,76,76
38,2,draft_smart_mean_boundary0p05_global,0.15,0.05,77,13,1523,228,152,76,76
38,3,draft_smart_mean_boundary0p05_global,0.15,0.05,83,8,1523,228,152,76,76
38,4,draft_smart_mean_boundary0p05_global,0.15,0.05,136,8,1523,228,152,76,76
38,5,draft_smart_mean_boundary0p05_global,0.15,0.05,80,9,1523,228,152,76,76
38,6,draft_smart_mean_boundary0p05_global,0.15,0.05,80,9,1523,228,152,76,76
38,7,draft_smart_mean_boundary0p05_global,0.15,0.05,53,8,1523,228,152,76,76
38,8,draft_smart_mean_boundary0p05_global,0.15,0.05,80,9,1523,228,152,76,76
38,9,draft_smart_mean_boundary0p05_global,0.15,0.05,81,9,1523,228,152,76,76
38,10,draft_smart_mean_boundary0p05_global,0.15,0.05,76,10,1523,228,152,76,76
38,11,draft_smart_mean_boundary0p05_global,0.15,0.05,80,10,1523,228,152,76,76
38,12,draft_smart_mean_boundary0p05_global,0.15,0.05,53,9,1523,228,152,76,76
38,13,draft_smart_mean_boundary0p05_global,0.15,0.05,100,11,1523,228,152,76,76
38,14,draft_smart_mean_boundary0p05_global,0.15,0.05,48,9,1523,228,152,76,76
38,15,draft_smart_mean_boundary0p05_global,0.15,0.05,219,15,1523,228,152,76,76
38,16,draft_smart_mean_boundary0p05_global,0.15,0.05,48,16,1523,228,152,76,76
38,17,draft_smart_mean_boundary0p05_global,0.15,0.05,90,43,1523,228,152,76,76
39,0,draft_smart_freq_boundary0p02_global,0.15,0.02,84,42,1697,254,221,33,33
39,1,draft_smart_freq_boundary0p02_global,0.15,0.02,107,13,1697,254,221,33,33
39,2,draft_smart_freq_boundary0p02_global,0.15,0.02,72,8,1697,254,221,33,33
39,3,draft_smart_freq_boundary0p02_global,0.15,0.02,103,13,1697,254,221,33,33
39,4,draft_smart_freq_boundary0p02_global,0.15,0.02,115,8,1697,254,221,33,33
39,5,draft_smart_freq_boundary0p02_global,0.15,0.02,70,7,1697,254,221,33,33
39,6,draft_smart_freq_boundary0p02_global,0.15,0.02,66,11,1697,254,221,33,33
39,7,draft_smart_freq_boundary0p02_global,0.15,0.02,106,7,1697,254,221,33,33
39,8,draft_smart_freq_boundary0p02_global,0.15,0.02,151,8,1697,254,221,33,33
39,9,draft_smart_freq_boundary0p02_global,0.15,0.02,91,10,1697,254,221,33,33
39,10,draft_smart_freq_boundary0p02_global,0.15,0.02,68,10,1697,254,221,33,33
39,11,draft_smart_freq_boundary0p02_global,0.15,0.02,239,13,1697,254,221,33,33
39,12,draft_smart_freq_boundary0p02_global,0.15,0.02,199,26,1697,254,221,33,33
39,13,draft_smart_freq_boundary0p02_global,0.15,0.02,168,20,1697,254,221,33,33
39,14,draft_smart_freq_boundary0p02_global,0.15,0.02,58,58,1697,254,221,33,33
39,0,draft_smart_mean_boundary0p02_global,0.15,0.02,84,33,1697,254,221,33,33
39,1,draft_smart_mean_boundary0p02_global,0.15,0.02,107,16,1697,254,221,33,33
39,2,draft_smart_mean_boundary0p02_global,0.15,0.02,72,11,1697,254,221,33,33
39,3,draft_smart_mean_boundary0p02_global,0.15,0.02,103,13,1697,254,221,33,33
39,4,draft_smart_mean_boundary0p02_global,0.15,0.02,115,11,1697,254,221,33,33
39,5,draft_smart_mean_boundary0p02_global,0.15,0.02,70,7,1697,254,221,33,33
39,6,draft_smart_mean_boundary0p02_global,0.15,0.02,66,12,1697,254,221,33,33
39,7,draft_smart_mean_boundary0p02_global,0.15,0.02,106,6,1697,254,221,33,33
39,8,draft_smart_mean_boundary0p02_global,0.15,0.02,151,11,1697,254,221,33,33
39,9,draft_smart_mean_boundary0p02_global,0.15,0.02,91,12,1697,254,221,33,33
39,10,draft_smart_mean_boundary0p02_global,0.15,0.02,68,8,1697,254,221,33,33
39,11,draft_smart_mean_boundary0p02_global,0.15,0.02,239,16,1697,254,221,33,33
39,12,draft_smart_mean_boundary0p02_global,0.15,0.02,199,27,1697,254,221,33,33
39,13,draft_smart_mean_boundary0p02_global,0.15,0.02,168,20,1697,254,221,33,33
39,14,draft_smart_mean_boundary0p02_global,0.15,0.02,58,51,1697,254,221,33,33
39,0,draft_smart_freq_boundary0p03_global,0.15,0.03,84,43,1697,254,204,50,50
