base_method,example_id,sub_q_idx,num_chunks,budget_chunks,gate_method,residual_size,covered_residual,coverage
freq,57,0,12,2,oracle_residual,82,57,0.6951219512195121
freq,57,0,12,3,retrieval_first,82,24,0.2926829268292683
freq,57,0,12,3,longest,82,17,0.2073170731707317
freq,57,0,12,3,highest_base_count,82,48,0.5853658536585366
freq,57,0,12,3,highest_base_density,82,6,0.07317073170731707
freq,57,0,12,3,lowest_base_density,82,27,0.32926829268292684
freq,57,0,12,3,oracle_residual,82,74,0.9024390243902439
freq,57,0,12,4,retrieval_first,82,24,0.2926829268292683
freq,57,0,12,4,longest,82,48,0.5853658536585366
freq,57,0,12,4,highest_base_count,82,48,0.5853658536585366
freq,57,0,12,4,highest_base_density,82,23,0.2804878048780488
freq,57,0,12,4,lowest_base_density,82,27,0.32926829268292684
freq,57,0,12,4,oracle_residual,82,80,0.975609756097561
freq,57,0,12,5,retrieval_first,82,24,0.2926829268292683
freq,57,0,12,5,longest,82,48,0.5853658536585366
freq,57,0,12,5,highest_base_count,82,48,0.5853658536585366
freq,57,0,12,5,highest_base_density,82,54,0.6585365853658537
freq,57,0,12,5,lowest_base_density,82,27,0.32926829268292684
freq,57,0,12,5,oracle_residual,82,81,0.9878048780487805
freq,57,0,12,6,retrieval_first,82,25,0.3048780487804878
freq,57,0,12,6,longest,82,48,0.5853658536585366
freq,57,0,12,6,highest_base_count,82,48,0.5853658536585366
freq,57,0,12,6,highest_base_density,82,55,0.6707317073170732
freq,57,0,12,6,lowest_base_density,82,27,0.32926829268292684
freq,57,0,12,6,oracle_residual,82,82,1.0
freq,130,1,13,1,retrieval_first,122,21,0.1721311475409836
freq,130,1,13,1,longest,122,1,0.00819672131147541
freq,130,1,13,1,highest_base_count,122,0,0.0
freq,130,1,13,1,highest_base_density,122,0,0.0
freq,130,1,13,1,lowest_base_density,122,29,0.23770491803278687
freq,130,1,13,1,oracle_residual,122,48,0.39344262295081966
freq,130,1,13,2,retrieval_first,122,21,0.1721311475409836
freq,130,1,13,2,longest,122,1,0.00819672131147541
freq,130,1,13,2,highest_base_count,122,0,0.0
freq,130,1,13,2,highest_base_density,122,1,0.00819672131147541
freq,130,1,13,2,lowest_base_density,122,30,0.2459016393442623
freq,130,1,13,2,oracle_residual,122,77,0.6311475409836066
freq,130,1,13,3,retrieval_first,122,22,0.18032786885245902
freq,130,1,13,3,longest,122,1,0.00819672131147541
freq,130,1,13,3,highest_base_count,122,1,0.00819672131147541
freq,130,1,13,3,highest_base_density,122,18,0.14754098360655737
freq,130,1,13,3,lowest_base_density,122,31,0.2540983606557377
freq,130,1,13,3,oracle_residual,122,98,0.8032786885245902
freq,130,1,13,4,retrieval_first,122,23,0.1885245901639344
freq,130,1,13,4,longest,122,4,0.03278688524590164
freq,130,1,13,4,highest_base_count,122,18,0.14754098360655737
freq,130,1,13,4,highest_base_density,122,18,0.14754098360655737
freq,130,1,13,4,lowest_base_density,122,34,0.2786885245901639
freq,130,1,13,4,oracle_residual,122,115,0.9426229508196722
freq,130,1,13,5,retrieval_first,122,26,0.21311475409836064
freq,130,1,13,5,longest,122,5,0.040983606557377046
freq,130,1,13,5,highest_base_count,122,18,0.14754098360655737
freq,130,1,13,5,highest_base_density,122,18,0.14754098360655737
freq,130,1,13,5,lowest_base_density,122,35,0.28688524590163933
freq,130,1,13,5,oracle_residual,122,118,0.9672131147540983
freq,130,1,13,6,retrieval_first,122,26,0.21311475409836064
freq,130,1,13,6,longest,122,6,0.04918032786885246
freq,130,1,13,6,highest_base_count,122,39,0.319672131147541
freq,130,1,13,6,highest_base_density,122,18,0.14754098360655737
freq,130,1,13,6,lowest_base_density,122,56,0.45901639344262296
freq,130,1,13,6,oracle_residual,122,119,0.9754098360655737
freq,112,1,13,1,retrieval_first,103,17,0.1650485436893204
freq,112,1,13,1,longest,103,0,0.0
freq,112,1,13,1,highest_base_count,103,0,0.0
freq,112,1,13,1,highest_base_density,103,0,0.0
freq,112,1,13,1,lowest_base_density,103,27,0.2621359223300971
freq,112,1,13,1,oracle_residual,103,43,0.4174757281553398
freq,112,1,13,2,retrieval_first,103,24,0.23300970873786409
freq,112,1,13,2,longest,103,0,0.0
freq,112,1,13,2,highest_base_count,103,0,0.0
freq,112,1,13,2,highest_base_density,103,0,0.0
freq,112,1,13,2,lowest_base_density,103,27,0.2621359223300971
freq,112,1,13,2,oracle_residual,103,70,0.6796116504854369
freq,112,1,13,3,retrieval_first,103,24,0.23300970873786409
freq,112,1,13,3,longest,103,0,0.0
freq,112,1,13,3,highest_base_count,103,9,0.08737864077669903
freq,112,1,13,3,highest_base_density,103,9,0.08737864077669903
freq,112,1,13,3,lowest_base_density,103,27,0.2621359223300971
freq,112,1,13,3,oracle_residual,103,87,0.8446601941747572
freq,112,1,13,4,retrieval_first,103,24,0.23300970873786409
freq,112,1,13,4,longest,103,0,0.0
freq,112,1,13,4,highest_base_count,103,9,0.08737864077669903
freq,112,1,13,4,highest_base_density,103,9,0.08737864077669903
freq,112,1,13,4,lowest_base_density,103,27,0.2621359223300971
freq,112,1,13,4,oracle_residual,103,96,0.9320388349514563
freq,112,1,13,5,retrieval_first,103,24,0.23300970873786409
freq,112,1,13,5,longest,103,0,0.0
freq,112,1,13,5,highest_base_count,103,16,0.1553398058252427
freq,112,1,13,5,highest_base_density,103,9,0.08737864077669903
freq,112,1,13,5,lowest_base_density,103,27,0.2621359223300971
freq,112,1,13,5,oracle_residual,103,103,1.0
freq,112,1,13,6,retrieval_first,103,24,0.23300970873786409
freq,112,1,13,6,longest,103,7,0.06796116504854369
freq,112,1,13,6,highest_base_count,103,16,0.1553398058252427
freq,112,1,13,6,highest_base_density,103,26,0.2524271844660194
freq,112,1,13,6,lowest_base_density,103,34,0.3300970873786408
freq,112,1,13,6,oracle_residual,103,103,1.0
freq,10,1,13,1,retrieval_first,133,26,0.19548872180451127
freq,10,1,13,1,longest,133,26,0.19548872180451127
freq,10,1,13,1,highest_base_count,133,0,0.0
freq,10,1,13,1,highest_base_density,133,0,0.0
freq,10,1,13,1,lowest_base_density,133,28,0.21052631578947367
freq,10,1,13,1,oracle_residual,133,51,0.38345864661654133
freq,10,1,13,2,retrieval_first,133,26,0.19548872180451127
freq,10,1,13,2,longest,133,77,0.5789473684210527
freq,10,1,13,2,highest_base_count,133,0,0.0
freq,10,1,13,2,highest_base_density,133,0,0.0
freq,10,1,13,2,lowest_base_density,133,28,0.21052631578947367
freq,10,1,13,2,oracle_residual,133,79,0.5939849624060151
freq,10,1,13,3,retrieval_first,133,46,0.3458646616541353
freq,10,1,13,3,longest,133,80,0.6015037593984962
freq,10,1,13,3,highest_base_count,133,5,0.03759398496240601
freq,10,1,13,3,highest_base_density,133,0,0.0
freq,10,1,13,3,lowest_base_density,133,54,0.40601503759398494
freq,10,1,13,3,oracle_residual,133,105,0.7894736842105263
freq,10,1,13,4,retrieval_first,133,46,0.3458646616541353
freq,10,1,13,4,longest,133,80,0.6015037593984962
freq,10,1,13,4,highest_base_count,133,5,0.03759398496240601
freq,10,1,13,4,highest_base_density,133,5,0.03759398496240601
freq,10,1,13,4,lowest_base_density,133,105,0.7894736842105263
freq,10,1,13,4,oracle_residual,133,125,0.9398496240601504
freq,10,1,13,5,retrieval_first,133,46,0.3458646616541353
freq,10,1,13,5,longest,133,85,0.6390977443609023
freq,10,1,13,5,highest_base_count,133,8,0.06015037593984962
freq,10,1,13,5,highest_base_density,133,5,0.03759398496240601
freq,10,1,13,5,lowest_base_density,133,105,0.7894736842105263
freq,10,1,13,5,oracle_residual,133,130,0.9774436090225563
freq,10,1,13,6,retrieval_first,133,49,0.3684210526315789
freq,10,1,13,6,longest,133,105,0.7894736842105263
freq,10,1,13,6,highest_base_count,133,8,0.06015037593984962
freq,10,1,13,6,highest_base_density,133,8,0.06015037593984962
freq,10,1,13,6,lowest_base_density,133,125,0.9398496240601504
freq,10,1,13,6,oracle_residual,133,133,1.0
freq,158,1,13,1,retrieval_first,102,20,0.19607843137254902
freq,158,1,13,1,longest,102,0,0.0
freq,158,1,13,1,highest_base_count,102,0,0.0
freq,158,1,13,1,highest_base_density,102,0,0.0
freq,158,1,13,1,lowest_base_density,102,28,0.27450980392156865
freq,158,1,13,1,oracle_residual,102,44,0.43137254901960786
freq,158,1,13,2,retrieval_first,102,20,0.19607843137254902
freq,158,1,13,2,longest,102,4,0.0392156862745098
freq,158,1,13,2,highest_base_count,102,0,0.0
freq,158,1,13,2,highest_base_density,102,0,0.0
freq,158,1,13,2,lowest_base_density,102,29,0.28431372549019607
freq,158,1,13,2,oracle_residual,102,72,0.7058823529411765
freq,158,1,13,3,retrieval_first,102,21,0.20588235294117646
freq,158,1,13,3,longest,102,9,0.08823529411764706
freq,158,1,13,3,highest_base_count,102,4,0.0392156862745098
freq,158,1,13,3,highest_base_density,102,4,0.0392156862745098
freq,158,1,13,3,lowest_base_density,102,34,0.3333333333333333
freq,158,1,13,3,oracle_residual,102,92,0.9019607843137255
freq,158,1,13,4,retrieval_first,102,21,0.20588235294117646
freq,158,1,13,4,longest,102,9,0.08823529411764706
freq,158,1,13,4,highest_base_count,102,4,0.0392156862745098
freq,158,1,13,4,highest_base_density,102,4,0.0392156862745098
freq,158,1,13,4,lowest_base_density,102,34,0.3333333333333333
freq,158,1,13,4,oracle_residual,102,97,0.9509803921568627
freq,158,1,13,5,retrieval_first,102,21,0.20588235294117646
freq,158,1,13,5,longest,102,9,0.08823529411764706
freq,158,1,13,5,highest_base_count,102,9,0.08823529411764706
freq,158,1,13,5,highest_base_density,102,4,0.0392156862745098
freq,158,1,13,5,lowest_base_density,102,54,0.5294117647058824
freq,158,1,13,5,oracle_residual,102,101,0.9901960784313726
freq,158,1,13,6,retrieval_first,102,21,0.20588235294117646
freq,158,1,13,6,longest,102,29,0.28431372549019607
freq,158,1,13,6,highest_base_count,102,9,0.08823529411764706
freq,158,1,13,6,highest_base_density,102,4,0.0392156862745098
freq,158,1,13,6,lowest_base_density,102,98,0.9607843137254902
freq,158,1,13,6,oracle_residual,102,102,1.0
freq,38,1,13,1,retrieval_first,99,20,0.20202020202020202
freq,38,1,13,1,longest,99,0,0.0
freq,38,1,13,1,highest_base_count,99,0,0.0
freq,38,1,13,1,highest_base_density,99,0,0.0
freq,38,1,13,1,lowest_base_density,99,30,0.30303030303030304
freq,38,1,13,1,oracle_residual,99,48,0.48484848484848486
freq,38,1,13,2,retrieval_first,99,20,0.20202020202020202
freq,38,1,13,2,longest,99,0,0.0
freq,38,1,13,2,highest_base_count,99,0,0.0
freq,38,1,13,2,highest_base_density,99,0,0.0
freq,38,1,13,2,lowest_base_density,99,30,0.30303030303030304
freq,38,1,13,2,oracle_residual,99,78,0.7878787878787878
freq,38,1,13,3,retrieval_first,99,20,0.20202020202020202
freq,38,1,13,3,longest,99,20,0.20202020202020202
freq,38,1,13,3,highest_base_count,99,0,0.0
freq,38,1,13,3,highest_base_density,99,1,0.010101010101010102
freq,38,1,13,3,lowest_base_density,99,30,0.30303030303030304
freq,38,1,13,3,oracle_residual,99,98,0.98989898989899
freq,38,1,13,4,retrieval_first,99,20,0.20202020202020202
freq,38,1,13,4,longest,99,68,0.6868686868686869
freq,38,1,13,4,highest_base_count,99,1,0.010101010101010102
freq,38,1,13,4,highest_base_density,99,1,0.010101010101010102
freq,38,1,13,4,lowest_base_density,99,30,0.30303030303030304
freq,38,1,13,4,oracle_residual,99,99,1.0
freq,38,1,13,5,retrieval_first,99,20,0.20202020202020202
freq,38,1,13,5,longest,99,68,0.6868686868686869
freq,38,1,13,5,highest_base_count,99,1,0.010101010101010102
freq,38,1,13,5,highest_base_density,99,1,0.010101010101010102
freq,38,1,13,5,lowest_base_density,99,30,0.30303030303030304
freq,38,1,13,5,oracle_residual,99,99,1.0
freq,38,1,13,6,retrieval_first,99,20,0.20202020202020202
freq,38,1,13,6,longest,99,68,0.6868686868686869
freq,38,1,13,6,highest_base_count,99,21,0.21212121212121213
freq,38,1,13,6,highest_base_density,99,21,0.21212121212121213
freq,38,1,13,6,lowest_base_density,99,30,0.30303030303030304
freq,38,1,13,6,oracle_residual,99,99,1.0
freq,58,0,11,1,retrieval_first,82,1,0.012195121951219513
freq,58,0,11,1,longest,82,1,0.012195121951219513
freq,58,0,11,1,highest_base_count,82,1,0.012195121951219513
freq,58,0,11,1,highest_base_density,82,1,0.012195121951219513
freq,58,0,11,1,lowest_base_density,82,25,0.3048780487804878
freq,58,0,11,1,oracle_residual,82,45,0.5487804878048781
freq,58,0,11,2,retrieval_first,82,1,0.012195121951219513
freq,58,0,11,2,longest,82,8,0.0975609756097561
freq,58,0,11,2,highest_base_count,82,2,0.024390243902439025
freq,58,0,11,2,highest_base_density,82,3,0.036585365853658534
freq,58,0,11,2,lowest_base_density,82,32,0.3902439024390244
freq,58,0,11,2,oracle_residual,82,70,0.8536585365853658
freq,58,0,11,3,retrieval_first,82,2,0.024390243902439025
freq,58,0,11,3,longest,82,8,0.0975609756097561
freq,58,0,11,3,highest_base_count,82,2,0.024390243902439025
freq,58,0,11,3,highest_base_density,82,3,0.036585365853658534
freq,58,0,11,3,lowest_base_density,82,32,0.3902439024390244
freq,58,0,11,3,oracle_residual,82,77,0.9390243902439024
freq,58,0,11,4,retrieval_first,82,2,0.024390243902439025
freq,58,0,11,4,longest,82,8,0.0975609756097561
freq,58,0,11,4,highest_base_count,82,2,0.024390243902439025
freq,58,0,11,4,highest_base_density,82,3,0.036585365853658534
freq,58,0,11,4,lowest_base_density,82,77,0.9390243902439024
freq,58,0,11,4,oracle_residual,82,79,0.9634146341463414
freq,58,0,11,5,retrieval_first,82,9,0.10975609756097561
freq,58,0,11,5,longest,82,53,0.6463414634146342
freq,58,0,11,5,highest_base_count,82,4,0.04878048780487805
freq,58,0,11,5,highest_base_density,82,4,0.04878048780487805
freq,58,0,11,5,lowest_base_density,82,77,0.9390243902439024
freq,58,0,11,5,oracle_residual,82,80,0.975609756097561
freq,58,0,11,6,retrieval_first,82,10,0.12195121951219512
freq,58,0,11,6,longest,82,53,0.6463414634146342
freq,58,0,11,6,highest_base_count,82,4,0.04878048780487805
freq,58,0,11,6,highest_base_density,82,5,0.06097560975609756
freq,58,0,11,6,lowest_base_density,82,78,0.9512195121951219
freq,58,0,11,6,oracle_residual,82,81,0.9878048780487805
freq,113,0,11,1,retrieval_first,106,21,0.19811320754716982
freq,113,0,11,1,longest,106,10,0.09433962264150944
freq,113,0,11,1,highest_base_count,106,21,0.19811320754716982
freq,113,0,11,1,highest_base_density,106,21,0.19811320754716982
freq,113,0,11,1,lowest_base_density,106,27,0.25471698113207547
freq,113,0,11,1,oracle_residual,106,35,0.330188679245283
freq,113,0,11,2,retrieval_first,106,31,0.29245283018867924
freq,113,0,11,2,longest,106,11,0.10377358490566038
freq,113,0,11,2,highest_base_count,106,26,0.24528301886792453
freq,113,0,11,2,highest_base_density,106,21,0.19811320754716982
freq,113,0,11,2,lowest_base_density,106,37,0.3490566037735849
freq,113,0,11,2,oracle_residual,106,62,0.5849056603773585
freq,113,0,11,3,retrieval_first,106,36,0.33962264150943394
freq,113,0,11,3,longest,106,16,0.1509433962264151
freq,113,0,11,3,highest_base_count,106,61,0.5754716981132075
freq,113,0,11,3,highest_base_density,106,56,0.5283018867924528
freq,113,0,11,3,lowest_base_density,106,38,0.3584905660377358
freq,113,0,11,3,oracle_residual,106,83,0.7830188679245284
freq,113,0,11,4,retrieval_first,106,36,0.33962264150943394
freq,113,0,11,4,longest,106,16,0.1509433962264151
freq,113,0,11,4,highest_base_count,106,61,0.5754716981132075
freq,113,0,11,4,highest_base_density,106,56,0.5283018867924528
freq,113,0,11,4,lowest_base_density,106,44,0.41509433962264153
freq,113,0,11,4,oracle_residual,106,93,0.8773584905660378
freq,113,0,11,5,retrieval_first,106,37,0.3490566037735849
freq,113,0,11,5,longest,106,37,0.3490566037735849
freq,113,0,11,5,highest_base_count,106,71,0.6698113207547169
freq,113,0,11,5,highest_base_density,106,61,0.5754716981132075
freq,113,0,11,5,lowest_base_density,106,45,0.42452830188679247
freq,113,0,11,5,oracle_residual,106,99,0.9339622641509434
freq,113,0,11,6,retrieval_first,106,37,0.3490566037735849
freq,113,0,11,6,longest,106,43,0.4056603773584906
freq,113,0,11,6,highest_base_count,106,71,0.6698113207547169
freq,113,0,11,6,highest_base_density,106,61,0.5754716981132075
freq,113,0,11,6,lowest_base_density,106,45,0.42452830188679247
freq,113,0,11,6,oracle_residual,106,104,0.9811320754716981
freq,11,0,11,1,retrieval_first,96,2,0.020833333333333332
freq,11,0,11,1,longest,96,4,0.041666666666666664
freq,11,0,11,1,highest_base_count,96,2,0.020833333333333332
freq,11,0,11,1,highest_base_density,96,2,0.020833333333333332
freq,11,0,11,1,lowest_base_density,96,31,0.3229166666666667
freq,11,0,11,1,oracle_residual,96,31,0.3229166666666667
freq,11,0,11,2,retrieval_first,96,2,0.020833333333333332
freq,11,0,11,2,longest,96,17,0.17708333333333334
freq,11,0,11,2,highest_base_count,96,2,0.020833333333333332
freq,11,0,11,2,highest_base_density,96,27,0.28125
freq,11,0,11,2,lowest_base_density,96,44,0.4583333333333333
freq,11,0,11,2,oracle_residual,96,56,0.5833333333333334
freq,11,0,11,3,retrieval_first,96,6,0.0625
freq,11,0,11,3,longest,96,21,0.21875
freq,11,0,11,3,highest_base_count,96,2,0.020833333333333332
freq,11,0,11,3,highest_base_density,96,27,0.28125
freq,11,0,11,3,lowest_base_density,96,48,0.5
freq,11,0,11,3,oracle_residual,96,69,0.71875
freq,11,0,11,4,retrieval_first,96,10,0.10416666666666667
freq,11,0,11,4,longest,96,21,0.21875
freq,11,0,11,4,highest_base_count,96,8,0.08333333333333333
freq,11,0,11,4,highest_base_density,96,27,0.28125
freq,11,0,11,4,lowest_base_density,96,54,0.5625
freq,11,0,11,4,oracle_residual,96,75,0.78125
freq,11,0,11,5,retrieval_first,96,10,0.10416666666666667
freq,11,0,11,5,longest,96,27,0.28125
freq,11,0,11,5,highest_base_count,96,33,0.34375
freq,11,0,11,5,highest_base_density,96,33,0.34375
freq,11,0,11,5,lowest_base_density,96,58,0.6041666666666666
freq,11,0,11,5,oracle_residual,96,81,0.84375
freq,11,0,11,6,retrieval_first,96,16,0.16666666666666666
freq,11,0,11,6,longest,96,27,0.28125
freq,11,0,11,6,highest_base_count,96,37,0.3854166666666667
freq,11,0,11,6,highest_base_density,96,38,0.3958333333333333
freq,11,0,11,6,lowest_base_density,96,63,0.65625
freq,11,0,11,6,oracle_residual,96,86,0.8958333333333334
freq,39,0,11,1,retrieval_first,72,6,0.08333333333333333
freq,39,0,11,1,longest,72,0,0.0
freq,39,0,11,1,highest_base_count,72,6,0.08333333333333333
freq,39,0,11,1,highest_base_density,72,6,0.08333333333333333
freq,39,0,11,1,lowest_base_density,72,38,0.5277777777777778
freq,39,0,11,1,oracle_residual,72,38,0.5277777777777778
freq,39,0,11,2,retrieval_first,72,18,0.25
freq,39,0,11,2,longest,72,1,0.013888888888888888
freq,39,0,11,2,highest_base_count,72,12,0.16666666666666666
freq,39,0,11,2,highest_base_density,72,11,0.1527777777777778
freq,39,0,11,2,lowest_base_density,72,38,0.5277777777777778
freq,39,0,11,2,oracle_residual,72,50,0.6944444444444444
freq,39,0,11,3,retrieval_first,72,20,0.2777777777777778
freq,39,0,11,3,longest,72,13,0.18055555555555555
freq,39,0,11,3,highest_base_count,72,24,0.3333333333333333
freq,39,0,11,3,highest_base_density,72,17,0.2361111111111111
freq,39,0,11,3,lowest_base_density,72,39,0.5416666666666666
freq,39,0,11,3,oracle_residual,72,56,0.7777777777777778
freq,39,0,11,4,retrieval_first,72,26,0.3611111111111111
freq,39,0,11,4,longest,72,14,0.19444444444444445
freq,39,0,11,4,highest_base_count,72,25,0.3472222222222222
freq,39,0,11,4,highest_base_density,72,29,0.4027777777777778
freq,39,0,11,4,lowest_base_density,72,39,0.5416666666666666
freq,39,0,11,4,oracle_residual,72,62,0.8611111111111112
freq,39,0,11,5,retrieval_first,72,27,0.375
freq,39,0,11,5,longest,72,20,0.2777777777777778
freq,39,0,11,5,highest_base_count,72,30,0.4166666666666667
freq,39,0,11,5,highest_base_density,72,31,0.4305555555555556
freq,39,0,11,5,lowest_base_density,72,40,0.5555555555555556
freq,39,0,11,5,oracle_residual,72,67,0.9305555555555556
freq,39,0,11,6,retrieval_first,72,27,0.375
freq,39,0,11,6,longest,72,21,0.2916666666666667
freq,39,0,11,6,highest_base_count,72,31,0.4305555555555556
freq,39,0,11,6,highest_base_density,72,32,0.4444444444444444
freq,39,0,11,6,lowest_base_density,72,41,0.5694444444444444
freq,39,0,11,6,oracle_residual,72,69,0.9583333333333334
freq,131,0,11,1,retrieval_first,73,16,0.2191780821917808
freq,131,0,11,1,longest,73,0,0.0
freq,131,0,11,1,highest_base_count,73,16,0.2191780821917808
freq,131,0,11,1,highest_base_density,73,16,0.2191780821917808
freq,131,0,11,1,lowest_base_density,73,28,0.3835616438356164
freq,131,0,11,1,oracle_residual,73,28,0.3835616438356164
freq,131,0,11,2,retrieval_first,73,16,0.2191780821917808
freq,131,0,11,2,longest,73,1,0.0136986301369863
freq,131,0,11,2,highest_base_count,73,16,0.2191780821917808
freq,131,0,11,2,highest_base_density,73,16,0.2191780821917808
freq,131,0,11,2,lowest_base_density,73,30,0.410958904109589
freq,131,0,11,2,oracle_residual,73,54,0.7397260273972602
freq,131,0,11,3,retrieval_first,73,16,0.2191780821917808
freq,131,0,11,3,longest,73,1,0.0136986301369863
freq,131,0,11,3,highest_base_count,73,16,0.2191780821917808
freq,131,0,11,3,highest_base_density,73,16,0.2191780821917808
freq,131,0,11,3,lowest_base_density,73,56,0.7671232876712328
freq,131,0,11,3,oracle_residual,73,70,0.958904109589041
freq,131,0,11,4,retrieval_first,73,16,0.2191780821917808
freq,131,0,11,4,longest,73,17,0.2328767123287671
freq,131,0,11,4,highest_base_count,73,16,0.2191780821917808
freq,131,0,11,4,highest_base_density,73,16,0.2191780821917808
freq,131,0,11,4,lowest_base_density,73,56,0.7671232876712328
freq,131,0,11,4,oracle_residual,73,72,0.9863013698630136
freq,131,0,11,5,retrieval_first,73,16,0.2191780821917808
freq,131,0,11,5,longest,73,19,0.2602739726027397
freq,131,0,11,5,highest_base_count,73,17,0.2328767123287671
freq,131,0,11,5,highest_base_density,73,16,0.2191780821917808
freq,131,0,11,5,lowest_base_density,73,56,0.7671232876712328
freq,131,0,11,5,oracle_residual,73,73,1.0
freq,131,0,11,6,retrieval_first,73,17,0.2328767123287671
freq,131,0,11,6,longest,73,45,0.6164383561643836
freq,131,0,11,6,highest_base_count,73,17,0.2328767123287671
freq,131,0,11,6,highest_base_density,73,17,0.2328767123287671
freq,131,0,11,6,lowest_base_density,73,57,0.7808219178082192
freq,131,0,11,6,oracle_residual,73,73,1.0
freq,113,1,13,1,retrieval_first,99,27,0.2727272727272727
freq,113,1,13,1,longest,99,0,0.0
freq,113,1,13,1,highest_base_count,99,0,0.0
freq,113,1,13,1,highest_base_density,99,0,0.0
freq,113,1,13,1,lowest_base_density,99,26,0.26262626262626265
freq,113,1,13,1,oracle_residual,99,38,0.3838383838383838
freq,113,1,13,2,retrieval_first,99,27,0.2727272727272727
freq,113,1,13,2,longest,99,0,0.0
freq,113,1,13,2,highest_base_count,99,0,0.0
freq,113,1,13,2,highest_base_density,99,0,0.0
freq,113,1,13,2,lowest_base_density,99,53,0.5353535353535354
freq,113,1,13,2,oracle_residual,99,65,0.6565656565656566
freq,113,1,13,3,retrieval_first,99,27,0.2727272727272727
freq,113,1,13,3,longest,99,0,0.0
freq,113,1,13,3,highest_base_count,99,7,0.0707070707070707
freq,113,1,13,3,highest_base_density,99,7,0.0707070707070707
freq,113,1,13,3,lowest_base_density,99,91,0.9191919191919192
freq,113,1,13,3,oracle_residual,99,91,0.9191919191919192
freq,113,1,13,4,retrieval_first,99,27,0.2727272727272727
freq,113,1,13,4,longest,99,7,0.0707070707070707
freq,113,1,13,4,highest_base_count,99,7,0.0707070707070707
freq,113,1,13,4,highest_base_density,99,7,0.0707070707070707
freq,113,1,13,4,lowest_base_density,99,91,0.9191919191919192
freq,113,1,13,4,oracle_residual,99,98,0.98989898989899
freq,113,1,13,5,retrieval_first,99,28,0.2828282828282828
freq,113,1,13,5,longest,99,34,0.3434343434343434
freq,113,1,13,5,highest_base_count,99,7,0.0707070707070707
freq,113,1,13,5,highest_base_density,99,7,0.0707070707070707
freq,113,1,13,5,lowest_base_density,99,92,0.9292929292929293
freq,113,1,13,5,oracle_residual,99,99,1.0
freq,113,1,13,6,retrieval_first,99,28,0.2828282828282828
freq,113,1,13,6,longest,99,72,0.7272727272727273
freq,113,1,13,6,highest_base_count,99,7,0.0707070707070707
freq,113,1,13,6,highest_base_density,99,7,0.0707070707070707
freq,113,1,13,6,lowest_base_density,99,92,0.9292929292929293
freq,113,1,13,6,oracle_residual,99,99,1.0
freq,160,0,11,1,retrieval_first,87,0,0.0
freq,160,0,11,1,longest,87,8,0.09195402298850575
freq,160,0,11,1,highest_base_count,87,0,0.0
freq,160,0,11,1,highest_base_density,87,0,0.0
freq,160,0,11,1,lowest_base_density,87,27,0.3103448275862069
freq,160,0,11,1,oracle_residual,87,27,0.3103448275862069
freq,160,0,11,2,retrieval_first,87,1,0.011494252873563218
freq,160,0,11,2,longest,87,8,0.09195402298850575
freq,160,0,11,2,highest_base_count,87,0,0.0
freq,160,0,11,2,highest_base_density,87,0,0.0
freq,160,0,11,2,lowest_base_density,87,35,0.40229885057471265
freq,160,0,11,2,oracle_residual,87,49,0.5632183908045977
freq,160,0,11,3,retrieval_first,87,6,0.06896551724137931
freq,160,0,11,3,longest,87,16,0.1839080459770115
freq,160,0,11,3,highest_base_count,87,1,0.011494252873563218
freq,160,0,11,3,highest_base_density,87,10,0.11494252873563218
freq,160,0,11,3,lowest_base_density,87,36,0.41379310344827586
freq,160,0,11,3,oracle_residual,87,59,0.6781609195402298
freq,160,0,11,4,retrieval_first,87,6,0.06896551724137931
freq,160,0,11,4,longest,87,17,0.19540229885057472
freq,160,0,11,4,highest_base_count,87,6,0.06896551724137931
freq,160,0,11,4,highest_base_density,87,15,0.1724137931034483
freq,160,0,11,4,lowest_base_density,87,41,0.47126436781609193
freq,160,0,11,4,oracle_residual,87,67,0.7701149425287356
freq,160,0,11,5,retrieval_first,87,14,0.16091954022988506
freq,160,0,11,5,longest,87,22,0.25287356321839083
freq,160,0,11,5,highest_base_count,87,14,0.16091954022988506
freq,160,0,11,5,highest_base_density,87,16,0.1839080459770115
freq,160,0,11,5,lowest_base_density,87,49,0.5632183908045977
freq,160,0,11,5,oracle_residual,87,75,0.8620689655172413
freq,160,0,11,6,retrieval_first,87,22,0.25287356321839083
freq,160,0,11,6,longest,87,27,0.3103448275862069
freq,160,0,11,6,highest_base_count,87,22,0.25287356321839083
freq,160,0,11,6,highest_base_density,87,38,0.4367816091954023
freq,160,0,11,6,lowest_base_density,87,71,0.8160919540229885
freq,160,0,11,6,oracle_residual,87,80,0.9195402298850575
freq,11,1,13,1,retrieval_first,78,0,0.0
freq,11,1,13,1,longest,78,0,0.0
freq,11,1,13,1,highest_base_count,78,0,0.0
freq,11,1,13,1,highest_base_density,78,0,0.0
freq,11,1,13,1,lowest_base_density,78,30,0.38461538461538464
freq,11,1,13,1,oracle_residual,78,30,0.38461538461538464
freq,11,1,13,2,retrieval_first,78,16,0.20512820512820512
freq,11,1,13,2,longest,78,0,0.0
freq,11,1,13,2,highest_base_count,78,0,0.0
freq,11,1,13,2,highest_base_density,78,4,0.05128205128205128
freq,11,1,13,2,lowest_base_density,78,30,0.38461538461538464
freq,11,1,13,2,oracle_residual,78,53,0.6794871794871795
freq,11,1,13,3,retrieval_first,78,21,0.2692307692307692
