candidate_pool,example_id,sub_q_idx,doc_len,pool_size,pool_doc_frac,teacher_selected_size,old10_size,teacher_overlap_old10,teacher_old10_recall,teacher_old10_precision,residual_size,residual_hit,residual_recall,teacher_hit,teacher_recall,pool_precision_to_residual,pool_precision_to_teacher
old10_union_docgen10,17,0,1447,171,0.11817553559087768,206,104,104,0.5048543689320388,1.0,102,6,0.058823529411764705,110,0.5339805825242718,0.03508771929824561,0.6432748538011696
old10_union_hybrid70,17,0,1447,115,0.07947477539737388,206,104,104,0.5048543689320388,1.0,102,1,0.00980392156862745,105,0.5097087378640777,0.008695652173913044,0.9130434782608695
docgen15_frequency,17,0,1447,207,0.143054595715273,206,104,104,0.5048543689320388,1.0,102,16,0.1568627450980392,92,0.44660194174757284,0.07729468599033816,0.4444444444444444
docgen15_mean_score,17,0,1447,207,0.143054595715273,206,104,104,0.5048543689320388,1.0,102,32,0.3137254901960784,99,0.48058252427184467,0.15458937198067632,0.4782608695652174
old10_union_docgen15_frequency,17,0,1447,235,0.16240497581202487,206,104,104,0.5048543689320388,1.0,102,16,0.1568627450980392,120,0.5825242718446602,0.06808510638297872,0.5106382978723404
old10_union_docgen15_mean,17,0,1447,244,0.1686247408431237,206,104,104,0.5048543689320388,1.0,102,32,0.3137254901960784,136,0.6601941747572816,0.13114754098360656,0.5573770491803278
old20_base,17,0,1447,194,0.13407049067035245,206,104,104,0.5048543689320388,1.0,102,37,0.3627450980392157,141,0.6844660194174758,0.19072164948453607,0.7268041237113402
old10_union_old20,17,0,1447,194,0.13407049067035245,206,104,104,0.5048543689320388,1.0,102,37,0.3627450980392157,141,0.6844660194174758,0.19072164948453607,0.7268041237113402
oracle_online_draft_selected,17,0,1447,206,0.14236351071181755,206,104,104,0.5048543689320388,1.0,102,102,1.0,206,1.0,0.49514563106796117,1.0
old10_base,17,1,1970,235,0.11928934010152284,365,235,235,0.6438356164383562,1.0,130,0,0.0,235,0.6438356164383562,0.0,1.0
docgen10,17,1,1970,187,0.09492385786802031,365,235,235,0.6438356164383562,1.0,130,4,0.03076923076923077,116,0.3178082191780822,0.0213903743315508,0.6203208556149733
hybrid70_old_docgen10,17,1,1970,235,0.11928934010152284,365,235,235,0.6438356164383562,1.0,130,12,0.09230769230769231,209,0.5726027397260274,0.05106382978723404,0.8893617021276595
old10_union_docgen10,17,1,1970,310,0.15736040609137056,365,235,235,0.6438356164383562,1.0,130,4,0.03076923076923077,239,0.6547945205479452,0.012903225806451613,0.7709677419354839
old10_union_hybrid70,17,1,1970,273,0.13857868020304567,365,235,235,0.6438356164383562,1.0,130,12,0.09230769230769231,247,0.6767123287671233,0.04395604395604396,0.9047619047619048
docgen15_frequency,17,1,1970,283,0.14365482233502538,365,235,235,0.6438356164383562,1.0,130,18,0.13846153846153847,148,0.4054794520547945,0.0636042402826855,0.5229681978798587
docgen15_mean_score,17,1,1970,283,0.14365482233502538,365,235,235,0.6438356164383562,1.0,130,44,0.3384615384615385,164,0.44931506849315067,0.15547703180212014,0.5795053003533569
old10_union_docgen15_frequency,17,1,1970,388,0.19695431472081218,365,235,235,0.6438356164383562,1.0,130,18,0.13846153846153847,253,0.6931506849315069,0.04639175257731959,0.6520618556701031
old10_union_docgen15_mean,17,1,1970,398,0.2020304568527919,365,235,235,0.6438356164383562,1.0,130,44,0.3384615384615385,279,0.7643835616438356,0.11055276381909548,0.7010050251256281
old20_base,17,1,1970,452,0.22944162436548224,365,235,235,0.6438356164383562,1.0,130,57,0.43846153846153846,292,0.8,0.1261061946902655,0.6460176991150443
old10_union_old20,17,1,1970,452,0.22944162436548224,365,235,235,0.6438356164383562,1.0,130,57,0.43846153846153846,292,0.8,0.1261061946902655,0.6460176991150443
oracle_online_draft_selected,17,1,1970,365,0.18527918781725888,365,235,235,0.6438356164383562,1.0,130,130,1.0,365,1.0,0.3561643835616438,1.0
old10_base,18,0,1052,45,0.04277566539923954,128,45,45,0.3515625,1.0,83,0,0.0,45,0.3515625,0.0,1.0
docgen10,18,0,1052,99,0.094106463878327,128,45,45,0.3515625,1.0,83,14,0.1686746987951807,37,0.2890625,0.1414141414141414,0.37373737373737376
hybrid70_old_docgen10,18,0,1052,45,0.04277566539923954,128,45,45,0.3515625,1.0,83,2,0.024096385542168676,42,0.328125,0.044444444444444446,0.9333333333333333
old10_union_docgen10,18,0,1052,121,0.1150190114068441,128,45,45,0.3515625,1.0,83,14,0.1686746987951807,59,0.4609375,0.11570247933884298,0.48760330578512395
old10_union_hybrid70,18,0,1052,50,0.04752851711026616,128,45,45,0.3515625,1.0,83,2,0.024096385542168676,47,0.3671875,0.04,0.94
docgen15_frequency,18,0,1052,148,0.14068441064638784,128,45,45,0.3515625,1.0,83,20,0.24096385542168675,49,0.3828125,0.13513513513513514,0.3310810810810811
docgen15_mean_score,18,0,1052,148,0.14068441064638784,128,45,45,0.3515625,1.0,83,24,0.2891566265060241,53,0.4140625,0.16216216216216217,0.3581081081081081
old10_union_docgen15_frequency,18,0,1052,164,0.155893536121673,128,45,45,0.3515625,1.0,83,20,0.24096385542168675,65,0.5078125,0.12195121951219512,0.39634146341463417
old10_union_docgen15_mean,18,0,1052,164,0.155893536121673,128,45,45,0.3515625,1.0,83,24,0.2891566265060241,69,0.5390625,0.14634146341463414,0.42073170731707316
old20_base,18,0,1052,122,0.11596958174904944,128,45,45,0.3515625,1.0,83,21,0.25301204819277107,66,0.515625,0.1721311475409836,0.5409836065573771
old10_union_old20,18,0,1052,122,0.11596958174904944,128,45,45,0.3515625,1.0,83,21,0.25301204819277107,66,0.515625,0.1721311475409836,0.5409836065573771
oracle_online_draft_selected,18,0,1052,128,0.12167300380228137,128,45,45,0.3515625,1.0,83,83,1.0,128,1.0,0.6484375,1.0
old10_base,18,1,1232,156,0.1266233766233766,242,156,156,0.6446280991735537,1.0,86,0,0.0,156,0.6446280991735537,0.0,1.0
docgen10,18,1,1232,114,0.09253246753246754,242,156,156,0.6446280991735537,1.0,86,12,0.13953488372093023,58,0.2396694214876033,0.10526315789473684,0.5087719298245614
hybrid70_old_docgen10,18,1,1232,156,0.1266233766233766,242,156,156,0.6446280991735537,1.0,86,0,0.0,128,0.5289256198347108,0.0,0.8205128205128205
old10_union_docgen10,18,1,1232,224,0.18181818181818182,242,156,156,0.6446280991735537,1.0,86,12,0.13953488372093023,168,0.6942148760330579,0.05357142857142857,0.75
old10_union_hybrid70,18,1,1232,184,0.14935064935064934,242,156,156,0.6446280991735537,1.0,86,0,0.0,156,0.6446280991735537,0.0,0.8478260869565217
docgen15_frequency,18,1,1232,173,0.14042207792207792,242,156,156,0.6446280991735537,1.0,86,20,0.23255813953488372,92,0.38016528925619836,0.11560693641618497,0.5317919075144508
docgen15_mean_score,18,1,1232,173,0.14042207792207792,242,156,156,0.6446280991735537,1.0,86,25,0.29069767441860467,91,0.3760330578512397,0.14450867052023122,0.5260115606936416
old10_union_docgen15_frequency,18,1,1232,257,0.2086038961038961,242,156,156,0.6446280991735537,1.0,86,20,0.23255813953488372,176,0.7272727272727273,0.07782101167315175,0.6848249027237354
old10_union_docgen15_mean,18,1,1232,263,0.21347402597402598,242,156,156,0.6446280991735537,1.0,86,25,0.29069767441860467,181,0.7479338842975206,0.09505703422053231,0.688212927756654
old20_base,18,1,1232,289,0.23457792207792208,242,156,156,0.6446280991735537,1.0,86,34,0.3953488372093023,190,0.7851239669421488,0.11764705882352941,0.657439446366782
old10_union_old20,18,1,1232,289,0.23457792207792208,242,156,156,0.6446280991735537,1.0,86,34,0.3953488372093023,190,0.7851239669421488,0.11764705882352941,0.657439446366782
oracle_online_draft_selected,18,1,1232,242,0.19642857142857142,242,156,156,0.6446280991735537,1.0,86,86,1.0,242,1.0,0.35537190082644626,1.0
old10_base,19,0,1060,130,0.12264150943396226,207,130,130,0.6280193236714976,1.0,77,0,0.0,130,0.6280193236714976,0.0,1.0
docgen10,19,0,1060,99,0.09339622641509433,207,130,130,0.6280193236714976,1.0,77,5,0.06493506493506493,67,0.32367149758454106,0.050505050505050504,0.6767676767676768
hybrid70_old_docgen10,19,0,1060,130,0.12264150943396226,207,130,130,0.6280193236714976,1.0,77,5,0.06493506493506493,118,0.5700483091787439,0.038461538461538464,0.9076923076923077
old10_union_docgen10,19,0,1060,167,0.15754716981132075,207,130,130,0.6280193236714976,1.0,77,5,0.06493506493506493,135,0.6521739130434783,0.029940119760479042,0.8083832335329342
old10_union_hybrid70,19,0,1060,147,0.13867924528301886,207,130,130,0.6280193236714976,1.0,77,5,0.06493506493506493,135,0.6521739130434783,0.034013605442176874,0.9183673469387755
docgen15_frequency,19,0,1060,151,0.14245283018867924,207,130,130,0.6280193236714976,1.0,77,7,0.09090909090909091,81,0.391304347826087,0.046357615894039736,0.5364238410596026
docgen15_mean_score,19,0,1060,151,0.14245283018867924,207,130,130,0.6280193236714976,1.0,77,15,0.19480519480519481,83,0.40096618357487923,0.09933774834437085,0.5496688741721855
old10_union_docgen15_frequency,19,0,1060,207,0.19528301886792454,207,130,130,0.6280193236714976,1.0,77,7,0.09090909090909091,137,0.6618357487922706,0.033816425120772944,0.6618357487922706
old10_union_docgen15_mean,19,0,1060,213,0.2009433962264151,207,130,130,0.6280193236714976,1.0,77,15,0.19480519480519481,145,0.7004830917874396,0.07042253521126761,0.6807511737089202
old20_base,19,0,1060,232,0.2188679245283019,207,130,130,0.6280193236714976,1.0,77,34,0.44155844155844154,164,0.7922705314009661,0.14655172413793102,0.7068965517241379
old10_union_old20,19,0,1060,232,0.2188679245283019,207,130,130,0.6280193236714976,1.0,77,34,0.44155844155844154,164,0.7922705314009661,0.14655172413793102,0.7068965517241379
oracle_online_draft_selected,19,0,1060,207,0.19528301886792454,207,130,130,0.6280193236714976,1.0,77,77,1.0,207,1.0,0.3719806763285024,1.0
old10_base,19,1,1611,132,0.08193668528864059,242,132,132,0.5454545454545454,1.0,110,0,0.0,132,0.5454545454545454,0.0,1.0
docgen10,19,1,1611,153,0.09497206703910614,242,132,132,0.5454545454545454,1.0,110,7,0.06363636363636363,88,0.36363636363636365,0.0457516339869281,0.5751633986928104
hybrid70_old_docgen10,19,1,1611,132,0.08193668528864059,242,132,132,0.5454545454545454,1.0,110,1,0.00909090909090909,114,0.47107438016528924,0.007575757575757576,0.8636363636363636
old10_union_docgen10,19,1,1611,204,0.1266294227188082,242,132,132,0.5454545454545454,1.0,110,7,0.06363636363636363,139,0.5743801652892562,0.03431372549019608,0.6813725490196079
old10_union_hybrid70,19,1,1611,151,0.09373060211049038,242,132,132,0.5454545454545454,1.0,110,1,0.00909090909090909,133,0.5495867768595041,0.006622516556291391,0.8807947019867549
docgen15_frequency,19,1,1611,231,0.14338919925512103,242,132,132,0.5454545454545454,1.0,110,11,0.1,104,0.4297520661157025,0.047619047619047616,0.45021645021645024
docgen15_mean_score,19,1,1611,231,0.14338919925512103,242,132,132,0.5454545454545454,1.0,110,23,0.20909090909090908,105,0.43388429752066116,0.09956709956709957,0.45454545454545453
old10_union_docgen15_frequency,19,1,1611,270,0.16759776536312848,242,132,132,0.5454545454545454,1.0,110,11,0.1,143,0.5909090909090909,0.040740740740740744,0.5296296296296297
old10_union_docgen15_mean,19,1,1611,281,0.17442582247051522,242,132,132,0.5454545454545454,1.0,110,23,0.20909090909090908,155,0.640495867768595,0.08185053380782918,0.5516014234875445
old20_base,19,1,1611,291,0.18063314711359404,242,132,132,0.5454545454545454,1.0,110,18,0.16363636363636364,150,0.6198347107438017,0.061855670103092786,0.5154639175257731
old10_union_old20,19,1,1611,291,0.18063314711359404,242,132,132,0.5454545454545454,1.0,110,18,0.16363636363636364,150,0.6198347107438017,0.061855670103092786,0.5154639175257731
oracle_online_draft_selected,19,1,1611,242,0.15021725636250777,242,132,132,0.5454545454545454,1.0,110,110,1.0,242,1.0,0.45454545454545453,1.0
old10_base,20,0,1549,104,0.0671400903808909,209,104,104,0.49760765550239233,1.0,105,0,0.0,104,0.49760765550239233,0.0,1.0
docgen10,20,0,1549,147,0.09489993544222079,209,104,104,0.49760765550239233,1.0,105,26,0.24761904761904763,86,0.41148325358851673,0.17687074829931973,0.5850340136054422
hybrid70_old_docgen10,20,0,1549,104,0.0671400903808909,209,104,104,0.49760765550239233,1.0,105,7,0.06666666666666667,93,0.4449760765550239,0.0673076923076923,0.8942307692307693
old10_union_docgen10,20,0,1549,191,0.12330535829567463,209,104,104,0.49760765550239233,1.0,105,26,0.24761904761904763,130,0.6220095693779905,0.13612565445026178,0.680628272251309
old10_union_hybrid70,20,0,1549,122,0.07876049063912201,209,104,104,0.49760765550239233,1.0,105,7,0.06666666666666667,111,0.5311004784688995,0.05737704918032787,0.9098360655737705
docgen15_frequency,20,0,1549,223,0.14396384764364106,209,104,104,0.49760765550239233,1.0,105,31,0.29523809523809524,126,0.6028708133971292,0.13901345291479822,0.5650224215246636
docgen15_mean_score,20,0,1549,223,0.14396384764364106,209,104,104,0.49760765550239233,1.0,105,55,0.5238095238095238,126,0.6028708133971292,0.24663677130044842,0.5650224215246636
old10_union_docgen15_frequency,20,0,1549,232,0.14977404777275663,209,104,104,0.49760765550239233,1.0,105,31,0.29523809523809524,135,0.645933014354067,0.1336206896551724,0.5818965517241379
old10_union_docgen15_mean,20,0,1549,256,0.16526791478373143,209,104,104,0.49760765550239233,1.0,105,55,0.5238095238095238,159,0.7607655502392344,0.21484375,0.62109375
old20_base,20,0,1549,227,0.14654615881213687,209,104,104,0.49760765550239233,1.0,105,45,0.42857142857142855,149,0.7129186602870813,0.19823788546255505,0.6563876651982379
old10_union_old20,20,0,1549,227,0.14654615881213687,209,104,104,0.49760765550239233,1.0,105,45,0.42857142857142855,149,0.7129186602870813,0.19823788546255505,0.6563876651982379
oracle_online_draft_selected,20,0,1549,209,0.13492575855390573,209,104,104,0.49760765550239233,1.0,105,105,1.0,209,1.0,0.5023923444976076,1.0
old10_base,20,1,2310,282,0.12207792207792208,440,282,282,0.6409090909090909,1.0,158,0,0.0,282,0.6409090909090909,0.0,1.0
docgen10,20,1,2310,220,0.09523809523809523,440,282,282,0.6409090909090909,1.0,158,8,0.05063291139240506,139,0.3159090909090909,0.03636363636363636,0.6318181818181818
hybrid70_old_docgen10,20,1,2310,282,0.12207792207792208,440,282,282,0.6409090909090909,1.0,158,3,0.0189873417721519,243,0.5522727272727272,0.010638297872340425,0.8617021276595744
old10_union_docgen10,20,1,2310,371,0.1606060606060606,440,282,282,0.6409090909090909,1.0,158,8,0.05063291139240506,290,0.6590909090909091,0.0215633423180593,0.7816711590296496
old10_union_hybrid70,20,1,2310,324,0.14025974025974025,440,282,282,0.6409090909090909,1.0,158,3,0.0189873417721519,285,0.6477272727272727,0.009259259259259259,0.8796296296296297
docgen15_frequency,20,1,2310,335,0.14502164502164502,440,282,282,0.6409090909090909,1.0,158,16,0.10126582278481013,193,0.43863636363636366,0.04776119402985075,0.5761194029850746
docgen15_mean_score,20,1,2310,335,0.14502164502164502,440,282,282,0.6409090909090909,1.0,158,29,0.18354430379746836,170,0.38636363636363635,0.08656716417910448,0.5074626865671642
old10_union_docgen15_frequency,20,1,2310,440,0.19047619047619047,440,282,282,0.6409090909090909,1.0,158,16,0.10126582278481013,298,0.6772727272727272,0.03636363636363636,0.6772727272727272
old10_union_docgen15_mean,20,1,2310,476,0.20606060606060606,440,282,282,0.6409090909090909,1.0,158,29,0.18354430379746836,311,0.7068181818181818,0.06092436974789916,0.6533613445378151
old20_base,20,1,2310,558,0.24155844155844156,440,282,282,0.6409090909090909,1.0,158,54,0.34177215189873417,336,0.7636363636363637,0.0967741935483871,0.6021505376344086
old10_union_old20,20,1,2310,558,0.24155844155844156,440,282,282,0.6409090909090909,1.0,158,54,0.34177215189873417,336,0.7636363636363637,0.0967741935483871,0.6021505376344086
oracle_online_draft_selected,20,1,2310,440,0.19047619047619047,440,282,282,0.6409090909090909,1.0,158,158,1.0,440,1.0,0.35909090909090907,1.0
old10_base,21,0,1780,94,0.052808988764044947,212,94,94,0.44339622641509435,1.0,118,0,0.0,94,0.44339622641509435,0.0,1.0
docgen10,21,0,1780,170,0.09550561797752809,212,94,94,0.44339622641509435,1.0,118,20,0.1694915254237288,101,0.47641509433962265,0.11764705882352941,0.5941176470588235
hybrid70_old_docgen10,21,0,1780,94,0.052808988764044947,212,94,94,0.44339622641509435,1.0,118,6,0.05084745762711865,84,0.39622641509433965,0.06382978723404255,0.8936170212765957
old10_union_docgen10,21,0,1780,183,0.10280898876404494,212,94,94,0.44339622641509435,1.0,118,20,0.1694915254237288,114,0.5377358490566038,0.1092896174863388,0.6229508196721312
old10_union_hybrid70,21,0,1780,110,0.06179775280898876,212,94,94,0.44339622641509435,1.0,118,6,0.05084745762711865,100,0.4716981132075472,0.05454545454545454,0.9090909090909091
docgen15_frequency,21,0,1780,258,0.1449438202247191,212,94,94,0.44339622641509435,1.0,118,23,0.19491525423728814,116,0.5471698113207547,0.08914728682170543,0.4496124031007752
docgen15_mean_score,21,0,1780,258,0.1449438202247191,212,94,94,0.44339622641509435,1.0,118,43,0.3644067796610169,119,0.5613207547169812,0.16666666666666666,0.46124031007751937
old10_union_docgen15_frequency,21,0,1780,259,0.1455056179775281,212,94,94,0.44339622641509435,1.0,118,23,0.19491525423728814,117,0.5518867924528302,0.0888030888030888,0.4517374517374517
old10_union_docgen15_mean,21,0,1780,276,0.1550561797752809,212,94,94,0.44339622641509435,1.0,118,43,0.3644067796610169,137,0.6462264150943396,0.15579710144927536,0.4963768115942029
old20_base,21,0,1780,251,0.14101123595505619,212,94,94,0.44339622641509435,1.0,118,60,0.5084745762711864,154,0.7264150943396226,0.23904382470119523,0.6135458167330677
old10_union_old20,21,0,1780,251,0.14101123595505619,212,94,94,0.44339622641509435,1.0,118,60,0.5084745762711864,154,0.7264150943396226,0.23904382470119523,0.6135458167330677
oracle_online_draft_selected,21,0,1780,212,0.11910112359550562,212,94,94,0.44339622641509435,1.0,118,118,1.0,212,1.0,0.5566037735849056,1.0
old10_base,21,1,2143,230,0.10732617825478301,360,230,230,0.6388888888888888,1.0,130,0,0.0,230,0.6388888888888888,0.0,1.0
docgen10,21,1,2143,204,0.09519365375641624,360,230,230,0.6388888888888888,1.0,130,6,0.046153846153846156,100,0.2777777777777778,0.029411764705882353,0.49019607843137253
hybrid70_old_docgen10,21,1,2143,230,0.10732617825478301,360,230,230,0.6388888888888888,1.0,130,2,0.015384615384615385,211,0.5861111111111111,0.008695652173913044,0.9173913043478261
old10_union_docgen10,21,1,2143,340,0.15865608959402708,360,230,230,0.6388888888888888,1.0,130,6,0.046153846153846156,236,0.6555555555555556,0.01764705882352941,0.6941176470588235
old10_union_hybrid70,21,1,2143,251,0.11712552496500234,360,230,230,0.6388888888888888,1.0,130,2,0.015384615384615385,232,0.6444444444444445,0.00796812749003984,0.9243027888446215
docgen15_frequency,21,1,2143,311,0.1451236584227718,360,230,230,0.6388888888888888,1.0,130,24,0.18461538461538463,146,0.40555555555555556,0.07717041800643087,0.4694533762057878
docgen15_mean_score,21,1,2143,311,0.1451236584227718,360,230,230,0.6388888888888888,1.0,130,33,0.25384615384615383,135,0.375,0.10610932475884244,0.4340836012861736
old10_union_docgen15_frequency,21,1,2143,419,0.19552029864675688,360,230,230,0.6388888888888888,1.0,130,24,0.18461538461538463,254,0.7055555555555556,0.057279236276849645,0.6062052505966588
old10_union_docgen15_mean,21,1,2143,439,0.2048530097993467,360,230,230,0.6388888888888888,1.0,130,33,0.25384615384615383,263,0.7305555555555555,0.07517084282460136,0.5990888382687927
old20_base,21,1,2143,412,0.19225384974335044,360,230,230,0.6388888888888888,1.0,130,24,0.18461538461538463,254,0.7055555555555556,0.05825242718446602,0.616504854368932
old10_union_old20,21,1,2143,412,0.19225384974335044,360,230,230,0.6388888888888888,1.0,130,24,0.18461538461538463,254,0.7055555555555556,0.05825242718446602,0.616504854368932
oracle_online_draft_selected,21,1,2143,360,0.1679888007466169,360,230,230,0.6388888888888888,1.0,130,130,1.0,360,1.0,0.3611111111111111,1.0
old10_base,24,0,1586,78,0.04918032786885246,185,78,78,0.42162162162162165,1.0,107,0,0.0,78,0.42162162162162165,0.0,1.0
docgen10,24,0,1586,152,0.09583858764186633,185,78,78,0.42162162162162165,1.0,107,28,0.2616822429906542,81,0.43783783783783786,0.18421052631578946,0.5328947368421053
hybrid70_old_docgen10,24,0,1586,78,0.04918032786885246,185,78,78,0.42162162162162165,1.0,107,6,0.056074766355140186,70,0.3783783783783784,0.07692307692307693,0.8974358974358975
old10_union_docgen10,24,0,1586,177,0.1116015132408575,185,78,78,0.42162162162162165,1.0,107,28,0.2616822429906542,106,0.572972972972973,0.15819209039548024,0.5988700564971752
old10_union_hybrid70,24,0,1586,92,0.058007566204287514,185,78,78,0.42162162162162165,1.0,107,6,0.056074766355140186,84,0.4540540540540541,0.06521739130434782,0.9130434782608695
docgen15_frequency,24,0,1586,230,0.1450189155107188,185,78,78,0.42162162162162165,1.0,107,51,0.4766355140186916,115,0.6216216216216216,0.2217391304347826,0.5
docgen15_mean_score,24,0,1586,230,0.1450189155107188,185,78,78,0.42162162162162165,1.0,107,57,0.5327102803738317,114,0.6162162162162163,0.24782608695652175,0.4956521739130435
old10_union_docgen15_frequency,24,0,1586,244,0.15384615384615385,185,78,78,0.42162162162162165,1.0,107,51,0.4766355140186916,129,0.6972972972972973,0.20901639344262296,0.5286885245901639
old10_union_docgen15_mean,24,0,1586,251,0.15825977301387137,185,78,78,0.42162162162162165,1.0,107,57,0.5327102803738317,135,0.7297297297297297,0.22709163346613545,0.5378486055776892
old20_base,24,0,1586,216,0.13619167717528374,185,78,78,0.42162162162162165,1.0,107,51,0.4766355140186916,129,0.6972972972972973,0.2361111111111111,0.5972222222222222
old10_union_old20,24,0,1586,216,0.13619167717528374,185,78,78,0.42162162162162165,1.0,107,51,0.4766355140186916,129,0.6972972972972973,0.2361111111111111,0.5972222222222222
oracle_online_draft_selected,24,0,1586,185,0.11664564943253468,185,78,78,0.42162162162162165,1.0,107,107,1.0,185,1.0,0.5783783783783784,1.0
old10_base,24,1,2026,237,0.11697926949654491,365,237,237,0.6493150684931507,1.0,128,0,0.0,237,0.6493150684931507,0.0,1.0
docgen10,24,1,2026,194,0.09575518262586377,365,237,237,0.6493150684931507,1.0,128,10,0.078125,131,0.3589041095890411,0.05154639175257732,0.6752577319587629
hybrid70_old_docgen10,24,1,2026,237,0.11697926949654491,365,237,237,0.6493150684931507,1.0,128,3,0.0234375,204,0.5589041095890411,0.012658227848101266,0.8607594936708861
old10_union_docgen10,24,1,2026,310,0.15301085883514315,365,237,237,0.6493150684931507,1.0,128,10,0.078125,247,0.6767123287671233,0.03225806451612903,0.7967741935483871
old10_union_hybrid70,24,1,2026,273,0.1347482724580454,365,237,237,0.6493150684931507,1.0,128,3,0.0234375,240,0.6575342465753424,0.01098901098901099,0.8791208791208791
docgen15_frequency,24,1,2026,295,0.1456071076011846,365,237,237,0.6493150684931507,1.0,128,23,0.1796875,170,0.4657534246575342,0.07796610169491526,0.576271186440678
docgen15_mean_score,24,1,2026,295,0.1456071076011846,365,237,237,0.6493150684931507,1.0,128,40,0.3125,153,0.4191780821917808,0.13559322033898305,0.5186440677966102
old10_union_docgen15_frequency,24,1,2026,385,0.19002961500493584,365,237,237,0.6493150684931507,1.0,128,23,0.1796875,260,0.7123287671232876,0.05974025974025974,0.6753246753246753
old10_union_docgen15_mean,24,1,2026,419,0.20681145113524185,365,237,237,0.6493150684931507,1.0,128,40,0.3125,277,0.7589041095890411,0.0954653937947494,0.6610978520286396
old20_base,24,1,2026,463,0.22852912142152024,365,237,237,0.6493150684931507,1.0,128,45,0.3515625,282,0.7726027397260274,0.09719222462203024,0.6090712742980562
old10_union_old20,24,1,2026,463,0.22852912142152024,365,237,237,0.6493150684931507,1.0,128,45,0.3515625,282,0.7726027397260274,0.09719222462203024,0.6090712742980562
oracle_online_draft_selected,24,1,2026,365,0.18015794669299112,365,237,237,0.6493150684931507,1.0,128,128,1.0,365,1.0,0.3506849315068493,1.0
old10_base,25,0,819,89,0.10866910866910867,158,89,89,0.5632911392405063,1.0,69,0,0.0,89,0.5632911392405063,0.0,1.0
docgen10,25,0,819,76,0.0927960927960928,158,89,89,0.5632911392405063,1.0,69,8,0.11594202898550725,44,0.27848101265822783,0.10526315789473684,0.5789473684210527
hybrid70_old_docgen10,25,0,819,89,0.10866910866910867,158,89,89,0.5632911392405063,1.0,69,3,0.043478260869565216,83,0.5253164556962026,0.033707865168539325,0.9325842696629213
old10_union_docgen10,25,0,819,129,0.1575091575091575,158,89,89,0.5632911392405063,1.0,69,8,0.11594202898550725,97,0.6139240506329114,0.06201550387596899,0.751937984496124
old10_union_hybrid70,25,0,819,98,0.11965811965811966,158,89,89,0.5632911392405063,1.0,69,3,0.043478260869565216,92,0.5822784810126582,0.030612244897959183,0.9387755102040817
docgen15_frequency,25,0,819,114,0.1391941391941392,158,89,89,0.5632911392405063,1.0,69,7,0.10144927536231885,54,0.34177215189873417,0.06140350877192982,0.47368421052631576
docgen15_mean_score,25,0,819,114,0.1391941391941392,158,89,89,0.5632911392405063,1.0,69,22,0.3188405797101449,68,0.43037974683544306,0.19298245614035087,0.5964912280701754
old10_union_docgen15_frequency,25,0,819,156,0.19047619047619047,158,89,89,0.5632911392405063,1.0,69,7,0.10144927536231885,96,0.6075949367088608,0.04487179487179487,0.6153846153846154
old10_union_docgen15_mean,25,0,819,157,0.1916971916971917,158,89,89,0.5632911392405063,1.0,69,22,0.3188405797101449,111,0.7025316455696202,0.14012738853503184,0.7070063694267515
old20_base,25,0,819,175,0.21367521367521367,158,89,89,0.5632911392405063,1.0,69,19,0.2753623188405797,108,0.6835443037974683,0.10857142857142857,0.6171428571428571
old10_union_old20,25,0,819,175,0.21367521367521367,158,89,89,0.5632911392405063,1.0,69,19,0.2753623188405797,108,0.6835443037974683,0.10857142857142857,0.6171428571428571
oracle_online_draft_selected,25,0,819,158,0.19291819291819293,158,89,89,0.5632911392405063,1.0,69,69,1.0,158,1.0,0.43670886075949367,1.0
old10_base,25,1,1156,129,0.1115916955017301,214,129,129,0.602803738317757,1.0,85,0,0.0,129,0.602803738317757,0.0,1.0
docgen10,25,1,1156,107,0.092560553633218,214,129,129,0.602803738317757,1.0,85,7,0.08235294117647059,70,0.32710280373831774,0.06542056074766354,0.6542056074766355
hybrid70_old_docgen10,25,1,1156,129,0.1115916955017301,214,129,129,0.602803738317757,1.0,85,5,0.058823529411764705,114,0.5327102803738317,0.03875968992248062,0.8837209302325582
old10_union_docgen10,25,1,1156,173,0.14965397923875431,214,129,129,0.602803738317757,1.0,85,7,0.08235294117647059,136,0.6355140186915887,0.04046242774566474,0.7861271676300579
old10_union_hybrid70,25,1,1156,149,0.12889273356401384,214,129,129,0.602803738317757,1.0,85,5,0.058823529411764705,134,0.6261682242990654,0.03355704697986577,0.8993288590604027
docgen15_frequency,25,1,1156,162,0.14013840830449828,214,129,129,0.602803738317757,1.0,85,9,0.10588235294117647,88,0.411214953271028,0.05555555555555555,0.5432098765432098
docgen15_mean_score,25,1,1156,162,0.14013840830449828,214,129,129,0.602803738317757,1.0,85,20,0.23529411764705882,85,0.397196261682243,0.12345679012345678,0.5246913580246914
old10_union_docgen15_frequency,25,1,1156,212,0.18339100346020762,214,129,129,0.602803738317757,1.0,85,9,0.10588235294117647,138,0.6448598130841121,0.04245283018867924,0.6509433962264151
old10_union_docgen15_mean,25,1,1156,226,0.19550173010380623,214,129,129,0.602803738317757,1.0,85,20,0.23529411764705882,149,0.6962616822429907,0.08849557522123894,0.6592920353982301
old20_base,25,1,1156,245,0.21193771626297578,214,129,129,0.602803738317757,1.0,85,19,0.2235294117647059,148,0.6915887850467289,0.07755102040816327,0.6040816326530613
