example_id,sub_q_idx,main_question,online_count,offline_count,intersection,union,jaccard,online_recall_by_offline,offline_precision_vs_online,draft_correct_offline_wrong,offline_correct_draft_wrong,draft_correct_qk_wrong,qk_correct_draft_wrong
146,1,In what county is William W. Blair's birthplace located?,289,254,100,443,0.22573363431151242,0.3460207612456747,0.3937007874015748,False,False,False,False
147,0,How old was Mary when engaged to the person from whom São José dos Campos takes it's name?,165,133,74,224,0.33035714285714285,0.4484848484848485,0.556390977443609,False,False,False,False
147,1,How old was Mary when engaged to the person from whom São José dos Campos takes it's name?,338,297,123,512,0.240234375,0.363905325443787,0.41414141414141414,False,False,False,False
149,0,What was the old show that was named after a character that Walt Disney created in 1928 called?,300,264,163,401,0.40648379052369077,0.5433333333333333,0.6174242424242424,False,False,False,False
150,0,Where is the country with ISO code ISO 3166-2:CV located?,163,124,49,238,0.20588235294117646,0.3006134969325153,0.3951612903225806,True,False,False,False
150,1,Where is the country with ISO code ISO 3166-2:CV located?,288,254,134,408,0.3284313725490196,0.4652777777777778,0.5275590551181102,True,False,False,False
151,0,What award did the author of The Red Tree receive?,168,136,70,234,0.29914529914529914,0.4166666666666667,0.5147058823529411,False,False,False,False
151,1,What award did the author of The Red Tree receive?,225,195,82,338,0.24260355029585798,0.36444444444444446,0.4205128205128205,False,False,False,False
152,0,What was the show named after the character featured in the video game Mickey's Safari in Letterland?,288,251,129,410,0.3146341463414634,0.4479166666666667,0.5139442231075697,False,False,False,False
152,1,What was the show named after the character featured in the video game Mickey's Safari in Letterland?,288,253,138,403,0.3424317617866005,0.4791666666666667,0.5454545454545454,False,False,False,False
153,0,In which county is Southern Maryland Electric Cooperative headquartered?,229,195,103,321,0.32087227414330216,0.4497816593886463,0.5282051282051282,False,False,False,False
154,0,Where is Amílcar Cabral International Airport?,250,218,105,363,0.2892561983471074,0.42,0.481651376146789,False,False,False,False
155,0,Where was the author of Hannibal and Scipio educated at?,224,183,100,307,0.3257328990228013,0.44642857142857145,0.546448087431694,False,False,False,False
155,1,Where was the author of Hannibal and Scipio educated at?,256,225,113,368,0.3070652173913043,0.44140625,0.5022222222222222,False,False,False,False
156,0,Where was Tyler MacDuff's child educated?,182,154,75,261,0.28735632183908044,0.41208791208791207,0.487012987012987,True,False,True,False
156,1,Where was Tyler MacDuff's child educated?,253,222,89,386,0.23056994818652848,0.35177865612648224,0.4009009009009009,True,False,True,False
158,0,In which county is Kimbrough Memorial Stadium located?,239,205,108,336,0.32142857142857145,0.45188284518828453,0.526829268292683,False,False,False,False
158,1,In which county is Kimbrough Memorial Stadium located?,196,165,86,275,0.31272727272727274,0.4387755102040816,0.5212121212121212,False,False,False,False
160,0,What military overran much of Erich Zakowski's place of birth?,190,158,80,268,0.29850746268656714,0.42105263157894735,0.5063291139240507,False,True,False,False
160,1,What military overran much of Erich Zakowski's place of birth?,330,289,150,469,0.31982942430703626,0.45454545454545453,0.5190311418685121,False,True,False,False
161,0,The 1967 Federation Cup is an instance of this tournament which is named after what organization?,200,170,84,286,0.2937062937062937,0.42,0.49411764705882355,False,False,False,False
161,1,The 1967 Federation Cup is an instance of this tournament which is named after what organization?,304,268,123,449,0.2739420935412027,0.40460526315789475,0.458955223880597,False,False,False,False
162,0,What is another notable work made by the author of Miss Sara Sampson?,243,204,106,341,0.31085043988269795,0.43621399176954734,0.5196078431372549,False,False,False,False
163,0,What record label is the performer of Almost Made Ya signed to?,222,186,100,308,0.3246753246753247,0.45045045045045046,0.5376344086021505,False,False,False,False
163,1,What record label is the performer of Almost Made Ya signed to?,316,277,142,451,0.3148558758314856,0.44936708860759494,0.5126353790613718,False,False,False,False
164,0,"According to the agency that published U.S. and World Population Clock, what is the total area in square miles?",283,247,138,392,0.3520408163265306,0.4876325088339223,0.5587044534412956,False,False,False,False
164,1,"According to the agency that published U.S. and World Population Clock, what is the total area in square miles?",411,372,186,597,0.31155778894472363,0.45255474452554745,0.5,False,False,False,False
165,0,"According to the developer of Topologically Integrated Geographic Encoding and Referencing, what is the total area of Atlantic City in square miles?",287,245,115,417,0.27577937649880097,0.40069686411149824,0.46938775510204084,False,False,False,False
166,0,Who is the child of Sigrid Eskilsdotter's child?,228,193,94,327,0.2874617737003058,0.41228070175438597,0.48704663212435234,True,False,True,False
166,1,Who is the child of Sigrid Eskilsdotter's child?,268,230,86,412,0.2087378640776699,0.3208955223880597,0.3739130434782609,True,False,True,False
167,0,Who is the child of the Victim of Romance performer?,215,182,96,301,0.31893687707641194,0.44651162790697674,0.5274725274725275,False,False,False,False
167,1,Who is the child of the Victim of Romance performer?,213,180,86,307,0.28013029315960913,0.40375586854460094,0.4777777777777778,False,False,False,False
169,0,What happened to the Curonians who lived in the area where Erich Zakowski was born?,190,158,85,263,0.3231939163498099,0.4473684210526316,0.5379746835443038,False,True,False,False
169,1,What happened to the Curonians who lived in the area where Erich Zakowski was born?,264,228,76,416,0.18269230769230768,0.2878787878787879,0.3333333333333333,False,True,False,False
173,0,What is the competition that the 1965 Federation Cup is part of named after?,257,224,116,365,0.3178082191780822,0.45136186770428016,0.5178571428571429,False,True,False,True
173,1,What is the competition that the 1965 Federation Cup is part of named after?,251,213,88,376,0.23404255319148937,0.350597609561753,0.4131455399061033,False,True,False,True
174,0,What county was Tim Dubois born in?,163,132,75,220,0.3409090909090909,0.4601226993865031,0.5681818181818182,False,False,False,False
174,1,What county was Tim Dubois born in?,213,179,86,306,0.28104575163398693,0.40375586854460094,0.48044692737430167,False,False,False,False
176,0,Who is the father of the performer of Qui de noux deux?,204,171,83,292,0.2842465753424658,0.4068627450980392,0.4853801169590643,False,False,False,False
178,0,What record label did the person who is part of The Bruce Lee Band start?,197,163,93,267,0.34831460674157305,0.4720812182741117,0.5705521472392638,True,False,True,False
178,1,What record label did the person who is part of The Bruce Lee Band start?,168,137,60,245,0.24489795918367346,0.35714285714285715,0.43795620437956206,True,False,True,False
179,0,Who is the father of the performer of Je dis aime?,187,155,78,264,0.29545454545454547,0.41711229946524064,0.5032258064516129,True,False,True,False
179,1,Who is the father of the performer of Je dis aime?,201,165,55,311,0.17684887459807075,0.2736318407960199,0.3333333333333333,True,False,True,False
180,0,Who is the father of the Labo M performer?,257,229,130,356,0.3651685393258427,0.5058365758754864,0.5676855895196506,False,False,False,False
180,1,Who is the father of the Labo M performer?,234,194,68,360,0.18888888888888888,0.2905982905982906,0.35051546391752575,False,False,False,False
183,0,Where did the producer of Julius Caesar study or work?,266,233,135,364,0.3708791208791209,0.5075187969924813,0.5793991416309013,False,False,False,False
183,1,Where did the producer of Julius Caesar study or work?,267,234,100,401,0.24937655860349128,0.37453183520599254,0.42735042735042733,False,False,False,False
186,0,What is the competition the 1972 Federation Cup is part of named after?,200,170,86,284,0.3028169014084507,0.43,0.5058823529411764,False,False,False,False
186,1,What is the competition the 1972 Federation Cup is part of named after?,284,249,132,401,0.32917705735660846,0.4647887323943662,0.5301204819277109,False,False,False,False
188,0,What is the seat of the county where Van Hook Township is located?,157,125,72,210,0.34285714285714286,0.4585987261146497,0.576,False,False,False,False
188,1,What is the seat of the county where Van Hook Township is located?,210,173,79,304,0.2598684210526316,0.3761904761904762,0.45664739884393063,False,False,False,False
191,0,Where did the producer of On Dangerous Ground study or work?,188,157,70,275,0.2545454545454545,0.3723404255319149,0.445859872611465,False,False,False,False
191,1,Where did the producer of On Dangerous Ground study or work?,257,225,95,387,0.2454780361757106,0.36964980544747084,0.4222222222222222,False,False,False,False
