example_id,chunk_id,method,rate,chunk_len,selected_count,max_count
38,3,online_draft_trace_frequency_per_chunk,0.15,77,11,1
38,4,online_draft_trace_frequency_per_chunk,0.15,83,12,1
38,5,online_draft_trace_frequency_per_chunk,0.15,136,20,1
38,6,online_draft_trace_frequency_per_chunk,0.15,80,12,1
38,7,online_draft_trace_frequency_per_chunk,0.15,80,12,1
38,8,online_draft_trace_frequency_per_chunk,0.15,53,7,1
38,9,online_draft_trace_frequency_per_chunk,0.15,80,12,1
38,10,online_draft_trace_frequency_per_chunk,0.15,81,12,1
38,11,online_draft_trace_frequency_per_chunk,0.15,76,11,1
38,12,online_draft_trace_frequency_per_chunk,0.15,80,12,1
38,13,online_draft_trace_frequency_per_chunk,0.15,53,7,1
38,14,online_draft_trace_frequency_per_chunk,0.15,100,15,0
38,15,online_draft_trace_frequency_per_chunk,0.15,48,7,0
38,16,online_draft_trace_frequency_per_chunk,0.15,219,32,1
38,17,online_draft_trace_frequency_per_chunk,0.15,48,7,1
38,18,online_draft_trace_frequency_per_chunk,0.15,90,13,1
39,1,online_draft_trace_frequency_per_chunk,0.15,84,12,3
39,2,online_draft_trace_frequency_per_chunk,0.15,107,16,3
39,3,online_draft_trace_frequency_per_chunk,0.15,72,10,2
39,4,online_draft_trace_frequency_per_chunk,0.15,103,15,1
39,5,online_draft_trace_frequency_per_chunk,0.15,115,17,1
39,6,online_draft_trace_frequency_per_chunk,0.15,70,10,1
39,7,online_draft_trace_frequency_per_chunk,0.15,66,9,2
39,8,online_draft_trace_frequency_per_chunk,0.15,106,15,1
39,9,online_draft_trace_frequency_per_chunk,0.15,151,22,1
39,10,online_draft_trace_frequency_per_chunk,0.15,91,13,1
39,11,online_draft_trace_frequency_per_chunk,0.15,68,10,1
39,12,online_draft_trace_frequency_per_chunk,0.15,239,35,0
39,13,online_draft_trace_frequency_per_chunk,0.15,199,29,1
39,14,online_draft_trace_frequency_per_chunk,0.15,168,25,1
39,15,online_draft_trace_frequency_per_chunk,0.15,58,8,1
40,1,online_draft_trace_frequency_per_chunk,0.15,114,17,3
40,2,online_draft_trace_frequency_per_chunk,0.15,121,18,3
40,3,online_draft_trace_frequency_per_chunk,0.15,219,32,1
40,4,online_draft_trace_frequency_per_chunk,0.15,113,16,1
40,5,online_draft_trace_frequency_per_chunk,0.15,170,25,1
40,6,online_draft_trace_frequency_per_chunk,0.15,39,5,2
40,7,online_draft_trace_frequency_per_chunk,0.15,44,6,1
40,8,online_draft_trace_frequency_per_chunk,0.15,61,9,1
40,9,online_draft_trace_frequency_per_chunk,0.15,80,12,2
40,10,online_draft_trace_frequency_per_chunk,0.15,128,19,1
40,11,online_draft_trace_frequency_per_chunk,0.15,76,11,1
40,12,online_draft_trace_frequency_per_chunk,0.15,274,41,1
40,13,online_draft_trace_frequency_per_chunk,0.15,141,21,1
40,14,online_draft_trace_frequency_per_chunk,0.15,191,28,1
40,15,online_draft_trace_frequency_per_chunk,0.15,132,19,1
40,16,online_draft_trace_frequency_per_chunk,0.15,112,16,1
43,1,online_draft_trace_frequency_per_chunk,0.15,40,6,4
43,2,online_draft_trace_frequency_per_chunk,0.15,89,13,2
43,3,online_draft_trace_frequency_per_chunk,0.15,52,7,4
43,4,online_draft_trace_frequency_per_chunk,0.15,75,11,1
43,5,online_draft_trace_frequency_per_chunk,0.15,49,7,1
43,6,online_draft_trace_frequency_per_chunk,0.15,64,9,1
43,7,online_draft_trace_frequency_per_chunk,0.15,68,10,1
43,8,online_draft_trace_frequency_per_chunk,0.15,180,27,1
43,9,online_draft_trace_frequency_per_chunk,0.15,62,9,1
43,10,online_draft_trace_frequency_per_chunk,0.15,159,23,1
43,11,online_draft_trace_frequency_per_chunk,0.15,70,10,1
43,12,online_draft_trace_frequency_per_chunk,0.15,115,17,1
43,13,online_draft_trace_frequency_per_chunk,0.15,89,13,1
43,14,online_draft_trace_frequency_per_chunk,0.15,70,10,1
43,15,online_draft_trace_frequency_per_chunk,0.15,112,16,1
43,16,online_draft_trace_frequency_per_chunk,0.15,107,16,1
43,17,online_draft_trace_frequency_per_chunk,0.15,63,9,1
44,1,online_draft_trace_frequency_per_chunk,0.15,77,11,4
44,2,online_draft_trace_frequency_per_chunk,0.15,94,14,1
44,3,online_draft_trace_frequency_per_chunk,0.15,119,17,2
44,4,online_draft_trace_frequency_per_chunk,0.15,40,6,1
44,5,online_draft_trace_frequency_per_chunk,0.15,92,13,2
44,6,online_draft_trace_frequency_per_chunk,0.15,242,36,3
44,7,online_draft_trace_frequency_per_chunk,0.15,75,11,1
44,8,online_draft_trace_frequency_per_chunk,0.15,59,8,2
44,9,online_draft_trace_frequency_per_chunk,0.15,77,11,1
44,10,online_draft_trace_frequency_per_chunk,0.15,123,18,1
44,11,online_draft_trace_frequency_per_chunk,0.15,62,9,3
44,12,online_draft_trace_frequency_per_chunk,0.15,40,6,1
44,13,online_draft_trace_frequency_per_chunk,0.15,94,14,2
44,14,online_draft_trace_frequency_per_chunk,0.15,172,25,2
44,15,online_draft_trace_frequency_per_chunk,0.15,150,22,1
44,16,online_draft_trace_frequency_per_chunk,0.15,220,33,1
44,17,online_draft_trace_frequency_per_chunk,0.15,86,12,1
44,18,online_draft_trace_frequency_per_chunk,0.15,80,12,1
44,19,online_draft_trace_frequency_per_chunk,0.15,219,32,1
44,20,online_draft_trace_frequency_per_chunk,0.15,212,31,1
45,1,online_draft_trace_frequency_per_chunk,0.15,104,15,3
45,2,online_draft_trace_frequency_per_chunk,0.15,184,27,2
45,3,online_draft_trace_frequency_per_chunk,0.15,97,14,3
45,4,online_draft_trace_frequency_per_chunk,0.15,209,31,1
45,5,online_draft_trace_frequency_per_chunk,0.15,77,11,1
45,6,online_draft_trace_frequency_per_chunk,0.15,253,37,1
45,7,online_draft_trace_frequency_per_chunk,0.15,96,14,1
45,8,online_draft_trace_frequency_per_chunk,0.15,149,22,2
45,9,online_draft_trace_frequency_per_chunk,0.15,296,44,1
45,10,online_draft_trace_frequency_per_chunk,0.15,73,10,1
45,11,online_draft_trace_frequency_per_chunk,0.15,179,26,1
45,12,online_draft_trace_frequency_per_chunk,0.15,92,13,1
45,13,online_draft_trace_frequency_per_chunk,0.15,107,16,2
45,14,online_draft_trace_frequency_per_chunk,0.15,275,41,1
45,15,online_draft_trace_frequency_per_chunk,0.15,136,20,1
45,16,online_draft_trace_frequency_per_chunk,0.15,189,28,1
46,1,online_draft_trace_frequency_per_chunk,0.15,127,19,1
46,2,online_draft_trace_frequency_per_chunk,0.15,285,42,3
46,3,online_draft_trace_frequency_per_chunk,0.15,114,17,3
46,4,online_draft_trace_frequency_per_chunk,0.15,78,11,3
46,5,online_draft_trace_frequency_per_chunk,0.15,90,13,2
46,6,online_draft_trace_frequency_per_chunk,0.15,72,10,3
46,7,online_draft_trace_frequency_per_chunk,0.15,221,33,1
46,8,online_draft_trace_frequency_per_chunk,0.15,232,34,1
46,9,online_draft_trace_frequency_per_chunk,0.15,170,25,1
46,10,online_draft_trace_frequency_per_chunk,0.15,131,19,1
46,11,online_draft_trace_frequency_per_chunk,0.15,116,17,1
46,12,online_draft_trace_frequency_per_chunk,0.15,127,19,1
46,13,online_draft_trace_frequency_per_chunk,0.15,65,9,1
46,14,online_draft_trace_frequency_per_chunk,0.15,214,32,1
46,15,online_draft_trace_frequency_per_chunk,0.15,226,33,1
50,1,online_draft_trace_frequency_per_chunk,0.15,265,39,6
50,2,online_draft_trace_frequency_per_chunk,0.15,321,48,4
50,3,online_draft_trace_frequency_per_chunk,0.15,189,28,6
50,4,online_draft_trace_frequency_per_chunk,0.15,212,31,4
50,5,online_draft_trace_frequency_per_chunk,0.15,98,14,1
50,6,online_draft_trace_frequency_per_chunk,0.15,57,8,4
50,7,online_draft_trace_frequency_per_chunk,0.15,139,20,4
50,8,online_draft_trace_frequency_per_chunk,0.15,85,12,1
50,9,online_draft_trace_frequency_per_chunk,0.15,152,22,1
50,10,online_draft_trace_frequency_per_chunk,0.15,154,23,4
50,11,online_draft_trace_frequency_per_chunk,0.15,160,24,3
50,12,online_draft_trace_frequency_per_chunk,0.15,196,29,3
50,13,online_draft_trace_frequency_per_chunk,0.15,228,34,3
51,1,online_draft_trace_frequency_per_chunk,0.15,83,12,3
51,2,online_draft_trace_frequency_per_chunk,0.15,94,14,3
51,3,online_draft_trace_frequency_per_chunk,0.15,162,24,2
51,4,online_draft_trace_frequency_per_chunk,0.15,78,11,1
51,5,online_draft_trace_frequency_per_chunk,0.15,106,15,1
51,6,online_draft_trace_frequency_per_chunk,0.15,95,14,2
51,7,online_draft_trace_frequency_per_chunk,0.15,169,25,1
51,8,online_draft_trace_frequency_per_chunk,0.15,110,16,1
51,9,online_draft_trace_frequency_per_chunk,0.15,109,16,1
51,10,online_draft_trace_frequency_per_chunk,0.15,62,9,1
51,11,online_draft_trace_frequency_per_chunk,0.15,71,10,2
51,12,online_draft_trace_frequency_per_chunk,0.15,208,31,2
51,13,online_draft_trace_frequency_per_chunk,0.15,116,17,1
51,14,online_draft_trace_frequency_per_chunk,0.15,130,19,1
51,15,online_draft_trace_frequency_per_chunk,0.15,71,10,1
51,16,online_draft_trace_frequency_per_chunk,0.15,47,7,1
52,1,online_draft_trace_frequency_per_chunk,0.15,83,12,3
52,2,online_draft_trace_frequency_per_chunk,0.15,94,14,3
52,3,online_draft_trace_frequency_per_chunk,0.15,162,24,1
52,4,online_draft_trace_frequency_per_chunk,0.15,78,11,1
52,5,online_draft_trace_frequency_per_chunk,0.15,106,15,1
52,6,online_draft_trace_frequency_per_chunk,0.15,95,14,1
52,7,online_draft_trace_frequency_per_chunk,0.15,169,25,1
52,8,online_draft_trace_frequency_per_chunk,0.15,110,16,1
52,9,online_draft_trace_frequency_per_chunk,0.15,109,16,1
52,10,online_draft_trace_frequency_per_chunk,0.15,62,9,1
52,11,online_draft_trace_frequency_per_chunk,0.15,110,16,1
52,12,online_draft_trace_frequency_per_chunk,0.15,71,10,3
52,13,online_draft_trace_frequency_per_chunk,0.15,208,31,3
52,14,online_draft_trace_frequency_per_chunk,0.15,147,22,1
52,15,online_draft_trace_frequency_per_chunk,0.15,308,46,1
52,16,online_draft_trace_frequency_per_chunk,0.15,116,17,1
52,17,online_draft_trace_frequency_per_chunk,0.15,130,19,1
52,18,online_draft_trace_frequency_per_chunk,0.15,71,10,1
52,19,online_draft_trace_frequency_per_chunk,0.15,133,19,1
52,20,online_draft_trace_frequency_per_chunk,0.15,122,18,1
52,21,online_draft_trace_frequency_per_chunk,0.15,190,28,1
52,22,online_draft_trace_frequency_per_chunk,0.15,125,18,1
52,23,online_draft_trace_frequency_per_chunk,0.15,84,12,1
52,24,online_draft_trace_frequency_per_chunk,0.15,150,22,1
52,25,online_draft_trace_frequency_per_chunk,0.15,95,14,1
53,1,online_draft_trace_frequency_per_chunk,0.15,148,22,2
53,2,online_draft_trace_frequency_per_chunk,0.15,154,23,1
53,3,online_draft_trace_frequency_per_chunk,0.15,140,21,1
53,4,online_draft_trace_frequency_per_chunk,0.15,148,22,1
53,5,online_draft_trace_frequency_per_chunk,0.15,108,16,1
53,6,online_draft_trace_frequency_per_chunk,0.15,170,25,1
53,7,online_draft_trace_frequency_per_chunk,0.15,54,8,1
53,8,online_draft_trace_frequency_per_chunk,0.15,81,12,1
53,9,online_draft_trace_frequency_per_chunk,0.15,80,12,1
53,10,online_draft_trace_frequency_per_chunk,0.15,184,27,1
54,1,online_draft_trace_frequency_per_chunk,0.15,83,12,3
54,2,online_draft_trace_frequency_per_chunk,0.15,94,14,3
54,3,online_draft_trace_frequency_per_chunk,0.15,162,24,1
54,4,online_draft_trace_frequency_per_chunk,0.15,95,14,1
54,5,online_draft_trace_frequency_per_chunk,0.15,106,15,1
54,6,online_draft_trace_frequency_per_chunk,0.15,109,16,1
54,7,online_draft_trace_frequency_per_chunk,0.15,110,16,0
54,8,online_draft_trace_frequency_per_chunk,0.15,78,11,1
54,9,online_draft_trace_frequency_per_chunk,0.15,62,9,1
54,10,online_draft_trace_frequency_per_chunk,0.15,78,11,1
54,11,online_draft_trace_frequency_per_chunk,0.15,110,16,1
54,12,online_draft_trace_frequency_per_chunk,0.15,71,10,2
54,13,online_draft_trace_frequency_per_chunk,0.15,208,31,2
54,14,online_draft_trace_frequency_per_chunk,0.15,147,22,1
54,15,online_draft_trace_frequency_per_chunk,0.15,308,46,1
54,16,online_draft_trace_frequency_per_chunk,0.15,116,17,1
54,17,online_draft_trace_frequency_per_chunk,0.15,130,19,1
54,18,online_draft_trace_frequency_per_chunk,0.15,71,10,1
55,1,online_draft_trace_frequency_per_chunk,0.15,128,19,2
55,2,online_draft_trace_frequency_per_chunk,0.15,121,18,1
55,3,online_draft_trace_frequency_per_chunk,0.15,147,22,1
55,4,online_draft_trace_frequency_per_chunk,0.15,76,11,1
55,5,online_draft_trace_frequency_per_chunk,0.15,51,7,1
55,6,online_draft_trace_frequency_per_chunk,0.15,158,23,1
55,7,online_draft_trace_frequency_per_chunk,0.15,95,14,1
55,8,online_draft_trace_frequency_per_chunk,0.15,135,20,1
55,9,online_draft_trace_frequency_per_chunk,0.15,127,19,1
55,10,online_draft_trace_frequency_per_chunk,0.15,328,49,1
56,1,online_draft_trace_frequency_per_chunk,0.15,40,6,2
56,2,online_draft_trace_frequency_per_chunk,0.15,89,13,1
56,3,online_draft_trace_frequency_per_chunk,0.15,89,13,1
56,4,online_draft_trace_frequency_per_chunk,0.15,200,30,1
56,5,online_draft_trace_frequency_per_chunk,0.15,149,22,1
56,6,online_draft_trace_frequency_per_chunk,0.15,156,23,1
56,7,online_draft_trace_frequency_per_chunk,0.15,123,18,1
56,8,online_draft_trace_frequency_per_chunk,0.15,219,32,1
56,9,online_draft_trace_frequency_per_chunk,0.15,49,7,1
56,10,online_draft_trace_frequency_per_chunk,0.15,137,20,1
57,1,online_draft_trace_frequency_per_chunk,0.15,135,20,2
57,2,online_draft_trace_frequency_per_chunk,0.15,51,7,1
57,3,online_draft_trace_frequency_per_chunk,0.15,46,6,1
57,4,online_draft_trace_frequency_per_chunk,0.15,126,18,1
57,5,online_draft_trace_frequency_per_chunk,0.15,157,23,1
57,6,online_draft_trace_frequency_per_chunk,0.15,123,18,1
57,7,online_draft_trace_frequency_per_chunk,0.15,72,10,1
57,8,online_draft_trace_frequency_per_chunk,0.15,128,19,1
57,9,online_draft_trace_frequency_per_chunk,0.15,57,8,1
57,10,online_draft_trace_frequency_per_chunk,0.15,137,20,1
58,1,online_draft_trace_frequency_per_chunk,0.15,87,13,3
58,2,online_draft_trace_frequency_per_chunk,0.15,96,14,1
58,3,online_draft_trace_frequency_per_chunk,0.15,180,27,1
58,4,online_draft_trace_frequency_per_chunk,0.15,94,14,1
58,5,online_draft_trace_frequency_per_chunk,0.15,171,25,1
58,6,online_draft_trace_frequency_per_chunk,0.15,68,10,1
58,7,online_draft_trace_frequency_per_chunk,0.15,68,10,1
58,8,online_draft_trace_frequency_per_chunk,0.15,122,18,1
58,9,online_draft_trace_frequency_per_chunk,0.15,140,21,1
58,10,online_draft_trace_frequency_per_chunk,0.15,117,17,1
58,11,online_draft_trace_frequency_per_chunk,0.15,66,9,2
58,12,online_draft_trace_frequency_per_chunk,0.15,178,26,1
58,13,online_draft_trace_frequency_per_chunk,0.15,82,12,1
58,14,online_draft_trace_frequency_per_chunk,0.15,141,21,1
58,15,online_draft_trace_frequency_per_chunk,0.15,61,9,1
58,16,online_draft_trace_frequency_per_chunk,0.15,53,7,1
58,17,online_draft_trace_frequency_per_chunk,0.15,88,13,1
58,18,online_draft_trace_frequency_per_chunk,0.15,217,32,1
58,19,online_draft_trace_frequency_per_chunk,0.15,56,8,1
59,1,online_draft_trace_frequency_per_chunk,0.15,56,8,3
59,2,online_draft_trace_frequency_per_chunk,0.15,120,18,2
59,3,online_draft_trace_frequency_per_chunk,0.15,127,19,1
59,4,online_draft_trace_frequency_per_chunk,0.15,156,23,1
59,5,online_draft_trace_frequency_per_chunk,0.15,273,40,1
59,6,online_draft_trace_frequency_per_chunk,0.15,181,27,1
59,7,online_draft_trace_frequency_per_chunk,0.15,115,17,1
59,8,online_draft_trace_frequency_per_chunk,0.15,75,11,1
59,9,online_draft_trace_frequency_per_chunk,0.15,94,14,1
59,10,online_draft_trace_frequency_per_chunk,0.15,89,13,1
59,11,online_draft_trace_frequency_per_chunk,0.15,127,19,1
59,12,online_draft_trace_frequency_per_chunk,0.15,128,19,1
59,13,online_draft_trace_frequency_per_chunk,0.15,60,9,1
59,14,online_draft_trace_frequency_per_chunk,0.15,90,13,2
59,15,online_draft_trace_frequency_per_chunk,0.15,130,19,1
59,16,online_draft_trace_frequency_per_chunk,0.15,102,15,1
59,17,online_draft_trace_frequency_per_chunk,0.15,51,7,1
59,18,online_draft_trace_frequency_per_chunk,0.15,47,7,1
60,1,online_draft_trace_frequency_per_chunk,0.15,140,21,3
60,2,online_draft_trace_frequency_per_chunk,0.15,148,22,2
60,3,online_draft_trace_frequency_per_chunk,0.15,148,22,3
60,4,online_draft_trace_frequency_per_chunk,0.15,154,23,3
60,5,online_draft_trace_frequency_per_chunk,0.15,170,25,2
60,6,online_draft_trace_frequency_per_chunk,0.15,108,16,1
60,7,online_draft_trace_frequency_per_chunk,0.15,62,9,1
60,8,online_draft_trace_frequency_per_chunk,0.15,54,8,1
60,9,online_draft_trace_frequency_per_chunk,0.15,92,13,2
60,10,online_draft_trace_frequency_per_chunk,0.15,156,23,1
60,11,online_draft_trace_frequency_per_chunk,0.15,114,17,1
60,12,online_draft_trace_frequency_per_chunk,0.15,253,37,1
60,13,online_draft_trace_frequency_per_chunk,0.15,118,17,1
60,14,online_draft_trace_frequency_per_chunk,0.15,184,27,1
63,1,online_draft_trace_frequency_per_chunk,0.15,60,9,3
63,2,online_draft_trace_frequency_per_chunk,0.15,244,36,1
63,3,online_draft_trace_frequency_per_chunk,0.15,92,13,1
63,4,online_draft_trace_frequency_per_chunk,0.15,88,13,1
63,5,online_draft_trace_frequency_per_chunk,0.15,145,21,1
63,6,online_draft_trace_frequency_per_chunk,0.15,135,20,1
63,7,online_draft_trace_frequency_per_chunk,0.15,169,25,1
63,8,online_draft_trace_frequency_per_chunk,0.15,162,24,1
63,9,online_draft_trace_frequency_per_chunk,0.15,292,43,1
63,10,online_draft_trace_frequency_per_chunk,0.15,85,12,1
63,11,online_draft_trace_frequency_per_chunk,0.15,45,6,2
63,12,online_draft_trace_frequency_per_chunk,0.15,95,14,1
63,13,online_draft_trace_frequency_per_chunk,0.15,75,11,1
63,14,online_draft_trace_frequency_per_chunk,0.15,82,12,0
63,15,online_draft_trace_frequency_per_chunk,0.15,49,7,0
63,16,online_draft_trace_frequency_per_chunk,0.15,75,11,0
63,17,online_draft_trace_frequency_per_chunk,0.15,84,12,1
63,18,online_draft_trace_frequency_per_chunk,0.15,53,7,1
63,19,online_draft_trace_frequency_per_chunk,0.15,113,16,1
64,1,online_draft_trace_frequency_per_chunk,0.15,71,10,3
64,2,online_draft_trace_frequency_per_chunk,0.15,72,10,1
64,3,online_draft_trace_frequency_per_chunk,0.15,130,19,1
64,4,online_draft_trace_frequency_per_chunk,0.15,37,5,1
64,5,online_draft_trace_frequency_per_chunk,0.15,67,10,1
64,6,online_draft_trace_frequency_per_chunk,0.15,61,9,1
64,7,online_draft_trace_frequency_per_chunk,0.15,82,12,1
64,8,online_draft_trace_frequency_per_chunk,0.15,92,13,1
64,9,online_draft_trace_frequency_per_chunk,0.15,186,27,1
64,10,online_draft_trace_frequency_per_chunk,0.15,113,16,1
64,11,online_draft_trace_frequency_per_chunk,0.15,64,9,2
64,12,online_draft_trace_frequency_per_chunk,0.15,75,11,1
64,13,online_draft_trace_frequency_per_chunk,0.15,51,7,0
64,14,online_draft_trace_frequency_per_chunk,0.15,109,16,0
64,15,online_draft_trace_frequency_per_chunk,0.15,115,17,1
64,16,online_draft_trace_frequency_per_chunk,0.15,64,9,1
64,17,online_draft_trace_frequency_per_chunk,0.15,173,25,1
64,18,online_draft_trace_frequency_per_chunk,0.15,153,22,1
64,19,online_draft_trace_frequency_per_chunk,0.15,85,12,1
66,1,online_draft_trace_frequency_per_chunk,0.15,126,18,1
66,2,online_draft_trace_frequency_per_chunk,0.15,147,22,2
66,3,online_draft_trace_frequency_per_chunk,0.15,173,25,1
66,4,online_draft_trace_frequency_per_chunk,0.15,111,16,2
66,5,online_draft_trace_frequency_per_chunk,0.15,70,10,1
66,6,online_draft_trace_frequency_per_chunk,0.15,122,18,1
66,7,online_draft_trace_frequency_per_chunk,0.15,161,24,1
66,8,online_draft_trace_frequency_per_chunk,0.15,177,26,1
66,9,online_draft_trace_frequency_per_chunk,0.15,114,17,1
66,10,online_draft_trace_frequency_per_chunk,0.15,107,16,1
68,1,online_draft_trace_frequency_per_chunk,0.15,103,15,3
68,2,online_draft_trace_frequency_per_chunk,0.15,53,7,1
68,3,online_draft_trace_frequency_per_chunk,0.15,139,20,1
68,4,online_draft_trace_frequency_per_chunk,0.15,91,13,1
68,5,online_draft_trace_frequency_per_chunk,0.15,90,13,1
68,6,online_draft_trace_frequency_per_chunk,0.15,161,24,1
68,7,online_draft_trace_frequency_per_chunk,0.15,101,15,1
68,8,online_draft_trace_frequency_per_chunk,0.15,51,7,1
68,9,online_draft_trace_frequency_per_chunk,0.15,125,18,1
68,10,online_draft_trace_frequency_per_chunk,0.15,112,16,1
68,11,online_draft_trace_frequency_per_chunk,0.15,47,7,2
68,12,online_draft_trace_frequency_per_chunk,0.15,79,11,1
68,13,online_draft_trace_frequency_per_chunk,0.15,134,20,1
68,14,online_draft_trace_frequency_per_chunk,0.15,84,12,1
68,15,online_draft_trace_frequency_per_chunk,0.15,78,11,1
68,16,online_draft_trace_frequency_per_chunk,0.15,55,8,1
68,17,online_draft_trace_frequency_per_chunk,0.15,67,10,1
68,18,online_draft_trace_frequency_per_chunk,0.15,194,29,1
68,19,online_draft_trace_frequency_per_chunk,0.15,62,9,1
71,1,online_draft_trace_frequency_per_chunk,0.15,153,22,3
71,2,online_draft_trace_frequency_per_chunk,0.15,268,40,1
71,3,online_draft_trace_frequency_per_chunk,0.15,165,24,1
71,4,online_draft_trace_frequency_per_chunk,0.15,249,37,1
71,5,online_draft_trace_frequency_per_chunk,0.15,138,20,1
71,6,online_draft_trace_frequency_per_chunk,0.15,176,26,1
71,7,online_draft_trace_frequency_per_chunk,0.15,55,8,2
71,8,online_draft_trace_frequency_per_chunk,0.15,176,26,1
71,9,online_draft_trace_frequency_per_chunk,0.15,70,10,1
71,10,online_draft_trace_frequency_per_chunk,0.15,170,25,1
71,11,online_draft_trace_frequency_per_chunk,0.15,246,36,1
71,12,online_draft_trace_frequency_per_chunk,0.15,329,49,2
71,13,online_draft_trace_frequency_per_chunk,0.15,176,26,1
71,14,online_draft_trace_frequency_per_chunk,0.15,172,25,1
71,15,online_draft_trace_frequency_per_chunk,0.15,203,30,1
71,16,online_draft_trace_frequency_per_chunk,0.15,124,18,1
71,17,online_draft_trace_frequency_per_chunk,0.15,123,18,1
71,18,online_draft_trace_frequency_per_chunk,0.15,160,24,1
72,1,online_draft_trace_frequency_per_chunk,0.15,58,8,3
72,2,online_draft_trace_frequency_per_chunk,0.15,190,28,1
72,3,online_draft_trace_frequency_per_chunk,0.15,153,22,1
72,4,online_draft_trace_frequency_per_chunk,0.15,170,25,1
72,5,online_draft_trace_frequency_per_chunk,0.15,137,20,1
72,6,online_draft_trace_frequency_per_chunk,0.15,102,15,1
72,7,online_draft_trace_frequency_per_chunk,0.15,192,28,1
72,8,online_draft_trace_frequency_per_chunk,0.15,134,20,1
72,9,online_draft_trace_frequency_per_chunk,0.15,140,21,1
72,10,online_draft_trace_frequency_per_chunk,0.15,322,48,1
72,11,online_draft_trace_frequency_per_chunk,0.15,93,13,2
72,12,online_draft_trace_frequency_per_chunk,0.15,107,16,1
72,13,online_draft_trace_frequency_per_chunk,0.15,113,16,1
72,14,online_draft_trace_frequency_per_chunk,0.15,51,7,1
72,15,online_draft_trace_frequency_per_chunk,0.15,170,25,1
72,16,online_draft_trace_frequency_per_chunk,0.15,75,11,1
72,17,online_draft_trace_frequency_per_chunk,0.15,113,16,1
72,18,online_draft_trace_frequency_per_chunk,0.15,67,10,1
72,19,online_draft_trace_frequency_per_chunk,0.15,179,26,1
74,1,online_draft_trace_frequency_per_chunk,0.15,71,10,3
74,2,online_draft_trace_frequency_per_chunk,0.15,158,23,3
74,3,online_draft_trace_frequency_per_chunk,0.15,76,11,3
74,4,online_draft_trace_frequency_per_chunk,0.15,161,24,1
74,5,online_draft_trace_frequency_per_chunk,0.15,191,28,2
74,6,online_draft_trace_frequency_per_chunk,0.15,47,7,1
74,7,online_draft_trace_frequency_per_chunk,0.15,200,30,1
74,8,online_draft_trace_frequency_per_chunk,0.15,51,7,2
74,9,online_draft_trace_frequency_per_chunk,0.15,147,22,2
74,10,online_draft_trace_frequency_per_chunk,0.15,149,22,1
74,11,online_draft_trace_frequency_per_chunk,0.15,78,11,1
74,12,online_draft_trace_frequency_per_chunk,0.15,128,19,2
74,13,online_draft_trace_frequency_per_chunk,0.15,69,10,1
74,14,online_draft_trace_frequency_per_chunk,0.15,156,23,1
75,1,online_draft_trace_frequency_per_chunk,0.15,126,18,2
75,2,online_draft_trace_frequency_per_chunk,0.15,147,22,1
75,3,online_draft_trace_frequency_per_chunk,0.15,129,19,1
75,4,online_draft_trace_frequency_per_chunk,0.15,177,26,1
75,5,online_draft_trace_frequency_per_chunk,0.15,111,16,1
75,6,online_draft_trace_frequency_per_chunk,0.15,70,10,1
75,7,online_draft_trace_frequency_per_chunk,0.15,107,16,1
75,8,online_draft_trace_frequency_per_chunk,0.15,199,29,1
75,9,online_draft_trace_frequency_per_chunk,0.15,259,38,1
75,10,online_draft_trace_frequency_per_chunk,0.15,127,19,1
77,1,online_draft_trace_frequency_per_chunk,0.15,133,19,3
77,2,online_draft_trace_frequency_per_chunk,0.15,244,36,2
77,3,online_draft_trace_frequency_per_chunk,0.15,203,30,1
77,4,online_draft_trace_frequency_per_chunk,0.15,227,34,1
77,5,online_draft_trace_frequency_per_chunk,0.15,284,42,1
77,6,online_draft_trace_frequency_per_chunk,0.15,113,16,1
77,7,online_draft_trace_frequency_per_chunk,0.15,101,15,2
77,8,online_draft_trace_frequency_per_chunk,0.15,138,20,2
77,9,online_draft_trace_frequency_per_chunk,0.15,253,37,3
77,10,online_draft_trace_frequency_per_chunk,0.15,165,24,2
77,11,online_draft_trace_frequency_per_chunk,0.15,243,36,1
77,12,online_draft_trace_frequency_per_chunk,0.15,136,20,1
77,13,online_draft_trace_frequency_per_chunk,0.15,202,30,1
77,14,online_draft_trace_frequency_per_chunk,0.15,207,31,1
78,1,online_draft_trace_frequency_per_chunk,0.15,106,15,1
78,2,online_draft_trace_frequency_per_chunk,0.15,65,9,1
78,3,online_draft_trace_frequency_per_chunk,0.15,93,13,1
78,4,online_draft_trace_frequency_per_chunk,0.15,94,14,1
78,5,online_draft_trace_frequency_per_chunk,0.15,69,10,1
78,6,online_draft_trace_frequency_per_chunk,0.15,68,10,1
78,7,online_draft_trace_frequency_per_chunk,0.15,113,16,1
78,8,online_draft_trace_frequency_per_chunk,0.15,117,17,3
78,9,online_draft_trace_frequency_per_chunk,0.15,127,19,1
78,10,online_draft_trace_frequency_per_chunk,0.15,33,4,1
78,11,online_draft_trace_frequency_per_chunk,0.15,171,25,2
78,12,online_draft_trace_frequency_per_chunk,0.15,119,17,1
78,13,online_draft_trace_frequency_per_chunk,0.15,232,34,1
78,14,online_draft_trace_frequency_per_chunk,0.15,154,23,1
78,15,online_draft_trace_frequency_per_chunk,0.15,200,30,1
78,16,online_draft_trace_frequency_per_chunk,0.15,104,15,1
