example_id,query_idx,query_type,source_example,source_sub,query,doc_len,selected_count
10,14,unrelated,45,1,Who was the father of Yang Pu (Emperor Rui of Wu)?,2348,352
10,15,unrelated,15,1,"What is the county seat of Culberson County, Texas?",2348,352
10,16,unrelated,41,0,Which team does David Currie play for?,2348,352
10,17,unrelated,45,-1,Who is the father of Empress Wang's husband?,2348,352
10,18,unrelated,21,-1,When did the crowning of the person under whom the Chapter House was built happen?,2348,352
10,19,unrelated,23,-1,What month did the person who retained trust in Longchamp go away to the Holy Land?,2348,352
10,20,unrelated,1,-1,What district is the headquarter of Julia's House located?,2348,352
10,21,unrelated,77,1,Which atomic bomb development project took place at Los Alamos and who was its director?,2348,352
10,22,unrelated,2,-1,What body of water includes the terrain feature where Coffee Swamp is located?,2348,352
10,23,unrelated,26,0,Who played King George VI in The King's Speech?,2348,352
10,24,unrelated,77,-1,Who was the US physicist who directed the project that developed the first atomic bomb at the same place where Feynman worked on Water Boiler?,2348,352
10,25,unrelated,27,1,Who is Harry Hamlin's spouse?,2348,352
10,26,unrelated,32,-1,Who played king whose regal Name did Albert Adopt in the king's speech?,2348,352
10,27,unrelated,15,0,In which county is Pine Springs located?,2348,352
10,28,unrelated,42,-1,Who is the spouse of the creator of Absolutely Fabulous?,2348,352
10,29,unrelated,70,0,Which band performed the song Pythons?,2348,352
10,30,unrelated,65,2,Who played the husband of Dottie Hinson in the movie A League of Their Own?,2348,352
10,31,unrelated,70,1,What is the record label for Surfer Blood?,2348,352
10,32,unrelated,34,1,Who was the child of Stefan Nemanja?,2348,352
10,33,unrelated,65,1,Which character did Geena Davis play in the movie A League of Their Own?,2348,352
10,34,unrelated,23,2,When did Richard I leave Messina for the Holy Land?,2348,352
11,0,related,11,-1,Who is the lead singer of the band performing Bang Bang Rock & Roll?,2331,349
11,1,related,11,0,Which band performed the song 'Bang Bang Rock & Roll'?,2331,349
11,2,related,11,1,Who is the lead singer of the band Art Brut?,2331,349
11,3,unrelated,25,0,What is the administrative territorial entity that contains Juba?,2331,349
11,4,unrelated,42,1,Who is Jennifer Saunders' spouse?,2331,349
11,5,unrelated,57,0,Where was Ernie Watts born?,2331,349
11,6,unrelated,60,1,What are all the children of Chiang Ching-kuo?,2331,349
11,7,unrelated,73,1,Is the animated series 'Steven Universe' currently ongoing with scheduled future episodes?,2331,349
11,8,unrelated,15,0,In which county is Pine Springs located?,2331,349
11,9,unrelated,42,3,Who is the spouse of the creator of Absolutely Fabulous?,2331,349
11,10,unrelated,58,-1,In which county was James Finch born?,2331,349
11,11,unrelated,12,-1,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,2331,349
11,12,unrelated,65,-1,"In the movie A League of their Own, who played the husband of the person who also played Thelma in the movie Thelma and Louise?",2331,349
11,13,unrelated,58,0,Where was James Finch born?,2331,349
11,14,unrelated,61,1,Where was Sir Charles Tupper born?,2331,349
11,15,unrelated,56,-1,The territory containing Bansaan Island is located at which island?,2331,349
11,16,unrelated,39,0,What is the name of the political party of Dimuthu Bandara Abayakoon?,2331,349
11,17,unrelated,13,1,What year was King Henry III of England crowned?,2331,349
11,18,unrelated,30,2,Who is Joan Erikson?,2331,349
11,19,unrelated,19,-1,What team was Anna Benson's husband on?,2331,349
11,20,unrelated,72,1,Who are the members of the American hip hop group Def Squad?,2331,349
11,21,unrelated,24,1,What record label is Joni James signed to?,2331,349
11,22,unrelated,53,0,Who is Chiang Hsiao-wen's father?,2331,349
11,23,unrelated,41,-1,Who has played for West Ham Ajax and the team that David Currie plays for?,2331,349
11,24,unrelated,7,-1,Who is the employer of the physicist who Mach number is named after?,2331,349
11,25,unrelated,66,0,Who was the socialist candidate in the 1912 US presidential election?,2331,349
11,26,unrelated,43,-1,What county shares a border with Cedar Springs?,2331,349
11,27,unrelated,70,1,What is the record label for Surfer Blood?,2331,349
11,28,unrelated,41,2,Which football players have played for both West Ham and Ajax?,2331,349
11,29,unrelated,32,0,What was the regnal name adopted by King George VI?,2331,349
11,30,unrelated,71,-1,Who is the voice of the character in Spongebob Squarepants with the same name as the creature that annelid larvae live like?,2331,349
11,31,unrelated,17,1,Which actor played King George VI in the film 'The King's Speech'?,2331,349
11,32,unrelated,9,-1,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,2331,349
11,33,unrelated,8,1,What record label is Moby Grape associated with?,2331,349
11,34,unrelated,18,-1,Whose sister played Susie in miracle on 34th street?,2331,349
12,0,related,12,-1,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,2462,369
12,1,related,12,0,Which company initiated a successful price war among PC manufacturers in 1994?,2462,369
12,2,related,12,1,Which company did Compaq merge with in 2002?,2462,369
12,3,unrelated,40,-1,When did military instruction start at the place where Larry Alcala was educated?,2462,369
12,4,unrelated,23,-1,What month did the person who retained trust in Longchamp go away to the Holy Land?,2462,369
12,5,unrelated,43,1,"Which counties share a border with Falls County, Texas?",2462,369
12,6,unrelated,77,0,Where did Richard Feynman work on the Water Boiler reactor?,2462,369
12,7,unrelated,60,0,Who is the father of Chian Hsiao-chang?,2462,369
12,8,unrelated,63,1,"Which county is Fort Mitchell, Kentucky located in?",2462,369
12,9,unrelated,25,1,What places share a border with Central Equatoria?,2462,369
12,10,unrelated,2,0,Where is Coffee Swamp located?,2462,369
12,11,unrelated,37,0,Who were the parents of Nannina de' Medici?,2462,369
12,12,unrelated,22,2,Was Jackie Jackson a member of a musical group?,2462,369
12,13,unrelated,41,3,Which football players have played for West Ham United?,2462,369
12,14,unrelated,68,0,Where was Lloyd Dane born?,2462,369
12,15,unrelated,16,1,What company did Compaq merge with in 2002?,2462,369
12,16,unrelated,62,3,Who was the person São José dos Campos was named after?,2462,369
12,17,unrelated,14,0,Who played the little girl in the 1947 film Miracle on 34th Street?,2462,369
12,18,unrelated,43,0,Where is Cedar Springs located?,2462,369
12,19,unrelated,3,0,Who is the child of Peter Andreas Heiberg?,2462,369
12,20,unrelated,28,3,Who is the spouse of the actress who played the fairy god mother in Shrek 2?,2462,369
12,21,unrelated,61,0,Who is the spouse of Frances Tupper?,2462,369
12,22,unrelated,56,0,Where is Bansaan Island located?,2462,369
12,23,unrelated,15,-1,What is the capital of the county that Pine Springs is located in?,2462,369
12,24,unrelated,64,-1,Where are the headquarters for the publisher of In the Shadow of Greatness?,2462,369
12,25,unrelated,44,-1,Bancroft's county borders what county?,2462,369
12,26,unrelated,17,1,Which actor played King George VI in the film 'The King's Speech'?,2462,369
12,27,unrelated,52,0,Who played Thelma in Thelma and Louise?,2462,369
12,28,unrelated,63,0,Where was Snappy Tomato Pizza founded?,2462,369
12,29,unrelated,9,0,Which English king trusted William de Longchamp?,2462,369
12,30,unrelated,53,-1,Who is the child of Chiang Hsiao-wen's father?,2462,369
12,31,unrelated,32,0,What was the regnal name adopted by King George VI?,2462,369
12,32,unrelated,34,0,Who succeeded Tihomir of Serbia?,2462,369
12,33,unrelated,63,-1,In which county did Snappy Tomato Pizza form?,2462,369
12,34,unrelated,3,-1,Who is the spouse of the child of Peter Andreas Heiberg?,2462,369
13,0,related,13,-1,What year was the father of Katherine of England crowned?,2439,365
13,1,related,13,0,Who is Katherine of England?,2439,365
13,2,related,13,1,What year was King Henry III of England crowned?,2439,365
13,3,unrelated,73,-1,When is the next episode of the series that Steven the Sword Fighter is a part of being released?,2439,365
13,4,unrelated,36,-1,In which county is Mark Dismore's birthplace located?,2439,365
13,5,unrelated,26,0,Who played King George VI in The King's Speech?,2439,365
13,6,unrelated,58,-1,In which county was James Finch born?,2439,365
13,7,unrelated,1,-1,What district is the headquarter of Julia's House located?,2439,365
13,8,unrelated,57,0,Where was Ernie Watts born?,2439,365
13,9,unrelated,69,0,Who played the female lead in Spider-Man: Homecoming?,2439,365
13,10,unrelated,66,0,Who was the socialist candidate in the 1912 US presidential election?,2439,365
13,11,unrelated,75,-1,"What political party was the candidate who garnered a million votes during the 1920 election despite being in prison, a member of?",2439,365
13,12,unrelated,74,1,Which films feature Ajay Devgan?,2439,365
13,13,unrelated,49,0,In which city did Malcolm Graham die?,2439,365
13,14,unrelated,44,0,Where is Bancroft located?,2439,365
13,15,unrelated,62,3,Who was the person São José dos Campos was named after?,2439,365
13,16,unrelated,20,-1,What is the record label for the singer who originally sang You Belong To Me.,2439,365
13,17,unrelated,37,1,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?",2439,365
13,18,unrelated,42,3,Who is the spouse of the creator of Absolutely Fabulous?,2439,365
13,19,unrelated,16,-1,"In 2002, what company merged with the top PC manufacturer from 1994?",2439,365
13,20,unrelated,38,-1,What county is the NRHEG High School located in?,2439,365
13,21,unrelated,64,0,Who is the publisher of In the Shadow of Greatness?,2439,365
13,22,unrelated,61,0,Who is the spouse of Frances Tupper?,2439,365
13,23,unrelated,78,-1,What award was received by the person who authored Missing Person?,2439,365
13,24,unrelated,51,-1,What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,2439,365
13,25,unrelated,39,0,What is the name of the political party of Dimuthu Bandara Abayakoon?,2439,365
13,26,unrelated,7,0,Who is the physicist that the Mach number is named after?,2439,365
13,27,unrelated,50,1,When was John's eldest son crowned?,2439,365
13,28,unrelated,42,1,Who is Jennifer Saunders' spouse?,2439,365
13,29,unrelated,67,-1,What league does the team that occupies the Rabat Ajax Football Ground belong to?,2439,365
13,30,unrelated,75,0,Who was the candidate that received a million votes in the 1920 election while in prison?,2439,365
13,31,unrelated,65,3,"In the movie A League of their Own, who played the husband of the person who also played Thelma in the movie Thelma and Louise?",2439,365
13,32,unrelated,70,1,What is the record label for Surfer Blood?,2439,365
13,33,unrelated,49,2,Where did Malcolm Graham die?,2439,365
13,34,unrelated,11,-1,Who is the lead singer of the band performing Bang Bang Rock & Roll?,2439,365
14,0,related,14,-1,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,2120,318
14,1,related,14,0,Who played the little girl in the 1947 film Miracle on 34th Street?,2120,318
14,2,related,14,1,Who is the sibling of actress Natalie Wood?,2120,318
14,3,unrelated,67,-1,What league does the team that occupies the Rabat Ajax Football Ground belong to?,2120,318
14,4,unrelated,77,1,Which atomic bomb development project took place at Los Alamos and who was its director?,2120,318
14,5,unrelated,34,0,Who succeeded Tihomir of Serbia?,2120,318
14,6,unrelated,4,1,When was King Henry III of England crowned?,2120,318
14,7,unrelated,24,-1,What record label does the artist who sang you belong to me belong to?,2120,318
14,8,unrelated,32,1,Who played King George VI in the film 'The King's Speech'?,2120,318
14,9,unrelated,65,3,"In the movie A League of their Own, who played the husband of the person who also played Thelma in the movie Thelma and Louise?",2120,318
14,10,unrelated,72,-1,Who is part of the band that performed Full Cooperation?,2120,318
14,11,unrelated,73,3,Has the series Steven Universe ended?,2120,318
14,12,unrelated,39,-1,Who founded the political party of Dimuthu Bandara Abayakoon?,2120,318
14,13,unrelated,16,-1,"In 2002, what company merged with the top PC manufacturer from 1994?",2120,318
14,14,unrelated,73,-1,When is the next episode of the series that Steven the Sword Fighter is a part of being released?,2120,318
14,15,unrelated,17,1,Which actor played King George VI in the film 'The King's Speech'?,2120,318
14,16,unrelated,24,0,Who sang the song 'You Belong to Me'?,2120,318
14,17,unrelated,25,1,What places share a border with Central Equatoria?,2120,318
14,18,unrelated,37,1,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?",2120,318
14,19,unrelated,6,-1,Which university employed the person that Mach bands are named after?,2120,318
14,20,unrelated,52,1,Which character did Geena Davis play in the film A League of Their Own?,2120,318
14,21,unrelated,7,0,Who is the physicist that the Mach number is named after?,2120,318
14,22,unrelated,59,1,"Which of the actors from No Escape (Valerie Hobson, Leslie Perrins, or Robert Cochran) was married and to whom?",2120,318
14,23,unrelated,10,-1,The Unwinding author volunteered for which organisation?,2120,318
14,24,unrelated,50,3,When was John's eldest son crowned?,2120,318
14,25,unrelated,74,0,Who is Anil Devgan's sibling?,2120,318
14,26,unrelated,65,0,Who played Thelma in the movie Thelma and Louise?,2120,318
14,27,unrelated,70,-1,What is the record label for the band which performed Pythons?,2120,318
14,28,unrelated,62,0,Who is São José dos Campos named after?,2120,318
14,29,unrelated,62,2,Birthplace of Saint Joseph biblical figure,2120,318
14,30,unrelated,28,3,Who is the spouse of the actress who played the fairy god mother in Shrek 2?,2120,318
14,31,unrelated,61,-1,Where was the spouse of Frances Tupper born?,2120,318
14,32,unrelated,59,0,Who starred in the movie No Escape?,2120,318
14,33,unrelated,47,2,Jennifer Saunders spouse,2120,318
14,34,unrelated,64,-1,Where are the headquarters for the publisher of In the Shadow of Greatness?,2120,318
15,0,related,15,-1,What is the capital of the county that Pine Springs is located in?,1551,232
15,1,related,15,0,In which county is Pine Springs located?,1551,232
15,2,related,15,1,"What is the county seat of Culberson County, Texas?",1551,232
15,3,unrelated,20,0,Who originally sang the song You Belong To Me?,1551,232
15,4,unrelated,57,-1,In which district was Ernie Watts born?,1551,232
15,5,unrelated,61,0,Who is the spouse of Frances Tupper?,1551,232
15,6,unrelated,50,0,Who is John's eldest son?,1551,232
15,7,unrelated,37,0,Who were the parents of Nannina de' Medici?,1551,232
15,8,unrelated,61,2,Sir Charles Tupper birthplace,1551,232
15,9,unrelated,35,-1,What year did the author of Prince Prigio die?,1551,232
15,10,unrelated,34,3,Stefan Nemanja sons,1551,232
15,11,unrelated,12,-1,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,1551,232
15,12,unrelated,71,1,Which character in Spongebob Squarepants has the same name as the creature that annelid larvae live like (plankton)?,1551,232
15,13,unrelated,12,1,Which company did Compaq merge with in 2002?,1551,232
15,14,unrelated,50,2,When was John's eldest son crowned?,1551,232
15,15,unrelated,6,0,Which university employed Ernst Mach?,1551,232
15,16,unrelated,77,1,Which atomic bomb development project took place at Los Alamos and who was its director?,1551,232
15,17,unrelated,32,1,Who played King George VI in the film 'The King's Speech'?,1551,232
15,18,unrelated,54,-1,"The actor who played Thelma in ""Thelma and Louise"" also played which character in ""A League of Their Own""?",1551,232
15,19,unrelated,74,1,Which films feature Ajay Devgan?,1551,232
15,20,unrelated,73,3,Has the series Steven Universe ended?,1551,232
15,21,unrelated,23,-1,What month did the person who retained trust in Longchamp go away to the Holy Land?,1551,232
15,22,unrelated,55,0,"Movies starring Preity Zinta, Madhuri Dixit, and Ajay Devgn",1551,232
15,23,unrelated,44,0,Where is Bancroft located?,1551,232
15,24,unrelated,28,0,Who played the fairy godmother in Shrek 2?,1551,232
15,25,unrelated,69,0,Who played the female lead in Spider-Man: Homecoming?,1551,232
15,26,unrelated,62,2,Birthplace of Saint Joseph biblical figure,1551,232
15,27,unrelated,21,-1,When did the crowning of the person under whom the Chapter House was built happen?,1551,232
15,28,unrelated,22,-1,What group was the performer of Be the One a member of?,1551,232
15,29,unrelated,74,0,Who is Anil Devgan's sibling?,1551,232
15,30,unrelated,46,0,Who was the king of England in 1951?,1551,232
15,31,unrelated,5,-1,What company merged in 2002 with the CEMM developer?,1551,232
15,32,unrelated,35,1,What year did Andrew Lang die?,1551,232
15,33,unrelated,31,0,Which university did Paulo Manalo attend?,1551,232
15,34,unrelated,54,0,Who played Thelma in the movie 'Thelma and Louise'?,1551,232
16,0,related,16,-1,"In 2002, what company merged with the top PC manufacturer from 1994?",2162,324
16,1,related,16,0,Who was the top PC manufacturer in 1994?,2162,324
16,2,related,16,1,What company did Compaq merge with in 2002?,2162,324
16,3,unrelated,77,1,Which atomic bomb development project took place at Los Alamos and who was its director?,2162,324
16,4,unrelated,7,0,Who is the physicist that the Mach number is named after?,2162,324
16,5,unrelated,22,2,Was Jackie Jackson a member of a musical group?,2162,324
16,6,unrelated,52,1,Which character did Geena Davis play in the film A League of Their Own?,2162,324
16,7,unrelated,49,2,Where did Malcolm Graham die?,2162,324
16,8,unrelated,49,1,Where did Malcolm Graham die?,2162,324
16,9,unrelated,44,2,Which counties border Hastings County in Ontario?,2162,324
16,10,unrelated,36,0,Where was Mark Dismore born?,2162,324
16,11,unrelated,11,0,Which band performed the song 'Bang Bang Rock & Roll'?,2162,324
16,12,unrelated,52,-1,"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",2162,324
16,13,unrelated,31,-1,When did the military instruction start in the university that Paulo Manalo attended?,2162,324
16,14,unrelated,45,0,Who is Empress Wang's husband?,2162,324
16,15,unrelated,17,1,Which actor played King George VI in the film 'The King's Speech'?,2162,324
16,16,unrelated,48,3,Where was Ernst Mach employed as a professor?,2162,324
16,17,unrelated,64,1,Where are the headquarters of the United States Naval Institute located?,2162,324
16,18,unrelated,42,0,Who created Absolutely Fabulous?,2162,324
16,19,unrelated,65,3,"In the movie A League of their Own, who played the husband of the person who also played Thelma in the movie Thelma and Louise?",2162,324
16,20,unrelated,55,-1,"What is the movie starring Preity Zinta, Madhuri Dixit and the spouse of Kajol?",2162,324
16,21,unrelated,74,-1,What film features Anil Devgan's sibling?,2162,324
16,22,unrelated,30,0,Who is the author of 'Young Man Luther'?,2162,324
16,23,unrelated,59,0,Who starred in the movie No Escape?,2162,324
16,24,unrelated,46,-1,Who played the king that was king of england in 1951 in the king's speech?,2162,324
16,25,unrelated,37,0,Who were the parents of Nannina de' Medici?,2162,324
16,26,unrelated,72,-1,Who is part of the band that performed Full Cooperation?,2162,324
16,27,unrelated,21,1,When was Henry III crowned?,2162,324
16,28,unrelated,36,1,"Which county is Greenfield, Indiana located in?",2162,324
16,29,unrelated,50,-1,When was John's eldest son crowned?,2162,324
16,30,unrelated,50,0,Who is John's eldest son?,2162,324
16,31,unrelated,28,2,Jennifer Saunders biography,2162,324
16,32,unrelated,23,-1,What month did the person who retained trust in Longchamp go away to the Holy Land?,2162,324
16,33,unrelated,1,0,Where is the headquarters of Julia's House located?,2162,324
16,34,unrelated,7,-1,Who is the employer of the physicist who Mach number is named after?,2162,324
17,0,related,17,-1,"In the King's Speech, who played the person who was the King of England in 1950?",2098,314
17,1,related,17,0,Who was the King of England in 1950?,2098,314
17,2,related,17,1,Which actor played King George VI in the film 'The King's Speech'?,2098,314
17,3,unrelated,37,1,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?",2098,314
17,4,unrelated,12,1,Which company did Compaq merge with in 2002?,2098,314
17,5,unrelated,38,0,Where is NRHEG High School located?,2098,314
17,6,unrelated,47,3,Jennifer Saunders married to,2098,314
17,7,unrelated,78,1,What award did Patrick Modiano receive?,2098,314
17,8,unrelated,4,1,When was King Henry III of England crowned?,2098,314
17,9,unrelated,55,-1,"What is the movie starring Preity Zinta, Madhuri Dixit and the spouse of Kajol?",2098,314
17,10,unrelated,58,0,Where was James Finch born?,2098,314
17,11,unrelated,62,2,Birthplace of Saint Joseph biblical figure,2098,314
17,12,unrelated,4,0,"Who were the siblings of Alice de Lusignan, Countess of Surrey?",2098,314
17,13,unrelated,38,1,"Which county is New Richland, Minnesota located in?",2098,314
17,14,unrelated,76,0,Who is a former member of The Sunnyboys?,2098,314
17,15,unrelated,14,-1,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,2098,314
17,16,unrelated,29,3,What is Adam Hammill's most recent team?,2098,314
17,17,unrelated,39,1,Who founded the Janatha Vimukthi Peramuna political party?,2098,314
17,18,unrelated,49,1,Where did Malcolm Graham die?,2098,314
17,19,unrelated,45,1,Who was the father of Yang Pu (Emperor Rui of Wu)?,2098,314
17,20,unrelated,16,1,What company did Compaq merge with in 2002?,2098,314
17,21,unrelated,1,-1,What district is the headquarter of Julia's House located?,2098,314
17,22,unrelated,5,1,What company did Compaq merge with in 2002?,2098,314
17,23,unrelated,62,-1,What is the birthplace of the person after whom São José dos Campos was named?,2098,314
17,24,unrelated,5,0,What does CEMM stand for?,2098,314
17,25,unrelated,8,0,Who performed the song 'The Place and the Time'?,2098,314
17,26,unrelated,28,0,Who played the fairy godmother in Shrek 2?,2098,314
17,27,unrelated,58,1,"Which county is Lynn Haven, Florida located in?",2098,314
17,28,unrelated,73,1,Is the animated series 'Steven Universe' currently ongoing with scheduled future episodes?,2098,314
17,29,unrelated,26,-1,Who played the monarch at the end of WW2 in The King's Speech?,2098,314
17,30,unrelated,37,0,Who were the parents of Nannina de' Medici?,2098,314
17,31,unrelated,50,2,When was John's eldest son crowned?,2098,314
17,32,unrelated,10,1,Which organization did George Packer volunteer for?,2098,314
17,33,unrelated,77,0,Where did Richard Feynman work on the Water Boiler reactor?,2098,314
17,34,unrelated,22,0,Who performed the song 'Be the One'?,2098,314
18,0,related,18,-1,Whose sister played Susie in miracle on 34th street?,1546,231
18,1,related,18,0,Who played Susie in Miracle on 34th Street?,1546,231
18,2,related,18,1,Who is Natalie Wood's brother?,1546,231
18,3,unrelated,41,3,Which football players have played for West Ham United?,1546,231
18,4,unrelated,7,1,Who was Ernst Mach's employer or academic institution during his career?,1546,231
18,5,unrelated,57,-1,In which district was Ernie Watts born?,1546,231
18,6,unrelated,71,-1,Who is the voice of the character in Spongebob Squarepants with the same name as the creature that annelid larvae live like?,1546,231
18,7,unrelated,51,-1,What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,1546,231
18,8,unrelated,17,0,Who was the King of England in 1950?,1546,231
18,9,unrelated,78,1,What award did Patrick Modiano receive?,1546,231
18,10,unrelated,48,2,Where did Ernst Mach work as a professor?,1546,231
18,11,unrelated,79,2,What is the cast list for the movie 'Yeh Raaste Hain Pyaar Ke'?,1546,231
18,12,unrelated,41,-1,Who has played for West Ham Ajax and the team that David Currie plays for?,1546,231
18,13,unrelated,39,0,What is the name of the political party of Dimuthu Bandara Abayakoon?,1546,231
18,14,unrelated,67,3,Rabat Ajax F.C. Maltese Premier League current,1546,231
18,15,unrelated,20,-1,What is the record label for the singer who originally sang You Belong To Me.,1546,231
18,16,unrelated,42,3,Who is the spouse of the creator of Absolutely Fabulous?,1546,231
18,17,unrelated,23,1,"When did Richard I, King of England, depart for the Holy Land on the Third Crusade?",1546,231
18,18,unrelated,11,1,Who is the lead singer of the band Art Brut?,1546,231
18,19,unrelated,22,1,Which artists have performed a song titled 'Be the One'?,1546,231
18,20,unrelated,24,-1,What record label does the artist who sang you belong to me belong to?,1546,231
18,21,unrelated,48,-1,Who is the employer of the person Mach's principle was named after?,1546,231
18,22,unrelated,11,-1,Who is the lead singer of the band performing Bang Bang Rock & Roll?,1546,231
18,23,unrelated,6,-1,Which university employed the person that Mach bands are named after?,1546,231
18,24,unrelated,62,-1,What is the birthplace of the person after whom São José dos Campos was named?,1546,231
18,25,unrelated,9,1,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,1546,231
18,26,unrelated,54,-1,"The actor who played Thelma in ""Thelma and Louise"" also played which character in ""A League of Their Own""?",1546,231
18,27,unrelated,52,0,Who played Thelma in Thelma and Louise?,1546,231
18,28,unrelated,67,1,What league does Rabat Ajax F.C. currently compete in?,1546,231
18,29,unrelated,19,1,What team did Kris Benson play for in Major League Baseball?,1546,231
18,30,unrelated,62,1,Where was Saint Joseph (São José) born?,1546,231
18,31,unrelated,54,1,Which character did Geena Davis play in the movie 'A League of Their Own'?,1546,231
18,32,unrelated,23,-1,What month did the person who retained trust in Longchamp go away to the Holy Land?,1546,231
18,33,unrelated,63,0,Where was Snappy Tomato Pizza founded?,1546,231
18,34,unrelated,23,0,Who was the person who retained trust in Longchamp and went to the Holy Land?,1546,231
19,0,related,19,-1,What team was Anna Benson's husband on?,2150,322
19,1,related,19,0,Who is Anna Benson's husband?,2150,322
19,2,related,19,1,What team did Kris Benson play for in Major League Baseball?,2150,322
19,3,unrelated,45,-1,Who is the father of Empress Wang's husband?,2150,322
19,4,unrelated,62,3,Who was the person São José dos Campos was named after?,2150,322
19,5,unrelated,65,1,Which character did Geena Davis play in the movie A League of Their Own?,2150,322
19,6,unrelated,18,0,Who played Susie in Miracle on 34th Street?,2150,322
19,7,unrelated,8,-1,What record label did the performer of The Place and the Time belong to?,2150,322
19,8,unrelated,34,-1,Who is the child of the person who followed Tihomir of Serbia?,2150,322
19,9,unrelated,50,1,When was John's eldest son crowned?,2150,322
19,10,unrelated,50,2,When was John's eldest son crowned?,2150,322
19,11,unrelated,28,1,Who is Jennifer Saunders' spouse?,2150,322
19,12,unrelated,51,0,Who played Thelma in Thelma and Louise?,2150,322
19,13,unrelated,66,-1,What political party was the socialist candidate part of who ran for president in 1912?,2150,322
19,14,unrelated,1,-1,What district is the headquarter of Julia's House located?,2150,322
19,15,unrelated,73,1,Is the animated series 'Steven Universe' currently ongoing with scheduled future episodes?,2150,322
19,16,unrelated,12,0,Which company initiated a successful price war among PC manufacturers in 1994?,2150,322
19,17,unrelated,28,3,Who is the spouse of the actress who played the fairy god mother in Shrek 2?,2150,322
19,18,unrelated,54,1,Which character did Geena Davis play in the movie 'A League of Their Own'?,2150,322
19,19,unrelated,29,2,What teams did Adam Hammill play for after 2013?,2150,322
19,20,unrelated,15,-1,What is the capital of the county that Pine Springs is located in?,2150,322
19,21,unrelated,14,0,Who played the little girl in the 1947 film Miracle on 34th Street?,2150,322
19,22,unrelated,49,2,Where did Malcolm Graham die?,2150,322
19,23,unrelated,20,-1,What is the record label for the singer who originally sang You Belong To Me.,2150,322
19,24,unrelated,9,0,Which English king trusted William de Longchamp?,2150,322
19,25,unrelated,47,0,Who sang Holding Out for a Hero in Shrek 2?,2150,322
19,26,unrelated,28,0,Who played the fairy godmother in Shrek 2?,2150,322
19,27,unrelated,14,1,Who is the sibling of actress Natalie Wood?,2150,322
19,28,unrelated,72,-1,Who is part of the band that performed Full Cooperation?,2150,322
19,29,unrelated,7,0,Who is the physicist that the Mach number is named after?,2150,322
19,30,unrelated,68,1,"Which county does Eldon, Missouri belong to?",2150,322
19,31,unrelated,50,3,When was John's eldest son crowned?,2150,322
19,32,unrelated,73,3,Has the series Steven Universe ended?,2150,322
19,33,unrelated,0,-1,What is the network which National Cycle Route 57 is part of an example of?,2150,322
19,34,unrelated,5,0,What does CEMM stand for?,2150,322
