example_id,chunk_id,method,rate,boundary_rate,chunk_len,selected_count
26,6,draft32b_smart_top2_boundary0p03_global,0.15,0.03,78,17
26,7,draft32b_smart_top2_boundary0p03_global,0.15,0.03,123,21
26,8,draft32b_smart_top2_boundary0p03_global,0.15,0.03,214,19
26,9,draft32b_smart_top2_boundary0p03_global,0.15,0.03,226,20
26,0,draft32b_smart_freq_boundary0p05_global,0.15,0.05,114,33
26,1,draft32b_smart_freq_boundary0p05_global,0.15,0.05,116,27
26,2,draft32b_smart_freq_boundary0p05_global,0.15,0.05,285,19
26,3,draft32b_smart_freq_boundary0p05_global,0.15,0.05,127,16
26,4,draft32b_smart_freq_boundary0p05_global,0.15,0.05,65,21
26,5,draft32b_smart_freq_boundary0p05_global,0.15,0.05,72,22
26,6,draft32b_smart_freq_boundary0p05_global,0.15,0.05,78,21
26,7,draft32b_smart_freq_boundary0p05_global,0.15,0.05,123,20
26,8,draft32b_smart_freq_boundary0p05_global,0.15,0.05,214,17
26,9,draft32b_smart_freq_boundary0p05_global,0.15,0.05,226,17
26,0,draft32b_smart_mean_boundary0p05_global,0.15,0.05,114,32
26,1,draft32b_smart_mean_boundary0p05_global,0.15,0.05,116,26
26,2,draft32b_smart_mean_boundary0p05_global,0.15,0.05,285,17
26,3,draft32b_smart_mean_boundary0p05_global,0.15,0.05,127,16
26,4,draft32b_smart_mean_boundary0p05_global,0.15,0.05,65,18
26,5,draft32b_smart_mean_boundary0p05_global,0.15,0.05,72,20
26,6,draft32b_smart_mean_boundary0p05_global,0.15,0.05,78,20
26,7,draft32b_smart_mean_boundary0p05_global,0.15,0.05,123,20
26,8,draft32b_smart_mean_boundary0p05_global,0.15,0.05,214,21
26,9,draft32b_smart_mean_boundary0p05_global,0.15,0.05,226,23
26,0,draft32b_smart_top2_boundary0p05_global,0.15,0.05,114,37
26,1,draft32b_smart_top2_boundary0p05_global,0.15,0.05,116,24
26,2,draft32b_smart_top2_boundary0p05_global,0.15,0.05,285,17
26,3,draft32b_smart_top2_boundary0p05_global,0.15,0.05,127,16
26,4,draft32b_smart_top2_boundary0p05_global,0.15,0.05,65,20
26,5,draft32b_smart_top2_boundary0p05_global,0.15,0.05,72,20
26,6,draft32b_smart_top2_boundary0p05_global,0.15,0.05,78,19
26,7,draft32b_smart_top2_boundary0p05_global,0.15,0.05,123,18
26,8,draft32b_smart_top2_boundary0p05_global,0.15,0.05,214,19
26,9,draft32b_smart_top2_boundary0p05_global,0.15,0.05,226,23
27,0,draft32b_smart_freq_boundary0p02_global,0.15,0.02,41,30
27,1,draft32b_smart_freq_boundary0p02_global,0.15,0.02,152,22
27,2,draft32b_smart_freq_boundary0p02_global,0.15,0.02,112,14
27,3,draft32b_smart_freq_boundary0p02_global,0.15,0.02,102,9
27,4,draft32b_smart_freq_boundary0p02_global,0.15,0.02,308,32
27,5,draft32b_smart_freq_boundary0p02_global,0.15,0.02,84,18
27,6,draft32b_smart_freq_boundary0p02_global,0.15,0.02,190,9
27,7,draft32b_smart_freq_boundary0p02_global,0.15,0.02,153,20
27,8,draft32b_smart_freq_boundary0p02_global,0.15,0.02,61,22
27,9,draft32b_smart_freq_boundary0p02_global,0.15,0.02,134,10
27,10,draft32b_smart_freq_boundary0p02_global,0.15,0.02,147,24
27,11,draft32b_smart_freq_boundary0p02_global,0.15,0.02,46,18
27,12,draft32b_smart_freq_boundary0p02_global,0.15,0.02,149,17
27,13,draft32b_smart_freq_boundary0p02_global,0.15,0.02,297,17
27,14,draft32b_smart_freq_boundary0p02_global,0.15,0.02,75,9
27,15,draft32b_smart_freq_boundary0p02_global,0.15,0.02,122,18
27,16,draft32b_smart_freq_boundary0p02_global,0.15,0.02,122,20
27,17,draft32b_smart_freq_boundary0p02_global,0.15,0.02,131,21
27,18,draft32b_smart_freq_boundary0p02_global,0.15,0.02,85,46
27,0,draft32b_smart_mean_boundary0p02_global,0.15,0.02,41,26
27,1,draft32b_smart_mean_boundary0p02_global,0.15,0.02,152,15
27,2,draft32b_smart_mean_boundary0p02_global,0.15,0.02,112,13
27,3,draft32b_smart_mean_boundary0p02_global,0.15,0.02,102,9
27,4,draft32b_smart_mean_boundary0p02_global,0.15,0.02,308,31
27,5,draft32b_smart_mean_boundary0p02_global,0.15,0.02,84,28
27,6,draft32b_smart_mean_boundary0p02_global,0.15,0.02,190,13
27,7,draft32b_smart_mean_boundary0p02_global,0.15,0.02,153,22
27,8,draft32b_smart_mean_boundary0p02_global,0.15,0.02,61,17
27,9,draft32b_smart_mean_boundary0p02_global,0.15,0.02,134,12
27,10,draft32b_smart_mean_boundary0p02_global,0.15,0.02,147,20
27,11,draft32b_smart_mean_boundary0p02_global,0.15,0.02,46,14
27,12,draft32b_smart_mean_boundary0p02_global,0.15,0.02,149,17
27,13,draft32b_smart_mean_boundary0p02_global,0.15,0.02,297,17
27,14,draft32b_smart_mean_boundary0p02_global,0.15,0.02,75,14
27,15,draft32b_smart_mean_boundary0p02_global,0.15,0.02,122,12
27,16,draft32b_smart_mean_boundary0p02_global,0.15,0.02,122,25
27,17,draft32b_smart_mean_boundary0p02_global,0.15,0.02,131,23
27,18,draft32b_smart_mean_boundary0p02_global,0.15,0.02,85,48
27,0,draft32b_smart_top2_boundary0p02_global,0.15,0.02,41,24
27,1,draft32b_smart_top2_boundary0p02_global,0.15,0.02,152,14
27,2,draft32b_smart_top2_boundary0p02_global,0.15,0.02,112,14
27,3,draft32b_smart_top2_boundary0p02_global,0.15,0.02,102,7
27,4,draft32b_smart_top2_boundary0p02_global,0.15,0.02,308,27
27,5,draft32b_smart_top2_boundary0p02_global,0.15,0.02,84,32
27,6,draft32b_smart_top2_boundary0p02_global,0.15,0.02,190,14
27,7,draft32b_smart_top2_boundary0p02_global,0.15,0.02,153,20
27,8,draft32b_smart_top2_boundary0p02_global,0.15,0.02,61,16
27,9,draft32b_smart_top2_boundary0p02_global,0.15,0.02,134,12
27,10,draft32b_smart_top2_boundary0p02_global,0.15,0.02,147,20
27,11,draft32b_smart_top2_boundary0p02_global,0.15,0.02,46,12
27,12,draft32b_smart_top2_boundary0p02_global,0.15,0.02,149,15
27,13,draft32b_smart_top2_boundary0p02_global,0.15,0.02,297,18
27,14,draft32b_smart_top2_boundary0p02_global,0.15,0.02,75,15
27,15,draft32b_smart_top2_boundary0p02_global,0.15,0.02,122,13
27,16,draft32b_smart_top2_boundary0p02_global,0.15,0.02,122,28
27,17,draft32b_smart_top2_boundary0p02_global,0.15,0.02,131,23
27,18,draft32b_smart_top2_boundary0p02_global,0.15,0.02,85,52
27,0,draft32b_smart_freq_boundary0p03_global,0.15,0.03,41,29
27,1,draft32b_smart_freq_boundary0p03_global,0.15,0.03,152,24
27,2,draft32b_smart_freq_boundary0p03_global,0.15,0.03,112,15
27,3,draft32b_smart_freq_boundary0p03_global,0.15,0.03,102,11
27,4,draft32b_smart_freq_boundary0p03_global,0.15,0.03,308,33
27,5,draft32b_smart_freq_boundary0p03_global,0.15,0.03,84,18
27,6,draft32b_smart_freq_boundary0p03_global,0.15,0.03,190,10
27,7,draft32b_smart_freq_boundary0p03_global,0.15,0.03,153,20
27,8,draft32b_smart_freq_boundary0p03_global,0.15,0.03,61,22
27,9,draft32b_smart_freq_boundary0p03_global,0.15,0.03,134,11
27,10,draft32b_smart_freq_boundary0p03_global,0.15,0.03,147,22
27,11,draft32b_smart_freq_boundary0p03_global,0.15,0.03,46,17
27,12,draft32b_smart_freq_boundary0p03_global,0.15,0.03,149,18
27,13,draft32b_smart_freq_boundary0p03_global,0.15,0.03,297,19
27,14,draft32b_smart_freq_boundary0p03_global,0.15,0.03,75,11
27,15,draft32b_smart_freq_boundary0p03_global,0.15,0.03,122,17
27,16,draft32b_smart_freq_boundary0p03_global,0.15,0.03,122,18
27,17,draft32b_smart_freq_boundary0p03_global,0.15,0.03,131,21
27,18,draft32b_smart_freq_boundary0p03_global,0.15,0.03,85,40
27,0,draft32b_smart_mean_boundary0p03_global,0.15,0.03,41,24
27,1,draft32b_smart_mean_boundary0p03_global,0.15,0.03,152,16
27,2,draft32b_smart_mean_boundary0p03_global,0.15,0.03,112,14
27,3,draft32b_smart_mean_boundary0p03_global,0.15,0.03,102,11
27,4,draft32b_smart_mean_boundary0p03_global,0.15,0.03,308,29
27,5,draft32b_smart_mean_boundary0p03_global,0.15,0.03,84,27
27,6,draft32b_smart_mean_boundary0p03_global,0.15,0.03,190,13
27,7,draft32b_smart_mean_boundary0p03_global,0.15,0.03,153,22
27,8,draft32b_smart_mean_boundary0p03_global,0.15,0.03,61,18
27,9,draft32b_smart_mean_boundary0p03_global,0.15,0.03,134,12
27,10,draft32b_smart_mean_boundary0p03_global,0.15,0.03,147,21
27,11,draft32b_smart_mean_boundary0p03_global,0.15,0.03,46,13
27,12,draft32b_smart_mean_boundary0p03_global,0.15,0.03,149,17
27,13,draft32b_smart_mean_boundary0p03_global,0.15,0.03,297,18
27,14,draft32b_smart_mean_boundary0p03_global,0.15,0.03,75,14
27,15,draft32b_smart_mean_boundary0p03_global,0.15,0.03,122,14
27,16,draft32b_smart_mean_boundary0p03_global,0.15,0.03,122,26
27,17,draft32b_smart_mean_boundary0p03_global,0.15,0.03,131,23
27,18,draft32b_smart_mean_boundary0p03_global,0.15,0.03,85,44
27,0,draft32b_smart_top2_boundary0p03_global,0.15,0.03,41,24
27,1,draft32b_smart_top2_boundary0p03_global,0.15,0.03,152,15
27,2,draft32b_smart_top2_boundary0p03_global,0.15,0.03,112,15
27,3,draft32b_smart_top2_boundary0p03_global,0.15,0.03,102,9
27,4,draft32b_smart_top2_boundary0p03_global,0.15,0.03,308,27
27,5,draft32b_smart_top2_boundary0p03_global,0.15,0.03,84,32
27,6,draft32b_smart_top2_boundary0p03_global,0.15,0.03,190,14
27,7,draft32b_smart_top2_boundary0p03_global,0.15,0.03,153,19
27,8,draft32b_smart_top2_boundary0p03_global,0.15,0.03,61,15
27,9,draft32b_smart_top2_boundary0p03_global,0.15,0.03,134,12
27,10,draft32b_smart_top2_boundary0p03_global,0.15,0.03,147,19
27,11,draft32b_smart_top2_boundary0p03_global,0.15,0.03,46,12
27,12,draft32b_smart_top2_boundary0p03_global,0.15,0.03,149,14
27,13,draft32b_smart_top2_boundary0p03_global,0.15,0.03,297,19
27,14,draft32b_smart_top2_boundary0p03_global,0.15,0.03,75,17
27,15,draft32b_smart_top2_boundary0p03_global,0.15,0.03,122,15
27,16,draft32b_smart_top2_boundary0p03_global,0.15,0.03,122,27
27,17,draft32b_smart_top2_boundary0p03_global,0.15,0.03,131,22
27,18,draft32b_smart_top2_boundary0p03_global,0.15,0.03,85,49
27,0,draft32b_smart_freq_boundary0p05_global,0.15,0.05,41,29
27,1,draft32b_smart_freq_boundary0p05_global,0.15,0.05,152,22
27,2,draft32b_smart_freq_boundary0p05_global,0.15,0.05,112,17
27,3,draft32b_smart_freq_boundary0p05_global,0.15,0.05,102,14
27,4,draft32b_smart_freq_boundary0p05_global,0.15,0.05,308,30
27,5,draft32b_smart_freq_boundary0p05_global,0.15,0.05,84,15
27,6,draft32b_smart_freq_boundary0p05_global,0.15,0.05,190,13
27,7,draft32b_smart_freq_boundary0p05_global,0.15,0.05,153,21
27,8,draft32b_smart_freq_boundary0p05_global,0.15,0.05,61,23
27,9,draft32b_smart_freq_boundary0p05_global,0.15,0.05,134,14
27,10,draft32b_smart_freq_boundary0p05_global,0.15,0.05,147,18
27,11,draft32b_smart_freq_boundary0p05_global,0.15,0.05,46,18
27,12,draft32b_smart_freq_boundary0p05_global,0.15,0.05,149,20
27,13,draft32b_smart_freq_boundary0p05_global,0.15,0.05,297,20
27,14,draft32b_smart_freq_boundary0p05_global,0.15,0.05,75,14
27,15,draft32b_smart_freq_boundary0p05_global,0.15,0.05,122,19
27,16,draft32b_smart_freq_boundary0p05_global,0.15,0.05,122,15
27,17,draft32b_smart_freq_boundary0p05_global,0.15,0.05,131,22
27,18,draft32b_smart_freq_boundary0p05_global,0.15,0.05,85,32
27,0,draft32b_smart_mean_boundary0p05_global,0.15,0.05,41,24
27,1,draft32b_smart_mean_boundary0p05_global,0.15,0.05,152,18
27,2,draft32b_smart_mean_boundary0p05_global,0.15,0.05,112,16
27,3,draft32b_smart_mean_boundary0p05_global,0.15,0.05,102,13
27,4,draft32b_smart_mean_boundary0p05_global,0.15,0.05,308,28
27,5,draft32b_smart_mean_boundary0p05_global,0.15,0.05,84,27
27,6,draft32b_smart_mean_boundary0p05_global,0.15,0.05,190,15
27,7,draft32b_smart_mean_boundary0p05_global,0.15,0.05,153,20
27,8,draft32b_smart_mean_boundary0p05_global,0.15,0.05,61,18
27,9,draft32b_smart_mean_boundary0p05_global,0.15,0.05,134,12
27,10,draft32b_smart_mean_boundary0p05_global,0.15,0.05,147,22
27,11,draft32b_smart_mean_boundary0p05_global,0.15,0.05,46,15
27,12,draft32b_smart_mean_boundary0p05_global,0.15,0.05,149,18
27,13,draft32b_smart_mean_boundary0p05_global,0.15,0.05,297,19
27,14,draft32b_smart_mean_boundary0p05_global,0.15,0.05,75,14
27,15,draft32b_smart_mean_boundary0p05_global,0.15,0.05,122,17
27,16,draft32b_smart_mean_boundary0p05_global,0.15,0.05,122,21
27,17,draft32b_smart_mean_boundary0p05_global,0.15,0.05,131,22
27,18,draft32b_smart_mean_boundary0p05_global,0.15,0.05,85,37
27,0,draft32b_smart_top2_boundary0p05_global,0.15,0.05,41,22
27,1,draft32b_smart_top2_boundary0p05_global,0.15,0.05,152,17
27,2,draft32b_smart_top2_boundary0p05_global,0.15,0.05,112,16
27,3,draft32b_smart_top2_boundary0p05_global,0.15,0.05,102,12
27,4,draft32b_smart_top2_boundary0p05_global,0.15,0.05,308,25
27,5,draft32b_smart_top2_boundary0p05_global,0.15,0.05,84,33
27,6,draft32b_smart_top2_boundary0p05_global,0.15,0.05,190,14
27,7,draft32b_smart_top2_boundary0p05_global,0.15,0.05,153,19
27,8,draft32b_smart_top2_boundary0p05_global,0.15,0.05,61,18
27,9,draft32b_smart_top2_boundary0p05_global,0.15,0.05,134,13
27,10,draft32b_smart_top2_boundary0p05_global,0.15,0.05,147,18
27,11,draft32b_smart_top2_boundary0p05_global,0.15,0.05,46,15
27,12,draft32b_smart_top2_boundary0p05_global,0.15,0.05,149,14
27,13,draft32b_smart_top2_boundary0p05_global,0.15,0.05,297,20
27,14,draft32b_smart_top2_boundary0p05_global,0.15,0.05,75,16
27,15,draft32b_smart_top2_boundary0p05_global,0.15,0.05,122,15
27,16,draft32b_smart_top2_boundary0p05_global,0.15,0.05,122,25
27,17,draft32b_smart_top2_boundary0p05_global,0.15,0.05,131,21
27,18,draft32b_smart_top2_boundary0p05_global,0.15,0.05,85,43
32,0,draft32b_smart_freq_boundary0p02_global,0.15,0.02,221,32
32,1,draft32b_smart_freq_boundary0p02_global,0.15,0.02,72,37
32,2,draft32b_smart_freq_boundary0p02_global,0.15,0.02,114,17
32,3,draft32b_smart_freq_boundary0p02_global,0.15,0.02,78,41
32,4,draft32b_smart_freq_boundary0p02_global,0.15,0.02,285,17
32,5,draft32b_smart_freq_boundary0p02_global,0.15,0.02,232,13
32,6,draft32b_smart_freq_boundary0p02_global,0.15,0.02,90,12
32,7,draft32b_smart_freq_boundary0p02_global,0.15,0.02,65,16
32,8,draft32b_smart_freq_boundary0p02_global,0.15,0.02,182,18
32,9,draft32b_smart_freq_boundary0p02_global,0.15,0.02,100,16
32,10,draft32b_smart_freq_boundary0p02_global,0.15,0.02,116,27
32,11,draft32b_smart_freq_boundary0p02_global,0.15,0.02,127,10
32,12,draft32b_smart_freq_boundary0p02_global,0.15,0.02,214,33
32,13,draft32b_smart_freq_boundary0p02_global,0.15,0.02,226,29
32,0,draft32b_smart_mean_boundary0p02_global,0.15,0.02,221,32
32,1,draft32b_smart_mean_boundary0p02_global,0.15,0.02,72,32
32,2,draft32b_smart_mean_boundary0p02_global,0.15,0.02,114,23
32,3,draft32b_smart_mean_boundary0p02_global,0.15,0.02,78,29
32,4,draft32b_smart_mean_boundary0p02_global,0.15,0.02,285,20
32,5,draft32b_smart_mean_boundary0p02_global,0.15,0.02,232,17
32,6,draft32b_smart_mean_boundary0p02_global,0.15,0.02,90,11
32,7,draft32b_smart_mean_boundary0p02_global,0.15,0.02,65,12
32,8,draft32b_smart_mean_boundary0p02_global,0.15,0.02,182,23
32,9,draft32b_smart_mean_boundary0p02_global,0.15,0.02,100,18
32,10,draft32b_smart_mean_boundary0p02_global,0.15,0.02,116,23
32,11,draft32b_smart_mean_boundary0p02_global,0.15,0.02,127,16
32,12,draft32b_smart_mean_boundary0p02_global,0.15,0.02,214,31
32,13,draft32b_smart_mean_boundary0p02_global,0.15,0.02,226,31
32,0,draft32b_smart_top2_boundary0p02_global,0.15,0.02,221,34
32,1,draft32b_smart_top2_boundary0p02_global,0.15,0.02,72,30
32,2,draft32b_smart_top2_boundary0p02_global,0.15,0.02,114,24
32,3,draft32b_smart_top2_boundary0p02_global,0.15,0.02,78,29
32,4,draft32b_smart_top2_boundary0p02_global,0.15,0.02,285,19
32,5,draft32b_smart_top2_boundary0p02_global,0.15,0.02,232,23
32,6,draft32b_smart_top2_boundary0p02_global,0.15,0.02,90,10
32,7,draft32b_smart_top2_boundary0p02_global,0.15,0.02,65,11
32,8,draft32b_smart_top2_boundary0p02_global,0.15,0.02,182,25
32,9,draft32b_smart_top2_boundary0p02_global,0.15,0.02,100,15
32,10,draft32b_smart_top2_boundary0p02_global,0.15,0.02,116,25
32,11,draft32b_smart_top2_boundary0p02_global,0.15,0.02,127,15
32,12,draft32b_smart_top2_boundary0p02_global,0.15,0.02,214,31
32,13,draft32b_smart_top2_boundary0p02_global,0.15,0.02,226,27
32,0,draft32b_smart_freq_boundary0p03_global,0.15,0.03,221,31
32,1,draft32b_smart_freq_boundary0p03_global,0.15,0.03,72,38
32,2,draft32b_smart_freq_boundary0p03_global,0.15,0.03,114,17
32,3,draft32b_smart_freq_boundary0p03_global,0.15,0.03,78,41
32,4,draft32b_smart_freq_boundary0p03_global,0.15,0.03,285,17
32,5,draft32b_smart_freq_boundary0p03_global,0.15,0.03,232,15
32,6,draft32b_smart_freq_boundary0p03_global,0.15,0.03,90,13
32,7,draft32b_smart_freq_boundary0p03_global,0.15,0.03,65,17
32,8,draft32b_smart_freq_boundary0p03_global,0.15,0.03,182,18
32,9,draft32b_smart_freq_boundary0p03_global,0.15,0.03,100,15
32,10,draft32b_smart_freq_boundary0p03_global,0.15,0.03,116,25
32,11,draft32b_smart_freq_boundary0p03_global,0.15,0.03,127,12
32,12,draft32b_smart_freq_boundary0p03_global,0.15,0.03,214,32
32,13,draft32b_smart_freq_boundary0p03_global,0.15,0.03,226,27
32,0,draft32b_smart_mean_boundary0p03_global,0.15,0.03,221,33
32,1,draft32b_smart_mean_boundary0p03_global,0.15,0.03,72,28
32,2,draft32b_smart_mean_boundary0p03_global,0.15,0.03,114,21
32,3,draft32b_smart_mean_boundary0p03_global,0.15,0.03,78,30
32,4,draft32b_smart_mean_boundary0p03_global,0.15,0.03,285,19
32,5,draft32b_smart_mean_boundary0p03_global,0.15,0.03,232,18
32,6,draft32b_smart_mean_boundary0p03_global,0.15,0.03,90,13
32,7,draft32b_smart_mean_boundary0p03_global,0.15,0.03,65,14
32,8,draft32b_smart_mean_boundary0p03_global,0.15,0.03,182,24
32,9,draft32b_smart_mean_boundary0p03_global,0.15,0.03,100,17
32,10,draft32b_smart_mean_boundary0p03_global,0.15,0.03,116,26
32,11,draft32b_smart_mean_boundary0p03_global,0.15,0.03,127,15
32,12,draft32b_smart_mean_boundary0p03_global,0.15,0.03,214,32
32,13,draft32b_smart_mean_boundary0p03_global,0.15,0.03,226,28
32,0,draft32b_smart_top2_boundary0p03_global,0.15,0.03,221,34
32,1,draft32b_smart_top2_boundary0p03_global,0.15,0.03,72,28
32,2,draft32b_smart_top2_boundary0p03_global,0.15,0.03,114,24
32,3,draft32b_smart_top2_boundary0p03_global,0.15,0.03,78,30
32,4,draft32b_smart_top2_boundary0p03_global,0.15,0.03,285,17
32,5,draft32b_smart_top2_boundary0p03_global,0.15,0.03,232,22
32,6,draft32b_smart_top2_boundary0p03_global,0.15,0.03,90,13
32,7,draft32b_smart_top2_boundary0p03_global,0.15,0.03,65,13
32,8,draft32b_smart_top2_boundary0p03_global,0.15,0.03,182,23
32,9,draft32b_smart_top2_boundary0p03_global,0.15,0.03,100,16
32,10,draft32b_smart_top2_boundary0p03_global,0.15,0.03,116,26
32,11,draft32b_smart_top2_boundary0p03_global,0.15,0.03,127,14
32,12,draft32b_smart_top2_boundary0p03_global,0.15,0.03,214,32
32,13,draft32b_smart_top2_boundary0p03_global,0.15,0.03,226,26
32,0,draft32b_smart_freq_boundary0p05_global,0.15,0.05,221,32
32,1,draft32b_smart_freq_boundary0p05_global,0.15,0.05,72,40
32,2,draft32b_smart_freq_boundary0p05_global,0.15,0.05,114,15
32,3,draft32b_smart_freq_boundary0p05_global,0.15,0.05,78,28
32,4,draft32b_smart_freq_boundary0p05_global,0.15,0.05,285,17
32,5,draft32b_smart_freq_boundary0p05_global,0.15,0.05,232,16
32,6,draft32b_smart_freq_boundary0p05_global,0.15,0.05,90,16
32,7,draft32b_smart_freq_boundary0p05_global,0.15,0.05,65,17
32,8,draft32b_smart_freq_boundary0p05_global,0.15,0.05,182,19
32,9,draft32b_smart_freq_boundary0p05_global,0.15,0.05,100,15
32,10,draft32b_smart_freq_boundary0p05_global,0.15,0.05,116,27
32,11,draft32b_smart_freq_boundary0p05_global,0.15,0.05,127,16
32,12,draft32b_smart_freq_boundary0p05_global,0.15,0.05,214,33
32,13,draft32b_smart_freq_boundary0p05_global,0.15,0.05,226,27
32,0,draft32b_smart_mean_boundary0p05_global,0.15,0.05,221,33
32,1,draft32b_smart_mean_boundary0p05_global,0.15,0.05,72,28
32,2,draft32b_smart_mean_boundary0p05_global,0.15,0.05,114,16
32,3,draft32b_smart_mean_boundary0p05_global,0.15,0.05,78,32
32,4,draft32b_smart_mean_boundary0p05_global,0.15,0.05,285,17
32,5,draft32b_smart_mean_boundary0p05_global,0.15,0.05,232,19
32,6,draft32b_smart_mean_boundary0p05_global,0.15,0.05,90,15
32,7,draft32b_smart_mean_boundary0p05_global,0.15,0.05,65,16
32,8,draft32b_smart_mean_boundary0p05_global,0.15,0.05,182,22
32,9,draft32b_smart_mean_boundary0p05_global,0.15,0.05,100,16
32,10,draft32b_smart_mean_boundary0p05_global,0.15,0.05,116,28
32,11,draft32b_smart_mean_boundary0p05_global,0.15,0.05,127,18
32,12,draft32b_smart_mean_boundary0p05_global,0.15,0.05,214,30
32,13,draft32b_smart_mean_boundary0p05_global,0.15,0.05,226,28
32,0,draft32b_smart_top2_boundary0p05_global,0.15,0.05,221,30
32,1,draft32b_smart_top2_boundary0p05_global,0.15,0.05,72,28
32,2,draft32b_smart_top2_boundary0p05_global,0.15,0.05,114,21
32,3,draft32b_smart_top2_boundary0p05_global,0.15,0.05,78,29
32,4,draft32b_smart_top2_boundary0p05_global,0.15,0.05,285,20
32,5,draft32b_smart_top2_boundary0p05_global,0.15,0.05,232,23
32,6,draft32b_smart_top2_boundary0p05_global,0.15,0.05,90,13
32,7,draft32b_smart_top2_boundary0p05_global,0.15,0.05,65,14
32,8,draft32b_smart_top2_boundary0p05_global,0.15,0.05,182,25
32,9,draft32b_smart_top2_boundary0p05_global,0.15,0.05,100,16
32,10,draft32b_smart_top2_boundary0p05_global,0.15,0.05,116,26
32,11,draft32b_smart_top2_boundary0p05_global,0.15,0.05,127,17
32,12,draft32b_smart_top2_boundary0p05_global,0.15,0.05,214,29
32,13,draft32b_smart_top2_boundary0p05_global,0.15,0.05,226,27
33,0,draft32b_smart_freq_boundary0p02_global,0.15,0.02,63,24
33,1,draft32b_smart_freq_boundary0p02_global,0.15,0.02,112,7
33,2,draft32b_smart_freq_boundary0p02_global,0.15,0.02,96,16
33,3,draft32b_smart_freq_boundary0p02_global,0.15,0.02,62,7
33,4,draft32b_smart_freq_boundary0p02_global,0.15,0.02,51,7
33,5,draft32b_smart_freq_boundary0p02_global,0.15,0.02,89,7
33,6,draft32b_smart_freq_boundary0p02_global,0.15,0.02,42,7
33,7,draft32b_smart_freq_boundary0p02_global,0.15,0.02,67,8
33,8,draft32b_smart_freq_boundary0p02_global,0.15,0.02,76,7
33,9,draft32b_smart_freq_boundary0p02_global,0.15,0.02,54,16
33,0,draft32b_smart_mean_boundary0p02_global,0.15,0.02,63,19
33,1,draft32b_smart_mean_boundary0p02_global,0.15,0.02,112,9
33,2,draft32b_smart_mean_boundary0p02_global,0.15,0.02,96,18
33,3,draft32b_smart_mean_boundary0p02_global,0.15,0.02,62,7
33,4,draft32b_smart_mean_boundary0p02_global,0.15,0.02,51,6
33,5,draft32b_smart_mean_boundary0p02_global,0.15,0.02,89,10
33,6,draft32b_smart_mean_boundary0p02_global,0.15,0.02,42,5
33,7,draft32b_smart_mean_boundary0p02_global,0.15,0.02,67,7
33,8,draft32b_smart_mean_boundary0p02_global,0.15,0.02,76,8
33,9,draft32b_smart_mean_boundary0p02_global,0.15,0.02,54,17
33,0,draft32b_smart_top2_boundary0p02_global,0.15,0.02,63,19
33,1,draft32b_smart_top2_boundary0p02_global,0.15,0.02,112,9
33,2,draft32b_smart_top2_boundary0p02_global,0.15,0.02,96,23
33,3,draft32b_smart_top2_boundary0p02_global,0.15,0.02,62,10
33,4,draft32b_smart_top2_boundary0p02_global,0.15,0.02,51,5
33,5,draft32b_smart_top2_boundary0p02_global,0.15,0.02,89,10
33,6,draft32b_smart_top2_boundary0p02_global,0.15,0.02,42,5
33,7,draft32b_smart_top2_boundary0p02_global,0.15,0.02,67,6
33,8,draft32b_smart_top2_boundary0p02_global,0.15,0.02,76,8
33,9,draft32b_smart_top2_boundary0p02_global,0.15,0.02,54,11
33,0,draft32b_smart_freq_boundary0p03_global,0.15,0.03,63,24
33,1,draft32b_smart_freq_boundary0p03_global,0.15,0.03,112,7
33,2,draft32b_smart_freq_boundary0p03_global,0.15,0.03,96,15
33,3,draft32b_smart_freq_boundary0p03_global,0.15,0.03,62,7
33,4,draft32b_smart_freq_boundary0p03_global,0.15,0.03,51,7
33,5,draft32b_smart_freq_boundary0p03_global,0.15,0.03,89,7
33,6,draft32b_smart_freq_boundary0p03_global,0.15,0.03,42,7
33,7,draft32b_smart_freq_boundary0p03_global,0.15,0.03,67,8
33,8,draft32b_smart_freq_boundary0p03_global,0.15,0.03,76,7
33,9,draft32b_smart_freq_boundary0p03_global,0.15,0.03,54,17
33,0,draft32b_smart_mean_boundary0p03_global,0.15,0.03,63,19
33,1,draft32b_smart_mean_boundary0p03_global,0.15,0.03,112,10
33,2,draft32b_smart_mean_boundary0p03_global,0.15,0.03,96,16
33,3,draft32b_smart_mean_boundary0p03_global,0.15,0.03,62,8
33,4,draft32b_smart_mean_boundary0p03_global,0.15,0.03,51,6
33,5,draft32b_smart_mean_boundary0p03_global,0.15,0.03,89,11
33,6,draft32b_smart_mean_boundary0p03_global,0.15,0.03,42,6
33,7,draft32b_smart_mean_boundary0p03_global,0.15,0.03,67,8
33,8,draft32b_smart_mean_boundary0p03_global,0.15,0.03,76,8
33,9,draft32b_smart_mean_boundary0p03_global,0.15,0.03,54,14
33,0,draft32b_smart_top2_boundary0p03_global,0.15,0.03,63,19
33,1,draft32b_smart_top2_boundary0p03_global,0.15,0.03,112,9
33,2,draft32b_smart_top2_boundary0p03_global,0.15,0.03,96,21
33,3,draft32b_smart_top2_boundary0p03_global,0.15,0.03,62,8
33,4,draft32b_smart_top2_boundary0p03_global,0.15,0.03,51,6
33,5,draft32b_smart_top2_boundary0p03_global,0.15,0.03,89,10
