example,chunk_id,layer,top_m,score_mode,tokens,mean_cos_o_proj_to_delta_hidden_next,mean_scalar_fit_rel_l2_hidden_next,mean_scalar_fit_r2_hidden_next,mean_cos_readout_to_delta_value,mean_scalar_fit_rel_l2_value,mean_scalar_fit_r2_value
1,12,56,16,recency,16,0.02358818205539137,0.9991870000958443,0.0016245171427726746,-0.021332979551516473,0.9985210821032524,0.002953656017780304
1,12,56,16,value_norm,16,-0.01013657613475516,0.9994669035077095,0.0010655485093593597,-0.007250788214150816,0.9993575699627399,0.0012839697301387787
1,12,56,32,uniform,16,0.024865738334483467,0.9990461841225624,0.0019053146243095398,0.0028513421420939267,0.9986510537564754,0.002694055438041687
1,12,56,32,recency,16,0.024536249089578632,0.9990999475121498,0.001798190176486969,-0.017082177969768964,0.9987363442778587,0.002524137496948242
1,12,56,32,value_norm,16,-0.01013657613475516,0.9994669035077095,0.0010655485093593597,-0.007250788214150816,0.9993575699627399,0.0012839697301387787
1,12,57,16,uniform,16,0.024519189224520233,0.9991544336080551,0.0016893483698368073,-0.00503378714347491,0.9984446503221989,0.0031025707721710205
1,12,57,16,recency,16,0.02077029415522702,0.9992203675210476,0.0015575289726257324,-0.025798270806262735,0.9978223778307438,0.004340365529060364
1,12,57,16,value_norm,16,0.014838254115602467,0.9996925219893456,0.0006146878004074097,-0.013809650248731486,0.9987239502370358,0.002549007534980774
1,12,57,32,uniform,16,0.02775841524817224,0.9989791586995125,0.00203840434551239,0.00253163420711644,0.9989575147628784,0.0020819641649723053
1,12,57,32,recency,16,0.023364751204553613,0.9991133622825146,0.0017706714570522308,-0.021007349136198172,0.998161144554615,0.0036676153540611267
1,12,57,32,value_norm,16,0.014838254115602467,0.9996925219893456,0.0006146878004074097,-0.013809650248731486,0.9987239502370358,0.002549007534980774
1,12,58,16,uniform,16,0.012441758553904947,0.9992813244462013,0.0014361627399921417,0.003022011267603375,0.998044416308403,0.0038994476199150085
1,12,58,16,recency,16,0.009752605226822197,0.9994905740022659,0.001018241047859192,-0.00874982203822583,0.9977960102260113,0.004396650940179825
1,12,58,16,value_norm,16,0.0006741073302691802,0.9999229460954666,0.00015407800674438477,-0.02101521400618367,0.998726274818182,0.0025436468422412872
1,12,58,32,uniform,16,0.01416098146000877,0.9992643035948277,0.0014699287712574005,0.0036991829401813447,0.9981062225997448,0.003777090460062027
1,12,58,32,recency,16,0.011050749752030242,0.9994715303182602,0.0010562874376773834,-0.007389222795609385,0.9979357682168484,0.004118446260690689
1,12,58,32,value_norm,16,0.0006741073302691802,0.9999229460954666,0.00015407800674438477,-0.02101521400618367,0.998726274818182,0.0025436468422412872
1,13,56,16,uniform,16,0.025138430151855573,0.9988512396812439,0.0022911876440048218,0.0007332706882152706,0.9929139204323292,0.013813387602567673
1,13,56,16,recency,16,0.023625827278010547,0.9986482933163643,0.002695273607969284,-0.005153317208169028,0.9945522882044315,0.01070890948176384
1,13,56,16,value_norm,16,-0.01931465941015631,0.9986849278211594,0.002625793218612671,0.012127268902986543,0.9995053447782993,0.000988788902759552
1,13,56,32,uniform,16,0.031431700801476836,0.9984520450234413,0.0030846036970615387,0.009838849320658483,0.9909045919775963,0.017450757324695587
1,13,56,32,recency,16,0.02711778569209855,0.9985788688063622,0.0028320997953414917,-0.0002490353072062135,0.9932364709675312,0.013191044330596924
1,13,56,32,value_norm,16,-0.01931465941015631,0.9986849278211594,0.002625793218612671,0.012127268902986543,0.9995053447782993,0.000988788902759552
1,13,57,16,uniform,16,0.016442326028482057,0.9996335655450821,0.0007324628531932831,-0.014582802832592279,0.997328270226717,0.005327410995960236
1,13,57,16,recency,16,0.013890035857912153,0.9996313117444515,0.0007368773221969604,-0.012755354327964596,0.9975090436637402,0.004965834319591522
1,13,57,16,value_norm,16,-0.010547983474680223,0.9995482973754406,0.000903010368347168,-0.01207759421231458,0.9985721297562122,0.002849418669939041
1,13,57,32,uniform,16,0.014917112324837944,0.9997665174305439,0.0004667416214942932,-0.018295819405466318,0.9963364601135254,0.007300775498151779
1,13,57,32,recency,16,0.014434043274377473,0.9996650889515877,0.0006693713366985321,-0.014798490591147129,0.9971475079655647,0.0056855157017707825
1,13,57,32,value_norm,16,-0.010547983474680223,0.9995482973754406,0.000903010368347168,-0.01207759421231458,0.9985721297562122,0.002849418669939041
1,13,58,16,uniform,16,-0.0037263276462908834,0.9993893727660179,0.001219429075717926,-0.023758916802762542,0.9978041872382164,0.004378329962491989
1,13,58,16,recency,16,-0.010596694501145976,0.9991321563720703,0.0017313212156295776,-0.0227940266195219,0.9984953738749027,0.0030044876039028168
1,13,58,16,value_norm,16,0.0009477337498537963,0.9998828433454037,0.00023426488041877747,-0.004813040199223906,0.9988389424979687,0.0023192204535007477
1,13,58,32,uniform,16,0.00021475687390193343,0.9997348263859749,0.0005302205681800842,-0.027394954406190664,0.9970214515924454,0.00592726469039917
1,13,58,32,recency,16,-0.008312749239848927,0.9993751682341099,0.0012479200959205627,-0.025262846469559008,0.9980834126472473,0.003824584186077118
1,13,58,32,value_norm,16,0.0009477337498537963,0.9998828433454037,0.00023426488041877747,-0.004813040199223906,0.9988389424979687,0.0023192204535007477
1,14,56,16,uniform,16,0.04646705539198592,0.9974626153707504,0.0050560347735881805,0.010578634080957272,0.9958520233631134,0.008179344236850739
1,14,56,16,recency,16,0.044598730048164725,0.997533705085516,0.004912354052066803,0.0035817325115203857,0.9974141605198383,0.005154598504304886
1,14,56,16,value_norm,16,-0.0375157025991939,0.9986363872885704,0.0027218982577323914,-0.016688135132426396,0.999447476118803,0.0011044815182685852
1,14,56,32,uniform,16,0.04788301675580442,0.9971555769443512,0.0056679584085941315,0.012872906707343645,0.9946052730083466,0.010547112673521042
1,14,56,32,recency,16,0.046976368641480803,0.9973150379955769,0.0053481534123420715,0.007166683306593313,0.996690820902586,0.00657319650053978
1,14,56,32,value_norm,16,-0.0375157025991939,0.9986363872885704,0.0027218982577323914,-0.016688135132426396,0.999447476118803,0.0011044815182685852
1,14,57,16,uniform,16,0.011060238000936806,0.9997952282428741,0.0004094168543815613,-0.007100175072991988,0.9988144338130951,0.002367403358221054
1,14,57,16,recency,16,0.007501425796363037,0.9997754395008087,0.00044896453619003296,-0.0008072926502791233,0.9979939945042133,0.004004109650850296
1,14,57,16,value_norm,16,-0.012223555633681826,0.9997196532785892,0.0005602538585662842,-0.03363081839052029,0.998400766402483,0.0031883902847766876
1,14,57,32,uniform,16,0.016616806125966832,0.9997209347784519,0.0005579404532909393,-0.0059966300905216485,0.9980037175118923,0.003976065665483475
1,14,57,32,recency,16,0.010347215682742217,0.999755434691906,0.000488966703414917,-0.0008969186164904386,0.9980086050927639,0.003975655883550644
1,14,57,32,value_norm,16,-0.012223555633681826,0.9997196532785892,0.0005602538585662842,-0.03363081839052029,0.998400766402483,0.0031883902847766876
1,14,58,16,uniform,16,0.014791666568726214,0.9996542446315289,0.0006909780204296112,-0.0057445920538157225,0.9985345974564552,0.002927131950855255
1,14,58,16,recency,16,0.008807459496892989,0.999727550894022,0.0005446188151836395,0.00837488321121782,0.9975367225706577,0.004914306104183197
1,14,58,16,value_norm,16,0.0054767715264461,0.999885331839323,0.00022929534316062927,0.0008829572761896998,0.9985965192317963,0.0028024353086948395
1,14,58,32,uniform,16,0.019179655690095387,0.9995731636881828,0.0008527226746082306,-0.003636106528574601,0.9981725439429283,0.0036461241543293
1,14,58,32,recency,16,0.011492713518236997,0.9997098743915558,0.0005799420177936554,0.008151061134412885,0.9975913166999817,0.004805922508239746
1,14,58,32,value_norm,16,0.0054767715264461,0.999885331839323,0.00022929534316062927,0.0008829572761896998,0.9985965192317963,0.0028024353086948395
1,15,56,16,uniform,16,0.0018088512879330665,0.9991712905466557,0.001655038446187973,-0.020947936980519444,0.998756468296051,0.002480853348970413
1,15,56,16,recency,16,0.005530694799745106,0.9993010573089123,0.0013964995741844177,-0.022807753935921937,0.99693987891078,0.006085753440856934
1,15,56,16,value_norm,16,-0.013691695436136797,0.9989041090011597,0.0021875575184822083,0.003696400443004677,0.999224741011858,0.001549459993839264
1,15,56,32,uniform,16,0.002780844035441987,0.9988676868379116,0.0022581107914447784,-0.029984154971316457,0.9982653334736824,0.00345689058303833
1,15,56,32,recency,16,0.004582516303344164,0.9991780817508698,0.0016420409083366394,-0.027207751903915778,0.9972463436424732,0.005478672683238983
1,15,56,32,value_norm,16,-0.013691695436136797,0.9989041090011597,0.0021875575184822083,0.003696400443004677,0.999224741011858,0.001549459993839264
1,15,57,16,uniform,16,0.018076182805089047,0.9995351508259773,0.0009292066097259521,-0.026447516818734584,0.9974140077829361,0.005155164748430252
1,15,57,16,recency,16,0.01879727114283014,0.9994504153728485,0.0010983012616634369,-0.02659523330112279,0.996185664087534,0.007589731365442276
1,15,57,16,value_norm,16,-0.002489008125849068,0.9996353574097157,0.0007288679480552673,0.0069874520904704696,0.9989511519670486,0.0020949356257915497
1,15,57,32,uniform,16,0.02518142355256714,0.9993155263364315,0.0013676732778549194,-0.037770338749396615,0.9977447725832462,0.0044963546097278595
1,15,57,32,recency,16,0.021647531491908012,0.9993790872395039,0.0012406855821609497,-0.031627508309611585,0.9966521449387074,0.006668131798505783
1,15,57,32,value_norm,16,-0.002489008125849068,0.9996353574097157,0.0007288679480552673,0.0069874520904704696,0.9989511519670486,0.0020949356257915497
1,15,58,16,uniform,16,0.008242959433118813,0.9995118156075478,0.0009747147560119629,-0.032236235681921244,0.997390616685152,0.005197174847126007
1,15,58,16,recency,16,0.008759925799949997,0.9994253069162369,0.001147635281085968,-0.032268674855004065,0.9964275173842907,0.007099900394678116
1,15,58,16,value_norm,16,0.006752850626071449,0.999893493950367,0.00021293014287948608,0.0037286319420672953,0.9988501407206059,0.0022967830300331116
1,15,58,32,uniform,16,0.0049682722965371795,0.9996344931423664,0.0007302165031433105,-0.04007594578433782,0.9966170452535152,0.006734825670719147
1,15,58,32,recency,16,0.007651741500012577,0.9994574375450611,0.0010835491120815277,-0.036452742978269725,0.996481005102396,0.006998788565397263
1,15,58,32,value_norm,16,0.006752850626071449,0.999893493950367,0.00021293014287948608,0.0037286319420672953,0.9988501407206059,0.0022967830300331116
1,16,56,16,uniform,16,0.018258056632475927,0.9974070638418198,0.005166679620742798,0.009320795043095131,0.9969075657427311,0.0061644576489925385
1,16,56,16,recency,16,0.021073698066174984,0.9971500597894192,0.0056785643100738525,0.008449996279523475,0.9960478618741035,0.00787292793393135
1,16,56,16,value_norm,16,0.008076461650489364,0.9988231584429741,0.0023494623601436615,0.0023561707203043625,0.9992211945354939,0.0015562698245048523
1,16,56,32,uniform,16,0.019201067625544965,0.9975702054798603,0.004839923232793808,0.0043490422976901755,0.9973129145801067,0.005361739546060562
1,16,56,32,recency,16,0.02200311078922823,0.9971061535179615,0.00576406717300415,0.006678217148873955,0.9964126273989677,0.007150236517190933
1,16,56,32,value_norm,16,0.008076461650489364,0.9988231584429741,0.0023494623601436615,0.0023561707203043625,0.9992211945354939,0.0015562698245048523
1,16,57,16,uniform,16,0.012817368929972872,0.9992405958473682,0.001517903059720993,0.008878901557181962,0.9973198026418686,0.0053454115986824036
1,16,57,16,recency,16,0.015069493325427175,0.9992529526352882,0.0014931969344615936,0.015270995986611524,0.9966423399746418,0.006690662354230881
1,16,57,16,value_norm,16,0.008552690414944664,0.9994979500770569,0.001003451645374298,0.002749703679000959,0.9988855011761189,0.0022270269691944122
1,16,57,32,uniform,16,0.01539821017649956,0.999266367405653,0.0014661327004432678,0.002805797759720008,0.9982403069734573,0.003514714539051056
1,16,57,32,recency,16,0.016335284286469687,0.9992561936378479,0.0014868229627609253,0.012105490633985028,0.9971980266273022,0.005589071661233902
1,16,57,32,value_norm,16,0.008552690414944664,0.9994979500770569,0.001003451645374298,0.002749703679000959,0.9988855011761189,0.0022270269691944122
1,16,58,16,uniform,16,0.0029400584317045286,0.9994764998555183,0.0010462142527103424,0.001159244799055159,0.9963405020534992,0.007287710905075073
1,16,58,16,recency,16,0.004042086206027307,0.9995409622788429,0.0009175054728984833,0.008767238294240087,0.9940665550529957,0.011782385408878326
1,16,58,16,value_norm,16,0.006656582409050316,0.9999118074774742,0.0001763366162776947,-0.01092553569469601,0.9983999915421009,0.003193400800228119
1,16,58,32,uniform,16,0.00275322723609861,0.9993499107658863,0.001298811286687851,-0.006236075336346403,0.9977420382201672,0.004503283649682999
1,16,58,32,recency,16,0.003904533317836467,0.9994760565459728,0.0010471455752849579,0.005152468220330775,0.9951438680291176,0.009664792567491531
1,16,58,32,value_norm,16,0.006656582409050316,0.9999118074774742,0.0001763366162776947,-0.01092553569469601,0.9983999915421009,0.003193400800228119
1,17,56,16,uniform,16,-0.016104765672935173,0.998373206704855,0.003245115280151367,-0.03748886238463456,0.9965659528970718,0.006833530962467194
1,17,56,16,recency,16,-0.013883098756195977,0.998343501240015,0.0033043697476387024,-0.043581898557022214,0.9953407198190689,0.009264245629310608
1,17,56,16,value_norm,16,-0.017565992406161968,0.9992115683853626,0.0015758238732814789,0.0005888334271730855,0.9992696419358253,0.0014595948159694672
1,17,56,32,uniform,16,-0.013312225812114775,0.9984589889645576,0.0030737072229385376,-0.03559329438394343,0.9972467049956322,0.005485355854034424
1,17,56,32,recency,16,-0.01352967151615303,0.9983219057321548,0.0033470317721366882,-0.043958207475952804,0.9956536665558815,0.008646652102470398
1,17,56,32,value_norm,16,-0.017565992406161968,0.9992115683853626,0.0015758238732814789,0.0005888334271730855,0.9992696419358253,0.0014595948159694672
1,17,57,16,uniform,16,0.006774449248041492,0.9997271560132504,0.0005454830825328827,-0.013485716888681054,0.9980709031224251,0.003849577158689499
1,17,57,16,recency,16,0.007131867630960187,0.999765194952488,0.00046949461102485657,-0.01895985055307392,0.9962805435061455,0.007400296628475189
1,17,57,16,value_norm,16,-0.007648012622667011,0.9997375831007957,0.0005246736109256744,0.0255434821738163,0.9983007349073887,0.003391433507204056
1,17,57,32,uniform,16,0.01102518719562795,0.9996444247663021,0.0007107816636562347,-0.008353274606633931,0.9985822439193726,0.0028320960700511932
1,17,57,32,recency,16,0.009064990212209523,0.9997308813035488,0.0005380511283874512,-0.018046453478746116,0.9965261779725552,0.006915919482707977
1,17,57,32,value_norm,16,-0.007648012622667011,0.9997375831007957,0.0005246736109256744,0.0255434821738163,0.9983007349073887,0.003391433507204056
1,17,58,16,uniform,16,-0.007043334626359865,0.9996293820440769,0.0007407739758491516,-0.019807551543635782,0.9983430057764053,0.0033061951398849487
1,17,58,16,recency,16,-0.005041121508838842,0.999656930565834,0.0006857775151729584,-0.02243741264101118,0.9973914138972759,0.0052038393914699554
1,17,58,16,value_norm,16,0.004724779624666553,0.999904926866293,0.00019010156393051147,-0.018469264374289196,0.9982982762157917,0.0033920034766197205
1,17,58,32,uniform,16,-0.0032215426181210205,0.9996615760028362,0.0006764866411685944,-0.014296644978458062,0.9986446723341942,0.002705790102481842
1,17,58,32,recency,16,-0.004032664670376107,0.9996545948088169,0.0006904378533363342,-0.021301696135196835,0.9977224692702293,0.004546288400888443
1,17,58,32,value_norm,16,0.004724779624666553,0.999904926866293,0.00019010156393051147,-0.018469264374289196,0.9982982762157917,0.0033920034766197205
1,18,56,16,uniform,16,0.007314892536669504,0.9985788725316525,0.0028318874537944794,0.016614835563814268,0.9973430298268795,0.005295377224683762
1,18,56,16,recency,16,0.004126407584408298,0.9988612122833729,0.0022724084556102753,-0.005508246918907389,0.996405404061079,0.007155686616897583
1,18,56,16,value_norm,16,0.005976574509986676,0.9995976984500885,0.0008039213716983795,-0.016866192017914727,0.9990563616156578,0.0018847808241844177
1,18,56,32,uniform,16,0.006544241463416256,0.9980913400650024,0.00379229336977005,0.01472943410044536,0.9967439249157906,0.006478611379861832
1,18,56,32,recency,16,0.005222784573561512,0.9985535256564617,0.0028819702565670013,-0.0011415246990509331,0.9963182657957077,0.007333111017942429
1,18,56,32,value_norm,16,0.005976574509986676,0.9995976984500885,0.0008039213716983795,-0.016866192017914727,0.9990563616156578,0.0018847808241844177
1,18,57,16,uniform,16,-0.0003638749476522207,0.9995628222823143,0.0008737556636333466,0.004389655005070381,0.9965651668608189,0.006823193281888962
1,18,57,16,recency,16,-0.0012437939294613898,0.999532625079155,0.0009338371455669403,-0.017083835322409868,0.9935780391097069,0.01253126934170723
1,18,57,16,value_norm,16,0.01064578966179397,0.999609649181366,0.0007801949977874756,-0.015185268981440458,0.9984739795327187,0.0030413977801799774
1,18,57,32,uniform,16,-0.00032149643811862916,0.9993986561894417,0.0012016519904136658,0.005955068903858773,0.9967640973627567,0.006445050239562988
1,18,57,32,recency,16,-0.0009195054662995972,0.999450083822012,0.0010986365377902985,-0.01267432700842619,0.9938804097473621,0.011999297887086868
1,18,57,32,value_norm,16,0.01064578966179397,0.999609649181366,0.0007801949977874756,-0.015185268981440458,0.9984739795327187,0.0030413977801799774
1,18,58,16,uniform,16,-0.01743104933120776,0.9992876425385475,0.0014232918620109558,-0.002622519910801202,0.997509591281414,0.004958413541316986
1,18,58,16,recency,16,-0.015907140354102012,0.9993174374103546,0.0013636201620101929,-0.020382270828122273,0.9936950877308846,0.012207716703414917
1,18,58,16,value_norm,16,0.0010200276483374182,0.9999098442494869,0.00018026679754257202,-0.012679659256718878,0.9983481951057911,0.003294948488473892
1,18,58,32,uniform,16,-0.018383087635811535,0.9992306493222713,0.0015370659530162811,1.8291117157787085e-05,0.9970797076821327,0.005806565284729004
1,18,58,32,recency,16,-0.017047453322447836,0.999274380505085,0.0014494732022285461,-0.017204723204486072,0.9942623227834702,0.011227399110794067
1,18,58,32,value_norm,16,0.0010200276483374182,0.9999098442494869,0.00018026679754257202,-0.012679659256718878,0.9983481951057911,0.003294948488473892
1,19,56,16,uniform,16,-0.02946058745146729,0.9988810569047928,0.002235233783721924,-0.02305511811937322,0.9957721084356308,0.008419550955295563
1,19,56,16,recency,16,-0.02280158022767864,0.9992310181260109,0.0015368647873401642,-0.016730037983506918,0.9937108010053635,0.012455470860004425
1,19,56,16,value_norm,16,-0.02633594986400567,0.999380998313427,0.0012373216450214386,-0.0037488200759980828,0.9992276653647423,0.0015431717038154602
1,19,56,32,uniform,16,-0.027161803387571126,0.9988235905766487,0.0023493915796279907,-0.028252664444153197,0.9966205880045891,0.006718378514051437
1,19,56,32,recency,16,-0.02367132407380268,0.9991323985159397,0.0017337016761302948,-0.019554126308776176,0.9944508709013462,0.011006198823451996
1,19,56,32,value_norm,16,-0.02633594986400567,0.999380998313427,0.0012373216450214386,-0.0037488200759980828,0.9992276653647423,0.0015431717038154602
1,19,57,16,uniform,16,0.01399007352301851,0.9997065365314484,0.0005867369472980499,-0.01432256365660578,0.9969492480158806,0.006078992038965225
1,19,57,16,recency,16,0.014402416796656325,0.9996575228869915,0.0006846562027931213,-0.009578099226928316,0.9928717389702797,0.014073621481657028
1,19,57,16,value_norm,16,-0.005869380865988205,0.9998206123709679,0.0003587007522583008,-0.007593115558847785,0.9984524473547935,0.0030873119831085205
1,19,57,32,uniform,16,0.015752818813780323,0.9995980523526669,0.0008035115897655487,-0.010827059260918759,0.9980937018990517,0.003803431987762451
1,19,57,32,recency,16,0.015913674607872963,0.9996188879013062,0.0007618926465511322,-0.008448822958598612,0.99374845251441,0.012349318712949753
1,19,57,32,value_norm,16,-0.005869380865988205,0.9998206123709679,0.0003587007522583008,-0.007593115558847785,0.9984524473547935,0.0030873119831085205
1,19,58,16,uniform,16,0.013710710178202135,0.9996311701834202,0.0007373020052909851,-0.05583310023939703,0.9956283867359161,0.008702579885721207
1,19,58,16,recency,16,0.01344228756352095,0.9995679371058941,0.0008636638522148132,-0.039546986859932076,0.9935515746474266,0.012786470353603363
1,19,58,16,value_norm,16,-0.0036011730999234715,0.9999323152005672,0.00013533979654312134,-0.006412317568901926,0.9991592466831207,0.0016796551644802094
1,19,58,32,uniform,16,0.014705467536259675,0.9997070170938969,0.0005857273936271667,-0.05397790687857196,0.996089406311512,0.00777830183506012
1,19,58,32,recency,16,0.014062706981349038,0.9996045418083668,0.0007905289530754089,-0.0421524838602636,0.9938589669764042,0.012186024338006973
1,19,58,32,value_norm,16,-0.0036011730999234715,0.9999323152005672,0.00013533979654312134,-0.006412317568901926,0.9991592466831207,0.0016796551644802094
1,20,56,16,uniform,16,-0.008359522878890857,0.9992782324552536,0.001441948115825653,-0.031235760950949043,0.9974287189543247,0.005116593092679977
1,20,56,16,recency,16,-0.00566150488157291,0.999358706176281,0.0012812279164791107,-0.028741005022311583,0.9980236142873764,0.003935504704713821
1,20,56,16,value_norm,16,-0.005424475928521133,0.9996599964797497,0.000679701566696167,-0.008078504433797207,0.9993348568677902,0.0013287700712680817
1,20,56,32,uniform,16,-0.0069274514899007045,0.9994192980229855,0.0011603236198425293,-0.0214346568682231,0.9980334565043449,0.0039159320294857025
1,20,56,32,recency,16,-0.005699854053091258,0.9993928223848343,0.0012130774557590485,-0.026525860303081572,0.9980544410645962,0.0038718432188034058
1,20,56,32,value_norm,16,-0.005424475928521133,0.9996599964797497,0.000679701566696167,-0.008078504433797207,0.9993348568677902,0.0013287700712680817
1,20,57,16,uniform,16,0.009412282888661139,0.9998390674591064,0.000321757048368454,-0.03262931318022311,0.9971286989748478,0.005699675530195236
1,20,57,16,recency,16,0.008114501644740812,0.9998154602944851,0.0003689602017402649,-0.021131591754965484,0.9986113607883453,0.0027736015617847443
1,20,57,16,value_norm,16,0.003986353105574381,0.999762337654829,0.0004752129316329956,0.005581093402724946,0.9996471256017685,0.0007054880261421204
1,20,57,32,uniform,16,0.009152687918685842,0.999772634357214,0.00045460090041160583,-0.020871159111266024,0.9979813918471336,0.00402035191655159
1,20,57,32,recency,16,0.008356920079677366,0.9998121298849583,0.0003756284713745117,-0.019216485088691115,0.9987160302698612,0.0025639161467552185
1,20,57,32,value_norm,16,0.003986353105574381,0.999762337654829,0.0004752129316329956,0.005581093402724946,0.9996471256017685,0.0007054880261421204
1,20,58,16,uniform,16,0.00997711506579435,0.9995523281395435,0.0008947029709815979,-0.05541884778358508,0.99691291898489,0.006149251013994217
1,20,58,16,recency,16,0.007362611762800952,0.9995630830526352,0.0008733011782169342,-0.05678538161737379,0.9975004941225052,0.004986472427845001
1,20,58,16,value_norm,16,0.00362335783574963,0.9999368973076344,0.00012617185711860657,-0.020682798291090876,0.9985868968069553,0.0028210803866386414
1,20,58,32,uniform,16,0.010400195023976266,0.9995019137859344,0.0009953565895557404,-0.04008607365176431,0.9980149120092392,0.003961089998483658
1,20,58,32,recency,16,0.007588757696112225,0.9995406158268452,0.0009181387722492218,-0.0533716885256581,0.9976558350026608,0.004675820469856262
1,20,58,32,value_norm,16,0.00362335783574963,0.9999368973076344,0.00012617185711860657,-0.020682798291090876,0.9985868968069553,0.0028210803866386414
1,21,56,16,uniform,16,-0.054176175472093746,0.9974194131791592,0.005147673189640045,-0.06032930589208263,0.9958159029483795,0.008309941738843918
1,21,56,16,recency,16,-0.046665978836244904,0.9978610686957836,0.004266168922185898,-0.06162644376854587,0.9957005977630615,0.008548472076654434
1,21,56,16,value_norm,16,-0.025553705578204244,0.9991041570901871,0.001789230853319168,0.0032512744364794344,0.9998027570545673,0.0003944188356399536
1,21,56,32,uniform,16,-0.05551119503797963,0.9974473267793655,0.005092643201351166,-0.06451128780827275,0.9959239475429058,0.008104648441076279
1,21,56,32,recency,16,-0.049618642653513234,0.9977073110640049,0.0045730918645858765,-0.06529788888292387,0.9956075698137283,0.008730791509151459
1,21,56,32,value_norm,16,-0.025553705578204244,0.9991041570901871,0.001789230853319168,0.0032512744364794344,0.9998027570545673,0.0003944188356399536
1,21,57,16,uniform,16,0.007925031895865686,0.999504804611206,0.0009894296526908875,-0.054641722977976315,0.9963906779885292,0.0071829743683338165
1,21,57,16,recency,16,0.011169238801812753,0.9994239211082458,0.0011508278548717499,-0.04768535590847023,0.9966656602919102,0.00664902850985527
1,21,57,16,value_norm,16,-0.0002798917962536507,0.9998258464038372,0.000348161906003952,-0.02780960442396463,0.9987954869866371,0.002404354512691498
1,21,57,32,uniform,16,0.01107311663326982,0.9995399937033653,0.0009193979203701019,-0.051185545220505446,0.9964634552598,0.00704614445567131
1,21,57,32,recency,16,0.01246284446096979,0.9994474351406097,0.0011039935052394867,-0.04978187405504286,0.9965850561857224,0.006807785481214523
1,21,57,32,value_norm,16,-0.0002798917962536507,0.9998258464038372,0.000348161906003952,-0.02780960442396463,0.9987954869866371,0.002404354512691498
1,21,58,16,uniform,16,0.010920540618826635,0.9996163994073868,0.0007668808102607727,-0.03321211500042409,0.9982672668993473,0.0034544430673122406
1,21,58,16,recency,16,0.014612855171435513,0.9994994662702084,0.0010004900395870209,-0.028725886670144973,0.998604629188776,0.0027857832610607147
1,21,58,16,value_norm,16,2.0128529286012053e-05,0.9999173060059547,0.00016533583402633667,-0.03097659780178219,0.9987334050238132,0.002529893070459366
1,21,58,32,uniform,16,0.011241095780860633,0.9996410124003887,0.0007176585495471954,-0.03893974132370204,0.9975481927394867,0.004888158291578293
1,21,58,32,recency,16,0.014598996363929473,0.9995066784322262,0.0009860694408416748,-0.03338301215444517,0.998485941439867,0.003020908683538437
1,21,58,32,value_norm,16,2.0128529286012053e-05,0.9999173060059547,0.00016533583402633667,-0.03097659780178219,0.9987334050238132,0.002529893070459366
1,22,56,16,uniform,16,0.00441410437815648,0.9996240101754665,0.0007515624165534973,0.019210114605812123,0.9984919726848602,0.003010425716638565
1,22,56,16,recency,16,0.003114536611974472,0.9996250532567501,0.0007494129240512848,0.012538765296994825,0.998186495155096,0.0036149397492408752
1,22,56,16,value_norm,16,-0.017728305398122757,0.999312985688448,0.0013724789023399353,0.002641450351802632,0.9995660036802292,0.0008675530552864075
1,22,56,32,uniform,16,0.007014105547568761,0.9994802810251713,0.0010384656488895416,0.02129872888326645,0.9975152015686035,0.004945967346429825
1,22,56,32,recency,16,0.0044844391941296635,0.9995714761316776,0.0008563920855522156,0.014792614354519174,0.9979097656905651,0.004165589809417725
1,22,56,32,value_norm,16,-0.017728305398122757,0.999312985688448,0.0013724789023399353,0.002641450351802632,0.9995660036802292,0.0008675530552864075
1,22,57,16,uniform,16,-0.0022871689798193984,0.999557863920927,0.0008836612105369568,-0.005971504007902695,0.997411422431469,0.005163565278053284
1,22,57,16,recency,16,-0.0007765996779198758,0.9995210357010365,0.0009574256837368011,-0.012087974522728473,0.9973072931170464,0.005369797348976135
1,22,57,16,value_norm,16,0.001027144794988999,0.999737735837698,0.0005243197083473206,-0.0020238264405634254,0.9986122064292431,0.0027702227234840393
1,22,57,32,uniform,16,0.004434046140602277,0.9995463006198406,0.0009064599871635437,-0.011476921907160431,0.9966570138931274,0.006633885204792023
1,22,57,32,recency,16,0.001305774272623239,0.9995199739933014,0.0009594336152076721,-0.014326408519991674,0.9971909075975418,0.005600210279226303
1,22,57,32,value_norm,16,0.001027144794988999,0.999737735837698,0.0005243197083473206,-0.0020238264405634254,0.9986122064292431,0.0027702227234840393
1,22,58,16,uniform,16,0.005922104895034863,0.9995863027870655,0.0008266903460025787,0.018632190476637334,0.996331237256527,0.007314600050449371
1,22,58,16,recency,16,0.004351625029812567,0.999614056199789,0.0007713139057159424,0.01485836919164285,0.9955670237541199,0.008828099817037582
1,22,58,16,value_norm,16,0.009490358497714624,0.9998999498784542,0.00020004808902740479,-0.0017904291162267327,0.9980026744306087,0.003985121846199036
1,22,58,32,uniform,16,0.004503882257267833,0.9996917136013508,0.0006162337958812714,0.018162407097406685,0.9964566007256508,0.00705873966217041
1,22,58,32,recency,16,0.004233549261698499,0.9996574707329273,0.0006846226751804352,0.01530595156509662,0.995520181953907,0.008924633264541626
1,22,58,32,value_norm,16,0.009490358497714624,0.9998999498784542,0.00020004808902740479,-0.0017904291162267327,0.9980026744306087,0.003985121846199036
