dataset,flip,main,sub,gt,old_pred,new_pred,old_reason,new_reason,old_file,new_file
2wikimqa,old_wrong_new_correct,"Which film has the director who died later, The Great Man'S Lady or La Belle Américaine?","Which film has the director who died later, The Great Man'S Lady or La Belle Américaine?",La Belle Américaine,Answer: The Great Man's Lady,1. **Identify the directors of the two films:**    - *The Great Man's Lady* is directed by **William A. Wellman**.    - ,预测答案给出的电影是“The Great Man's Lady”，而标准答案为“La Belle Américaine”。两者在语义上完全不同，预测答案未包含标准答案的关键信息，因此判断为错误。,预测答案通过逐步分析两部电影的导演及其去世日期，得出了正确的结论。其最终给出的答案“La Belle Américaine”与标准答案完全一致，准确且完整地回答了问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,old_wrong_new_correct,"Which film has the director who is older than the other, Season Of Strangers or The Yellow Teddy Bears?","Which film has the director who is older than the other, Season Of Strangers or The Yellow Teddy Bears?",Season Of Strangers,The Yellow Teddy Bears,"1. The director of Season of Strangers is Maya Deren, who was born on May 12, 1917, and died on October 13, 1961. 2. The",预测答案与标准答案完全不同。标准答案明确指出年龄较大的导演所对应的电影是“Season Of Strangers”，而预测答案给出了另一部完全不同的电影“The Yellow Teddy Bears”，两者在语义上不等价，因此预测答案未能正,预测答案不仅包含了标准答案的关键信息“Season of Strangers”，而且通过详细的推理过程得出了与标准答案完全一致的结论，在语义上与标准答案等价，正确地回答了问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,old_correct_new_wrong,"Which film has the director who was born first, Tombstone Rashomon or Waiting For The Clouds?","Which film has the director who was born first, Tombstone Rashomon or Waiting For The Clouds?",Tombstone Rashomon,Tombstone Rashomon,Waiting for the Clouds,预测答案与标准答案完全一致，均为“Tombstone Rashomon”。预测答案准确包含了标准答案的关键信息，且在语义上完全等价，因此正确地回答了关于哪部电影导演出生更早的问题。,预测答案“Waiting for the Clouds”与标准答案“Tombstone Rashomon”完全不同。问题要求找出导演出生时间最早的电影，标准答案明确为Tombstone Rashomon，而预测答案给出了另一部不同的电影，未,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,old_correct_new_wrong,"Which film was released earlier, Prince Of Arcadia or Italia-Germania 4-3?","Which film was released earlier, Prince Of Arcadia or Italia-Germania 4-3?",Prince Of Arcadia,Prince Of Arcadia,1933,预测答案与标准答案完全一致，均为“Prince Of Arcadia”。预测答案准确包含了标准答案的关键信息，且在语义上完全等价，正确地回答了关于哪部电影上映更早的问题。,预测答案“1933”仅仅提供了一个年份，而问题要求回答的是哪一部电影上映得更早。预测答案没有包含标准答案“Prince Of Arcadia”的关键信息，也没有给出具体的电影名称，因此未能正确回答问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,old_correct_new_wrong,"Which film was released first, Vacations In Majorca or Dr. Socrates?","Which film was released first, Vacations In Majorca or Dr. Socrates?",Dr. Socrates,Answer: Dr. Socrates,1935,预测答案明确指出了“Dr. Socrates”这一电影名称，与标准答案完全一致。虽然预测答案中多出了“Answer: ”这样的前缀词，但这属于措辞上的细微差异，不影响核心语义的表达，因此正确回答了哪部电影最先上映的问题。,预测答案“1935”仅提供了一个年份，并未指出哪部电影最先上映。问题要求在两部电影之间进行选择，标准答案明确给出了电影名称“Dr. Socrates”，而预测答案缺失了这一关键信息，在语义上与标准答案不等价。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,old_correct_new_wrong,"Which film whose director is younger, Cuchillos De Fuego or A Woman Has Killed?","Which film whose director is younger, Cuchillos De Fuego or A Woman Has Killed?",Cuchillos De Fuego,Answer: Cuchillos de fuego,A Woman Has Killed,预测答案“Cuchillos de fuego”与标准答案“Cuchillos De Fuego”在语义上完全等价，仅仅是首字母大小写的细微差异，包含了标准答案的关键信息，正确回答了问题。,预测答案与标准答案完全不同。标准答案明确指出导演更年轻的电影是“Cuchillos De Fuego”，而预测答案给出的是“A Woman Has Killed”，两者在语义上不一致，且未包含标准答案的关键信息，因此预测答案未能正确回答问题,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,old_correct_new_wrong,"Which film whose director is younger, Many Tanks Mr. Atkins or Do Musafir?","Which film whose director is younger, Many Tanks Mr. Atkins or Do Musafir?",Do Musafir,"<think>  </think>  To determine which film's director is younger, we need to compare the birth years of the directors of","1. Determine the directors of the two films:  - ""Many Tanks Mr. Atkins"" was directed by Roy William Neill. - ""Do Musafir",预测答案通过详细对比两部电影的导演出生年份，得出了正确的结论，并且最终给出的答案与标准答案完全一致，均为“Do Musafir”，因此预测答案正确回答了问题。,预测答案的最终结论是“两位导演年龄相同”，这与标准答案“Do Musafir”完全不一致。问题询问的是哪部电影的导演更年轻，而预测答案错误地计算并比较了导演在电影上映时的年龄，得出了年龄相同的结论，未能包含标准答案的关键信息，语义上也不等价,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,old_correct_new_wrong,"Which film whose producer was born first, All-American Co-Ed or Lagu Kenangan?","Which film whose producer was born first, All-American Co-Ed or Lagu Kenangan?",All-American Co-Ed,"To determine which film's producer was born first between *All-American Co-Ed* and *Lagu Kenangan*, we need to identify ",1. Identify the birth dates of the producers of the two films:    - The producer of *All-American Co-Ed* is not mentione,预测答案在经过详细的分析和推理后，最终得出的结论是“All-American Co-Ed”，这与标准答案完全一致。预测答案不仅包含了标准答案的关键信息，而且在语义上与标准答案等价，正确地回答了问题。,预测答案的结论是“无法确定”，而标准答案是“All-American Co-Ed”。预测答案未能包含标准答案的关键信息，两者在语义上完全不一致，因此预测答案错误。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,old_correct_new_wrong,"Which magazine was established first, Rock Street Journal or De As?","Which magazine was established first, Rock Street Journal or De As?",De As,Answer: De AS,1972,预测答案“De AS”与标准答案“De As”在语义上完全等价，仅仅是大小写字母的细微差异，包含了标准答案的关键信息，正确回答了哪本杂志最先成立的问题。,预测答案“1972”仅仅提供了一个年份，而问题询问的是哪本杂志最先成立。标准答案是具体的杂志名称“De As”，预测答案完全没有包含标准答案的关键信息，两者在语义上也不等价，因此回答错误。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,old_correct_new_wrong,"Which song came out first, Joel The Lump Of Coal or Jugband Blues?","Which song came out first, Joel The Lump Of Coal or Jugband Blues?",Jugband Blues,Answer: Jugband Blues,1968,预测答案明确指出了“Jugband Blues”，这与标准答案完全一致。虽然预测答案包含了“Answer: ”这样的前缀，但这属于措辞上的细微差异，不影响核心语义，因此预测答案正确地回答了问题。,预测答案“1968”仅仅提供了一个年份，而问题询问的是哪首歌曲发行得更早。预测答案没有包含标准答案中的关键信息“Jugband Blues”，也没有指明具体的歌曲名称，因此未能正确回答问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,old_wrong_new_correct,"Who is Sir William Gore, 3Rd Baronet's paternal grandfather?","Who is Sir William Gore, 3Rd Baronet's paternal grandfather?","Sir Paul Gore, 1st Baronet","<think>  </think>  Sir Paul Gore, 1st Baronet","Sir Paul Gore, 1st Baronet","预测答案部分为空，没有提供任何关于 Sir William Gore, 3rd Baronet 祖父身份的信息，因此未能回答所提出的问题。","预测答案与标准答案完全一致，均为“Sir Paul Gore, 1st Baronet”。预测答案准确包含了标准答案的所有关键信息，在语义上完全等价，正确回答了关于Sir William Gore祖父是谁的问题。",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,old_correct_new_wrong,Who is the mother of the director of film Atomised (Film)?,Who is the mother of the director of film Atomised (Film)?,Gisela Elsner,"The film *Atomised* (2006) was directed by **Oskar Roehler**. According to the provided information, Oskar Roehler was b",Kekuʻiapoiwa II,预测答案不仅明确指出了电影《Atomised》的导演是Oskar Roehler，还进一步推导出了他的母亲是Gisela Elsner。这与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，正确地回答了问题。,预测答案“Kekuʻiapoiwa II”与标准答案“Gisela Elsner”完全不一致。电影《Atomised》的导演是Niels Mueller，其母亲并非预测答案中的人物，因此预测答案未能正确回答问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,old_correct_new_wrong,Who is the mother of the director of film Dalida (2017 Film)?,Who is the mother of the director of film Dalida (2017 Film)?,Marie Laforêt,The director of the film *Dalida* (2017) is Lisa Azuelos. Lisa Azuelos is the daughter of singer Marie Laforêt. Therefor,Kekuʻiapoiwa II,预测答案不仅准确指出了电影《Dalida》(2017)的导演是Lisa Azuelos，还进一步推导出她的母亲是Marie Laforêt。这与标准答案完全一致，包含了关键信息且语义等价，正确回答了问题。,预测答案“Kekuʻiapoiwa II”与标准答案“Marie Laforêt”完全不一致，两者在字面和语义上均没有任何关联。预测答案未能包含标准答案的任何关键信息，因此未能正确回答关于电影《Dalida》（2017）导演母亲是谁的问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,old_wrong_new_correct,Who is the paternal grandfather of Bruno Ii Von Berg?,Who is the paternal grandfather of Bruno Ii Von Berg?,Adolf II of Berg,<think>  </think>  The paternal grandfather of Bruno II of Isenburg-Braunsberg is not explicitly mentioned in the provid,1. The text mentions Adolf III of Berg as the father of Bruno II of Berg. 2. Adolf III of Berg's father is mentioned as ,预测答案没有包含标准答案“Adolf II of Berg”的任何关键信息，而是表示根据已知文档无法确定其祖父是谁。这与标准答案在语义上完全不一致，未能正确回答问题。,预测答案通过逻辑推导得出Bruno II Von Berg的祖父是Adolf II of Berg-Hövel，这与标准答案“Adolf II of Berg”在语义上等价，包含了标准答案的关键信息，且措辞上的细微差异不影响意思的一致性。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,old_wrong_new_correct,Who is the paternal grandmother of King Kang Of Zhou?,Who is the paternal grandmother of King Kang Of Zhou?,Yi Jiang,"The paternal grandmother of King Kang of Zhou is Wang Si, of the Si clan.",Queen Yi Jiang,"预测答案给出的周康王祖母是“Wang Si, of the Si clan”，而标准答案是“Yi Jiang”。两者在人物身份上完全不一致，预测答案未能包含标准答案的关键信息，且语义上不等价，因此回答错误。",预测答案“Queen Yi Jiang”包含了标准答案“Yi Jiang”的核心人物信息，两者在语义上完全等价。预测答案仅额外增加了尊称“Queen”（王后），这属于措辞上的细微差异，并不改变其作为周康王祖母的身份事实，因此预测答案正确回答,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,old_correct_new_wrong,Who is the spouse of the performer of song This Time (Waylon Jennings Song)?,Who is the spouse of the performer of song This Time (Waylon Jennings Song)?,Jessi Colter,"The performer of the song ""This Time"" is Waylon Jennings. According to the document titled ""Waylon Jennings Part 1,"" Way","The spouse of the performer of the song ""This Time"" (Waylon Jennings song) is not explicitly mentioned in the provided d",预测答案明确指出了歌曲的表演者是Waylon Jennings，并进一步给出了其配偶是Jessi Colter。这与标准答案完全一致，包含了关键信息，且语义上完全等价，正确地回答了问题。,预测答案未能包含标准答案中的关键信息“Jessi Colter”，且表示在提供的文档中未提及该信息，这与标准答案在语义上完全不一致，因此未能正确回答问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,old_wrong_new_correct,"Who lived longer, Charles Wheatstone or Jean-Claude Lauzon?","Who lived longer, Charles Wheatstone or Jean-Claude Lauzon?",Charles Wheatstone,</think>  Jean-Claude Lauzon,Charles Wheatstone,预测答案给出了“Jean-Claude Lauzon”，而标准答案是“Charles Wheatstone”。两者不仅存在明显的语义冲突，且预测答案完全偏离了标准答案所要求的关键信息，因此判定为错误。,预测答案与标准答案完全一致，均为“Charles Wheatstone”。预测答案准确包含了标准答案的关键信息，在语义上完全等价，正确回答了关于谁寿命更长的问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,"Aleksey Petrovich Yermolov, was a Russian Imperial general, of the 19th century who commanded Russian troops in the Caucasian War, he distinguished himself during the Napoleonic Wars at which event that was fought on March 30–31, 1814 between the Sixth Coalition—consisting of Russia, Austria, and Prussia against the French Empire?","Aleksey Petrovich Yermolov, was a Russian Imperial general, of the 19th century who commanded Russian troops in the Caucasian War, he distinguished himself during the Napoleonic Wars at which event that was fought on March 30–31, 1814 between the Sixth Coalition—consisting of Russia, Austria, and Prussia against the French Empire?",Battle of Paris,"</think>  Aleksey Petrovich Yermolov distinguished himself during the Napoleonic Wars at the Battle of Paris, which was ",The Battle of Paris,预测答案为空白，没有提供任何实质性的内容或文字信息，因此未能包含标准答案中的“Battle of Paris”这一关键信息，无法回答所提出的问题。,预测答案“The Battle of Paris”与标准答案“Battle of Paris”在语义上完全等价，仅仅是多了一个定冠词“The”，属于措辞上的细微差异，包含了相同的关键信息，准确地回答了问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_25_50/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_25_50/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,"Among India's oldest universities founded in 1918, Osmania University is in which city?","Among India's oldest universities founded in 1918, Osmania University is in which city?",Hyderabad,<think>  </think>  Hyderabad,Hyderabad,预测答案为空，没有提供任何关于Osmania University所在城市的信息，未能包含标准答案中的关键信息“Hyderabad”，因此无法正确回答所提出的问题。,预测答案“Hyderabad”与标准答案完全一致，准确地给出了1918年建立的奥斯马尼亚大学所在的城市，包含了标准答案的所有关键信息，语义完全等价。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_100_125/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_100_125/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,"An official ambassador of the United Dance Organisation, this actor made his film debut in Street Dance 3D.","An official ambassador of the United Dance Organisation, this actor made his film debut in Street Dance 3D.",George Sampson,<think>  </think>  Answer: George Sampson,1. The question asks for an actor who is an official ambassador of the United Dance Organisation and made their film deb,预测答案部分为空白，没有提供任何具体的人名或信息，因此未能包含标准答案的关键信息，也没有正确回答出关于United Dance Organisation大使及《Street Dance 3D》电影首秀演员的问题。,预测答案明确给出了“George Sampson”作为最终答案，这与标准答案完全一致。同时，预测答案的推理过程也准确对应了问题中关于“United Dance Organisation大使”和“StreetDance 3D电影首秀”的两个关,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_25_50/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_25_50/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,"Christine Ebersole appeared on Broadway in what musical, based on a 1975 documentary?","Christine Ebersole appeared on Broadway in what musical, based on a 1975 documentary?",Grey Gardens,<think>  </think>  Answer: Grey Gardens,Grey Gardens,预测答案为空，没有提供任何文本信息，因此未能包含标准答案“Grey Gardens”的关键信息，也没有回答所提出的问题。,预测答案“Grey Gardens”与标准答案完全一致，包含了标准答案的所有关键信息。两者在语义上完全等价，准确回答了关于Christine Ebersole出演的基于1975年纪录片改编的百老汇音乐剧的问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_100_125/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_100_125/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,Daniel Shaw is played by an actor who grew up in what state?,Daniel Shaw is played by an actor who grew up in what state?,Iowa,<think>  </think>  Iowa,Iowa,预测答案部分为空，没有提供任何实质性的信息来回答问题，因此未能包含标准答案中的关键信息，无法与标准答案在语义上等价。,预测答案“Iowa”与标准答案完全一致，准确包含了问题所询问的关键信息，语义上完全等价，因此正确地回答了问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_175_200/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_175_200/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,"Garden State is a 2004 American romantic comedy-drama film, written and directed by an American actor best known for his role as J. D. on what television series?","Garden State is a 2004 American romantic comedy-drama film, written and directed by an American actor best known for his role as J. D. on what television series?",Scrubs,"<think>  </think>  Answer: ""Scrubs""","2004 American romantic comedy-drama film, written and directed by Zach Braff and starring Braff, Natalie Portman, Peter ",预测答案为空，没有提供任何实质性的内容来回答问题。因此，它未能包含标准答案“Scrubs”的关键信息，无法与标准答案在语义上等价，属于无效回答。,预测答案在末尾明确给出了“Answer: Scrubs”，并且在正文中也详细说明了Zach Braff因在电视剧《Scrubs》中饰演J.D.一角而闻名。这与标准答案完全一致，包含了关键信息且语义等价，因此判断为正确。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_150_175/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_150_175/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_correct_new_wrong,Gentleman's Intermission included a cameo appearance by the photojournalist who has specialized in reportage on what two topics?,Gentleman's Intermission included a cameo appearance by the photojournalist who has specialized in reportage on what two topics?,human suffering in war zones and natural disasters,"Gentleman's Intermission included a cameo appearance by Ann Curry, the photojournalist who has specialized in reportage ",10 conflicts across three continents and the global HIV/AIDS pandemic.,预测答案明确指出了该摄影记者专门报道的两个主题是“war zones and natural disasters”（战区和自然灾害），这与标准答案“human suffering in war zones and natural disas,预测答案提到的“10 conflicts across three continents and the global HIV/AIDS pandemic”与标准答案“human suffering in war zones and nat,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_175_200/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_175_200/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,"In which year was the drama, based on the true story of the Odones and directed by Australian film director, screenwriter, producer, and former medical doctor, released?","In which year was the drama, based on the true story of the Odones and directed by Australian film director, screenwriter, producer, and former medical doctor, released?",1992,"1993     </think>  The drama film *Lorenzo's Oil*, based on the true story of the Odones and directed by Australian film",1992,预测答案给出的年份是1993年，而标准答案明确指出该电影是在1992年发行的。两者在关键的年份信息上存在差异，因此预测答案未能正确回答问题。,预测答案“1992”与标准答案“1992”完全一致，准确包含了标准答案的关键信息，且在语义上完全等价，正确回答了关于该电影上映年份的问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_125_150/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_125_150/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
