dataset,main_question,sub_question,ground_truth,old_correct,new_correct,old_f1,new_f1,old_predicted,new_predicted,old_file,new_file
2wikimqa,What is the place of birth of the director of film Clowning Around?,What is the place of birth of the director of film Clowning Around?,"Castlemaine, Victoria, Australia",True,False,0.9090909090909091,0,"Answer: Castlemaine, Victoria, Australia",10 July 1950,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,What is the place of birth of the director of film Gunsmoke (Film)?,What is the place of birth of the director of film Gunsmoke (Film)?,Gura Humorului,True,True,0.4,0.42857142857142855,"Answer: Gura Humorului, Austro-Hungarian Empire (now Romania)","Gura Humorului, Austro-Hungarian Empire (now Romania)",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,What is the place of birth of the director of film Ninamaninja Kalpadukal?,What is the place of birth of the director of film Ninamaninja Kalpadukal?,Methala,True,True,0,0.19999999999999998,"<think> </think> The director of the film Ninamaninja Kalpadukal is N. N. Pisharody. According to the provided information, he was born into a family known as ""Kallil"" in Methala, near Perumbavoor in Kerala. Therefore, his place of birth is Methala, near Perumbavoor, in Kerala.","Methala, near Perumbavoor in Kerala",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,What is the place of birth of the director of film Sweepstakes (Film)?,What is the place of birth of the director of film Sweepstakes (Film)?,"Oklahoma City, Oklahoma",True,True,0.888888888888889,1.0,"Answer: Oklahoma City, Oklahoma","Oklahoma City, Oklahoma",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,What is the place of birth of the performer of song Ruleta (Inna Song)?,What is the place of birth of the performer of song Ruleta (Inna Song)?,Mangalia,True,True,0.6666666666666666,0.13333333333333336,"Mangalia, Romania","16 October 1986 in Mangalia, Romania",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,What nationality is Elizabeth Of Rhuddlan's father?,What nationality is Elizabeth Of Rhuddlan's father?,England,True,True,0,0,Answer: English,English,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,What nationality is Princess Charlotte Of Saxe-Meiningen's husband?,What nationality is Princess Charlotte Of Saxe-Meiningen's husband?,Duchy of Saxe-Gotha-Altenburg,False,False,0,0,Answer: German,German,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,What nationality is the director of film Postmortem (1998 Film)?,What nationality is the director of film Postmortem (1998 Film)?,America,True,True,0,0,</think> American,American,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,What nationality is the performer of song You Can?,What nationality is the performer of song You Can?,Sweden,True,True,0,0,Answer: Swedish,Swedish,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"When did Frances Vane, Marchioness Of Londonderry's father die?","When did Frances Vane, Marchioness Of Londonderry's father die?",1 August 1813,False,False,0.6666666666666666,0.6666666666666666,1813 </think> Answer: 1813,1813,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"When did Robert Bertie, 3Rd Earl Of Lindsey's father die?","When did Robert Bertie, 3Rd Earl Of Lindsey's father die?",25 July 1666,False,False,0.5454545454545454,0.5454545454545454,1666 </think> Answer: 1666,1666,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,When did Thomas Of Galloway (Bastard)'s father die?,When did Thomas Of Galloway (Bastard)'s father die?,1234,False,False,0.3333333333333333,0.3333333333333333,"1200 </think> Alan of Galloway's father, Lochlann of Galloway (Frenchified as Roland), died in December 1200.",1200,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,When did William Le Poer Trench's father die?,When did William Le Poer Trench's father die?,26 April 1872,False,False,0.5,0.2,Answer: 1839,1839,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,When is Henrietta Maria Of Brandenburg-Schwedt's father's birthday?,When is Henrietta Maria Of Brandenburg-Schwedt's father's birthday?,"May 19, 1669",False,False,0.5333333333333333,0.5333333333333333,"21 August 1709 </think> Henrietta Maria of Brandenburg-Schwedt's father is Philip William, Margrave of Brandenburg-Schwedt. According to the provided information, Philip William was born on 21 August 1669.",21 August 1709,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"When was Antoine Philippe, Duke Of Montpensier's mother born?","When was Antoine Philippe, Duke Of Montpensier's mother born?",13 March 1753,True,True,1.0,1.0,"13 March 1753 </think> Antoine Philippe, Duke of Montpensier's mother was Louise Marie Adélaïde de Bourbon, Duchess of Orléans. She was born on 13 March 1753.",13 March 1753,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Where did Catherine Of Taranto, Countess Of Copertino's mother die?","Where did Catherine Of Taranto, Countess Of Copertino's mother die?",Lecce,False,False,0,0,1311 </think> Answer: 1311,1311,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where did Grand Duchess Elena Vladimirovna Of Russia's father die?,Where did Grand Duchess Elena Vladimirovna Of Russia's father die?,Saint Petersburg,False,False,0,0,1909 </think> Answer: 1909,1909,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where did Helena Carroll's father study?,Where did Helena Carroll's father study?,St Patrick's College,True,True,0.6666666666666666,0.7499999999999999,"Answer: St Patrick's College, Dublin.","St Patrick's College, Dublin",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where did Mary Of Woodstock's mother die?,Where did Mary Of Woodstock's mother die?,Harby,False,False,0,0,Mary of Woodstock's mother died in 1332.,1332,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where did Rameshwari Nehru's husband graduate from?,Where did Rameshwari Nehru's husband graduate from?,Oxford,True,True,0,1.0,</think> Oxford,Oxford,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where did the director of film American Gothic (2007 Film) graduate from?,Where did the director of film American Gothic (2007 Film) graduate from?,University of Wisconsin,True,True,0.6,0.8,Answer: University of Wisconsin-Madison,University of Wisconsin-Madison,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where did the director of film Balls Out (2014 Film) graduate from?,Where did the director of film Balls Out (2014 Film) graduate from?,Tisch,False,False,0,0,"Andrew Disney, the director of the film *Balls Out* (2014), graduated from the University of Texas.",University of Texas,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where did the director of film Nanon (1938 Film) die?,Where did the director of film Nanon (1938 Film) die?,Köln,True,True,0,0,10 October 1974 in Köln </think> Answer: 10 October 1974 in Köln,10 October 1974 in Köln,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where did the performer of song Fantasy (George Michael Song) die?,Where did the performer of song Fantasy (George Michael Song) die?,"Goring-on-Thames, Oxfordshire",True,True,0.4615384615384615,0.5,"The performer of the song ""Fantasy"" (George Michael song) died at his home in Goring-on-Thames, Oxfordshire.","25 December 2016, at his home in Goring-on-Thames, Oxfordshire.",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where did the performer of song I'Ll Say It graduate from?,Where did the performer of song I'Ll Say It graduate from?,Lee Strasberg Theatre and Film Institute,True,True,0.9333333333333333,1.0,Answer: Lee Strasberg Theatre and Film Institute,Lee Strasberg Theatre and Film Institute,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Where does the director of film L'Arbre, Le Maire Et La Médiathèque work at?","Where does the director of film L'Arbre, Le Maire Et La Médiathèque work at?",Cahiers du cinéma,False,False,0.037735849056603765,0,"The director of the film L'Arbre, Le Maire Et La Médiathèque is Éric Rohmer. According to the provided documents, Éric Rohmer worked as a film director, film critic, journalist, novelist, screenwriter, and teacher. However, no specific workplace is mentioned in the documents.",district 13 of Montparnasse Cemetery,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where does the director of film Man At Bath work at?,Where does the director of film Man At Bath work at?,Cahiers du cinéma,False,False,0,0,<think> </think> The director of the film Man at Bath is Christophe Honoré. Christophe Honoré works as a French writer and film and theatre director.,"The director of the film Man at Bath, Christophe Honoré, works in France.",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where does the director of film Wine Of Morning work at?,Where does the director of film Wine Of Morning work at?,Bob Jones University,False,False,0,0,"Answer: Katherine Stenholm, the director of the film *Wine of Morning*, is not mentioned as currently working at any specific institution in the provided documents.",Los Angeles County Museum of Art,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the composer of film Consenting Adults (1992 Film) born?,Where was the composer of film Consenting Adults (1992 Film) born?,New York,True,True,0,0.6666666666666666,"<think> </think> The composer of the film *Consenting Adults* (1992 film) was Michael Small. According to the provided information, Michael Small was born in New York City.",New York City,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the director of film 00 Schneider – Jagd Auf Nihil Baxter born?,Where was the director of film 00 Schneider – Jagd Auf Nihil Baxter born?,Mülheim an der Ruhr,True,True,0.5263157894736842,0.5,30 August 1955 in Mülheim an der Ruhr,"30 August 1955 in Mülheim an der Ruhr, Germany.",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the director of film Edges Of The Lord born?,Where was the director of film Edges Of The Lord born?,Poznań,True,True,0.5,0.7499999999999999,"Answer: Poznań, Poland","Poznań, Poland",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the director of film Eisenstein In Guanajuato born?,Where was the director of film Eisenstein In Guanajuato born?,"Newport, Wales",False,False,0,0,Answer: Finland,18 October 1981,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the director of film Hellcats Of The Navy born?,Where was the director of film Hellcats Of The Navy born?,Gura Humorului,True,False,0.4,0,"Answer: Gura Humorului, Austro-Hungarian Empire (now Romania)",10 July 1950,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the director of film Kanneshwara Rama born?,Where was the director of film Kanneshwara Rama born?,Mysore,True,False,0.6666666666666666,0,Answer: Mysore,6 July 1930,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the director of film Love At First Sight (1985 Film) born?,Where was the director of film Love At First Sight (1985 Film) born?,Milan,True,True,0,0,Answer: Milan,"4 June 1951, Milan",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the director of film The Dinner (2013 Film) born?,Where was the director of film The Dinner (2013 Film) born?,Eindhoven,False,False,0,0,"</think> The director of the film *The Dinner* (2013 film) is not mentioned in the provided documents, so the birthplace cannot be determined from the given information.","10 July 1950 in Fredrikstad, Norway.",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the father of Muhammad Al-Nasir born?,Where was the father of Muhammad Al-Nasir born?,Morocco,True,False,0,0,"Answer: The father of Muhammad Al-Nasir was Abu Yusuf Yaqub al-Mansur, who was born in the Almohad Caliphate, likely in the Maghreb region (North Africa).",1184,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the father of Teobaldo Ii Ordelaffi born?,Where was the father of Teobaldo Ii Ordelaffi born?,Italy,False,False,0,0,"</think> The question about the birthplace of the father of Teobaldo II Ordelaffi cannot be answered based on the provided documents, as there is no information in the given material about Teobaldo II Ordelaffi or his father.",The provided documents do not contain information about the birthplace of the father of Teobaldo II Ordelaffi.,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
