source,kind,layer,rank,original_gap,delta_recovery_error,final_kv_error,delta_cosine,explained_variance
raw,k,59,16,0.46880986778981515,0.5813819216760124,0.27255758183632006,0.81363078920866,0.661995061148307
raw,k,59,32,0.46880986778981515,0.47687596045495334,0.2235641559730278,0.8789706015221247,0.7725893183401658
raw,k,59,64,0.46880986778981515,0.38025446829179155,0.17826704700636126,0.9248819056204565,0.8554065393441269
raw,k,59,128,0.46880986778981515,0.2886952309316682,0.13534317304462554,0.9574210482527062,0.9166550636373108
raw,k,60,1,0.37154358479695854,0.9126572875204905,0.3390919602964315,0.4087256727142802,0.16705667553574088
raw,k,60,2,0.37154358479695854,0.8769096708655602,0.32581016265651125,0.4806552081715696,0.23102942914245492
raw,k,60,4,0.37154358479695854,0.8324927355791145,0.3093073352944907,0.5540359602119727,0.30695584520800256
raw,k,60,8,0.37154358479695854,0.7649121065232777,0.2841981861122516,0.6441346670488415,0.41490946929412187
raw,k,60,16,0.37154358479695854,0.6876346635079734,0.25548624791040275,0.7260568638490212,0.5271585695422761
raw,k,60,32,0.37154358479695854,0.6084415195040788,0.22606254329585398,0.793598713043039,0.6297989173435677
raw,k,60,64,0.37154358479695854,0.5205329505202932,0.1934006784412476,0.8538415821583287,0.729045447422638
raw,k,60,128,0.37154358479695854,0.4201405698507604,0.15610053344098848,0.9074590357506384,0.8234819015654783
raw,k,61,1,0.36844654159296025,0.9217091091159731,0.3396005336085087,0.38788183532184006,0.15045231817263907
raw,k,61,2,0.36844654159296025,0.8932244162845204,0.3291054470464222,0.44961110101194973,0.20215014215317767
raw,k,61,4,0.36844654159296025,0.8551570833017429,0.31507966986125013,0.5183689447477116,0.268706362878856
raw,k,61,8,0.36844654159296025,0.7944834673981215,0.29272468591562123,0.6072857811863028,0.3687960200310581
raw,k,61,16,0.36844654159296025,0.7209307607839103,0.2656244455388135,0.6930070981999623,0.4802588381555323
raw,k,61,32,0.36844654159296025,0.6390287879509473,0.23544794689886764,0.7691828184313163,0.5916422081699433
raw,k,61,64,0.36844654159296025,0.5452720947026721,0.20090361752034863,0.8382591143188126,0.7026783427385601
raw,k,61,128,0.36844654159296025,0.4369182610324514,0.16098102223621696,0.8995012135491417,0.8091024331763786
raw,k,62,1,0.31855637193357383,0.9186052929933686,0.29262756937494505,0.39517630961960204,0.15616431568456757
raw,k,62,2,0.31855637193357383,0.8827634665952275,0.2812099271940803,0.46981769022119274,0.22072866204477662
raw,k,62,4,0.31855637193357383,0.8376851804071178,0.2668499518930127,0.5461534020092657,0.2982835385262946
raw,k,62,8,0.31855637193357383,0.7679503808168817,0.2446354871380322,0.6405093384199846,0.4102522126032064
raw,k,62,16,0.31855637193357383,0.6906556123993356,0.22001274614149294,0.7231838113932715,0.5229948250612988
raw,k,62,32,0.31855637193357383,0.6061785795164556,0.19310204903460948,0.7953285671566261,0.6325475297354121
raw,k,62,64,0.31855637193357383,0.5129287378324197,0.16339671778436285,0.8584311911304486,0.7369041099056409
raw,k,62,128,0.31855637193357383,0.408917151791853,0.1302631642962232,0.9125715111542978,0.8327867629704386
raw,k,63,1,0.244082984945036,0.9333437809622566,0.22781333603715342,0.3589838248989491,0.12886938653907934
raw,k,63,2,0.244082984945036,0.8910829466231929,0.21749818544540708,0.4538404810473919,0.20597118223732808
raw,k,63,4,0.244082984945036,0.8407115793556891,0.2052033917669921,0.5414831856459285,0.293204040337263
raw,k,63,8,0.244082984945036,0.7914739235657363,0.19318531777008421,0.6112029354604401,0.3735690283154589
raw,k,63,16,0.244082984945036,0.7276415861187406,0.17760493031000266,0.6859575221182456,0.4705377221506034
raw,k,63,32,0.244082984945036,0.6479576052880346,0.15815542641654093,0.7616764022532112,0.5801509417493955
raw,k,63,64,0.244082984945036,0.5505703895906886,0.13438486411364667,0.8347887433991652,0.6968722461059573
raw,k,63,128,0.244082984945036,0.4391244321416321,0.10718280215942347,0.8984262535658055,0.8071697330962891
raw,v,0,1,0.0,0.0,0.0,0.0,0.0
raw,v,0,2,0.0,0.0,0.0,0.0,0.0
raw,v,0,4,0.0,0.0,0.0,0.0,0.0
raw,v,0,8,0.0,0.0,0.0,0.0,0.0
raw,v,0,16,0.0,0.0,0.0,0.0,0.0
raw,v,0,32,0.0,0.0,0.0,0.0,0.0
raw,v,0,64,0.0,0.0,0.0,0.0,0.0
raw,v,0,128,0.0,0.0,0.0,0.0,0.0
raw,v,1,1,0.058973331947976375,0.8898195644819318,0.05247562454999673,0.4563125493181019,0.20822114266518515
raw,v,1,2,0.058973331947976375,0.8167820119750632,0.04816835672134141,0.5769463969156648,0.33286714491396785
raw,v,1,4,0.058973331947976375,0.7375522896348092,0.04349591600562362,0.6752900266214884,0.4560166200544505
raw,v,1,8,0.058973331947976375,0.6415889315839798,0.037836637036449544,0.7670486574324521,0.5883636428689273
raw,v,1,16,0.058973331947976375,0.532566695486618,0.031407232517369175,0.8463880403564691,0.7163727148584639
raw,v,1,32,0.058973331947976375,0.42316070955264246,0.024955196991789202,0.9060546417799007,0.8209350138909042
raw,v,1,64,0.058973331947976375,0.3158512351226249,0.01862679973506489,0.948808725334834,0.9002379972715123
raw,v,1,128,0.058973331947976375,0.21516605794701493,0.012689059359246831,0.9765774764490228,0.9537035675075418
raw,v,2,1,0.15608876698161026,0.7251943268583946,0.11319468830138567,0.6885442529659223,0.47409318829239994
raw,v,2,2,0.15608876698161026,0.5840586295695607,0.09116499133448179,0.811711474124474,0.6588755172253267
raw,v,2,4,0.15608876698161026,0.4514134219307161,0.07046056442811487,0.8923149233879266,0.7962259225008013
raw,v,2,8,0.15608876698161026,0.37821738280547845,0.05903548493311882,0.9257168094745682,0.8569516113437742
raw,v,2,16,0.15608876698161026,0.30716678516249646,0.04794528475371925,0.9516556972418841,0.9056485660929368
raw,v,2,32,0.15608876698161026,0.24770537459323566,0.03866402649497605,0.9688354077951656,0.9386420473976248
raw,v,2,64,0.15608876698161026,0.190220502240415,0.029691283649329013,0.9817413918784337,0.9638161605274043
raw,v,2,128,0.15608876698161026,0.1357014289773647,0.021181468726719412,0.9907497777812021,0.9815851221735012
raw,v,3,1,0.17648053830049804,0.743569631840963,0.1312255688911963,0.6686585097072307,0.4471042026038948
raw,v,3,2,0.17648053830049804,0.6135292225888865,0.10827596746557278,0.7896720161114211,0.6235818930294765
raw,v,3,4,0.17648053830049804,0.5139269053533019,0.09069809690385984,0.857833979248886,0.7358791359539782
raw,v,3,8,0.17648053830049804,0.430583146569112,0.07598954548963913,0.9025509148467152,0.8145981538906426
raw,v,3,16,0.17648053830049804,0.35597643763723846,0.06282291333651352,0.9344949308835769,0.8732807758471013
raw,v,3,32,0.17648053830049804,0.28197977745494607,0.04976394291510352,0.9594203484950999,0.9204874051064591
raw,v,3,64,0.17648053830049804,0.2078999504432908,0.03669029516687883,0.9781500961537944,0.9567776106056772
raw,v,3,128,0.17648053830049804,0.14460013923293716,0.025519110410155716,0.9894901716206257,0.9790907997338152
raw,v,4,1,0.18129596374923201,0.8411969866598392,0.1525056183994454,0.54072879490037,0.29238762963440634
raw,v,4,2,0.18129596374923201,0.750971107774951,0.1361480307318881,0.6603350628940303,0.436042395287263
raw,v,4,4,0.18129596374923201,0.6313399957784621,0.11445939298809235,0.775506163567029,0.6014098097304514
raw,v,4,8,0.18129596374923201,0.5302130828502389,0.09612549184778546,0.847864427119363,0.7188740867744456
raw,v,4,16,0.18129596374923201,0.43130416967319046,0.07819370510996335,0.9022065801259265,0.8139767132225197
raw,v,4,32,0.18129596374923201,0.34129774097925397,0.0618759028762696,0.93995523936114,0.8835158520024581
raw,v,4,64,0.18129596374923201,0.2570657928944382,0.04660499066975765,0.9663939042251631,0.9339171781235538
raw,v,4,128,0.18129596374923201,0.1818452067342368,0.03296780200806179,0.9833271687428262,0.9669323207877827
raw,v,5,1,0.2056649316180387,0.8077007261306836,0.16611571460750724,0.5895926873766045,0.3476195370079665
raw,v,5,2,0.2056649316180387,0.7275679103964157,0.14963520453915813,0.6860356665373843,0.47064493576139327
raw,v,5,4,0.2056649316180387,0.6041205253094253,0.12424640652681657,0.7968929607543689,0.635038390899864
raw,v,5,8,0.2056649316180387,0.509743736635955,0.1048364107379572,0.8603262886605373,0.7401613229604141
raw,v,5,16,0.2056649316180387,0.4108701311626757,0.08450157742946628,0.9116938824618522,0.8311857353183657
raw,v,5,32,0.2056649316180387,0.31836434367152416,0.06547638097082578,0.947968430211998,0.8986441446785997
raw,v,5,64,0.2056649316180387,0.23325850303752055,0.04797309407653773,0.97241476272252,0.945590470760695
raw,v,5,128,0.2056649316180387,0.15719090553430143,0.032328656837689686,0.9875682352208917,0.9752910192173063
raw,v,6,1,0.20685028016299778,0.9028491418955977,0.18675459794602653,0.42995747112753246,0.18486342697838293
raw,v,6,2,0.20685028016299778,0.8326473591015583,0.17223333950713757,0.5538035530593863,0.3066983753812006
raw,v,6,4,0.20685028016299778,0.7298562612049347,0.15097097210895885,0.6836006421734506,0.467309837979954
raw,v,6,8,0.20685028016299778,0.6289092231861466,0.13009004901314775,0.7774787386105151,0.6044731889913976
raw,v,6,16,0.20685028016299778,0.5298897242365677,0.10960783791382765,0.8480665540796278,0.7192168801484943
raw,v,6,32,0.20685028016299778,0.42930182734144823,0.08880120326006546,0.9031610825546533,0.8156999410412934
raw,v,6,64,0.20685028016299778,0.32721929561724455,0.06768540297316583,0.9449484285270568,0.8929275325757543
raw,v,6,128,0.20685028016299778,0.23256882626616154,0.048106926870335076,0.9725799406985423,0.94591174104918
raw,v,7,1,0.1841259992616883,0.9152806772133726,0.168526969296827,0.4028166852550055,0.1622612819198302
raw,v,7,2,0.1841259992616883,0.8681501554080437,0.15984901487369604,0.4963016297222785,0.2463153076649896
raw,v,7,4,0.1841259992616883,0.8063383182312398,0.14846784858731624,0.5914545769135748,0.34981851655201585
raw,v,7,8,0.1841259992616883,0.7333404259706708,0.13502703873084193,0.6798616180055725,0.4622118196371551
raw,v,7,16,0.1841259992616883,0.6584668616586334,0.12124086888360375,0.7526097209692618,0.5664213920974301
raw,v,7,32,0.1841259992616883,0.5707979931803792,0.10509875087090366,0.8210905254484744,0.6741896509812518
raw,v,7,64,0.1841259992616883,0.47022442826685806,0.08658054273189132,0.882546875276949,0.7788889870611064
raw,v,7,128,0.1841259992616883,0.36214971391617645,0.06668117795715053,0.932119941161239,0.8688475847104316
raw,v,8,1,0.2045192349395586,0.9238861697695895,0.1889524926125156,0.38266740821302936,0.14643434530847724
raw,v,8,2,0.2045192349395586,0.8874085045481209,0.1814921084290395,0.46098388914979194,0.21250614605566764
raw,v,8,4,0.2045192349395586,0.8251656288369198,0.16876224310814664,0.56489086112821,0.31910168498617064
raw,v,8,8,0.2045192349395586,0.7549465494108699,0.1544010907057708,0.6557863276499603,0.43005570753262107
raw,v,8,16,0.2045192349395586,0.6788545377523244,0.1388388106963531,0.7342727807654851,0.5391565165730781
raw,v,8,32,0.2045192349395586,0.5898072854813619,0.12062693478842597,0.8075440334700686,0.6521273659931073
raw,v,8,64,0.2045192349395586,0.48334242196107474,0.09885282235331232,0.8754313811674804,0.7663801031328024
raw,v,8,128,0.2045192349395586,0.3699177904375517,0.07565530349082003,0.9290644909358013,0.8631608283177996
raw,v,9,1,0.18912732223916667,0.9122998316997524,0.17254082424861658,0.40952291398724394,0.1677090170806036
raw,v,9,2,0.18912732223916667,0.861794933528173,0.162988968097464,0.5072568309497388,0.2573094925451719
raw,v,9,4,0.18912732223916667,0.795738650795365,0.15049592022713473,0.6056401568839141,0.3667999996303722
raw,v,9,8,0.18912732223916667,0.7141794127127709,0.13507083992470703,0.6999626893322541,0.4899477664572417
raw,v,9,16,0.18912732223916667,0.630507930289492,0.1192462765062108,0.776182806974015,0.6024597498420611
raw,v,9,32,0.18912732223916667,0.536748449869457,0.10151379703983399,0.8437423194096259,0.711901101562735
raw,v,9,64,0.18912732223916667,0.43061309704937334,0.08144070196606239,0.9025366256554617,0.814572360649547
raw,v,9,128,0.18912732223916667,0.31938407242901057,0.06040425438433883,0.9476253554430994,0.8979938142786605
raw,v,10,1,0.1985028720310046,0.9294339505421646,0.1844953085457424,0.36898852499716717,0.13615253157958507
raw,v,10,2,0.1985028720310046,0.8801212097981883,0.1747065878803427,0.47474904535277745,0.22538665606337355
raw,v,10,4,0.1985028720310046,0.8249184833538316,0.16374868813719604,0.5652517101444403,0.3195094958212144
raw,v,10,8,0.1985028720310046,0.7588646895192636,0.15063682035249043,0.6512483266779514,0.42412438300083166
raw,v,10,16,0.1985028720310046,0.6814068310273091,0.13526121298046634,0.7319048644662229,0.5356847306293202
raw,v,10,32,0.1985028720310046,0.5913453057434223,0.11738374155212183,0.8064184579827142,0.6503107293752185
raw,v,10,64,0.1985028720310046,0.48675618342177734,0.09662250038807328,0.8735378743366913,0.763068417900665
raw,v,10,128,0.1985028720310046,0.3736427040180688,0.07416914986101725,0.9275727085970489,0.8603911297340658
raw,v,11,1,0.21711098810145113,0.9427917699053221,0.20469045273806044,0.3333821809857124,0.11114367859879028
raw,v,11,2,0.21711098810145113,0.894115617375674,0.1941223251653716,0.44783620082002895,0.20055726276491728
raw,v,11,4,0.21711098810145113,0.8484122003822923,0.18419961114232583,0.529336129734668,0.2801967382424773
raw,v,11,8,0.21711098810145113,0.7904941468601484,0.17162496531322044,0.6124695941676176,0.3751190037798462
raw,v,11,16,0.21711098810145113,0.7252583761480919,0.15746156267436615,0.6884767881541345,0.4740002878270329
raw,v,11,32,0.21711098810145113,0.6435815374756563,0.13972862352519083,0.7653775569093142,0.5858028046204704
raw,v,11,64,0.21711098810145113,0.5422415476219603,0.11772659819386387,0.8402226514636114,0.7059741040325413
raw,v,11,128,0.21711098810145113,0.4302107014539882,0.09340347048449378,0.9027285042328438,0.8149187523544674
raw,v,12,1,0.23103316632846174,0.9181932404959302,0.21213309165316552,0.39613277206964687,0.1569211731075828
raw,v,12,2,0.23103316632846174,0.8712355042183398,0.20128429715733695,0.4908652525789691,0.24094869618941517
raw,v,12,4,0.23103316632846174,0.8096669178969325,0.18705991171313496,0.5868896677087458,0.34443948206328207
raw,v,12,8,0.23103316632846174,0.741610219639542,0.17133655722486935,0.6708310384338149,0.4500142821261903
raw,v,12,16,0.23103316632846174,0.6656185713678494,0.15377996611014144,0.7462921126812364,0.5569519174502232
raw,v,12,32,0.23103316632846174,0.5779623928714834,0.13352848164387318,0.8160633997590316,0.6659594724262691
raw,v,12,64,0.23103316632846174,0.4749763508354907,0.10973529026466174,0.8799985603096182,0.7743974661470008
raw,v,12,128,0.23103316632846174,0.36413640355041077,0.08412758628770992,0.9313456284373554,0.8674046796093724
raw,v,13,1,0.2532839645306087,0.9332092079718322,0.236366927931575,0.3593335138232803,0.1291205741565856
raw,v,13,2,0.2532839645306087,0.8885132533140605,0.22504615933737424,0.45885095476119925,0.21054419868526414
raw,v,13,4,0.2532839645306087,0.8416107586828504,0.21316650955080574,0.5400845589991228,0.29169133086927695
raw,v,13,8,0.2532839645306087,0.7893250075627634,0.1999233672186494,0.6139755959613082,0.3769660324360436
raw,v,13,16,0.2532839645306087,0.7243646844006244,0.1834699590309533,0.6894170029765613,0.47529580399318383
raw,v,13,32,0.2532839645306087,0.6404951785732748,0.1622271580917792,0.7679621906216405,0.589765926224389
raw,v,13,64,0.2532839645306087,0.5354279021404064,0.13561530177442893,0.844580938459733,0.7133169616095234
raw,v,13,128,0.2532839645306087,0.4187005049542194,0.10605012384577245,0.908124378678979,0.8246898871510817
raw,v,14,1,0.2653910363531098,0.9232684219553846,0.24502716333483981,0.3841554646494227,0.14757542102001384
raw,v,14,2,0.2653910363531098,0.8759964172285989,0.23248159700990903,0.4823176100897193,0.2326302770026585
raw,v,14,4,0.2653910363531098,0.8197779540000357,0.21756172079150143,0.5726815049707082,0.32796410613551535
raw,v,14,8,0.2653910363531098,0.7569692713855867,0.20089285942047927,0.6534504741585043,0.4269975221779741
raw,v,14,16,0.2653910363531098,0.6857861759184231,0.18200150394362638,0.7278030783935897,0.5296973209191856
raw,v,14,32,0.2653910363531098,0.5986224586636267,0.15886903468898653,0.801031305245628,0.6416511519835145
raw,v,14,64,0.2653910363531098,0.49720470218907725,0.13195367119359852,0.867633265914275,0.752787484121071
raw,v,14,128,0.2653910363531098,0.3857755484494512,0.10238137260268919,0.9225926653830091,0.8511772262185251
raw,v,15,1,0.25408320648027616,0.9161522698660838,0.23277890635175788,0.40083041104589645,0.1606650184192223
raw,v,15,2,0.25408320648027616,0.8539498922084247,0.21697432678580275,0.5203552455748092,0.27076958159722
raw,v,15,4,0.25408320648027616,0.7879067938674745,0.20019388459344192,0.6157945145724156,0.379202884177477
raw,v,15,8,0.25408320648027616,0.7229687445764638,0.1836942168070077,0.6908807381636369,0.47731619436553185
raw,v,15,16,0.25408320648027616,0.6479060927977419,0.16462205755615764,0.7617202208918731,0.5802176949155639
raw,v,15,32,0.25408320648027616,0.5589562980604417,0.142021408493542,0.8291971158045394,0.6875678568585667
raw,v,15,64,0.25408320648027616,0.4567492488421036,0.11605231370325925,0.8895954831732085,0.7913801236821741
raw,v,15,128,0.25408320648027616,0.34952777799874335,0.08880913858784684,0.9369260015642971,0.8778303324072612
raw,v,16,1,0.27997711223821775,0.924786018128499,0.2589189187938972,0.38048760909395646,0.14477082067403543
raw,v,16,2,0.27997711223821775,0.8671638031148087,0.24278601743359457,0.49802303015770394,0.2480269385674613
raw,v,16,4,0.27997711223821775,0.8016400467539389,0.22444086534467766,0.5978070219061856,0.3573732354403427
raw,v,16,8,0.27997711223821775,0.7345868127428231,0.205667494520012,0.6785147121060388,0.4603822145443406
raw,v,16,16,0.27997711223821775,0.6555707237216309,0.1835447980955007,0.7551337803323972,0.570227026199097
raw,v,16,32,0.27997711223821775,0.5643049877674302,0.1579924808967479,0.8255663999829453,0.6815598807808004
raw,v,16,64,0.27997711223821775,0.4576165076134334,0.12812214831414748,0.8891496679185594,0.7905871319596844
raw,v,16,128,0.27997711223821775,0.34417018073688244,0.09635977332121781,0.9389072833307566,0.8815468866915417
raw,v,17,1,0.29495613686702254,0.8905069672738433,0.26266049492026083,0.4549696047394181,0.20699734123674232
raw,v,17,2,0.29495613686702254,0.8394447780130189,0.24759938883591534,0.5434449969101505,0.2953324646666734
raw,v,17,4,0.29495613686702254,0.7625068947121199,0.22490608799875633,0.6469800889644751,0.4185832355164802
raw,v,17,8,0.29495613686702254,0.6946489812457354,0.20489097998685488,0.7193488672780837,0.517462792854262
raw,v,17,16,0.29495613686702254,0.6150091977769647,0.18140073711398014,0.7885199342120237,0.6217636866497342
raw,v,17,32,0.29495613686702254,0.5206909295099744,0.15358098506996118,0.8537452523592965,0.7288809559260389
raw,v,17,64,0.29495613686702254,0.4127418317120245,0.12174073620519746,0.9108480555806237,0.8296441803550029
raw,v,17,128,0.29495613686702254,0.3020198044249086,0.08908259477050472,0.953301650966335,0.9087840377351399
raw,v,18,1,0.3519429397878524,0.8924982042801697,0.3141084417697422,0.4510509454115715,0.20344695535667245
raw,v,18,2,0.3519429397878524,0.8359989125004995,0.29422391492487343,0.5487310983514441,0.30110581829798216
raw,v,18,4,0.3519429397878524,0.7590970601635959,0.2671588509382922,0.6509774598640002,0.423771653250986
raw,v,18,8,0.3519429397878524,0.686875942254171,0.24174113838648412,0.7267746830706506,0.5282014399524447
raw,v,18,16,0.3519429397878524,0.6062594386325937,0.21336872910648816,0.7952669319598875,0.6324494930688923
raw,v,18,32,0.3519429397878524,0.5103616031962458,0.17961816298372818,0.8599599025436928,0.7395310339829577
raw,v,18,64,0.3519429397878524,0.40041344420344027,0.140922684683538,0.9163345861098654,0.8396690737011384
raw,v,18,128,0.3519429397878524,0.2895829196731919,0.10191666406213268,0.9571529306404226,0.9161417326335497
raw,v,19,1,0.36593341645440364,0.9276146107098947,0.3394451836500934,0.37353866466208085,0.1395311339975305
raw,v,19,2,0.36593341645440364,0.8782813061039791,0.321392478950665,0.47814427461623804,0.22862194734828847
raw,v,19,4,0.36593341645440364,0.8104885175905706,0.2965848322389825,0.5857545243989494,0.34310836285383933
raw,v,19,8,0.36593341645440364,0.7412816499415009,0.2712597267180507,0.6711940967112315,0.450501515460006
raw,v,19,16,0.36593341645440364,0.6616681013636528,0.24212646889090014,0.7497968549132618,0.5621953236378189
raw,v,19,32,0.36593341645440364,0.5652120039685073,0.20682995963323586,0.8249456894668303,0.6805353905699041
raw,v,19,64,0.36593341645440364,0.4526754662389645,0.16564907990591435,0.8916753457763291,0.7950849222653361
raw,v,19,128,0.36593341645440364,0.33276780358332886,0.12177085925127548,0.9430087957693327,0.8892655888983271
raw,v,20,1,0.43302833871650315,0.9147084515236521,0.3960946811732321,0.4041144005244093,0.16330844871120268
raw,v,20,2,0.43302833871650315,0.8573211737628486,0.3712443636210089,0.5147819004373517,0.2650004050178915
raw,v,20,4,0.43302833871650315,0.7770554079992494,0.33648701241658957,0.629432198810261,0.39618489289911996
raw,v,20,8,0.43302833871650315,0.7038912877329428,0.30480487496401637,0.7103077185654535,0.5045370550536594
raw,v,20,16,0.43302833871650315,0.6289271435775691,0.2723432761571104,0.7774642423104485,0.6044506480713598
raw,v,20,32,0.43302833871650315,0.5396799893702722,0.23369672923554904,0.8418702447962529,0.7087455090733029
raw,v,20,64,0.43302833871650315,0.43017556042490934,0.18627820828723923,0.902745250451707,0.8149489872131152
raw,v,20,128,0.43302833871650315,0.31452122669249305,0.13619660428572697,0.9492504400630265,0.9010763979598494
raw,v,21,1,0.38816683301752886,0.9222969624615439,0.3580050910203842,0.3864819698695005,0.1493683130342095
raw,v,21,2,0.38816683301752886,0.8741009978574995,0.33929701607580737,0.4857442182306689,0.23594744554452368
raw,v,21,4,0.38816683301752886,0.8073682845040989,0.3133935900747513,0.5900478397358204,0.3481564531769084
raw,v,21,8,0.38816683301752886,0.746323001795711,0.2896978360151766,0.6655839368484182,0.44300197699063915
raw,v,21,16,0.38816683301752886,0.6710458153791896,0.2604777289654054,0.7414158844144617,0.5496975136620785
raw,v,21,32,0.38816683301752886,0.5827179047237049,0.22619176361921065,0.8126745003471041,0.6604398435144152
raw,v,21,64,0.38816683301752886,0.47627589406068366,0.18487450544012765,0.8792958960081051,0.7731612727366964
raw,v,21,128,0.38816683301752886,0.3603347893358555,0.13987001400253746,0.9328230483828562,0.8701588395942846
raw,v,22,1,0.3899744641866736,0.9330650456589424,0.36387154123216026,0.3597076876708024,0.12938962056947553
raw,v,22,2,0.3899744641866736,0.8813397838898096,0.3437000099888272,0.47248300004663,0.2232401853330638
raw,v,22,4,0.3899744641866736,0.802175267347505,0.31282787006764495,0.5970886370179547,0.3565148404559589
raw,v,22,8,0.3899744641866736,0.7448256203456058,0.2904629722067844,0.6672591664988825,0.4452347952767834
raw,v,22,16,0.3899744641866736,0.670120276125343,0.2613297956226064,0.7422525281369503,0.5509388155256941
raw,v,22,32,0.3899744641866736,0.5836063205617725,0.2275915621570333,0.8120367372233535,0.6594036626003497
raw,v,22,64,0.3899744641866736,0.47892797741274146,0.18676968137554117,0.8778541977181294,0.7706279924513406
raw,v,22,128,0.3899744641866736,0.36615840165196245,0.1427924264916729,0.9305525374204726,0.8659280248996801
raw,v,23,1,0.41717977232099773,0.9317753366159804,0.3887178227837758,0.36303542812537765,0.13179472207417625
raw,v,23,2,0.41717977232099773,0.8907136744898386,0.3715877279268702,0.45456479194588945,0.20662915007680974
raw,v,23,4,0.41717977232099773,0.8217768685691335,0.34282868692833357,0.5698094227763429,0.32468277828470915
raw,v,23,8,0.41717977232099773,0.7599999600514701,0.31705661029823967,0.649923119085453,0.42240006072176395
raw,v,23,16,0.41717977232099773,0.6831200370500157,0.2849838615244371,0.7303061104638144,0.5333470149807852
raw,v,23,32,0.41717977232099773,0.5911777790719015,0.24662741127444898,0.8065412782564908,0.650508833531614
raw,v,23,64,0.41717977232099773,0.48279256283163263,0.20141129144037154,0.8757347436721145,0.766911341274464
raw,v,23,128,0.41717977232099773,0.3640456152373625,0.15187246687918043,0.9313811196424642,0.8674707900264502
raw,v,24,1,0.387819636041591,0.9427236346764355,0.365606736888021,0.33357480213956603,0.11127214862245063
raw,v,24,2,0.387819636041591,0.904955996606459,0.35095970523757214,0.4255051635480005,0.18105464420601067
raw,v,24,4,0.387819636041591,0.8538126644670954,0.33112531678132995,0.5205803818773803,0.27100393399559913
raw,v,24,8,0.387819636041591,0.8041510336444803,0.31186556119047154,0.59442502898895,0.353341115088514
raw,v,24,16,0.387819636041591,0.7396575944567776,0.2868537390776262,0.6729833898116752,0.4529066429624131
raw,v,24,32,0.387819636041591,0.6592029874851307,0.25565186268401285,0.7519650399391441,0.5654514212906786
raw,v,24,64,0.387819636041591,0.5552135313012435,0.21532270963461472,0.8317078421296766,0.6917379346600031
raw,v,24,128,0.387819636041591,0.43499224492294986,0.168698534106933,0.9004341990711439,0.8107817468568924
raw,v,25,1,0.4109092893462021,0.9427528106620938,0.3873858874582956,0.3334923357271081,0.11121713798872221
raw,v,25,2,0.4109092893462021,0.8959286410408832,0.36814540119501793,0.44419800783280905,0.19731187016263627
raw,v,25,4,0.4109092893462021,0.8386797067200188,0.34462128227740413,0.544624962277734,0.2966163495360232
raw,v,25,8,0.4109092893462021,0.7873996656928433,0.3235498370612833,0.6164428330890048,0.38000176646679873
raw,v,25,16,0.4109092893462021,0.7253990550261078,0.2980732101931845,0.6883285632365039,0.4737962109672298
raw,v,25,32,0.4109092893462021,0.6463908522025041,0.2656080057184169,0.7630064653650849,0.5821788661889205
raw,v,25,64,0.4109092893462021,0.5458618929035747,0.22429972249418056,0.8378751660454714,0.7020347938757263
raw,v,25,128,0.4109092893462021,0.430974972017533,0.1770916194777238,0.902363880867628,0.8142605734944867
raw,v,26,1,0.3692371537856631,0.9416466052655053,0.347690912400167,0.33660313544580894,0.11330167079194961
raw,v,26,2,0.3692371537856631,0.9074332085314422,0.33505805516874176,0.42019634940624156,0.17656497205433225
raw,v,26,4,0.3692371537856631,0.8548444060238234,0.3156403154098323,0.5188844201648153,0.26924104148977657
raw,v,26,8,0.3692371537856631,0.8048308398264653,0.29717344857644895,0.5935042706368898,0.3522473192642266
raw,v,26,16,0.3692371537856631,0.7459197095835784,0.2754212705192689,0.6660358750508489,0.44360378685475
raw,v,26,32,0.3692371537856631,0.6681592989869982,0.2467092378333831,0.7440182465351257,0.5535631511772031
raw,v,26,64,0.3692371537856631,0.5683630407927225,0.20986075149926955,0.8227778885342326,0.6769634538608501
raw,v,26,128,0.3692371537856631,0.4512999694050525,0.16663671620667841,0.8923723088571265,0.7963283376149987
raw,v,27,1,0.3417885042672748,0.943477001528505,0.32246959316300106,0.33143799961196563,0.10985114758678134
raw,v,27,2,0.3417885042672748,0.9070640904277695,0.31002407874186344,0.4209925603338416,0.17723473585644325
raw,v,27,4,0.3417885042672748,0.8540090862508314,0.29189048822033375,0.5202580903753636,0.27066848060102006
raw,v,27,8,0.3417885042672748,0.8015231826303948,0.2739514097267884,0.5979637009936662,0.3575605877060427
raw,v,27,16,0.3417885042672748,0.7397016391169408,0.25282151683783066,0.6729349783505916,0.4528414850877112
raw,v,27,32,0.3417885042672748,0.6595626059691324,0.2254309165648157,0.7516496316816812,0.5649771688072069
raw,v,27,64,0.3417885042672748,0.5579735791695635,0.19070895504502294,0.8298587138475482,0.6886654849487068
raw,v,27,128,0.3417885042672748,0.44209461464897093,0.15110285708548898,0.8969684229104044,0.8045523516983779
raw,v,28,1,0.3066868670436494,0.958865064814137,0.29407132264545355,0.2838622685017872,0.08057778747898073
raw,v,28,2,0.3066868670436494,0.9250202062488676,0.2836915490065356,0.37991790959535265,0.14433761803130254
raw,v,28,4,0.3066868670436494,0.874107875307332,0.2680774057361866,0.4857318419927828,0.23593542232570172
raw,v,28,8,0.3066868670436494,0.8289042563535363,0.2542140494602121,0.559390502063622,0.31291773379899107
