source,kind,granularity,layer,unit,unit_tokens,rank,explained_variance,delta_recovery_error
raw,v,chunk,16,10,50,64,1.0,0.0
raw,v,chunk,16,10,50,128,1.0,0.0
raw,v,chunk,16,11,92,1,0.3165558946478145,0.8267067831777998
raw,v,chunk,16,11,92,2,0.42082152056907385,0.761037764786299
raw,v,chunk,16,11,92,4,0.575167269732849,0.6517919378660271
raw,v,chunk,16,11,92,8,0.68344122544898,0.5626355610437541
raw,v,chunk,16,11,92,16,0.8027945713638776,0.44407817851829023
raw,v,chunk,16,11,92,32,0.9068161177467935,0.30526035159058323
raw,v,chunk,16,11,92,64,0.9799410096730065,0.14162976497542296
raw,v,chunk,16,11,92,128,1.0,0.0
raw,v,head,17,0,1313,1,0.18161992363995208,0.9046436184266421
raw,v,head,17,0,1313,2,0.27508194802632474,0.8514211953984205
raw,v,head,17,0,1313,4,0.4173930548220159,0.7632869350237721
raw,v,head,17,0,1313,8,0.533491540877897,0.6830142451824142
raw,v,head,17,0,1313,16,0.670796147572323,0.5737628886810971
raw,v,head,17,0,1313,32,0.8085190966322234,0.4375853098171562
raw,v,head,17,0,1313,64,0.9221919979364447,0.2789408576446902
raw,v,head,17,0,1313,128,1.0,0.0
raw,v,head,17,1,1313,1,0.20808719064304548,0.889894830503557
raw,v,head,17,1,1313,2,0.3068804545347045,0.8325380144265458
raw,v,head,17,1,1313,4,0.4480231392399256,0.7429514524920685
raw,v,head,17,1,1313,8,0.614196708508894,0.6211306557328385
raw,v,head,17,1,1313,16,0.7732669042425763,0.47616498795840057
raw,v,head,17,1,1313,32,0.8950667828257161,0.32393397039255384
raw,v,head,17,1,1313,64,0.9694195366650599,0.174872706089144
raw,v,head,17,1,1313,128,1.0,0.0
raw,v,head,17,2,1313,1,0.288221827676222,0.8436694686450245
raw,v,head,17,2,1313,2,0.43648204794404677,0.7506783279514291
raw,v,head,17,2,1313,4,0.551479541693229,0.6697167000357472
raw,v,head,17,2,1313,8,0.660258014035353,0.5828739022847454
raw,v,head,17,2,1313,16,0.7656853232662834,0.4840606126651048
raw,v,head,17,2,1313,32,0.8681399332955726,0.3631254145669612
raw,v,head,17,2,1313,64,0.9505277239078557,0.22242364103697324
raw,v,head,17,2,1313,128,1.0,0.0
raw,v,head,17,3,1313,1,0.26847443472141463,0.8552926781392352
raw,v,head,17,3,1313,2,0.3727265967014299,0.7920059364036169
raw,v,head,17,3,1313,4,0.5010425315671074,0.7063692153774063
raw,v,head,17,3,1313,8,0.6113248856140322,0.6234381399834051
raw,v,head,17,3,1313,16,0.7214260373616558,0.5278010635062649
raw,v,head,17,3,1313,32,0.8372757648430761,0.4033909210144967
raw,v,head,17,3,1313,64,0.9325370397394386,0.25973632834195803
raw,v,head,17,3,1313,128,1.0,0.0
raw,v,head,17,4,1313,1,0.15469048544770214,0.9194071538509464
raw,v,head,17,4,1313,2,0.24380126454770196,0.8695968810042376
raw,v,head,17,4,1313,4,0.37115760182983326,0.7929958374229759
raw,v,head,17,4,1313,8,0.4962268622836733,0.709769777967706
raw,v,head,17,4,1313,16,0.6375346388173639,0.6020509622803007
raw,v,head,17,4,1313,32,0.7790336815842016,0.47007054621173444
raw,v,head,17,4,1313,64,0.9042918029469003,0.3093674143362545
raw,v,head,17,4,1313,128,1.0,0.0
raw,v,head,17,5,1313,1,0.2441074919578298,0.869420788825624
raw,v,head,17,5,1313,2,0.33394438629219586,0.8161223031554794
raw,v,head,17,5,1313,4,0.4509958810718869,0.7409481216172379
raw,v,head,17,5,1313,8,0.588318204047149,0.6416243417708302
raw,v,head,17,5,1313,16,0.7223298655593938,0.5269441473634622
raw,v,head,17,5,1313,32,0.8495863885652039,0.3878319371000745
raw,v,head,17,5,1313,64,0.9472949933060603,0.22957571015667083
raw,v,head,17,5,1313,128,1.0,0.0
raw,v,head,17,6,1313,1,0.25911507505509473,0.8607467252013831
raw,v,head,17,6,1313,2,0.3517292060044076,0.805152652604208
raw,v,head,17,6,1313,4,0.4546073808559542,0.7385070203755992
raw,v,head,17,6,1313,8,0.5617264381176792,0.6620223273291626
raw,v,head,17,6,1313,16,0.6745852114639163,0.5704513901605323
raw,v,head,17,6,1313,32,0.7985918622815276,0.4487851799229476
raw,v,head,17,6,1313,64,0.9097322447627112,0.3004459273102047
raw,v,head,17,6,1313,128,1.0,0.0
raw,v,head,17,7,1313,1,0.19616571226160218,0.8965680608511536
raw,v,head,17,7,1313,2,0.3158390176333265,0.8271402434694334
raw,v,head,17,7,1313,4,0.4662864811523993,0.7305569921967764
raw,v,head,17,7,1313,8,0.5848864073896771,0.644293095268235
raw,v,head,17,7,1313,16,0.7108780556622079,0.5377006084595704
raw,v,head,17,7,1313,32,0.8318527938216603,0.4100575644691117
raw,v,head,17,7,1313,64,0.9315215642453671,0.26168384695015634
raw,v,head,17,7,1313,128,1.0,0.0
raw,v,chunk,17,0,50,1,0.0,1.0
raw,v,chunk,17,0,50,2,0.0,1.0
raw,v,chunk,17,0,50,4,0.0,1.0
raw,v,chunk,17,0,50,8,0.0,1.0
raw,v,chunk,17,0,50,16,0.0,1.0
raw,v,chunk,17,0,50,32,0.0,1.0
raw,v,chunk,17,0,50,64,1.0,0.0
raw,v,chunk,17,0,50,128,1.0,0.0
raw,v,chunk,17,1,92,1,0.40815384565396323,0.7693153802869385
raw,v,chunk,17,1,92,2,0.5509268625364963,0.6701291946061623
raw,v,chunk,17,1,92,4,0.7160951739736637,0.5328272009069509
raw,v,chunk,17,1,92,8,0.8239628984785524,0.419567755578819
raw,v,chunk,17,1,92,16,0.9193308859152841,0.28402308723890013
raw,v,chunk,17,1,92,32,0.9721030597057934,0.16702377164405863
raw,v,chunk,17,1,92,64,0.9951231487246822,0.06983445621838681
raw,v,chunk,17,1,92,128,1.0,0.0
raw,v,chunk,17,2,76,1,0.28377783407845913,0.8462990995632341
raw,v,chunk,17,2,76,2,0.42793672176139524,0.7563486485997082
raw,v,chunk,17,2,76,4,0.6060342609262923,0.6276669013686381
raw,v,chunk,17,2,76,8,0.740610510268082,0.5093029449472268
raw,v,chunk,17,2,76,16,0.8746712699830024,0.3540179797933964
raw,v,chunk,17,2,76,32,0.9556497071653456,0.21059509214284747
raw,v,chunk,17,2,76,64,0.9958974458568167,0.06405118377659604
raw,v,chunk,17,2,76,128,1.0,0.0
raw,v,chunk,17,3,98,1,0.25407007137372606,0.8636723502731078
raw,v,chunk,17,3,98,2,0.39344113883735865,0.7788188885502465
raw,v,chunk,17,3,98,4,0.5380995843070856,0.6796325593237234
raw,v,chunk,17,3,98,8,0.7079832943146778,0.5403857008520139
raw,v,chunk,17,3,98,16,0.8643768930806558,0.3682704263436642
raw,v,chunk,17,3,98,32,0.9540571124980275,0.21434292034488217
raw,v,chunk,17,3,98,64,0.9905677407840894,0.09711981886263288
raw,v,chunk,17,3,98,128,1.0,0.0
raw,v,chunk,17,4,52,1,0.2602747151211262,0.8600728369614249
raw,v,chunk,17,4,52,2,0.3857471997520164,0.7837428151172958
raw,v,chunk,17,4,52,4,0.5293402034113079,0.6860464973955425
raw,v,chunk,17,4,52,8,0.7086026138770352,0.5398123619582686
raw,v,chunk,17,4,52,16,0.8705240953749177,0.35982760403432407
raw,v,chunk,17,4,52,32,0.9714130724509078,0.16907669132406217
raw,v,chunk,17,4,52,64,1.0,0.0
raw,v,chunk,17,4,52,128,1.0,0.0
raw,v,chunk,17,5,214,1,0.27199080731754083,0.8532345472860667
raw,v,chunk,17,5,214,2,0.37094559997559656,0.7931294976385656
raw,v,chunk,17,5,214,4,0.5190074343286444,0.6935362756708229
raw,v,chunk,17,5,214,8,0.6438692935208911,0.596766877833471
raw,v,chunk,17,5,214,16,0.7551083228747233,0.49486531210550283
raw,v,chunk,17,5,214,32,0.857743293416305,0.3771693340976902
raw,v,chunk,17,5,214,64,0.9359918902194565,0.25299824066689375
raw,v,chunk,17,5,214,128,0.9838236896233157,0.12718612493776324
raw,v,chunk,17,6,121,1,0.2649457495177844,0.857353048914049
raw,v,chunk,17,6,121,2,0.3590511008757176,0.8005928422889393
raw,v,chunk,17,6,121,4,0.4902883661189047,0.7139409176403152
raw,v,chunk,17,6,121,8,0.6158478685017825,0.6198000738126912
raw,v,chunk,17,6,121,16,0.7446191539579746,0.5053521999972151
raw,v,chunk,17,6,121,32,0.8648005403870311,0.3676947913867816
raw,v,chunk,17,6,121,64,0.9564927462661073,0.2085839249172686
raw,v,chunk,17,6,121,128,1.0,0.0
raw,v,chunk,17,7,301,1,0.16945469712289007,0.9113425826093664
raw,v,chunk,17,7,301,2,0.2879300066932376,0.8438423983818083
raw,v,chunk,17,7,301,4,0.42275644260027506,0.7597654620998016
raw,v,chunk,17,7,301,8,0.5485813403507153,0.6718769676430981
raw,v,chunk,17,7,301,16,0.6846864227911459,0.5615278953078414
raw,v,chunk,17,7,301,32,0.810684790578946,0.43510367663472344
raw,v,chunk,17,7,301,64,0.9164915054817736,0.28897836340845034
raw,v,chunk,17,7,301,128,0.9763837965270594,0.15367564372059933
raw,v,chunk,17,8,84,1,0.24219169014527916,0.8705218606414895
raw,v,chunk,17,8,84,2,0.36744463974179864,0.7953334899639278
raw,v,chunk,17,8,84,4,0.5401007750701905,0.6781587018757552
raw,v,chunk,17,8,84,8,0.6929143857557497,0.5541530603039654
raw,v,chunk,17,8,84,16,0.8281349211703286,0.4145661332401278
raw,v,chunk,17,8,84,32,0.9294758494310551,0.26556383520529464
raw,v,chunk,17,8,84,64,0.9881631813652798,0.10879714442355641
raw,v,chunk,17,8,84,128,1.0,0.0
raw,v,chunk,17,9,83,1,0.2362698029090609,0.8739165847441843
raw,v,chunk,17,9,83,2,0.34557605752564236,0.8089647350004557
raw,v,chunk,17,9,83,4,0.522600409056666,0.690941090790911
raw,v,chunk,17,9,83,8,0.6811984546496993,0.5646251370159681
raw,v,chunk,17,9,83,16,0.8080009347606046,0.4381769793581075
raw,v,chunk,17,9,83,32,0.9171261112998089,0.28787825326028205
raw,v,chunk,17,9,83,64,0.9872431880875103,0.11294605753407098
raw,v,chunk,17,9,83,128,1.0,0.0
raw,v,chunk,17,10,50,1,0.36738990782765246,0.7953678973735032
raw,v,chunk,17,10,50,2,0.47041360740308397,0.7277268667549083
raw,v,chunk,17,10,50,4,0.6102148143718142,0.6243277870063015
raw,v,chunk,17,10,50,8,0.7344688411380942,0.5152971558837733
raw,v,chunk,17,10,50,16,0.8585449983277168,0.37610504074298606
raw,v,chunk,17,10,50,32,0.9581448868976585,0.20458522210155225
raw,v,chunk,17,10,50,64,1.0,0.0
raw,v,chunk,17,10,50,128,1.0,0.0
raw,v,chunk,17,11,92,1,0.37610266213114646,0.7898717224137433
raw,v,chunk,17,11,92,2,0.4859331333641542,0.7169845651308303
raw,v,chunk,17,11,92,4,0.6259894399239915,0.6115640277812361
raw,v,chunk,17,11,92,8,0.7279961475653168,0.5215398857562892
raw,v,chunk,17,11,92,16,0.8302434796661642,0.4120151942997197
raw,v,chunk,17,11,92,32,0.9204937517921395,0.28196852343455014
raw,v,chunk,17,11,92,64,0.9840465328873207,0.12630703508783392
raw,v,chunk,17,11,92,128,1.0,0.0
raw,v,head,18,0,1313,1,0.30375177495094413,0.8344148998244553
raw,v,head,18,0,1313,2,0.42754880919687255,0.7566050428084176
raw,v,head,18,0,1313,4,0.5753096898124851,0.6516826759915556
raw,v,head,18,0,1313,8,0.6924306399450252,0.5545893616496577
raw,v,head,18,0,1313,16,0.7898258855740959,0.4584475045475807
raw,v,head,18,0,1313,32,0.8863358824860866,0.3371410943713527
raw,v,head,18,0,1313,64,0.9600591048030506,0.19985218336798183
raw,v,head,18,0,1313,128,1.0,0.0
raw,v,head,18,1,1313,1,0.19404780844403052,0.8977484010322544
raw,v,head,18,1,1313,2,0.2820599749832625,0.847313416049066
raw,v,head,18,1,1313,4,0.3967649823915723,0.7766820569630971
raw,v,head,18,1,1313,8,0.5142722170482494,0.6969417356937024
raw,v,head,18,1,1313,16,0.6434521815375195,0.5971162520502021
raw,v,head,18,1,1313,32,0.7816759344007925,0.46725160845010205
raw,v,head,18,1,1313,64,0.9029151418585801,0.3115844318020717
raw,v,head,18,1,1313,128,1.0,0.0
raw,v,head,18,2,1313,1,0.1895673770123153,0.9002403140204757
raw,v,head,18,2,1313,2,0.3330080386212703,0.8166957581490978
raw,v,head,18,2,1313,4,0.4284493978654548,0.7560096574347085
raw,v,head,18,2,1313,8,0.5314938308455994,0.6844751048463344
raw,v,head,18,2,1313,16,0.6553696345208085,0.5870522680981579
raw,v,head,18,2,1313,32,0.7867257212300235,0.4618162824868527
raw,v,head,18,2,1313,64,0.9071882884701544,0.3046501461182081
raw,v,head,18,2,1313,128,1.0,0.0
raw,v,head,18,3,1313,1,0.2877937793478506,0.8439231129979492
raw,v,head,18,3,1313,2,0.4039069979480866,0.772070593956222
raw,v,head,18,3,1313,4,0.5122384499320839,0.6983992769669196
raw,v,head,18,3,1313,8,0.6239341382107675,0.6132420906862416
raw,v,head,18,3,1313,16,0.7436487782826974,0.5063113880975842
raw,v,head,18,3,1313,32,0.8592891089362742,0.3751145039367657
raw,v,head,18,3,1313,64,0.9477970249479566,0.22847970380767613
raw,v,head,18,3,1313,128,1.0,0.0
raw,v,head,18,4,1313,1,0.1652148727819037,0.9136657634048111
raw,v,head,18,4,1313,2,0.2933400097440081,0.8406307097982989
raw,v,head,18,4,1313,4,0.42418114834758835,0.7588272871032061
raw,v,head,18,4,1313,8,0.5632224502285682,0.6608914810855347
raw,v,head,18,4,1313,16,0.7117149995431501,0.5369217824384199
raw,v,head,18,4,1313,32,0.8565842677885187,0.37870269633510834
raw,v,head,18,4,1313,64,0.9585220646812392,0.20366132504420362
raw,v,head,18,4,1313,128,1.0,0.0
raw,v,head,18,5,1313,1,0.17161164689196984,0.910158421983794
raw,v,head,18,5,1313,2,0.2910743886677543,0.8419772035704088
raw,v,head,18,5,1313,4,0.4268487570435003,0.7570675286633946
raw,v,head,18,5,1313,8,0.5522085634022599,0.669172202499282
raw,v,head,18,5,1313,16,0.6812665555156803,0.5645648275303021
raw,v,head,18,5,1313,32,0.813206384141042,0.4321962700659945
raw,v,head,18,5,1313,64,0.9249280878746622,0.27399254027315745
raw,v,head,18,5,1313,128,1.0,0.0
raw,v,head,18,6,1313,1,0.18670048485530608,0.901831201026386
raw,v,head,18,6,1313,2,0.28382609925464974,0.8462705836464779
raw,v,head,18,6,1313,4,0.41809369969478105,0.7628278313651246
raw,v,head,18,6,1313,8,0.5611042453717348,0.6624920789173748
raw,v,head,18,6,1313,16,0.7091242097406454,0.539329018558574
raw,v,head,18,6,1313,32,0.8473743174780416,0.3906733706332675
raw,v,head,18,6,1313,64,0.9460245271031746,0.23232622085512725
raw,v,head,18,6,1313,128,1.0,0.0
raw,v,head,18,7,1313,1,0.20525797560369294,0.8914830477335545
raw,v,head,18,7,1313,2,0.28865197833395395,0.8434145016929968
raw,v,head,18,7,1313,4,0.405609956911875,0.7709669533048256
raw,v,head,18,7,1313,8,0.5359065698488429,0.6812440312774543
raw,v,head,18,7,1313,16,0.6753774707445478,0.5697565526217774
raw,v,head,18,7,1313,32,0.8151710151020451,0.4299174163696498
raw,v,head,18,7,1313,64,0.9254102776863962,0.2731111903851686
raw,v,head,18,7,1313,128,1.0,0.0
raw,v,chunk,18,0,50,1,0.0,1.0
raw,v,chunk,18,0,50,2,0.0,1.0
raw,v,chunk,18,0,50,4,0.0,1.0
raw,v,chunk,18,0,50,8,0.0,1.0
raw,v,chunk,18,0,50,16,0.0,1.0
raw,v,chunk,18,0,50,32,0.0,1.0
raw,v,chunk,18,0,50,64,1.0,0.0
raw,v,chunk,18,0,50,128,1.0,0.0
raw,v,chunk,18,1,92,1,0.4196899628125799,0.7617808327776567
raw,v,chunk,18,1,92,2,0.5682471179420996,0.657079053126715
raw,v,chunk,18,1,92,4,0.7167327624117449,0.5322285576594469
raw,v,chunk,18,1,92,8,0.8269941291812856,0.41593974421629204
raw,v,chunk,18,1,92,16,0.9164031939926541,0.2891311225159718
raw,v,chunk,18,1,92,32,0.9709488413490026,0.17044400444426724
raw,v,chunk,18,1,92,64,0.9953869055160245,0.06791976504652758
raw,v,chunk,18,1,92,128,1.0,0.0
raw,v,chunk,18,2,76,1,0.25914463829022955,0.8607295520137381
raw,v,chunk,18,2,76,2,0.4124089909881852,0.7665448512721319
raw,v,chunk,18,2,76,4,0.5782236249411266,0.6494431268855445
raw,v,chunk,18,2,76,8,0.7286529472064138,0.5209098317305848
raw,v,chunk,18,2,76,16,0.8728218024202832,0.3566205232172103
raw,v,chunk,18,2,76,32,0.9564420790513758,0.20870534480128727
raw,v,chunk,18,2,76,64,0.9958211207781897,0.06464425126652996
raw,v,chunk,18,2,76,128,1.0,0.0
raw,v,chunk,18,3,98,1,0.24823652694179374,0.8670429476434292
raw,v,chunk,18,3,98,2,0.3757529964335548,0.7900930347537847
raw,v,chunk,18,3,98,4,0.5326359901049924,0.6836402635121834
raw,v,chunk,18,3,98,8,0.7020222469149833,0.545873385580408
raw,v,chunk,18,3,98,16,0.8583894657899978,0.3763117513578366
raw,v,chunk,18,3,98,32,0.951120799995339,0.22108640845755523
raw,v,chunk,18,3,98,64,0.9904513063924688,0.09771741711451029
raw,v,chunk,18,3,98,128,1.0,0.0
raw,v,chunk,18,4,52,1,0.25268991727041196,0.8644709843190735
raw,v,chunk,18,4,52,2,0.3791388194998946,0.7879474478035355
raw,v,chunk,18,4,52,4,0.5380192168851707,0.6796916823934432
raw,v,chunk,18,4,52,8,0.7100050790301983,0.538511764931651
raw,v,chunk,18,4,52,16,0.8693428638404794,0.36146526272868956
raw,v,chunk,18,4,52,32,0.9727054015974527,0.16521076963245263
raw,v,chunk,18,4,52,64,1.0,0.0
raw,v,chunk,18,4,52,128,1.0,0.0
raw,v,chunk,18,5,214,1,0.27864172283428595,0.8493281328001058
raw,v,chunk,18,5,214,2,0.393653753648044,0.77868237834945
raw,v,chunk,18,5,214,4,0.5323606312158098,0.6838416255129474
raw,v,chunk,18,5,214,8,0.6505958361228994,0.5911041903734913
raw,v,chunk,18,5,214,16,0.7633307525763194,0.4864866364286696
raw,v,chunk,18,5,214,32,0.8640108227361446,0.368767104367859
raw,v,chunk,18,5,214,64,0.9403022964099566,0.24433113512207863
raw,v,chunk,18,5,214,128,0.9854836528796227,0.12048380439037151
raw,v,chunk,18,6,121,1,0.24281953389456126,0.8701611724878552
raw,v,chunk,18,6,121,2,0.36027563968582527,0.7998277066432337
raw,v,chunk,18,6,121,4,0.5182545229107761,0.6940788695020357
raw,v,chunk,18,6,121,8,0.6449548413247568,0.595856659503981
raw,v,chunk,18,6,121,16,0.7656943193335122,0.4840513202817319
raw,v,chunk,18,6,121,32,0.879397699460096,0.34727841934088555
raw,v,chunk,18,6,121,64,0.9614487799244167,0.19634464615971406
raw,v,chunk,18,6,121,128,1.0,0.0
raw,v,chunk,18,7,301,1,0.1890567962738468,0.9005238496154077
raw,v,chunk,18,7,301,2,0.29545850489674313,0.8393697010872246
raw,v,chunk,18,7,301,4,0.42011130344025216,0.7615042327917474
raw,v,chunk,18,7,301,8,0.5603571767328192,0.6630556713181638
raw,v,chunk,18,7,301,16,0.7029485711675794,0.5450242460959152
raw,v,chunk,18,7,301,32,0.8293251530829296,0.4131281240935678
raw,v,chunk,18,7,301,64,0.9258536303007823,0.27229831012919953
raw,v,chunk,18,7,301,128,0.9791253479645676,0.14448062858193958
raw,v,chunk,18,8,84,1,0.2734495715587037,0.8523792749951727
raw,v,chunk,18,8,84,2,0.39040334570010404,0.7807667092671766
raw,v,chunk,18,8,84,4,0.5598152264736022,0.6634642217379908
raw,v,chunk,18,8,84,8,0.6951765178925704,0.5521082159390762
raw,v,chunk,18,8,84,16,0.8295552083492774,0.4128495993103573
raw,v,chunk,18,8,84,32,0.9300686785530525,0.2644453089902475
raw,v,chunk,18,8,84,64,0.9885913498540203,0.10681128285897372
raw,v,chunk,18,8,84,128,1.0,0.0
raw,v,chunk,18,9,83,1,0.22192485899983536,0.8820856766778183
raw,v,chunk,18,9,83,2,0.3412052918875488,0.8116616956050416
raw,v,chunk,18,9,83,4,0.49883196041712646,0.7079322281001716
raw,v,chunk,18,9,83,8,0.6575992338654055,0.5851502081812793
raw,v,chunk,18,9,83,16,0.7959624019485102,0.4517052114504434
raw,v,chunk,18,9,83,32,0.9137530742000496,0.2936782691993918
raw,v,chunk,18,9,83,64,0.9873954645900439,0.11226992210719706
raw,v,chunk,18,9,83,128,1.0,0.0
raw,v,chunk,18,10,50,1,0.36062421990615173,0.7996097673827204
raw,v,chunk,18,10,50,2,0.4776765520978344,0.7227194807822505
raw,v,chunk,18,10,50,4,0.6065211749581171,0.6272789053059914
raw,v,chunk,18,10,50,8,0.7293586363154935,0.5202320286992205
raw,v,chunk,18,10,50,16,0.8563401405207589,0.3790248797628476
raw,v,chunk,18,10,50,32,0.9604437194289522,0.19888760788708723
raw,v,chunk,18,10,50,64,1.0,0.0
raw,v,chunk,18,10,50,128,1.0,0.0
raw,v,chunk,18,11,92,1,0.34781314964893234,0.8075808630416323
raw,v,chunk,18,11,92,2,0.47381163119101427,0.7253884261614502
raw,v,chunk,18,11,92,4,0.5967700243922739,0.6350039177892732
raw,v,chunk,18,11,92,8,0.7062878013936613,0.5419522106296262
raw,v,chunk,18,11,92,16,0.8202602322707863,0.4239572711125659
raw,v,chunk,18,11,92,32,0.9169052999920431,0.2882615132270642
raw,v,chunk,18,11,92,64,0.9837163051421328,0.12760758150622237
raw,v,chunk,18,11,92,128,1.0,0.0
raw,v,head,19,0,1313,1,0.12903037539041798,0.9332575339152543
raw,v,head,19,0,1313,2,0.20260893130493,0.8929675630699415
raw,v,head,19,0,1313,4,0.30851590046725985,0.8315552293941396
raw,v,head,19,0,1313,8,0.44224446017300717,0.7468303286737844
raw,v,head,19,0,1313,16,0.5867072025016341,0.6428785246828252
raw,v,head,19,0,1313,32,0.738627681143109,0.511245849720945
raw,v,head,19,0,1313,64,0.8831502311993038,0.3418329545270558
raw,v,head,19,0,1313,128,1.0,0.0
raw,v,head,19,1,1313,1,0.10379612886289118,0.9466804482702222
raw,v,head,19,1,1313,2,0.19034094350188258,0.899810567007366
raw,v,head,19,1,1313,4,0.304884046877868,0.8337361411874454
raw,v,head,19,1,1313,8,0.44811901995514586,0.7428869227849243
raw,v,head,19,1,1313,16,0.6018547398246645,0.6309875277494282
raw,v,head,19,1,1313,32,0.7669346670927839,0.4827684050424345
raw,v,head,19,1,1313,64,0.9089850450544464,0.3016868491425398
raw,v,head,19,1,1313,128,1.0,0.0
raw,v,head,19,2,1313,1,0.13861831454031523,0.9281065054505785
raw,v,head,19,2,1313,2,0.21995451745208391,0.8832018356796572
raw,v,head,19,2,1313,4,0.3369122868621596,0.8143019790826007
raw,v,head,19,2,1313,8,0.46916165361986195,0.7285865400761519
raw,v,head,19,2,1313,16,0.6062755078853767,0.6274746944017928
raw,v,head,19,2,1313,32,0.7552468994336263,0.4947252778728551
raw,v,head,19,2,1313,64,0.8889297282641839,0.33327206864034686
raw,v,head,19,2,1313,128,1.0,0.0
raw,v,head,19,3,1313,1,0.146344431073906,0.9239348293716901
raw,v,head,19,3,1313,2,0.23416392961829127,0.8751206033351682
raw,v,head,19,3,1313,4,0.3617719108536779,0.7988917881329874
raw,v,head,19,3,1313,8,0.5044051314980061,0.7039849916738239
raw,v,head,19,3,1313,16,0.67141905645675,0.5732198038651927
raw,v,head,19,3,1313,32,0.8330822871429259,0.40855564230233576
raw,v,head,19,3,1313,64,0.9475114182151818,0.22910386680459627
raw,v,head,19,3,1313,128,1.0,0.0
raw,v,head,19,4,1313,1,0.168809835863033,0.9116963113542618
raw,v,head,19,4,1313,2,0.2911950102378982,0.8419055705731503
raw,v,head,19,4,1313,4,0.4287950580896349,0.7557810145209822
raw,v,head,19,4,1313,8,0.5517334387003994,0.6695271176730638
raw,v,head,19,4,1313,16,0.6810044393187845,0.5647969198581163
raw,v,head,19,4,1313,32,0.807957979054587,0.43822599300522214
raw,v,head,19,4,1313,64,0.9195518636111065,0.2836338068511817
raw,v,head,19,4,1313,128,1.0,0.0
raw,v,head,19,5,1313,1,0.2365573546055433,0.8737520502948515
raw,v,head,19,5,1313,2,0.3433441140037991,0.8103430668526762
raw,v,head,19,5,1313,4,0.4679683209395521,0.7294050171615547
raw,v,head,19,5,1313,8,0.6070243794357998,0.6268776759178781
raw,v,head,19,5,1313,16,0.7473674609205793,0.5026256450674008
raw,v,head,19,5,1313,32,0.8752432552953513,0.3532092081255084
raw,v,head,19,5,1313,64,0.965212461450905,0.1865141778768976
raw,v,head,19,5,1313,128,1.0,0.0
raw,v,head,19,6,1313,1,0.1701185725940086,0.9109782804249459
raw,v,head,19,6,1313,2,0.2648595753945394,0.8574033033558132
raw,v,head,19,6,1313,4,0.38568172877943036,0.7837845821528832
raw,v,head,19,6,1313,8,0.5026868433181263,0.7052043368286058
raw,v,head,19,6,1313,16,0.6332470379417497,0.6056013227018665
raw,v,head,19,6,1313,32,0.7721863944352606,0.477298235451106
raw,v,head,19,6,1313,64,0.89816614244345,0.3191141763641188
raw,v,head,19,6,1313,128,1.0,0.0
raw,v,head,19,7,1313,1,0.24917377098253757,0.8665022960254996
raw,v,head,19,7,1313,2,0.3343685462101547,0.815862398808675
raw,v,head,19,7,1313,4,0.44913709606621344,0.7422013904148836
raw,v,head,19,7,1313,8,0.5762252036549229,0.6509798739938717
raw,v,head,19,7,1313,16,0.6969834461564736,0.5504693941024573
raw,v,head,19,7,1313,32,0.8211411583708758,0.4229170623528025
raw,v,head,19,7,1313,64,0.9257495331084067,0.2724893885853049
raw,v,head,19,7,1313,128,1.0,0.0
raw,v,chunk,19,0,50,1,0.0,1.0
raw,v,chunk,19,0,50,2,0.0,1.0
raw,v,chunk,19,0,50,4,0.0,1.0
raw,v,chunk,19,0,50,8,0.0,1.0
raw,v,chunk,19,0,50,16,0.0,1.0
raw,v,chunk,19,0,50,32,0.0,1.0
raw,v,chunk,19,0,50,64,1.0,0.0
raw,v,chunk,19,0,50,128,1.0,0.0
raw,v,chunk,19,1,92,1,0.3324809886311814,0.8170183666043368
raw,v,chunk,19,1,92,2,0.49812956532870367,0.7084281436188827
raw,v,chunk,19,1,92,4,0.6433354201502508,0.5972140151149746
raw,v,chunk,19,1,92,8,0.7693425426630718,0.48026810984795587
raw,v,chunk,19,1,92,16,0.8807728156427262,0.3452928964767068
raw,v,chunk,19,1,92,32,0.9584565088686385,0.20382220470636037
raw,v,chunk,19,1,92,64,0.9934459281068236,0.08095722261278707
raw,v,chunk,19,1,92,128,1.0,0.0
raw,v,chunk,19,2,76,1,0.19372726640721022,0.8979269088254287
raw,v,chunk,19,2,76,2,0.34475890332844306,0.8094696391289528
raw,v,chunk,19,2,76,4,0.51221674046234,0.6984148190994088
raw,v,chunk,19,2,76,8,0.6807496142675054,0.5650224648033869
raw,v,chunk,19,2,76,16,0.8443531374280899,0.3945210546623717
raw,v,chunk,19,2,76,32,0.94421602784548,0.23618630814363484
raw,v,chunk,19,2,76,64,0.9948078897752478,0.07205629899427383
raw,v,chunk,19,2,76,128,1.0,0.0
raw,v,chunk,19,3,98,1,0.19346348903781457,0.8980737781286042
raw,v,chunk,19,3,98,2,0.30375584570882463,0.8344124605320653
raw,v,chunk,19,3,98,4,0.4620158947779519,0.7334739976454844
raw,v,chunk,19,3,98,8,0.6369448241477411,0.6025406009990188
raw,v,chunk,19,3,98,16,0.8131841032937452,0.43222204560417177
raw,v,chunk,19,3,98,32,0.932863911076561,0.2591063274477083
raw,v,chunk,19,3,98,64,0.9870187516946043,0.11393528121436182
raw,v,chunk,19,3,98,128,1.0,0.0
raw,v,chunk,19,4,52,1,0.19405337520837038,0.8977453006235285
