source,kind,layer,head,relative_l2,energy
raw,v,0,1,0.0,0.0
raw,v,0,2,0.0,0.0
raw,v,0,3,0.0,0.0
raw,v,0,4,0.0,0.0
raw,v,0,5,0.0,0.0
raw,v,0,6,0.0,0.0
raw,v,0,7,0.0,0.0
raw,v,1,0,0.19054685533046722,0.027715744450688362
raw,v,1,1,0.22756695747375488,0.011052222922444344
raw,v,1,2,0.08600030839443207,0.0018119590822607279
raw,v,1,3,0.06026208773255348,0.002528831595554948
raw,v,1,4,0.04306134954094887,0.0012851727660745382
raw,v,1,5,0.059531085193157196,0.0011540650157257915
raw,v,1,6,0.04213094711303711,0.0012713425094261765
raw,v,1,7,0.0406770259141922,0.000984029145911336
raw,v,2,0,0.4563114047050476,0.0231837909668684
raw,v,2,1,0.3179243206977844,0.004260010551661253
raw,v,2,2,0.22835098206996918,0.0037011723034083843
raw,v,2,3,0.47514376044273376,0.021538741886615753
raw,v,2,4,0.28519341349601746,0.008821791037917137
raw,v,2,5,0.16799303889274597,0.0015735167544335127
raw,v,2,6,0.08226174861192703,0.0007400807808153331
raw,v,2,7,0.4788845181465149,0.017975423485040665
raw,v,3,0,0.4038824141025543,0.017242832109332085
raw,v,3,1,0.3950229585170746,0.007706539239734411
raw,v,3,2,0.29920288920402527,0.004036339465528727
raw,v,3,3,0.3423556387424469,0.011934611946344376
raw,v,3,4,0.2223990559577942,0.005710091441869736
raw,v,3,5,0.2442602664232254,0.002452434506267309
raw,v,3,6,0.1503635048866272,0.002520790556445718
raw,v,3,7,0.3156417906284332,0.007218966726213694
raw,v,4,0,0.34793704748153687,0.014821205288171768
raw,v,4,1,0.5943190455436707,0.010267716832458973
raw,v,4,2,0.3826581537723541,0.0041739060543477535
raw,v,4,3,0.26102617383003235,0.008157044649124146
raw,v,4,4,0.187644824385643,0.004038230050355196
raw,v,4,5,0.2514488697052002,0.0018638607580214739
raw,v,4,6,0.09549468010663986,0.0006687085842713714
raw,v,4,7,0.3156644403934479,0.005953430198132992
raw,v,5,0,0.5746609568595886,0.0206594355404377
raw,v,5,1,0.6138814091682434,0.008626900613307953
raw,v,5,2,0.3455561101436615,0.004361020866781473
raw,v,5,3,0.3526857793331146,0.010334801860153675
raw,v,5,4,0.2030712217092514,0.003376938868314028
raw,v,5,5,0.29146140813827515,0.001976635539904237
raw,v,5,6,0.13141345977783203,0.0010998219950124621
raw,v,5,7,0.36931413412094116,0.008108427748084068
raw,v,6,0,0.4826072156429291,0.013558641076087952
raw,v,6,1,0.483491450548172,0.008744444698095322
raw,v,6,2,0.3872016668319702,0.0048048351891338825
raw,v,6,3,0.3691594898700714,0.009995737113058567
raw,v,6,4,0.17110490798950195,0.0026325909420847893
raw,v,6,5,0.2995760142803192,0.0026958645321428776
raw,v,6,6,0.11544186621904373,0.0008115350501611829
raw,v,6,7,0.5207195281982422,0.013080018572509289
raw,v,7,0,0.38859856128692627,0.010132464580237865
raw,v,7,1,0.5699136853218079,0.012528322637081146
raw,v,7,2,0.44435298442840576,0.004708155058324337
raw,v,7,3,0.3024064898490906,0.011574852280318737
raw,v,7,4,0.15098115801811218,0.0021044202148914337
raw,v,7,5,0.3083602786064148,0.0020694099366664886
raw,v,7,6,0.1874677836894989,0.002966175554320216
raw,v,7,7,0.3051178455352783,0.0039665354415774345
raw,v,8,0,0.4434031844139099,0.010166127234697342
raw,v,8,1,0.4747583866119385,0.006119975820183754
raw,v,8,2,0.34495216608047485,0.00282306713052094
raw,v,8,3,0.36537760496139526,0.013579360209405422
raw,v,8,4,0.15156158804893494,0.0023176600225269794
raw,v,8,5,0.2526635229587555,0.0015853338409215212
raw,v,8,6,0.22857670485973358,0.005106639117002487
raw,v,8,7,0.3273441791534424,0.004012119956314564
raw,v,9,0,0.49617457389831543,0.015170462429523468
raw,v,9,1,0.4852907061576843,0.008401582948863506
raw,v,9,2,0.3251725137233734,0.004051371943205595
raw,v,9,3,0.4958712160587311,0.018357008695602417
raw,v,9,4,0.1833282709121704,0.0030080375727266073
raw,v,9,5,0.29954397678375244,0.0026276216376572847
raw,v,9,6,0.20672696828842163,0.0037192704621702433
raw,v,9,7,0.34359559416770935,0.004645803477615118
raw,v,10,0,0.5605547428131104,0.012947453185915947
raw,v,10,1,0.612280547618866,0.010744084604084492
raw,v,10,2,0.43867772817611694,0.0031737894751131535
raw,v,10,3,0.4937022030353546,0.020530685782432556
raw,v,10,4,0.16138675808906555,0.0022971180733293295
raw,v,10,5,0.3270881175994873,0.0024573698174208403
raw,v,10,6,0.21372735500335693,0.0039351461455225945
raw,v,10,7,0.38811948895454407,0.004118348006159067
raw,v,11,0,0.6815885305404663,0.014637516811490059
raw,v,11,1,0.5872715711593628,0.014002074487507343
raw,v,11,2,0.41651883721351624,0.003271508263424039
raw,v,11,3,0.3987618088722229,0.014402490109205246
raw,v,11,4,0.18919791281223297,0.002723605139181018
raw,v,11,5,0.40186381340026855,0.00396904069930315
raw,v,11,6,0.28026989102363586,0.005135263781994581
raw,v,11,7,0.42373478412628174,0.0024927507620304823
raw,v,12,0,0.7012025117874146,0.012951119802892208
raw,v,12,1,0.6087570786476135,0.011252382770180702
raw,v,12,2,0.4717988073825836,0.0038235133979469538
raw,v,12,3,0.4960320293903351,0.01518026739358902
raw,v,12,4,0.201432004570961,0.002680818783119321
raw,v,12,5,0.380440890789032,0.005001137498766184
raw,v,12,6,0.2794523537158966,0.004147317726165056
raw,v,12,7,0.4342769980430603,0.0026937033981084824
raw,v,13,0,0.6754902601242065,0.010705970227718353
raw,v,13,1,0.7061211466789246,0.012461782433092594
raw,v,13,2,0.5143954753875732,0.003370961407199502
raw,v,13,3,0.4747234880924225,0.012723961845040321
raw,v,13,4,0.18689635396003723,0.002883573994040489
raw,v,13,5,0.4980122745037079,0.00492008775472641
raw,v,13,6,0.3120329678058624,0.005185064859688282
raw,v,13,7,0.4074508249759674,0.0016136988997459412
raw,v,14,0,0.708735466003418,0.012059783563017845
raw,v,14,1,0.7047727108001709,0.01482539065182209
raw,v,14,2,0.480388879776001,0.004026520997285843
raw,v,14,3,0.5170093774795532,0.013634386472404003
raw,v,14,4,0.1962592899799347,0.002198423957452178
raw,v,14,5,0.4575892388820648,0.005626540165394545
raw,v,14,6,0.2992187440395355,0.003968862816691399
raw,v,14,7,0.38236740231513977,0.0022346382029354572
raw,v,15,0,0.6915403604507446,0.014331294223666191
raw,v,15,1,0.6851296424865723,0.014062179252505302
raw,v,15,2,0.547799289226532,0.005204434506595135
raw,v,15,3,0.5969066023826599,0.013104665093123913
raw,v,15,4,0.19871829450130463,0.002168187638744712
raw,v,15,5,0.418099582195282,0.004437445197254419
raw,v,15,6,0.2695857584476471,0.0032330574467778206
raw,v,15,7,0.454565167427063,0.003069458995014429
raw,v,16,0,0.6689834594726562,0.012339507229626179
raw,v,16,1,0.6997722387313843,0.014515027403831482
raw,v,16,2,0.571290910243988,0.004739756230264902
raw,v,16,3,0.673060953617096,0.014383820816874504
raw,v,16,4,0.23871268332004547,0.0025417914148420095
raw,v,16,5,0.47507908940315247,0.005013644695281982
raw,v,16,6,0.28138330578804016,0.002641993807628751
raw,v,16,7,0.46525058150291443,0.0029379879124462605
raw,v,17,0,0.7744986414909363,0.013253329321742058
raw,v,17,1,0.8102160692214966,0.013199325650930405
raw,v,17,2,0.5526160597801208,0.005078920628875494
raw,v,17,3,0.8031720519065857,0.018394185230135918
raw,v,17,4,0.38530731201171875,0.006958159152418375
raw,v,17,5,0.6976692080497742,0.015583191066980362
raw,v,17,6,0.3309885561466217,0.003679346526041627
raw,v,17,7,0.42358481884002686,0.0021584234200417995
raw,v,18,0,0.9278406500816345,0.015261875465512276
raw,v,18,1,0.9723561406135559,0.015150598250329494
raw,v,18,2,0.6521502137184143,0.006152442190796137
raw,v,18,3,0.8793500065803528,0.019012480974197388
raw,v,18,4,0.5921340584754944,0.008702474646270275
raw,v,18,5,0.9431577920913696,0.0177135169506073
raw,v,18,6,0.3923739790916443,0.0030127796344459057
raw,v,18,7,0.5335763096809387,0.0027163156773895025
raw,v,19,0,1.0856447219848633,0.019937550649046898
raw,v,19,1,0.8702556490898132,0.0152273029088974
raw,v,19,2,0.6602939367294312,0.00497634569182992
raw,v,19,3,0.9115000367164612,0.015010793693363667
raw,v,19,4,0.5120387673377991,0.005558115895837545
raw,v,19,5,0.8752992153167725,0.013195241801440716
raw,v,19,6,0.3482533395290375,0.0023516553919762373
raw,v,19,7,0.49072742462158203,0.002374899573624134
raw,v,20,0,1.1944271326065063,0.017564674839377403
raw,v,20,1,1.0858091115951538,0.01717805489897728
raw,v,20,2,0.7701082229614258,0.004950289614498615
raw,v,20,3,0.9895006418228149,0.014204325154423714
raw,v,20,4,0.5740335583686829,0.005438072606921196
raw,v,20,5,1.1249052286148071,0.019903862848877907
raw,v,20,6,0.4049152135848999,0.0026357683818787336
raw,v,20,7,0.4990907907485962,0.0018456308171153069
raw,v,21,0,0.9458362460136414,0.016694964841008186
raw,v,21,1,0.9494476318359375,0.0128511106595397
raw,v,21,2,0.7779231667518616,0.005872827023267746
raw,v,21,3,0.8121605515480042,0.010969862341880798
raw,v,21,4,0.36330875754356384,0.0027423591818660498
raw,v,21,5,0.9303327798843384,0.015608030371367931
raw,v,21,6,0.3456062972545624,0.002480871044099331
raw,v,21,7,0.3824164867401123,0.0017253721598535776
raw,v,22,0,0.9113474488258362,0.01596832647919655
raw,v,22,1,0.9578136801719666,0.014475519768893719
raw,v,22,2,0.6974318027496338,0.006473647430539131
raw,v,22,3,0.7903144359588623,0.008040251210331917
raw,v,22,4,0.3365260362625122,0.0022633213084191084
raw,v,22,5,0.9691628813743591,0.0159459188580513
raw,v,22,6,0.31256330013275146,0.0017816872568801045
raw,v,22,7,0.36560240387916565,0.0017579518025740981
raw,v,23,0,1.0206190347671509,0.01359517965465784
raw,v,23,1,0.945266842842102,0.014299585483968258
raw,v,23,2,0.9115180969238281,0.008966050110757351
raw,v,23,3,0.8674434423446655,0.008102976717054844
raw,v,23,4,0.4424717426300049,0.002682454651221633
raw,v,23,5,1.1671630144119263,0.02863067202270031
raw,v,23,6,0.3284212052822113,0.0014049934688955545
raw,v,23,7,0.32602253556251526,0.0014673356199637055
raw,v,24,0,1.0381613969802856,0.016682889312505722
raw,v,24,1,1.0317869186401367,0.015218506567180157
raw,v,24,2,0.9140812158584595,0.007143380120396614
raw,v,24,3,0.7441362738609314,0.00808053370565176
raw,v,24,4,0.31992366909980774,0.002093167509883642
raw,v,24,5,0.9085937738418579,0.01854799874126911
raw,v,24,6,0.29852795600891113,0.0015613515861332417
raw,v,24,7,0.38821589946746826,0.0017803576774895191
raw,v,25,0,0.9061907529830933,0.013192652724683285
raw,v,25,1,0.9027639031410217,0.013876138255000114
raw,v,25,2,1.0120123624801636,0.012822196818888187
raw,v,25,3,0.6963610649108887,0.007511401083320379
raw,v,25,4,0.3146754801273346,0.001921068294905126
raw,v,25,5,0.8677289485931396,0.014269610866904259
raw,v,25,6,0.3133932650089264,0.0016172608593478799
raw,v,25,7,0.36579567193984985,0.0017810630379244685
raw,v,26,0,0.7907468676567078,0.012633119709789753
raw,v,26,1,0.818648099899292,0.012502746656537056
raw,v,26,2,0.9179118871688843,0.011212199926376343
raw,v,26,3,0.6452734470367432,0.008456394076347351
raw,v,26,4,0.29647642374038696,0.0021168345119804144
raw,v,26,5,0.7541192173957825,0.011037889868021011
raw,v,26,6,0.2750856280326843,0.0014052512124180794
raw,v,26,7,0.3659866452217102,0.0019609408918768167
raw,v,27,0,0.6633137464523315,0.011465590447187424
raw,v,27,1,0.8045456409454346,0.01276439055800438
raw,v,27,2,0.7829437851905823,0.009600496850907803
raw,v,27,3,0.6161186695098877,0.010143213905394077
raw,v,27,4,0.28562185168266296,0.002346926834434271
raw,v,27,5,0.6442015767097473,0.009361866861581802
raw,v,27,6,0.27162620425224304,0.0014453642070293427
raw,v,27,7,0.3430810570716858,0.0018220043275505304
raw,v,28,0,0.6874771118164062,0.012902738526463509
raw,v,28,1,0.7450641393661499,0.012804958038032055
raw,v,28,2,0.6943923234939575,0.00942183192819357
raw,v,28,3,0.6088519096374512,0.01310532446950674
raw,v,28,4,0.2504431903362274,0.0020341984927654266
raw,v,28,5,0.5585996508598328,0.008751611225306988
raw,v,28,6,0.23029565811157227,0.001497486256994307
raw,v,28,7,0.3263363242149353,0.0016589340521022677
raw,v,29,0,0.6828975081443787,0.01045195758342743
raw,v,29,1,0.7798841595649719,0.012237714603543282
raw,v,29,2,0.8137372732162476,0.009710836224257946
raw,v,29,3,0.5865808725357056,0.01102906372398138
raw,v,29,4,0.2412482500076294,0.001796167460270226
raw,v,29,5,0.5734739303588867,0.008043806068599224
raw,v,29,6,0.24000738561153412,0.001485487213358283
raw,v,29,7,0.3201098144054413,0.001654990017414093
raw,v,30,0,0.5875600576400757,0.011108669452369213
raw,v,30,1,0.7915053963661194,0.010481233708560467
raw,v,30,2,0.8197937607765198,0.00942989531904459
raw,v,30,3,0.5068302154541016,0.012113816104829311
raw,v,30,4,0.21985352039337158,0.0016605292912572622
raw,v,30,5,0.5985037088394165,0.0072502680122852325
raw,v,30,6,0.22266612946987152,0.0014850158477202058
raw,v,30,7,0.2993840277194977,0.0017436555353924632
raw,v,31,0,0.6673811078071594,0.009157019667327404
raw,v,31,1,0.7945860028266907,0.009878813289105892
raw,v,31,2,0.8212884664535522,0.01086349505931139
raw,v,31,3,0.7014497518539429,0.015352023765444756
raw,v,31,4,0.24790862202644348,0.0016749065835028887
raw,v,31,5,0.5642492771148682,0.00709640933200717
raw,v,31,6,0.22732658684253693,0.0013951632427051663
raw,v,31,7,0.32084572315216064,0.0015387405874207616
raw,v,32,0,0.6290738582611084,0.011261466890573502
raw,v,32,1,0.6841092705726624,0.009231182746589184
raw,v,32,2,0.7055776715278625,0.008841573260724545
raw,v,32,3,0.5520605444908142,0.013342483900487423
raw,v,32,4,0.229892298579216,0.002125225029885769
raw,v,32,5,0.5410250425338745,0.006444775033742189
raw,v,32,6,0.21220999956130981,0.001742547727189958
raw,v,32,7,0.2929442226886749,0.001817738520912826
raw,v,33,0,0.7038503289222717,0.01695244386792183
raw,v,33,1,0.6607851386070251,0.01113944686949253
raw,v,33,2,0.5514957308769226,0.007265056017786264
raw,v,33,3,0.5477430820465088,0.012016360647976398
raw,v,33,4,0.2588469684123993,0.002214479958638549
raw,v,33,5,0.5091837644577026,0.005971912294626236
raw,v,33,6,0.21191135048866272,0.001584798563271761
raw,v,33,7,0.34213829040527344,0.0019285966409370303
raw,v,34,0,0.9101215600967407,0.01967509090900421
raw,v,34,1,0.7457137703895569,0.010670246556401253
raw,v,34,2,0.7041563987731934,0.006176484748721123
raw,v,34,3,0.5825536251068115,0.010351663455367088
raw,v,34,4,0.2703474164009094,0.002053789794445038
raw,v,34,5,0.5372896790504456,0.005051096901297569
raw,v,34,6,0.2249106913805008,0.001457058941014111
raw,v,34,7,0.39475902915000916,0.0018421320710331202
raw,v,35,0,0.9982861876487732,0.017707709223031998
raw,v,35,1,0.7706047892570496,0.01284391712397337
raw,v,35,2,0.802656352519989,0.007970493286848068
raw,v,35,3,0.5045136213302612,0.008488398976624012
raw,v,35,4,0.2734254002571106,0.0019740243442356586
raw,v,35,5,0.5384365916252136,0.004863204900175333
raw,v,35,6,0.2228473722934723,0.0013678179820999503
raw,v,35,7,0.42183369398117065,0.0014602728188037872
raw,v,36,0,1.0877140760421753,0.019933560863137245
raw,v,36,1,0.7502002120018005,0.010470804758369923
raw,v,36,2,0.8505863547325134,0.007967822253704071
raw,v,36,3,0.5596826076507568,0.007292003836482763
raw,v,36,4,0.296568363904953,0.002170510357245803
raw,v,36,5,0.5844858884811401,0.006646323017776012
raw,v,36,6,0.25545594096183777,0.0014948463067412376
raw,v,36,7,0.418632447719574,0.0017523381393402815
raw,v,37,0,0.9335947632789612,0.012083884328603745
raw,v,37,1,0.8533223271369934,0.009385672397911549
raw,v,37,2,0.9751133918762207,0.007607030216604471
raw,v,37,3,0.6213592290878296,0.00861538015305996
raw,v,37,4,0.30476096272468567,0.0025629992596805096
raw,v,37,5,0.8242011666297913,0.008633600547909737
raw,v,37,6,0.2656075954437256,0.0017125718295574188
raw,v,37,7,0.4825333058834076,0.002140697091817856
raw,v,38,0,0.8714213371276855,0.010133592411875725
raw,v,38,1,0.9164799451828003,0.010350898839533329
raw,v,38,2,0.8800001740455627,0.008164540864527225
raw,v,38,3,0.6986364722251892,0.00903601385653019
raw,v,38,4,0.35275721549987793,0.0028350967913866043
raw,v,38,5,0.8883613348007202,0.012341680005192757
raw,v,38,6,0.288613885641098,0.0017660032026469707
raw,v,38,7,0.5620944499969482,0.002863658359274268
raw,v,39,0,0.910610556602478,0.011909774504601955
raw,v,39,1,0.935949981212616,0.009538883343338966
raw,v,39,2,0.9150478839874268,0.006272656377404928
raw,v,39,3,0.7400041818618774,0.007610047701746225
raw,v,39,4,0.38950008153915405,0.00277471961453557
raw,v,39,5,0.8373309969902039,0.008630137890577316
raw,v,39,6,0.2539921998977661,0.0013919088523834944
raw,v,39,7,0.5670377016067505,0.0035880878567695618
raw,v,40,0,1.015519380569458,0.010685725137591362
raw,v,40,1,1.0440860986709595,0.010133661329746246
raw,v,40,2,0.8464740514755249,0.0054310401901602745
raw,v,40,3,0.8178372979164124,0.008002741262316704
raw,v,40,4,0.4872739017009735,0.003389378311112523
raw,v,40,5,0.8898153901100159,0.008128734305500984
raw,v,40,6,0.32975590229034424,0.0016771256923675537
raw,v,40,7,0.6181885600090027,0.003238978795707226
raw,v,41,0,1.0131313800811768,0.010527696460485458
raw,v,41,1,1.0470441579818726,0.009571908973157406
raw,v,41,2,0.9766538739204407,0.005887053441256285
raw,v,41,3,0.6898971199989319,0.0063448743894696236
raw,v,41,4,0.4267568290233612,0.0027260954957455397
raw,v,41,5,0.9463922381401062,0.00939555000513792
raw,v,41,6,0.32981714606285095,0.0016689564799889922
raw,v,41,7,0.6018332839012146,0.00269796559587121
raw,v,42,0,1.0608983039855957,0.010181119665503502
raw,v,42,1,1.085766315460205,0.009714757092297077
raw,v,42,2,0.9651616811752319,0.005939789116382599
raw,v,42,3,0.927997350692749,0.006890179123729467
raw,v,42,4,0.5897844433784485,0.0033253910951316357
raw,v,42,5,1.0570309162139893,0.007778938859701157
raw,v,42,6,0.4225931763648987,0.001708600320853293
raw,v,42,7,0.6469632983207703,0.002183719305321574
raw,v,43,0,1.1732053756713867,0.012040438130497932
raw,v,43,1,1.1686824560165405,0.009006468579173088
raw,v,43,2,0.969250500202179,0.0057419962249696255
raw,v,43,3,1.0470309257507324,0.00804636999964714
raw,v,43,4,0.6960790753364563,0.00466883322224021
raw,v,43,5,0.9811992645263672,0.007115223910659552
raw,v,43,6,0.3726998269557953,0.001734706456772983
raw,v,43,7,0.6390756368637085,0.0024626345839351416
raw,v,44,0,1.342301368713379,0.010802935808897018
raw,v,44,1,1.3062183856964111,0.008818360976874828
raw,v,44,2,1.064448356628418,0.005422404035925865
raw,v,44,3,1.2806719541549683,0.00905701331794262
raw,v,44,4,0.7722793221473694,0.003977535758167505
raw,v,44,5,1.193660020828247,0.009120925329625607
raw,v,44,6,0.4175783395767212,0.0017569009214639664
raw,v,44,7,0.6599277257919312,0.0024506286717951298
raw,v,45,0,1.1335054636001587,0.011702600866556168
raw,v,45,1,1.0830515623092651,0.008777325972914696
raw,v,45,2,1.038631558418274,0.005966657772660255
raw,v,45,3,0.8126601576805115,0.004324754234403372
raw,v,45,4,0.5426927804946899,0.00300384103320539
raw,v,45,5,1.0034644603729248,0.005981466267257929
raw,v,45,6,0.4733533561229706,0.0028784149326384068
raw,v,45,7,0.7256375551223755,0.002944321371614933
raw,v,46,0,1.0682564973831177,0.00812194962054491
raw,v,46,1,1.0785220861434937,0.006958847399801016
raw,v,46,2,0.961499035358429,0.004992038477212191
raw,v,46,3,0.8773924708366394,0.003674991661682725
raw,v,46,4,0.7452666759490967,0.003347220830619335
raw,v,46,5,0.9377234578132629,0.004690870642662048
raw,v,46,6,0.5579904913902283,0.002137428615242243
raw,v,46,7,0.762511670589447,0.002580386819317937
raw,v,47,0,1.0792657136917114,0.010431117378175259
raw,v,47,1,1.0424973964691162,0.01034519262611866
raw,v,47,2,1.071868658065796,0.006598473526537418
raw,v,47,3,1.0007338523864746,0.004724244587123394
raw,v,47,4,0.8775625228881836,0.004772809334099293
raw,v,47,5,0.832144558429718,0.005111868027597666
raw,v,47,6,0.5219632983207703,0.0026862630620598793
raw,v,47,7,0.81845623254776,0.00346349086612463
raw,v,48,0,1.2639095783233643,0.012130513787269592
raw,v,48,1,1.0674556493759155,0.011406081728637218
raw,v,48,2,1.1518018245697021,0.0060137175023555756
raw,v,48,3,0.9439904093742371,0.0037963271606713533
raw,v,48,4,0.6362351179122925,0.0029172387439757586
raw,v,48,5,0.7354339957237244,0.0033660326153039932
raw,v,48,6,0.4686152935028076,0.001960489433258772
raw,v,48,7,0.9585896134376526,0.003489710157737136
raw,v,49,0,1.1278291940689087,0.01012690830975771
raw,v,49,1,1.0607824325561523,0.008753580041229725
raw,v,49,2,1.158907413482666,0.005979687441140413
raw,v,49,3,0.8092021346092224,0.003074098378419876
raw,v,49,4,0.5890038013458252,0.0028447629883885384
raw,v,49,5,0.7297360301017761,0.0036333887837827206
raw,v,49,6,0.5167475938796997,0.002384545048698783
raw,v,49,7,0.8528710603713989,0.004086720757186413
raw,v,50,0,0.9798941016197205,0.011540512554347515
raw,v,50,1,1.0433082580566406,0.010628041811287403
raw,v,50,2,1.0085418224334717,0.00570952333509922
raw,v,50,3,0.6909838318824768,0.0036907820031046867
raw,v,50,4,0.5424517393112183,0.003312875982373953
raw,v,50,5,0.6500529050827026,0.003849961329251528
raw,v,50,6,0.45836973190307617,0.002722368808463216
raw,v,50,7,0.9794669151306152,0.0053680650889873505
raw,v,51,0,0.8336480855941772,0.008468822576105595
raw,v,51,1,1.019808053970337,0.008963020518422127
raw,v,51,2,0.9467138648033142,0.005588247906416655
raw,v,51,3,0.6122236251831055,0.003152863122522831
raw,v,51,4,0.48786965012550354,0.0025746298488229513
raw,v,51,5,0.6374068260192871,0.0035914634354412556
raw,v,51,6,0.4176551401615143,0.0024072674568742514
raw,v,51,7,0.8056268692016602,0.004555811174213886
raw,v,52,0,0.7346581220626831,0.010312462225556374
raw,v,52,1,0.7817431688308716,0.010908969677984715
raw,v,52,2,0.7397704124450684,0.006976602599024773
raw,v,52,3,0.4135919511318207,0.003361066337674856
raw,v,52,4,0.43245142698287964,0.0029222487937659025
raw,v,52,5,0.46709322929382324,0.003589421510696411
raw,v,52,6,0.37772706151008606,0.0030451579950749874
raw,v,52,7,0.7565102577209473,0.005486637819558382
raw,v,53,0,0.8029698729515076,0.009321959689259529
raw,v,53,1,1.0119411945343018,0.010646356269717216
raw,v,53,2,0.9672178626060486,0.006663871463388205
raw,v,53,3,0.381336510181427,0.0026037991046905518
raw,v,53,4,0.4283351004123688,0.0027033633086830378
raw,v,53,5,0.47601985931396484,0.003131008706986904
raw,v,53,6,0.3699866533279419,0.002905011409893632
raw,v,53,7,0.8652855157852173,0.006724856328219175
raw,v,54,0,0.6480095982551575,0.008997844532132149
raw,v,54,1,1.150176763534546,0.0119853550568223
raw,v,54,2,1.021144151687622,0.008667638525366783
raw,v,54,3,0.2692229747772217,0.002040080027654767
raw,v,54,4,0.3372521698474884,0.0018920310540124774
raw,v,54,5,0.49518078565597534,0.003065228695049882
raw,v,54,6,0.42183709144592285,0.0028139229398220778
raw,v,54,7,0.673937976360321,0.006259367801249027
raw,v,55,0,0.6732118725776672,0.007392588071525097
raw,v,55,1,1.2157435417175293,0.010814094915986061
raw,v,55,2,1.0505269765853882,0.008720998652279377
raw,v,55,3,0.30019882321357727,0.0018852805951610208
raw,v,55,4,0.3618454933166504,0.0022422424517571926
raw,v,55,5,0.5238350629806519,0.00246853893622756
raw,v,55,6,0.38207319378852844,0.003024366684257984
raw,v,55,7,0.7342691421508789,0.005419083405286074
raw,v,56,0,0.5741026997566223,0.007834936492145061
raw,v,56,1,1.197702407836914,0.009271502494812012
raw,v,56,2,0.9975575804710388,0.007251829374581575
raw,v,56,3,0.25391313433647156,0.0021181642077863216
raw,v,56,4,0.3367488980293274,0.0019984315149486065
raw,v,56,5,0.48962536454200745,0.0019971716683357954
raw,v,56,6,0.35588008165359497,0.002619667910039425
raw,v,56,7,0.5815783739089966,0.005421184469014406
raw,v,57,0,0.49431875348091125,0.006875831633806229
raw,v,57,1,1.0680409669876099,0.006581064313650131
raw,v,57,2,1.000478982925415,0.006335842423141003
raw,v,57,3,0.25825583934783936,0.0022977881599217653
raw,v,57,4,0.28443458676338196,0.0018794240895658731
raw,v,57,5,0.42917200922966003,0.0016108419513329864
raw,v,57,6,0.32529011368751526,0.00250506610609591
raw,v,57,7,0.5726506114006042,0.0058261011727154255
raw,v,58,0,0.5236005783081055,0.007209886331111193
raw,v,58,1,1.0684256553649902,0.0066030859015882015
raw,v,58,2,0.8810685276985168,0.006768487393856049
raw,v,58,3,0.2629735767841339,0.0024722295347601175
raw,v,58,4,0.2938060164451599,0.001801400096155703
raw,v,58,5,0.4221397936344147,0.0016497091855853796
raw,v,58,6,0.3347211182117462,0.0026010277215391397
raw,v,58,7,0.554080605506897,0.005418854765594006
raw,v,59,0,0.4275636076927185,0.0059464676305651665
raw,v,59,1,1.1258938312530518,0.004822271876037121
raw,v,59,2,0.9235444068908691,0.005724893882870674
raw,v,59,3,0.24494098126888275,0.0025243060663342476
raw,v,59,4,0.2491576373577118,0.001457360340282321
raw,v,59,5,0.48164069652557373,0.0013129098806530237
raw,v,59,6,0.2879635989665985,0.002100293757393956
raw,v,59,7,0.4668964743614197,0.004301790613681078
raw,v,60,0,0.7320422530174255,0.008466563187539577
raw,v,60,1,1.2581262588500977,0.007091206032782793
raw,v,60,2,1.165039300918579,0.006617330014705658
raw,v,60,3,0.34700390696525574,0.002700295066460967
raw,v,60,4,0.4302011728286743,0.0024167532101273537
raw,v,60,5,0.5157946348190308,0.0024313076864928007
raw,v,60,6,0.5075796246528625,0.0032661757431924343
raw,v,60,7,0.7444021105766296,0.00562959024682641
raw,v,61,0,0.5319381952285767,0.006401347927749157
raw,v,61,1,1.1004009246826172,0.006566505413502455
raw,v,61,2,0.9401671886444092,0.005969406571239233
raw,v,61,3,0.29129645228385925,0.0030470446217805147
raw,v,61,4,0.3265957236289978,0.0021678414195775986
raw,v,61,5,0.4399544298648834,0.0020628345664590597
raw,v,61,6,0.3464876413345337,0.0024785397108644247
raw,v,61,7,0.5077886581420898,0.00428056763485074
raw,v,62,0,0.6445631384849548,0.00582850119099021
raw,v,62,1,1.1604828834533691,0.006796922534704208
raw,v,62,2,0.9410821199417114,0.006777498871088028
raw,v,62,3,0.38449597358703613,0.0031177480705082417
raw,v,62,4,0.43533551692962646,0.002118362346664071
raw,v,62,5,0.4156494140625,0.002387674292549491
raw,v,62,6,0.5045437216758728,0.0030693160369992256
raw,v,62,7,0.6392695307731628,0.005112739279866219
raw,v,63,0,0.8392612338066101,0.0060735768638551235
raw,v,63,1,1.104435682296753,0.009387604892253876
raw,v,63,2,1.1187334060668945,0.008130412548780441
raw,v,63,3,0.5164967775344849,0.003509068163111806
raw,v,63,4,0.49453532695770264,0.0019975677132606506
raw,v,63,5,0.44356632232666016,0.00298942718654871
raw,v,63,6,0.5957719683647156,0.0028782659210264683
raw,v,63,7,0.593022882938385,0.0048655858263373375
preprocess,k,0,0,0.001081419293768704,0.0046028089709579945
preprocess,k,0,1,0.0012777938973158598,0.0028419322334229946
preprocess,k,0,2,0.0010265334276482463,0.003651076229289174
preprocess,k,0,3,0.0010095771867781878,0.00344476499594748
preprocess,k,0,4,0.0011033499613404274,0.002307234099134803
