base_method,example_id,sub_q_idx,chunk_order,chunk_id,chunk_len,residual_count,residual_frac
freq,60,1,0,0,140,24,0.1437125748502994
freq,43,0,3,3,75,5,0.08333333333333333
freq,43,0,8,8,62,3,0.05
freq,43,0,4,4,49,5,0.08333333333333333
freq,43,0,2,2,52,4,0.06666666666666667
freq,43,0,0,0,40,4,0.06666666666666667
freq,43,0,9,9,159,5,0.08333333333333333
freq,43,0,1,1,89,7,0.11666666666666667
freq,43,0,7,7,180,2,0.03333333333333333
freq,43,0,10,10,25,25,0.4166666666666667
freq,136,0,5,5,73,1,0.020833333333333332
freq,136,0,7,7,57,2,0.041666666666666664
freq,136,0,0,0,88,3,0.0625
freq,136,0,9,9,172,1,0.020833333333333332
freq,136,0,10,10,29,29,0.6041666666666666
freq,136,0,3,3,63,2,0.041666666666666664
freq,136,0,8,8,51,5,0.10416666666666667
freq,136,0,6,6,59,2,0.041666666666666664
freq,136,0,1,1,133,3,0.0625
freq,188,1,10,18,69,11,0.09821428571428571
freq,188,1,2,2,69,10,0.08928571428571429
freq,188,1,3,1,96,1,0.008928571428571428
freq,188,1,4,12,76,6,0.05357142857142857
freq,188,1,0,0,96,26,0.23214285714285715
freq,188,1,5,13,80,3,0.026785714285714284
freq,188,1,11,1,96,18,0.16071428571428573
freq,188,1,6,14,90,4,0.03571428571428571
freq,188,1,12,11,33,33,0.29464285714285715
freq,88,1,8,15,93,14,0.13725490196078433
freq,88,1,5,12,110,5,0.049019607843137254
freq,88,1,4,11,111,2,0.0196078431372549
freq,88,1,9,16,130,1,0.00980392156862745
freq,88,1,10,7,42,42,0.4117647058823529
freq,88,1,0,0,28,17,0.16666666666666666
freq,88,1,1,2,50,16,0.1568627450980392
freq,88,1,6,13,91,1,0.00980392156862745
freq,88,1,2,3,102,2,0.0196078431372549
freq,88,1,7,14,84,2,0.0196078431372549
freq,43,1,14,3,30,30,0.44776119402985076
freq,43,1,0,0,52,16,0.23880597014925373
freq,43,1,12,3,40,1,0.014925373134328358
freq,43,1,13,1,52,8,0.11940298507462686
freq,43,1,10,17,40,1,0.014925373134328358
freq,43,1,11,1,52,11,0.16417910447761194
freq,88,2,6,20,83,9,0.08571428571428572
freq,88,2,2,17,28,7,0.06666666666666667
freq,88,2,10,24,28,16,0.1523809523809524
freq,88,2,0,0,50,15,0.14285714285714285
freq,88,2,11,2,50,27,0.2571428571428571
freq,88,2,12,3,31,31,0.29523809523809524
freq,191,0,8,8,69,21,0.23076923076923078
freq,191,0,9,9,60,27,0.2967032967032967
freq,191,0,10,10,27,27,0.2967032967032967
freq,191,0,1,1,43,6,0.06593406593406594
freq,191,0,2,2,57,9,0.0989010989010989
freq,191,0,7,7,252,1,0.01098901098901099
freq,13,1,1,9,139,3,0.014925373134328358
freq,13,1,11,1,148,86,0.42786069651741293
freq,13,1,2,11,149,1,0.004975124378109453
freq,13,1,0,0,148,31,0.15422885572139303
freq,13,1,13,11,29,29,0.14427860696517414
freq,13,1,5,13,196,3,0.014925373134328358
freq,13,1,12,9,139,47,0.23383084577114427
freq,13,1,10,18,86,1,0.004975124378109453
freq,136,1,5,1,67,11,0.08661417322834646
freq,136,1,11,1,133,25,0.1968503937007874
freq,136,1,10,17,88,4,0.031496062992125984
freq,136,1,7,15,79,6,0.047244094488188976
freq,136,1,12,2,34,34,0.2677165354330709
freq,136,1,0,0,133,15,0.11811023622047244
freq,136,1,4,13,88,3,0.023622047244094488
freq,136,1,1,2,93,29,0.2283464566929134
freq,191,1,2,11,131,16,0.13008130081300814
freq,191,1,11,1,131,68,0.5528455284552846
freq,191,1,12,12,28,28,0.22764227642276422
freq,191,1,0,0,133,11,0.08943089430894309
freq,89,0,1,1,138,9,0.10465116279069768
freq,89,0,9,9,126,19,0.22093023255813954
freq,89,0,10,10,29,29,0.3372093023255814
freq,89,0,7,7,91,15,0.1744186046511628
freq,89,0,3,3,106,4,0.046511627906976744
freq,89,0,0,0,107,1,0.011627906976744186
freq,89,0,4,4,147,2,0.023255813953488372
freq,89,0,8,8,70,7,0.08139534883720931
freq,161,1,13,3,80,5,0.03937007874015748
freq,161,1,14,4,32,32,0.25196850393700787
freq,161,1,4,4,116,2,0.015748031496062992
freq,161,1,9,5,175,5,0.03937007874015748
freq,161,1,10,6,89,36,0.28346456692913385
freq,161,1,11,1,114,6,0.047244094488188976
freq,161,1,0,0,89,28,0.2204724409448819
freq,161,1,1,1,114,7,0.05511811023622047
freq,161,1,8,12,134,3,0.023622047244094488
freq,161,1,12,2,98,2,0.015748031496062992
freq,161,1,2,2,98,1,0.007874015748031496
freq,44,0,7,7,59,4,0.06451612903225806
freq,44,0,10,10,26,26,0.41935483870967744
freq,44,0,9,9,123,3,0.04838709677419355
freq,44,0,0,0,77,8,0.12903225806451613
freq,44,0,6,6,75,1,0.016129032258064516
freq,44,0,8,8,77,5,0.08064516129032258
freq,44,0,2,2,119,9,0.14516129032258066
freq,44,0,3,3,40,1,0.016129032258064516
freq,44,0,4,4,92,5,0.08064516129032258
freq,89,1,3,1,147,10,0.08333333333333333
freq,89,1,13,11,91,13,0.10833333333333334
freq,89,1,12,2,51,34,0.2833333333333333
freq,89,1,0,0,51,28,0.23333333333333334
freq,89,1,14,8,28,28,0.23333333333333334
freq,89,1,1,11,91,7,0.058333333333333334
freq,14,0,6,6,101,3,0.02702702702702703
freq,14,0,7,7,106,16,0.14414414414414414
freq,14,0,3,3,84,2,0.018018018018018018
freq,14,0,8,8,93,19,0.17117117117117117
freq,14,0,4,4,141,7,0.06306306306306306
freq,14,0,9,9,111,17,0.15315315315315314
freq,14,0,10,10,40,40,0.36036036036036034
freq,14,0,5,5,93,2,0.018018018018018018
freq,14,0,1,1,71,4,0.036036036036036036
freq,14,0,2,2,113,1,0.009009009009009009
freq,138,0,8,8,307,10,0.08547008547008547
freq,138,0,3,3,245,8,0.06837606837606838
freq,138,0,10,10,25,25,0.21367521367521367
freq,138,0,7,7,296,7,0.05982905982905983
freq,138,0,9,9,87,14,0.11965811965811966
freq,138,0,4,4,134,3,0.02564102564102564
freq,138,0,0,0,83,25,0.21367521367521367
freq,138,0,1,1,83,21,0.1794871794871795
freq,138,0,5,5,161,2,0.017094017094017096
freq,138,0,2,2,105,2,0.017094017094017096
freq,119,0,9,9,117,36,0.3025210084033613
freq,119,0,6,6,203,3,0.025210084033613446
freq,119,0,10,10,37,37,0.31092436974789917
freq,119,0,3,3,170,2,0.01680672268907563
freq,119,0,7,7,72,11,0.09243697478991597
freq,119,0,0,0,68,17,0.14285714285714285
freq,119,0,1,1,138,13,0.1092436974789916
freq,162,0,10,10,115,36,0.2647058823529412
freq,162,0,11,1,142,33,0.2426470588235294
freq,162,0,2,2,139,1,0.007352941176470588
freq,162,0,12,2,33,33,0.2426470588235294
freq,162,0,0,0,115,12,0.08823529411764706
freq,162,0,9,9,118,1,0.007352941176470588
freq,162,0,5,5,108,2,0.014705882352941176
freq,162,0,6,6,119,1,0.007352941176470588
freq,162,0,1,1,142,17,0.125
freq,14,1,12,4,47,34,0.2595419847328244
freq,14,1,3,1,95,2,0.015267175572519083
freq,14,1,7,15,93,11,0.08396946564885496
freq,14,1,5,13,394,3,0.022900763358778626
freq,14,1,4,12,210,5,0.03816793893129771
freq,14,1,10,17,144,10,0.07633587786259542
freq,14,1,0,0,47,19,0.1450381679389313
freq,14,1,11,1,84,13,0.09923664122137404
freq,14,1,1,11,106,5,0.03816793893129771
freq,14,1,6,14,168,1,0.007633587786259542
freq,14,1,13,11,28,28,0.21374045801526717
freq,44,1,3,6,40,16,0.17391304347826086
freq,44,1,9,14,150,11,0.11956521739130435
freq,44,1,0,0,77,9,0.09782608695652174
freq,44,1,5,3,92,4,0.043478260869565216
freq,44,1,1,1,62,14,0.15217391304347827
freq,44,1,10,15,30,30,0.32608695652173914
freq,44,1,6,5,94,4,0.043478260869565216
freq,44,1,7,13,59,4,0.043478260869565216
freq,90,0,5,5,129,2,0.011494252873563218
freq,90,0,2,2,103,15,0.08620689655172414
freq,90,0,6,6,202,5,0.028735632183908046
freq,90,0,9,9,229,63,0.3620689655172414
freq,90,0,3,3,188,7,0.040229885057471264
freq,90,0,10,10,27,27,0.15517241379310345
freq,90,0,0,0,101,31,0.1781609195402299
freq,90,0,7,7,138,9,0.05172413793103448
freq,90,0,1,1,206,6,0.034482758620689655
freq,90,0,8,8,188,4,0.022988505747126436
freq,90,0,4,4,136,5,0.028735632183908046
freq,138,1,2,1,161,2,0.015267175572519083
freq,138,1,11,1,87,28,0.21374045801526717
freq,138,1,12,11,83,14,0.10687022900763359
freq,138,1,13,1,87,12,0.0916030534351145
freq,138,1,14,11,28,28,0.21374045801526717
freq,138,1,0,0,87,21,0.16030534351145037
freq,138,1,10,18,83,19,0.1450381679389313
freq,138,1,1,11,83,7,0.05343511450381679
freq,119,1,0,0,82,20,0.19801980198019803
freq,119,1,11,1,82,44,0.43564356435643564
freq,119,1,1,11,95,8,0.07920792079207921
freq,119,1,12,11,27,27,0.26732673267326734
freq,119,1,2,12,43,2,0.019801980198019802
freq,63,0,8,8,292,7,0.07216494845360824
freq,63,0,6,6,169,4,0.041237113402061855
freq,63,0,2,2,92,9,0.09278350515463918
freq,63,0,9,9,85,23,0.23711340206185566
freq,63,0,3,3,88,1,0.010309278350515464
freq,63,0,10,10,27,27,0.27835051546391754
freq,63,0,4,4,145,1,0.010309278350515464
freq,63,0,7,7,162,3,0.030927835051546393
freq,63,0,0,0,60,11,0.1134020618556701
freq,63,0,1,1,244,5,0.05154639175257732
freq,63,0,5,5,135,6,0.061855670103092786
freq,15,0,6,6,53,3,0.04918032786885246
freq,15,0,8,8,33,1,0.01639344262295082
freq,15,0,9,9,49,14,0.22950819672131148
freq,15,0,0,0,89,7,0.11475409836065574
freq,15,0,3,3,40,3,0.04918032786885246
freq,15,0,7,7,50,4,0.06557377049180328
freq,15,0,10,10,27,27,0.4426229508196721
freq,15,0,2,2,82,1,0.01639344262295082
freq,15,0,1,1,104,1,0.01639344262295082
freq,120,0,0,0,267,22,0.13095238095238096
freq,120,0,4,4,164,12,0.07142857142857142
freq,120,0,10,10,267,15,0.08928571428571429
freq,120,0,6,6,307,17,0.10119047619047619
freq,120,0,5,5,264,25,0.1488095238095238
freq,120,0,2,2,140,14,0.08333333333333333
freq,120,0,7,7,160,6,0.03571428571428571
freq,120,0,11,1,140,13,0.07738095238095238
freq,120,0,3,3,203,7,0.041666666666666664
freq,120,0,8,8,102,4,0.023809523809523808
freq,120,0,12,3,33,33,0.19642857142857142
freq,44,2,0,0,77,7,0.05737704918032787
freq,44,2,4,16,86,8,0.06557377049180328
freq,44,2,11,1,62,37,0.30327868852459017
freq,44,2,9,20,94,4,0.03278688524590164
freq,44,2,10,13,77,16,0.13114754098360656
freq,44,2,12,11,27,27,0.22131147540983606
freq,44,2,1,1,62,23,0.1885245901639344
freq,141,0,9,9,123,32,0.47761194029850745
freq,141,0,10,10,32,32,0.47761194029850745
freq,141,0,7,7,92,1,0.014925373134328358
freq,141,0,3,3,99,1,0.014925373134328358
freq,141,0,8,8,100,1,0.014925373134328358
freq,163,0,9,9,126,22,0.176
freq,163,0,10,10,30,30,0.24
freq,163,0,1,1,113,10,0.08
freq,163,0,2,2,102,1,0.008
freq,163,0,3,3,184,9,0.072
freq,163,0,7,7,153,2,0.016
freq,163,0,0,0,170,26,0.208
freq,163,0,8,8,88,23,0.184
freq,163,0,5,5,109,1,0.008
freq,163,0,6,6,179,1,0.008
freq,90,1,1,10,103,13,0.10743801652892562
freq,90,1,5,2,101,5,0.04132231404958678
freq,90,1,2,3,79,19,0.15702479338842976
freq,90,1,3,11,77,5,0.04132231404958678
freq,90,1,0,0,229,39,0.32231404958677684
freq,90,1,10,5,32,32,0.2644628099173554
freq,90,1,9,15,136,3,0.024793388429752067
freq,90,1,4,12,206,5,0.04132231404958678
freq,63,1,10,19,60,5,0.0641025641025641
freq,63,1,11,1,45,23,0.2948717948717949
freq,63,1,12,11,29,29,0.3717948717948718
freq,63,1,0,0,45,21,0.2692307692307692
freq,141,1,10,17,139,2,0.014084507042253521
freq,141,1,11,1,123,61,0.4295774647887324
freq,141,1,12,10,29,29,0.20422535211267606
freq,141,1,0,0,92,40,0.28169014084507044
freq,141,1,5,12,99,1,0.007042253521126761
freq,141,1,1,11,123,9,0.06338028169014084
freq,15,1,3,12,127,5,0.03424657534246575
freq,15,1,11,1,70,44,0.3013698630136986
freq,15,1,10,19,89,8,0.0547945205479452
freq,15,1,0,0,70,36,0.2465753424657534
freq,15,1,1,11,89,7,0.04794520547945205
freq,15,1,12,11,32,32,0.2191780821917808
freq,15,1,2,1,89,14,0.0958904109589041
freq,64,0,9,9,113,29,0.3972602739726027
freq,64,0,8,8,186,2,0.0273972602739726
freq,64,0,0,0,71,9,0.1232876712328767
freq,64,0,10,10,31,31,0.4246575342465753
freq,64,0,4,4,67,1,0.0136986301369863
freq,64,0,2,2,130,1,0.0136986301369863
freq,142,0,9,9,155,11,0.0718954248366013
freq,142,0,10,10,31,31,0.20261437908496732
freq,142,0,1,1,140,11,0.0718954248366013
freq,142,0,4,4,72,12,0.0784313725490196
freq,142,0,5,5,146,12,0.0784313725490196
freq,142,0,2,2,213,14,0.0915032679738562
freq,142,0,8,8,202,18,0.11764705882352941
freq,142,0,0,0,263,28,0.1830065359477124
freq,142,0,3,3,162,15,0.09803921568627451
freq,142,0,7,7,233,1,0.006535947712418301
freq,163,1,10,18,170,19,0.12837837837837837
freq,163,1,4,12,322,5,0.033783783783783786
freq,163,1,11,1,113,54,0.36486486486486486
freq,163,1,12,2,32,32,0.21621621621621623
freq,163,1,8,16,122,5,0.033783783783783786
freq,163,1,0,0,170,10,0.06756756756756757
freq,163,1,3,11,151,1,0.006756756756756757
freq,163,1,1,1,113,22,0.14864864864864866
freq,45,0,2,2,97,9,0.07894736842105263
freq,45,0,3,3,209,1,0.008771929824561403
freq,45,0,6,6,96,4,0.03508771929824561
freq,45,0,9,9,73,36,0.3157894736842105
freq,45,0,7,7,149,8,0.07017543859649122
freq,45,0,10,10,27,27,0.23684210526315788
freq,45,0,0,0,104,14,0.12280701754385964
freq,45,0,4,4,77,9,0.07894736842105263
freq,45,0,1,1,184,2,0.017543859649122806
freq,45,0,8,8,296,4,0.03508771929824561
freq,142,1,1,11,72,14,0.07692307692307693
freq,142,1,12,4,201,26,0.14285714285714285
freq,142,1,4,3,233,36,0.1978021978021978
freq,142,1,10,14,263,12,0.06593406593406594
freq,142,1,7,4,132,21,0.11538461538461539
freq,142,1,13,11,42,42,0.23076923076923078
freq,142,1,11,1,162,4,0.02197802197802198
freq,142,1,0,0,201,19,0.1043956043956044
freq,142,1,9,13,181,2,0.01098901098901099
freq,142,1,3,1,213,3,0.016483516483516484
freq,142,1,6,2,162,3,0.016483516483516484
freq,16,0,1,1,138,32,0.2191780821917808
freq,16,0,2,2,198,36,0.2465753424657534
freq,16,0,9,9,111,5,0.03424657534246575
freq,16,0,5,5,75,4,0.0273972602739726
freq,16,0,10,10,32,32,0.2191780821917808
freq,16,0,3,3,183,6,0.0410958904109589
freq,16,0,0,0,225,31,0.21232876712328766
freq,64,1,8,17,153,13,0.13829787234042554
freq,64,1,10,19,71,7,0.07446808510638298
freq,64,1,6,15,64,1,0.010638297872340425
freq,64,1,0,0,64,16,0.1702127659574468
freq,64,1,11,1,64,26,0.2765957446808511
freq,64,1,12,11,31,31,0.32978723404255317
freq,90,2,14,12,44,44,0.21052631578947367
freq,90,2,1,12,229,35,0.1674641148325359
freq,90,2,2,10,103,9,0.0430622009569378
freq,90,2,10,2,101,5,0.023923444976076555
freq,90,2,6,14,79,5,0.023923444976076555
freq,90,2,11,1,229,48,0.22966507177033493
freq,90,2,3,3,101,4,0.019138755980861243
freq,90,2,0,0,77,19,0.09090909090909091
freq,90,2,12,10,103,13,0.06220095693779904
freq,90,2,13,3,77,27,0.1291866028708134
freq,121,0,9,9,205,66,0.39520958083832336
freq,121,0,1,1,325,11,0.0658682634730539
freq,121,0,10,10,28,28,0.16766467065868262
freq,121,0,8,8,168,6,0.03592814371257485
freq,121,0,4,4,84,3,0.017964071856287425
freq,121,0,5,5,190,8,0.04790419161676647
freq,121,0,0,0,100,40,0.23952095808383234
freq,121,0,6,6,120,3,0.017964071856287425
freq,121,0,3,3,270,2,0.011976047904191617
freq,164,0,2,2,102,1,0.009259259259259259
freq,164,0,3,3,216,1,0.009259259259259259
freq,164,0,7,7,235,9,0.08333333333333333
freq,164,0,5,5,246,5,0.046296296296296294
freq,164,0,6,6,202,1,0.009259259259259259
freq,164,0,10,10,31,31,0.28703703703703703
freq,164,0,4,4,150,1,0.009259259259259259
freq,164,0,9,9,153,33,0.3055555555555556
freq,164,0,0,0,63,21,0.19444444444444445
freq,164,0,1,1,101,5,0.046296296296296294
freq,16,1,4,2,225,3,0.011673151750972763
freq,16,1,12,2,198,92,0.35797665369649806
freq,16,1,10,14,225,4,0.01556420233463035
freq,16,1,6,11,161,7,0.027237354085603113
freq,16,1,8,13,162,4,0.01556420233463035
freq,16,1,11,1,138,4,0.01556420233463035
freq,16,1,0,0,198,93,0.36186770428015563
freq,16,1,2,4,75,11,0.042801556420233464
freq,16,1,13,3,34,34,0.13229571984435798
freq,16,1,1,3,183,5,0.019455252918287938
freq,45,1,12,3,107,6,0.04838709677419355
freq,45,1,13,13,34,34,0.27419354838709675
freq,45,1,3,12,97,15,0.12096774193548387
freq,45,1,10,16,104,16,0.12903225806451613
freq,45,1,0,0,104,11,0.08870967741935484
freq,45,1,11,1,97,38,0.3064516129032258
freq,45,1,1,1,179,2,0.016129032258064516
freq,45,1,8,2,149,2,0.016129032258064516
freq,66,0,1,1,147,13,0.09027777777777778
freq,66,0,2,2,173,4,0.027777777777777776
freq,66,0,10,10,147,35,0.24305555555555555
freq,66,0,11,2,111,35,0.24305555555555555
freq,66,0,3,3,111,6,0.041666666666666664
freq,66,0,0,0,126,12,0.08333333333333333
freq,66,0,12,4,35,35,0.24305555555555555
freq,66,0,5,5,122,4,0.027777777777777776
freq,164,1,11,1,246,35,0.16129032258064516
freq,164,1,6,14,202,6,0.027649769585253458
freq,164,1,12,6,235,18,0.08294930875576037
freq,164,1,2,12,246,10,0.04608294930875576
freq,164,1,3,6,235,16,0.07373271889400922
freq,164,1,1,11,368,16,0.07373271889400922
freq,164,1,10,18,63,11,0.05069124423963134
freq,164,1,13,8,33,33,0.15207373271889402
freq,164,1,0,0,182,28,0.12903225806451613
freq,164,1,4,8,93,22,0.10138248847926268
freq,164,1,8,16,153,10,0.04608294930875576
freq,164,1,5,13,100,12,0.055299539170506916
freq,121,1,11,1,164,60,0.375
freq,121,1,5,15,188,3,0.01875
freq,121,1,2,12,110,5,0.03125
freq,121,1,1,11,156,18,0.1125
freq,121,1,12,11,34,34,0.2125
freq,121,1,0,0,164,40,0.25
freq,17,0,9,9,88,38,0.2923076923076923
freq,17,0,10,10,32,32,0.24615384615384617
freq,17,0,2,2,78,26,0.2
freq,17,0,0,0,114,5,0.038461538461538464
freq,17,0,3,3,90,1,0.007692307692307693
freq,17,0,4,4,72,8,0.06153846153846154
freq,17,0,7,7,65,7,0.05384615384615385
freq,17,0,5,5,232,5,0.038461538461538464
freq,17,0,8,8,170,5,0.038461538461538464
freq,17,0,1,1,285,3,0.023076923076923078
freq,46,0,5,5,72,16,0.11347517730496454
freq,46,0,6,6,221,1,0.0070921985815602835
freq,46,0,8,8,170,9,0.06382978723404255
freq,46,0,1,1,285,16,0.11347517730496454
freq,46,0,9,9,131,14,0.09929078014184398
freq,46,0,2,2,114,4,0.028368794326241134
freq,46,0,7,7,232,6,0.0425531914893617
freq,46,0,10,10,32,32,0.22695035460992907
freq,46,0,3,3,78,34,0.24113475177304963
freq,46,0,0,0,127,5,0.03546099290780142
freq,46,0,4,4,90,4,0.028368794326241134
freq,17,1,12,3,72,5,0.045454545454545456
freq,17,1,2,4,116,4,0.03636363636363636
freq,17,1,5,5,127,6,0.05454545454545454
freq,17,1,13,5,114,31,0.2818181818181818
freq,17,1,6,12,78,3,0.02727272727272727
freq,17,1,10,14,285,3,0.02727272727272727
freq,17,1,14,1,34,34,0.3090909090909091
freq,17,1,3,11,285,1,0.00909090909090909
freq,17,1,0,0,114,9,0.08181818181818182
freq,17,1,4,2,72,5,0.045454545454545456
freq,17,1,1,1,90,7,0.06363636363636363
freq,17,1,11,2,78,2,0.01818181818181818
freq,68,0,5,5,161,18,0.2571428571428571
freq,68,0,1,1,53,6,0.08571428571428572
freq,68,0,9,9,112,10,0.14285714285714285
freq,68,0,6,6,101,4,0.05714285714285714
freq,68,0,0,0,103,6,0.08571428571428572
freq,68,0,10,10,25,25,0.35714285714285715
freq,68,0,7,7,51,1,0.014285714285714285
freq,91,0,9,9,119,17,0.22972972972972974
freq,91,0,10,10,30,30,0.40540540540540543
freq,91,0,5,5,86,1,0.013513513513513514
freq,91,0,8,8,71,5,0.06756756756756757
freq,91,0,1,1,65,3,0.04054054054054054
freq,91,0,0,0,95,2,0.02702702702702703
freq,91,0,7,7,115,2,0.02702702702702703
freq,91,0,2,2,71,9,0.12162162162162163
freq,91,0,6,6,99,5,0.06756756756756757
freq,46,1,12,4,72,8,0.05228758169934641
freq,46,1,2,5,116,2,0.013071895424836602
freq,46,1,5,6,127,5,0.032679738562091505
freq,46,1,13,6,114,47,0.30718954248366015
freq,46,1,6,12,78,5,0.032679738562091505
freq,46,1,10,15,285,4,0.026143790849673203
freq,46,1,14,3,34,34,0.2222222222222222
freq,46,1,3,11,285,2,0.013071895424836602
freq,46,1,0,0,114,27,0.17647058823529413
freq,46,1,4,2,72,8,0.05228758169934641
freq,46,1,8,13,214,1,0.006535947712418301
freq,46,1,1,3,90,7,0.0457516339869281
freq,46,1,11,2,78,3,0.0196078431372549
freq,165,0,5,5,100,5,0.034722222222222224
freq,165,0,2,2,77,12,0.08333333333333333
freq,165,0,9,9,203,3,0.020833333333333332
freq,165,0,3,3,216,3,0.020833333333333332
freq,165,0,10,10,93,34,0.2361111111111111
freq,165,0,0,0,93,15,0.10416666666666667
freq,165,0,11,1,77,32,0.2222222222222222
freq,165,0,1,1,221,4,0.027777777777777776
freq,165,0,12,3,36,36,0.25
freq,68,1,1,1,47,14,0.18666666666666668
freq,68,1,11,1,47,27,0.36
freq,68,1,2,11,79,5,0.06666666666666667
freq,68,1,12,11,29,29,0.38666666666666666
freq,18,0,2,2,84,10,0.08064516129032258
freq,18,0,6,6,101,13,0.10483870967741936
freq,18,0,7,7,71,6,0.04838709677419355
freq,18,0,3,3,141,6,0.04838709677419355
freq,18,0,8,8,120,8,0.06451612903225806
freq,18,0,9,9,47,12,0.0967741935483871
freq,18,0,4,4,113,9,0.07258064516129033
freq,18,0,10,10,32,32,0.25806451612903225
freq,18,0,0,0,106,10,0.08064516129032258
freq,18,0,5,5,93,14,0.11290322580645161
freq,18,0,1,1,144,4,0.03225806451612903
freq,123,0,4,4,196,19,0.13380281690140844
freq,123,0,9,9,162,24,0.16901408450704225
freq,123,0,10,10,26,26,0.18309859154929578
freq,123,0,7,7,218,2,0.014084507042253521
freq,123,0,8,8,241,3,0.02112676056338028
freq,123,0,2,2,420,11,0.07746478873239436
freq,123,0,0,0,105,25,0.176056338028169
freq,123,0,6,6,231,4,0.028169014084507043
freq,123,0,3,3,87,6,0.04225352112676056
freq,123,0,1,1,60,22,0.15492957746478872
freq,18,1,9,17,93,7,0.07368421052631578
freq,18,1,4,12,51,1,0.010526315789473684
freq,18,1,11,3,113,4,0.042105263157894736
freq,18,1,5,13,118,12,0.12631578947368421
freq,18,1,0,0,86,23,0.24210526315789474
freq,18,1,12,5,93,8,0.08421052631578947
freq,18,1,6,14,47,4,0.042105263157894736
freq,18,1,13,6,47,9,0.09473684210526316
freq,18,1,14,15,26,26,0.2736842105263158
freq,18,1,1,11,144,1,0.010526315789473684
freq,91,1,14,2,46,46,0.3865546218487395
freq,91,1,11,1,65,13,0.1092436974789916
freq,91,1,3,1,32,1,0.008403361344537815
freq,91,1,10,18,95,6,0.05042016806722689
freq,91,1,0,0,110,30,0.25210084033613445
freq,91,1,12,2,95,2,0.01680672268907563
freq,91,1,1,11,65,15,0.12605042016806722
freq,91,1,8,16,49,5,0.04201680672268908
freq,91,1,13,1,65,1,0.008403361344537815
freq,71,0,0,0,153,30,0.189873417721519
freq,71,0,8,8,70,10,0.06329113924050633
freq,71,0,2,2,165,66,0.4177215189873418
freq,71,0,9,9,170,6,0.0379746835443038
freq,71,0,3,3,249,10,0.06329113924050633
freq,71,0,10,10,29,29,0.18354430379746836
freq,71,0,6,6,55,3,0.0189873417721519
freq,71,0,1,1,268,4,0.02531645569620253
freq,123,1,2,11,87,8,0.07920792079207921
freq,123,1,6,14,352,10,0.09900990099009901
freq,123,1,8,16,137,1,0.009900990099009901
freq,123,1,10,5,28,28,0.27722772277227725
freq,123,1,9,17,196,27,0.26732673267326734
freq,123,1,3,4,135,1,0.009900990099009901
freq,123,1,0,0,105,16,0.15841584158415842
freq,123,1,1,1,107,10,0.09900990099009901
freq,19,0,2,2,131,1,0.015384615384615385
freq,19,0,3,3,46,10,0.15384615384615385
freq,19,0,8,8,38,4,0.06153846153846154
freq,19,0,10,10,26,26,0.4
freq,19,0,4,4,188,2,0.03076923076923077
freq,19,0,1,1,37,21,0.3230769230769231
freq,19,0,5,5,190,1,0.015384615384615385
freq,166,0,2,2,73,7,0.06542056074766354
freq,166,0,9,9,143,5,0.04672897196261682
freq,166,0,10,10,31,31,0.2897196261682243
freq,166,0,3,3,160,7,0.06542056074766354
freq,166,0,6,6,204,6,0.056074766355140186
freq,166,0,7,7,200,5,0.04672897196261682
freq,166,0,4,4,143,2,0.018691588785046728
freq,166,0,0,0,52,6,0.056074766355140186
freq,166,0,1,1,170,22,0.205607476635514
freq,166,0,8,8,83,6,0.056074766355140186
freq,166,0,5,5,89,10,0.09345794392523364
freq,71,1,10,18,153,31,0.18674698795180722
freq,71,1,0,0,246,10,0.060240963855421686
freq,71,1,1,11,329,1,0.006024096385542169
freq,71,1,4,13,172,1,0.006024096385542169
freq,71,1,11,1,329,30,0.18072289156626506
freq,71,1,8,17,153,26,0.1566265060240964
freq,71,1,5,14,203,5,0.030120481927710843
freq,71,1,2,12,55,17,0.10240963855421686
freq,71,1,12,12,45,45,0.2710843373493976
freq,123,2,3,12,87,10,0.11363636363636363
freq,123,2,9,18,107,19,0.2159090909090909
freq,123,2,10,11,33,33,0.375
freq,123,2,0,0,105,19,0.2159090909090909
freq,123,2,1,1,85,4,0.045454545454545456
freq,123,2,2,13,135,3,0.03409090909090909
freq,19,1,9,15,341,2,0.0111731843575419
freq,19,1,11,2,131,70,0.39106145251396646
freq,19,1,6,7,49,9,0.05027932960893855
freq,19,1,7,13,125,4,0.0223463687150838
freq,19,1,10,16,37,12,0.0670391061452514
freq,19,1,4,11,340,4,0.0223463687150838
freq,19,1,0,0,131,39,0.21787709497206703
freq,19,1,12,3,31,31,0.17318435754189945
freq,19,1,1,3,37,8,0.0446927374301676
freq,166,1,11,1,170,19,0.2111111111111111
freq,166,1,12,2,52,6,0.06666666666666667
freq,166,1,13,1,170,11,0.12222222222222222
freq,166,1,4,5,83,2,0.022222222222222223
freq,166,1,0,0,52,7,0.07777777777777778
freq,166,1,14,2,31,31,0.34444444444444444
freq,166,1,1,1,170,7,0.07777777777777778
freq,166,1,10,14,52,7,0.07777777777777778
freq,72,0,5,5,102,8,0.06451612903225806
freq,72,0,2,2,153,19,0.1532258064516129
freq,72,0,9,9,322,19,0.1532258064516129
freq,72,0,6,6,192,14,0.11290322580645161
freq,72,0,3,3,170,3,0.024193548387096774
freq,72,0,7,7,134,5,0.04032258064516129
freq,72,0,4,4,137,7,0.056451612903225805
