example_id,query_idx,label,query,smart_selected_count
72,7,control_other_example_79,Who are the cast members of the movie U Me Aur Hum?,513
74,0,control_other_example_75,Who was the candidate that received a million votes in the 1920 election while in prison?,336
74,1,control_other_example_77,Where did Richard Feynman work on the Water Boiler reactor?,336
74,2,control_other_example_77,Which atomic bomb development project took place at Los Alamos and who was its director?,336
74,3,control_other_example_78,Who is the author of Missing Person?,336
74,4,control_other_example_78,What award did Patrick Modiano receive?,336
74,5,control_other_example_79,Who are the cast members of the movie U Me Aur Hum?,336
74,6,control_other_example_79,Which Bollywood movies feature both Preity Zinta and Madhuri Dixit in their cast?,336
74,7,control_other_example_79,What is the cast list for the movie 'Yeh Raaste Hain Pyaar Ke'?,336
75,0,control_other_example_77,Where did Richard Feynman work on the Water Boiler reactor?,290
75,1,control_other_example_77,Which atomic bomb development project took place at Los Alamos and who was its director?,290
75,2,control_other_example_78,Who is the author of Missing Person?,290
75,3,control_other_example_78,What award did Patrick Modiano receive?,290
75,4,control_other_example_79,Who are the cast members of the movie U Me Aur Hum?,290
75,5,control_other_example_79,Which Bollywood movies feature both Preity Zinta and Madhuri Dixit in their cast?,290
75,6,control_other_example_79,What is the cast list for the movie 'Yeh Raaste Hain Pyaar Ke'?,290
75,7,control_other_example_80,Who was Frederick Douglass married to?,290
77,0,control_other_example_78,Who is the author of Missing Person?,529
77,1,control_other_example_78,What award did Patrick Modiano receive?,529
77,2,control_other_example_79,Who are the cast members of the movie U Me Aur Hum?,529
77,3,control_other_example_79,Which Bollywood movies feature both Preity Zinta and Madhuri Dixit in their cast?,529
77,4,control_other_example_79,What is the cast list for the movie 'Yeh Raaste Hain Pyaar Ke'?,529
77,5,control_other_example_80,Who was Frederick Douglass married to?,529
77,6,control_other_example_81,Who is the book 'Adversary in the House' based on?,529
77,7,control_other_example_81,What political party did Eugene V. Debs belong to?,529
78,0,control_other_example_79,Who are the cast members of the movie U Me Aur Hum?,454
78,1,control_other_example_79,Which Bollywood movies feature both Preity Zinta and Madhuri Dixit in their cast?,454
78,2,control_other_example_79,What is the cast list for the movie 'Yeh Raaste Hain Pyaar Ke'?,454
78,3,control_other_example_80,Who was Frederick Douglass married to?,454
78,4,control_other_example_81,Who is the book 'Adversary in the House' based on?,454
78,5,control_other_example_81,What political party did Eugene V. Debs belong to?,454
78,6,control_other_example_82,Who is the longest-serving leader of the Liberal Party of Australia?,454
78,7,control_other_example_82,What specific political event or circumstance caused Robert Menzies to become Prime Minister of Australia?,454
79,0,control_other_example_80,Who was Frederick Douglass married to?,527
79,1,control_other_example_81,Who is the book 'Adversary in the House' based on?,527
79,2,control_other_example_81,What political party did Eugene V. Debs belong to?,527
79,3,control_other_example_82,Who is the longest-serving leader of the Liberal Party of Australia?,527
79,4,control_other_example_82,What specific political event or circumstance caused Robert Menzies to become Prime Minister of Australia?,527
79,5,control_other_example_84,Who is the publisher of The Final Testament of the Holy Bible?,527
79,6,control_other_example_84,Who founded the Gagosian Gallery?,527
79,7,control_other_example_85,What is the name of the band that released the album 'Nicole and Natalie'?,527
80,0,control_other_example_81,Who is the book 'Adversary in the House' based on?,237
80,1,control_other_example_81,What political party did Eugene V. Debs belong to?,237
80,2,control_other_example_82,Who is the longest-serving leader of the Liberal Party of Australia?,237
80,3,control_other_example_82,What specific political event or circumstance caused Robert Menzies to become Prime Minister of Australia?,237
80,4,control_other_example_84,Who is the publisher of The Final Testament of the Holy Bible?,237
80,5,control_other_example_84,Who founded the Gagosian Gallery?,237
80,6,control_other_example_85,What is the name of the band that released the album 'Nicole and Natalie'?,237
80,7,control_other_example_86,Which river does the Kichi Sipi Bridge cross?,237
81,0,control_other_example_82,Who is the longest-serving leader of the Liberal Party of Australia?,469
81,1,control_other_example_82,What specific political event or circumstance caused Robert Menzies to become Prime Minister of Australia?,469
81,2,control_other_example_84,Who is the publisher of The Final Testament of the Holy Bible?,469
81,3,control_other_example_84,Who founded the Gagosian Gallery?,469
81,4,control_other_example_85,What is the name of the band that released the album 'Nicole and Natalie'?,469
81,5,control_other_example_86,Which river does the Kichi Sipi Bridge cross?,469
81,6,control_other_example_86,Into which larger river does the Nelson River flow as a tributary?,469
81,7,control_other_example_88,Who are the cast members of Love in Pawn?,469
82,0,control_other_example_84,Who is the publisher of The Final Testament of the Holy Bible?,341
82,1,control_other_example_84,Who founded the Gagosian Gallery?,341
82,2,control_other_example_85,What is the name of the band that released the album 'Nicole and Natalie'?,341
82,3,control_other_example_86,Which river does the Kichi Sipi Bridge cross?,341
82,4,control_other_example_86,Into which larger river does the Nelson River flow as a tributary?,341
82,5,control_other_example_88,Who are the cast members of Love in Pawn?,341
82,6,control_other_example_88,Which of the cast members of 'Love in Pawn' (Bernard Braden and Barbara Kelly) are actors?,341
82,7,control_other_example_88,Who is the child of Bernard Braden or Barbara Kelly?,341
84,0,control_other_example_85,What is the name of the band that released the album 'Nicole and Natalie'?,478
84,1,control_other_example_86,Which river does the Kichi Sipi Bridge cross?,478
84,2,control_other_example_86,Into which larger river does the Nelson River flow as a tributary?,478
84,3,control_other_example_88,Who are the cast members of Love in Pawn?,478
84,4,control_other_example_88,Which of the cast members of 'Love in Pawn' (Bernard Braden and Barbara Kelly) are actors?,478
84,5,control_other_example_88,Who is the child of Bernard Braden or Barbara Kelly?,478
84,6,control_other_example_89,Who was the first nominated African American presidential candidate?,478
84,7,control_other_example_89,Who was the spouse of Frederick Douglass?,478
85,0,control_other_example_86,Which river does the Kichi Sipi Bridge cross?,299
85,1,control_other_example_86,Into which larger river does the Nelson River flow as a tributary?,299
85,2,control_other_example_88,Who are the cast members of Love in Pawn?,299
85,3,control_other_example_88,Which of the cast members of 'Love in Pawn' (Bernard Braden and Barbara Kelly) are actors?,299
85,4,control_other_example_88,Who is the child of Bernard Braden or Barbara Kelly?,299
85,5,control_other_example_89,Who was the first nominated African American presidential candidate?,299
85,6,control_other_example_89,Who was the spouse of Frederick Douglass?,299
85,7,control_other_example_90,Who founded the Liberal Party of Australia?,299
86,0,control_other_example_88,Who are the cast members of Love in Pawn?,386
86,1,control_other_example_88,Which of the cast members of 'Love in Pawn' (Bernard Braden and Barbara Kelly) are actors?,386
86,2,control_other_example_88,Who is the child of Bernard Braden or Barbara Kelly?,386
86,3,control_other_example_89,Who was the first nominated African American presidential candidate?,386
86,4,control_other_example_89,Who was the spouse of Frederick Douglass?,386
86,5,control_other_example_90,Who founded the Liberal Party of Australia?,386
86,6,control_other_example_90,When did Robert Menzies serve as Prime Minister of Australia?,386
86,7,control_other_example_90,What specific political event or circumstance led to Robert Menzies first becoming Prime Minister of Australia in 1939?,386
88,0,control_other_example_89,Who was the first nominated African American presidential candidate?,592
88,1,control_other_example_89,Who was the spouse of Frederick Douglass?,592
88,2,control_other_example_90,Who founded the Liberal Party of Australia?,592
88,3,control_other_example_90,When did Robert Menzies serve as Prime Minister of Australia?,592
88,4,control_other_example_90,What specific political event or circumstance led to Robert Menzies first becoming Prime Minister of Australia in 1939?,592
88,5,control_other_example_91,On which river is the Kettle Generating Station located?,592
88,6,control_other_example_91,"Is the Lower Nelson River a tributary of a larger river system, and if so, which main river does it flow into?",592
88,7,control_other_example_93,Who was a leading speaker against slavery and publisher of an antislavery newspaper?,592
89,0,control_other_example_90,Who founded the Liberal Party of Australia?,467
89,1,control_other_example_90,When did Robert Menzies serve as Prime Minister of Australia?,467
89,2,control_other_example_90,What specific political event or circumstance led to Robert Menzies first becoming Prime Minister of Australia in 1939?,467
89,3,control_other_example_91,On which river is the Kettle Generating Station located?,467
89,4,control_other_example_91,"Is the Lower Nelson River a tributary of a larger river system, and if so, which main river does it flow into?",467
89,5,control_other_example_93,Who was a leading speaker against slavery and publisher of an antislavery newspaper?,467
89,6,control_other_example_93,Who was Frederick Douglass's spouse?,467
89,7,control_other_example_95,Who is Ulrich Walter's employer?,467
90,0,control_other_example_91,On which river is the Kettle Generating Station located?,407
90,1,control_other_example_91,"Is the Lower Nelson River a tributary of a larger river system, and if so, which main river does it flow into?",407
90,2,control_other_example_93,Who was a leading speaker against slavery and publisher of an antislavery newspaper?,407
90,3,control_other_example_93,Who was Frederick Douglass's spouse?,407
90,4,control_other_example_95,Who is Ulrich Walter's employer?,407
90,5,control_other_example_96,Where is Lesnoye Sanatorium located?,407
90,6,control_other_example_96,Who is the city of Tolyatti named after?,407
90,7,control_other_example_97,Who is Ravil Aryapov and where was he born?,407
91,0,control_other_example_93,Who was a leading speaker against slavery and publisher of an antislavery newspaper?,350
91,1,control_other_example_93,Who was Frederick Douglass's spouse?,350
91,2,control_other_example_95,Who is Ulrich Walter's employer?,350
91,3,control_other_example_96,Where is Lesnoye Sanatorium located?,350
91,4,control_other_example_96,Who is the city of Tolyatti named after?,350
91,5,control_other_example_97,Who is Ravil Aryapov and where was he born?,350
91,6,control_other_example_97,Whom is the city of Tolyatti named after?,350
91,7,control_other_example_98,In which city is AvtoVAZ's headquarters located?,350
93,0,control_other_example_95,Who is Ulrich Walter's employer?,351
93,1,control_other_example_96,Where is Lesnoye Sanatorium located?,351
93,2,control_other_example_96,Who is the city of Tolyatti named after?,351
93,3,control_other_example_97,Who is Ravil Aryapov and where was he born?,351
93,4,control_other_example_97,Whom is the city of Tolyatti named after?,351
93,5,control_other_example_98,In which city is AvtoVAZ's headquarters located?,351
93,6,control_other_example_98,Who is the city of Tolyatti named after?,351
93,7,control_other_example_100,Who is the founder of the National Women's Party?,351
95,0,control_other_example_96,Where is Lesnoye Sanatorium located?,175
95,1,control_other_example_96,Who is the city of Tolyatti named after?,175
95,2,control_other_example_97,Who is Ravil Aryapov and where was he born?,175
95,3,control_other_example_97,Whom is the city of Tolyatti named after?,175
95,4,control_other_example_98,In which city is AvtoVAZ's headquarters located?,175
95,5,control_other_example_98,Who is the city of Tolyatti named after?,175
95,6,control_other_example_100,Who is the founder of the National Women's Party?,175
95,7,control_other_example_100,Where was Alice Paul born?,175
96,0,control_other_example_97,Who is Ravil Aryapov and where was he born?,384
96,1,control_other_example_97,Whom is the city of Tolyatti named after?,384
96,2,control_other_example_98,In which city is AvtoVAZ's headquarters located?,384
96,3,control_other_example_98,Who is the city of Tolyatti named after?,384
96,4,control_other_example_100,Who is the founder of the National Women's Party?,384
96,5,control_other_example_100,Where was Alice Paul born?,384
96,6,control_other_example_101,Where is Ciudad Deportiva located?,384
96,7,control_other_example_101,"What administrative territorial entity owns the Ciudad Deportiva sports complex in Nuevo Laredo, Mexico?",384
97,0,control_other_example_98,In which city is AvtoVAZ's headquarters located?,399
97,1,control_other_example_98,Who is the city of Tolyatti named after?,399
97,2,control_other_example_100,Who is the founder of the National Women's Party?,399
97,3,control_other_example_100,Where was Alice Paul born?,399
97,4,control_other_example_101,Where is Ciudad Deportiva located?,399
97,5,control_other_example_101,"What administrative territorial entity owns the Ciudad Deportiva sports complex in Nuevo Laredo, Mexico?",399
97,6,control_other_example_102,Which company distributed the film UHF?,399
97,7,control_other_example_102,Who founded Orion Pictures?,399
98,0,control_other_example_100,Who is the founder of the National Women's Party?,394
98,1,control_other_example_100,Where was Alice Paul born?,394
98,2,control_other_example_101,Where is Ciudad Deportiva located?,394
98,3,control_other_example_101,"What administrative territorial entity owns the Ciudad Deportiva sports complex in Nuevo Laredo, Mexico?",394
98,4,control_other_example_102,Which company distributed the film UHF?,394
98,5,control_other_example_102,Who founded Orion Pictures?,394
98,6,control_other_example_103,Who submitted the first version of the Equal Rights Amendment to Congress in 1923?,394
98,7,control_other_example_103,What is the place of birth of Alice Paul?,394
100,0,control_other_example_101,Where is Ciudad Deportiva located?,399
100,1,control_other_example_101,"What administrative territorial entity owns the Ciudad Deportiva sports complex in Nuevo Laredo, Mexico?",399
100,2,control_other_example_102,Which company distributed the film UHF?,399
100,3,control_other_example_102,Who founded Orion Pictures?,399
100,4,control_other_example_103,Who submitted the first version of the Equal Rights Amendment to Congress in 1923?,399
100,5,control_other_example_103,What is the place of birth of Alice Paul?,399
100,6,control_other_example_104,What is the location of the devolved body responsible for non-reserved matters since 2004?,399
100,7,control_other_example_105,Who first introduced the postal service in the Umayyad Caliphate?,399
101,0,control_other_example_102,Which company distributed the film UHF?,328
101,1,control_other_example_102,Who founded Orion Pictures?,328
101,2,control_other_example_103,Who submitted the first version of the Equal Rights Amendment to Congress in 1923?,328
101,3,control_other_example_103,What is the place of birth of Alice Paul?,328
101,4,control_other_example_104,What is the location of the devolved body responsible for non-reserved matters since 2004?,328
101,5,control_other_example_105,Who first introduced the postal service in the Umayyad Caliphate?,328
101,6,control_other_example_105,When did Mu'awiyah become caliph of the Umayyad Caliphate?,328
101,7,control_other_example_109,Who was named commander in chief of Texas forces by the new national government of Texas?,328
102,0,control_other_example_103,Who submitted the first version of the Equal Rights Amendment to Congress in 1923?,525
102,1,control_other_example_103,What is the place of birth of Alice Paul?,525
102,2,control_other_example_104,What is the location of the devolved body responsible for non-reserved matters since 2004?,525
102,3,control_other_example_105,Who first introduced the postal service in the Umayyad Caliphate?,525
102,4,control_other_example_105,When did Mu'awiyah become caliph of the Umayyad Caliphate?,525
102,5,control_other_example_109,Who was named commander in chief of Texas forces by the new national government of Texas?,525
102,6,control_other_example_112,Who is the author of The Secret World of Og?,525
102,7,control_other_example_112,Which university did Pierre Berton attend?,525
103,0,control_other_example_104,What is the location of the devolved body responsible for non-reserved matters since 2004?,415
103,1,control_other_example_105,Who first introduced the postal service in the Umayyad Caliphate?,415
103,2,control_other_example_105,When did Mu'awiyah become caliph of the Umayyad Caliphate?,415
103,3,control_other_example_109,Who was named commander in chief of Texas forces by the new national government of Texas?,415
103,4,control_other_example_112,Who is the author of The Secret World of Og?,415
103,5,control_other_example_112,Which university did Pierre Berton attend?,415
103,6,control_other_example_113,Who is Caroline LeRoy's spouse?,415
103,7,control_other_example_113,Who is Daniel Webster's child?,415
104,0,control_other_example_105,Who first introduced the postal service in the Umayyad Caliphate?,338
104,1,control_other_example_105,When did Mu'awiyah become caliph of the Umayyad Caliphate?,338
104,2,control_other_example_109,Who was named commander in chief of Texas forces by the new national government of Texas?,338
104,3,control_other_example_112,Who is the author of The Secret World of Og?,338
104,4,control_other_example_112,Which university did Pierre Berton attend?,338
104,5,control_other_example_113,Who is Caroline LeRoy's spouse?,338
104,6,control_other_example_113,Who is Daniel Webster's child?,338
104,7,control_other_example_114,Who is featured on the Chester Arthur coin?,338
105,0,control_other_example_109,Who was named commander in chief of Texas forces by the new national government of Texas?,601
105,1,control_other_example_112,Who is the author of The Secret World of Og?,601
105,2,control_other_example_112,Which university did Pierre Berton attend?,601
105,3,control_other_example_113,Who is Caroline LeRoy's spouse?,601
105,4,control_other_example_113,Who is Daniel Webster's child?,601
105,5,control_other_example_114,Who is featured on the Chester Arthur coin?,601
105,6,control_other_example_114,Where was suffragette Alice Paul born?,601
105,7,control_other_example_117,Who is the author of The National Dream?,601
109,0,control_other_example_112,Who is the author of The Secret World of Og?,344
109,1,control_other_example_112,Which university did Pierre Berton attend?,344
109,2,control_other_example_113,Who is Caroline LeRoy's spouse?,344
109,3,control_other_example_113,Who is Daniel Webster's child?,344
109,4,control_other_example_114,Who is featured on the Chester Arthur coin?,344
109,5,control_other_example_114,Where was suffragette Alice Paul born?,344
109,6,control_other_example_117,Who is the author of The National Dream?,344
109,7,control_other_example_117,Where did Pierre Berton go to university?,344
112,0,control_other_example_113,Who is Caroline LeRoy's spouse?,362
112,1,control_other_example_113,Who is Daniel Webster's child?,362
112,2,control_other_example_114,Who is featured on the Chester Arthur coin?,362
112,3,control_other_example_114,Where was suffragette Alice Paul born?,362
112,4,control_other_example_117,Who is the author of The National Dream?,362
112,5,control_other_example_117,Where did Pierre Berton go to university?,362
112,6,control_other_example_118,What is Xiao Liwu?,362
112,7,control_other_example_119,Who is the author of the book '1967: The Last Good Year'?,362
113,0,control_other_example_114,Who is featured on the Chester Arthur coin?,432
113,1,control_other_example_114,Where was suffragette Alice Paul born?,432
113,2,control_other_example_117,Who is the author of The National Dream?,432
113,3,control_other_example_117,Where did Pierre Berton go to university?,432
113,4,control_other_example_118,What is Xiao Liwu?,432
113,5,control_other_example_119,Who is the author of the book '1967: The Last Good Year'?,432
113,6,control_other_example_119,Which university did Pierre Berton attend?,432
113,7,control_other_example_120,Which Indian Presidents received the Bharat Ratna award before becoming President?,432
114,0,control_other_example_117,Who is the author of The National Dream?,572
114,1,control_other_example_117,Where did Pierre Berton go to university?,572
114,2,control_other_example_118,What is Xiao Liwu?,572
114,3,control_other_example_119,Who is the author of the book '1967: The Last Good Year'?,572
114,4,control_other_example_119,Which university did Pierre Berton attend?,572
114,5,control_other_example_120,Which Indian Presidents received the Bharat Ratna award before becoming President?,572
114,6,control_other_example_121,Which parliament approved the Directory of Public Worship?,572
114,7,control_other_example_121,Where has the modern Scottish Parliament been based since 2004?,572
117,0,control_other_example_118,What is Xiao Liwu?,437
117,1,control_other_example_119,Who is the author of the book '1967: The Last Good Year'?,437
117,2,control_other_example_119,Which university did Pierre Berton attend?,437
117,3,control_other_example_120,Which Indian Presidents received the Bharat Ratna award before becoming President?,437
117,4,control_other_example_121,Which parliament approved the Directory of Public Worship?,437
117,5,control_other_example_121,Where has the modern Scottish Parliament been based since 2004?,437
117,6,control_other_example_123,Which county contains Qiantong?,437
117,7,control_other_example_123,What city is located in Ninghai County?,437
118,0,control_other_example_119,Who is the author of the book '1967: The Last Good Year'?,245
118,1,control_other_example_119,Which university did Pierre Berton attend?,245
118,2,control_other_example_120,Which Indian Presidents received the Bharat Ratna award before becoming President?,245
118,3,control_other_example_121,Which parliament approved the Directory of Public Worship?,245
118,4,control_other_example_121,Where has the modern Scottish Parliament been based since 2004?,245
118,5,control_other_example_123,Which county contains Qiantong?,245
118,6,control_other_example_123,What city is located in Ninghai County?,245
118,7,control_other_example_123,"What cities are located within Ninghai County, Zhejiang province?",245
119,0,control_other_example_120,Which Indian Presidents received the Bharat Ratna award before becoming President?,475
119,1,control_other_example_121,Which parliament approved the Directory of Public Worship?,475
119,2,control_other_example_121,Where has the modern Scottish Parliament been based since 2004?,475
119,3,control_other_example_123,Which county contains Qiantong?,475
119,4,control_other_example_123,What city is located in Ninghai County?,475
119,5,control_other_example_123,"What cities are located within Ninghai County, Zhejiang province?",475
119,6,control_other_example_123,"What cities are located in Ninghai County, Zhejiang province?",475
119,7,control_other_example_125,Who is the god of the underworld in ancient Egyptian mythology?,475
120,0,control_other_example_121,Which parliament approved the Directory of Public Worship?,349
120,1,control_other_example_121,Where has the modern Scottish Parliament been based since 2004?,349
120,2,control_other_example_123,Which county contains Qiantong?,349
120,3,control_other_example_123,What city is located in Ninghai County?,349
120,4,control_other_example_123,"What cities are located within Ninghai County, Zhejiang province?",349
120,5,control_other_example_123,"What cities are located in Ninghai County, Zhejiang province?",349
120,6,control_other_example_125,Who is the god of the underworld in ancient Egyptian mythology?,349
120,7,control_other_example_126,"Who is Philippe, Duke of Orléans?",349
121,0,control_other_example_123,Which county contains Qiantong?,617
121,1,control_other_example_123,What city is located in Ninghai County?,617
121,2,control_other_example_123,"What cities are located within Ninghai County, Zhejiang province?",617
121,3,control_other_example_123,"What cities are located in Ninghai County, Zhejiang province?",617
121,4,control_other_example_125,Who is the god of the underworld in ancient Egyptian mythology?,617
121,5,control_other_example_126,"Who is Philippe, Duke of Orléans?",617
121,6,control_other_example_126,Who was the mother of King Louis XIII of France?,617
121,7,control_other_example_127,Who is Alhandra?,617
123,0,control_other_example_125,Who is the god of the underworld in ancient Egyptian mythology?,644
123,1,control_other_example_126,"Who is Philippe, Duke of Orléans?",644
123,2,control_other_example_126,Who was the mother of King Louis XIII of France?,644
123,3,control_other_example_127,Who is Alhandra?,644
123,4,control_other_example_128,Who played Truman Capote in the movie Capote?,644
123,5,control_other_example_129,Callum McManaman birthplace,644
123,6,control_other_example_130,In which province is Lago District located?,644
123,7,control_other_example_130,Which provinces share a border with Niassa Province?,644
125,0,control_other_example_126,"Who is Philippe, Duke of Orléans?",346
125,1,control_other_example_126,Who was the mother of King Louis XIII of France?,346
125,2,control_other_example_127,Who is Alhandra?,346
125,3,control_other_example_128,Who played Truman Capote in the movie Capote?,346
125,4,control_other_example_129,Callum McManaman birthplace,346
125,5,control_other_example_130,In which province is Lago District located?,346
125,6,control_other_example_130,Which provinces share a border with Niassa Province?,346
125,7,control_other_example_131,Who is the founder of Metalworks Studio?,346
126,0,control_other_example_127,Who is Alhandra?,328
126,1,control_other_example_128,Who played Truman Capote in the movie Capote?,328
126,2,control_other_example_129,Callum McManaman birthplace,328
126,3,control_other_example_130,In which province is Lago District located?,328
126,4,control_other_example_130,Which provinces share a border with Niassa Province?,328
126,5,control_other_example_131,Who is the founder of Metalworks Studio?,328
126,6,control_other_example_131,What record label is Gil Moore associated with?,328
126,7,control_other_example_133,Which group is European Movement Germany a member of?,328
127,0,control_other_example_128,Who played Truman Capote in the movie Capote?,192
127,1,control_other_example_129,Callum McManaman birthplace,192
127,2,control_other_example_130,In which province is Lago District located?,192
127,3,control_other_example_130,Which provinces share a border with Niassa Province?,192
127,4,control_other_example_131,Who is the founder of Metalworks Studio?,192
127,5,control_other_example_131,What record label is Gil Moore associated with?,192
127,6,control_other_example_133,Which group is European Movement Germany a member of?,192
127,7,control_other_example_133,What is the goal or mission of the European Movement International?,192
128,0,control_other_example_129,Callum McManaman birthplace,294
128,1,control_other_example_130,In which province is Lago District located?,294
128,2,control_other_example_130,Which provinces share a border with Niassa Province?,294
128,3,control_other_example_131,Who is the founder of Metalworks Studio?,294
128,4,control_other_example_131,What record label is Gil Moore associated with?,294
128,5,control_other_example_133,Which group is European Movement Germany a member of?,294
128,6,control_other_example_133,What is the goal or mission of the European Movement International?,294
128,7,control_other_example_135,Which city contains Broadhurst Park?,294
129,0,control_other_example_130,In which province is Lago District located?,373
129,1,control_other_example_130,Which provinces share a border with Niassa Province?,373
129,2,control_other_example_131,Who is the founder of Metalworks Studio?,373
129,3,control_other_example_131,What record label is Gil Moore associated with?,373
129,4,control_other_example_133,Which group is European Movement Germany a member of?,373
129,5,control_other_example_133,What is the goal or mission of the European Movement International?,373
129,6,control_other_example_135,Which city contains Broadhurst Park?,373
129,7,control_other_example_135,"Which towns share a border with the city of Manchester, England?",373
130,0,control_other_example_131,Who is the founder of Metalworks Studio?,359
130,1,control_other_example_131,What record label is Gil Moore associated with?,359
130,2,control_other_example_133,Which group is European Movement Germany a member of?,359
130,3,control_other_example_133,What is the goal or mission of the European Movement International?,359
130,4,control_other_example_135,Which city contains Broadhurst Park?,359
130,5,control_other_example_135,"Which towns share a border with the city of Manchester, England?",359
130,6,control_other_example_136,What is Vera Barbosa's place of birth?,359
130,7,control_other_example_136,"In which state is Vila Franca de Xira, Portugal located?",359
131,0,control_other_example_133,Which group is European Movement Germany a member of?,356
131,1,control_other_example_133,What is the goal or mission of the European Movement International?,356
131,2,control_other_example_135,Which city contains Broadhurst Park?,356
131,3,control_other_example_135,"Which towns share a border with the city of Manchester, England?",356
131,4,control_other_example_136,What is Vera Barbosa's place of birth?,356
131,5,control_other_example_136,"In which state is Vila Franca de Xira, Portugal located?",356
131,6,control_other_example_138,Who owned Empire Sports Network?,356
131,7,control_other_example_138,What company succeeded Adelphia Communications Corporation?,356
133,0,control_other_example_135,Which city contains Broadhurst Park?,333
133,1,control_other_example_135,"Which towns share a border with the city of Manchester, England?",333
133,2,control_other_example_136,What is Vera Barbosa's place of birth?,333
133,3,control_other_example_136,"In which state is Vila Franca de Xira, Portugal located?",333
133,4,control_other_example_138,Who owned Empire Sports Network?,333
133,5,control_other_example_138,What company succeeded Adelphia Communications Corporation?,333
133,6,control_other_example_141,What body of water is Bartram's Covered Bridge located on?,333
133,7,control_other_example_141,What watercourse does Crum Creek flow into?,333
135,0,control_other_example_136,What is Vera Barbosa's place of birth?,436
135,1,control_other_example_136,"In which state is Vila Franca de Xira, Portugal located?",436
135,2,control_other_example_138,Who owned Empire Sports Network?,436
135,3,control_other_example_138,What company succeeded Adelphia Communications Corporation?,436
135,4,control_other_example_141,What body of water is Bartram's Covered Bridge located on?,436
135,5,control_other_example_141,What watercourse does Crum Creek flow into?,436
135,6,control_other_example_142,Who is the ruler of the underworld in ancient Egyptian mythology?,436
135,7,control_other_example_142,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",436
136,0,control_other_example_138,Who owned Empire Sports Network?,311
136,1,control_other_example_138,What company succeeded Adelphia Communications Corporation?,311
136,2,control_other_example_141,What body of water is Bartram's Covered Bridge located on?,311
136,3,control_other_example_141,What watercourse does Crum Creek flow into?,311
136,4,control_other_example_142,Who is the ruler of the underworld in ancient Egyptian mythology?,311
136,5,control_other_example_142,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",311
136,6,control_other_example_143,In which county is Imperial located?,311
136,7,control_other_example_143,"What other counties share a border with Pecos County, Texas?",311
138,0,control_other_example_141,What body of water is Bartram's Covered Bridge located on?,587
138,1,control_other_example_141,What watercourse does Crum Creek flow into?,587
138,2,control_other_example_142,Who is the ruler of the underworld in ancient Egyptian mythology?,587
138,3,control_other_example_142,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",587
138,4,control_other_example_143,In which county is Imperial located?,587
138,5,control_other_example_143,"What other counties share a border with Pecos County, Texas?",587
138,6,control_other_example_144,What is the municipality of Póvoa de Santa Iria?,587
138,7,control_other_example_144,In which district is the municipality of Vila Franca de Xira located?,587
141,0,control_other_example_142,Who is the ruler of the underworld in ancient Egyptian mythology?,356
141,1,control_other_example_142,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",356
141,2,control_other_example_143,In which county is Imperial located?,356
141,3,control_other_example_143,"What other counties share a border with Pecos County, Texas?",356
141,4,control_other_example_144,What is the municipality of Póvoa de Santa Iria?,356
141,5,control_other_example_144,In which district is the municipality of Vila Franca de Xira located?,356
141,6,control_other_example_145,Who is the author of The Timothy Files?,356
141,7,control_other_example_145,What is a notable work written by Lawrence Sanders?,356
142,0,control_other_example_143,In which county is Imperial located?,483
142,1,control_other_example_143,"What other counties share a border with Pecos County, Texas?",483
142,2,control_other_example_144,What is the municipality of Póvoa de Santa Iria?,483
142,3,control_other_example_144,In which district is the municipality of Vila Franca de Xira located?,483
142,4,control_other_example_145,Who is the author of The Timothy Files?,483
142,5,control_other_example_145,What is a notable work written by Lawrence Sanders?,483
142,6,control_other_example_146,Where was William W. Blair born?,483
142,7,control_other_example_146,"In what county is Holley, New York located?",483
143,0,control_other_example_144,What is the municipality of Póvoa de Santa Iria?,409
143,1,control_other_example_144,In which district is the municipality of Vila Franca de Xira located?,409
143,2,control_other_example_145,Who is the author of The Timothy Files?,409
143,3,control_other_example_145,What is a notable work written by Lawrence Sanders?,409
143,4,control_other_example_146,Where was William W. Blair born?,409
143,5,control_other_example_146,"In what county is Holley, New York located?",409
143,6,control_other_example_147,Who is São José dos Campos named after?,409
143,7,control_other_example_147,How old was Mary when she was engaged to Joseph according to historical or biblical records?,409
144,0,control_other_example_145,Who is the author of The Timothy Files?,300
144,1,control_other_example_145,What is a notable work written by Lawrence Sanders?,300
144,2,control_other_example_146,Where was William W. Blair born?,300
144,3,control_other_example_146,"In what county is Holley, New York located?",300
144,4,control_other_example_147,Who is São José dos Campos named after?,300
144,5,control_other_example_147,How old was Mary when she was engaged to Joseph according to historical or biblical records?,300
144,6,control_other_example_149,What is the name of the old show named after Mickey Mouse?,300
144,7,control_other_example_150,What country has the ISO 3166-1 alpha-2 code CV?,300
145,0,control_other_example_146,Where was William W. Blair born?,382
145,1,control_other_example_146,"In what county is Holley, New York located?",382
145,2,control_other_example_147,Who is São José dos Campos named after?,382
145,3,control_other_example_147,How old was Mary when she was engaged to Joseph according to historical or biblical records?,382
