target,source,kind,test_context,method,original_gap,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
1,raw,v,4,hybrid_top4,0.40377090517552033,0.829049021421913,0.3347458738144052,0.31267772007936856,0.6878947042675634
1,raw,v,4,hybrid_top8,0.40377090517552033,0.7728617987915989,0.31205910807366477,0.40268463996861414,0.712703067878094
1,raw,v,5,no_update,0.3962997102532412,1.0,0.3962997102532412,0.0,0.0
1,raw,v,5,mean_anchor,0.3962997102532412,0.8315308467391375,0.32953543362935245,0.308556450921293,0.6249413916462148
1,raw,v,5,random_anchor,0.3962997102532412,1.0987574245408722,0.4354372489841451,-0.20726787798369029,0.4978573680150636
1,raw,v,5,oracle_anchor,0.3962997102532412,0.8530267702645942,0.33805426189411675,0.2723453292119553,0.6325728612790843
1,raw,v,5,position_top1,0.3962997102532412,0.8977216245441869,0.35576681969493024,0.1940958848257459,0.6474251483026279
1,raw,v,5,position_top2,0.3962997102532412,0.7836303175196048,0.31055246777867473,0.38592352546412345,0.6692022464868081
1,raw,v,5,position_top4,0.3962997102532412,0.7563669419924639,0.2997479999567435,0.4279090490609687,0.6827999872611994
1,raw,v,5,position_top8,0.3962997102532412,0.7549757032391933,0.2991966524419293,0.4300116875184855,0.682989779844049
1,raw,v,5,cached_v_top1,0.3962997102532412,1.058269151895132,0.419391758265984,-0.11993359785284174,0.5238138337159824
1,raw,v,5,cached_v_top2,0.3962997102532412,1.042247324630291,0.4130423127632002,-0.08627948569899946,0.5269525288575981
1,raw,v,5,cached_v_top4,0.3962997102532412,1.0277901012126325,0.40731291931171565,-0.05635249215067328,0.5345921536275999
1,raw,v,5,cached_v_top8,0.3962997102532412,0.9930372036117842,0.39354035606203885,0.013877112242888012,0.5462730321755525
1,raw,v,5,hybrid_top1,0.3962997102532412,0.8977216245441869,0.35576681969493024,0.1940958848257459,0.6474251483026279
1,raw,v,5,hybrid_top2,0.3962997102532412,0.8726110531429142,0.3458155075243125,0.2385499499328142,0.6531276151153724
1,raw,v,5,hybrid_top4,0.3962997102532412,0.7793475688039923,0.30885521570359004,0.3926173669993065,0.6779580616560906
1,raw,v,5,hybrid_top8,0.3962997102532412,0.7566147777271156,0.29984621718657634,0.4275340781249475,0.6843411105522288
1,raw,v,6,no_update,0.38901828749025963,1.0,0.38901828749025963,0.0,0.0
1,raw,v,6,mean_anchor,0.38901828749025963,0.7085237574584272,0.27562869877264146,0.4979940851169917,0.7323889171788273
1,raw,v,6,random_anchor,0.38901828749025963,1.0365758033107253,0.4032469438577786,-0.07448939600927562,0.5895693744529457
1,raw,v,6,oracle_anchor,0.38901828749025963,0.6967904473671095,0.27106422657432483,0.5144830724579434,0.7593481164985915
1,raw,v,6,position_top1,0.38901828749025963,0.9115647644681328,0.35461536360985496,0.16904968018015742,0.6467454787075677
1,raw,v,6,position_top2,0.38901828749025963,0.8428230696925423,0.32787358722907656,0.28964927319404,0.6742877271985952
1,raw,v,6,position_top4,0.38901828749025963,0.7413481554729883,0.28839798987616466,0.45040291237679797,0.7188737420219243
1,raw,v,6,position_top8,0.38901828749025963,0.7123092549610038,0.2771013265283924,0.49261552529689967,0.7340407412855404
1,raw,v,6,cached_v_top1,0.38901828749025963,1.0196825802090745,0.39667517113658357,-0.03975256438183594,0.5939110196401951
1,raw,v,6,cached_v_top2,0.38901828749025963,0.9264609344399386,0.3604102461424506,0.14167013695667585,0.6354555117074061
1,raw,v,6,cached_v_top4,0.38901828749025963,0.9101864289441866,0.35407916588474236,0.1715606645658292,0.6454521546858234
1,raw,v,6,cached_v_top8,0.38901828749025963,0.842733645709433,0.3278387996643068,0.28980000238928794,0.675003117730274
1,raw,v,6,hybrid_top1,0.38901828749025963,0.7582627589816705,0.29497807996668896,0.42503758834150507,0.724641937252626
1,raw,v,6,hybrid_top2,0.38901828749025963,0.7153864447185754,0.2782984096181655,0.4882222347129167,0.7385115817000549
1,raw,v,6,hybrid_top4,0.38901828749025963,0.7011177190719652,0.2727476144024528,0.508433944003325,0.7445803253998247
1,raw,v,6,hybrid_top8,0.38901828749025963,0.7068051618851574,0.27496013366583966,0.5004264631324964,0.7396670368783438
1,raw,v,7,no_update,0.4284600815397853,1.0,0.4284600815397853,0.0,0.0
1,raw,v,7,mean_anchor,0.4284600815397853,0.7731524717659438,0.33126497109552283,0.4022352554022115,0.6600493811022947
1,raw,v,7,random_anchor,0.4284600815397853,1.0634690917179512,0.45565405375251483,-0.1309665090394041,0.4784955701324639
1,raw,v,7,oracle_anchor,0.4284600815397853,0.8078526673255171,0.3461326197144241,0.34737406789504743,0.6475424915854572
1,raw,v,7,position_top1,0.4284600815397853,1.0223178785192588,0.438022401589942,-0.045133844740117945,0.5058354365556605
1,raw,v,7,position_top2,0.4284600815397853,0.8190929219509608,0.35094862012776973,0.32908678520983714,0.6311567188807932
1,raw,v,7,position_top4,0.4284600815397853,0.7775292389440981,0.3331402411175555,0.3954482825870116,0.6603390797656292
1,raw,v,7,position_top8,0.4284600815397853,0.7624869979257171,0.3266952413042789,0.4186135779942275,0.6692335254207997
1,raw,v,7,cached_v_top1,0.4284600815397853,1.0009532829281842,0.42886852522092567,-0.0019074746047096358,0.532407513083018
1,raw,v,7,cached_v_top2,0.4284600815397853,0.9387497598598953,0.40221679865502463,0.11874888836298891,0.570337159183846
1,raw,v,7,cached_v_top4,0.4284600815397853,0.8995965847679607,0.3854412260625928,0.1907259846738214,0.5962245156339117
1,raw,v,7,cached_v_top8,0.4284600815397853,0.8756482148947666,0.3751803055539792,0.2332402037516086,0.6102023339077169
1,raw,v,7,hybrid_top1,0.4284600815397853,0.8338357144644628,0.3572653182102289,0.3047180012835389,0.6337761127530461
1,raw,v,7,hybrid_top2,0.4284600815397853,0.8113402502651809,0.3476269097851292,0.3417269982996337,0.6369292784258012
1,raw,v,7,hybrid_top4,0.4284600815397853,0.8273066804435987,0.3544678877612734,0.31556365649339335,0.6295953894850471
1,raw,v,7,hybrid_top8,0.4284600815397853,0.7909375785953595,0.3388851794178481,0.3744177467657095,0.6514630429338851
1,raw,v,8,no_update,0.41004361081519347,1.0,0.41004361081519347,0.0,0.0
1,raw,v,8,mean_anchor,0.41004361081519347,0.6866002877661845,0.2815360611823972,0.5285800448393925,0.7404480162874048
1,raw,v,8,random_anchor,0.41004361081519347,0.9202086238345065,0.37732566682038116,0.15321608862060365,0.6114167960886575
1,raw,v,8,oracle_anchor,0.41004361081519347,0.7013013300904034,0.2875641296597669,0.508176444413431,0.7439789488873537
1,raw,v,8,position_top1,0.41004361081519347,0.9908425764817403,0.40628866781000234,0.018230988631026457,0.586308547284624
1,raw,v,8,position_top2,0.41004361081519347,0.9642598579740523,0.39538859392782605,0.07020292629986047,0.5991117978183678
1,raw,v,8,position_top4,0.41004361081519347,0.7751019378887822,0.3178255973617701,0.39921698588105436,0.6960494493528752
1,raw,v,8,position_top8,0.41004361081519347,0.7908782500797562,0.3242945733779048,0.3745115935507827,0.6830615419010632
1,raw,v,8,cached_v_top1,0.41004361081519347,0.8798100010078236,0.36076046964456693,0.22593436212661355,0.6589597093481206
1,raw,v,8,cached_v_top2,0.41004361081519347,0.8710627084235679,0.35717369820846184,0.24124975799379822,0.6611933150618415
1,raw,v,8,cached_v_top4,0.41004361081519347,0.8446091769655097,0.34632659665058635,0.28663533818564424,0.6734548822902052
1,raw,v,8,cached_v_top8,0.41004361081519347,0.7841619959124392,0.3215406162679855,0.3850899641666198,0.7013098648285445
1,raw,v,8,hybrid_top1,0.41004361081519347,0.9658386383560589,0.3960359627363482,0.06715572465851405,0.6164117286383264
1,raw,v,8,hybrid_top2,0.41004361081519347,0.8710627084235679,0.35717369820846184,0.24124975799379822,0.6611933150618415
1,raw,v,8,hybrid_top4,0.41004361081519347,0.8270216628433436,0.33911494885467014,0.3160351691878309,0.6833659659110103
1,raw,v,8,hybrid_top8,0.41004361081519347,0.778795712342792,0.31934020597642915,0.3934772384364832,0.7032782447558378
1,raw,v,9,no_update,0.41087274080782366,1.0,0.41087274080782366,0.0,0.0
1,raw,v,9,mean_anchor,0.41087274080782366,0.6873377855282403,0.28240835980076817,0.5275667685851346,0.7395897062655571
1,raw,v,9,random_anchor,0.41087274080782366,1.0126237597103054,0.4160594995592963,-0.025406878729834492,0.5286248630075705
1,raw,v,9,oracle_anchor,0.41087274080782366,0.7274363079207007,0.29888374959850234,0.47083641791869946,0.723999672360477
1,raw,v,9,position_top1,0.41087274080782366,1.0227194913459732,0.42020756048690333,-0.04595515797896632,0.5418655283946298
1,raw,v,9,position_top2,0.41087274080782366,0.8165421037348036,0.3354948921465051,0.33325899282834115,0.663734339651984
1,raw,v,9,position_top4,0.41087274080782366,0.7812296537672823,0.3209859690437104,0.3896802280746523,0.6890997450401816
1,raw,v,9,position_top8,0.41087274080782366,0.7276727141108945,0.2989808824578111,0.47049242113848444,0.7195607131076638
1,raw,v,9,cached_v_top1,0.41087274080782366,0.8445844324596091,0.34701672060829986,0.28667713644687987,0.6844820827577818
1,raw,v,9,cached_v_top2,0.41087274080782366,0.8573340592462189,0.352255194710391,0.2649783108564009,0.6666096217444126
1,raw,v,9,cached_v_top4,0.41087274080782366,0.8156345684156752,0.33512201062255487,0.3347402508053753,0.691325406426149
1,raw,v,9,cached_v_top8,0.41087274080782366,0.7808977446437764,0.3208495966324364,0.3901987124102634,0.702891332134736
1,raw,v,9,hybrid_top1,0.41087274080782366,0.9377145483049514,0.38528134655742574,0.12069142589724102,0.6103846664969237
1,raw,v,9,hybrid_top2,0.41087274080782366,0.8661941506014064,0.35589556472930467,0.2497076934639081,0.6511642341919577
1,raw,v,9,hybrid_top4,0.41087274080782366,0.7765620841411641,0.3190681919185159,0.39695132947433154,0.6929898065877426
1,raw,v,9,hybrid_top8,0.41087274080782366,0.7842520333122223,0.3222277824111014,0.38494874824564496,0.695968222039002
1,preprocess,k,0,no_update,0.2597349154786876,1.0,0.2597349154786876,0.0,0.0
1,preprocess,k,0,mean_anchor,0.2597349154786876,0.9089786121973077,0.23609348301100247,0.17375788256785651,0.46208019617973395
1,preprocess,k,0,random_anchor,0.2597349154786876,1.0781930366151578,0.2800443772349476,-0.162500224205415,0.3292277362141704
1,preprocess,k,0,oracle_anchor,0.2597349154786876,0.0,0.0,1.0,1.0
1,preprocess,k,0,position_top1,0.2597349154786876,0.0,0.0,1.0,1.0
1,preprocess,k,0,position_top2,0.2597349154786876,0.0,0.0,1.0,1.0
1,preprocess,k,0,position_top4,0.2597349154786876,0.4039524287840566,0.10492054994763751,0.8368224352794617,0.9245578162040332
1,preprocess,k,0,position_top8,0.2597349154786876,0.5326957451775404,0.138359684349545,0.716235243069745,0.8544817487999008
1,preprocess,k,0,cached_v_top1,0.2597349154786876,0.0,0.0,1.0,1.0
1,preprocess,k,0,cached_v_top2,0.2597349154786876,0.0,0.0,1.0,1.0
1,preprocess,k,0,cached_v_top4,0.2597349154786876,0.5234947555456732,0.13596986608519165,0.7259532409161759,0.8686275902399894
1,preprocess,k,0,cached_v_top8,0.2597349154786876,0.7259494138530582,0.1885544096489269,0.47299744852640113,0.6888595578982019
1,preprocess,k,0,hybrid_top1,0.2597349154786876,0.0,0.0,1.0,1.0
1,preprocess,k,0,hybrid_top2,0.2597349154786876,0.0,0.0,1.0,1.0
1,preprocess,k,0,hybrid_top4,0.2597349154786876,0.4070754218524448,0.10573170028829584,0.8342896009236541,0.9231278851802523
1,preprocess,k,0,hybrid_top8,0.2597349154786876,0.5775430562947659,0.15000809691202394,0.666444018125701,0.822694680713927
1,preprocess,k,1,no_update,0.22050712985156842,1.0,0.22050712985156842,0.0,0.0
1,preprocess,k,1,mean_anchor,0.22050712985156842,0.818269345012396,0.18043422471420625,0.3304352790129844,0.6016248264402505
1,preprocess,k,1,random_anchor,0.22050712985156842,0.9762585728206828,0.21527197588567717,0.04691919899412356,0.5025532460350217
1,preprocess,k,1,oracle_anchor,0.22050712985156842,0.6715198691525515,0.14807491898512992,0.5490610653333401,0.7873403136911533
1,preprocess,k,1,position_top1,0.22050712985156842,0.7895755723747939,0.17410704326527515,0.3765704155090166,0.7135362712989738
1,preprocess,k,1,position_top2,0.22050712985156842,0.5946075232695173,0.13111519834431096,0.6464418932712904,0.8183026680725703
1,preprocess,k,1,position_top4,0.22050712985156842,0.6002019473882767,0.13234880874991098,0.6397576223513203,0.8044729111126653
1,preprocess,k,1,position_top8,0.22050712985156842,0.6036663680653405,0.13311273821000874,0.6355869160668008,0.8010285887650336
1,preprocess,k,1,cached_v_top1,0.22050712985156842,1.0753478988535188,0.23712187876810412,-0.1563731035686775,0.4280636789900686
1,preprocess,k,1,cached_v_top2,0.22050712985156842,1.0490484604911967,0.23132266509812024,-0.10050267245894973,0.41422535722857634
1,preprocess,k,1,cached_v_top4,0.22050712985156842,1.027552167601534,0.22658257925057207,-0.055863457142611095,0.4003208545695424
1,preprocess,k,1,cached_v_top8,0.22050712985156842,0.9877941378264802,0.21781565021632174,0.024262741275640765,0.4245435303838958
1,preprocess,k,1,hybrid_top1,0.22050712985156842,0.7139409462932055,0.1574290689506275,0.4902883252059623,0.75272356979394
1,preprocess,k,1,hybrid_top2,0.22050712985156842,0.7035535060678142,0.15513856432002174,0.5050124640996863,0.757317950204351
1,preprocess,k,1,hybrid_top4,0.22050712985156842,0.5995312808760654,0.1322009220022157,0.6405622432511044,0.8041242015305972
1,preprocess,k,1,hybrid_top8,0.22050712985156842,0.601707245240311,0.1326807376588348,0.6379483910253161,0.7999001006669642
1,preprocess,k,2,no_update,0.1991877640079526,1.0,0.1991877640079526,0.0,0.0
1,preprocess,k,2,mean_anchor,0.1991877640079526,0.7906620168365928,0.1574901992196991,0.37485357513189144,0.6485624027304037
1,preprocess,k,2,random_anchor,0.1991877640079526,0.8029415864545609,0.15993613923488215,0.3552848087418329,0.6932505916888545
1,preprocess,k,2,oracle_anchor,0.1991877640079526,0.8029415864545609,0.15993613923488215,0.3552848087418329,0.6932505916888545
1,preprocess,k,2,position_top1,0.1991877640079526,1.0719142444487275,0.21351220156001594,-0.14900014745208634,0.4587671319710153
1,preprocess,k,2,position_top2,0.1991877640079526,0.8301976892410261,0.1653652214044891,0.3107717967788606,0.6360817740610201
1,preprocess,k,2,position_top4,0.1991877640079526,0.7854038964515582,0.1564428459773194,0.3831407194387101,0.6692919283508317
1,preprocess,k,2,position_top8,0.1991877640079526,0.7596837026578518,0.1513196980856998,0.4228806719160566,0.681436889697887
1,preprocess,k,2,cached_v_top1,0.1991877640079526,1.055849273733263,0.21031225596434933,-0.11481768884305898,0.4629882535029402
1,preprocess,k,2,cached_v_top2,0.1991877640079526,0.989958627719866,0.19718764551590126,0.01998191540299976,0.5053126684460069
1,preprocess,k,2,cached_v_top4,0.1991877640079526,0.9821592846964347,0.19563411181833296,0.0353631394845878,0.5186840990240023
1,preprocess,k,2,cached_v_top8,0.1991877640079526,0.9520992071184368,0.18964651217966594,0.09350709980444405,0.5317648409083668
1,preprocess,k,2,hybrid_top1,0.1991877640079526,0.8029415864545609,0.15993613923488215,0.3552848087418329,0.6932505916888545
1,preprocess,k,2,hybrid_top2,0.1991877640079526,0.8215998016827858,0.16365262740657138,0.324973765874807,0.6434081042472779
1,preprocess,k,2,hybrid_top4,0.1991877640079526,0.8584680475529978,0.17099633086435434,0.2630326113305439,0.6080521207402985
1,preprocess,k,2,hybrid_top8,0.1991877640079526,0.7989975913016428,0.15915054365911419,0.36160284909417295,0.6551265113005622
1,preprocess,k,3,no_update,0.20777489131928603,1.0,0.20777489131928603,0.0,0.0
1,preprocess,k,3,mean_anchor,0.20777489131928603,0.7188370262476788,0.1493562850048902,0.48327332969539405,0.7056593454618829
1,preprocess,k,3,random_anchor,0.20777489131928603,0.948277128856383,0.19702817738869957,0.1007704868878948,0.5833079342020385
1,preprocess,k,3,oracle_anchor,0.20777489131928603,0.669485748043015,0.13910232853944834,0.5517888331672847,0.7908121799765342
1,preprocess,k,3,position_top1,0.20777489131928603,0.669485748043015,0.13910232853944834,0.5517888331672847,0.7908121799765342
1,preprocess,k,3,position_top2,0.20777489131928603,0.7120975905231822,0.14795599947967963,0.4929170215710783,0.7332471906922626
1,preprocess,k,3,position_top4,0.20777489131928603,0.6864307680406325,0.14262307822785647,0.5288128006871473,0.7416402397651195
1,preprocess,k,3,position_top8,0.20777489131928603,0.6641345380637578,0.1379904814675815,0.5589253153508391,0.7572298936710566
1,preprocess,k,3,cached_v_top1,0.20777489131928603,0.887925082771841,0.18448853757258732,0.21158904738461926,0.6107037527305493
1,preprocess,k,3,cached_v_top2,0.20777489131928603,0.8422368311899983,0.17499566606560174,0.29063712018703036,0.6393275147972776
1,preprocess,k,3,cached_v_top4,0.20777489131928603,0.8357912367180679,0.1736564333747082,0.3014530086252827,0.6372108665720039
1,preprocess,k,3,cached_v_top8,0.20777489131928603,0.7917585384244127,0.1645075442722491,0.37311841683203784,0.6618711357099203
1,preprocess,k,3,hybrid_top1,0.20777489131928603,0.9940242866224623,0.20653328812171293,0.01191571760470489,0.5139124235509862
1,preprocess,k,3,hybrid_top2,0.20777489131928603,0.9200520064773821,0.19116370565392907,0.15350430537694337,0.5654977218840288
1,preprocess,k,3,hybrid_top4,0.20777489131928603,0.8539674852319169,0.17743300143426552,0.27073953416667573,0.6124266648189158
1,preprocess,k,3,hybrid_top8,0.20777489131928603,0.7879442381956815,0.16371502845676536,0.3791438774942272,0.6647448861916988
1,preprocess,k,4,no_update,0.1953625851974005,1.0,0.1953625851974005,0.0,0.0
1,preprocess,k,4,mean_anchor,0.1953625851974005,0.730505686717027,0.14271347945844073,0.4663614416740849,0.7048499163099705
1,preprocess,k,4,random_anchor,0.1953625851974005,1.0890936737616617,0.21276815562821252,-0.1861250302276729,0.41814937824811826
1,preprocess,k,4,oracle_anchor,0.1953625851974005,0.683407624156567,0.13351228019884037,0.5329540192446766,0.7900180973147597
1,preprocess,k,4,position_top1,0.1953625851974005,0.9695973118617808,0.18942303744576763,0.059881052830408676,0.5751761951120932
1,preprocess,k,4,position_top2,0.1953625851974005,0.9349568945886669,0.18265559597497544,0.1258556052611164,0.5909433626134764
1,preprocess,k,4,position_top4,0.1953625851974005,0.8065013558141881,0.15756018983706832,0.34955556306987634,0.657315458388909
1,preprocess,k,4,position_top8,0.1953625851974005,0.8474418159583992,0.16555842397001255,0.2818423685651307,0.6157101357290706
1,preprocess,k,4,cached_v_top1,0.1953625851974005,0.9555243708258554,0.18667371130365867,0.0869731767578531,0.5787524928487471
1,preprocess,k,4,cached_v_top2,0.1953625851974005,0.8948433449460019,0.17481890921534016,0.19925538800585052,0.6180156406176469
1,preprocess,k,4,cached_v_top4,0.1953625851974005,0.8689503306838922,0.16976038301054122,0.24492532280435442,0.6306857373091925
1,preprocess,k,4,cached_v_top8,0.1953625851974005,0.8023534676657882,0.15674984768528727,0.35622891292468506,0.6701627604522433
1,preprocess,k,4,hybrid_top1,0.1953625851974005,0.9917222095844075,0.19374541466208808,0.016487059017020522,0.5594404034441245
1,preprocess,k,4,hybrid_top2,0.1953625851974005,0.9158848606236808,0.1789296341146031,0.16115492208034088,0.6063938496326968
1,preprocess,k,4,hybrid_top4,0.1953625851974005,0.8659090279925656,0.16916622625439584,0.2502015552409701,0.6308116054234253
1,preprocess,k,4,hybrid_top8,0.1953625851974005,0.7946845774845783,0.15525163347389112,0.36847642230815725,0.6758731252694812
1,preprocess,k,5,no_update,0.23866517992357184,1.0,0.23866517992357184,0.0,0.0
1,preprocess,k,5,mean_anchor,0.23866517992357184,0.7526946126214178,0.1796419951487939,0.4334508201306938,0.66099460538897
1,preprocess,k,5,random_anchor,0.23866517992357184,0.9434386044015916,0.2251659442663494,0.10992359972477717,0.5061925655126082
1,preprocess,k,5,oracle_anchor,0.23866517992357184,0.6213727005410591,0.14830002737422757,0.6138959670223114,0.7982035302620403
1,preprocess,k,5,position_top1,0.23866517992357184,0.6213727005410591,0.14830002737422757,0.6138959670223114,0.7982035302620403
1,preprocess,k,5,position_top2,0.23866517992357184,0.6673762654816303,0.15927947647789475,0.5546089202717924,0.7471094575659146
1,preprocess,k,5,position_top4,0.23866517992357184,0.6197630603268723,0.1479158623028965,0.6158937490542695,0.7850239778484014
1,preprocess,k,5,position_top8,0.23866517992357184,0.6210394760099571,0.14822049828155717,0.614309969237278,0.7839043716201749
1,preprocess,k,5,cached_v_top1,0.23866517992357184,0.8998800909206626,0.2147700438092201,0.19021582196462017,0.5532924715378926
1,preprocess,k,5,cached_v_top2,0.23866517992357184,0.8990572180839003,0.21457365271558004,0.19169611861123814,0.5398970240596344
1,preprocess,k,5,cached_v_top4,0.23866517992357184,0.87904190031381,0.20979669329875397,0.22728533749268576,0.5502401315120222
1,preprocess,k,5,cached_v_top8,0.23866517992357184,0.856165070634513,0.20433679062726365,0.2669813718253994,0.565306231068219
1,preprocess,k,5,hybrid_top1,0.23866517992357184,0.6213727005410591,0.14830002737422757,0.6138959670223114,0.7982035302620403
1,preprocess,k,5,hybrid_top2,0.23866517992357184,0.6023931094848046,0.1437702598599108,0.6371225416452282,0.809087242372821
1,preprocess,k,5,hybrid_top4,0.23866517992357184,0.6460163880117625,0.1541816174784033,0.5826628264202359,0.7644869659477143
1,preprocess,k,5,hybrid_top8,0.23866517992357184,0.6629618776753113,0.1582259158178472,0.5604815487492255,0.7488875280201189
1,preprocess,k,6,no_update,0.21119063747899552,1.0,0.21119063747899552,0.0,0.0
1,preprocess,k,6,mean_anchor,0.21119063747899552,0.6918720941360736,0.146116908614525,0.5213130053557641,0.7271617438831287
1,preprocess,k,6,random_anchor,0.21119063747899552,0.8500210947163628,0.17951649686374233,0.2774641385371962,0.6858585001746021
1,preprocess,k,6,oracle_anchor,0.21119063747899552,0.6411943251966847,0.13541423828620222,0.5888698373355681,0.7919514430257543
1,preprocess,k,6,position_top1,0.21119063747899552,0.7966256708585676,0.16823988326075337,0.36538754052913713,0.7286933490595535
1,preprocess,k,6,position_top2,0.21119063747899552,0.7365430689223073,0.1555510002564378,0.4575043076225094,0.744144106566301
1,preprocess,k,6,position_top4,0.21119063747899552,0.6769235976898552,0.14295992612069564,0.541774442890623,0.7535201562548127
1,preprocess,k,6,position_top8,0.21119063747899552,0.6801370283389163,0.1436385725879654,0.5374136226823081,0.7449642212069919
1,preprocess,k,6,cached_v_top1,0.21119063747899552,0.99421815892675,0.20996956677693362,0.011530252460303703,0.4730494602559759
1,preprocess,k,6,cached_v_top2,0.21119063747899552,0.9462817258816356,0.19984584092366672,0.10455089526247296,0.5123819678830651
1,preprocess,k,6,cached_v_top4,0.21119063747899552,0.8932534263211933,0.1886467605350698,0.2020983163654484,0.5541274024596199
1,preprocess,k,6,cached_v_top8,0.21119063747899552,0.8439797542105056,0.17824062231108265,0.28769817448277446,0.6058038920407948
1,preprocess,k,6,hybrid_top1,0.21119063747899552,0.6411943251966847,0.13541423828620222,0.5888698373355681,0.7919514430257543
1,preprocess,k,6,hybrid_top2,0.21119063747899552,0.7116500653301832,0.1502938309590502,0.4935541845155461,0.7219347880549053
1,preprocess,k,6,hybrid_top4,0.21119063747899552,0.6679583761049288,0.14106655525903458,0.5538316077912664,0.7559169299342837
1,preprocess,k,6,hybrid_top8,0.21119063747899552,0.6898045204136594,0.1456802564020535,0.5241697236168814,0.735104294962976
1,preprocess,k,7,no_update,0.21458774094529182,1.0,0.21458774094529182,0.0,0.0
1,preprocess,k,7,mean_anchor,0.21458774094529182,0.8093076205135656,0.17366749401581555,0.3450211753786705,0.6157823452444153
1,preprocess,k,7,random_anchor,0.21458774094529182,1.1346863897037653,0.24348978904790003,-0.2875132029789651,0.30891060460616165
1,preprocess,k,7,oracle_anchor,0.21458774094529182,0.7472759443563101,0.16035625676218015,0.44157866298638504,0.7131730690840625
1,preprocess,k,7,position_top1,0.21458774094529182,1.0278780339044251,0.2205700252628387,-0.05653325258322672,0.4624122398976643
1,preprocess,k,7,position_top2,0.21458774094529182,0.7938842034629228,0.170357817793261,0.3697478714920407,0.6487235930137031
1,preprocess,k,7,position_top4,0.21458774094529182,0.7689409407516555,0.16500529939624525,0.40872982963595894,0.6670919573013926
1,preprocess,k,7,position_top8,0.21458774094529182,0.7781010295744512,0.16697094216358718,0.39455878777517905,0.6509105657704165
1,preprocess,k,7,cached_v_top1,0.21458774094529182,0.9573076461616397,0.20542648517948103,0.08356207060046084,0.5245795399587299
1,preprocess,k,7,cached_v_top2,0.21458774094529182,0.9253959749804017,0.1985786317509102,0.14364228949007174,0.5378052507776921
1,preprocess,k,7,cached_v_top4,0.21458774094529182,0.9202797428396291,0.1974807510536701,0.15308519491902606,0.5473713031940398
1,preprocess,k,7,cached_v_top8,0.21458774094529182,0.9174072725335409,0.1968643541397542,0.15836389630256942,0.536946547356829
1,preprocess,k,7,hybrid_top1,0.21458774094529182,0.7472759443563101,0.16035625676218015,0.44157866298638504,0.7131730690840625
1,preprocess,k,7,hybrid_top2,0.21458774094529182,0.7850485476820399,0.16846179437947117,0.38369877778231987,0.6565453911915766
1,preprocess,k,7,hybrid_top4,0.21458774094529182,0.8532968963075408,0.1831070533342641,0.27188440675191805,0.5904924669120858
1,preprocess,k,7,hybrid_top8,0.21458774094529182,0.8062431913193427,0.17300990507774047,0.34997191645120174,0.6307191185153933
1,preprocess,k,8,no_update,0.19187611839970314,1.0,0.19187611839970314,0.0,0.0
1,preprocess,k,8,mean_anchor,0.19187611839970314,0.7732106132482574,0.14836065117552968,0.4021453475602538,0.6722451612864568
1,preprocess,k,8,random_anchor,0.19187611839970314,1.1138218637830655,0.2137158158114175,-0.24059914424118167,0.45559137095185787
1,preprocess,k,8,oracle_anchor,0.19187611839970314,0.7741327937761361,0.14853759559568286,0.4007184176003543,0.736115255913542
1,preprocess,k,8,position_top1,0.19187611839970314,1.0234903775638875,0.19638336086640534,-0.04753255296586878,0.5365020547003828
1,preprocess,k,8,position_top2,0.19187611839970314,1.0003026934609247,0.19193419804605033,-0.000605478545180782,0.5411587712154238
1,preprocess,k,8,position_top4,0.19187611839970314,0.8529135308199767,0.1636537376243227,0.27253850894420073,0.6225534862975931
1,preprocess,k,8,position_top8,0.19187611839970314,0.8857210513967598,0.16994871732691424,0.21549821911261835,0.5863019109493813
1,preprocess,k,8,cached_v_top1,0.19187611839970314,1.020476555780218,0.19580508044100636,-0.041372400897056405,0.5292779464853804
1,preprocess,k,8,cached_v_top2,0.19187611839970314,0.9623299622160645,0.18464813776975145,0.07392104382122788,0.5669391332279538
1,preprocess,k,8,cached_v_top4,0.19187611839970314,0.9399930933908597,0.18036222608236782,0.11641298437748249,0.5760551226405499
1,preprocess,k,8,cached_v_top8,0.19187611839970314,0.8726048910201388,0.16743203938554022,0.23856070416773156,0.6164905232900628
1,preprocess,k,8,hybrid_top1,0.19187611839970314,1.024386525745084,0.1965553103009243,-0.049367754128083696,0.5400420051168472
1,preprocess,k,8,hybrid_top2,0.19187611839970314,0.9659393416014841,0.18534069147605767,0.06696118834649145,0.5710748463547474
1,preprocess,k,8,hybrid_top4,0.19187611839970314,0.9338496678393818,0.17918344943387268,0.1279247978762763,0.5786845863963818
1,preprocess,k,8,hybrid_top8,0.19187611839970314,0.8686439896853694,0.16667203701206043,0.24545761918348397,0.6192513959776289
1,preprocess,k,9,no_update,0.1931968977717408,1.0,0.1931968977717408,0.0,0.0
1,preprocess,k,9,mean_anchor,0.1931968977717408,0.760563112558739,0.14693843390596767,0.42154375181496295,0.6816362826411606
1,preprocess,k,9,random_anchor,0.1931968977717408,1.096309789180418,0.21180365026644796,-0.20189515385281287,0.41721460865214943
1,preprocess,k,9,oracle_anchor,0.1931968977717408,0.7617643219270642,0.14717050382950247,0.41971511783900006,0.7341966082989145
1,preprocess,k,9,position_top1,0.1931968977717408,1.117076404400465,0.21581569590418043,-0.24785969326827129,0.44676687149066696
