example_id,sub_q_idx,offline10_count,draft15_count,offline10_inter_draft15,offline10_cover_draft15,draft15_remaining_after_offline10,remaining_frac_of_draft15,offline10_precision_vs_draft15,jaccard_offline10_draft15,residual5_budget_est,ideal_residual5_cover_remaining,ideal_final15_cover_draft15
152,1,169,288,112,0.3888888888888889,176,0.6111111111111112,0.6627218934911243,0.32463768115942027,84,0.4772727272727273,0.6805555555555556
153,0,129,229,87,0.3799126637554585,142,0.6200873362445415,0.6744186046511628,0.3210332103321033,64,0.4507042253521127,0.6593886462882096
154,0,145,250,85,0.34,165,0.66,0.5862068965517241,0.27419354838709675,72,0.43636363636363634,0.628
155,0,123,224,80,0.35714285714285715,144,0.6428571428571429,0.6504065040650406,0.299625468164794,62,0.4305555555555556,0.6339285714285714
155,1,150,256,88,0.34375,168,0.65625,0.5866666666666667,0.27672955974842767,75,0.44642857142857145,0.63671875
156,0,101,182,57,0.3131868131868132,125,0.6868131868131868,0.5643564356435643,0.252212389380531,50,0.4,0.5879120879120879
156,1,147,253,72,0.2845849802371542,181,0.7154150197628458,0.4897959183673469,0.21951219512195122,74,0.4088397790055249,0.5770750988142292
158,0,134,239,87,0.36401673640167365,152,0.6359832635983264,0.6492537313432836,0.3041958041958042,67,0.4407894736842105,0.6443514644351465
158,1,106,196,63,0.32142857142857145,133,0.6785714285714286,0.5943396226415094,0.26359832635983266,53,0.39849624060150374,0.5918367346938775
160,0,104,190,64,0.3368421052631579,126,0.6631578947368421,0.6153846153846154,0.2782608695652174,52,0.4126984126984127,0.6105263157894737
160,1,189,330,125,0.3787878787878788,205,0.6212121212121212,0.6613756613756614,0.31725888324873097,94,0.4585365853658537,0.6636363636363637
161,0,111,200,63,0.315,137,0.685,0.5675675675675675,0.2540322580645161,56,0.40875912408759124,0.595
161,1,175,304,95,0.3125,209,0.6875,0.5428571428571428,0.24739583333333334,88,0.42105263157894735,0.6019736842105263
162,0,132,243,86,0.35390946502057613,157,0.6460905349794238,0.6515151515151515,0.2975778546712803,66,0.42038216560509556,0.6255144032921811
163,0,123,222,77,0.34684684684684686,145,0.6531531531531531,0.6260162601626016,0.2873134328358209,62,0.42758620689655175,0.6261261261261262
163,1,186,316,116,0.3670886075949367,200,0.6329113924050633,0.6236559139784946,0.3005181347150259,93,0.465,0.6613924050632911
164,0,165,283,114,0.4028268551236749,169,0.5971731448763251,0.6909090909090909,0.3413173652694611,82,0.48520710059171596,0.6925795053003534
164,1,247,411,150,0.36496350364963503,261,0.635036496350365,0.6072874493927125,0.2952755905511811,124,0.47509578544061304,0.6666666666666666
165,0,162,287,95,0.3310104529616725,192,0.6689895470383276,0.5864197530864198,0.268361581920904,81,0.421875,0.6132404181184669
166,0,129,228,80,0.3508771929824561,148,0.6491228070175439,0.6201550387596899,0.2888086642599278,64,0.43243243243243246,0.631578947368421
166,1,154,268,76,0.2835820895522388,192,0.7164179104477612,0.4935064935064935,0.21965317919075145,77,0.4010416666666667,0.5708955223880597
167,0,121,215,81,0.3767441860465116,134,0.6232558139534884,0.6694214876033058,0.3176470588235294,60,0.44776119402985076,0.6558139534883721
167,1,120,213,68,0.3192488262910798,145,0.6807511737089202,0.5666666666666667,0.25660377358490566,60,0.41379310344827586,0.6009389671361502
169,0,104,190,66,0.3473684210526316,124,0.6526315789473685,0.6346153846153846,0.2894736842105263,52,0.41935483870967744,0.6210526315789474
169,1,150,264,60,0.22727272727272727,204,0.7727272727272727,0.4,0.1694915254237288,75,0.36764705882352944,0.5113636363636364
173,0,147,257,93,0.36186770428015563,164,0.6381322957198443,0.6326530612244898,0.2990353697749196,74,0.45121951219512196,0.6498054474708171
173,1,139,251,71,0.28286852589641437,180,0.7171314741035857,0.5107913669064749,0.2225705329153605,70,0.3888888888888889,0.5617529880478087
174,0,86,163,55,0.3374233128834356,108,0.6625766871165644,0.6395348837209303,0.28350515463917525,43,0.39814814814814814,0.6012269938650306
174,1,116,213,69,0.323943661971831,144,0.676056338028169,0.5948275862068966,0.2653846153846154,58,0.4027777777777778,0.596244131455399
176,0,111,204,65,0.31862745098039214,139,0.6813725490196079,0.5855855855855856,0.26,56,0.4028776978417266,0.5931372549019608
178,0,108,197,74,0.3756345177664975,123,0.6243654822335025,0.6851851851851852,0.3203463203463203,54,0.43902439024390244,0.649746192893401
178,1,90,168,52,0.30952380952380953,116,0.6904761904761905,0.5777777777777777,0.2524271844660194,45,0.3879310344827586,0.5773809523809523
179,0,102,187,59,0.3155080213903743,128,0.6844919786096256,0.5784313725490197,0.2565217391304348,51,0.3984375,0.5882352941176471
179,1,106,201,45,0.22388059701492538,156,0.7761194029850746,0.42452830188679247,0.1717557251908397,53,0.33974358974358976,0.48756218905472637
180,0,150,257,101,0.39299610894941633,156,0.6070038910505836,0.6733333333333333,0.3300653594771242,75,0.4807692307692308,0.6848249027237354
180,1,126,234,50,0.21367521367521367,184,0.7863247863247863,0.3968253968253968,0.16129032258064516,63,0.3423913043478261,0.4829059829059829
183,0,156,266,103,0.38721804511278196,163,0.6127819548872181,0.6602564102564102,0.322884012539185,78,0.4785276073619632,0.6804511278195489
183,1,156,267,82,0.30711610486891383,185,0.6928838951310862,0.5256410256410257,0.2404692082111437,78,0.42162162162162165,0.599250936329588
186,0,111,200,64,0.32,136,0.68,0.5765765765765766,0.2591093117408907,56,0.4117647058823529,0.6
186,1,162,284,102,0.3591549295774648,182,0.6408450704225352,0.6296296296296297,0.29651162790697677,81,0.44505494505494503,0.6443661971830986
188,0,80,157,51,0.3248407643312102,106,0.6751592356687898,0.6375,0.27419354838709675,40,0.37735849056603776,0.5796178343949044
188,1,113,210,60,0.2857142857142857,150,0.7142857142857143,0.5309734513274337,0.22813688212927757,56,0.37333333333333335,0.5523809523809524
191,0,103,188,53,0.28191489361702127,135,0.7180851063829787,0.5145631067961165,0.22268907563025211,52,0.3851851851851852,0.5585106382978723
191,1,149,257,78,0.3035019455252918,179,0.6964980544747081,0.5234899328859061,0.23780487804878048,74,0.4134078212290503,0.5914396887159533
