example_id,sub_q_idx,method,online_count,fixed_count,intersection,residual_count,online_covered,residual_ratio_online,num_chunks,residual_nonempty_chunks,residual_max_chunk_count,residual_max_chunk_frac,residual_chunk_entropy
79,0,draft_smart_mean_score_global,189,167,111,78,0.5873015873015873,0.4126984126984127,10,10,23,0.2948717948717949,0.7151734115885492
79,1,draft_smart_frequency_global,235,146,77,158,0.3276595744680851,0.6723404255319149,10,8,50,0.31645569620253167,0.74697501424728
79,1,draft_smart_mean_score_global,235,158,75,160,0.3191489361702128,0.6808510638297872,10,9,51,0.31875,0.7687704502911054
79,2,draft_smart_frequency_global,206,287,98,108,0.47572815533980584,0.5242718446601942,12,8,52,0.48148148148148145,0.5313591118166183
79,2,draft_smart_mean_score_global,206,271,90,116,0.4368932038834951,0.5631067961165048,12,11,51,0.4396551724137931,0.6300307186604345
80,0,draft_smart_frequency_global,199,218,125,74,0.628140703517588,0.37185929648241206,12,6,20,0.2702702702702703,0.6419978724290452
80,0,draft_smart_mean_score_global,199,211,107,92,0.5376884422110553,0.4623115577889447,12,10,26,0.2826086956521739,0.7109016039631062
81,0,draft_smart_frequency_global,199,164,138,61,0.6934673366834171,0.3065326633165829,10,8,15,0.2459016393442623,0.7709878097705254
81,0,draft_smart_mean_score_global,199,166,124,75,0.6231155778894473,0.3768844221105528,10,10,18,0.24,0.8874886119820881
81,1,draft_smart_frequency_global,244,289,115,129,0.4713114754098361,0.5286885245901639,14,9,49,0.3798449612403101,0.7024902480957119
81,1,draft_smart_mean_score_global,244,288,111,133,0.45491803278688525,0.5450819672131147,14,11,46,0.3458646616541353,0.7635680177921903
82,0,draft_smart_frequency_global,197,120,103,94,0.5228426395939086,0.47715736040609136,10,8,42,0.44680851063829785,0.7041052997813552
82,0,draft_smart_mean_score_global,197,135,96,101,0.4873096446700508,0.5126903553299492,10,9,41,0.40594059405940597,0.7756777076658963
82,1,draft_smart_frequency_global,246,225,67,179,0.27235772357723576,0.7276422764227642,12,9,85,0.4748603351955307,0.6450893400006628
82,1,draft_smart_mean_score_global,246,232,76,170,0.3089430894308943,0.6910569105691057,12,9,82,0.4823529411764706,0.6439410685261604
84,0,draft_smart_frequency_global,191,127,110,81,0.5759162303664922,0.42408376963350786,10,9,20,0.24691358024691357,0.8542862896432072
84,0,draft_smart_mean_score_global,191,129,107,84,0.5602094240837696,0.4397905759162304,10,10,19,0.2261904761904762,0.8899326577181269
84,1,draft_smart_frequency_global,188,276,118,70,0.6276595744680851,0.3723404255319149,12,4,26,0.37142857142857144,0.47715433742520214
84,1,draft_smart_mean_score_global,188,272,114,74,0.6063829787234043,0.39361702127659576,12,7,25,0.33783783783783783,0.5800399018909003
85,0,draft_smart_frequency_global,307,298,194,113,0.6319218241042345,0.36807817589576547,13,11,36,0.3185840707964602,0.7904632016011723
85,0,draft_smart_mean_score_global,307,293,165,142,0.5374592833876222,0.46254071661237783,13,13,37,0.2605633802816901,0.8710275400964949
86,0,draft_smart_frequency_global,127,145,103,24,0.8110236220472441,0.1889763779527559,10,7,12,0.5,0.671168639060841
86,0,draft_smart_mean_score_global,127,132,93,34,0.7322834645669292,0.2677165354330709,10,8,13,0.38235294117647056,0.7835942911826752
86,1,draft_smart_frequency_global,208,272,117,91,0.5625,0.4375,13,9,24,0.26373626373626374,0.7356369047826006
86,1,draft_smart_mean_score_global,208,277,116,92,0.5576923076923077,0.4423076923076923,13,11,21,0.22826086956521738,0.8039113713668604
88,0,draft_smart_frequency_global,209,142,123,86,0.5885167464114832,0.41148325358851673,10,8,35,0.4069767441860465,0.7327086759327773
88,0,draft_smart_mean_score_global,209,149,117,92,0.5598086124401914,0.44019138755980863,10,8,35,0.3804347826086957,0.7601462765573586
88,1,draft_smart_frequency_global,141,100,81,60,0.574468085106383,0.425531914893617,10,9,17,0.2833333333333333,0.7526450190283223
88,1,draft_smart_mean_score_global,141,102,73,68,0.5177304964539007,0.48226950354609927,10,9,20,0.29411764705882354,0.7877303340302927
88,2,draft_smart_frequency_global,163,292,89,74,0.5460122699386503,0.4539877300613497,12,5,27,0.36486486486486486,0.6043767017572372
88,2,draft_smart_mean_score_global,163,276,88,75,0.5398773006134969,0.4601226993865031,12,6,26,0.3466666666666667,0.6273573103509421
89,0,draft_smart_frequency_global,195,173,138,57,0.7076923076923077,0.2923076923076923,10,7,19,0.3333333333333333,0.7128598359215126
89,0,draft_smart_mean_score_global,195,161,114,81,0.5846153846153846,0.4153846153846154,10,9,22,0.2716049382716049,0.8021640697056331
89,1,draft_smart_frequency_global,243,352,151,92,0.6213991769547325,0.3786008230452675,14,5,34,0.3695652173913043,0.5470291618057803
89,1,draft_smart_mean_score_global,243,342,138,105,0.5679012345679012,0.43209876543209874,14,8,35,0.3333333333333333,0.6107148396885179
90,0,draft_smart_frequency_global,243,101,96,147,0.3950617283950617,0.6049382716049383,10,10,63,0.42857142857142855,0.7632029648279903
90,0,draft_smart_mean_score_global,243,128,101,142,0.4156378600823045,0.5843621399176955,10,10,61,0.4295774647887324,0.772301201305955
90,1,draft_smart_frequency_global,178,269,89,89,0.5,0.5,10,7,39,0.43820224719101125,0.6825920796606888
90,1,draft_smart_mean_score_global,178,259,91,87,0.5112359550561798,0.4887640449438202,10,8,39,0.4482758620689655,0.6836228924404449
90,2,draft_smart_frequency_global,265,332,100,165,0.37735849056603776,0.6226415094339622,14,9,48,0.2909090909090909,0.7177386469874868
90,2,draft_smart_mean_score_global,265,328,99,166,0.37358490566037733,0.6264150943396226,14,10,47,0.28313253012048195,0.7129151912962554
91,0,draft_smart_frequency_global,147,147,103,44,0.7006802721088435,0.29931972789115646,10,8,17,0.38636363636363635,0.754111811969993
91,0,draft_smart_mean_score_global,147,141,95,52,0.6462585034013606,0.35374149659863946,10,10,14,0.2692307692307692,0.9007402684066218
91,1,draft_smart_frequency_global,187,325,114,73,0.6096256684491979,0.39037433155080214,14,8,30,0.410958904109589,0.6074111732745628
91,1,draft_smart_mean_score_global,187,292,98,89,0.5240641711229946,0.47593582887700536,14,9,30,0.33707865168539325,0.7020785498336954
93,0,draft_smart_frequency_global,189,137,104,85,0.5502645502645502,0.4497354497354497,10,9,26,0.3058823529411765,0.8654154056976193
93,0,draft_smart_mean_score_global,189,141,92,97,0.48677248677248675,0.5132275132275133,10,9,29,0.29896907216494845,0.8699188674258379
93,1,draft_smart_frequency_global,228,282,121,107,0.5307017543859649,0.4692982456140351,13,4,35,0.32710280373831774,0.5303473959276028
93,1,draft_smart_mean_score_global,228,272,109,119,0.4780701754385965,0.5219298245614035,13,10,38,0.31932773109243695,0.6385821306763736
95,0,draft_smart_frequency_global,158,159,102,56,0.6455696202531646,0.35443037974683544,12,5,30,0.5357142857142857,0.5155546271490581
95,0,draft_smart_mean_score_global,158,161,90,68,0.569620253164557,0.43037974683544306,12,9,29,0.4264705882352941,0.6915898116290293
96,0,draft_smart_frequency_global,162,148,129,33,0.7962962962962963,0.2037037037037037,10,7,10,0.30303030303030304,0.7225324233931625
96,0,draft_smart_mean_score_global,162,152,115,47,0.7098765432098766,0.29012345679012347,10,10,11,0.23404255319148937,0.8828426130219588
96,1,draft_smart_frequency_global,179,246,145,34,0.8100558659217877,0.18994413407821228,12,4,21,0.6176470588235294,0.3501662923323324
96,1,draft_smart_mean_score_global,179,242,134,45,0.7486033519553073,0.25139664804469275,12,7,22,0.4888888888888889,0.5656433331369065
97,0,draft_smart_frequency_global,173,124,118,55,0.6820809248554913,0.3179190751445087,10,7,18,0.32727272727272727,0.7213593758254604
97,0,draft_smart_mean_score_global,173,134,102,71,0.5895953757225434,0.41040462427745666,10,10,26,0.36619718309859156,0.8128254149430131
97,1,draft_smart_frequency_global,177,295,134,43,0.7570621468926554,0.24293785310734464,12,4,25,0.5813953488372093,0.38387170236333773
97,1,draft_smart_mean_score_global,177,271,114,63,0.6440677966101694,0.3559322033898305,12,9,25,0.3968253968253968,0.6739798687487786
98,0,draft_smart_frequency_global,179,146,123,56,0.6871508379888268,0.3128491620111732,10,5,23,0.4107142857142857,0.5351489792521201
98,0,draft_smart_mean_score_global,179,148,105,74,0.5865921787709497,0.4134078212290503,10,9,27,0.36486486486486486,0.7267030461641923
98,1,draft_smart_frequency_global,187,226,111,76,0.5935828877005348,0.40641711229946526,12,5,33,0.4342105263157895,0.49020965943736694
98,1,draft_smart_mean_score_global,187,227,107,80,0.5721925133689839,0.42780748663101603,12,9,32,0.4,0.6026665550329552
100,0,draft_smart_frequency_global,199,143,116,83,0.5829145728643216,0.41708542713567837,10,8,51,0.6144578313253012,0.6076958002759949
100,0,draft_smart_mean_score_global,199,150,103,96,0.5175879396984925,0.4824120603015075,10,10,51,0.53125,0.7335403439485257
100,1,draft_smart_frequency_global,208,302,159,49,0.7644230769230769,0.23557692307692307,14,6,23,0.46938775510204084,0.5326076984118845
100,1,draft_smart_mean_score_global,208,299,134,74,0.6442307692307693,0.3557692307692308,14,11,29,0.3918918918918919,0.6540093791798562
101,0,draft_smart_frequency_global,133,82,73,60,0.5488721804511278,0.45112781954887216,10,8,22,0.36666666666666664,0.739895869590456
101,0,draft_smart_mean_score_global,133,91,65,68,0.48872180451127817,0.5112781954887218,10,10,21,0.3088235294117647,0.8140050887159446
101,1,draft_smart_frequency_global,236,257,133,103,0.5635593220338984,0.4364406779661017,12,6,37,0.3592233009708738,0.6289198639806248
101,1,draft_smart_mean_score_global,236,258,127,109,0.538135593220339,0.461864406779661,12,8,35,0.3211009174311927,0.6967960987248808
102,0,draft_smart_frequency_global,189,154,116,73,0.6137566137566137,0.3862433862433862,10,4,48,0.6575342465753424,0.4030498560204833
102,0,draft_smart_mean_score_global,189,162,106,83,0.5608465608465608,0.43915343915343913,10,7,47,0.5662650602409639,0.5366199888697297
102,1,draft_smart_frequency_global,253,339,149,104,0.5889328063241107,0.41106719367588934,12,6,48,0.46153846153846156,0.4864138198095751
102,1,draft_smart_mean_score_global,253,321,131,122,0.5177865612648221,0.48221343873517786,12,10,52,0.4262295081967213,0.577956420139708
103,0,draft_smart_frequency_global,205,87,78,127,0.3804878048780488,0.6195121951219512,10,9,44,0.3464566929133858,0.8245820306423173
103,0,draft_smart_mean_score_global,205,98,80,125,0.3902439024390244,0.6097560975609756,10,10,39,0.312,0.8479284646934295
103,1,draft_smart_frequency_global,168,310,103,65,0.6130952380952381,0.3869047619047619,12,5,34,0.5230769230769231,0.4486701476323174
103,1,draft_smart_mean_score_global,168,294,94,74,0.5595238095238095,0.44047619047619047,12,4,37,0.5,0.4436259586423907
104,0,draft_smart_frequency_global,325,324,185,140,0.5692307692307692,0.4307692307692308,13,8,45,0.32142857142857145,0.6942131020478011
104,0,draft_smart_mean_score_global,325,331,177,148,0.5446153846153846,0.4553846153846154,13,10,43,0.2905405405405405,0.7371525557118308
105,0,draft_smart_frequency_global,361,262,211,150,0.5844875346260388,0.4155124653739612,10,10,75,0.5,0.7226505722541419
105,0,draft_smart_mean_score_global,361,269,199,162,0.5512465373961218,0.4487534626038781,10,10,71,0.4382716049382716,0.7858889935448234
105,1,draft_smart_frequency_global,461,484,236,225,0.5119305856832972,0.4880694143167028,13,12,61,0.27111111111111114,0.8245553321844277
105,1,draft_smart_mean_score_global,461,462,216,245,0.4685466377440347,0.5314533622559653,13,13,64,0.2612244897959184,0.8506915706130996
109,0,draft_smart_frequency_global,282,286,131,151,0.4645390070921986,0.5354609929078015,11,7,71,0.47019867549668876,0.6200801274784371
109,0,draft_smart_mean_score_global,282,286,128,154,0.45390070921985815,0.5460992907801419,11,9,68,0.44155844155844154,0.6660734201998438
112,0,draft_smart_frequency_global,123,114,87,36,0.7073170731707317,0.2926829268292683,10,6,19,0.5277777777777778,0.5049537962645922
112,0,draft_smart_mean_score_global,123,107,75,48,0.6097560975609756,0.3902439024390244,10,8,19,0.3958333333333333,0.6592921996428369
112,1,draft_smart_frequency_global,174,219,98,76,0.5632183908045977,0.4367816091954023,12,4,43,0.5657894736842105,0.4545501146713564
112,1,draft_smart_mean_score_global,174,218,94,80,0.5402298850574713,0.45977011494252873,12,5,41,0.5125,0.5190298890441098
113,0,draft_smart_frequency_global,218,158,139,79,0.6376146788990825,0.3623853211009174,10,7,35,0.4430379746835443,0.6321493157727949
113,0,draft_smart_mean_score_global,218,161,119,99,0.5458715596330275,0.4541284403669725,10,10,34,0.3434343434343434,0.7325207595651023
113,1,draft_smart_frequency_global,199,293,126,73,0.6331658291457286,0.36683417085427134,12,4,38,0.5205479452054794,0.3989361775316907
113,1,draft_smart_mean_score_global,199,273,119,80,0.5979899497487438,0.4020100502512563,12,7,37,0.4625,0.5082810850610838
114,0,draft_smart_frequency_global,258,139,114,144,0.4418604651162791,0.5581395348837209,10,8,49,0.3402777777777778,0.7918180045840326
114,0,draft_smart_mean_score_global,258,147,106,152,0.4108527131782946,0.5891472868217055,10,9,45,0.29605263157894735,0.8450891529555166
114,1,draft_smart_frequency_global,201,335,143,58,0.7114427860696517,0.2885572139303483,12,5,25,0.43103448275862066,0.5690648859655805
114,1,draft_smart_mean_score_global,201,323,131,70,0.6517412935323383,0.3482587064676617,12,6,29,0.4142857142857143,0.5932354594799245
117,0,draft_smart_frequency_global,201,129,116,85,0.5771144278606966,0.4228855721393035,10,7,25,0.29411764705882354,0.7554296381886426
117,0,draft_smart_mean_score_global,201,138,110,91,0.5472636815920398,0.4527363184079602,10,9,23,0.25274725274725274,0.8700715975604956
117,1,draft_smart_frequency_global,153,285,88,65,0.5751633986928104,0.42483660130718953,12,2,46,0.7076923076923077,0.24314999583447455
117,1,draft_smart_mean_score_global,153,264,81,72,0.5294117647058824,0.47058823529411764,12,5,46,0.6388888888888888,0.3852516950598541
118,0,draft_smart_frequency_global,212,219,118,94,0.5566037735849056,0.44339622641509435,12,7,38,0.40425531914893614,0.6044447100103962
118,0,draft_smart_mean_score_global,212,218,110,102,0.5188679245283019,0.4811320754716981,12,10,38,0.37254901960784315,0.6722537460940761
119,0,draft_smart_frequency_global,211,145,129,82,0.6113744075829384,0.3886255924170616,10,6,36,0.43902439024390244,0.6343683820973389
119,0,draft_smart_mean_score_global,211,147,111,100,0.5260663507109005,0.47393364928909953,10,10,34,0.34,0.8214189054583326
119,1,draft_smart_frequency_global,177,289,103,74,0.5819209039548022,0.4180790960451977,12,4,44,0.5945945945945946,0.40275590321710225
119,1,draft_smart_mean_score_global,177,277,90,87,0.5084745762711864,0.4915254237288136,12,6,46,0.5287356321839081,0.5053538251058555
120,0,draft_smart_frequency_global,323,314,188,135,0.5820433436532507,0.4179566563467492,12,10,25,0.18518518518518517,0.8791589110067938
120,0,draft_smart_mean_score_global,323,316,173,150,0.5356037151702786,0.46439628482972134,12,11,27,0.18,0.901425728846155
121,0,draft_smart_frequency_global,269,150,130,139,0.483271375464684,0.516728624535316,10,8,66,0.4748201438848921,0.6251296646138893
121,0,draft_smart_mean_score_global,269,163,122,147,0.45353159851301117,0.5464684014869888,10,8,64,0.43537414965986393,0.6395284246729976
121,1,draft_smart_frequency_global,281,387,155,126,0.5516014234875445,0.4483985765124555,12,5,60,0.47619047619047616,0.4879808693426756
121,1,draft_smart_mean_score_global,281,367,137,144,0.4875444839857651,0.5124555160142349,12,10,62,0.4305555555555556,0.5949427957847275
123,0,draft_smart_frequency_global,291,202,175,116,0.6013745704467354,0.39862542955326463,10,9,25,0.21551724137931033,0.8362762808272086
123,0,draft_smart_mean_score_global,291,195,155,136,0.5326460481099656,0.46735395189003437,10,9,30,0.22058823529411764,0.828225265308626
123,1,draft_smart_frequency_global,233,275,160,73,0.6866952789699571,0.3133047210300429,10,7,27,0.3698630136986301,0.6970562676417582
123,1,draft_smart_mean_score_global,233,277,158,75,0.6781115879828327,0.3218884120171674,10,9,26,0.3466666666666667,0.7426391486330249
123,2,draft_smart_frequency_global,220,351,165,55,0.75,0.25,10,5,19,0.34545454545454546,0.6052310428433753
123,2,draft_smart_mean_score_global,220,353,155,65,0.7045454545454546,0.29545454545454547,10,6,22,0.3384615384615385,0.647092542836567
123,3,draft_smart_frequency_global,252,459,202,50,0.8015873015873016,0.1984126984126984,12,6,17,0.34,0.652488472064441
123,3,draft_smart_mean_score_global,252,455,197,55,0.7817460317460317,0.21825396825396826,12,7,18,0.32727272727272727,0.711293575411323
125,0,draft_smart_frequency_global,323,310,205,118,0.6346749226006192,0.3653250773993808,12,7,54,0.4576271186440678,0.5351118917253327
125,0,draft_smart_mean_score_global,323,308,184,139,0.5696594427244582,0.43034055727554177,12,11,54,0.38848920863309355,0.6674424519903552
126,0,draft_smart_frequency_global,197,119,108,89,0.5482233502538071,0.4517766497461929,10,8,37,0.4157303370786517,0.7149340665925108
126,0,draft_smart_mean_score_global,197,129,88,109,0.4467005076142132,0.5532994923857868,10,10,45,0.41284403669724773,0.7720178041559924
126,1,draft_smart_frequency_global,227,302,88,139,0.3876651982378855,0.6123348017621145,14,8,52,0.37410071942446044,0.5750710075186868
126,1,draft_smart_mean_score_global,227,300,93,134,0.40969162995594716,0.5903083700440529,14,12,47,0.35074626865671643,0.6514264603466312
127,0,draft_smart_frequency_global,154,171,116,38,0.7532467532467533,0.24675324675324675,11,3,25,0.6578947368421053,0.32916186766966404
127,0,draft_smart_mean_score_global,154,169,101,53,0.6558441558441559,0.34415584415584416,11,8,27,0.5094339622641509,0.5546120284597238
128,0,draft_smart_frequency_global,250,267,146,104,0.584,0.416,12,9,47,0.4519230769230769,0.6362847522261041
128,0,draft_smart_mean_score_global,250,270,139,111,0.556,0.444,12,10,48,0.43243243243243246,0.670958847838614
129,0,draft_smart_frequency_global,296,319,205,91,0.6925675675675675,0.30743243243243246,11,7,47,0.5164835164835165,0.6188564004232813
129,0,draft_smart_mean_score_global,296,316,195,101,0.6587837837837838,0.34121621621621623,11,11,50,0.49504950495049505,0.6719741289925649
130,0,draft_smart_frequency_global,142,106,99,43,0.6971830985915493,0.3028169014084507,10,9,13,0.3023255813953488,0.7977339644889488
130,0,draft_smart_mean_score_global,142,107,90,52,0.6338028169014085,0.36619718309859156,10,10,12,0.23076923076923078,0.9261311547535708
130,1,draft_smart_frequency_global,221,273,128,93,0.579185520361991,0.42081447963800905,12,8,48,0.5161290322580645,0.5206429520341981
130,1,draft_smart_mean_score_global,221,262,116,105,0.5248868778280543,0.4751131221719457,12,10,48,0.45714285714285713,0.6186203960355567
131,0,draft_smart_frequency_global,146,128,101,45,0.6917808219178082,0.3082191780821918,10,4,26,0.5777777777777777,0.39416169686107255
131,0,draft_smart_mean_score_global,146,129,85,61,0.5821917808219178,0.4178082191780822,10,10,26,0.4262295081967213,0.6640918683486471
131,1,draft_smart_frequency_global,184,250,149,35,0.8097826086956522,0.19021739130434784,12,7,19,0.5428571428571428,0.5554540456500776
131,1,draft_smart_mean_score_global,184,242,129,55,0.7010869565217391,0.29891304347826086,12,11,17,0.3090909090909091,0.7819742168567814
133,0,draft_smart_frequency_global,180,161,125,55,0.6944444444444444,0.3055555555555556,10,6,18,0.32727272727272727,0.6715498908959927
133,0,draft_smart_mean_score_global,180,163,104,76,0.5777777777777777,0.4222222222222222,10,9,22,0.2894736842105263,0.8542415648411393
133,1,draft_smart_frequency_global,196,253,146,50,0.7448979591836735,0.25510204081632654,12,5,23,0.46,0.5310125144638977
133,1,draft_smart_mean_score_global,196,240,126,70,0.6428571428571429,0.35714285714285715,12,12,27,0.38571428571428573,0.7094757571159507
135,0,draft_smart_frequency_global,184,143,136,48,0.7391304347826086,0.2608695652173913,10,8,13,0.2708333333333333,0.7574173339778222
135,0,draft_smart_mean_score_global,184,136,118,66,0.6413043478260869,0.358695652173913,10,10,17,0.25757575757575757,0.891565321841848
135,1,draft_smart_frequency_global,186,307,110,76,0.5913978494623656,0.40860215053763443,14,4,31,0.40789473684210525,0.42643769709745016
135,1,draft_smart_mean_score_global,186,302,106,80,0.5698924731182796,0.43010752688172044,14,6,31,0.3875,0.4796025023932104
136,0,draft_smart_frequency_global,118,108,99,19,0.8389830508474576,0.16101694915254236,10,8,5,0.2631578947368421,0.8490821523187252
136,0,draft_smart_mean_score_global,118,104,78,40,0.6610169491525424,0.3389830508474576,10,10,13,0.325,0.8402649665427607
136,1,draft_smart_frequency_global,207,249,114,93,0.5507246376811594,0.4492753623188406,12,7,29,0.3118279569892473,0.6785876429936724
136,1,draft_smart_mean_score_global,207,231,109,98,0.5265700483091788,0.47342995169082125,12,9,30,0.30612244897959184,0.7229791963936485
138,0,draft_smart_frequency_global,234,166,142,92,0.6068376068376068,0.39316239316239315,10,9,25,0.2717391304347826,0.8275183944225286
138,0,draft_smart_mean_score_global,234,172,122,112,0.5213675213675214,0.47863247863247865,10,10,28,0.25,0.8770182449177888
138,1,draft_smart_frequency_global,293,440,190,103,0.6484641638225256,0.3515358361774744,14,7,28,0.27184466019417475,0.6711086393635622
138,1,draft_smart_mean_score_global,293,423,166,127,0.5665529010238908,0.4334470989761092,14,9,33,0.25984251968503935,0.7200078762243058
141,0,draft_smart_frequency_global,142,148,107,35,0.7535211267605634,0.24647887323943662,10,4,32,0.9142857142857143,0.16793092131319587
141,0,draft_smart_mean_score_global,142,148,101,41,0.7112676056338029,0.2887323943661972,10,6,30,0.7317073170731707,0.4327720237277694
141,1,draft_smart_frequency_global,218,305,105,113,0.481651376146789,0.518348623853211,12,5,61,0.5398230088495575,0.40853736067455004
141,1,draft_smart_mean_score_global,218,304,98,120,0.44954128440366975,0.5504587155963303,12,9,56,0.4666666666666667,0.5309024403826075
142,0,draft_smart_frequency_global,268,179,146,122,0.5447761194029851,0.4552238805970149,10,9,28,0.22950819672131148,0.892806713183986
142,0,draft_smart_mean_score_global,268,182,136,132,0.5074626865671642,0.4925373134328358,10,10,30,0.22727272727272727,0.9211197565305075
142,1,draft_smart_frequency_global,350,358,210,140,0.6,0.4,13,10,36,0.2571428571428571,0.7740186449528038
142,1,draft_smart_mean_score_global,350,360,194,156,0.5542857142857143,0.44571428571428573,13,13,34,0.21794871794871795,0.8458256542343322
143,0,draft_smart_frequency_global,193,119,107,86,0.5544041450777202,0.44559585492227977,10,7,20,0.23255813953488372,0.7639637636449057
143,0,draft_smart_mean_score_global,193,132,103,90,0.533678756476684,0.46632124352331605,10,9,21,0.23333333333333334,0.8301477580671832
143,1,draft_smart_frequency_global,158,235,90,68,0.569620253164557,0.43037974683544306,12,6,24,0.35294117647058826,0.628451170960148
143,1,draft_smart_mean_score_global,158,226,87,71,0.5506329113924051,0.44936708860759494,12,9,24,0.3380281690140845,0.7062168641889006
144,0,draft_smart_frequency_global,149,109,92,57,0.6174496644295302,0.3825503355704698,10,6,24,0.42105263157894735,0.6288828945245851
144,0,draft_smart_mean_score_global,149,109,79,70,0.5302013422818792,0.4697986577181208,10,10,29,0.4142857142857143,0.7593640865504958
144,1,draft_smart_frequency_global,178,222,108,70,0.6067415730337079,0.39325842696629215,12,7,29,0.4142857142857143,0.6330844517153978
144,1,draft_smart_mean_score_global,178,215,94,84,0.5280898876404494,0.47191011235955055,12,9,31,0.36904761904761907,0.69485163133898
145,0,draft_smart_frequency_global,154,127,97,57,0.6298701298701299,0.37012987012987014,10,6,20,0.3508771929824561,0.6102908220941832
145,0,draft_smart_mean_score_global,154,136,87,67,0.564935064935065,0.43506493506493504,10,8,21,0.31343283582089554,0.7444107482299225
145,1,draft_smart_frequency_global,210,227,131,79,0.6238095238095238,0.3761904761904762,12,7,24,0.3037974683544304,0.674000011713915
145,1,draft_smart_mean_score_global,210,220,124,86,0.5904761904761905,0.4095238095238095,12,10,23,0.26744186046511625,0.7734561945260303
146,0,draft_smart_frequency_global,152,174,129,23,0.8486842105263158,0.1513157894736842,10,6,11,0.4782608695652174,0.5984412793540598
146,0,draft_smart_mean_score_global,152,161,113,39,0.743421052631579,0.2565789473684211,10,9,15,0.38461538461538464,0.7874447029698592
146,1,draft_smart_frequency_global,259,282,160,99,0.6177606177606177,0.38223938223938225,12,8,42,0.42424242424242425,0.6772979312280503
146,1,draft_smart_mean_score_global,259,293,154,105,0.5945945945945946,0.40540540540540543,12,9,44,0.41904761904761906,0.6870874619407965
147,0,draft_smart_frequency_global,137,154,113,24,0.8248175182481752,0.17518248175182483,10,4,11,0.4583333333333333,0.5015329334603742
147,0,draft_smart_mean_score_global,137,156,101,36,0.7372262773722628,0.26277372262773724,10,7,14,0.3888888888888889,0.6609271899250888
147,1,draft_smart_frequency_global,302,307,113,189,0.3741721854304636,0.6258278145695364,12,6,99,0.5238095238095238,0.41541078366318307
147,1,draft_smart_mean_score_global,302,309,117,185,0.38741721854304634,0.6125827814569537,12,8,93,0.5027027027027027,0.47301168437399094
149,0,draft_smart_frequency_global,268,246,186,82,0.6940298507462687,0.30597014925373134,11,11,22,0.2682926829268293,0.8333062657826694
149,0,draft_smart_mean_score_global,268,249,171,97,0.6380597014925373,0.3619402985074627,11,11,26,0.26804123711340205,0.8730744928791436
150,0,draft_smart_frequency_global,126,88,58,68,0.4603174603174603,0.5396825396825397,10,9,12,0.17647058823529413,0.9287945089539229
150,0,draft_smart_mean_score_global,126,95,52,74,0.4126984126984127,0.5873015873015873,10,10,16,0.21621621621621623,0.9251068598350949
150,1,draft_smart_frequency_global,260,336,155,105,0.5961538461538461,0.40384615384615385,12,5,63,0.6,0.38240057977068265
150,1,draft_smart_mean_score_global,260,319,141,119,0.5423076923076923,0.4576923076923077,12,8,68,0.5714285714285714,0.4444447649723711
151,0,draft_smart_frequency_global,140,138,102,38,0.7285714285714285,0.2714285714285714,10,5,20,0.5263157894736842,0.4569295859803513
151,0,draft_smart_mean_score_global,140,131,88,52,0.6285714285714286,0.37142857142857144,10,8,21,0.40384615384615385,0.6877045916857475
151,1,draft_smart_frequency_global,199,260,157,42,0.7889447236180904,0.21105527638190955,12,3,27,0.6428571428571429,0.29748866855913214
151,1,draft_smart_mean_score_global,199,242,130,69,0.6532663316582915,0.34673366834170855,12,8,33,0.4782608695652174,0.5717732337797061
152,0,draft_smart_frequency_global,254,183,153,101,0.6023622047244095,0.39763779527559057,10,9,33,0.32673267326732675,0.8363159918563065
152,0,draft_smart_mean_score_global,254,180,138,116,0.5433070866141733,0.4566929133858268,10,10,36,0.3103448275862069,0.8763914360130762
152,1,draft_smart_frequency_global,258,322,176,82,0.6821705426356589,0.3178294573643411,12,10,28,0.34146341463414637,0.6895040393168059
152,1,draft_smart_mean_score_global,258,319,160,98,0.6201550387596899,0.3798449612403101,12,10,32,0.32653061224489793,0.7567183938912742
153,0,draft_smart_frequency_global,200,221,160,40,0.8,0.2,11,6,25,0.625,0.4734852523819279
153,0,draft_smart_mean_score_global,200,217,143,57,0.715,0.285,11,9,29,0.5087719298245614,0.6353080528348436
154,0,draft_smart_frequency_global,222,245,160,62,0.7207207207207207,0.27927927927927926,11,4,36,0.5806451612903226,0.37382836872242386
154,0,draft_smart_mean_score_global,222,246,150,72,0.6756756756756757,0.32432432432432434,11,6,35,0.4861111111111111,0.5346012855243552
155,0,draft_smart_frequency_global,189,145,123,66,0.6507936507936508,0.3492063492063492,10,8,37,0.5606060606060606,0.6438424408769111
155,0,draft_smart_mean_score_global,189,140,101,88,0.5343915343915344,0.4656084656084656,10,10,38,0.4318181818181818,0.798998299625131
155,1,draft_smart_frequency_global,230,302,140,90,0.6086956521739131,0.391304347826087,12,4,54,0.6,0.3797727242101543
155,1,draft_smart_mean_score_global,230,304,132,98,0.5739130434782609,0.4260869565217391,12,7,54,0.5510204081632653,0.4842131151187606
156,0,draft_smart_frequency_global,156,164,113,43,0.7243589743589743,0.27564102564102566,10,8,13,0.3023255813953488,0.8129915985810948
156,0,draft_smart_mean_score_global,156,160,96,60,0.6153846153846154,0.38461538461538464,10,10,17,0.2833333333333333,0.8785712438898239
156,1,draft_smart_frequency_global,226,283,151,75,0.668141592920354,0.33185840707964603,12,4,44,0.5866666666666667,0.4475846041472066
