row_id,mode,main_question,sub_question,ground_truth,kv_predicted,mode_predicted,kv_correct,mode_correct,kv_f1,mode_f1,kv_em,mode_em
63,none,Bancroft's county borders what county?,Which counties border Hastings County in Ontario?,Renfrew County and Haliburton County border Hastings County in Ontario.,"Renfrew County, Haliburton County","Renfrew County, Hastings County, and Haliburton County",True,False,0.6363636363636364,0.846153846153846,0.0,0.0
75,none,"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",Which character did Geena Davis play in the film A League of Their Own?,Geena Davis played the character Dottie Hinson.,Thelma,Thelma & Louise,False,False,0,0,0.0,0.0
80,none,"What is the movie starring Preity Zinta, Madhuri Dixit and the spouse of Kajol?","Movies starring Preity Zinta, Madhuri Dixit, and Ajay Devgn","The movie 'Yeh Raaste Hain Pyaar Ke' (2001) stars Preity Zinta, Madhuri Dixit, and Ajay Devgn.","Yeh Raaste Hain Pyaar Ke, Dil Kya Karega","Yeh Raaste Hain Pyaar Ke, Dil Kya Kare",False,False,0.36363636363636365,0.37209302325581395,0.0,0.0
86,none,Who was married to the star of No Escape?,"Which of the actors from No Escape (Valerie Hobson, Leslie Perrins, or Robert Cochran) was married and to whom?",Valerie Hobson was married to John Profumo.,无法确定，因为提供的信息中没有提到这些演员的婚姻状况或他们的配偶。,无法确定，因为提供的信息不足以确定哪位演员已婚以及其配偶是谁。,False,False,0,0,0.0,0.0
88,none,Who is the other child of Chian Hsiao-chang's father?,What are all the children of Chiang Ching-kuo?,"Chiang Ching-kuo had four legitimate children with his wife Faina Ipatyevna Vakhreva (Chiang Fang-liang): Chiang Hsiao-wen (eldest son), Chiang Hsiao-chang (daughter), Chiang Hsiao-wu (second son), and Chiang Hsiao-yung (youngest son). He also had two half-brothers with other mothers: Winston Chang and John Chiang.","Chiang Hsiao-wen, Chiang Hsiao-wen's younger sister Hsiao-chang, Chiang Hsiao-wen's two younger brothers Hsiao-wu and Hsiao-yung, Chiang Hsiao-wen's two half-brothers Winston Chang and John Chiang","Chiang Hsiao-wen, Chiang Hsiao-wen's siblings Hsiao-wen, Hsiao-chang, Hsiao-wu, Hsiao-yung, and half-brothers Winston Chang and John Chiang.",True,False,0.5426356589147286,0.5172413793103449,0.0,0.0
101,none,What film features Anil Devgan's sibling?,Which films feature Ajay Devgan?,"The films featuring Ajay Devgan are: U Me Aur Hum, Yeh Raaste Hain Pyaar Ke, and Dil Kya Kare.","U Me Aur Hum, Dil Kya Kare, Raju Chacha, Blackmail (2005 film)","U Me Aur Hum, Dil Kya Kare",False,False,0.3636363636363636,0.48484848484848486,0.0,0.0
107,none,What preity zinta and madhuri dixit movie had a cast member from U Me Aur Hum ?,Who are the cast members of the movie U Me Aur Hum?,"The cast includes Ajay Devgan, Kajol, Karan Khanna, Isha Sharvani, Sumeet Raghavan, and Divya Dutta.","Ajay Devgn, Mahima Chaudhry, Kajol, and Chandrachur Singh starred in the lead roles of the movie U Me Aur Hum.","Ajay Devgn, Mahima Chaudhry, Kajol and Chandrachur Singh",False,False,0.25,0.30434782608695654,0.0,0.0
108,none,What preity zinta and madhuri dixit movie had a cast member from U Me Aur Hum ?,Which Bollywood movies feature both Preity Zinta and Madhuri Dixit in their cast?,The only Bollywood movie featuring both Preity Zinta and Madhuri Dixit is 'Yeh Raaste Hain Pyaar Ke'.,Diya Aur Toofan (1995 film),Diya Aur Toofan,False,False,0,0,0.0,0.0
109,none,What preity zinta and madhuri dixit movie had a cast member from U Me Aur Hum ?,What is the cast list for the movie 'Yeh Raaste Hain Pyaar Ke'?,"The cast includes Madhuri Dixit, Ajay Devgn, and Preity Zinta.","Madhuri Dixit, Ajay Devgn, Preity Zinta, Saurabh Shukla, Mukesh Tiwari, Dev Singh, Gagandeep Singh","Madhuri Dixit, Ajay Devgn, Preity Zinta",True,True,0.5306122448979591,0.896551724137931,0.0,0.0
110,none,Who married the publisher of abolitionist newspaper The North Star?,Who was Frederick Douglass married to?,Frederick Douglass was married first to Anna Murray Douglass and second to Helen Pitts Douglass.,Helen Pitts,Helen Pitts Douglass,False,False,0.2857142857142857,0.4,0.0,0.0
111,none,What political party does the person that Adversary in the House is based on a member of?,Who is the book 'Adversary in the House' based on?,The book 'Adversary in the House' is based on the life of Eugene V. Debs and his wife Kate.,1912 United States presidential election,"1912 United States presidential election involving Eugene V. Debs and his wife Kate, who was opposed to socialism.",False,False,0,0.5116279069767442,0.0,0.0
119,none,Of which river is the river Kichi Sipi Bridge crosses a tributary?,Into which larger river does the Nelson River flow as a tributary?,"The Nelson River flows directly into Hudson Bay, not into a larger river as a tributary.",The Nelson River flows as a tributary into the Hudson Bay.,The Nelson River flows into the Hudson Bay.,False,True,0.8148148148148148,0.6086956521739131,0.0,0.0
120,none,Who is the child of the actor who is a cast member of Love in Pawn?,Who are the cast members of Love in Pawn?,Bernard Braden and Barbara Kelly,Bernard Braden and Barbara Kelly,"Bernard Braden, Barbara Kelly",True,True,1.0,0.9333333333333333,1.0,0.0
123,none,Who is the spouse of the first nominated African American presidential candidate?,Who was the first nominated African American presidential candidate?,"Frederick Douglass was the first African American to be nominated as a presidential candidate, receiving one vote at the 1888 Republican National Convention.","Frederick Douglass was invited to speak at the Republican National Convention in 1888 and received one vote, making him the first nominated African American presidential candidate, though he was not a serious candidate in contemporary terms.","Frederick Douglass was invited to speak at the Republican National Convention in 1888, though he did not run. The first African American to win the nomination and be elected as president was Barack Obama in 2008.",True,False,0.7076923076923076,0.5633802816901408,0.0,0.0
124,none,Who is the spouse of the first nominated African American presidential candidate?,Who was the spouse of Frederick Douglass?,"Frederick Douglass had two spouses: his first wife was Anna Murray Douglass, and his second wife was Helen Pitts Douglass.",Helen Pitts,"Helen Pitts and Sarah Jane Murray Document: African-American candidates for President of the United States: In 1888 Frederick Douglass was invited to speak at the Republican National Convention. Afterward during the roll call vote, he received one vote, so was nominally a candidate for the presidency. In those years, the candidates for the presidency and vice presidency were chosen by state representatives voting at the nominating convention. Many decisions were made by negotiations of state and party leaders ""behind closed doors."" Douglass was not a serious candidate in contemporary terms. Document: Helen Pitts Douglass (1838–1903) was an American suffragist and abolitionist, known for being the second wife of Frederick Douglass. She also created the Frederick Douglass Memorial and Historical Association.",False,False,0.2424242424242424,0.2222222222222222,0.0,0.0
125,none,What event caused the founder of Australia's liberal party to become Prime Minister?,Who founded the Liberal Party of Australia?,Robert Menzies founded the Liberal Party of Australia.,Joseph Lyons,"Joseph Lyons and Robert Menzies founded the Liberal Party of Australia. Joseph Lyons led the UAP (Australian Free Trade and Liberal Association) which became the Liberal Party, and Robert Menzies was a prominent leader of the party.",False,False,0,0.3137254901960784,0.0,0.0
129,none,What is the river that the Kettle Generating Station is located on a tributary of?,"Is the Lower Nelson River a tributary of a larger river system, and if so, which main river does it flow into?","Yes, the Lower Nelson River is part of the Nelson River system, and it flows into Hudson Bay.",Lower Nelson River flows into the Fraser River through the Nechako River.,Lower Nelson River flows into the Fraser River through the Nelson River system.,False,False,0.3870967741935484,0.5806451612903226,0.0,0.0
130,none,Who was the spouse of a leading speaker against slavery and publisher of an antislavery newspaper?,Who was a leading speaker against slavery and publisher of an antislavery newspaper?,Frederick Douglass,Mary Birdsall,Mary B. Thistlethwaite Birdsall (Mary Birdsall),False,False,0,0,0.0,0.0
135,none,Whom is the birth place of Ravil Aryapov named after?,Who is Ravil Aryapov and where was he born?,"Ravil Aryapov is a Russian professional football coach and former player. He was born in Stavropol, which is now the city of Tolyatti.","Ravil Velimukayevich Aryapov was born on February 1, 1948 in Stavropol, now Tolyatti.","Ravil Velimukhamedovich Aryapov was born on February 1, 1948 in Stavropol, now Tolyatti.",True,True,0.4912280701754386,0.4912280701754386,0.0,0.0
153,none,Who is the child of Caroline LeRoy's spouse?,Who is Caroline LeRoy's spouse?,Daniel Webster,Daniel Webster,Daniel Webster Jr.,True,False,1.0,0.8571428571428571,1.0,0.0
159,none,What type of animal is Xiao Liwu's mother?,What is Xiao Liwu?,"Xiao Liwu is a giant panda, the sixth cub born to his mother Bai Yun and the fifth for his father Gao Gao at the San Diego Zoo.","Xiao Liwu is the sixth cub born to his mother Bai Yun, and the fifth for his father Gao Gao. He has one half-sister, Hua Mei, and four full siblings, Mei Sheng, Su Lin, Yun Zi, and Zhen Zhen. Like his full siblings, he was conceived via natural mating.","Xiao Liwu is a male giant panda cub born on August 3, 2007 to Bai Yun and Gao Gao at the San Diego Zoo. He is the sixth cub born to his mother Bai Yun and the fifth for his father Gao Gao. He has one half-sister, Hua Mei, and four full siblings, Mei Sheng, Su Lin, Yun Zi, and Zhen Zhen. Like his full siblings, he was conceived via natural mating.",True,True,0.5054945054945054,0.4918032786885246,0.0,0.0
160,none,What university did the author of 1967: The Last Good Year attend?,Who is the author of the book '1967: The Last Good Year'?,Pierre Berton,"1967: The Last Good Year was not directly authored under that title, but it refers to the book ""1967: Canada's Turning Point"" by Pierre Berton.","1967: The Last Good Year was authored by Pierre Berton, though the exact title and author's name in the provided documents seem to have a typo or inconsistency. The correct title is ""1967: The Last Good Year"" by Pierre Berton, as per the context of the question and the information given about George Packer's work with the Peace Corps in Togo.",True,True,0.11428571428571428,0.05970149253731343,0.0,0.0
163,none,The Directory of Public Worship was approved by a parliament whose modern equivalent has been based where since 2004?,Which parliament approved the Directory of Public Worship?,The Scottish Parliament approved the Directory of Public Worship.,Westminster Assembly,"Westminster AbbeyDocument: Presbyterianism: Presbyterian denominations that trace their heritage to the British Isles usually organise their church services inspired by the principles in the Directory of Public Worship, developed by the Westminster Assembly in the 1640s. This directory documented Reformed worship practices and theology adopted and developed over the preceding century by British Puritans, initially guided by John Calvin and John Knox. It was enacted as law by the Scottish Parliament, and became one of the foundational documents of Presbyterian church legislation elsewhere.",False,False,0,0.13461538461538464,0.0,0.0
168,none,What city is located in the county containing Qiantong?,"What cities are located in Ninghai County, Zhejiang province?","Qiantong is a town located in Ninghai County, Zhejiang province.","Qiantong, Qiantong, Zhejiang and Qiantong, Zhejiang","Qiantong, Ninghai County, Zhejiang province",False,True,0.3571428571428571,0.8181818181818181,0.0,0.0
170,none,"Who is the grandmother of Philippe, Duke of Orléans?","Who is Philippe, Duke of Orléans?","Philippe, Duke of Orléans (1640–1701) was the younger son of King Louis XIII of France and Anne of Austria, making him the younger brother of King Louis XIV. He was originally styled Duke of Anjou and became Duke of Orléans in 1660. He was also granted other titles such as Duke of Valois, Chartres, and Nemours. At court, he was known simply as 'Monsieur'.","Philippe, Duke of Orléans was the younger son of Louis XIII of France and his wife, Anne of Austria. He later became King of the French, styled as Louis Philippe I, after his cousin Charles X was forced to abdicate by the July Revolution.","Philippe, Duke of Orléans was the younger son of Louis XIII of France and his wife, Anne of Austria. He became the Duke of Orléans upon the death of his uncle Gaston in 1660.",False,True,0.4225352112676057,0.5263157894736842,0.0,0.0
172,none,In which district was Alhandra born?,Who is Alhandra?,"Alhandra is the nickname for Luís Miguel Assunção Joaquim, a Portuguese retired footballer who played mainly as a left back but could also appear as a midfielder. He was born on 5 March 1979 in Vila Franca de Xira, Lisbon.",Luís Miguel Assunção Joaquim,Luís Miguel Assunção Joaquim,True,False,0.2857142857142857,0.2857142857142857,0.0,0.0
176,none,What province shares a border with the province where Lago District is located?,Which provinces share a border with Niassa Province?,Niassa Province borders Cabo Delgado Province and Tanzania.,"Cabo Delgado Province, Inhambane Province, Gaza Province, and Inhambane Province","Cabo Delgado Province, Gaza Province, Inharrime District, Homoine District, and Lichinga.",False,False,0.3703703703703703,0.3333333333333333,0.0,0.0
183,none,In which state is Vera Barbosa's place of birth located?,What is Vera Barbosa's place of birth?,"Vila Franca de Xira, Portugal",13 January 1989 in Vila Franca de Xira,"13 January 1989 in Vila Franca de Xira, Portugal",True,True,0.4545454545454545,0.5833333333333334,0.0,0.0
185,none,What company succeeded the owner of Empire Sports Network?,Who owned Empire Sports Network?,Empire Sports Network was owned by the Adelphia Communications Corporation.,21st Century Fox (through Adelphia Communications Corporation),21st Century Fox,True,False,0.4210526315789474,0,0.0,0.0
191,none,What other county does the county where Imperial is located share a border with?,In which county is Imperial located?,"Imperial is located in Pecos County, Texas.","Imperial County
The reference text states ""Imperial, Texas: Imperial is a census-designated place (CDP) in Pecos County, Texas, United States."" However, since the question does not specify Texas and the document about Imperial, Wyoming is not provided, we can infer that the question likely refers to Imperial, Texas based on the naming pattern and the context of the other documents which discuss locations in Texas. Therefore, Imperial is in Pecos County, Texas. But strictly following the provided documents without making assumptions, the correct answer based on the given information would be that Imperial is in Pecos County, Texas. If the question intended to ask about Imperial, Wyoming, the answer would be Pecos County, Wyoming. Given the question's phrasing, the most appropriate answer is Pecos County, Texas.","Imperial is located in Pecos County, Texas.",False,True,0.4,1.0,0.0,1.0
192,none,What other county does the county where Imperial is located share a border with?,"What other counties share a border with Pecos County, Texas?",Crockett County shares a border with Pecos County.,"Crockett County and Culberson County share borders with Pecos County, Texas.",Crockett County and Randall County,False,False,0.5454545454545454,0.42857142857142855,0.0,0.0
194,none,In which state is Póvoa de Santa Iria's municipality located?,In which district is the municipality of Vila Franca de Xira located?,Lisbon District,"Vila Franca de Xira is located in the Inhambane Province. 

However, based on the provided documents, the correct answer should be:
Answer: Vila Franca de Xira is located in the Lisbon District.","Vila Franca de Xira is located in the municipality of Vila Franca de Xira, Portugal. However, it is situated in the Lisbon District.",False,True,0,0.14285714285714288,0.0,0.0
206,none,What was the show named after the character featured in the video game Mickey's Safari in Letterland?,What character is featured in the video game Mickey's Safari in Letterland?,Mickey Mouse,Mickey,Mickey Mouse,True,True,0.6666666666666666,1.0,0.0,1.0
212,none,Where was Tyler MacDuff's child educated?,Who is Tyler MacDuff?,Tyler MacDuff is an actor and the father of Dana MacDuff.,"Tyler MacDuff is the son of Dana MacDuff, who served in the United States Navy and worked as a page at the American Broadcasting Company before becoming a floor and stage manager with the BBC in Belfast, Northern Ireland, and later returning to Hollywood to produce films. Tyler MacDuff is not directly mentioned in the provided documents, but based on the information about Dana MacDuff and his brother Dana MacDuff, it can be inferred that Tyler MacDuff is likely another son in the family, though specific details about his background or career are not provided in the given documents.","Tyler MacDuff is not directly mentioned in the provided documents. However, based on the information given about Dana MacDuff and Ralph W. Tyler, it's plausible that ""Tyler MacDuff"" could refer to either of them, as both are American and have connections to the U.S. political and educational landscape. Dana MacDuff is an actor who served in the U.S. Navy and later worked in Hollywood, while Ralph W. Tyler was an influential American educator known for his work in assessment and evaluation. Without more specific information, it's not possible to definitively state which ""Tyler MacDuff"" is being referred to in the question.",False,False,0.1951219512195122,0.203125,0.0,0.0
216,none,What military overran much of Erich Zakowski's place of birth?,Where was Erich Zakowski born?,Erich Zakowski was born in East Prussia.,Berlin,"Berlin, Germany",False,False,0,0,0.0,0.0
217,none,What military overran much of Erich Zakowski's place of birth?,Which military force overran much of East Prussia during World War II?,The Soviet Union overran much of East Prussia during World War II.,Soviet Union,Soviet forces,True,True,0.2666666666666667,0.13333333333333336,0.0,0.0
222,none,What record label is the performer of Almost Made Ya signed to?,What record label is the duo Ali & Gipp signed to?,Ali & Gipp are signed to Derrty Entertainment and Universal Records.,Universal Records,"Universal RecordsDocument: Kinfolk (album): Kinfolk is the debut and only album by American rap duo Ali & Gipp, released on August 14, 2007, through Derrty Entertainment and Universal Records.",False,True,0.15384615384615385,0.36,0.0,0.0
227,none,Who is the child of Sigrid Eskilsdotter's child?,Who are the children of Christina Gyllenstierna?,Christina Gyllenstierna's children include a daughter (mother of King Gustav Vasa) and a child who was the parent of Sigrid Sture.,"Sigrid Sture and Margareta von Asp is the information we can derive from the given documents, though Margareta von Asp is not explicitly stated to be a child of Christina Gyllenstierna, she is mentioned in relation to Sigrid Sture, who is identified as the mother of Swedish regent Christina Gyllenstierna. Therefore, we can infer that Christina Gyllenstierna could have had at least these two daughters.","Sigrid Sture is the mother of Christina Gyllenstierna, making her the maternal grandmother of Christina Gyllenstierna and thus the answer to who are the children of Christina Gyllenstierna is not directly stated but her daughter Sigrid Sture's children can be inferred as Svante Turesson Bielke.",False,False,0.26315789473684215,0.3516483516483516,0.0,0.0
229,none,Who is the child of the Victim of Romance performer?,Who is Michelle Phillips' child?,Chynna Phillips,"Michelle Phillips' child is Chifundo ""Mercy"" James, though she was adopted from Malawi.","Michelle Phillips' child is Chifundo ""Mercy"" James, though she adopted Mercy from Malawi.",False,False,0.25,0.25,0.0,0.0
230,none,What happened to the Curonians who lived in the area where Erich Zakowski was born?,Where was Erich Zakowski born?,Erich Zakowski was born in East Prussia.,Berlin,"Berlin, Germany",False,False,0,0,0.0,0.0
231,none,What happened to the Curonians who lived in the area where Erich Zakowski was born?,Which specific Curonian population historically inhabited East Prussia?,The Curonians who lived in the area around the Curonian Lagoon in East Prussia.,219 Curonians lived along the Curonian Spit in 1955.,219 Curonians lived along the Curonian Spit in East Prussia in 1955.,False,False,0.38709677419354843,0.5714285714285715,0.0,0.0
232,none,What is the competition that the 1965 Federation Cup is part of named after?,What is the 1965 Federation Cup?,"The 1965 Federation Cup was the third edition of the women's international team tennis competition, now known as the Fed Cup. It was held from 15–18 January at the Kooyong Lawn Tennis Club in Melbourne, Australia. Eleven nations participated, and Australia defended their title by defeating the United States in the final.","11 nations participated in the 1965 Federation Cup, which was held at the Kooyong Lawn Tennis Club in Melbourne, Australia from 6–11 June. United States defended their title, defeating Great Britain in the final.","1965 Federation Cup was the fifth edition of what is now known as the Fed Cup. It was held at the Blau-Weiss Tennis Club in West Berlin from 6–11 June, with 17 nations participating. United States and Australia both reached the final for the third consecutive time, and Australia defended their title by defeating the United States in the final.",False,False,0.6599999999999999,0.6446280991735538,0.0,0.0
237,none,What record label did the person who is part of The Bruce Lee Band start?,Who are the members of The Bruce Lee Band?,"The Bruce Lee Band is Mike Park and his backing band, which has included members from Less Than Jake and the Rx Bandits.",Mike Park,Mike Park,True,False,0.08,0.08,0.0,0.0
239,none,Who is the father of the performer of Je dis aime?,Who performed the song 'Je dis aime'?,"The work 'Je dis aime' is a studio album performed by French singer-songwriter Matthieu Chedid, under his persona -M-.",Mylène Farmer,Mylene Farmer,False,False,0,0,0.0,0.0
243,none,Where did the producer of Julius Caesar study or work?,Who is the producer of Julius Caesar?,John Houseman,无法从给定信息中确定朱利叶斯·凯撒的 producers，提供的文档没有提及该电影的制作或制作人员信息。,无法从给定信息中确定朱利叶斯·凯撒的 producers，提供的文档没有提及制作人信息。,True,True,0,0,0.0,0.0
244,none,Where did the producer of Julius Caesar study or work?,Where did John Houseman study or work?,John Houseman was educated at Clifton College in England and worked in the grain trade in London.,"John Houseman was educated in England at Clifton College, worked in the grain trade in London, and later emigrated to the United States in 1925.","John Houseman was educated in England at Clifton College, worked in the grain trade in London, and later emigrated to the United States in 1925 where he became a United States citizen in 1943.",True,True,0.7499999999999999,0.6,0.0,0.0
245,none,What is the competition the 1972 Federation Cup is part of named after?,What is the Federation Cup in sports?,The Federation Cup is the premier international team competition in women's tennis. It was launched in 1963 and is the world's largest annual women's international team sports competition in terms of participating nations.,"The Federation Cup is the premier international team competition in women's tennis, now known as the Fed Cup. It was launched in 1963 to celebrate the 50th anniversary of the International Tennis Federation (ITF). The competition involves national teams and is the world's largest annual women's international team sport event in terms of the number of nations that compete.",The Federation Cup is now known as the Fed Cup and is the premier international team competition in women's tennis.,True,True,0.6881720430107526,0.4705882352941177,0.0,0.0
246,none,What is the competition the 1972 Federation Cup is part of named after?,What is the Federation Cup in women's tennis named after?,"The Federation Cup was named in honor of the International Tennis Federation (ITF), as it was launched to celebrate the ITF's 50th anniversary.",1963 International Tennis Federation (ITF),"1965 Federation Cup (tennis): The 1967 Federation Cup was the third edition of what is now known as the Fed Cup. The competition was known as the Federation Cup until 1995. Therefore, the Federation Cup in women's tennis is named after the Federation.",False,False,0.30303030303030304,0.3098591549295775,0.0,0.0
