example_id,sub_question_id,selector,rate,ground_truth,predicted,f1,em,selected_tokens
50,1,fusionrag_qk,0.3,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,0.25,0.0,576
50,1,draft_selected_set,0.3,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,0.25,0.0,576
50,2,oracle_full_attention,0.3,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,0.25,0.0,576
50,2,fusionrag_qk,0.3,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,0.25,0.0,576
50,2,draft_selected_set,0.3,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,0.25,0.0,576
50,3,oracle_full_attention,0.3,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,0.25,0.0,848
50,3,fusionrag_qk,0.3,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,0.25,0.0,848
50,3,draft_selected_set,0.3,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,0.25,0.0,848
51,0,oracle_full_attention,0.3,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,0.35294117647058826,0.0,320
51,0,fusionrag_qk,0.3,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,0.35294117647058826,0.0,320
51,0,draft_selected_set,0.3,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,0.35294117647058826,0.0,320
51,1,oracle_full_attention,0.3,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,459
51,1,fusionrag_qk,0.3,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,459
51,1,draft_selected_set,0.3,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,459
52,0,oracle_full_attention,0.3,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,0.35294117647058826,0.0,320
52,0,fusionrag_qk,0.3,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,0.35294117647058826,0.0,320
52,0,draft_selected_set,0.3,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,0.35294117647058826,0.0,320
52,1,oracle_full_attention,0.3,Geena Davis played the character Dottie Hinson.,Dottie,0.19999999999999998,0.0,401
52,1,fusionrag_qk,0.3,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,401
52,1,draft_selected_set,0.3,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,401
52,2,oracle_full_attention,0.3,"Bill Pullman played Bob, the husband of Dottie Hinson.",Bill Pullman,0.33333333333333337,0.0,518
52,2,fusionrag_qk,0.3,"Bill Pullman played Bob, the husband of Dottie Hinson.",Bill Pullman,0.33333333333333337,0.0,518
52,2,draft_selected_set,0.3,"Bill Pullman played Bob, the husband of Dottie Hinson.",Bill Pullman,0.33333333333333337,0.0,518
53,0,oracle_full_attention,0.3,Chiang Hsiao-wen's father is Chiang Ching-kuo.,Chiang Ching-kuo,0.5555555555555556,0.0,424
53,0,fusionrag_qk,0.3,Chiang Hsiao-wen's father is Chiang Ching-kuo.,Chiang Ching-kuo,0.5555555555555556,0.0,424
53,0,draft_selected_set,0.3,Chiang Hsiao-wen's father is Chiang Ching-kuo.,Chiang Ching-kuo,0.5555555555555556,0.0,424
54,0,oracle_full_attention,0.3,Geena Davis played Thelma in the movie 'Thelma & Louise'.,Geena Davis,0.35294117647058826,0.0,293
54,0,fusionrag_qk,0.3,Geena Davis played Thelma in the movie 'Thelma & Louise'.,Geena Davis,0.35294117647058826,0.0,293
54,0,draft_selected_set,0.3,Geena Davis played Thelma in the movie 'Thelma & Louise'.,Geena Davis,0.35294117647058826,0.0,293
54,1,oracle_full_attention,0.3,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,538
54,1,fusionrag_qk,0.3,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,538
54,1,draft_selected_set,0.3,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,538
55,0,oracle_full_attention,0.3,"The movie 'Yeh Raaste Hain Pyaar Ke' (2001) stars Preity Zinta, Madhuri Dixit, and Ajay Devgn.","Yeh Raaste Hain Pyaar Ke, Dil Kya Kare, Love Kiya Aur Lag Gayi",0.32,0.0,448
55,0,fusionrag_qk,0.3,"The movie 'Yeh Raaste Hain Pyaar Ke' (2001) stars Preity Zinta, Madhuri Dixit, and Ajay Devgn.","Yeh Raaste Hain Pyaar Ke, Pyar Ka Devta, Dil Kya Kare",0.37499999999999994,0.0,448
55,0,draft_selected_set,0.3,"The movie 'Yeh Raaste Hain Pyaar Ke' (2001) stars Preity Zinta, Madhuri Dixit, and Ajay Devgn.","Dil Kya Kare , Har Dil Jo Jo Pyare Karega , Pyar Ka Devta , Yeh Raaste Hain Pyaar Ke",0.3448275862068965,0.0,448
56,0,oracle_full_attention,0.3,"Bansaan Island is a boomerang-shaped island located off the mid-northern coast of Bohol Island, Philippines, and is part of the municipality of Talibon.","Bansaan is a boomerang-shaped island located off the mid-northern coast of Bohol Island, in the municipality of Talibon.",0.8727272727272728,0.0,387
56,0,fusionrag_qk,0.3,"Bansaan Island is a boomerang-shaped island located off the mid-northern coast of Bohol Island, Philippines, and is part of the municipality of Talibon.",Bansaan is a boomerang-shaped island located in the off the mid-northern coast of Bohol Island.,0.7599999999999999,0.0,387
56,0,draft_selected_set,0.3,"Bansaan Island is a boomerang-shaped island located off the mid-northern coast of Bohol Island, Philippines, and is part of the municipality of Talibon.","Bansaan is a boomerang-shaped island located off the mid-northern coast of Bohol Island, part of the municipality of Talibon, province.",0.912280701754386,0.0,387
57,0,oracle_full_attention,0.3,Woolhampton in Berkshire,Woolhampton in Berkshire,1.0,1.0,350
57,0,fusionrag_qk,0.3,Woolhampton in Berkshire,Woolhampton in Berkshire,1.0,1.0,350
57,0,draft_selected_set,0.3,Woolhampton in Berkshire,Woolhampton in Berkshire,1.0,1.0,350
58,0,oracle_full_attention,0.3,"Lynn Haven, Florida","1950, Lynn Haven, Florida",0.4,0.0,342
58,0,fusionrag_qk,0.3,"Lynn Haven, Florida","1950, Lynn Haven, Florida",0.4,0.0,342
58,0,draft_selected_set,0.3,"Lynn Haven, Florida","1950, Lynn Haven, Florida",0.4,0.0,342
58,1,oracle_full_attention,0.3,Bay County,Bay County,1.0,1.0,354
58,1,fusionrag_qk,0.3,Bay County,Bay County,1.0,1.0,354
58,1,draft_selected_set,0.3,Bay County,Bay County,1.0,1.0,354
59,0,oracle_full_attention,0.3,"Valerie Hobson, Leslie Perrins, and Robert Cochran starred in the movie No Escape.",Hrithik Roshan and Katrina Kaif,0.07407407407407407,0.0,385
59,0,fusionrag_qk,0.3,"Valerie Hobson, Leslie Perrins, and Robert Cochran starred in the movie No Escape.",Hrithik Roshan and Katrina Kaif,0.07407407407407407,0.0,385
59,0,draft_selected_set,0.3,"Valerie Hobson, Leslie Perrins, and Robert Cochran starred in the movie No Escape.","Valerie Hobson, Leslie Perrins and Robert Cochran",0.8387096774193548,0.0,385
59,1,oracle_full_attention,0.3,Valerie Hobson was married to John Profumo.,Leslie PerrinsDocumentDocument: Love's Long Journey: Actor Role Erin Cottrell Missie LaHaye Logan Bartholomew Willie LaHaye Frank McRae Cookie Irene Bedard Miriam McClain Gil Birmingham Sharp Claw W Morgan Sheppard Scottie James Tupper Henry Kline Johann Urb Fyn,0,0.0,317
59,1,fusionrag_qk,0.3,Valerie Hobson was married to John Profumo.,Valerie Hobson was married to John Profumo.,1.0,1.0,317
59,1,draft_selected_set,0.3,Valerie Hobson was married to John Profumo.,"Valerie Hobson was married to John Profumo, who was a former British government minister.",0.7499999999999999,0.0,317
60,0,oracle_full_attention,0.3,Chiang Ching-kuo,Chiang Ching-kuo,1.0,1.0,369
60,0,fusionrag_qk,0.3,Chiang Ching-kuo,Chiang Ching-kuo,1.0,1.0,369
60,0,draft_selected_set,0.3,Chiang Ching-kuo,Chiang Ching-kuo,1.0,1.0,369
60,1,oracle_full_attention,0.3,"Chiang Ching-kuo had four legitimate children with his wife Faina Ipatyevna Vakhreva (Chiang Fang-liang): Chiang Hsiao-wen (eldest son), Chiang Hsiao-chang (daughter), Chiang Hsiao-wu (second son), and Chiang Hsiao-yung (youngest son). He also had two half-brothers with other mothers: Winston Chang and John Chiang.","Chiang Hsiao-wen, Chiang Hsiao-chang, Chiang Hsiao-wu, Chiang Hsiao-yung, Winston Chang, John Chiang",0.5471698113207547,0.0,588
60,1,fusionrag_qk,0.3,"Chiang Ching-kuo had four legitimate children with his wife Faina Ipatyevna Vakhreva (Chiang Fang-liang): Chiang Hsiao-wen (eldest son), Chiang Hsiao-chang (daughter), Chiang Hsiao-wu (second son), and Chiang Hsiao-yung (youngest son). He also had two half-brothers with other mothers: Winston Chang and John Chiang.","Chiang Hsiao-wen, Chiang Hsiao-chang, Chiang Hsiao-wu, Chiang Hsiao-yung, Winston Chang, John Chiang",0.5471698113207547,0.0,588
60,1,draft_selected_set,0.3,"Chiang Ching-kuo had four legitimate children with his wife Faina Ipatyevna Vakhreva (Chiang Fang-liang): Chiang Hsiao-wen (eldest son), Chiang Hsiao-chang (daughter), Chiang Hsiao-wu (second son), and Chiang Hsiao-yung (youngest son). He also had two half-brothers with other mothers: Winston Chang and John Chiang.","Chiang Hsiao-wen, Chiang Hsiao-chang, Chiang Hsiao-wu, Chiang Hsiao-yung, Winston Chang, and John Chiang.",0.5607476635514019,0.0,588
63,0,oracle_full_attention,0.3,"Fort Mitchell, Kentucky","Fort Mitchell, Kentucky",1.0,1.0,441
63,0,fusionrag_qk,0.3,"Fort Mitchell, Kentucky","Fort Mitchell, Kentucky",1.0,1.0,441
63,0,draft_selected_set,0.3,"Fort Mitchell, Kentucky","Fort Mitchell, Kentucky",1.0,1.0,441
63,1,oracle_full_attention,0.3,Kenton County,Kenton County,1.0,1.0,250
63,1,fusionrag_qk,0.3,Kenton County,Kenton County,1.0,1.0,250
63,1,draft_selected_set,0.3,Kenton County,Kenton County,1.0,1.0,250
64,0,oracle_full_attention,0.3,The United States Naval Institute,United States Naval Institute,1.0,1.0,273
64,0,fusionrag_qk,0.3,The United States Naval Institute,United States Naval Institute,1.0,1.0,273
64,0,draft_selected_set,0.3,The United States Naval Institute,United States Naval Institute,1.0,1.0,273
64,1,oracle_full_attention,0.3,"Annapolis, Maryland","Annapolis, Maryland",1.0,1.0,328
64,1,fusionrag_qk,0.3,"Annapolis, Maryland","Annapolis, Maryland",1.0,1.0,328
64,1,draft_selected_set,0.3,"Annapolis, Maryland","Annapolis, Maryland",1.0,1.0,328
66,0,oracle_full_attention,0.3,Eugene V. Debs was the Socialist Party candidate in the 1912 US presidential election.,Eugene V. Debs,0.4347826086956522,0.0,469
66,0,fusionrag_qk,0.3,Eugene V. Debs was the Socialist Party candidate in the 1912 US presidential election.,Eugene V. Debs,0.4347826086956522,0.0,469
66,0,draft_selected_set,0.3,Eugene V. Debs was the Socialist Party candidate in the 1912 US presidential election.,Eugene V. Debs,0.4347826086956522,0.0,469
68,0,oracle_full_attention,0.3,"Lloyd Dane was born in Eldon, Missouri.","Eldon, Missouri",0.3636363636363636,0.0,307
68,0,fusionrag_qk,0.3,"Lloyd Dane was born in Eldon, Missouri.","Eldon, Missouri",0.3636363636363636,0.0,307
68,0,draft_selected_set,0.3,"Lloyd Dane was born in Eldon, Missouri.","Eldon, Missouri",0.3636363636363636,0.0,307
68,1,oracle_full_attention,0.3,Miller County,Miller County,1.0,1.0,315
68,1,fusionrag_qk,0.3,Miller County,Miller County,1.0,1.0,315
68,1,draft_selected_set,0.3,Miller County,Miller County,1.0,1.0,315
71,0,oracle_full_attention,0.3,Annelid larvae live like plankton.,elateriform,0,0.0,486
71,0,fusionrag_qk,0.3,Annelid larvae live like plankton.,elateriform,0,0.0,486
71,0,draft_selected_set,0.3,Annelid larvae live like plankton.,elateriform,0,0.0,486
71,1,oracle_full_attention,0.3,Plankton,Patrick Star,0,0.0,666
71,1,fusionrag_qk,0.3,Plankton,Plankton,1.0,1.0,666
71,1,draft_selected_set,0.3,Plankton,Plankton,1.0,1.0,666
72,0,oracle_full_attention,0.3,The song 'Full Cooperation' was performed by the American hip hop group Def Squad.,Def Squad,0.16666666666666669,0.0,479
72,0,fusionrag_qk,0.3,The song 'Full Cooperation' was performed by the American hip hop group Def Squad.,Def Squad,0.16666666666666669,0.0,479
72,0,draft_selected_set,0.3,The song 'Full Cooperation' was performed by the American hip hop group Def Squad.,Def Squad,0.16666666666666669,0.0,479
72,1,oracle_full_attention,0.3,"The American hip hop group Def Squad consists of Erick Sermon, Redman, and Keith Murray. Jamal is considered an honorary member.","Erick Sermon, Redman and Keith Murray",0.5625,0.0,353
72,1,fusionrag_qk,0.3,"The American hip hop group Def Squad consists of Erick Sermon, Redman, and Keith Murray. Jamal is considered an honorary member.","Erick Sermon, Redman and Keith Murray",0.5625,0.0,353
72,1,draft_selected_set,0.3,"The American hip hop group Def Squad consists of Erick Sermon, Redman, and Keith Murray. Jamal is considered an honorary member.","Erick Sermon, Redman and Keith Murray",0.5625,0.0,353
74,0,oracle_full_attention,0.3,Anil Devgan's sibling is Ajay Devgan.,Ajay Devgan,0.4615384615384615,0.0,375
74,0,fusionrag_qk,0.3,Anil Devgan's sibling is Ajay Devgan.,Ajay Devgan,0.4615384615384615,0.0,375
74,0,draft_selected_set,0.3,Anil Devgan's sibling is Ajay Devgan.,Ajay Devgan,0.4615384615384615,0.0,375
74,1,oracle_full_attention,0.3,"The films featuring Ajay Devgan are: U Me Aur Hum, Yeh Raaste Hain Pyaar Ke, and Dil Kya Kare.","U Me Aur Hum, Dil Kya Kare, Rakhwale, Pyar Ka Devta",0.4761904761904762,0.0,467
74,1,fusionrag_qk,0.3,"The films featuring Ajay Devgan are: U Me Aur Hum, Yeh Raaste Hain Pyaar Ke, and Dil Kya Kare.","U Me Aur Hum, Dil Kya Kare, Raju Chacha, Blackmail (2005 film)",0.3636363636363636,0.0,467
74,1,draft_selected_set,0.3,"The films featuring Ajay Devgan are: U Me Aur Hum, Yeh Raaste Hain Pyaar Ke, and Dil Kya Kare.","U Me Aur Hum, Dil Kya Kare, Yeh Raaste Hain Pyaar Ke, Miss Lovely",0.7727272727272727,0.0,467
75,0,oracle_full_attention,0.3,"Eugene V. Debs was the Socialist Party candidate who received 913,664 votes in the 1920 election while in prison.",Eugene V. Debs,0.29411764705882354,0.0,473
75,0,fusionrag_qk,0.3,"Eugene V. Debs was the Socialist Party candidate who received 913,664 votes in the 1920 election while in prison.",Eugene V. Debs,0.29411764705882354,0.0,473
75,0,draft_selected_set,0.3,"Eugene V. Debs was the Socialist Party candidate who received 913,664 votes in the 1920 election while in prison.",Eugene V. Debs,0.29411764705882354,0.0,473
77,0,oracle_full_attention,0.3,Richard Feynman worked on the Water Boiler reactor at Los Alamos.,Los Alamos,0.2666666666666667,0.0,558
77,0,fusionrag_qk,0.3,Richard Feynman worked on the Water Boiler reactor at Los Alamos.,Oak Ridge,0,0.0,558
77,0,draft_selected_set,0.3,Richard Feynman worked on the Water Boiler reactor at Los Alamos.,Los Alamos,0.2666666666666667,0.0,558
77,1,oracle_full_attention,0.3,"The Manhattan Project took place at Los Alamos, and its director was Robert Oppenheimer.","The Manhattan Project, directed by Robert Oppenheimer, took place at Los Alamos.",0.7999999999999999,0.0,662
77,1,fusionrag_qk,0.3,"The Manhattan Project took place at Los Alamos, and its director was Robert Oppenheimer.","The Manhattan Project was the atomic bomb development project that took place at Los Alamos, and its director was Robert Oppenheimer.",0.8421052631578948,0.0,662
77,1,draft_selected_set,0.3,"The Manhattan Project took place at Los Alamos, and its director was Robert Oppenheimer.","The Manhattan Project, directed by Robert Oppenheimer, took place at Los Alamos.",0.7999999999999999,0.0,662
78,0,oracle_full_attention,0.3,Patrick Modiano,Patrick Modiano,1.0,1.0,265
78,0,fusionrag_qk,0.3,Patrick Modiano,Patrick Modiano,1.0,1.0,265
78,0,draft_selected_set,0.3,Patrick Modiano,Patrick Modiano,1.0,1.0,265
78,1,oracle_full_attention,0.3,"Patrick Modiano received the 2014 Nobel Prize in Literature, the 2012 Austrian State Prize for European Literature, the 2010 Prix mondial Cino Del Duca, the 1978 Prix Goncourt, and the 1972 Grand Prix du roman de l'Académie française.",2014 Nobel Prize in Literature,0.2285714285714286,0.0,537
78,1,fusionrag_qk,0.3,"Patrick Modiano received the 2014 Nobel Prize in Literature, the 2012 Austrian State Prize for European Literature, the 2010 Prix mondial Cino Del Duca, the 1978 Prix Goncourt, and the 1972 Grand Prix du roman de l'Académie française.",2014 Nobel Prize in Literature,0.2285714285714286,0.0,537
78,1,draft_selected_set,0.3,"Patrick Modiano received the 2014 Nobel Prize in Literature, the 2012 Austrian State Prize for European Literature, the 2010 Prix mondial Cino Del Duca, the 1978 Prix Goncourt, and the 1972 Grand Prix du roman de l'Académie française.",2014 Nobel Prize in Literature,0.2285714285714286,0.0,537
79,0,oracle_full_attention,0.3,"The cast includes Ajay Devgan, Kajol, Karan Khanna, Isha Sharvani, Sumeet Raghavan, and Divya Dutta.","The cast members of the movie U Me Aur Hum are Ajay Devgn, Mahima Chaudhry, Kajol, and Chandrachur Singh.",0.2909090909090909,0.0,378
79,0,fusionrag_qk,0.3,"The cast includes Ajay Devgan, Kajol, Karan Khanna, Isha Sharvani, Sumeet Raghavan, and Divya Dutta.","Ajay Devgan, Kajol, Karan Khanna, Isha Sharvani, Sumeet Raghavan, and Divya Dutta",0.962962962962963,0.0,378
79,0,draft_selected_set,0.3,"The cast includes Ajay Devgan, Kajol, Karan Khanna, Isha Sharvani, Sumeet Raghavan, and Divya Dutta.","Ajay Devgan, Kajol, Karan Khanna, Isha Sharvani, Sumeet Raghavan, and Divya Dutta",0.962962962962963,0.0,378
79,1,oracle_full_attention,0.3,The only Bollywood movie featuring both Preity Zinta and Madhuri Dixit is 'Yeh Raaste Hain Pyaar Ke'.,"Document: Pyar Ka Devta () is a 1999 Indian drama film, directed by K. Bapaiah, starring Ajay Devgn, Madhuri Dixit, Kajol and Chandrachur Singh in lead roles. There is no direct mention of Preity Zinta in",0.345679012345679,0.0,470
79,1,fusionrag_qk,0.3,The only Bollywood movie featuring both Preity Zinta and Madhuri Dixit is 'Yeh Raaste Hain Pyaar Ke'.,Pyar Ka Devta,0,0.0,470
79,1,draft_selected_set,0.3,The only Bollywood movie featuring both Preity Zinta and Madhuri Dixit is 'Yeh Raaste Hain Pyaar Ke'.,"Har Dil Jo Pyar Karega, Mrityudand",0.10810810810810811,0.0,470
79,2,oracle_full_attention,0.3,"The cast includes Madhuri Dixit, Ajay Devgn, and Preity Zinta.","Madhuri Dixit, Ajay Devgn, Preity Zinta",0.896551724137931,0.0,413
79,2,fusionrag_qk,0.3,"The cast includes Madhuri Dixit, Ajay Devgn, and Preity Zinta.","Madhuri Dixit, Ajay Devgn, Preity Zinta",0.896551724137931,0.0,413
79,2,draft_selected_set,0.3,"The cast includes Madhuri Dixit, Ajay Devgn, and Preity Zinta.","Madhuri Dixit, Ajay Devgn, Preity Zinta",0.896551724137931,0.0,413
