method,example_id,sub_q_idx,default_count,selected_count,intersection,recall_default,precision_vs_default,jaccard_vs_default,default_chunk_count,selected_chunk_count,chunk_recall,chunk_jaccard,freq_base_residual_size,freq_base_residual_recall,selection_time,score_forward_time
layer8_12_16,12,1,349,349,219,0.6275071633237822,0.6275071633237822,0.4572025052192067,11,11,1.0,1.0,241,0.5684647302904564,0.08209443002124317,0.08037600098759867
layer8_12_16,13,0,196,196,145,0.7397959183673469,0.7397959183673469,0.5870445344129555,11,11,1.0,1.0,69,0.6666666666666666,0.05863173399120569,0.057707326021045446
layer8_12_16,13,1,341,341,193,0.5659824046920822,0.5659824046920822,0.3946830265848671,12,12,1.0,1.0,201,0.34328358208955223,0.08162263498525135,0.07998270500684157
layer8_12_16,14,0,198,198,115,0.5808080808080808,0.5808080808080808,0.4092526690391459,11,11,1.0,1.0,111,0.5315315315315315,0.05645614699460566,0.05565588301396929
layer8_12_16,14,1,280,280,190,0.6785714285714286,0.6785714285714286,0.5135135135135135,12,12,1.0,1.0,131,0.6564885496183206,0.07136914099100977,0.07019537201267667
layer8_12_16,15,0,128,128,98,0.765625,0.765625,0.620253164556962,11,11,1.0,1.0,61,0.6721311475409836,0.04646271298406646,0.04577302502002567
layer8_12_16,15,1,200,200,139,0.695,0.695,0.5325670498084292,11,11,1.0,1.0,146,0.6643835616438356,0.05833660700591281,0.05738692500744946
layer8_12_16,16,1,362,362,222,0.6132596685082873,0.6132596685082873,0.44223107569721115,11,11,1.0,1.0,257,0.5019455252918288,0.0848760700027924,0.0832722480117809
layer8_12_16,17,0,244,244,173,0.7090163934426229,0.7090163934426229,0.5492063492063493,11,11,1.0,1.0,130,0.6230769230769231,0.06251000199699774,0.06143996899481863
layer8_12_16,17,1,324,324,226,0.6975308641975309,0.6975308641975309,0.5355450236966824,11,11,1.0,1.0,110,0.5818181818181818,0.07876851700711995,0.07738783900276758
layer8_12_16,18,0,185,185,111,0.6,0.6,0.42857142857142855,11,11,1.0,1.0,124,0.5080645161290323,0.0559973560157232,0.05522579399985261
layer8_12_16,18,1,206,206,141,0.6844660194174758,0.6844660194174758,0.5202952029520295,13,13,1.0,1.0,95,0.5473684210526316,0.05837808700744063,0.05745839700102806
layer8_12_16,19,0,181,181,117,0.6464088397790055,0.6464088397790055,0.4775510204081633,11,11,1.0,1.0,65,0.4153846153846154,0.05613032099790871,0.05529583399766125
layer8_12_16,19,1,268,268,175,0.6529850746268657,0.6529850746268657,0.48476454293628807,11,11,1.0,1.0,179,0.5642458100558659,0.06514862200128846,0.06392155299545266
layer8_12_16,4,0,212,212,159,0.75,0.75,0.6,11,11,1.0,1.0,94,0.776595744680851,0.05881481399410404,0.05788508598925546
layer8_12_16,4,1,339,339,183,0.5398230088495575,0.5398230088495575,0.3696969696969697,12,12,1.0,1.0,207,0.33816425120772947,0.0819677890103776,0.08016129798488691
middle,3,1,233,233,195,0.8369098712446352,0.8369098712446352,0.7195571955719557,11,11,1.0,1.0,98,0.7755102040816326,0.06714942899998277,0.06599156200536527
middle,3,0,203,203,143,0.7044334975369458,0.7044334975369458,0.5437262357414449,11,11,1.0,1.0,99,0.5454545454545454,0.06480401300359517,0.06381217698799446
middle,0,0,227,227,195,0.8590308370044053,0.8590308370044053,0.752895752895753,11,11,1.0,1.0,108,0.8703703703703703,0.18152958899736404,0.18041891098255292
middle,1,0,223,223,180,0.8071748878923767,0.8071748878923767,0.6766917293233082,11,11,1.0,1.0,89,0.6741573033707865,0.06712814999627881,0.06603634898783639
middle,2,0,241,241,189,0.7842323651452282,0.7842323651452282,0.6450511945392492,11,11,1.0,1.0,79,0.6582278481012658,0.06978609500220045,0.06856084999162704
middle,16,0,259,259,161,0.6216216216216216,0.6216216216216216,0.45098039215686275,11,11,1.0,1.0,146,0.4520547945205479,0.07171410298906267,0.07055525699979626
middle,6,0,248,248,192,0.7741935483870968,0.7741935483870968,0.631578947368421,11,11,1.0,1.0,98,0.7142857142857143,0.07177900499664247,0.0705089140101336
middle,7,0,269,269,192,0.7137546468401487,0.7137546468401487,0.5549132947976878,11,11,1.0,1.0,118,0.6016949152542372,0.07365048400242813,0.0723913160036318
middle,7,1,251,251,191,0.7609561752988048,0.7609561752988048,0.6141479099678456,11,11,1.0,1.0,103,0.8155339805825242,0.06941042499965988,0.06824106999556534
middle,9,0,328,328,222,0.676829268292683,0.676829268292683,0.511520737327189,11,11,1.0,1.0,152,0.5657894736842105,0.09018701399327256,0.08857069199439138
middle,9,1,445,445,310,0.6966292134831461,0.6966292134831461,0.5344827586206896,12,12,1.0,1.0,227,0.7092511013215859,0.11011686699930578,0.10798159398837015
middle,10,0,254,254,182,0.7165354330708661,0.7165354330708661,0.558282208588957,11,11,1.0,1.0,98,0.5918367346938775,0.07229854998877272,0.07099802099401131
middle,10,1,288,288,211,0.7326388888888888,0.7326388888888888,0.5780821917808219,11,11,1.0,1.0,133,0.6917293233082706,0.08002064700121991,0.07857174600940198
middle,11,0,215,215,158,0.7348837209302326,0.7348837209302326,0.5808823529411765,11,11,1.0,1.0,96,0.7291666666666666,0.06664305299636908,0.06580663300701417
middle,11,1,210,210,174,0.8285714285714286,0.8285714285714286,0.7073170731707317,11,11,1.0,1.0,78,0.8333333333333334,0.06487129101878963,0.06402255001012236
middle,12,0,337,337,229,0.6795252225519288,0.6795252225519288,0.5146067415730337,11,11,1.0,1.0,173,0.5491329479768786,0.09008572401944548,0.08849419100442901
middle,12,1,349,349,227,0.6504297994269341,0.6504297994269341,0.4819532908704883,11,11,1.0,1.0,241,0.6390041493775933,0.09073336599976756,0.08901979599613696
middle,13,0,196,196,146,0.7448979591836735,0.7448979591836735,0.5934959349593496,11,11,1.0,1.0,69,0.6811594202898551,0.06461839997791685,0.06375760800438002
middle,13,1,341,341,203,0.5953079178885631,0.5953079178885631,0.42379958246346555,12,12,1.0,1.0,201,0.4228855721393035,0.0905025220126845,0.08882040699245408
middle,14,0,198,198,143,0.7222222222222222,0.7222222222222222,0.5652173913043478,11,11,1.0,1.0,111,0.6936936936936937,0.06257176099461503,0.06173970300005749
middle,14,1,280,280,202,0.7214285714285714,0.7214285714285714,0.5642458100558659,12,12,1.0,1.0,131,0.7633587786259542,0.07901293699978851,0.07774835501913913
middle,15,0,128,128,106,0.828125,0.828125,0.7066666666666667,11,11,1.0,1.0,61,0.7868852459016393,0.047813310025958344,0.04718823099392466
middle,15,1,200,200,157,0.785,0.785,0.6460905349794238,11,11,1.0,1.0,146,0.7397260273972602,0.0647076609893702,0.06374660399160348
middle,16,1,362,362,219,0.6049723756906077,0.6049723756906077,0.43366336633663366,11,11,1.0,1.0,257,0.5447470817120622,0.09340184601023793,0.09178476399392821
middle,17,0,244,244,174,0.7131147540983607,0.7131147540983607,0.554140127388535,11,11,1.0,1.0,130,0.6461538461538462,0.06926825700793415,0.06821963301626965
middle,17,1,324,324,238,0.7345679012345679,0.7345679012345679,0.5804878048780487,11,11,1.0,1.0,110,0.6818181818181818,0.0895291350025218,0.08813157997792587
middle,18,0,185,185,117,0.6324324324324324,0.6324324324324324,0.4624505928853755,11,11,1.0,1.0,124,0.5483870967741935,0.06220521201612428,0.061269327998161316
middle,18,1,206,206,162,0.7864077669902912,0.7864077669902912,0.648,13,13,1.0,1.0,95,0.7578947368421053,0.06486900901654735,0.06387568201171234
middle,19,0,181,181,121,0.6685082872928176,0.6685082872928176,0.5020746887966805,11,11,1.0,1.0,65,0.5538461538461539,0.06203268701210618,0.06124978401931003
middle,19,1,268,268,183,0.6828358208955224,0.6828358208955224,0.5184135977337111,11,11,1.0,1.0,179,0.6201117318435754,0.07219459500629455,0.07108905698987655
middle,4,0,212,212,164,0.7735849056603774,0.7735849056603774,0.6307692307692307,11,11,1.0,1.0,94,0.7659574468085106,0.0661015759978909,0.06511189899174497
middle,4,1,339,339,182,0.5368731563421829,0.5368731563421829,0.36693548387096775,12,12,1.0,1.0,207,0.37681159420289856,0.09137507699779235,0.08958086199709214
last,3,1,233,233,142,0.6094420600858369,0.6094420600858369,0.4382716049382716,11,10,0.9090909090909091,0.9090909090909091,98,0.673469387755102,0.1263645570143126,0.1251788130030036
last,3,0,203,203,100,0.49261083743842365,0.49261083743842365,0.32679738562091504,11,10,0.9090909090909091,0.9090909090909091,99,0.3939393939393939,0.12116658699233085,0.12000674701994285
last,0,0,227,227,154,0.6784140969162996,0.6784140969162996,0.5133333333333333,11,8,0.7272727272727273,0.7272727272727273,108,0.7685185185185185,0.22225866501685232,0.22113997201086022
last,1,0,223,223,122,0.547085201793722,0.547085201793722,0.3765432098765432,11,11,1.0,1.0,89,0.5393258426966292,0.125698537012795,0.1247299219830893
last,2,0,241,241,154,0.6390041493775933,0.6390041493775933,0.4695121951219512,11,11,1.0,1.0,79,0.5063291139240507,0.13093038499937393,0.12963847198989242
last,16,0,259,259,107,0.41312741312741313,0.41312741312741313,0.26034063260340634,11,9,0.8181818181818182,0.8181818181818182,146,0.2808219178082192,0.13343237701337785,0.1323064850002993
last,6,0,248,248,169,0.6814516129032258,0.6814516129032258,0.5168195718654435,11,11,1.0,1.0,98,0.673469387755102,0.13424064000719227,0.13309676898643374
last,7,0,269,269,149,0.5539033457249071,0.5539033457249071,0.38303341902313626,11,11,1.0,1.0,118,0.5423728813559322,0.13736850998247974,0.13617559900740162
last,7,1,251,251,171,0.6812749003984063,0.6812749003984063,0.5166163141993958,11,10,0.9090909090909091,0.9090909090909091,103,0.7184466019417476,0.13066531397635117,0.12951677897945046
last,9,0,328,328,164,0.5,0.5,0.3333333333333333,11,11,1.0,1.0,152,0.4473684210526316,0.16918982498464175,0.1675799939839635
last,9,1,445,445,277,0.6224719101123596,0.6224719101123596,0.45187601957585644,12,12,1.0,1.0,227,0.6696035242290749,0.20732186597888358,0.2052142040047329
last,10,0,254,254,140,0.5511811023622047,0.5511811023622047,0.3804347826086957,11,11,1.0,1.0,98,0.5714285714285714,0.13660476400400512,0.13533055799780414
last,10,1,288,288,165,0.5729166666666666,0.5729166666666666,0.40145985401459855,11,9,0.8181818181818182,0.8181818181818182,133,0.6015037593984962,0.14905171701684594,0.14778029400622472
last,11,0,215,215,125,0.5813953488372093,0.5813953488372093,0.4098360655737705,11,10,0.9090909090909091,0.9090909090909091,96,0.78125,0.12501553699257784,0.12411480498849414
last,11,1,210,210,119,0.5666666666666667,0.5666666666666667,0.3953488372093023,11,11,1.0,1.0,78,0.6153846153846154,0.12121092600864358,0.1203333800076507
last,12,0,337,337,134,0.39762611275964393,0.39762611275964393,0.24814814814814815,11,11,1.0,1.0,173,0.37572254335260113,0.1689414169813972,0.16729808200034313
last,12,1,349,349,216,0.6189111747851003,0.6189111747851003,0.44813278008298757,11,11,1.0,1.0,241,0.6099585062240664,0.1703663260268513,0.1685485859925393
last,13,0,196,196,96,0.4897959183673469,0.4897959183673469,0.32432432432432434,11,10,0.9090909090909091,0.9090909090909091,69,0.6231884057971014,0.12082374800229445,0.11994563098414801
last,13,1,341,341,198,0.5806451612903226,0.5806451612903226,0.4090909090909091,12,12,1.0,1.0,201,0.5024875621890548,0.17015436399378814,0.16842715299571864
last,14,0,198,198,91,0.4595959595959596,0.4595959595959596,0.2983606557377049,11,10,0.9090909090909091,0.9090909090909091,111,0.5765765765765766,0.11583914799848571,0.11494207300711423
last,14,1,280,280,153,0.5464285714285714,0.5464285714285714,0.3759213759213759,12,11,0.9166666666666666,0.9166666666666666,131,0.648854961832061,0.14756940500228666,0.1462922979844734
last,15,0,128,128,76,0.59375,0.59375,0.4222222222222222,11,10,0.9090909090909091,0.9090909090909091,61,0.6557377049180327,0.08843400198384188,0.08782086402061395
last,15,1,200,200,117,0.585,0.585,0.4134275618374558,11,11,1.0,1.0,146,0.5958904109589042,0.11963944500894286,0.11885398600134067
last,16,1,362,362,229,0.6325966850828729,0.6325966850828729,0.4626262626262626,11,11,1.0,1.0,257,0.5992217898832685,0.1772541230020579,0.17555149999679998
last,17,0,244,244,135,0.5532786885245902,0.5532786885245902,0.38243626062322944,11,10,0.9090909090909091,0.9090909090909091,130,0.5923076923076923,0.13113667198922485,0.13003542099613696
last,17,1,324,324,196,0.6049382716049383,0.6049382716049383,0.4336283185840708,11,11,1.0,1.0,110,0.6545454545454545,0.16271723998943344,0.1613644789904356
last,18,0,185,185,91,0.4918918918918919,0.4918918918918919,0.32616487455197135,11,10,0.9090909090909091,0.9090909090909091,124,0.46774193548387094,0.11532581300707534,0.11455890798242763
last,18,1,206,206,106,0.5145631067961165,0.5145631067961165,0.3464052287581699,13,13,1.0,1.0,95,0.4842105263157895,0.12066001098719425,0.11974784400081262
last,19,0,181,181,95,0.5248618784530387,0.5248618784530387,0.35580524344569286,11,11,1.0,1.0,65,0.49230769230769234,0.11529153201263398,0.1144935010233894
last,19,1,268,268,172,0.6417910447761194,0.6417910447761194,0.4725274725274725,11,10,0.9090909090909091,0.9090909090909091,179,0.6256983240223464,0.13437720699585043,0.1332664770015981
last,4,0,212,212,126,0.5943396226415094,0.5943396226415094,0.4228187919463087,11,10,0.9090909090909091,0.9090909090909091,94,0.7978723404255319,0.1214412659755908,0.12037872499786317
last,4,1,339,339,201,0.5929203539823009,0.5929203539823009,0.42138364779874216,12,12,1.0,1.0,207,0.5024154589371981,0.17015822598477826,0.1684531170176342
