example_id,sub_q_idx,docgen_n,old_n,online_n,docgen_old_intersection,docgen_online_intersection,old_online_intersection,docgen_old_jaccard,docgen_online_jaccard,old_online_jaccard,docgen_covers_online,online_covers_docgen,old_covers_online,online_covers_old,docgen_covers_old,old_covers_docgen
103,1,106,212,112,60,19,52,0.23255813953488372,0.09547738693467336,0.19117647058823528,0.16964285714285715,0.1792452830188679,0.4642857142857143,0.24528301886792453,0.2830188679245283,0.5660377358490566
104,0,210,218,216,96,79,134,0.2891566265060241,0.2276657060518732,0.44666666666666666,0.36574074074074076,0.3761904761904762,0.6203703703703703,0.6146788990825688,0.44036697247706424,0.45714285714285713
105,0,237,176,241,107,131,142,0.34967320261437906,0.37752161383285304,0.5163636363636364,0.5435684647302904,0.5527426160337553,0.5892116182572614,0.8068181818181818,0.6079545454545454,0.45147679324894513
105,1,303,326,307,156,159,146,0.3298097251585624,0.352549889135255,0.2997946611909651,0.5179153094462541,0.5247524752475248,0.4755700325732899,0.44785276073619634,0.4785276073619632,0.5148514851485149
109,0,186,191,188,95,65,90,0.33687943262411346,0.21035598705501618,0.31141868512110726,0.34574468085106386,0.34946236559139787,0.4787234042553192,0.4712041884816754,0.4973821989528796,0.510752688172043
112,0,77,66,82,24,27,56,0.20168067226890757,0.20454545454545456,0.6086956521739131,0.32926829268292684,0.35064935064935066,0.6829268292682927,0.8484848484848485,0.36363636363636365,0.3116883116883117
112,1,111,170,116,49,17,54,0.21120689655172414,0.08095238095238096,0.23275862068965517,0.14655172413793102,0.15315315315315314,0.46551724137931033,0.3176470588235294,0.28823529411764703,0.44144144144144143
113,0,143,98,145,49,59,88,0.2552083333333333,0.2576419213973799,0.567741935483871,0.4068965517241379,0.4125874125874126,0.6068965517241379,0.8979591836734694,0.5,0.34265734265734266
113,1,129,212,133,78,66,71,0.2965779467680608,0.336734693877551,0.2591240875912409,0.49624060150375937,0.5116279069767442,0.5338345864661654,0.33490566037735847,0.36792452830188677,0.6046511627906976
114,0,169,93,172,68,90,79,0.35051546391752575,0.35856573705179284,0.42473118279569894,0.5232558139534884,0.5325443786982249,0.45930232558139533,0.8494623655913979,0.7311827956989247,0.40236686390532544
114,1,128,231,134,78,23,83,0.2775800711743772,0.09623430962343096,0.29432624113475175,0.17164179104477612,0.1796875,0.6194029850746269,0.3593073593073593,0.33766233766233766,0.609375
117,0,129,92,134,57,69,79,0.3475609756097561,0.3556701030927835,0.5374149659863946,0.5149253731343284,0.5348837209302325,0.5895522388059702,0.8586956521739131,0.6195652173913043,0.4418604651162791
117,1,97,193,102,65,13,36,0.28888888888888886,0.06989247311827956,0.138996138996139,0.12745098039215685,0.13402061855670103,0.35294117647058826,0.18652849740932642,0.33678756476683935,0.6701030927835051
118,0,135,151,141,78,62,86,0.375,0.2897196261682243,0.4174757281553398,0.4397163120567376,0.45925925925925926,0.6099290780141844,0.5695364238410596,0.5165562913907285,0.5777777777777777
119,0,136,91,141,50,54,84,0.2824858757062147,0.242152466367713,0.5675675675675675,0.3829787234042553,0.39705882352941174,0.5957446808510638,0.9230769230769231,0.5494505494505495,0.36764705882352944
119,1,113,209,118,61,20,42,0.23371647509578544,0.0947867298578199,0.14736842105263157,0.1694915254237288,0.17699115044247787,0.3559322033898305,0.20095693779904306,0.291866028708134,0.5398230088495575
120,0,211,198,215,81,123,115,0.24695121951219512,0.40594059405940597,0.3859060402684564,0.5720930232558139,0.5829383886255924,0.5348837209302325,0.5808080808080808,0.4090909090909091,0.38388625592417064
121,0,176,91,179,69,77,84,0.3484848484848485,0.27697841726618705,0.45161290322580644,0.4301675977653631,0.4375,0.4692737430167598,0.9230769230769231,0.7582417582417582,0.39204545454545453
121,1,182,251,187,85,73,72,0.2442528735632184,0.24662162162162163,0.19672131147540983,0.39037433155080214,0.4010989010989011,0.3850267379679144,0.2868525896414343,0.3386454183266932,0.46703296703296704
123,0,191,137,194,68,76,123,0.26153846153846155,0.2459546925566343,0.5913461538461539,0.3917525773195876,0.39790575916230364,0.634020618556701,0.8978102189781022,0.49635036496350365,0.35602094240837695
123,1,150,167,155,98,72,110,0.4474885844748858,0.3090128755364807,0.5188679245283019,0.4645161290322581,0.48,0.7096774193548387,0.6586826347305389,0.5868263473053892,0.6533333333333333
123,2,142,238,147,100,57,96,0.35714285714285715,0.24568965517241378,0.33217993079584773,0.3877551020408163,0.4014084507042254,0.6530612244897959,0.40336134453781514,0.42016806722689076,0.704225352112676
123,3,162,326,168,120,68,133,0.32608695652173914,0.2595419847328244,0.3684210526315789,0.40476190476190477,0.41975308641975306,0.7916666666666666,0.40797546012269936,0.36809815950920244,0.7407407407407407
125,0,213,200,215,119,125,117,0.40476190476190477,0.41254125412541254,0.3926174496644295,0.5813953488372093,0.5868544600938967,0.5441860465116279,0.585,0.595,0.5586854460093896
126,0,128,77,131,44,43,60,0.2732919254658385,0.19907407407407407,0.40540540540540543,0.3282442748091603,0.3359375,0.4580152671755725,0.7792207792207793,0.5714285714285714,0.34375
126,1,147,194,151,80,38,47,0.3065134099616858,0.14615384615384616,0.15771812080536912,0.25165562913907286,0.2585034013605442,0.31125827814569534,0.2422680412371134,0.41237113402061853,0.54421768707483
127,0,97,120,102,40,29,60,0.22598870056497175,0.17058823529411765,0.37037037037037035,0.28431372549019607,0.29896907216494845,0.5882352941176471,0.5,0.3333333333333333,0.41237113402061853
128,0,163,181,166,69,56,85,0.2509090909090909,0.20512820512820512,0.3244274809160305,0.3373493975903614,0.34355828220858897,0.5120481927710844,0.4696132596685083,0.3812154696132597,0.4233128834355828
129,0,192,209,197,107,93,129,0.36394557823129253,0.3141891891891892,0.4657039711191336,0.4720812182741117,0.484375,0.6548223350253807,0.6172248803827751,0.5119617224880383,0.5572916666666666
130,0,90,63,95,24,27,54,0.18604651162790697,0.17088607594936708,0.5192307692307693,0.28421052631578947,0.3,0.5684210526315789,0.8571428571428571,0.38095238095238093,0.26666666666666666
130,1,143,199,147,58,44,80,0.20422535211267606,0.17886178861788618,0.3007518796992481,0.29931972789115646,0.3076923076923077,0.54421768707483,0.4020100502512563,0.2914572864321608,0.40559440559440557
131,0,93,78,97,42,36,56,0.32558139534883723,0.23376623376623376,0.47058823529411764,0.3711340206185567,0.3870967741935484,0.5773195876288659,0.717948717948718,0.5384615384615384,0.45161290322580644
131,1,116,185,122,65,53,105,0.2754237288135593,0.2864864864864865,0.5198019801980198,0.4344262295081967,0.45689655172413796,0.860655737704918,0.5675675675675675,0.35135135135135137,0.5603448275862069
133,0,115,113,120,57,40,67,0.3333333333333333,0.20512820512820512,0.4036144578313253,0.3333333333333333,0.34782608695652173,0.5583333333333333,0.5929203539823009,0.504424778761062,0.4956521739130435
133,1,127,187,131,72,38,85,0.2975206611570248,0.17272727272727273,0.3648068669527897,0.2900763358778626,0.2992125984251969,0.648854961832061,0.45454545454545453,0.3850267379679144,0.5669291338582677
135,0,118,88,122,48,64,81,0.3037974683544304,0.36363636363636365,0.627906976744186,0.5245901639344263,0.5423728813559322,0.6639344262295082,0.9204545454545454,0.5454545454545454,0.4067796610169492
135,1,117,223,124,62,11,63,0.22302158273381295,0.04782608695652174,0.22183098591549297,0.08870967741935484,0.09401709401709402,0.5080645161290323,0.2825112107623318,0.27802690582959644,0.5299145299145299
136,0,74,65,79,18,16,55,0.1487603305785124,0.11678832116788321,0.6179775280898876,0.20253164556962025,0.21621621621621623,0.6962025316455697,0.8461538461538461,0.27692307692307694,0.24324324324324326
136,1,132,168,138,40,36,52,0.15384615384615385,0.15384615384615385,0.2047244094488189,0.2608695652173913,0.2727272727272727,0.37681159420289856,0.30952380952380953,0.23809523809523808,0.30303030303030304
138,0,152,104,156,59,72,90,0.29949238578680204,0.3050847457627119,0.5294117647058824,0.46153846153846156,0.47368421052631576,0.5769230769230769,0.8653846153846154,0.5673076923076923,0.3881578947368421
138,1,189,295,195,106,77,105,0.2804232804232804,0.250814332247557,0.2727272727272727,0.39487179487179486,0.4074074074074074,0.5384615384615384,0.3559322033898305,0.3593220338983051,0.5608465608465608
141,0,90,87,94,28,24,60,0.18791946308724833,0.15,0.49586776859504134,0.2553191489361702,0.26666666666666666,0.6382978723404256,0.6896551724137931,0.3218390804597701,0.3111111111111111
141,1,139,214,145,83,49,36,0.3074074074074074,0.20851063829787234,0.11145510835913312,0.33793103448275863,0.35251798561151076,0.2482758620689655,0.16822429906542055,0.3878504672897196,0.5971223021582733
142,0,176,123,179,96,116,103,0.4729064039408867,0.48535564853556484,0.5175879396984925,0.6480446927374302,0.6590909090909091,0.5754189944134078,0.8373983739837398,0.7804878048780488,0.5454545454545454
142,1,231,238,233,138,161,141,0.4169184290030212,0.5313531353135313,0.42727272727272725,0.6909871244635193,0.696969696969697,0.6051502145922747,0.592436974789916,0.5798319327731093,0.5974025974025974
143,0,124,87,129,50,55,80,0.3105590062111801,0.2777777777777778,0.5882352941176471,0.4263565891472868,0.4435483870967742,0.6201550387596899,0.9195402298850575,0.5747126436781609,0.4032258064516129
143,1,98,161,105,65,25,57,0.33505154639175255,0.1404494382022472,0.2727272727272727,0.23809523809523808,0.25510204081632654,0.5428571428571428,0.35403726708074534,0.40372670807453415,0.6632653061224489
144,0,96,69,99,22,35,53,0.15384615384615385,0.21875,0.4608695652173913,0.35353535353535354,0.3645833333333333,0.5353535353535354,0.7681159420289855,0.3188405797101449,0.22916666666666666
144,1,113,155,118,42,39,53,0.18584070796460178,0.203125,0.2409090909090909,0.3305084745762712,0.34513274336283184,0.4491525423728814,0.3419354838709677,0.2709677419354839,0.37168141592920356
145,0,97,86,102,39,25,55,0.2708333333333333,0.14367816091954022,0.41353383458646614,0.24509803921568626,0.25773195876288657,0.5392156862745098,0.6395348837209303,0.45348837209302323,0.4020618556701031
145,1,135,165,140,60,60,86,0.25,0.27906976744186046,0.3926940639269406,0.42857142857142855,0.4444444444444444,0.6142857142857143,0.5212121212121212,0.36363636363636365,0.4444444444444444
146,0,98,100,101,42,35,73,0.2692307692307692,0.21341463414634146,0.5703125,0.3465346534653465,0.35714285714285715,0.7227722772277227,0.73,0.42,0.42857142857142855
146,1,168,196,172,70,27,93,0.23809523809523808,0.08626198083067092,0.3381818181818182,0.1569767441860465,0.16071428571428573,0.5406976744186046,0.4744897959183674,0.35714285714285715,0.4166666666666667
147,0,88,98,91,47,30,65,0.3381294964028777,0.20134228187919462,0.5241935483870968,0.32967032967032966,0.3409090909090909,0.7142857142857143,0.6632653061224489,0.47959183673469385,0.5340909090909091
147,1,196,216,201,97,64,58,0.30793650793650795,0.1921921921921922,0.1615598885793872,0.31840796019900497,0.32653061224489793,0.2885572139303483,0.26851851851851855,0.44907407407407407,0.49489795918367346
149,0,175,164,179,81,88,124,0.313953488372093,0.3308270676691729,0.5662100456621004,0.49162011173184356,0.5028571428571429,0.6927374301675978,0.7560975609756098,0.49390243902439024,0.46285714285714286
150,0,83,48,84,24,28,37,0.22429906542056074,0.2014388489208633,0.3894736842105263,0.3333333333333333,0.3373493975903614,0.44047619047619047,0.7708333333333334,0.5,0.2891566265060241
150,1,169,230,173,107,69,79,0.3664383561643836,0.25274725274725274,0.24382716049382716,0.3988439306358382,0.40828402366863903,0.45664739884393063,0.34347826086956523,0.4652173913043478,0.6331360946745562
151,0,91,89,93,45,37,79,0.3333333333333333,0.25170068027210885,0.7669902912621359,0.3978494623655914,0.4065934065934066,0.8494623655913979,0.8876404494382022,0.5056179775280899,0.4945054945054945
151,1,129,166,133,68,33,83,0.29955947136563876,0.14410480349344978,0.38425925925925924,0.24812030075187969,0.2558139534883721,0.6240601503759399,0.5,0.40963855421686746,0.5271317829457365
152,0,166,104,169,64,91,102,0.3106796116504854,0.3729508196721312,0.5964912280701754,0.5384615384615384,0.5481927710843374,0.6035502958579881,0.9807692307692307,0.6153846153846154,0.3855421686746988
152,1,169,229,172,81,95,129,0.2555205047318612,0.3861788617886179,0.4742647058823529,0.5523255813953488,0.5621301775147929,0.75,0.5633187772925764,0.3537117903930131,0.47928994082840237
153,0,129,155,133,55,40,122,0.24017467248908297,0.18018018018018017,0.7349397590361446,0.3007518796992481,0.31007751937984496,0.9172932330827067,0.7870967741935484,0.3548387096774194,0.4263565891472868
154,0,145,176,148,82,38,104,0.34309623430962344,0.14901960784313725,0.4727272727272727,0.25675675675675674,0.2620689655172414,0.7027027027027027,0.5909090909090909,0.4659090909090909,0.5655172413793104
155,0,123,106,126,47,40,71,0.25824175824175827,0.19138755980861244,0.4409937888198758,0.31746031746031744,0.3252032520325203,0.5634920634920635,0.6698113207547169,0.44339622641509435,0.3821138211382114
155,1,150,204,153,84,57,98,0.3111111111111111,0.23170731707317074,0.3783783783783784,0.37254901960784315,0.38,0.6405228758169934,0.4803921568627451,0.4117647058823529,0.56
156,0,101,114,104,52,40,81,0.31901840490797545,0.24242424242424243,0.5912408759124088,0.38461538461538464,0.39603960396039606,0.7788461538461539,0.7105263157894737,0.45614035087719296,0.5148514851485149
156,1,147,188,151,99,54,95,0.4194915254237288,0.22131147540983606,0.38934426229508196,0.3576158940397351,0.3673469387755102,0.6291390728476821,0.5053191489361702,0.526595744680851,0.673469387755102
158,0,134,78,139,60,81,78,0.39473684210526316,0.421875,0.5611510791366906,0.5827338129496403,0.6044776119402985,0.5611510791366906,1.0,0.7692307692307693,0.44776119402985076
158,1,106,182,112,63,36,59,0.28,0.1978021978021978,0.251063829787234,0.32142857142857145,0.33962264150943394,0.5267857142857143,0.3241758241758242,0.34615384615384615,0.5943396226415094
160,0,104,95,109,38,42,80,0.2360248447204969,0.24561403508771928,0.6451612903225806,0.3853211009174312,0.40384615384615385,0.7339449541284404,0.8421052631578947,0.4,0.36538461538461536
160,1,189,224,197,91,90,103,0.2826086956521739,0.30405405405405406,0.3238993710691824,0.45685279187817257,0.47619047619047616,0.5228426395939086,0.45982142857142855,0.40625,0.48148148148148145
161,0,111,117,115,48,34,72,0.26666666666666666,0.17708333333333334,0.45,0.2956521739130435,0.3063063063063063,0.6260869565217392,0.6153846153846154,0.41025641025641024,0.43243243243243246
161,1,175,177,181,70,34,82,0.24822695035460993,0.10559006211180125,0.2971014492753623,0.1878453038674033,0.19428571428571428,0.4530386740331492,0.4632768361581921,0.3954802259887006,0.4
162,0,132,136,140,59,60,73,0.2822966507177033,0.2830188679245283,0.35960591133004927,0.42857142857142855,0.45454545454545453,0.5214285714285715,0.5367647058823529,0.4338235294117647,0.44696969696969696
163,0,123,55,128,32,48,49,0.2191780821917808,0.23645320197044334,0.3656716417910448,0.375,0.3902439024390244,0.3828125,0.8909090909090909,0.5818181818181818,0.2601626016260163
163,1,186,269,189,98,72,95,0.27450980392156865,0.2376237623762376,0.26170798898071623,0.38095238095238093,0.3870967741935484,0.5026455026455027,0.35315985130111527,0.3643122676579926,0.5268817204301075
164,0,165,138,168,87,88,107,0.4027777777777778,0.35918367346938773,0.5376884422110553,0.5238095238095238,0.5333333333333333,0.6369047619047619,0.7753623188405797,0.6304347826086957,0.5272727272727272
164,1,247,243,252,110,120,136,0.2894736842105263,0.316622691292876,0.3788300835654596,0.47619047619047616,0.48582995951417,0.5396825396825397,0.5596707818930041,0.45267489711934156,0.44534412955465585
165,0,162,182,167,86,53,94,0.3333333333333333,0.19202898550724637,0.3686274509803922,0.31736526946107785,0.3271604938271605,0.562874251497006,0.5164835164835165,0.4725274725274725,0.5308641975308642
166,0,129,81,131,39,66,81,0.22807017543859648,0.3402061855670103,0.6183206106870229,0.5038167938931297,0.5116279069767442,0.6183206106870229,1.0,0.48148148148148145,0.3023255813953488
166,1,154,247,158,67,59,99,0.20059880239520958,0.233201581027668,0.3235294117647059,0.37341772151898733,0.38311688311688313,0.6265822784810127,0.4008097165991903,0.27125506072874495,0.43506493506493504
167,0,121,82,124,39,58,74,0.23780487804878048,0.31016042780748665,0.5606060606060606,0.46774193548387094,0.4793388429752066,0.5967741935483871,0.9024390243902439,0.47560975609756095,0.32231404958677684
167,1,120,233,124,46,39,74,0.1498371335504886,0.1902439024390244,0.26148409893992935,0.31451612903225806,0.325,0.5967741935483871,0.31759656652360513,0.19742489270386265,0.38333333333333336
169,0,104,121,109,49,42,96,0.2784090909090909,0.24561403508771928,0.7164179104477612,0.3853211009174312,0.40384615384615385,0.8807339449541285,0.7933884297520661,0.4049586776859504,0.47115384615384615
169,1,150,175,156,70,23,44,0.27450980392156865,0.0812720848056537,0.15331010452961671,0.14743589743589744,0.15333333333333332,0.28205128205128205,0.25142857142857145,0.4,0.4666666666666667
173,0,147,76,151,46,58,66,0.2598870056497175,0.24166666666666667,0.40993788819875776,0.3841059602649007,0.3945578231292517,0.4370860927152318,0.868421052631579,0.6052631578947368,0.3129251700680272
173,1,139,190,144,62,31,55,0.23220973782771537,0.12301587301587301,0.1971326164874552,0.2152777777777778,0.22302158273381295,0.3819444444444444,0.2894736842105263,0.3263157894736842,0.4460431654676259
174,0,86,114,91,49,21,68,0.32450331125827814,0.1346153846153846,0.49635036496350365,0.23076923076923078,0.2441860465116279,0.7472527472527473,0.5964912280701754,0.4298245614035088,0.5697674418604651
174,1,116,132,122,39,28,50,0.18660287081339713,0.13333333333333333,0.24509803921568626,0.22950819672131148,0.2413793103448276,0.4098360655737705,0.3787878787878788,0.29545454545454547,0.33620689655172414
176,0,111,122,117,36,28,71,0.18274111675126903,0.14,0.4226190476190476,0.23931623931623933,0.25225225225225223,0.6068376068376068,0.5819672131147541,0.29508196721311475,0.32432432432432434
178,0,108,58,112,32,46,56,0.23880597014925373,0.26436781609195403,0.49122807017543857,0.4107142857142857,0.42592592592592593,0.5,0.9655172413793104,0.5517241379310345,0.2962962962962963
178,1,90,167,94,50,12,39,0.24154589371980675,0.06976744186046512,0.17567567567567569,0.1276595744680851,0.13333333333333333,0.4148936170212766,0.23353293413173654,0.2994011976047904,0.5555555555555556
179,0,102,55,106,25,30,48,0.1893939393939394,0.16853932584269662,0.4247787610619469,0.2830188679245283,0.29411764705882354,0.4528301886792453,0.8727272727272727,0.45454545454545453,0.24509803921568626
179,1,106,180,114,52,18,52,0.2222222222222222,0.0891089108910891,0.21487603305785125,0.15789473684210525,0.16981132075471697,0.45614035087719296,0.28888888888888886,0.28888888888888886,0.49056603773584906
180,0,150,92,155,65,74,74,0.3672316384180791,0.3203463203463203,0.4277456647398844,0.4774193548387097,0.49333333333333335,0.4774193548387097,0.8043478260869565,0.7065217391304348,0.43333333333333335
180,1,126,202,133,81,24,49,0.32793522267206476,0.10212765957446808,0.17132867132867133,0.18045112781954886,0.19047619047619047,0.3684210526315789,0.24257425742574257,0.400990099009901,0.6428571428571429
183,0,156,99,159,76,95,92,0.4245810055865922,0.4318181818181818,0.5542168674698795,0.5974842767295597,0.6089743589743589,0.5786163522012578,0.9292929292929293,0.7676767676767676,0.48717948717948717
183,1,156,205,159,83,40,43,0.29856115107913667,0.14545454545454545,0.13395638629283488,0.25157232704402516,0.2564102564102564,0.27044025157232704,0.2097560975609756,0.40487804878048783,0.532051282051282
186,0,111,96,115,43,34,75,0.2621951219512195,0.17708333333333334,0.5514705882352942,0.2956521739130435,0.3063063063063063,0.6521739130434783,0.78125,0.4479166666666667,0.38738738738738737
186,1,162,188,169,70,46,105,0.25,0.16140350877192983,0.4166666666666667,0.27218934911242604,0.2839506172839506,0.621301775147929,0.5585106382978723,0.3723404255319149,0.43209876543209874
188,0,80,59,86,18,21,40,0.1487603305785124,0.14482758620689656,0.38095238095238093,0.2441860465116279,0.2625,0.46511627906976744,0.6779661016949152,0.3050847457627119,0.225
188,1,113,156,118,46,35,47,0.2062780269058296,0.17857142857142858,0.20704845814977973,0.2966101694915254,0.30973451327433627,0.3983050847457627,0.30128205128205127,0.2948717948717949,0.40707964601769914
191,0,103,83,107,31,18,58,0.2,0.09375,0.4393939393939394,0.16822429906542055,0.17475728155339806,0.5420560747663551,0.6987951807228916,0.37349397590361444,0.30097087378640774
191,1,149,188,153,77,29,45,0.29615384615384616,0.10622710622710622,0.15202702702702703,0.1895424836601307,0.19463087248322147,0.29411764705882354,0.2393617021276596,0.4095744680851064,0.5167785234899329
