task_id	dataset	method	rate	start	end
535	triviaqa-v2	uniform_alpha0p1_draft	0.15	50	75
536	triviaqa-v2	uniform_alpha0p1_draft	0.3	50	75
537	triviaqa-v2	uniform_alpha0p1_draft	0.5	50	75
538	triviaqa-v2	uniform_alpha0p1_draft	0.8	50	75
539	triviaqa-v2	uniform_alpha0p1_draft	1.0	50	75
540	triviaqa-v2	full_rate1	1.0	75	100
541	triviaqa-v2	online_qk	0	75	100
542	triviaqa-v2	online_draft	0	75	100
543	triviaqa-v2	online_qk	0.15	75	100
544	triviaqa-v2	online_draft	0.15	75	100
545	triviaqa-v2	online_qk	0.3	75	100
546	triviaqa-v2	online_draft	0.3	75	100
547	triviaqa-v2	online_qk	0.5	75	100
548	triviaqa-v2	online_draft	0.5	75	100
549	triviaqa-v2	online_qk	0.8	75	100
550	triviaqa-v2	online_draft	0.8	75	100
551	triviaqa-v2	online_qk	1.0	75	100
552	triviaqa-v2	online_draft	1.0	75	100
553	triviaqa-v2	uniform_alpha0p1_draft	0.15	75	100
554	triviaqa-v2	uniform_alpha0p1_draft	0.3	75	100
555	triviaqa-v2	uniform_alpha0p1_draft	0.5	75	100
556	triviaqa-v2	uniform_alpha0p1_draft	0.8	75	100
557	triviaqa-v2	uniform_alpha0p1_draft	1.0	75	100
558	triviaqa-v2	full_rate1	1.0	100	125
559	triviaqa-v2	online_qk	0	100	125
560	triviaqa-v2	online_draft	0	100	125
561	triviaqa-v2	online_qk	0.15	100	125
562	triviaqa-v2	online_draft	0.15	100	125
563	triviaqa-v2	online_qk	0.3	100	125
564	triviaqa-v2	online_draft	0.3	100	125
565	triviaqa-v2	online_qk	0.5	100	125
566	triviaqa-v2	online_draft	0.5	100	125
567	triviaqa-v2	online_qk	0.8	100	125
568	triviaqa-v2	online_draft	0.8	100	125
569	triviaqa-v2	online_qk	1.0	100	125
570	triviaqa-v2	online_draft	1.0	100	125
571	triviaqa-v2	uniform_alpha0p1_draft	0.15	100	125
572	triviaqa-v2	uniform_alpha0p1_draft	0.3	100	125
573	triviaqa-v2	uniform_alpha0p1_draft	0.5	100	125
574	triviaqa-v2	uniform_alpha0p1_draft	0.8	100	125
575	triviaqa-v2	uniform_alpha0p1_draft	1.0	100	125
576	triviaqa-v2	full_rate1	1.0	125	150
577	triviaqa-v2	online_qk	0	125	150
578	triviaqa-v2	online_draft	0	125	150
579	triviaqa-v2	online_qk	0.15	125	150
580	triviaqa-v2	online_draft	0.15	125	150
581	triviaqa-v2	online_qk	0.3	125	150
582	triviaqa-v2	online_draft	0.3	125	150
583	triviaqa-v2	online_qk	0.5	125	150
584	triviaqa-v2	online_draft	0.5	125	150
585	triviaqa-v2	online_qk	0.8	125	150
586	triviaqa-v2	online_draft	0.8	125	150
587	triviaqa-v2	online_qk	1.0	125	150
588	triviaqa-v2	online_draft	1.0	125	150
589	triviaqa-v2	uniform_alpha0p1_draft	0.15	125	150
590	triviaqa-v2	uniform_alpha0p1_draft	0.3	125	150
591	triviaqa-v2	uniform_alpha0p1_draft	0.5	125	150
592	triviaqa-v2	uniform_alpha0p1_draft	0.8	125	150
593	triviaqa-v2	uniform_alpha0p1_draft	1.0	125	150
594	triviaqa-v2	full_rate1	1.0	150	175
595	triviaqa-v2	online_qk	0	150	175
596	triviaqa-v2	online_draft	0	150	175
597	triviaqa-v2	online_qk	0.15	150	175
598	triviaqa-v2	online_draft	0.15	150	175
599	triviaqa-v2	online_qk	0.3	150	175
600	triviaqa-v2	online_draft	0.3	150	175
601	triviaqa-v2	online_qk	0.5	150	175
602	triviaqa-v2	online_draft	0.5	150	175
603	triviaqa-v2	online_qk	0.8	150	175
604	triviaqa-v2	online_draft	0.8	150	175
605	triviaqa-v2	online_qk	1.0	150	175
606	triviaqa-v2	online_draft	1.0	150	175
607	triviaqa-v2	uniform_alpha0p1_draft	0.15	150	175
608	triviaqa-v2	uniform_alpha0p1_draft	0.3	150	175
609	triviaqa-v2	uniform_alpha0p1_draft	0.5	150	175
610	triviaqa-v2	uniform_alpha0p1_draft	0.8	150	175
611	triviaqa-v2	uniform_alpha0p1_draft	1.0	150	175
612	triviaqa-v2	full_rate1	1.0	175	200
613	triviaqa-v2	online_qk	0	175	200
614	triviaqa-v2	online_draft	0	175	200
615	triviaqa-v2	online_qk	0.15	175	200
616	triviaqa-v2	online_draft	0.15	175	200
617	triviaqa-v2	online_qk	0.3	175	200
618	triviaqa-v2	online_draft	0.3	175	200
619	triviaqa-v2	online_qk	0.5	175	200
620	triviaqa-v2	online_draft	0.5	175	200
621	triviaqa-v2	online_qk	0.8	175	200
622	triviaqa-v2	online_draft	0.8	175	200
623	triviaqa-v2	online_qk	1.0	175	200
624	triviaqa-v2	online_draft	1.0	175	200
625	triviaqa-v2	uniform_alpha0p1_draft	0.15	175	200
626	triviaqa-v2	uniform_alpha0p1_draft	0.3	175	200
627	triviaqa-v2	uniform_alpha0p1_draft	0.5	175	200
628	triviaqa-v2	uniform_alpha0p1_draft	0.8	175	200
629	triviaqa-v2	uniform_alpha0p1_draft	1.0	175	200
630	triviaqa-v2	full_rate1	1.0	200	225
631	triviaqa-v2	online_qk	0	200	225
632	triviaqa-v2	online_draft	0	200	225
633	triviaqa-v2	online_qk	0.15	200	225
634	triviaqa-v2	online_draft	0.15	200	225
635	triviaqa-v2	online_qk	0.3	200	225
636	triviaqa-v2	online_draft	0.3	200	225
637	triviaqa-v2	online_qk	0.5	200	225
638	triviaqa-v2	online_draft	0.5	200	225
639	triviaqa-v2	online_qk	0.8	200	225
640	triviaqa-v2	online_draft	0.8	200	225
641	triviaqa-v2	online_qk	1.0	200	225
642	triviaqa-v2	online_draft	1.0	200	225
643	triviaqa-v2	uniform_alpha0p1_draft	0.15	200	225
644	triviaqa-v2	uniform_alpha0p1_draft	0.3	200	225
645	triviaqa-v2	uniform_alpha0p1_draft	0.5	200	225
646	triviaqa-v2	uniform_alpha0p1_draft	0.8	200	225
647	triviaqa-v2	uniform_alpha0p1_draft	1.0	200	225
648	triviaqa-v2	full_rate1	1.0	225	250
649	triviaqa-v2	online_qk	0	225	250
650	triviaqa-v2	online_draft	0	225	250
651	triviaqa-v2	online_qk	0.15	225	250
652	triviaqa-v2	online_draft	0.15	225	250
653	triviaqa-v2	online_qk	0.3	225	250
654	triviaqa-v2	online_draft	0.3	225	250
655	triviaqa-v2	online_qk	0.5	225	250
656	triviaqa-v2	online_draft	0.5	225	250
657	triviaqa-v2	online_qk	0.8	225	250
658	triviaqa-v2	online_draft	0.8	225	250
659	triviaqa-v2	online_qk	1.0	225	250
660	triviaqa-v2	online_draft	1.0	225	250
661	triviaqa-v2	uniform_alpha0p1_draft	0.15	225	250
662	triviaqa-v2	uniform_alpha0p1_draft	0.3	225	250
663	triviaqa-v2	uniform_alpha0p1_draft	0.5	225	250
664	triviaqa-v2	uniform_alpha0p1_draft	0.8	225	250
665	triviaqa-v2	uniform_alpha0p1_draft	1.0	225	250
666	triviaqa-v2	full_rate1	1.0	250	270
667	triviaqa-v2	online_qk	0	250	270
668	triviaqa-v2	online_draft	0	250	270
669	triviaqa-v2	online_qk	0.15	250	270
670	triviaqa-v2	online_draft	0.15	250	270
671	triviaqa-v2	online_qk	0.3	250	270
672	triviaqa-v2	online_draft	0.3	250	270
673	triviaqa-v2	online_qk	0.5	250	270
674	triviaqa-v2	online_draft	0.5	250	270
675	triviaqa-v2	online_qk	0.8	250	270
676	triviaqa-v2	online_draft	0.8	250	270
677	triviaqa-v2	online_qk	1.0	250	270
678	triviaqa-v2	online_draft	1.0	250	270
679	triviaqa-v2	uniform_alpha0p1_draft	0.15	250	270
680	triviaqa-v2	uniform_alpha0p1_draft	0.3	250	270
681	triviaqa-v2	uniform_alpha0p1_draft	0.5	250	270
682	triviaqa-v2	uniform_alpha0p1_draft	0.8	250	270
683	triviaqa-v2	uniform_alpha0p1_draft	1.0	250	270
