offline_n,online_n,hit_n,jaccard,offline_covered_by_online,online_covered_by_offline,dataset,level,topk,example_id,sub_q_idx,source_chunk_id,online_chunk_ids,offline_doc_ids,offline_available
9,10,0,0.0,0.0,0.0,musique,chunk,10,98,0,5,1 2 3 4 5 6 7 8 9 10,Q98-Doc2 Q97-Doc2 Q99-Doc11 Q98-Doc11 Q97-Doc1 Q196-Doc11 Q170-Doc15 Q161-Doc15 Q190-Doc11,1
9,10,1,0.05555555555555555,0.1111111111111111,0.1,musique,chunk,10,98,0,1,1 2 3 4 5 6 7 8 9 10,Q135-Doc3 Q135-Doc6 Q99-Doc3 Q6-Doc5 Q186-Doc6 Q182-Doc10 Q135-Doc4 Q125-Doc9 Q135-Doc5,1
9,10,0,0.0,0.0,0.0,musique,chunk,10,98,0,4,1 2 3 4 5 6 7 8 9 10,Q198-Doc11 Q197-Doc9 Q194-Doc13 Q166-Doc7 Q154-Doc9 Q166-Doc8 Q144-Doc5 Q44-Doc10 Q65-Doc16,1
9,10,0,0.0,0.0,0.0,musique,chunk,10,98,0,10,1 2 3 4 5 6 7 8 9 10,Q98-Doc12 Q97-Doc11 Q41-Doc9 Q32-Doc14 Q65-Doc11 Q96-Doc6 Q159-Doc5 Q98-Doc3 Q41-Doc2,1
9,10,0,0.0,0.0,0.0,musique,chunk,10,98,0,7,1 2 3 4 5 6 7 8 9 10,Q64-Doc6 Q64-Doc7 Q99-Doc13 Q98-Doc15 Q97-Doc13 Q196-Doc16 Q170-Doc18 Q107-Doc30 Q141-Doc28,1
9,10,0,0.0,0.0,0.0,musique,chunk,10,98,0,3,1 2 3 4 5 6 7 8 9 10,Q111-Doc19 Q111-Doc16 Q111-Doc15 Q112-Doc10 Q125-Doc11 Q123-Doc12 Q112-Doc7 Q111-Doc27 Q161-Doc12,1
9,10,0,0.0,0.0,0.0,musique,chunk,10,98,0,6,1 2 3 4 5 6 7 8 9 10,Q198-Doc20 Q111-Doc16 Q111-Doc15 Q197-Doc3 Q166-Doc4 Q165-Doc4 Q136-Doc6 Q125-Doc11 Q123-Doc12,1
9,10,1,0.05555555555555555,0.1111111111111111,0.1,musique,chunk,10,98,0,9,1 2 3 4 5 6 7 8 9 10,Q98-Doc17 Q97-Doc15 Q196-Doc18 Q131-Doc10 Q196-Doc21 Q98-Doc18 Q196-Doc20 Q99-Doc8 Q131-Doc9,1
1,11,0,0.0,0.0,0.0,musique,chunk,1,98,1,5,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc2,1
1,11,0,0.0,0.0,0.0,musique,chunk,1,98,1,11,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc11,1
1,11,0,0.0,0.0,0.0,musique,chunk,1,98,1,17,1 5 9 10 11 12 13 14 15 16 17,Q196-Doc15,1
1,11,0,0.0,0.0,0.0,musique,chunk,1,98,1,1,1 5 9 10 11 12 13 14 15 16 17,Q135-Doc3,1
1,11,0,0.0,0.0,0.0,musique,chunk,1,98,1,14,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc1,1
1,11,0,0.0,0.0,0.0,musique,chunk,1,98,1,10,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc12,1
1,11,0,0.0,0.0,0.0,musique,chunk,1,98,1,13,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc15,1
1,11,0,0.0,0.0,0.0,musique,chunk,1,98,1,16,1 5 9 10 11 12 13 14 15 16 17,Q97-Doc16,1
1,11,0,0.0,0.0,0.0,musique,chunk,1,98,1,9,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc17,1
1,11,0,0.0,0.0,0.0,musique,chunk,1,98,1,15,1 5 9 10 11 12 13 14 15 16 17,Q196-Doc2,1
1,11,0,0.0,0.0,0.0,musique,chunk,1,98,1,12,1 5 9 10 11 12 13 14 15 16 17,Q196-Doc17,1
2,11,0,0.0,0.0,0.0,musique,chunk,2,98,1,5,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc2 Q97-Doc2,1
2,11,0,0.0,0.0,0.0,musique,chunk,2,98,1,11,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc11 Q97-Doc1,1
2,11,0,0.0,0.0,0.0,musique,chunk,2,98,1,17,1 5 9 10 11 12 13 14 15 16 17,Q196-Doc15 Q170-Doc16,1
2,11,0,0.0,0.0,0.0,musique,chunk,2,98,1,1,1 5 9 10 11 12 13 14 15 16 17,Q135-Doc3 Q135-Doc6,1
2,11,0,0.0,0.0,0.0,musique,chunk,2,98,1,14,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc1 Q97-Doc14,1
2,11,0,0.0,0.0,0.0,musique,chunk,2,98,1,10,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc12 Q97-Doc11,1
2,11,0,0.0,0.0,0.0,musique,chunk,2,98,1,13,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc15 Q97-Doc13,1
2,11,0,0.0,0.0,0.0,musique,chunk,2,98,1,16,1 5 9 10 11 12 13 14 15 16 17,Q97-Doc16 Q196-Doc18,1
2,11,0,0.0,0.0,0.0,musique,chunk,2,98,1,9,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc17 Q97-Doc15,1
2,11,0,0.0,0.0,0.0,musique,chunk,2,98,1,15,1 5 9 10 11 12 13 14 15 16 17,Q196-Doc2 Q170-Doc2,1
2,11,0,0.0,0.0,0.0,musique,chunk,2,98,1,12,1 5 9 10 11 12 13 14 15 16 17,Q196-Doc17 Q98-Doc14,1
3,11,1,0.07692307692307693,0.3333333333333333,0.09090909090909091,musique,chunk,3,98,1,5,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc2 Q97-Doc2 Q99-Doc11,1
3,11,0,0.0,0.0,0.0,musique,chunk,3,98,1,11,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc11 Q97-Doc1 Q97-Doc3,1
3,11,0,0.0,0.0,0.0,musique,chunk,3,98,1,17,1 5 9 10 11 12 13 14 15 16 17,Q196-Doc15 Q170-Doc16 Q161-Doc16,1
3,11,0,0.0,0.0,0.0,musique,chunk,3,98,1,1,1 5 9 10 11 12 13 14 15 16 17,Q135-Doc3 Q135-Doc6 Q99-Doc3,1
3,11,0,0.0,0.0,0.0,musique,chunk,3,98,1,14,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc1 Q97-Doc14 Q68-Doc3,1
3,11,0,0.0,0.0,0.0,musique,chunk,3,98,1,10,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc12 Q97-Doc11 Q41-Doc9,1
3,11,0,0.0,0.0,0.0,musique,chunk,3,98,1,13,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc15 Q97-Doc13 Q131-Doc10,1
3,11,0,0.0,0.0,0.0,musique,chunk,3,98,1,16,1 5 9 10 11 12 13 14 15 16 17,Q97-Doc16 Q196-Doc18 Q196-Doc21,1
3,11,0,0.0,0.0,0.0,musique,chunk,3,98,1,9,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc17 Q97-Doc15 Q196-Doc18,1
3,11,0,0.0,0.0,0.0,musique,chunk,3,98,1,15,1 5 9 10 11 12 13 14 15 16 17,Q196-Doc2 Q170-Doc2 Q161-Doc2,1
3,11,0,0.0,0.0,0.0,musique,chunk,3,98,1,12,1 5 9 10 11 12 13 14 15 16 17,Q196-Doc17 Q98-Doc14 Q97-Doc12,1
5,11,1,0.06666666666666667,0.2,0.09090909090909091,musique,chunk,5,98,1,5,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc2 Q97-Doc2 Q99-Doc11 Q98-Doc11 Q97-Doc1,1
5,11,1,0.06666666666666667,0.2,0.09090909090909091,musique,chunk,5,98,1,11,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc11 Q97-Doc1 Q97-Doc3 Q99-Doc5 Q98-Doc2,1
5,11,0,0.0,0.0,0.0,musique,chunk,5,98,1,17,1 5 9 10 11 12 13 14 15 16 17,Q196-Doc15 Q170-Doc16 Q161-Doc16 Q98-Doc16 Q97-Doc17,1
5,11,0,0.0,0.0,0.0,musique,chunk,5,98,1,1,1 5 9 10 11 12 13 14 15 16 17,Q135-Doc3 Q135-Doc6 Q99-Doc3 Q6-Doc5 Q186-Doc6,1
5,11,0,0.0,0.0,0.0,musique,chunk,5,98,1,14,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc1 Q97-Doc14 Q68-Doc3 Q137-Doc7 Q42-Doc22,1
5,11,0,0.0,0.0,0.0,musique,chunk,5,98,1,10,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc12 Q97-Doc11 Q41-Doc9 Q32-Doc14 Q65-Doc11,1
5,11,0,0.0,0.0,0.0,musique,chunk,5,98,1,13,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc15 Q97-Doc13 Q131-Doc10 Q131-Doc9 Q196-Doc18,1
5,11,0,0.0,0.0,0.0,musique,chunk,5,98,1,16,1 5 9 10 11 12 13 14 15 16 17,Q97-Doc16 Q196-Doc18 Q196-Doc21 Q98-Doc18 Q196-Doc20,1
5,11,0,0.0,0.0,0.0,musique,chunk,5,98,1,9,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc17 Q97-Doc15 Q196-Doc18 Q131-Doc10 Q196-Doc21,1
5,11,0,0.0,0.0,0.0,musique,chunk,5,98,1,15,1 5 9 10 11 12 13 14 15 16 17,Q196-Doc2 Q170-Doc2 Q161-Doc2 Q98-Doc13 Q97-Doc8,1
5,11,0,0.0,0.0,0.0,musique,chunk,5,98,1,12,1 5 9 10 11 12 13 14 15 16 17,Q196-Doc17 Q98-Doc14 Q97-Doc12 Q196-Doc21 Q98-Doc18,1
9,11,1,0.05263157894736842,0.1111111111111111,0.09090909090909091,musique,chunk,10,98,1,5,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc2 Q97-Doc2 Q99-Doc11 Q98-Doc11 Q97-Doc1 Q196-Doc11 Q170-Doc15 Q161-Doc15 Q190-Doc11,1
9,11,2,0.1111111111111111,0.2222222222222222,0.18181818181818182,musique,chunk,10,98,1,11,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc11 Q97-Doc1 Q97-Doc3 Q99-Doc5 Q98-Doc2 Q97-Doc2 Q196-Doc18 Q99-Doc12 Q98-Doc14,1
9,11,0,0.0,0.0,0.0,musique,chunk,10,98,1,17,1 5 9 10 11 12 13 14 15 16 17,Q196-Doc15 Q170-Doc16 Q161-Doc16 Q98-Doc16 Q97-Doc17 Q196-Doc11 Q170-Doc15 Q161-Doc15 Q170-Doc18,1
9,11,0,0.0,0.0,0.0,musique,chunk,10,98,1,1,1 5 9 10 11 12 13 14 15 16 17,Q135-Doc3 Q135-Doc6 Q99-Doc3 Q6-Doc5 Q186-Doc6 Q182-Doc10 Q135-Doc4 Q125-Doc9 Q135-Doc5,1
9,11,0,0.0,0.0,0.0,musique,chunk,10,98,1,14,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc1 Q97-Doc14 Q68-Doc3 Q137-Doc7 Q42-Doc22 Q137-Doc5 Q30-Doc3 Q172-Doc8 Q68-Doc8,1
9,11,0,0.0,0.0,0.0,musique,chunk,10,98,1,10,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc12 Q97-Doc11 Q41-Doc9 Q32-Doc14 Q65-Doc11 Q96-Doc6 Q159-Doc5 Q98-Doc3 Q41-Doc2,1
9,11,0,0.0,0.0,0.0,musique,chunk,10,98,1,13,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc15 Q97-Doc13 Q131-Doc10 Q131-Doc9 Q196-Doc18 Q196-Doc21 Q98-Doc18 Q196-Doc20 Q99-Doc8,1
9,11,1,0.05263157894736842,0.1111111111111111,0.09090909090909091,musique,chunk,10,98,1,16,1 5 9 10 11 12 13 14 15 16 17,Q97-Doc16 Q196-Doc18 Q196-Doc21 Q98-Doc18 Q196-Doc20 Q99-Doc8 Q97-Doc7 Q99-Doc13 Q98-Doc15,1
9,11,0,0.0,0.0,0.0,musique,chunk,10,98,1,9,1 5 9 10 11 12 13 14 15 16 17,Q98-Doc17 Q97-Doc15 Q196-Doc18 Q131-Doc10 Q196-Doc21 Q98-Doc18 Q196-Doc20 Q99-Doc8 Q131-Doc9,1
9,11,0,0.0,0.0,0.0,musique,chunk,10,98,1,15,1 5 9 10 11 12 13 14 15 16 17,Q196-Doc2 Q170-Doc2 Q161-Doc2 Q98-Doc13 Q97-Doc8 Q196-Doc12 Q170-Doc13 Q161-Doc14 Q170-Doc12,1
9,11,0,0.0,0.0,0.0,musique,chunk,10,98,1,12,1 5 9 10 11 12 13 14 15 16 17,Q196-Doc17 Q98-Doc14 Q97-Doc12 Q196-Doc21 Q98-Doc18 Q196-Doc22 Q131-Doc10 Q196-Doc20 Q99-Doc8,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,0,4,1 2 3 4 5 6 7 8 9 10,Q104-Doc3,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,0,7,1 2 3 4 5 6 7 8 9 10,Q115-Doc17,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,0,10,1 2 3 4 5 6 7 8 9 10,Q94-Doc6,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,0,6,1 2 3 4 5 6 7 8 9 10,Q94-Doc4,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,0,3,1 2 3 4 5 6 7 8 9 10,Q115-Doc14,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,0,9,1 2 3 4 5 6 7 8 9 10,Q33-Doc9,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,0,2,1 2 3 4 5 6 7 8 9 10,Q115-Doc12,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,0,8,1 2 3 4 5 6 7 8 9 10,Q115-Doc2,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,0,5,1 2 3 4 5 6 7 8 9 10,Q115-Doc11,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,0,1,1 2 3 4 5 6 7 8 9 10,Q115-Doc13,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,0,4,1 2 3 4 5 6 7 8 9 10,Q104-Doc3 Q82-Doc17,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,0,7,1 2 3 4 5 6 7 8 9 10,Q115-Doc17 Q104-Doc3,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,0,10,1 2 3 4 5 6 7 8 9 10,Q94-Doc6 Q115-Doc12,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,0,6,1 2 3 4 5 6 7 8 9 10,Q94-Doc4 Q90-Doc17,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,0,3,1 2 3 4 5 6 7 8 9 10,Q115-Doc14 Q104-Doc4,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,0,9,1 2 3 4 5 6 7 8 9 10,Q33-Doc9 Q115-Doc12,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,0,2,1 2 3 4 5 6 7 8 9 10,Q115-Doc12 Q104-Doc8,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,0,8,1 2 3 4 5 6 7 8 9 10,Q115-Doc2 Q94-Doc14,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,0,5,1 2 3 4 5 6 7 8 9 10,Q115-Doc11 Q104-Doc11,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,0,1,1 2 3 4 5 6 7 8 9 10,Q115-Doc13 Q104-Doc1,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,100,0,4,1 2 3 4 5 6 7 8 9 10,Q104-Doc3 Q82-Doc17 Q115-Doc17,1
3,10,1,0.08333333333333333,0.3333333333333333,0.1,musique,chunk,3,100,0,7,1 2 3 4 5 6 7 8 9 10,Q115-Doc17 Q104-Doc3 Q101-Doc4,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,100,0,10,1 2 3 4 5 6 7 8 9 10,Q94-Doc6 Q115-Doc12 Q104-Doc8,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,100,0,6,1 2 3 4 5 6 7 8 9 10,Q94-Doc4 Q90-Doc17 Q81-Doc7,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,100,0,3,1 2 3 4 5 6 7 8 9 10,Q115-Doc14 Q104-Doc4 Q115-Doc12,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,100,0,9,1 2 3 4 5 6 7 8 9 10,Q33-Doc9 Q115-Doc12 Q104-Doc8,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,100,0,2,1 2 3 4 5 6 7 8 9 10,Q115-Doc12 Q104-Doc8 Q115-Doc14,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,100,0,8,1 2 3 4 5 6 7 8 9 10,Q115-Doc2 Q94-Doc14 Q90-Doc15,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,100,0,5,1 2 3 4 5 6 7 8 9 10,Q115-Doc11 Q104-Doc11 Q115-Doc12,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,100,0,1,1 2 3 4 5 6 7 8 9 10,Q115-Doc13 Q104-Doc1 Q115-Doc12,1
5,10,1,0.07142857142857142,0.2,0.1,musique,chunk,5,100,0,4,1 2 3 4 5 6 7 8 9 10,Q104-Doc3 Q82-Doc17 Q115-Doc17 Q101-Doc7 Q115-Doc12,1
5,10,1,0.07142857142857142,0.2,0.1,musique,chunk,5,100,0,7,1 2 3 4 5 6 7 8 9 10,Q115-Doc17 Q104-Doc3 Q101-Doc4 Q82-Doc17 Q115-Doc12,1
5,10,1,0.07142857142857142,0.2,0.1,musique,chunk,5,100,0,10,1 2 3 4 5 6 7 8 9 10,Q94-Doc6 Q115-Doc12 Q104-Doc8 Q101-Doc2 Q91-Doc5,1
5,10,0,0.0,0.0,0.0,musique,chunk,5,100,0,6,1 2 3 4 5 6 7 8 9 10,Q94-Doc4 Q90-Doc17 Q81-Doc7 Q37-Doc13 Q28-Doc14,1
5,10,1,0.07142857142857142,0.2,0.1,musique,chunk,5,100,0,3,1 2 3 4 5 6 7 8 9 10,Q115-Doc14 Q104-Doc4 Q115-Doc12 Q104-Doc8 Q101-Doc2,1
5,10,1,0.07142857142857142,0.2,0.1,musique,chunk,5,100,0,9,1 2 3 4 5 6 7 8 9 10,Q33-Doc9 Q115-Doc12 Q104-Doc8 Q101-Doc2 Q104-Doc3,1
5,10,1,0.07142857142857142,0.2,0.1,musique,chunk,5,100,0,2,1 2 3 4 5 6 7 8 9 10,Q115-Doc12 Q104-Doc8 Q115-Doc14 Q104-Doc4 Q101-Doc3,1
5,10,0,0.0,0.0,0.0,musique,chunk,5,100,0,8,1 2 3 4 5 6 7 8 9 10,Q115-Doc2 Q94-Doc14 Q90-Doc15 Q28-Doc13 Q115-Doc1,1
5,10,1,0.07142857142857142,0.2,0.1,musique,chunk,5,100,0,5,1 2 3 4 5 6 7 8 9 10,Q115-Doc11 Q104-Doc11 Q115-Doc12 Q104-Doc8 Q101-Doc2,1
5,10,1,0.07142857142857142,0.2,0.1,musique,chunk,5,100,0,1,1 2 3 4 5 6 7 8 9 10,Q115-Doc13 Q104-Doc1 Q115-Doc12 Q104-Doc8 Q101-Doc2,1
9,10,2,0.11764705882352941,0.2222222222222222,0.2,musique,chunk,10,100,0,4,1 2 3 4 5 6 7 8 9 10,Q104-Doc3 Q82-Doc17 Q115-Doc17 Q101-Doc7 Q115-Doc12 Q104-Doc8 Q101-Doc2 Q115-Doc13 Q104-Doc1,1
9,10,2,0.11764705882352941,0.2222222222222222,0.2,musique,chunk,10,100,0,7,1 2 3 4 5 6 7 8 9 10,Q115-Doc17 Q104-Doc3 Q101-Doc4 Q82-Doc17 Q115-Doc12 Q104-Doc8 Q101-Doc2 Q115-Doc14 Q104-Doc4,1
9,10,1,0.05555555555555555,0.1111111111111111,0.1,musique,chunk,10,100,0,10,1 2 3 4 5 6 7 8 9 10,Q94-Doc6 Q115-Doc12 Q104-Doc8 Q101-Doc2 Q91-Doc5 Q83-Doc7 Q138-Doc6 Q82-Doc18 Q91-Doc2,1
9,10,1,0.05555555555555555,0.1111111111111111,0.1,musique,chunk,10,100,0,6,1 2 3 4 5 6 7 8 9 10,Q94-Doc4 Q90-Doc17 Q81-Doc7 Q37-Doc13 Q28-Doc14 Q115-Doc11 Q104-Doc11 Q101-Doc5 Q114-Doc9,1
9,10,2,0.11764705882352941,0.2222222222222222,0.2,musique,chunk,10,100,0,3,1 2 3 4 5 6 7 8 9 10,Q115-Doc14 Q104-Doc4 Q115-Doc12 Q104-Doc8 Q101-Doc2 Q115-Doc13 Q104-Doc1 Q101-Doc1 Q104-Doc3,1
9,10,3,0.1875,0.3333333333333333,0.3,musique,chunk,10,100,0,9,1 2 3 4 5 6 7 8 9 10,Q33-Doc9 Q115-Doc12 Q104-Doc8 Q101-Doc2 Q104-Doc3 Q101-Doc4 Q82-Doc17 Q104-Doc4 Q101-Doc3,1
9,10,2,0.11764705882352941,0.2222222222222222,0.2,musique,chunk,10,100,0,2,1 2 3 4 5 6 7 8 9 10,Q115-Doc12 Q104-Doc8 Q115-Doc14 Q104-Doc4 Q101-Doc3 Q115-Doc13 Q104-Doc1 Q101-Doc1 Q104-Doc3,1
9,10,0,0.0,0.0,0.0,musique,chunk,10,100,0,8,1 2 3 4 5 6 7 8 9 10,Q115-Doc2 Q94-Doc14 Q90-Doc15 Q28-Doc13 Q115-Doc1 Q115-Doc4 Q115-Doc7 Q115-Doc5 Q111-Doc21,1
9,10,1,0.05555555555555555,0.1111111111111111,0.1,musique,chunk,10,100,0,5,1 2 3 4 5 6 7 8 9 10,Q115-Doc11 Q104-Doc11 Q115-Doc12 Q104-Doc8 Q101-Doc2 Q114-Doc15 Q104-Doc12 Q101-Doc11 Q94-Doc3,1
9,10,2,0.11764705882352941,0.2222222222222222,0.2,musique,chunk,10,100,0,1,1 2 3 4 5 6 7 8 9 10,Q115-Doc13 Q104-Doc1 Q115-Doc12 Q104-Doc8 Q101-Doc2 Q104-Doc5 Q104-Doc3 Q101-Doc4 Q82-Doc17,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,1,14,1 2 3 5 11 12 13 14 15 16,Q157-Doc16,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,1,13,1 2 3 5 11 12 13 14 15 16,Q115-Doc15,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,1,16,1 2 3 5 11 12 13 14 15 16,Q178-Doc19,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,1,3,1 2 3 5 11 12 13 14 15 16,Q115-Doc14,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,1,15,1 2 3 5 11 12 13 14 15 16,Q114-Doc10,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,1,12,1 2 3 5 11 12 13 14 15 16,Q115-Doc18,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,1,2,1 2 3 5 11 12 13 14 15 16,Q115-Doc12,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,1,5,1 2 3 5 11 12 13 14 15 16,Q115-Doc11,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,1,11,1 2 3 5 11 12 13 14 15 16,Q115-Doc16,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,100,1,1,1 2 3 5 11 12 13 14 15 16,Q115-Doc13,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,1,14,1 2 3 5 11 12 13 14 15 16,Q157-Doc16 Q104-Doc17,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,1,13,1 2 3 5 11 12 13 14 15 16,Q115-Doc15 Q104-Doc13,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,1,16,1 2 3 5 11 12 13 14 15 16,Q178-Doc19 Q115-Doc19,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,1,3,1 2 3 5 11 12 13 14 15 16,Q115-Doc14 Q104-Doc4,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,1,15,1 2 3 5 11 12 13 14 15 16,Q114-Doc10 Q104-Doc15,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,1,12,1 2 3 5 11 12 13 14 15 16,Q115-Doc18 Q104-Doc14,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,1,2,1 2 3 5 11 12 13 14 15 16,Q115-Doc12 Q104-Doc8,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,1,5,1 2 3 5 11 12 13 14 15 16,Q115-Doc11 Q104-Doc11,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,1,11,1 2 3 5 11 12 13 14 15 16,Q115-Doc16 Q114-Doc15,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,100,1,1,1 2 3 5 11 12 13 14 15 16,Q115-Doc13 Q104-Doc1,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,100,1,14,1 2 3 5 11 12 13 14 15 16,Q157-Doc16 Q104-Doc17 Q91-Doc8,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,100,1,13,1 2 3 5 11 12 13 14 15 16,Q115-Doc15 Q104-Doc13 Q29-Doc20,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,100,1,16,1 2 3 5 11 12 13 14 15 16,Q178-Doc19 Q115-Doc19 Q62-Doc4,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,100,1,3,1 2 3 5 11 12 13 14 15 16,Q115-Doc14 Q104-Doc4 Q115-Doc12,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,100,1,15,1 2 3 5 11 12 13 14 15 16,Q114-Doc10 Q104-Doc15 Q31-Doc27,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,100,1,12,1 2 3 5 11 12 13 14 15 16,Q115-Doc18 Q104-Doc14 Q178-Doc24,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,100,1,2,1 2 3 5 11 12 13 14 15 16,Q115-Doc12 Q104-Doc8 Q115-Doc14,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,100,1,5,1 2 3 5 11 12 13 14 15 16,Q115-Doc11 Q104-Doc11 Q115-Doc12,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,100,1,11,1 2 3 5 11 12 13 14 15 16,Q115-Doc16 Q114-Doc15 Q104-Doc12,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,100,1,1,1 2 3 5 11 12 13 14 15 16,Q115-Doc13 Q104-Doc1 Q115-Doc12,1
5,10,0,0.0,0.0,0.0,musique,chunk,5,100,1,14,1 2 3 5 11 12 13 14 15 16,Q157-Doc16 Q104-Doc17 Q91-Doc8 Q62-Doc16 Q115-Doc12,1
5,10,0,0.0,0.0,0.0,musique,chunk,5,100,1,13,1 2 3 5 11 12 13 14 15 16,Q115-Doc15 Q104-Doc13 Q29-Doc20 Q114-Doc10 Q104-Doc15,1
5,10,0,0.0,0.0,0.0,musique,chunk,5,100,1,16,1 2 3 5 11 12 13 14 15 16,Q178-Doc19 Q115-Doc19 Q62-Doc4 Q81-Doc10 Q178-Doc15,1
5,10,1,0.07142857142857142,0.2,0.1,musique,chunk,5,100,1,3,1 2 3 5 11 12 13 14 15 16,Q115-Doc14 Q104-Doc4 Q115-Doc12 Q104-Doc8 Q101-Doc2,1
5,10,0,0.0,0.0,0.0,musique,chunk,5,100,1,15,1 2 3 5 11 12 13 14 15 16,Q114-Doc10 Q104-Doc15 Q31-Doc27 Q20-Doc10 Q115-Doc15,1
5,10,0,0.0,0.0,0.0,musique,chunk,5,100,1,12,1 2 3 5 11 12 13 14 15 16,Q115-Doc18 Q104-Doc14 Q178-Doc24 Q5-Doc10 Q190-Doc10,1
5,10,1,0.07142857142857142,0.2,0.1,musique,chunk,5,100,1,2,1 2 3 5 11 12 13 14 15 16,Q115-Doc12 Q104-Doc8 Q115-Doc14 Q104-Doc4 Q101-Doc3,1
