example_id,query_idx,label,query,smart_selected_count
72,7,control_other_example_79,Who are the cast members of the movie U Me Aur Hum?,256
74,0,control_other_example_75,Who was the candidate that received a million votes in the 1920 election while in prison?,168
74,1,control_other_example_77,Where did Richard Feynman work on the Water Boiler reactor?,168
74,2,control_other_example_77,Which atomic bomb development project took place at Los Alamos and who was its director?,168
74,3,control_other_example_78,Who is the author of Missing Person?,168
74,4,control_other_example_78,What award did Patrick Modiano receive?,168
74,5,control_other_example_79,Who are the cast members of the movie U Me Aur Hum?,168
74,6,control_other_example_79,Which Bollywood movies feature both Preity Zinta and Madhuri Dixit in their cast?,168
74,7,control_other_example_79,What is the cast list for the movie 'Yeh Raaste Hain Pyaar Ke'?,168
75,0,control_other_example_77,Where did Richard Feynman work on the Water Boiler reactor?,145
75,1,control_other_example_77,Which atomic bomb development project took place at Los Alamos and who was its director?,145
75,2,control_other_example_78,Who is the author of Missing Person?,145
75,3,control_other_example_78,What award did Patrick Modiano receive?,145
75,4,control_other_example_79,Who are the cast members of the movie U Me Aur Hum?,145
75,5,control_other_example_79,Which Bollywood movies feature both Preity Zinta and Madhuri Dixit in their cast?,145
75,6,control_other_example_79,What is the cast list for the movie 'Yeh Raaste Hain Pyaar Ke'?,145
75,7,control_other_example_80,Who was Frederick Douglass married to?,145
77,0,control_other_example_78,Who is the author of Missing Person?,264
77,1,control_other_example_78,What award did Patrick Modiano receive?,264
77,2,control_other_example_79,Who are the cast members of the movie U Me Aur Hum?,264
77,3,control_other_example_79,Which Bollywood movies feature both Preity Zinta and Madhuri Dixit in their cast?,264
77,4,control_other_example_79,What is the cast list for the movie 'Yeh Raaste Hain Pyaar Ke'?,264
77,5,control_other_example_80,Who was Frederick Douglass married to?,264
77,6,control_other_example_81,Who is the book 'Adversary in the House' based on?,264
77,7,control_other_example_81,What political party did Eugene V. Debs belong to?,264
78,0,control_other_example_79,Who are the cast members of the movie U Me Aur Hum?,227
78,1,control_other_example_79,Which Bollywood movies feature both Preity Zinta and Madhuri Dixit in their cast?,227
78,2,control_other_example_79,What is the cast list for the movie 'Yeh Raaste Hain Pyaar Ke'?,227
78,3,control_other_example_80,Who was Frederick Douglass married to?,227
78,4,control_other_example_81,Who is the book 'Adversary in the House' based on?,227
78,5,control_other_example_81,What political party did Eugene V. Debs belong to?,227
78,6,control_other_example_82,Who is the longest-serving leader of the Liberal Party of Australia?,227
78,7,control_other_example_82,What specific political event or circumstance caused Robert Menzies to become Prime Minister of Australia?,227
79,0,control_other_example_80,Who was Frederick Douglass married to?,263
79,1,control_other_example_81,Who is the book 'Adversary in the House' based on?,263
79,2,control_other_example_81,What political party did Eugene V. Debs belong to?,263
79,3,control_other_example_82,Who is the longest-serving leader of the Liberal Party of Australia?,263
79,4,control_other_example_82,What specific political event or circumstance caused Robert Menzies to become Prime Minister of Australia?,263
79,5,control_other_example_84,Who is the publisher of The Final Testament of the Holy Bible?,263
79,6,control_other_example_84,Who founded the Gagosian Gallery?,263
79,7,control_other_example_85,What is the name of the band that released the album 'Nicole and Natalie'?,263
80,0,control_other_example_81,Who is the book 'Adversary in the House' based on?,118
80,1,control_other_example_81,What political party did Eugene V. Debs belong to?,118
80,2,control_other_example_82,Who is the longest-serving leader of the Liberal Party of Australia?,118
80,3,control_other_example_82,What specific political event or circumstance caused Robert Menzies to become Prime Minister of Australia?,118
80,4,control_other_example_84,Who is the publisher of The Final Testament of the Holy Bible?,118
80,5,control_other_example_84,Who founded the Gagosian Gallery?,118
80,6,control_other_example_85,What is the name of the band that released the album 'Nicole and Natalie'?,118
80,7,control_other_example_86,Which river does the Kichi Sipi Bridge cross?,118
81,0,control_other_example_82,Who is the longest-serving leader of the Liberal Party of Australia?,234
81,1,control_other_example_82,What specific political event or circumstance caused Robert Menzies to become Prime Minister of Australia?,234
81,2,control_other_example_84,Who is the publisher of The Final Testament of the Holy Bible?,234
81,3,control_other_example_84,Who founded the Gagosian Gallery?,234
81,4,control_other_example_85,What is the name of the band that released the album 'Nicole and Natalie'?,234
81,5,control_other_example_86,Which river does the Kichi Sipi Bridge cross?,234
81,6,control_other_example_86,Into which larger river does the Nelson River flow as a tributary?,234
81,7,control_other_example_88,Who are the cast members of Love in Pawn?,234
82,0,control_other_example_84,Who is the publisher of The Final Testament of the Holy Bible?,170
82,1,control_other_example_84,Who founded the Gagosian Gallery?,170
82,2,control_other_example_85,What is the name of the band that released the album 'Nicole and Natalie'?,170
82,3,control_other_example_86,Which river does the Kichi Sipi Bridge cross?,170
82,4,control_other_example_86,Into which larger river does the Nelson River flow as a tributary?,170
82,5,control_other_example_88,Who are the cast members of Love in Pawn?,170
82,6,control_other_example_88,Which of the cast members of 'Love in Pawn' (Bernard Braden and Barbara Kelly) are actors?,170
82,7,control_other_example_88,Who is the child of Bernard Braden or Barbara Kelly?,170
84,0,control_other_example_85,What is the name of the band that released the album 'Nicole and Natalie'?,239
84,1,control_other_example_86,Which river does the Kichi Sipi Bridge cross?,239
84,2,control_other_example_86,Into which larger river does the Nelson River flow as a tributary?,239
84,3,control_other_example_88,Who are the cast members of Love in Pawn?,239
84,4,control_other_example_88,Which of the cast members of 'Love in Pawn' (Bernard Braden and Barbara Kelly) are actors?,239
84,5,control_other_example_88,Who is the child of Bernard Braden or Barbara Kelly?,239
84,6,control_other_example_89,Who was the first nominated African American presidential candidate?,239
84,7,control_other_example_89,Who was the spouse of Frederick Douglass?,239
85,0,control_other_example_86,Which river does the Kichi Sipi Bridge cross?,149
85,1,control_other_example_86,Into which larger river does the Nelson River flow as a tributary?,149
85,2,control_other_example_88,Who are the cast members of Love in Pawn?,149
85,3,control_other_example_88,Which of the cast members of 'Love in Pawn' (Bernard Braden and Barbara Kelly) are actors?,149
85,4,control_other_example_88,Who is the child of Bernard Braden or Barbara Kelly?,149
85,5,control_other_example_89,Who was the first nominated African American presidential candidate?,149
85,6,control_other_example_89,Who was the spouse of Frederick Douglass?,149
85,7,control_other_example_90,Who founded the Liberal Party of Australia?,149
86,0,control_other_example_88,Who are the cast members of Love in Pawn?,193
86,1,control_other_example_88,Which of the cast members of 'Love in Pawn' (Bernard Braden and Barbara Kelly) are actors?,193
86,2,control_other_example_88,Who is the child of Bernard Braden or Barbara Kelly?,193
86,3,control_other_example_89,Who was the first nominated African American presidential candidate?,193
86,4,control_other_example_89,Who was the spouse of Frederick Douglass?,193
86,5,control_other_example_90,Who founded the Liberal Party of Australia?,193
86,6,control_other_example_90,When did Robert Menzies serve as Prime Minister of Australia?,193
86,7,control_other_example_90,What specific political event or circumstance led to Robert Menzies first becoming Prime Minister of Australia in 1939?,193
88,0,control_other_example_89,Who was the first nominated African American presidential candidate?,296
88,1,control_other_example_89,Who was the spouse of Frederick Douglass?,296
88,2,control_other_example_90,Who founded the Liberal Party of Australia?,296
88,3,control_other_example_90,When did Robert Menzies serve as Prime Minister of Australia?,296
88,4,control_other_example_90,What specific political event or circumstance led to Robert Menzies first becoming Prime Minister of Australia in 1939?,296
88,5,control_other_example_91,On which river is the Kettle Generating Station located?,296
88,6,control_other_example_91,"Is the Lower Nelson River a tributary of a larger river system, and if so, which main river does it flow into?",296
88,7,control_other_example_93,Who was a leading speaker against slavery and publisher of an antislavery newspaper?,296
89,0,control_other_example_90,Who founded the Liberal Party of Australia?,233
89,1,control_other_example_90,When did Robert Menzies serve as Prime Minister of Australia?,233
89,2,control_other_example_90,What specific political event or circumstance led to Robert Menzies first becoming Prime Minister of Australia in 1939?,233
89,3,control_other_example_91,On which river is the Kettle Generating Station located?,233
89,4,control_other_example_91,"Is the Lower Nelson River a tributary of a larger river system, and if so, which main river does it flow into?",233
89,5,control_other_example_93,Who was a leading speaker against slavery and publisher of an antislavery newspaper?,233
89,6,control_other_example_93,Who was Frederick Douglass's spouse?,233
89,7,control_other_example_95,Who is Ulrich Walter's employer?,233
90,0,control_other_example_91,On which river is the Kettle Generating Station located?,203
90,1,control_other_example_91,"Is the Lower Nelson River a tributary of a larger river system, and if so, which main river does it flow into?",203
90,2,control_other_example_93,Who was a leading speaker against slavery and publisher of an antislavery newspaper?,203
90,3,control_other_example_93,Who was Frederick Douglass's spouse?,203
90,4,control_other_example_95,Who is Ulrich Walter's employer?,203
90,5,control_other_example_96,Where is Lesnoye Sanatorium located?,203
90,6,control_other_example_96,Who is the city of Tolyatti named after?,203
90,7,control_other_example_97,Who is Ravil Aryapov and where was he born?,203
91,0,control_other_example_93,Who was a leading speaker against slavery and publisher of an antislavery newspaper?,175
91,1,control_other_example_93,Who was Frederick Douglass's spouse?,175
91,2,control_other_example_95,Who is Ulrich Walter's employer?,175
91,3,control_other_example_96,Where is Lesnoye Sanatorium located?,175
91,4,control_other_example_96,Who is the city of Tolyatti named after?,175
91,5,control_other_example_97,Who is Ravil Aryapov and where was he born?,175
91,6,control_other_example_97,Whom is the city of Tolyatti named after?,175
91,7,control_other_example_98,In which city is AvtoVAZ's headquarters located?,175
93,0,control_other_example_95,Who is Ulrich Walter's employer?,175
93,1,control_other_example_96,Where is Lesnoye Sanatorium located?,175
93,2,control_other_example_96,Who is the city of Tolyatti named after?,175
93,3,control_other_example_97,Who is Ravil Aryapov and where was he born?,175
93,4,control_other_example_97,Whom is the city of Tolyatti named after?,175
93,5,control_other_example_98,In which city is AvtoVAZ's headquarters located?,175
93,6,control_other_example_98,Who is the city of Tolyatti named after?,175
93,7,control_other_example_100,Who is the founder of the National Women's Party?,175
95,0,control_other_example_96,Where is Lesnoye Sanatorium located?,87
95,1,control_other_example_96,Who is the city of Tolyatti named after?,87
95,2,control_other_example_97,Who is Ravil Aryapov and where was he born?,87
95,3,control_other_example_97,Whom is the city of Tolyatti named after?,87
95,4,control_other_example_98,In which city is AvtoVAZ's headquarters located?,87
95,5,control_other_example_98,Who is the city of Tolyatti named after?,87
95,6,control_other_example_100,Who is the founder of the National Women's Party?,87
95,7,control_other_example_100,Where was Alice Paul born?,87
96,0,control_other_example_97,Who is Ravil Aryapov and where was he born?,192
96,1,control_other_example_97,Whom is the city of Tolyatti named after?,192
96,2,control_other_example_98,In which city is AvtoVAZ's headquarters located?,192
96,3,control_other_example_98,Who is the city of Tolyatti named after?,192
96,4,control_other_example_100,Who is the founder of the National Women's Party?,192
96,5,control_other_example_100,Where was Alice Paul born?,192
96,6,control_other_example_101,Where is Ciudad Deportiva located?,192
96,7,control_other_example_101,"What administrative territorial entity owns the Ciudad Deportiva sports complex in Nuevo Laredo, Mexico?",192
97,0,control_other_example_98,In which city is AvtoVAZ's headquarters located?,199
97,1,control_other_example_98,Who is the city of Tolyatti named after?,199
97,2,control_other_example_100,Who is the founder of the National Women's Party?,199
97,3,control_other_example_100,Where was Alice Paul born?,199
97,4,control_other_example_101,Where is Ciudad Deportiva located?,199
97,5,control_other_example_101,"What administrative territorial entity owns the Ciudad Deportiva sports complex in Nuevo Laredo, Mexico?",199
97,6,control_other_example_102,Which company distributed the film UHF?,199
97,7,control_other_example_102,Who founded Orion Pictures?,199
98,0,control_other_example_100,Who is the founder of the National Women's Party?,197
98,1,control_other_example_100,Where was Alice Paul born?,197
98,2,control_other_example_101,Where is Ciudad Deportiva located?,197
98,3,control_other_example_101,"What administrative territorial entity owns the Ciudad Deportiva sports complex in Nuevo Laredo, Mexico?",197
98,4,control_other_example_102,Which company distributed the film UHF?,197
98,5,control_other_example_102,Who founded Orion Pictures?,197
98,6,control_other_example_103,Who submitted the first version of the Equal Rights Amendment to Congress in 1923?,197
98,7,control_other_example_103,What is the place of birth of Alice Paul?,197
100,0,control_other_example_101,Where is Ciudad Deportiva located?,199
100,1,control_other_example_101,"What administrative territorial entity owns the Ciudad Deportiva sports complex in Nuevo Laredo, Mexico?",199
100,2,control_other_example_102,Which company distributed the film UHF?,199
100,3,control_other_example_102,Who founded Orion Pictures?,199
100,4,control_other_example_103,Who submitted the first version of the Equal Rights Amendment to Congress in 1923?,199
100,5,control_other_example_103,What is the place of birth of Alice Paul?,199
100,6,control_other_example_104,What is the location of the devolved body responsible for non-reserved matters since 2004?,199
100,7,control_other_example_105,Who first introduced the postal service in the Umayyad Caliphate?,199
101,0,control_other_example_102,Which company distributed the film UHF?,164
101,1,control_other_example_102,Who founded Orion Pictures?,164
101,2,control_other_example_103,Who submitted the first version of the Equal Rights Amendment to Congress in 1923?,164
101,3,control_other_example_103,What is the place of birth of Alice Paul?,164
101,4,control_other_example_104,What is the location of the devolved body responsible for non-reserved matters since 2004?,164
101,5,control_other_example_105,Who first introduced the postal service in the Umayyad Caliphate?,164
101,6,control_other_example_105,When did Mu'awiyah become caliph of the Umayyad Caliphate?,164
101,7,control_other_example_109,Who was named commander in chief of Texas forces by the new national government of Texas?,164
102,0,control_other_example_103,Who submitted the first version of the Equal Rights Amendment to Congress in 1923?,262
102,1,control_other_example_103,What is the place of birth of Alice Paul?,262
102,2,control_other_example_104,What is the location of the devolved body responsible for non-reserved matters since 2004?,262
102,3,control_other_example_105,Who first introduced the postal service in the Umayyad Caliphate?,262
102,4,control_other_example_105,When did Mu'awiyah become caliph of the Umayyad Caliphate?,262
102,5,control_other_example_109,Who was named commander in chief of Texas forces by the new national government of Texas?,262
102,6,control_other_example_112,Who is the author of The Secret World of Og?,262
102,7,control_other_example_112,Which university did Pierre Berton attend?,262
103,0,control_other_example_104,What is the location of the devolved body responsible for non-reserved matters since 2004?,207
103,1,control_other_example_105,Who first introduced the postal service in the Umayyad Caliphate?,207
103,2,control_other_example_105,When did Mu'awiyah become caliph of the Umayyad Caliphate?,207
103,3,control_other_example_109,Who was named commander in chief of Texas forces by the new national government of Texas?,207
103,4,control_other_example_112,Who is the author of The Secret World of Og?,207
103,5,control_other_example_112,Which university did Pierre Berton attend?,207
103,6,control_other_example_113,Who is Caroline LeRoy's spouse?,207
103,7,control_other_example_113,Who is Daniel Webster's child?,207
104,0,control_other_example_105,Who first introduced the postal service in the Umayyad Caliphate?,169
104,1,control_other_example_105,When did Mu'awiyah become caliph of the Umayyad Caliphate?,169
104,2,control_other_example_109,Who was named commander in chief of Texas forces by the new national government of Texas?,169
104,3,control_other_example_112,Who is the author of The Secret World of Og?,169
104,4,control_other_example_112,Which university did Pierre Berton attend?,169
104,5,control_other_example_113,Who is Caroline LeRoy's spouse?,169
104,6,control_other_example_113,Who is Daniel Webster's child?,169
104,7,control_other_example_114,Who is featured on the Chester Arthur coin?,169
105,0,control_other_example_109,Who was named commander in chief of Texas forces by the new national government of Texas?,300
105,1,control_other_example_112,Who is the author of The Secret World of Og?,300
105,2,control_other_example_112,Which university did Pierre Berton attend?,300
105,3,control_other_example_113,Who is Caroline LeRoy's spouse?,300
105,4,control_other_example_113,Who is Daniel Webster's child?,300
105,5,control_other_example_114,Who is featured on the Chester Arthur coin?,300
105,6,control_other_example_114,Where was suffragette Alice Paul born?,300
105,7,control_other_example_117,Who is the author of The National Dream?,300
109,0,control_other_example_112,Who is the author of The Secret World of Og?,172
109,1,control_other_example_112,Which university did Pierre Berton attend?,172
109,2,control_other_example_113,Who is Caroline LeRoy's spouse?,172
109,3,control_other_example_113,Who is Daniel Webster's child?,172
109,4,control_other_example_114,Who is featured on the Chester Arthur coin?,172
109,5,control_other_example_114,Where was suffragette Alice Paul born?,172
109,6,control_other_example_117,Who is the author of The National Dream?,172
109,7,control_other_example_117,Where did Pierre Berton go to university?,172
112,0,control_other_example_113,Who is Caroline LeRoy's spouse?,181
112,1,control_other_example_113,Who is Daniel Webster's child?,181
112,2,control_other_example_114,Who is featured on the Chester Arthur coin?,181
112,3,control_other_example_114,Where was suffragette Alice Paul born?,181
112,4,control_other_example_117,Who is the author of The National Dream?,181
112,5,control_other_example_117,Where did Pierre Berton go to university?,181
112,6,control_other_example_118,What is Xiao Liwu?,181
112,7,control_other_example_119,Who is the author of the book '1967: The Last Good Year'?,181
113,0,control_other_example_114,Who is featured on the Chester Arthur coin?,216
113,1,control_other_example_114,Where was suffragette Alice Paul born?,216
113,2,control_other_example_117,Who is the author of The National Dream?,216
113,3,control_other_example_117,Where did Pierre Berton go to university?,216
113,4,control_other_example_118,What is Xiao Liwu?,216
113,5,control_other_example_119,Who is the author of the book '1967: The Last Good Year'?,216
113,6,control_other_example_119,Which university did Pierre Berton attend?,216
113,7,control_other_example_120,Which Indian Presidents received the Bharat Ratna award before becoming President?,216
114,0,control_other_example_117,Who is the author of The National Dream?,286
114,1,control_other_example_117,Where did Pierre Berton go to university?,286
114,2,control_other_example_118,What is Xiao Liwu?,286
114,3,control_other_example_119,Who is the author of the book '1967: The Last Good Year'?,286
114,4,control_other_example_119,Which university did Pierre Berton attend?,286
114,5,control_other_example_120,Which Indian Presidents received the Bharat Ratna award before becoming President?,286
114,6,control_other_example_121,Which parliament approved the Directory of Public Worship?,286
114,7,control_other_example_121,Where has the modern Scottish Parliament been based since 2004?,286
117,0,control_other_example_118,What is Xiao Liwu?,218
117,1,control_other_example_119,Who is the author of the book '1967: The Last Good Year'?,218
117,2,control_other_example_119,Which university did Pierre Berton attend?,218
117,3,control_other_example_120,Which Indian Presidents received the Bharat Ratna award before becoming President?,218
117,4,control_other_example_121,Which parliament approved the Directory of Public Worship?,218
117,5,control_other_example_121,Where has the modern Scottish Parliament been based since 2004?,218
117,6,control_other_example_123,Which county contains Qiantong?,218
117,7,control_other_example_123,What city is located in Ninghai County?,218
118,0,control_other_example_119,Who is the author of the book '1967: The Last Good Year'?,122
118,1,control_other_example_119,Which university did Pierre Berton attend?,122
118,2,control_other_example_120,Which Indian Presidents received the Bharat Ratna award before becoming President?,122
118,3,control_other_example_121,Which parliament approved the Directory of Public Worship?,122
118,4,control_other_example_121,Where has the modern Scottish Parliament been based since 2004?,122
118,5,control_other_example_123,Which county contains Qiantong?,122
118,6,control_other_example_123,What city is located in Ninghai County?,122
118,7,control_other_example_123,"What cities are located within Ninghai County, Zhejiang province?",122
119,0,control_other_example_120,Which Indian Presidents received the Bharat Ratna award before becoming President?,237
119,1,control_other_example_121,Which parliament approved the Directory of Public Worship?,237
119,2,control_other_example_121,Where has the modern Scottish Parliament been based since 2004?,237
119,3,control_other_example_123,Which county contains Qiantong?,237
119,4,control_other_example_123,What city is located in Ninghai County?,237
119,5,control_other_example_123,"What cities are located within Ninghai County, Zhejiang province?",237
119,6,control_other_example_123,"What cities are located in Ninghai County, Zhejiang province?",237
119,7,control_other_example_125,Who is the god of the underworld in ancient Egyptian mythology?,237
120,0,control_other_example_121,Which parliament approved the Directory of Public Worship?,174
120,1,control_other_example_121,Where has the modern Scottish Parliament been based since 2004?,174
120,2,control_other_example_123,Which county contains Qiantong?,174
120,3,control_other_example_123,What city is located in Ninghai County?,174
120,4,control_other_example_123,"What cities are located within Ninghai County, Zhejiang province?",174
120,5,control_other_example_123,"What cities are located in Ninghai County, Zhejiang province?",174
120,6,control_other_example_125,Who is the god of the underworld in ancient Egyptian mythology?,174
120,7,control_other_example_126,"Who is Philippe, Duke of Orléans?",174
121,0,control_other_example_123,Which county contains Qiantong?,308
121,1,control_other_example_123,What city is located in Ninghai County?,308
121,2,control_other_example_123,"What cities are located within Ninghai County, Zhejiang province?",308
121,3,control_other_example_123,"What cities are located in Ninghai County, Zhejiang province?",308
121,4,control_other_example_125,Who is the god of the underworld in ancient Egyptian mythology?,308
121,5,control_other_example_126,"Who is Philippe, Duke of Orléans?",308
121,6,control_other_example_126,Who was the mother of King Louis XIII of France?,308
121,7,control_other_example_127,Who is Alhandra?,308
123,0,control_other_example_125,Who is the god of the underworld in ancient Egyptian mythology?,322
123,1,control_other_example_126,"Who is Philippe, Duke of Orléans?",322
123,2,control_other_example_126,Who was the mother of King Louis XIII of France?,322
123,3,control_other_example_127,Who is Alhandra?,322
123,4,control_other_example_128,Who played Truman Capote in the movie Capote?,322
123,5,control_other_example_129,Callum McManaman birthplace,322
123,6,control_other_example_130,In which province is Lago District located?,322
123,7,control_other_example_130,Which provinces share a border with Niassa Province?,322
125,0,control_other_example_126,"Who is Philippe, Duke of Orléans?",173
125,1,control_other_example_126,Who was the mother of King Louis XIII of France?,173
125,2,control_other_example_127,Who is Alhandra?,173
125,3,control_other_example_128,Who played Truman Capote in the movie Capote?,173
125,4,control_other_example_129,Callum McManaman birthplace,173
125,5,control_other_example_130,In which province is Lago District located?,173
125,6,control_other_example_130,Which provinces share a border with Niassa Province?,173
125,7,control_other_example_131,Who is the founder of Metalworks Studio?,173
126,0,control_other_example_127,Who is Alhandra?,164
126,1,control_other_example_128,Who played Truman Capote in the movie Capote?,164
126,2,control_other_example_129,Callum McManaman birthplace,164
126,3,control_other_example_130,In which province is Lago District located?,164
126,4,control_other_example_130,Which provinces share a border with Niassa Province?,164
126,5,control_other_example_131,Who is the founder of Metalworks Studio?,164
126,6,control_other_example_131,What record label is Gil Moore associated with?,164
126,7,control_other_example_133,Which group is European Movement Germany a member of?,164
127,0,control_other_example_128,Who played Truman Capote in the movie Capote?,96
127,1,control_other_example_129,Callum McManaman birthplace,96
127,2,control_other_example_130,In which province is Lago District located?,96
127,3,control_other_example_130,Which provinces share a border with Niassa Province?,96
127,4,control_other_example_131,Who is the founder of Metalworks Studio?,96
127,5,control_other_example_131,What record label is Gil Moore associated with?,96
127,6,control_other_example_133,Which group is European Movement Germany a member of?,96
127,7,control_other_example_133,What is the goal or mission of the European Movement International?,96
128,0,control_other_example_129,Callum McManaman birthplace,147
128,1,control_other_example_130,In which province is Lago District located?,147
128,2,control_other_example_130,Which provinces share a border with Niassa Province?,147
128,3,control_other_example_131,Who is the founder of Metalworks Studio?,147
128,4,control_other_example_131,What record label is Gil Moore associated with?,147
128,5,control_other_example_133,Which group is European Movement Germany a member of?,147
128,6,control_other_example_133,What is the goal or mission of the European Movement International?,147
128,7,control_other_example_135,Which city contains Broadhurst Park?,147
129,0,control_other_example_130,In which province is Lago District located?,186
129,1,control_other_example_130,Which provinces share a border with Niassa Province?,186
129,2,control_other_example_131,Who is the founder of Metalworks Studio?,186
129,3,control_other_example_131,What record label is Gil Moore associated with?,186
129,4,control_other_example_133,Which group is European Movement Germany a member of?,186
129,5,control_other_example_133,What is the goal or mission of the European Movement International?,186
129,6,control_other_example_135,Which city contains Broadhurst Park?,186
129,7,control_other_example_135,"Which towns share a border with the city of Manchester, England?",186
130,0,control_other_example_131,Who is the founder of Metalworks Studio?,179
130,1,control_other_example_131,What record label is Gil Moore associated with?,179
130,2,control_other_example_133,Which group is European Movement Germany a member of?,179
130,3,control_other_example_133,What is the goal or mission of the European Movement International?,179
130,4,control_other_example_135,Which city contains Broadhurst Park?,179
130,5,control_other_example_135,"Which towns share a border with the city of Manchester, England?",179
130,6,control_other_example_136,What is Vera Barbosa's place of birth?,179
130,7,control_other_example_136,"In which state is Vila Franca de Xira, Portugal located?",179
131,0,control_other_example_133,Which group is European Movement Germany a member of?,178
131,1,control_other_example_133,What is the goal or mission of the European Movement International?,178
131,2,control_other_example_135,Which city contains Broadhurst Park?,178
131,3,control_other_example_135,"Which towns share a border with the city of Manchester, England?",178
131,4,control_other_example_136,What is Vera Barbosa's place of birth?,178
131,5,control_other_example_136,"In which state is Vila Franca de Xira, Portugal located?",178
131,6,control_other_example_138,Who owned Empire Sports Network?,178
131,7,control_other_example_138,What company succeeded Adelphia Communications Corporation?,178
133,0,control_other_example_135,Which city contains Broadhurst Park?,166
133,1,control_other_example_135,"Which towns share a border with the city of Manchester, England?",166
133,2,control_other_example_136,What is Vera Barbosa's place of birth?,166
133,3,control_other_example_136,"In which state is Vila Franca de Xira, Portugal located?",166
133,4,control_other_example_138,Who owned Empire Sports Network?,166
133,5,control_other_example_138,What company succeeded Adelphia Communications Corporation?,166
133,6,control_other_example_141,What body of water is Bartram's Covered Bridge located on?,166
133,7,control_other_example_141,What watercourse does Crum Creek flow into?,166
135,0,control_other_example_136,What is Vera Barbosa's place of birth?,218
135,1,control_other_example_136,"In which state is Vila Franca de Xira, Portugal located?",218
135,2,control_other_example_138,Who owned Empire Sports Network?,218
135,3,control_other_example_138,What company succeeded Adelphia Communications Corporation?,218
135,4,control_other_example_141,What body of water is Bartram's Covered Bridge located on?,218
135,5,control_other_example_141,What watercourse does Crum Creek flow into?,218
135,6,control_other_example_142,Who is the ruler of the underworld in ancient Egyptian mythology?,218
135,7,control_other_example_142,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",218
136,0,control_other_example_138,Who owned Empire Sports Network?,155
136,1,control_other_example_138,What company succeeded Adelphia Communications Corporation?,155
136,2,control_other_example_141,What body of water is Bartram's Covered Bridge located on?,155
136,3,control_other_example_141,What watercourse does Crum Creek flow into?,155
136,4,control_other_example_142,Who is the ruler of the underworld in ancient Egyptian mythology?,155
136,5,control_other_example_142,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",155
136,6,control_other_example_143,In which county is Imperial located?,155
136,7,control_other_example_143,"What other counties share a border with Pecos County, Texas?",155
138,0,control_other_example_141,What body of water is Bartram's Covered Bridge located on?,293
138,1,control_other_example_141,What watercourse does Crum Creek flow into?,293
138,2,control_other_example_142,Who is the ruler of the underworld in ancient Egyptian mythology?,293
138,3,control_other_example_142,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",293
138,4,control_other_example_143,In which county is Imperial located?,293
138,5,control_other_example_143,"What other counties share a border with Pecos County, Texas?",293
138,6,control_other_example_144,What is the municipality of Póvoa de Santa Iria?,293
138,7,control_other_example_144,In which district is the municipality of Vila Franca de Xira located?,293
141,0,control_other_example_142,Who is the ruler of the underworld in ancient Egyptian mythology?,178
141,1,control_other_example_142,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",178
141,2,control_other_example_143,In which county is Imperial located?,178
141,3,control_other_example_143,"What other counties share a border with Pecos County, Texas?",178
141,4,control_other_example_144,What is the municipality of Póvoa de Santa Iria?,178
141,5,control_other_example_144,In which district is the municipality of Vila Franca de Xira located?,178
141,6,control_other_example_145,Who is the author of The Timothy Files?,178
141,7,control_other_example_145,What is a notable work written by Lawrence Sanders?,178
142,0,control_other_example_143,In which county is Imperial located?,241
142,1,control_other_example_143,"What other counties share a border with Pecos County, Texas?",241
142,2,control_other_example_144,What is the municipality of Póvoa de Santa Iria?,241
142,3,control_other_example_144,In which district is the municipality of Vila Franca de Xira located?,241
142,4,control_other_example_145,Who is the author of The Timothy Files?,241
142,5,control_other_example_145,What is a notable work written by Lawrence Sanders?,241
142,6,control_other_example_146,Where was William W. Blair born?,241
142,7,control_other_example_146,"In what county is Holley, New York located?",241
143,0,control_other_example_144,What is the municipality of Póvoa de Santa Iria?,204
143,1,control_other_example_144,In which district is the municipality of Vila Franca de Xira located?,204
143,2,control_other_example_145,Who is the author of The Timothy Files?,204
143,3,control_other_example_145,What is a notable work written by Lawrence Sanders?,204
143,4,control_other_example_146,Where was William W. Blair born?,204
143,5,control_other_example_146,"In what county is Holley, New York located?",204
143,6,control_other_example_147,Who is São José dos Campos named after?,204
143,7,control_other_example_147,How old was Mary when she was engaged to Joseph according to historical or biblical records?,204
144,0,control_other_example_145,Who is the author of The Timothy Files?,150
144,1,control_other_example_145,What is a notable work written by Lawrence Sanders?,150
144,2,control_other_example_146,Where was William W. Blair born?,150
144,3,control_other_example_146,"In what county is Holley, New York located?",150
144,4,control_other_example_147,Who is São José dos Campos named after?,150
144,5,control_other_example_147,How old was Mary when she was engaged to Joseph according to historical or biblical records?,150
144,6,control_other_example_149,What is the name of the old show named after Mickey Mouse?,150
144,7,control_other_example_150,What country has the ISO 3166-1 alpha-2 code CV?,150
145,0,control_other_example_146,Where was William W. Blair born?,191
145,1,control_other_example_146,"In what county is Holley, New York located?",191
145,2,control_other_example_147,Who is São José dos Campos named after?,191
145,3,control_other_example_147,How old was Mary when she was engaged to Joseph according to historical or biblical records?,191
