example_id,query_idx,label,query,smart_selected_count
72,7,control_other_example_79,Who are the cast members of the movie U Me Aur Hum?,384
74,0,control_other_example_75,Who was the candidate that received a million votes in the 1920 election while in prison?,252
74,1,control_other_example_77,Where did Richard Feynman work on the Water Boiler reactor?,252
74,2,control_other_example_77,Which atomic bomb development project took place at Los Alamos and who was its director?,252
74,3,control_other_example_78,Who is the author of Missing Person?,252
74,4,control_other_example_78,What award did Patrick Modiano receive?,252
74,5,control_other_example_79,Who are the cast members of the movie U Me Aur Hum?,252
74,6,control_other_example_79,Which Bollywood movies feature both Preity Zinta and Madhuri Dixit in their cast?,252
74,7,control_other_example_79,What is the cast list for the movie 'Yeh Raaste Hain Pyaar Ke'?,252
75,0,control_other_example_77,Where did Richard Feynman work on the Water Boiler reactor?,217
75,1,control_other_example_77,Which atomic bomb development project took place at Los Alamos and who was its director?,217
75,2,control_other_example_78,Who is the author of Missing Person?,217
75,3,control_other_example_78,What award did Patrick Modiano receive?,217
75,4,control_other_example_79,Who are the cast members of the movie U Me Aur Hum?,217
75,5,control_other_example_79,Which Bollywood movies feature both Preity Zinta and Madhuri Dixit in their cast?,217
75,6,control_other_example_79,What is the cast list for the movie 'Yeh Raaste Hain Pyaar Ke'?,217
75,7,control_other_example_80,Who was Frederick Douglass married to?,217
77,0,control_other_example_78,Who is the author of Missing Person?,397
77,1,control_other_example_78,What award did Patrick Modiano receive?,397
77,2,control_other_example_79,Who are the cast members of the movie U Me Aur Hum?,397
77,3,control_other_example_79,Which Bollywood movies feature both Preity Zinta and Madhuri Dixit in their cast?,397
77,4,control_other_example_79,What is the cast list for the movie 'Yeh Raaste Hain Pyaar Ke'?,397
77,5,control_other_example_80,Who was Frederick Douglass married to?,397
77,6,control_other_example_81,Who is the book 'Adversary in the House' based on?,397
77,7,control_other_example_81,What political party did Eugene V. Debs belong to?,397
78,0,control_other_example_79,Who are the cast members of the movie U Me Aur Hum?,340
78,1,control_other_example_79,Which Bollywood movies feature both Preity Zinta and Madhuri Dixit in their cast?,340
78,2,control_other_example_79,What is the cast list for the movie 'Yeh Raaste Hain Pyaar Ke'?,340
78,3,control_other_example_80,Who was Frederick Douglass married to?,340
78,4,control_other_example_81,Who is the book 'Adversary in the House' based on?,340
78,5,control_other_example_81,What political party did Eugene V. Debs belong to?,340
78,6,control_other_example_82,Who is the longest-serving leader of the Liberal Party of Australia?,340
78,7,control_other_example_82,What specific political event or circumstance caused Robert Menzies to become Prime Minister of Australia?,340
79,0,control_other_example_80,Who was Frederick Douglass married to?,395
79,1,control_other_example_81,Who is the book 'Adversary in the House' based on?,395
79,2,control_other_example_81,What political party did Eugene V. Debs belong to?,395
79,3,control_other_example_82,Who is the longest-serving leader of the Liberal Party of Australia?,395
79,4,control_other_example_82,What specific political event or circumstance caused Robert Menzies to become Prime Minister of Australia?,395
79,5,control_other_example_84,Who is the publisher of The Final Testament of the Holy Bible?,395
79,6,control_other_example_84,Who founded the Gagosian Gallery?,395
79,7,control_other_example_85,What is the name of the band that released the album 'Nicole and Natalie'?,395
80,0,control_other_example_81,Who is the book 'Adversary in the House' based on?,178
80,1,control_other_example_81,What political party did Eugene V. Debs belong to?,178
80,2,control_other_example_82,Who is the longest-serving leader of the Liberal Party of Australia?,178
80,3,control_other_example_82,What specific political event or circumstance caused Robert Menzies to become Prime Minister of Australia?,178
80,4,control_other_example_84,Who is the publisher of The Final Testament of the Holy Bible?,178
80,5,control_other_example_84,Who founded the Gagosian Gallery?,178
80,6,control_other_example_85,What is the name of the band that released the album 'Nicole and Natalie'?,178
80,7,control_other_example_86,Which river does the Kichi Sipi Bridge cross?,178
81,0,control_other_example_82,Who is the longest-serving leader of the Liberal Party of Australia?,352
81,1,control_other_example_82,What specific political event or circumstance caused Robert Menzies to become Prime Minister of Australia?,352
81,2,control_other_example_84,Who is the publisher of The Final Testament of the Holy Bible?,352
81,3,control_other_example_84,Who founded the Gagosian Gallery?,352
81,4,control_other_example_85,What is the name of the band that released the album 'Nicole and Natalie'?,352
81,5,control_other_example_86,Which river does the Kichi Sipi Bridge cross?,352
81,6,control_other_example_86,Into which larger river does the Nelson River flow as a tributary?,352
81,7,control_other_example_88,Who are the cast members of Love in Pawn?,352
82,0,control_other_example_84,Who is the publisher of The Final Testament of the Holy Bible?,255
82,1,control_other_example_84,Who founded the Gagosian Gallery?,255
82,2,control_other_example_85,What is the name of the band that released the album 'Nicole and Natalie'?,255
82,3,control_other_example_86,Which river does the Kichi Sipi Bridge cross?,255
82,4,control_other_example_86,Into which larger river does the Nelson River flow as a tributary?,255
82,5,control_other_example_88,Who are the cast members of Love in Pawn?,255
82,6,control_other_example_88,Which of the cast members of 'Love in Pawn' (Bernard Braden and Barbara Kelly) are actors?,255
82,7,control_other_example_88,Who is the child of Bernard Braden or Barbara Kelly?,255
84,0,control_other_example_85,What is the name of the band that released the album 'Nicole and Natalie'?,359
84,1,control_other_example_86,Which river does the Kichi Sipi Bridge cross?,359
84,2,control_other_example_86,Into which larger river does the Nelson River flow as a tributary?,359
84,3,control_other_example_88,Who are the cast members of Love in Pawn?,359
84,4,control_other_example_88,Which of the cast members of 'Love in Pawn' (Bernard Braden and Barbara Kelly) are actors?,359
84,5,control_other_example_88,Who is the child of Bernard Braden or Barbara Kelly?,359
84,6,control_other_example_89,Who was the first nominated African American presidential candidate?,359
84,7,control_other_example_89,Who was the spouse of Frederick Douglass?,359
85,0,control_other_example_86,Which river does the Kichi Sipi Bridge cross?,224
85,1,control_other_example_86,Into which larger river does the Nelson River flow as a tributary?,224
85,2,control_other_example_88,Who are the cast members of Love in Pawn?,224
85,3,control_other_example_88,Which of the cast members of 'Love in Pawn' (Bernard Braden and Barbara Kelly) are actors?,224
85,4,control_other_example_88,Who is the child of Bernard Braden or Barbara Kelly?,224
85,5,control_other_example_89,Who was the first nominated African American presidential candidate?,224
85,6,control_other_example_89,Who was the spouse of Frederick Douglass?,224
85,7,control_other_example_90,Who founded the Liberal Party of Australia?,224
86,0,control_other_example_88,Who are the cast members of Love in Pawn?,289
86,1,control_other_example_88,Which of the cast members of 'Love in Pawn' (Bernard Braden and Barbara Kelly) are actors?,289
86,2,control_other_example_88,Who is the child of Bernard Braden or Barbara Kelly?,289
86,3,control_other_example_89,Who was the first nominated African American presidential candidate?,289
86,4,control_other_example_89,Who was the spouse of Frederick Douglass?,289
86,5,control_other_example_90,Who founded the Liberal Party of Australia?,289
86,6,control_other_example_90,When did Robert Menzies serve as Prime Minister of Australia?,289
86,7,control_other_example_90,What specific political event or circumstance led to Robert Menzies first becoming Prime Minister of Australia in 1939?,289
88,0,control_other_example_89,Who was the first nominated African American presidential candidate?,444
88,1,control_other_example_89,Who was the spouse of Frederick Douglass?,444
88,2,control_other_example_90,Who founded the Liberal Party of Australia?,444
88,3,control_other_example_90,When did Robert Menzies serve as Prime Minister of Australia?,444
88,4,control_other_example_90,What specific political event or circumstance led to Robert Menzies first becoming Prime Minister of Australia in 1939?,444
88,5,control_other_example_91,On which river is the Kettle Generating Station located?,444
88,6,control_other_example_91,"Is the Lower Nelson River a tributary of a larger river system, and if so, which main river does it flow into?",444
88,7,control_other_example_93,Who was a leading speaker against slavery and publisher of an antislavery newspaper?,444
89,0,control_other_example_90,Who founded the Liberal Party of Australia?,350
89,1,control_other_example_90,When did Robert Menzies serve as Prime Minister of Australia?,350
89,2,control_other_example_90,What specific political event or circumstance led to Robert Menzies first becoming Prime Minister of Australia in 1939?,350
89,3,control_other_example_91,On which river is the Kettle Generating Station located?,350
89,4,control_other_example_91,"Is the Lower Nelson River a tributary of a larger river system, and if so, which main river does it flow into?",350
89,5,control_other_example_93,Who was a leading speaker against slavery and publisher of an antislavery newspaper?,350
89,6,control_other_example_93,Who was Frederick Douglass's spouse?,350
89,7,control_other_example_95,Who is Ulrich Walter's employer?,350
90,0,control_other_example_91,On which river is the Kettle Generating Station located?,305
90,1,control_other_example_91,"Is the Lower Nelson River a tributary of a larger river system, and if so, which main river does it flow into?",305
90,2,control_other_example_93,Who was a leading speaker against slavery and publisher of an antislavery newspaper?,305
90,3,control_other_example_93,Who was Frederick Douglass's spouse?,305
90,4,control_other_example_95,Who is Ulrich Walter's employer?,305
90,5,control_other_example_96,Where is Lesnoye Sanatorium located?,305
90,6,control_other_example_96,Who is the city of Tolyatti named after?,305
90,7,control_other_example_97,Who is Ravil Aryapov and where was he born?,305
91,0,control_other_example_93,Who was a leading speaker against slavery and publisher of an antislavery newspaper?,262
91,1,control_other_example_93,Who was Frederick Douglass's spouse?,262
91,2,control_other_example_95,Who is Ulrich Walter's employer?,262
91,3,control_other_example_96,Where is Lesnoye Sanatorium located?,262
91,4,control_other_example_96,Who is the city of Tolyatti named after?,262
91,5,control_other_example_97,Who is Ravil Aryapov and where was he born?,262
91,6,control_other_example_97,Whom is the city of Tolyatti named after?,262
91,7,control_other_example_98,In which city is AvtoVAZ's headquarters located?,262
93,0,control_other_example_95,Who is Ulrich Walter's employer?,263
93,1,control_other_example_96,Where is Lesnoye Sanatorium located?,263
93,2,control_other_example_96,Who is the city of Tolyatti named after?,263
93,3,control_other_example_97,Who is Ravil Aryapov and where was he born?,263
93,4,control_other_example_97,Whom is the city of Tolyatti named after?,263
93,5,control_other_example_98,In which city is AvtoVAZ's headquarters located?,263
93,6,control_other_example_98,Who is the city of Tolyatti named after?,263
93,7,control_other_example_100,Who is the founder of the National Women's Party?,263
95,0,control_other_example_96,Where is Lesnoye Sanatorium located?,131
95,1,control_other_example_96,Who is the city of Tolyatti named after?,131
95,2,control_other_example_97,Who is Ravil Aryapov and where was he born?,131
95,3,control_other_example_97,Whom is the city of Tolyatti named after?,131
95,4,control_other_example_98,In which city is AvtoVAZ's headquarters located?,131
95,5,control_other_example_98,Who is the city of Tolyatti named after?,131
95,6,control_other_example_100,Who is the founder of the National Women's Party?,131
95,7,control_other_example_100,Where was Alice Paul born?,131
96,0,control_other_example_97,Who is Ravil Aryapov and where was he born?,288
96,1,control_other_example_97,Whom is the city of Tolyatti named after?,288
96,2,control_other_example_98,In which city is AvtoVAZ's headquarters located?,288
96,3,control_other_example_98,Who is the city of Tolyatti named after?,288
96,4,control_other_example_100,Who is the founder of the National Women's Party?,288
96,5,control_other_example_100,Where was Alice Paul born?,288
96,6,control_other_example_101,Where is Ciudad Deportiva located?,288
96,7,control_other_example_101,"What administrative territorial entity owns the Ciudad Deportiva sports complex in Nuevo Laredo, Mexico?",288
97,0,control_other_example_98,In which city is AvtoVAZ's headquarters located?,299
97,1,control_other_example_98,Who is the city of Tolyatti named after?,299
97,2,control_other_example_100,Who is the founder of the National Women's Party?,299
97,3,control_other_example_100,Where was Alice Paul born?,299
97,4,control_other_example_101,Where is Ciudad Deportiva located?,299
97,5,control_other_example_101,"What administrative territorial entity owns the Ciudad Deportiva sports complex in Nuevo Laredo, Mexico?",299
97,6,control_other_example_102,Which company distributed the film UHF?,299
97,7,control_other_example_102,Who founded Orion Pictures?,299
98,0,control_other_example_100,Who is the founder of the National Women's Party?,295
98,1,control_other_example_100,Where was Alice Paul born?,295
98,2,control_other_example_101,Where is Ciudad Deportiva located?,295
98,3,control_other_example_101,"What administrative territorial entity owns the Ciudad Deportiva sports complex in Nuevo Laredo, Mexico?",295
98,4,control_other_example_102,Which company distributed the film UHF?,295
98,5,control_other_example_102,Who founded Orion Pictures?,295
98,6,control_other_example_103,Who submitted the first version of the Equal Rights Amendment to Congress in 1923?,295
98,7,control_other_example_103,What is the place of birth of Alice Paul?,295
100,0,control_other_example_101,Where is Ciudad Deportiva located?,299
100,1,control_other_example_101,"What administrative territorial entity owns the Ciudad Deportiva sports complex in Nuevo Laredo, Mexico?",299
100,2,control_other_example_102,Which company distributed the film UHF?,299
100,3,control_other_example_102,Who founded Orion Pictures?,299
100,4,control_other_example_103,Who submitted the first version of the Equal Rights Amendment to Congress in 1923?,299
100,5,control_other_example_103,What is the place of birth of Alice Paul?,299
100,6,control_other_example_104,What is the location of the devolved body responsible for non-reserved matters since 2004?,299
100,7,control_other_example_105,Who first introduced the postal service in the Umayyad Caliphate?,299
101,0,control_other_example_102,Which company distributed the film UHF?,246
101,1,control_other_example_102,Who founded Orion Pictures?,246
101,2,control_other_example_103,Who submitted the first version of the Equal Rights Amendment to Congress in 1923?,246
101,3,control_other_example_103,What is the place of birth of Alice Paul?,246
101,4,control_other_example_104,What is the location of the devolved body responsible for non-reserved matters since 2004?,246
101,5,control_other_example_105,Who first introduced the postal service in the Umayyad Caliphate?,246
101,6,control_other_example_105,When did Mu'awiyah become caliph of the Umayyad Caliphate?,246
101,7,control_other_example_109,Who was named commander in chief of Texas forces by the new national government of Texas?,246
102,0,control_other_example_103,Who submitted the first version of the Equal Rights Amendment to Congress in 1923?,393
102,1,control_other_example_103,What is the place of birth of Alice Paul?,393
102,2,control_other_example_104,What is the location of the devolved body responsible for non-reserved matters since 2004?,393
102,3,control_other_example_105,Who first introduced the postal service in the Umayyad Caliphate?,393
102,4,control_other_example_105,When did Mu'awiyah become caliph of the Umayyad Caliphate?,393
102,5,control_other_example_109,Who was named commander in chief of Texas forces by the new national government of Texas?,393
102,6,control_other_example_112,Who is the author of The Secret World of Og?,393
102,7,control_other_example_112,Which university did Pierre Berton attend?,393
103,0,control_other_example_104,What is the location of the devolved body responsible for non-reserved matters since 2004?,311
103,1,control_other_example_105,Who first introduced the postal service in the Umayyad Caliphate?,311
103,2,control_other_example_105,When did Mu'awiyah become caliph of the Umayyad Caliphate?,311
103,3,control_other_example_109,Who was named commander in chief of Texas forces by the new national government of Texas?,311
103,4,control_other_example_112,Who is the author of The Secret World of Og?,311
103,5,control_other_example_112,Which university did Pierre Berton attend?,311
103,6,control_other_example_113,Who is Caroline LeRoy's spouse?,311
103,7,control_other_example_113,Who is Daniel Webster's child?,311
104,0,control_other_example_105,Who first introduced the postal service in the Umayyad Caliphate?,254
104,1,control_other_example_105,When did Mu'awiyah become caliph of the Umayyad Caliphate?,254
104,2,control_other_example_109,Who was named commander in chief of Texas forces by the new national government of Texas?,254
104,3,control_other_example_112,Who is the author of The Secret World of Og?,254
104,4,control_other_example_112,Which university did Pierre Berton attend?,254
104,5,control_other_example_113,Who is Caroline LeRoy's spouse?,254
104,6,control_other_example_113,Who is Daniel Webster's child?,254
104,7,control_other_example_114,Who is featured on the Chester Arthur coin?,254
105,0,control_other_example_109,Who was named commander in chief of Texas forces by the new national government of Texas?,450
105,1,control_other_example_112,Who is the author of The Secret World of Og?,450
105,2,control_other_example_112,Which university did Pierre Berton attend?,450
105,3,control_other_example_113,Who is Caroline LeRoy's spouse?,450
105,4,control_other_example_113,Who is Daniel Webster's child?,450
105,5,control_other_example_114,Who is featured on the Chester Arthur coin?,450
105,6,control_other_example_114,Where was suffragette Alice Paul born?,450
105,7,control_other_example_117,Who is the author of The National Dream?,450
109,0,control_other_example_112,Who is the author of The Secret World of Og?,258
109,1,control_other_example_112,Which university did Pierre Berton attend?,258
109,2,control_other_example_113,Who is Caroline LeRoy's spouse?,258
109,3,control_other_example_113,Who is Daniel Webster's child?,258
109,4,control_other_example_114,Who is featured on the Chester Arthur coin?,258
109,5,control_other_example_114,Where was suffragette Alice Paul born?,258
109,6,control_other_example_117,Who is the author of The National Dream?,258
109,7,control_other_example_117,Where did Pierre Berton go to university?,258
112,0,control_other_example_113,Who is Caroline LeRoy's spouse?,272
112,1,control_other_example_113,Who is Daniel Webster's child?,272
112,2,control_other_example_114,Who is featured on the Chester Arthur coin?,272
112,3,control_other_example_114,Where was suffragette Alice Paul born?,272
112,4,control_other_example_117,Who is the author of The National Dream?,272
112,5,control_other_example_117,Where did Pierre Berton go to university?,272
112,6,control_other_example_118,What is Xiao Liwu?,272
112,7,control_other_example_119,Who is the author of the book '1967: The Last Good Year'?,272
113,0,control_other_example_114,Who is featured on the Chester Arthur coin?,324
113,1,control_other_example_114,Where was suffragette Alice Paul born?,324
113,2,control_other_example_117,Who is the author of The National Dream?,324
113,3,control_other_example_117,Where did Pierre Berton go to university?,324
113,4,control_other_example_118,What is Xiao Liwu?,324
113,5,control_other_example_119,Who is the author of the book '1967: The Last Good Year'?,324
113,6,control_other_example_119,Which university did Pierre Berton attend?,324
113,7,control_other_example_120,Which Indian Presidents received the Bharat Ratna award before becoming President?,324
114,0,control_other_example_117,Who is the author of The National Dream?,429
114,1,control_other_example_117,Where did Pierre Berton go to university?,429
114,2,control_other_example_118,What is Xiao Liwu?,429
114,3,control_other_example_119,Who is the author of the book '1967: The Last Good Year'?,429
114,4,control_other_example_119,Which university did Pierre Berton attend?,429
114,5,control_other_example_120,Which Indian Presidents received the Bharat Ratna award before becoming President?,429
114,6,control_other_example_121,Which parliament approved the Directory of Public Worship?,429
114,7,control_other_example_121,Where has the modern Scottish Parliament been based since 2004?,429
117,0,control_other_example_118,What is Xiao Liwu?,328
117,1,control_other_example_119,Who is the author of the book '1967: The Last Good Year'?,328
117,2,control_other_example_119,Which university did Pierre Berton attend?,328
117,3,control_other_example_120,Which Indian Presidents received the Bharat Ratna award before becoming President?,328
117,4,control_other_example_121,Which parliament approved the Directory of Public Worship?,328
117,5,control_other_example_121,Where has the modern Scottish Parliament been based since 2004?,328
117,6,control_other_example_123,Which county contains Qiantong?,328
117,7,control_other_example_123,What city is located in Ninghai County?,328
118,0,control_other_example_119,Who is the author of the book '1967: The Last Good Year'?,184
118,1,control_other_example_119,Which university did Pierre Berton attend?,184
118,2,control_other_example_120,Which Indian Presidents received the Bharat Ratna award before becoming President?,184
118,3,control_other_example_121,Which parliament approved the Directory of Public Worship?,184
118,4,control_other_example_121,Where has the modern Scottish Parliament been based since 2004?,184
118,5,control_other_example_123,Which county contains Qiantong?,184
118,6,control_other_example_123,What city is located in Ninghai County?,184
118,7,control_other_example_123,"What cities are located within Ninghai County, Zhejiang province?",184
119,0,control_other_example_120,Which Indian Presidents received the Bharat Ratna award before becoming President?,356
119,1,control_other_example_121,Which parliament approved the Directory of Public Worship?,356
119,2,control_other_example_121,Where has the modern Scottish Parliament been based since 2004?,356
119,3,control_other_example_123,Which county contains Qiantong?,356
119,4,control_other_example_123,What city is located in Ninghai County?,356
119,5,control_other_example_123,"What cities are located within Ninghai County, Zhejiang province?",356
119,6,control_other_example_123,"What cities are located in Ninghai County, Zhejiang province?",356
119,7,control_other_example_125,Who is the god of the underworld in ancient Egyptian mythology?,356
120,0,control_other_example_121,Which parliament approved the Directory of Public Worship?,262
120,1,control_other_example_121,Where has the modern Scottish Parliament been based since 2004?,262
120,2,control_other_example_123,Which county contains Qiantong?,262
120,3,control_other_example_123,What city is located in Ninghai County?,262
120,4,control_other_example_123,"What cities are located within Ninghai County, Zhejiang province?",262
120,5,control_other_example_123,"What cities are located in Ninghai County, Zhejiang province?",262
120,6,control_other_example_125,Who is the god of the underworld in ancient Egyptian mythology?,262
120,7,control_other_example_126,"Who is Philippe, Duke of Orléans?",262
121,0,control_other_example_123,Which county contains Qiantong?,462
121,1,control_other_example_123,What city is located in Ninghai County?,462
121,2,control_other_example_123,"What cities are located within Ninghai County, Zhejiang province?",462
121,3,control_other_example_123,"What cities are located in Ninghai County, Zhejiang province?",462
121,4,control_other_example_125,Who is the god of the underworld in ancient Egyptian mythology?,462
121,5,control_other_example_126,"Who is Philippe, Duke of Orléans?",462
121,6,control_other_example_126,Who was the mother of King Louis XIII of France?,462
121,7,control_other_example_127,Who is Alhandra?,462
123,0,control_other_example_125,Who is the god of the underworld in ancient Egyptian mythology?,483
123,1,control_other_example_126,"Who is Philippe, Duke of Orléans?",483
123,2,control_other_example_126,Who was the mother of King Louis XIII of France?,483
123,3,control_other_example_127,Who is Alhandra?,483
123,4,control_other_example_128,Who played Truman Capote in the movie Capote?,483
123,5,control_other_example_129,Callum McManaman birthplace,483
123,6,control_other_example_130,In which province is Lago District located?,483
123,7,control_other_example_130,Which provinces share a border with Niassa Province?,483
125,0,control_other_example_126,"Who is Philippe, Duke of Orléans?",259
125,1,control_other_example_126,Who was the mother of King Louis XIII of France?,259
125,2,control_other_example_127,Who is Alhandra?,259
125,3,control_other_example_128,Who played Truman Capote in the movie Capote?,259
125,4,control_other_example_129,Callum McManaman birthplace,259
125,5,control_other_example_130,In which province is Lago District located?,259
125,6,control_other_example_130,Which provinces share a border with Niassa Province?,259
125,7,control_other_example_131,Who is the founder of Metalworks Studio?,259
126,0,control_other_example_127,Who is Alhandra?,246
126,1,control_other_example_128,Who played Truman Capote in the movie Capote?,246
126,2,control_other_example_129,Callum McManaman birthplace,246
126,3,control_other_example_130,In which province is Lago District located?,246
126,4,control_other_example_130,Which provinces share a border with Niassa Province?,246
126,5,control_other_example_131,Who is the founder of Metalworks Studio?,246
126,6,control_other_example_131,What record label is Gil Moore associated with?,246
126,7,control_other_example_133,Which group is European Movement Germany a member of?,246
127,0,control_other_example_128,Who played Truman Capote in the movie Capote?,144
127,1,control_other_example_129,Callum McManaman birthplace,144
127,2,control_other_example_130,In which province is Lago District located?,144
127,3,control_other_example_130,Which provinces share a border with Niassa Province?,144
127,4,control_other_example_131,Who is the founder of Metalworks Studio?,144
127,5,control_other_example_131,What record label is Gil Moore associated with?,144
127,6,control_other_example_133,Which group is European Movement Germany a member of?,144
127,7,control_other_example_133,What is the goal or mission of the European Movement International?,144
128,0,control_other_example_129,Callum McManaman birthplace,221
128,1,control_other_example_130,In which province is Lago District located?,221
128,2,control_other_example_130,Which provinces share a border with Niassa Province?,221
128,3,control_other_example_131,Who is the founder of Metalworks Studio?,221
128,4,control_other_example_131,What record label is Gil Moore associated with?,221
128,5,control_other_example_133,Which group is European Movement Germany a member of?,221
128,6,control_other_example_133,What is the goal or mission of the European Movement International?,221
128,7,control_other_example_135,Which city contains Broadhurst Park?,221
129,0,control_other_example_130,In which province is Lago District located?,280
129,1,control_other_example_130,Which provinces share a border with Niassa Province?,280
129,2,control_other_example_131,Who is the founder of Metalworks Studio?,280
129,3,control_other_example_131,What record label is Gil Moore associated with?,280
129,4,control_other_example_133,Which group is European Movement Germany a member of?,280
129,5,control_other_example_133,What is the goal or mission of the European Movement International?,280
129,6,control_other_example_135,Which city contains Broadhurst Park?,280
129,7,control_other_example_135,"Which towns share a border with the city of Manchester, England?",280
130,0,control_other_example_131,Who is the founder of Metalworks Studio?,269
130,1,control_other_example_131,What record label is Gil Moore associated with?,269
130,2,control_other_example_133,Which group is European Movement Germany a member of?,269
130,3,control_other_example_133,What is the goal or mission of the European Movement International?,269
130,4,control_other_example_135,Which city contains Broadhurst Park?,269
130,5,control_other_example_135,"Which towns share a border with the city of Manchester, England?",269
130,6,control_other_example_136,What is Vera Barbosa's place of birth?,269
130,7,control_other_example_136,"In which state is Vila Franca de Xira, Portugal located?",269
131,0,control_other_example_133,Which group is European Movement Germany a member of?,267
131,1,control_other_example_133,What is the goal or mission of the European Movement International?,267
131,2,control_other_example_135,Which city contains Broadhurst Park?,267
131,3,control_other_example_135,"Which towns share a border with the city of Manchester, England?",267
131,4,control_other_example_136,What is Vera Barbosa's place of birth?,267
131,5,control_other_example_136,"In which state is Vila Franca de Xira, Portugal located?",267
131,6,control_other_example_138,Who owned Empire Sports Network?,267
131,7,control_other_example_138,What company succeeded Adelphia Communications Corporation?,267
133,0,control_other_example_135,Which city contains Broadhurst Park?,250
133,1,control_other_example_135,"Which towns share a border with the city of Manchester, England?",250
133,2,control_other_example_136,What is Vera Barbosa's place of birth?,250
133,3,control_other_example_136,"In which state is Vila Franca de Xira, Portugal located?",250
133,4,control_other_example_138,Who owned Empire Sports Network?,250
133,5,control_other_example_138,What company succeeded Adelphia Communications Corporation?,250
133,6,control_other_example_141,What body of water is Bartram's Covered Bridge located on?,250
133,7,control_other_example_141,What watercourse does Crum Creek flow into?,250
135,0,control_other_example_136,What is Vera Barbosa's place of birth?,327
135,1,control_other_example_136,"In which state is Vila Franca de Xira, Portugal located?",327
135,2,control_other_example_138,Who owned Empire Sports Network?,327
135,3,control_other_example_138,What company succeeded Adelphia Communications Corporation?,327
135,4,control_other_example_141,What body of water is Bartram's Covered Bridge located on?,327
135,5,control_other_example_141,What watercourse does Crum Creek flow into?,327
135,6,control_other_example_142,Who is the ruler of the underworld in ancient Egyptian mythology?,327
135,7,control_other_example_142,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",327
136,0,control_other_example_138,Who owned Empire Sports Network?,233
136,1,control_other_example_138,What company succeeded Adelphia Communications Corporation?,233
136,2,control_other_example_141,What body of water is Bartram's Covered Bridge located on?,233
136,3,control_other_example_141,What watercourse does Crum Creek flow into?,233
136,4,control_other_example_142,Who is the ruler of the underworld in ancient Egyptian mythology?,233
136,5,control_other_example_142,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",233
136,6,control_other_example_143,In which county is Imperial located?,233
136,7,control_other_example_143,"What other counties share a border with Pecos County, Texas?",233
138,0,control_other_example_141,What body of water is Bartram's Covered Bridge located on?,440
138,1,control_other_example_141,What watercourse does Crum Creek flow into?,440
138,2,control_other_example_142,Who is the ruler of the underworld in ancient Egyptian mythology?,440
138,3,control_other_example_142,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",440
138,4,control_other_example_143,In which county is Imperial located?,440
138,5,control_other_example_143,"What other counties share a border with Pecos County, Texas?",440
138,6,control_other_example_144,What is the municipality of Póvoa de Santa Iria?,440
138,7,control_other_example_144,In which district is the municipality of Vila Franca de Xira located?,440
141,0,control_other_example_142,Who is the ruler of the underworld in ancient Egyptian mythology?,267
141,1,control_other_example_142,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",267
141,2,control_other_example_143,In which county is Imperial located?,267
141,3,control_other_example_143,"What other counties share a border with Pecos County, Texas?",267
141,4,control_other_example_144,What is the municipality of Póvoa de Santa Iria?,267
141,5,control_other_example_144,In which district is the municipality of Vila Franca de Xira located?,267
141,6,control_other_example_145,Who is the author of The Timothy Files?,267
141,7,control_other_example_145,What is a notable work written by Lawrence Sanders?,267
142,0,control_other_example_143,In which county is Imperial located?,362
142,1,control_other_example_143,"What other counties share a border with Pecos County, Texas?",362
142,2,control_other_example_144,What is the municipality of Póvoa de Santa Iria?,362
142,3,control_other_example_144,In which district is the municipality of Vila Franca de Xira located?,362
142,4,control_other_example_145,Who is the author of The Timothy Files?,362
142,5,control_other_example_145,What is a notable work written by Lawrence Sanders?,362
142,6,control_other_example_146,Where was William W. Blair born?,362
142,7,control_other_example_146,"In what county is Holley, New York located?",362
143,0,control_other_example_144,What is the municipality of Póvoa de Santa Iria?,306
143,1,control_other_example_144,In which district is the municipality of Vila Franca de Xira located?,306
143,2,control_other_example_145,Who is the author of The Timothy Files?,306
143,3,control_other_example_145,What is a notable work written by Lawrence Sanders?,306
143,4,control_other_example_146,Where was William W. Blair born?,306
143,5,control_other_example_146,"In what county is Holley, New York located?",306
143,6,control_other_example_147,Who is São José dos Campos named after?,306
143,7,control_other_example_147,How old was Mary when she was engaged to Joseph according to historical or biblical records?,306
144,0,control_other_example_145,Who is the author of The Timothy Files?,225
144,1,control_other_example_145,What is a notable work written by Lawrence Sanders?,225
144,2,control_other_example_146,Where was William W. Blair born?,225
144,3,control_other_example_146,"In what county is Holley, New York located?",225
144,4,control_other_example_147,Who is São José dos Campos named after?,225
144,5,control_other_example_147,How old was Mary when she was engaged to Joseph according to historical or biblical records?,225
144,6,control_other_example_149,What is the name of the old show named after Mickey Mouse?,225
144,7,control_other_example_150,What country has the ISO 3166-1 alpha-2 code CV?,225
145,0,control_other_example_146,Where was William W. Blair born?,286
145,1,control_other_example_146,"In what county is Holley, New York located?",286
145,2,control_other_example_147,Who is São José dos Campos named after?,286
145,3,control_other_example_147,How old was Mary when she was engaged to Joseph according to historical or biblical records?,286
