example_id,sub_question_id,selector,rate,ground_truth,predicted,f1,em,selected_tokens,question,glm_correct,glm_reason
18,0,fusionrag_qk,0.15,Natalie Wood played Susan Walker in Miracle on 34th Street.,Natalie Wood,0.25,0.0,153,Who played Susie in Miracle on 34th Street?,1,预测答案“Natalie Wood”准确给出了问题中询问的演员名字，包含了标准答案的核心实体信息，语义上与标准答案完全一致，正确回答了问题。
18,0,draft_selected_set,0.15,Natalie Wood played Susan Walker in Miracle on 34th Street.,Natalie Wood,0.25,0.0,153,Who played Susie in Miracle on 34th Street?,1,预测答案“Natalie Wood”准确给出了问题中询问的演员名字，包含了标准答案的核心实体信息，语义上与标准答案完全一致，正确回答了问题。
18,1,oracle_full_attention,0.15,Natalie Wood's sister is Lana Wood. The documents do not mention a brother.,John Payne,0,0.0,180,Who is Natalie Wood's brother?,0,预测答案给出了一个名字“John Payne”，而标准答案明确指出文档中并未提及娜塔莉·伍德的兄弟，且仅提到了她的姐妹。两者在语义上完全不一致。
18,1,fusionrag_qk,0.15,Natalie Wood's sister is Lana Wood. The documents do not mention a brother.,Lana Wood,0.2857142857142857,0.0,180,Who is Natalie Wood's brother?,0,预测答案“Lana Wood”是Natalie Wood的姐妹，而问题询问的是她的兄弟。标准答案明确指出文档中没有提及她有兄弟，因此预测答案未能正确回答问题。
18,1,draft_selected_set,0.15,Natalie Wood's sister is Lana Wood. The documents do not mention a brother.,Lana Wood,0.2857142857142857,0.0,180,Who is Natalie Wood's brother?,0,预测答案“Lana Wood”是Natalie Wood的姐妹，而问题询问的是她的兄弟。标准答案明确指出文档中没有提及她有兄弟，因此预测答案未能正确回答问题。
19,0,oracle_full_attention,0.15,"Kris Benson, a former Major League Baseball pitcher.",Kris Benson,0.5454545454545454,0.0,155,Who is Anna Benson's husband?,1,预测答案“Kris Benson”准确包含了标准答案中的核心实体，即Anna Benson丈夫的名字。虽然缺少了对职业背景的补充描述，但已经正确回答了问题的核心内容，语义上与标准答案一致。
19,0,fusionrag_qk,0.15,"Kris Benson, a former Major League Baseball pitcher.",Kris Benson,0.5454545454545454,0.0,155,Who is Anna Benson's husband?,1,预测答案“Kris Benson”准确包含了标准答案中的核心实体，即Anna Benson丈夫的名字。虽然缺少了对职业背景的补充描述，但已经正确回答了问题的核心内容，语义上与标准答案一致。
19,0,draft_selected_set,0.15,"Kris Benson, a former Major League Baseball pitcher.",Kris Benson,0.5454545454545454,0.0,155,Who is Anna Benson's husband?,1,预测答案“Kris Benson”准确包含了标准答案中的核心实体，即Anna Benson丈夫的名字。虽然缺少了对职业背景的补充描述，但已经正确回答了问题的核心内容，语义上与标准答案一致。
19,1,oracle_full_attention,0.15,"Kris Benson played for the Pittsburgh Pirates, New York Mets, and Baltimore Orioles.","Benson played for the Pittsburgh Pirates and the New York Mets, and the Baltimore Orioles in Major League Baseball.",0.8292682926829269,0.0,237,What team did Kris Benson play for in Major League Baseball?,1,预测答案包含了标准答案中的所有关键信息，即Pittsburgh Pirates、New York Mets和Baltimore Orioles这三个球队。虽然措辞略有不同，但语义上与标准答案完全等价，正确回答了问题。
19,1,fusionrag_qk,0.15,"Kris Benson played for the Pittsburgh Pirates, New York Mets, and Baltimore Orioles.",Pittsburgh Pirates,0.2727272727272727,0.0,237,What team did Kris Benson play for in Major League Baseball?,1,预测答案“Pittsburgh Pirates”是标准答案中包含的核心实体之一，准确回答了Kris Benson在美国职业棒球大联盟效力的球队，符合包含关键信息且语义一致的要求。
19,1,draft_selected_set,0.15,"Kris Benson played for the Pittsburgh Pirates, New York Mets, and Baltimore Orioles.",Pittsburgh Pirates,0.2727272727272727,0.0,237,What team did Kris Benson play for in Major League Baseball?,1,预测答案“Pittsburgh Pirates”是标准答案中包含的核心实体之一，准确回答了Kris Benson在美国职业棒球大联盟效力的球队，符合包含关键信息且语义一致的要求。
20,0,oracle_full_attention,0.15,Joni James,Answer: Joni James,0.8,0.0,227,Who originally sang the song You Belong To Me?,1,预测答案明确指出了歌曲“You Belong To Me”的原唱是Joni James，这与标准答案完全一致，包含了核心实体且语义等价。
20,0,fusionrag_qk,0.15,Joni James,Joni James,1.0,1.0,227,Who originally sang the song You Belong To Me?,1,预测答案“Joni James”与标准答案完全一致，准确包含了问题所询问的核心实体，正确回答了该歌曲的原唱者。
20,0,draft_selected_set,0.15,Joni James,Joni James,1.0,1.0,227,Who originally sang the song You Belong To Me?,1,预测答案“Joni James”与标准答案完全一致，准确包含了问题所询问的核心实体，正确回答了该歌曲的原唱者。
20,1,oracle_full_attention,0.15,MGM Records,Sharp Records,0.6666666666666666,0.0,339,What record label was Joni James signed to when she released 'You Belong To Me' in 1952?,0,预测答案给出的唱片公司是“Sharp Records”，而标准答案是“MGM Records”。两者在语义上完全不同，预测答案没有包含标准答案的核心实体信息，因此判断为错误。
20,1,fusionrag_qk,0.15,MGM Records,Sharp Records,0.6666666666666666,0.0,339,What record label was Joni James signed to when she released 'You Belong To Me' in 1952?,0,预测答案给出的唱片公司是“Sharp Records”，而标准答案是“MGM Records”。两者在语义上完全不同，预测答案没有包含标准答案的核心实体信息，因此判断为错误。
20,1,draft_selected_set,0.15,MGM Records,Sharp Records,0.6666666666666666,0.0,339,What record label was Joni James signed to when she released 'You Belong To Me' in 1952?,0,预测答案给出的唱片公司是“Sharp Records”，而标准答案是“MGM Records”。两者在语义上完全不同，预测答案没有包含标准答案的核心实体信息，因此判断为错误。
21,0,oracle_full_attention,0.15,Henry III,Henry III,1.0,1.0,262,Who was the person under whom the Chapter House was built?,1,预测答案与标准答案完全一致，均为“Henry III”，准确包含了标准答案的核心实体，正确回答了问题。
21,0,fusionrag_qk,0.15,Henry III,Henry III,1.0,1.0,262,Who was the person under whom the Chapter House was built?,1,预测答案与标准答案完全一致，均为“Henry III”，准确包含了标准答案的核心实体，正确回答了问题。
21,0,draft_selected_set,0.15,Henry III,Henry III,1.0,1.0,262,Who was the person under whom the Chapter House was built?,1,预测答案与标准答案完全一致，均为“Henry III”，准确包含了标准答案的核心实体，正确回答了问题。
21,1,oracle_full_attention,0.15,"Henry III was first crowned in 1216 at Gloucester Cathedral, and then again at Westminster Abbey in 1220.","1216, 1220",0.4210526315789474,0.0,317,When was Henry III crowned?,1,预测答案准确提取了标准答案中的两个关键时间点“1216”和“1220”，完整包含了亨利三世加冕时间的核心信息，正确回答了问题。
21,1,fusionrag_qk,0.15,"Henry III was first crowned in 1216 at Gloucester Cathedral, and then again at Westminster Abbey in 1220.",1216,0.18181818181818182,0.0,317,When was Henry III crowned?,0,预测答案仅包含了1216年这一部分信息，遗漏了标准答案中关于1220年第二次加冕的关键信息，且未包含加冕地点等核心细节，因此信息不完整，判断为错误。
21,1,draft_selected_set,0.15,"Henry III was first crowned in 1216 at Gloucester Cathedral, and then again at Westminster Abbey in 1220.",1216 and 1220,0.4615384615384615,0.0,317,When was Henry III crowned?,1,预测答案准确提取了标准答案中关于亨利三世加冕时间的核心信息，即1216年和1220年。虽然省略了加冕地点等细节，但就“何时加冕”这一问题而言，其语义与标准答案完全一致。
24,0,oracle_full_attention,0.15,Joni James sang the song 'You Belong to Me'.,Lesley Gore,0,0.0,233,Who sang the song 'You Belong to Me'?,0,预测答案给出的歌手是Lesley Gore，而标准答案明确指出演唱这首歌的歌手是Joni James。两者完全不一致，预测答案缺少标准答案的核心实体，因此判断为错误。
24,0,fusionrag_qk,0.15,Joni James sang the song 'You Belong to Me'.,Sue Thompson and Joni James,0.26666666666666666,0.0,233,Who sang the song 'You Belong to Me'?,1,预测答案中包含了标准答案的核心实体“Joni James”，虽然多出了“Sue Thompson”，但并未遗漏问题所要求的关键信息，符合判断标准。
24,0,draft_selected_set,0.15,Joni James sang the song 'You Belong to Me'.,Joni James,0.4,0.0,233,Who sang the song 'You Belong to Me'?,1,预测答案“Joni James”准确包含了标准答案的核心实体信息，直接回答了谁演唱了这首歌，与标准答案在语义上完全等价。
24,1,oracle_full_attention,0.15,Joni James was signed to MGM Records.,Kirtland Records,0.18181818181818182,0.0,299,What record label is Joni James signed to?,0,预测答案给出的唱片公司是Kirtland Records，而标准答案明确指出Joni James签约的是MGM Records。两者核心实体完全不同，预测答案未包含标准答案的关键信息。
24,1,fusionrag_qk,0.15,Joni James was signed to MGM Records.,Roxy Recordings,0,0.0,299,What record label is Joni James signed to?,0,预测答案给出的唱片公司是“Roxy Recordings”，而标准答案明确指出Joni James签约的是“MGM Records”。两者在核心实体信息上完全不一致，因此预测答案未能正确回答问题。
24,1,draft_selected_set,0.15,Joni James was signed to MGM Records.,M-G-M Records,0.4,0.0,299,What record label is Joni James signed to?,1,预测答案“M-G-M Records”与标准答案中的核心实体“MGM Records”在语义上完全等价，仅仅是连字符的书写形式存在细微差异，准确回答了问题。
25,0,oracle_full_attention,0.15,Central Equatoria,Jeju,0,0.0,118,What is the administrative territorial entity that contains Juba?,0,预测答案“Jeju”与标准答案“Central Equatoria”完全不同。Jeju通常指韩国的济州岛，而朱巴是南苏丹的首都，其所在的行政实体是中赤道州。预测答案未能包含标准答案的核心信息。
25,0,fusionrag_qk,0.15,Central Equatoria,Federal Capital Territory,0,0.0,118,What is the administrative territorial entity that contains Juba?,0,预测答案“Federal Capital Territory”与标准答案“Central Equatoria”完全不同。朱巴实际所在的行政领土实体是中赤道州，预测答案缺少标准答案的核心实体信息，因此判断为错误。
25,0,draft_selected_set,0.15,Central Equatoria,Central Equatoria,1.0,1.0,118,What is the administrative territorial entity that contains Juba?,1,预测答案与标准答案完全一致，均为“Central Equatoria”，准确包含了标准答案的核心实体信息，正确回答了关于朱巴所在行政领土实体的问题。
25,1,oracle_full_attention,0.15,Eastern Equatoria shares a border with Central Equatoria.,"Jimma Arjo, Endegagn, and Badigeru Swamp share a border with Central Equatoria. Jimma Arjo is bordered on the southwest by the Didessa River which separates it from the Illubabor Zone, and Badigeru Swamp lies in the Central Equatoria and Eastern Equatoria states of",0.2222222222222222,0.0,169,What places share a border with Central Equatoria?,0,"预测答案中提到了“Jimma Arjo, Endegagn, and Badigeru Swamp”，但并未包含标准答案的核心实体“Eastern Equatoria”。虽然预测答案的后半句提到了Eastern Equatoria，但只是作为描述Badigeru Swamp位置的附属信息，并未明确指出其与Central Equatoria共享边界，因此缺少核心信息，判断为错误。"
25,1,fusionrag_qk,0.15,Eastern Equatoria shares a border with Central Equatoria.,"Jimma Arjo, Badigeru Swamp",0,0.0,169,What places share a border with Central Equatoria?,0,预测答案提供的“Jimma Arjo”和“Badigeru Swamp”与标准答案中的核心实体“Eastern Equatoria”完全不符，未能包含标准答案的关键信息，因此未能正确回答问题。
25,1,draft_selected_set,0.15,Eastern Equatoria shares a border with Central Equatoria.,"Badigeru Swamp, Central African Republic, Gera, and Namibia share a border with Central Equatoria.",0.3846153846153846,0.0,169,What places share a border with Central Equatoria?,0,"预测答案中列出的地点（Badigeru Swamp, Central African Republic, Gera, Namibia）与标准答案中的核心实体（Eastern Equatoria）完全不符，未能包含标准答案的任何关键信息，因此判断为错误。"
26,0,oracle_full_attention,0.15,Colin Firth,Colin Firth,1.0,1.0,230,Who played King George VI in The King's Speech?,1,预测答案与标准答案完全一致，都明确指出了在电影《国王的演讲》中饰演乔治六世的演员是Colin Firth，包含了标准答案的核心信息，语义完全等价。
26,0,fusionrag_qk,0.15,Colin Firth,Colin Firth,1.0,1.0,230,Who played King George VI in The King's Speech?,1,预测答案与标准答案完全一致，都明确指出了在电影《国王的演讲》中饰演乔治六世的演员是Colin Firth，包含了标准答案的核心信息，语义完全等价。
26,0,draft_selected_set,0.15,Colin Firth,Colin Firth,1.0,1.0,230,Who played King George VI in The King's Speech?,1,预测答案与标准答案完全一致，都明确指出了在电影《国王的演讲》中饰演乔治六世的演员是Colin Firth，包含了标准答案的核心信息，语义完全等价。
27,0,oracle_full_attention,0.15,The cast includes Harry Hamlin as Steve and Deborah Van Valkenburgh as Tina.,"Jeffrey Dexter ""Jeff"" Boomhauer III, commonly referred to as Boomhauer, is a fictional character in the Fox animated series King of the Hill. The character is voiced by series creator Mike Judge.",0.037037037037037035,0.0,200,Who are the cast members of King of the Mountain?,0,预测答案回答的是《King of the Hill》中的角色Boomhauer及其配音演员，而标准答案给出的是《King of the Mountain》的演员Harry Hamlin和Deborah Van Valkenburgh。预测答案完全未包含标准答案的核心实体，属于答非所问。
27,0,fusionrag_qk,0.15,The cast includes Harry Hamlin as Steve and Deborah Van Valkenburgh as Tina.,Harry Hamlin as Steve,0.39999999999999997,0.0,200,Who are the cast members of King of the Mountain?,0,预测答案只包含了标准答案的部分信息，遗漏了另一位核心演员Deborah Van Valkenburgh及其角色Tina，因此未能完整回答问题。
27,0,draft_selected_set,0.15,The cast includes Harry Hamlin as Steve and Deborah Van Valkenburgh as Tina.,Steve (Harry Hamlin),0.4166666666666667,0.0,200,Who are the cast members of King of the Mountain?,0,预测答案仅包含了Harry Hamlin及其角色Steve，遗漏了标准答案中的另一位核心演员Deborah Van Valkenburgh及其角色Tina，缺少了关键信息，因此未能正确且完整地回答问题。
27,1,oracle_full_attention,0.15,Lisa Rinna,Lisa Rinna,1.0,1.0,216,Who is Harry Hamlin's spouse?,1,预测答案与标准答案完全一致，均为“Lisa Rinna”，准确包含了问题所询问的核心实体，正确回答了Harry Hamlin的配偶是谁。
27,1,fusionrag_qk,0.15,Lisa Rinna,Lisa Rinna,1.0,1.0,216,Who is Harry Hamlin's spouse?,1,预测答案与标准答案完全一致，均为“Lisa Rinna”，准确包含了问题所询问的核心实体，正确回答了Harry Hamlin的配偶是谁。
27,1,draft_selected_set,0.15,Lisa Rinna,Lisa Rinna,1.0,1.0,216,Who is Harry Hamlin's spouse?,1,预测答案与标准答案完全一致，均为“Lisa Rinna”，准确包含了问题所询问的核心实体，正确回答了Harry Hamlin的配偶是谁。
32,0,oracle_full_attention,0.15,Albert assumed the regnal name 'George VI'.,George VI,0.4,0.0,215,What was the regnal name adopted by King George VI?,0,预测答案“George VI”仅仅是问题中已经提到的头衔，而标准答案的核心实体是国王的原名“Albert”。预测答案未能包含“Albert”这一关键信息，因此未能正确回答他采用了什么名字作为尊号。
32,0,fusionrag_qk,0.15,Albert assumed the regnal name 'George VI'.,George VI,0.4,0.0,215,What was the regnal name adopted by King George VI?,0,预测答案“George VI”仅仅是问题中已经提到的头衔，而标准答案的核心实体是国王的原名“Albert”。预测答案未能包含“Albert”这一关键信息，因此未能正确回答他采用了什么名字作为尊号。
32,0,draft_selected_set,0.15,Albert assumed the regnal name 'George VI'.,George VI,0.4,0.0,215,What was the regnal name adopted by King George VI?,0,预测答案“George VI”仅仅是问题中已经提到的头衔，而标准答案的核心实体是国王的原名“Albert”。预测答案未能包含“Albert”这一关键信息，因此未能正确回答他采用了什么名字作为尊号。
32,1,oracle_full_attention,0.15,Colin Firth,Colin Firth,1.0,1.0,258,Who played King George VI in the film 'The King's Speech'?,1,预测答案与标准答案完全一致，均为“Colin Firth”，准确包含了回答该问题所需的核心实体信息，正确回答了谁在电影《国王的演讲》中饰演乔治六世的问题。
32,1,fusionrag_qk,0.15,Colin Firth,Colin Firth,1.0,1.0,258,Who played King George VI in the film 'The King's Speech'?,1,预测答案与标准答案完全一致，均为“Colin Firth”，准确包含了回答该问题所需的核心实体信息，正确回答了谁在电影《国王的演讲》中饰演乔治六世的问题。
32,1,draft_selected_set,0.15,Colin Firth,Colin Firth,1.0,1.0,258,Who played King George VI in the film 'The King's Speech'?,1,预测答案与标准答案完全一致，均为“Colin Firth”，准确包含了回答该问题所需的核心实体信息，正确回答了谁在电影《国王的演讲》中饰演乔治六世的问题。
33,0,oracle_full_attention,0.15,"Park Rapids, Minnesota","Licensed to Cumulus MediaDocument: KOLL (106.3 FM) is a radio station licensed in Lonoke, Arkansas, broadcasting to the Little Rock, Arkansas, area. However, the question asks about KPRM. KPRM (870 AM) is a radio station in Park",0,0.0,116,Where is KPRM licensed to broadcast?,0,"预测答案给出的地点是“Cumulus Media”，而标准答案是“Park Rapids, Minnesota”。预测答案没有包含标准答案的核心实体信息，因此判断为错误。"
33,0,fusionrag_qk,0.15,"Park Rapids, Minnesota","Park Rapids, Minnesota",1.0,1.0,116,Where is KPRM licensed to broadcast?,1,"预测答案与标准答案完全一致，准确包含了“Park Rapids, Minnesota”这一核心地理位置信息，语义完全等价，正确回答了问题。"
33,0,draft_selected_set,0.15,"Park Rapids, Minnesota","870 AM KPRM is licensed to broadcast in Park Rapids, Minnesota.",0.4210526315789474,0.0,116,Where is KPRM licensed to broadcast?,1,"预测答案明确指出了KPRM的广播许可地是Park Rapids, Minnesota，包含了标准答案的核心实体和关键信息，语义完全一致。"
35,0,oracle_full_attention,0.15,The author of Prince Prigio is Andrew Lang.,Andrew Lang,0.3636363636363636,0.0,176,Who is the author of Prince Prigio?,1,预测答案“Andrew Lang”直接给出了《Prince Prigio》的作者名字，包含了标准答案的核心实体，与标准答案在语义上完全等价，正确回答了问题。
35,0,fusionrag_qk,0.15,The author of Prince Prigio is Andrew Lang.,Andrew Lang,0.3636363636363636,0.0,176,Who is the author of Prince Prigio?,1,预测答案“Andrew Lang”直接给出了《Prince Prigio》的作者名字，包含了标准答案的核心实体，与标准答案在语义上完全等价，正确回答了问题。
35,0,draft_selected_set,0.15,The author of Prince Prigio is Andrew Lang.,Andrew Lang,0.3636363636363636,0.0,176,Who is the author of Prince Prigio?,1,预测答案“Andrew Lang”直接给出了《Prince Prigio》的作者名字，包含了标准答案的核心实体，与标准答案在语义上完全等价，正确回答了问题。
35,1,oracle_full_attention,0.15,Andrew Lang died in 1912.,1912,0.5,0.0,182,What year did Andrew Lang die?,1,预测答案“1912”直接提供了问题所询问的安德鲁·朗格的去世年份，与标准答案的核心信息完全一致，语义上等价，准确回答了问题。
35,1,fusionrag_qk,0.15,Andrew Lang died in 1912.,1912,0.5,0.0,182,What year did Andrew Lang die?,1,预测答案“1912”直接提供了问题所询问的安德鲁·朗格的去世年份，与标准答案的核心信息完全一致，语义上等价，准确回答了问题。
35,1,draft_selected_set,0.15,Andrew Lang died in 1912.,1912,0.5,0.0,182,What year did Andrew Lang die?,1,预测答案“1912”直接提供了问题所询问的安德鲁·朗格的去世年份，与标准答案的核心信息完全一致，语义上等价，准确回答了问题。
36,0,oracle_full_attention,0.15,"Greenfield, Indiana","1956 in Greenfield, IndianaDocument: Mark Dismore (born October 12, 1956 in Greenfield, Indiana) is a former driver in the Indy Racing League and the 1990 Toyota Pacific champion as well as the winner of the 199",0.10169491525423728,0.0,219,Where was Mark Dismore born?,1,"预测答案中明确包含了“Greenfield, Indiana”这一关键信息，完整回答了关于Mark Dismore出生地的问题，符合标准答案的核心内容。"
36,0,fusionrag_qk,0.15,"Greenfield, Indiana","1956 in Greenfield, Indiana",0.5454545454545454,0.0,219,Where was Mark Dismore born?,1,"预测答案中明确包含了标准答案的核心信息“Greenfield, Indiana”，准确回答了Mark Dismore的出生地。虽然多出了出生年份“1956”，但并未改变对问题核心的回答，语义上完全一致。"
36,0,draft_selected_set,0.15,"Greenfield, Indiana","Greenfield, Indiana",1.0,1.0,219,Where was Mark Dismore born?,1,"预测答案与标准答案完全一致，均明确指出了Mark Dismore的出生地是Greenfield, Indiana，包含了标准答案的所有关键信息，语义完全等价。"
36,1,oracle_full_attention,0.15,"Greenfield, Indiana is located in Hancock County.",Hancock County,0.1818181818181818,0.0,273,"Which county is Greenfield, Indiana located in?",1,预测答案“Hancock County”直接包含了标准答案中的核心实体和关键信息，准确回答了问题所询问的县名，与标准答案在语义上完全等价。
36,1,fusionrag_qk,0.15,"Greenfield, Indiana is located in Hancock County.",Hancock County,0.1818181818181818,0.0,273,"Which county is Greenfield, Indiana located in?",1,预测答案“Hancock County”直接包含了标准答案中的核心实体和关键信息，准确回答了问题所询问的县名，与标准答案在语义上完全等价。
36,1,draft_selected_set,0.15,"Greenfield, Indiana is located in Hancock County.",Hancock County,0.1818181818181818,0.0,273,"Which county is Greenfield, Indiana located in?",1,预测答案“Hancock County”直接包含了标准答案中的核心实体和关键信息，准确回答了问题所询问的县名，与标准答案在语义上完全等价。
37,0,oracle_full_attention,0.15,Nannina de' Medici's parents were Piero di Cosimo de' Medici and Lucrezia Tornabuoni.,Piero di Cosimo de' Medici and Lucrezia Tornabuoni,0.7368421052631579,0.0,160,Who were the parents of Nannina de' Medici?,1,预测答案准确包含了标准答案中的核心实体，即父母双方的名字“Piero di Cosimo de' Medici”和“Lucrezia Tornabuoni”，语义上与标准答案完全等价，正确回答了问题。
37,0,fusionrag_qk,0.15,Nannina de' Medici's parents were Piero di Cosimo de' Medici and Lucrezia Tornabuoni.,Piero di Cosimo de' Medici and Lucrezia Tornabuoni,0.7368421052631579,0.0,160,Who were the parents of Nannina de' Medici?,1,预测答案准确包含了标准答案中的核心实体，即父母双方的名字“Piero di Cosimo de' Medici”和“Lucrezia Tornabuoni”，语义上与标准答案完全等价，正确回答了问题。
37,0,draft_selected_set,0.15,Nannina de' Medici's parents were Piero di Cosimo de' Medici and Lucrezia Tornabuoni.,Piero di Cosimo de' Medici and Lucrezia Tornabuoni,0.7368421052631579,0.0,160,Who were the parents of Nannina de' Medici?,1,预测答案准确包含了标准答案中的核心实体，即父母双方的名字“Piero di Cosimo de' Medici”和“Lucrezia Tornabuoni”，语义上与标准答案完全等价，正确回答了问题。
37,1,oracle_full_attention,0.15,Nannina de' Medici's siblings were Lorenzo de' Medici and Giuliano de' Medici.,Lorenzo de' Medici,0.32000000000000006,0.0,193,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?",0,预测答案只提到了Lorenzo de' Medici，遗漏了标准答案中的另一个核心实体Giuliano de' Medici，信息不完整。
37,1,fusionrag_qk,0.15,Nannina de' Medici's siblings were Lorenzo de' Medici and Giuliano de' Medici.,Lorenzo de' Medici,0.32000000000000006,0.0,193,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?",0,预测答案只提到了Lorenzo de' Medici，遗漏了标准答案中的另一个核心实体Giuliano de' Medici，信息不完整。
37,1,draft_selected_set,0.15,Nannina de' Medici's siblings were Lorenzo de' Medici and Giuliano de' Medici.,"Lorenzo de' Medici, Giuliano de' Medici",0.6451612903225806,0.0,193,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?",1,预测答案准确列出了洛伦佐·德·美第奇和朱利亚诺·德·美第奇，与标准答案的核心实体完全一致，语义上等价，正确回答了问题。
38,0,oracle_full_attention,0.15,"NRHEG High School is located in New Richland, Minnesota.","11237 Kingston Pike, New Richland, Minnesota",0.4,0.0,121,Where is NRHEG High School located?,1,"预测答案包含了标准答案中的核心地点信息“New Richland, Minnesota”，虽然额外提供了具体的街道地址，但在语义上准确且更详细地回答了学校所在位置的问题。"
38,0,fusionrag_qk,0.15,"NRHEG High School is located in New Richland, Minnesota.","New Richland, Minnesota",0.5,0.0,121,Where is NRHEG High School located?,1,"预测答案“New Richland, Minnesota”包含了标准答案中的核心实体和关键地理位置信息，与标准答案在语义上完全等价，正确地回答了问题。"
38,0,draft_selected_set,0.15,"NRHEG High School is located in New Richland, Minnesota.","New Richland, Minnesota",0.5,0.0,121,Where is NRHEG High School located?,1,"预测答案“New Richland, Minnesota”包含了标准答案中的核心实体和关键地理位置信息，与标准答案在语义上完全等价，正确地回答了问题。"
38,1,oracle_full_attention,0.15,"New Richland is located in Waseca County, Minnesota.",Waseca County,0.42857142857142855,0.0,148,"Which county is New Richland, Minnesota located in?",1,预测答案“Waseca County”直接提供了问题所询问的县名，包含了标准答案的核心实体信息，在语义上与标准答案完全等价，正确回答了问题。
38,1,fusionrag_qk,0.15,"New Richland is located in Waseca County, Minnesota.",Waseca County,0.42857142857142855,0.0,148,"Which county is New Richland, Minnesota located in?",1,预测答案“Waseca County”直接提供了问题所询问的县名，包含了标准答案的核心实体信息，在语义上与标准答案完全等价，正确回答了问题。
38,1,draft_selected_set,0.15,"New Richland is located in Waseca County, Minnesota.",Waseca County,0.42857142857142855,0.0,148,"Which county is New Richland, Minnesota located in?",1,预测答案“Waseca County”直接提供了问题所询问的县名，包含了标准答案的核心实体信息，在语义上与标准答案完全等价，正确回答了问题。
39,0,oracle_full_attention,0.15,Janatha Vimukthi Peramuna,Janatha Vimukthi Peramuna,1.0,1.0,144,What is the name of the political party of Dimuthu Bandara Abayakoon?,1,预测答案与标准答案完全一致，都准确给出了Dimuthu Bandara Abayakoon所属政党的名称，即Janatha Vimukthi Peramuna，包含了所有关键信息且语义完全等价。
39,0,fusionrag_qk,0.15,Janatha Vimukthi Peramuna,Janatha Vimukthi Peramuna,1.0,1.0,144,What is the name of the political party of Dimuthu Bandara Abayakoon?,1,预测答案与标准答案完全一致，都准确给出了Dimuthu Bandara Abayakoon所属政党的名称，即Janatha Vimukthi Peramuna，包含了所有关键信息且语义完全等价。
39,0,draft_selected_set,0.15,Janatha Vimukthi Peramuna,Janatha Vimukthi Peramuna,1.0,1.0,144,What is the name of the political party of Dimuthu Bandara Abayakoon?,1,预测答案与标准答案完全一致，都准确给出了Dimuthu Bandara Abayakoon所属政党的名称，即Janatha Vimukthi Peramuna，包含了所有关键信息且语义完全等价。
39,1,oracle_full_attention,0.15,The Janatha Vimukthi Peramuna was founded by Rohana Wijeweera.,Patabendi Don Jinadasa Nandasiri Wijeweera,0.20689655172413793,0.0,203,Who founded the Janatha Vimukthi Peramuna political party?,1,预测答案“Patabendi Don Jinadasa Nandasiri Wijeweera”是标准答案中“Rohana Wijeweera”的全名，两者在语义上完全等价，指向同一个人，因此预测答案正确回答了问题。
39,1,fusionrag_qk,0.15,The Janatha Vimukthi Peramuna was founded by Rohana Wijeweera.,"Patabendi Don Jinadasa Nandasiri Wijeweera, known as Rohana Wijeweera, founded the Janatha Vimukthi Peramuna.",0.608695652173913,0.0,203,Who founded the Janatha Vimukthi Peramuna political party?,1,预测答案不仅包含了标准答案的核心实体“Rohana Wijeweera”，还提供了其全名，并准确指出了他创立了该政党，与标准答案在语义上完全等价。
39,1,draft_selected_set,0.15,The Janatha Vimukthi Peramuna was founded by Rohana Wijeweera.,Patabendi Don Jinadasa Nandasiri Wijeweera,0.20689655172413793,0.0,203,Who founded the Janatha Vimukthi Peramuna political party?,1,预测答案“Patabendi Don Jinadasa Nandasiri Wijeweera”是标准答案中“Rohana Wijeweera”的全名，两者在语义上完全等价，指向同一个人，因此预测答案正确回答了问题。
40,0,oracle_full_attention,0.15,"Larry Alcala estudió en la Universidad de Filipinas, donde obtuvo un título de Licenciado en Bellas Artes en Pintura.",University of the Philippines,0,0.0,163,Where did Larry Alcala study?,1,预测答案“University of the Philippines”准确包含了标准答案中的核心实体信息，即“Universidad de Filipinas”的英文表达，正确回答了Larry Alcala学习的地点，语义上完全等价。
40,0,fusionrag_qk,0.15,"Larry Alcala estudió en la Universidad de Filipinas, donde obtuvo un título de Licenciado en Bellas Artes en Pintura.",University of the Philippines,0,0.0,163,Where did Larry Alcala study?,1,预测答案“University of the Philippines”准确包含了标准答案中的核心实体信息，即“Universidad de Filipinas”的英文表达，正确回答了Larry Alcala学习的地点，语义上完全等价。
40,0,draft_selected_set,0.15,"Larry Alcala estudió en la Universidad de Filipinas, donde obtuvo un título de Licenciado en Bellas Artes en Pintura.",University of the Philippines,0,0.0,163,Where did Larry Alcala study?,1,预测答案“University of the Philippines”准确包含了标准答案中的核心实体信息，即“Universidad de Filipinas”的英文表达，正确回答了Larry Alcala学习的地点，语义上完全等价。
40,1,oracle_full_attention,0.15,Military instruction began at the University of the Philippines in 1912.,1912,0.375,0.0,227,When did military instruction begin at the University of the Philippines?,1,预测答案“1912”准确提供了问题所询问的时间，包含了标准答案的核心关键信息，在语义上与标准答案完全等价。
