example_id,sub_q_idx,offline,online_ref,rate,offline_size,online_size,inter,union,jaccard,online_recall_by_offline,offline_precision_vs_online
81,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,158,163,66,255,0.25882352941176473,0.4049079754601227,0.4177215189873418
82,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,126,131,61,196,0.3112244897959184,0.46564885496183206,0.48412698412698413
82,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,157,164,45,276,0.16304347826086957,0.27439024390243905,0.28662420382165604
84,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,124,127,63,188,0.3351063829787234,0.49606299212598426,0.5080645161290323
84,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,122,125,37,210,0.1761904761904762,0.296,0.30327868852459017
85,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,199,205,113,291,0.38831615120274915,0.551219512195122,0.5678391959798995
86,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,81,84,30,135,0.2222222222222222,0.35714285714285715,0.37037037037037035
86,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,133,139,57,215,0.2651162790697674,0.41007194244604317,0.42857142857142855
88,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,136,139,35,240,0.14583333333333334,0.2517985611510791,0.25735294117647056
88,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,92,94,37,149,0.2483221476510067,0.39361702127659576,0.40217391304347827
88,2,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,105,108,19,194,0.0979381443298969,0.17592592592592593,0.18095238095238095
89,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,125,130,54,201,0.26865671641791045,0.4153846153846154,0.432
89,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,156,162,47,271,0.17343173431734318,0.29012345679012347,0.30128205128205127
90,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,156,162,79,239,0.3305439330543933,0.4876543209876543,0.5064102564102564
90,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,113,119,35,197,0.17766497461928935,0.29411764705882354,0.30973451327433627
90,2,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,169,176,37,308,0.12012987012987013,0.21022727272727273,0.21893491124260356
91,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,93,98,38,153,0.24836601307189543,0.3877551020408163,0.40860215053763443
91,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,118,124,36,206,0.17475728155339806,0.2903225806451613,0.3050847457627119
93,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,123,126,49,200,0.245,0.3888888888888889,0.3983739837398374
93,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,147,152,39,260,0.15,0.2565789473684211,0.2653061224489796
95,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,101,105,46,160,0.2875,0.4380952380952381,0.45544554455445546
96,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,104,108,51,161,0.3167701863354037,0.4722222222222222,0.49038461538461536
96,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,115,119,30,204,0.14705882352941177,0.25210084033613445,0.2608695652173913
97,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,111,115,45,181,0.24861878453038674,0.391304347826087,0.40540540540540543
97,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,114,118,36,196,0.1836734693877551,0.3050847457627119,0.3157894736842105
98,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,115,119,40,194,0.20618556701030927,0.33613445378151263,0.34782608695652173
98,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,119,124,42,201,0.208955223880597,0.3387096774193548,0.35294117647058826
100,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,128,133,46,215,0.21395348837209302,0.3458646616541353,0.359375
100,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,132,138,39,231,0.16883116883116883,0.2826086956521739,0.29545454545454547
101,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,84,89,32,141,0.22695035460992907,0.3595505617977528,0.38095238095238093
101,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,151,157,76,232,0.3275862068965517,0.4840764331210191,0.5033112582781457
102,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,119,126,59,186,0.3172043010752688,0.46825396825396826,0.4957983193277311
102,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,165,168,57,276,0.20652173913043478,0.3392857142857143,0.34545454545454546
103,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,132,137,48,221,0.2171945701357466,0.35036496350364965,0.36363636363636365
103,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,106,112,24,194,0.12371134020618557,0.21428571428571427,0.22641509433962265
104,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,210,216,98,328,0.29878048780487804,0.4537037037037037,0.4666666666666667
105,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,237,241,121,357,0.3389355742296919,0.5020746887966805,0.510548523206751
105,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,303,307,150,460,0.32608695652173914,0.48859934853420195,0.49504950495049505
109,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,186,188,73,301,0.2425249169435216,0.3882978723404255,0.3924731182795699
112,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,77,82,31,128,0.2421875,0.3780487804878049,0.4025974025974026
112,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,111,116,26,201,0.12935323383084577,0.22413793103448276,0.23423423423423423
113,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,143,145,68,220,0.3090909090909091,0.4689655172413793,0.4755244755244755
113,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,129,133,60,202,0.297029702970297,0.45112781954887216,0.46511627906976744
114,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,169,172,90,251,0.35856573705179284,0.5232558139534884,0.5325443786982249
114,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,128,134,35,227,0.15418502202643172,0.26119402985074625,0.2734375
117,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,129,134,62,201,0.30845771144278605,0.4626865671641791,0.4806201550387597
117,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,97,102,23,176,0.13068181818181818,0.22549019607843138,0.23711340206185566
118,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,135,141,64,212,0.3018867924528302,0.45390070921985815,0.4740740740740741
119,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,136,141,61,216,0.2824074074074074,0.4326241134751773,0.4485294117647059
119,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,113,118,35,196,0.17857142857142858,0.2966101694915254,0.30973451327433627
120,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,211,215,115,311,0.36977491961414793,0.5348837209302325,0.5450236966824644
121,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,176,179,76,279,0.2724014336917563,0.4245810055865922,0.4318181818181818
121,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,182,187,80,289,0.2768166089965398,0.42780748663101603,0.43956043956043955
123,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,191,194,80,305,0.26229508196721313,0.41237113402061853,0.418848167539267
123,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,150,155,64,241,0.26556016597510373,0.4129032258064516,0.4266666666666667
123,2,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,142,147,51,238,0.21428571428571427,0.3469387755102041,0.3591549295774648
123,3,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,162,168,61,269,0.22676579925650558,0.3630952380952381,0.3765432098765432
125,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,213,215,123,305,0.40327868852459015,0.5720930232558139,0.5774647887323944
126,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,128,131,52,207,0.25120772946859904,0.3969465648854962,0.40625
126,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,147,151,42,256,0.1640625,0.2781456953642384,0.2857142857142857
127,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,97,102,26,173,0.15028901734104047,0.2549019607843137,0.26804123711340205
128,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,163,166,57,272,0.20955882352941177,0.3433734939759036,0.3496932515337423
129,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,192,197,82,307,0.2671009771986971,0.41624365482233505,0.4270833333333333
130,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,90,95,36,149,0.24161073825503357,0.37894736842105264,0.4
130,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,143,147,56,234,0.23931623931623933,0.38095238095238093,0.3916083916083916
131,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,93,97,37,153,0.24183006535947713,0.38144329896907214,0.3978494623655914
131,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,116,122,61,177,0.3446327683615819,0.5,0.5258620689655172
133,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,115,120,42,193,0.21761658031088082,0.35,0.3652173913043478
133,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,127,131,37,221,0.167420814479638,0.2824427480916031,0.29133858267716534
135,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,118,122,65,175,0.37142857142857144,0.5327868852459017,0.5508474576271186
135,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,117,124,22,219,0.1004566210045662,0.1774193548387097,0.18803418803418803
136,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,74,79,25,128,0.1953125,0.31645569620253167,0.33783783783783783
136,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,132,138,52,218,0.23853211009174313,0.37681159420289856,0.3939393939393939
138,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,152,156,70,238,0.29411764705882354,0.44871794871794873,0.4605263157894737
138,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,189,195,75,309,0.24271844660194175,0.38461538461538464,0.3968253968253968
141,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,90,94,23,161,0.14285714285714285,0.24468085106382978,0.25555555555555554
141,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,139,145,42,242,0.17355371900826447,0.2896551724137931,0.302158273381295
142,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,176,179,108,247,0.43724696356275305,0.6033519553072626,0.6136363636363636
142,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,231,233,131,333,0.3933933933933934,0.5622317596566524,0.5670995670995671
143,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,124,129,66,187,0.35294117647058826,0.5116279069767442,0.532258064516129
143,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,98,105,36,167,0.2155688622754491,0.34285714285714286,0.3673469387755102
144,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,96,99,36,159,0.22641509433962265,0.36363636363636365,0.375
144,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,113,118,40,191,0.2094240837696335,0.3389830508474576,0.35398230088495575
145,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,97,102,32,167,0.19161676646706588,0.3137254901960784,0.32989690721649484
145,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,135,140,68,207,0.3285024154589372,0.4857142857142857,0.5037037037037037
146,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,98,101,42,157,0.267515923566879,0.4158415841584158,0.42857142857142855
146,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,168,172,42,298,0.14093959731543623,0.2441860465116279,0.25
147,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,88,91,31,148,0.20945945945945946,0.34065934065934067,0.3522727272727273
147,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,196,201,58,339,0.1710914454277286,0.2885572139303483,0.29591836734693877
149,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,175,179,97,257,0.377431906614786,0.5418994413407822,0.5542857142857143
150,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,83,84,23,144,0.1597222222222222,0.27380952380952384,0.27710843373493976
150,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,169,173,70,272,0.25735294117647056,0.4046242774566474,0.41420118343195267
151,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,91,93,45,139,0.3237410071942446,0.4838709677419355,0.4945054945054945
151,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,129,133,36,226,0.1592920353982301,0.2706766917293233,0.27906976744186046
152,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,166,169,87,248,0.35080645161290325,0.514792899408284,0.5240963855421686
152,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,169,172,88,253,0.34782608695652173,0.5116279069767442,0.5207100591715976
153,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,129,133,56,206,0.27184466019417475,0.42105263157894735,0.43410852713178294
154,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,145,148,49,244,0.20081967213114754,0.3310810810810811,0.33793103448275863
155,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,123,126,51,198,0.25757575757575757,0.40476190476190477,0.4146341463414634
155,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,150,153,71,232,0.30603448275862066,0.46405228758169936,0.47333333333333333
156,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,101,104,38,167,0.2275449101796407,0.36538461538461536,0.37623762376237624
156,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,147,151,43,255,0.16862745098039217,0.2847682119205298,0.2925170068027211
158,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,134,139,79,194,0.4072164948453608,0.5683453237410072,0.5895522388059702
158,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,106,112,45,173,0.26011560693641617,0.4017857142857143,0.42452830188679247
160,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,104,109,51,162,0.3148148148148148,0.46788990825688076,0.49038461538461536
160,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,189,197,89,297,0.2996632996632997,0.4517766497461929,0.4708994708994709
161,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,111,115,47,179,0.26256983240223464,0.40869565217391307,0.42342342342342343
161,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,175,181,52,304,0.17105263157894737,0.287292817679558,0.29714285714285715
162,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,132,140,71,201,0.35323383084577115,0.5071428571428571,0.5378787878787878
163,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,123,128,50,201,0.24875621890547264,0.390625,0.4065040650406504
163,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,186,189,77,298,0.25838926174496646,0.4074074074074074,0.41397849462365593
164,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,165,168,91,242,0.3760330578512397,0.5416666666666666,0.5515151515151515
164,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,247,252,123,376,0.3271276595744681,0.4880952380952381,0.4979757085020243
165,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,162,167,58,271,0.2140221402214022,0.3473053892215569,0.35802469135802467
166,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,129,131,52,208,0.25,0.3969465648854962,0.40310077519379844
166,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,154,158,49,263,0.18631178707224336,0.310126582278481,0.3181818181818182
167,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,121,124,62,183,0.33879781420765026,0.5,0.512396694214876
167,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,120,124,49,195,0.2512820512820513,0.3951612903225806,0.4083333333333333
169,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,104,109,50,163,0.3067484662576687,0.45871559633027525,0.4807692307692308
169,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,150,156,30,276,0.10869565217391304,0.19230769230769232,0.2
173,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,147,151,69,229,0.30131004366812225,0.45695364238410596,0.46938775510204084
173,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,139,144,40,243,0.1646090534979424,0.2777777777777778,0.28776978417266186
174,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,86,91,33,144,0.22916666666666666,0.3626373626373626,0.38372093023255816
174,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,116,122,35,203,0.1724137931034483,0.28688524590163933,0.3017241379310345
176,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,111,117,43,185,0.23243243243243245,0.36752136752136755,0.38738738738738737
178,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,108,112,50,170,0.29411764705882354,0.44642857142857145,0.46296296296296297
178,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,90,94,21,163,0.12883435582822086,0.22340425531914893,0.23333333333333334
179,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,102,106,42,166,0.25301204819277107,0.39622641509433965,0.4117647058823529
179,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,106,114,21,199,0.10552763819095477,0.18421052631578946,0.19811320754716982
180,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,150,155,70,235,0.2978723404255319,0.45161290322580644,0.4666666666666667
180,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,126,133,27,232,0.11637931034482758,0.20300751879699247,0.21428571428571427
183,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,156,159,82,233,0.351931330472103,0.5157232704402516,0.5256410256410257
183,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,156,159,41,274,0.14963503649635038,0.2578616352201258,0.26282051282051283
186,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,111,115,45,181,0.24861878453038674,0.391304347826087,0.40540540540540543
186,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,162,169,68,263,0.2585551330798479,0.40236686390532544,0.41975308641975306
188,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,80,86,28,138,0.2028985507246377,0.32558139534883723,0.35
188,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,113,118,41,190,0.21578947368421053,0.3474576271186441,0.36283185840707965
191,0,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,103,107,25,185,0.13513513513513514,0.2336448598130841,0.24271844660194175
191,1,sweep_draft_frequency_per_chunk,pure_online_draft10,0.1,149,153,42,260,0.16153846153846155,0.27450980392156865,0.28187919463087246
0,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,128,131,33,226,0.14601769911504425,0.25190839694656486,0.2578125
1,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,125,129,50,204,0.24509803921568626,0.3875968992248062,0.4
2,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,138,144,49,233,0.21030042918454936,0.3402777777777778,0.35507246376811596
3,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,113,115,26,202,0.12871287128712872,0.22608695652173913,0.23008849557522124
3,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,131,135,36,230,0.1565217391304348,0.26666666666666666,0.2748091603053435
4,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,113,117,40,190,0.21052631578947367,0.3418803418803419,0.35398230088495575
4,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,199,207,48,358,0.1340782122905028,0.2318840579710145,0.24120603015075376
6,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,144,149,50,243,0.205761316872428,0.33557046979865773,0.3472222222222222
7,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,154,158,52,260,0.2,0.3291139240506329,0.33766233766233766
7,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,141,146,35,252,0.1388888888888889,0.23972602739726026,0.24822695035460993
9,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,195,199,78,316,0.2468354430379747,0.39195979899497485,0.4
9,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,268,272,89,451,0.1973392461197339,0.3272058823529412,0.332089552238806
10,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,146,150,65,231,0.2813852813852814,0.43333333333333335,0.4452054794520548
10,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,168,173,67,274,0.24452554744525548,0.3872832369942196,0.39880952380952384
11,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,119,123,51,191,0.2670157068062827,0.4146341463414634,0.42857142857142855
11,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,115,120,26,209,0.12440191387559808,0.21666666666666667,0.22608695652173913
12,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,196,201,78,319,0.2445141065830721,0.3880597014925373,0.3979591836734694
12,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,204,210,49,365,0.13424657534246576,0.23333333333333334,0.24019607843137256
13,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,109,114,50,173,0.28901734104046245,0.43859649122807015,0.45871559633027525
13,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,200,208,68,340,0.2,0.3269230769230769,0.34
14,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,103,105,37,171,0.21637426900584794,0.3523809523809524,0.3592233009708738
14,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,162,168,59,271,0.2177121771217712,0.35119047619047616,0.36419753086419754
15,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,64,67,23,108,0.21296296296296297,0.34328358208955223,0.359375
15,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,107,112,18,201,0.08955223880597014,0.16071428571428573,0.16822429906542055
16,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,147,151,47,251,0.18725099601593626,0.31125827814569534,0.3197278911564626
16,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,213,218,58,373,0.1554959785522788,0.26605504587155965,0.27230046948356806
17,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,138,141,51,228,0.2236842105263158,0.3617021276595745,0.3695652173913043
17,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,187,193,81,299,0.2709030100334448,0.41968911917098445,0.43315508021390375
18,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,99,102,45,156,0.28846153846153844,0.4411764705882353,0.45454545454545453
18,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,114,120,47,187,0.25133689839572193,0.39166666666666666,0.41228070175438597
19,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,99,103,26,176,0.14772727272727273,0.2524271844660194,0.26262626262626265
19,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,153,158,43,268,0.16044776119402984,0.2721518987341772,0.28104575163398693
20,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,147,151,64,234,0.27350427350427353,0.423841059602649,0.43537414965986393
20,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,220,226,70,376,0.18617021276595744,0.30973451327433627,0.3181818181818182
21,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,170,174,70,274,0.25547445255474455,0.40229885057471265,0.4117647058823529
21,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,204,211,52,363,0.14325068870523416,0.24644549763033174,0.2549019607843137
24,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,152,155,64,243,0.26337448559670784,0.4129032258064516,0.42105263157894735
24,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,194,199,81,312,0.25961538461538464,0.40703517587939697,0.4175257731958763
25,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,76,78,27,127,0.2125984251968504,0.34615384615384615,0.35526315789473684
25,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,107,112,40,179,0.22346368715083798,0.35714285714285715,0.37383177570093457
26,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,148,153,52,249,0.20883534136546184,0.33986928104575165,0.35135135135135137
27,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,131,133,54,210,0.2571428571428571,0.40601503759398494,0.4122137404580153
27,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,139,144,38,245,0.15510204081632653,0.2638888888888889,0.2733812949640288
32,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,141,143,54,230,0.23478260869565218,0.3776223776223776,0.3829787234042553
32,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,167,172,54,285,0.18947368421052632,0.313953488372093,0.32335329341317365
33,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,73,77,23,127,0.18110236220472442,0.2987012987012987,0.3150684931506849
35,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,113,117,50,180,0.2777777777777778,0.42735042735042733,0.4424778761061947
35,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,117,121,22,216,0.10185185185185185,0.18181818181818182,0.18803418803418803
36,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,142,146,74,214,0.34579439252336447,0.5068493150684932,0.5211267605633803
36,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,176,182,66,292,0.22602739726027396,0.3626373626373626,0.375
37,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,102,107,27,182,0.14835164835164835,0.2523364485981308,0.2647058823529412
37,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,123,129,22,230,0.09565217391304348,0.17054263565891473,0.17886178861788618
38,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,78,80,20,138,0.14492753623188406,0.25,0.2564102564102564
38,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,94,99,25,168,0.1488095238095238,0.25252525252525254,0.26595744680851063
39,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,93,96,35,154,0.22727272727272727,0.3645833333333333,0.3763440860215054
39,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,128,135,18,245,0.07346938775510205,0.13333333333333333,0.140625
40,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,105,108,43,170,0.2529411764705882,0.39814814814814814,0.4095238095238095
40,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,148,151,34,265,0.12830188679245283,0.2251655629139073,0.22972972972972974
43,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,79,83,28,134,0.208955223880597,0.3373493975903614,0.35443037974683544
43,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,95,99,22,172,0.12790697674418605,0.2222222222222222,0.23157894736842105
44,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,95,99,37,157,0.2356687898089172,0.37373737373737376,0.3894736842105263
44,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,107,110,34,183,0.18579234972677597,0.3090909090909091,0.3177570093457944
44,2,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,156,160,52,264,0.19696969696969696,0.325,0.3333333333333333
45,0,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,148,153,55,246,0.22357723577235772,0.35947712418300654,0.3716216216216216
45,1,sweep_qk_frequency_per_chunk,pure_online_draft10,0.1,174,182,47,309,0.15210355987055016,0.25824175824175827,0.27011494252873564
