Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason,Rate1_Predicted,Rate1_Correct,Rate1_F1,Rate1_EM,Rate1_Reason,_source_csv,_seg,_row,Rejudge_Correct,Rejudge_Reason,Rejudge_Raw
What city is located in the county containing Qiantong?,"What cities are located in Ninghai County, Zhejiang province?","Qiantong is a town located in Ninghai County, Zhejiang province.","Answer: Qiantong is a town located in Ninghai County, Zhejiang province.",True,0.962962962962963,0.0,预测答案完全包含了标准答案的关键信息，两者在语义上完全等价。预测答案仅仅多了一个“Answer:”的前缀，属于措辞上的细微差异，不影响核心意思的表达，因此正确回答了问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,29,True,"预测答案包含了标准答案的全部关键信息，即“Qiantong is a town located in Ninghai County, Zhejiang province”。虽然预测答案多了一个“Answer:”的前缀，但这属于措辞上的细微差异，两者在语义上完全等价，因此判断为正确。","判断: 正确
原因: 预测答案包含了标准答案的全部关键信息，即“Qiantong is a town located in Ninghai County, Zhejiang province”。虽然预测答案多了一个“Answer:”的前缀，但这属于措辞上的细微差异，两者在语义上完全等价，因此判断为正确。"
What pantheon is the God of the underworld in ancient Egypt a part of?,Who is the god of the underworld in ancient Egyptian mythology?,Osiris is the god of the underworld in ancient Egyptian mythology.,"<think>

</think>

Osiris",True,0,0.0,预测答案“Osiris”直接给出了古埃及神话中冥界之神的正确名字，包含了标准答案的核心关键信息，准确且完整地回答了所提出的问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,0,True,预测答案给出了“Osiris”（奥西里斯），这准确包含了标准答案中的核心实体和关键信息，正确回答了关于古埃及神话中冥界之神的提问，符合语义等价的判断标准。,"判断: 正确
原因: 预测答案给出了“Osiris”（奥西里斯），这准确包含了标准答案中的核心实体和关键信息，正确回答了关于古埃及神话中冥界之神的提问，符合语义等价的判断标准。"
"Who is the grandmother of Philippe, Duke of Orléans?","Who is Philippe, Duke of Orléans?","Philippe, Duke of Orléans (1640–1701) was the younger son of King Louis XIII of France and Anne of Austria, making him the younger brother of King Louis XIV. He was originally styled Duke of Anjou and became Duke of Orléans in 1660. He was also granted other titles such as Duke of Valois, Chartres, and Nemours. At court, he was known simply as 'Monsieur'.","<think>

</think>

Philippe, Duke of Orléans (21 September 1640 – 9 June 1701) was the younger son of Louis XIII of France and his wife, Anne of Austria. His older brother was Louis XIV, the ""Sun King."" Styled Duke of Anjou from birth, Philippe became Duke of Orléans upon the death of his uncle Gaston in 1660. He received additional titles, including the dukedoms of Valois and Chartres in 1661. After a military victory in 1671, Louis XIV granted him the dukedom of Nemours, and other marquisates and countships. During his brother's reign, he was known as ""Monsieur,"" the traditional title for the king's younger brother.",True,0,0.0,预测答案包含了标准答案的所有关键信息，如人物生卒年、父母身份、与路易十四的兄弟关系、头衔变迁（安茹公爵、奥尔良公爵、瓦卢瓦、沙特尔、内穆尔等）以及“Monsieur”的宫廷称谓。两者在语义上完全等价，预测答案甚至提供了更丰富的背景细节，准确回答了问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,1,True,预测答案包含了标准答案的所有关键信息，如人物生卒年份、父母身份、与路易十四的兄弟关系、头衔变迁（安茹公爵到奥尔良公爵）以及被称为“Monsieur”等。两者在语义上完全等价，预测答案甚至提供了更丰富的细节，准确回答了问题。,"判断: 正确
原因: 预测答案包含了标准答案的所有关键信息，如人物生卒年份、父母身份、与路易十四的兄弟关系、头衔变迁（安茹公爵到奥尔良公爵）以及被称为“Monsieur”等。两者在语义上完全等价，预测答案甚至提供了更丰富的细节，准确回答了问题。"
"Who is the grandmother of Philippe, Duke of Orléans?",Who was the mother of King Louis XIII of France?,Marie de' Medici was the mother of King Louis XIII of France.,"<think>

</think>

Marie de' Medici",True,0,0.0,预测答案“Marie de' Medici”准确给出了问题所询问的核心人物，与标准答案中的关键信息完全一致，正确回答了法国国王路易十三的母亲是谁。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,2,True,预测答案“Marie de' Medici”准确给出了问题所问的人物，与标准答案的核心信息完全一致。虽然预测答案省略了标准答案中的修饰性描述，但语义上完全等价，正确回答了法国国王路易十三的母亲是谁这一问题。,"判断: 正确
原因: 预测答案“Marie de' Medici”准确给出了问题所问的人物，与标准答案的核心信息完全一致。虽然预测答案省略了标准答案中的修饰性描述，但语义上完全等价，正确回答了法国国王路易十三的母亲是谁这一问题。"
In which district was Alhandra born?,Who is Alhandra?,"Alhandra is the nickname for Luís Miguel Assunção Joaquim, a Portuguese retired footballer who played mainly as a left back but could also appear as a midfielder. He was born on 5 March 1979 in Vila Franca de Xira, Lisbon.","Alhandra is a Portuguese retired footballer, Luís Miguel Assunção Joaquim, who played mainly as a left back and could also appear as a midfielder.",True,0.7058823529411765,0.0,预测答案准确地包含了标准答案的核心信息，指出了Alhandra是葡萄牙退役足球运动员Luís Miguel Assunção Joaquim的昵称，并正确说明了他的场上位置（主要左后卫，也可踢中场）。虽然预测答案省略了出生日期和出生地等次要细节，但在回答“Who is Alhandra?”这一问题上，其语义与标准答案完全等价，符合正确回答的标准。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,3,True,预测答案准确包含了标准答案的核心关键信息，指出了Alhandra是葡萄牙退役足球运动员Luís Miguel Assunção Joaquim的昵称，并正确提及了他主要司职左后卫及可担任中场的位置。虽然预测答案省略了具体的出生日期和地点等次要细节，但在核心语义上与标准答案完全等价，正确回答了问题。,"判断: 正确
原因: 预测答案准确包含了标准答案的核心关键信息，指出了Alhandra是葡萄牙退役足球运动员Luís Miguel Assunção Joaquim的昵称，并正确提及了他主要司职左后卫及可担任中场的位置。虽然预测答案省略了具体的出生日期和地点等次要细节，但在核心语义上与标准答案完全等价，正确回答了问题。"
What recognition did the actor of Truman Capote from Capote receive?,Who played Truman Capote in the movie Capote?,Philip Seymour Hoffman played Truman Capote in the movie 'Capote'.,Philip Seymour Hoffman,True,0.6086956521739131,0.0,预测答案“Philip Seymour Hoffman”直接给出了问题所询问的演员名字，包含了标准答案的核心关键信息。虽然它没有包含完整的句子结构，但在语义上与标准答案完全等价，准确地回答了谁在电影中扮演杜鲁门·卡波特的问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,4,True,预测答案“Philip Seymour Hoffman”直接给出了问题所询问的演员名字，包含了标准答案的核心关键信息。虽然预测答案省略了标准答案中的修饰性语句，但在回答“谁扮演了”这一问题时，仅提供人名在语义上已经完全等价，准确回答了问题。,"判断: 正确
原因: 预测答案“Philip Seymour Hoffman”直接给出了问题所询问的演员名字，包含了标准答案的核心关键信息。虽然预测答案省略了标准答案中的修饰性语句，但在回答“谁扮演了”这一问题时，仅提供人名在语义上已经完全等价，准确回答了问题。"
In which borough was Callum McManaman born?,Callum McManaman birthplace,"Whiston, Merseyside","Answer: Whiston, Merseyside",True,0.888888888888889,0.0,"预测答案“Answer: Whiston, Merseyside”包含了标准答案“Whiston, Merseyside”的全部关键信息，两者在语义上完全等价。预测答案仅仅多了一个“Answer:”的前缀，属于措辞上的细微差异，不影响对问题核心信息的准确回答。",N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,5,True,"预测答案包含了标准答案中的全部关键信息“Whiston, Merseyside”，两者在语义上完全等价。预测答案仅仅多出了“Answer:”这样的前缀提示词，属于措辞上的细微差异，不影响对问题核心内容的准确回答。","判断: 正确
原因: 预测答案包含了标准答案中的全部关键信息“Whiston, Merseyside”，两者在语义上完全等价。预测答案仅仅多出了“Answer:”这样的前缀提示词，属于措辞上的细微差异，不影响对问题核心内容的准确回答。"
What province shares a border with the province where Lago District is located?,In which province is Lago District located?,Niassa Province,"<think>

</think>

Lago District is located in Niassa Province.",True,0,0.0,预测答案明确指出了Lago District位于Niassa Province，这与标准答案完全一致。预测答案包含了标准答案的关键信息，在语义上完全等价，准确地回答了问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,6,True,预测答案明确指出了Lago District位于Niassa Province，这与标准答案完全一致。预测答案不仅包含了标准答案的核心信息，而且在语义上完全等价，准确无误地回答了问题。,"判断: 正确
原因: 预测答案明确指出了Lago District位于Niassa Province，这与标准答案完全一致。预测答案不仅包含了标准答案的核心信息，而且在语义上完全等价，准确无误地回答了问题。"
What province shares a border with the province where Lago District is located?,Which provinces share a border with Niassa Province?,Niassa Province borders Cabo Delgado Province and Tanzania.,"<think>

</think>

Cabo Delgado Province and Lago District share a border with Niassa Province.",False,0,0.0,预测答案中提到的“Lago District”是一个区，而问题询问的是省份。标准答案明确指出与Niassa省接壤的是Cabo Delgado省和坦桑尼亚。预测答案遗漏了坦桑尼亚这一关键信息，且包含了不符合问题要求的区域，因此未能正确回答问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,7,False,预测答案未能包含标准答案的关键信息。标准答案明确指出Niassa省与Cabo Delgado省和坦桑尼亚接壤，而预测答案遗漏了坦桑尼亚这一重要国家实体，且错误地引入了Lago District这一不相关的区域信息，导致语义与标准答案不一致。,"判断: 错误
原因: 预测答案未能包含标准答案的关键信息。标准答案明确指出Niassa省与Cabo Delgado省和坦桑尼亚接壤，而预测答案遗漏了坦桑尼亚这一重要国家实体，且错误地引入了Lago District这一不相关的区域信息，导致语义与标准答案不一致。"
What is the record label of the Metalworks Studio founder?,Who is the founder of Metalworks Studio?,Gil Moore,"<think>

</think>

Answer: Gil Moore",False,0,0.0,预测答案部分为空白，没有提供任何具体的人名或信息，因此未能包含标准答案中的关键信息“Gil Moore”，无法回答所提出的问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,8,False,预测答案部分为空白，没有提供任何关于Metalworks Studio创始人的信息，因此未能回答问题，也不包含标准答案中的关键信息。,"判断: 错误
原因: 预测答案部分为空白，没有提供任何关于Metalworks Studio创始人的信息，因此未能回答问题，也不包含标准答案中的关键信息。"
What is the record label of the Metalworks Studio founder?,What record label is Gil Moore associated with?,Gil Moore is associated with the record label TRC (later renamed TML Entertainment).,"<think>

</think>

Answer: Metalworks Studios",False,0,0.0,预测答案“Metalworks Studios”是一个录音棚的名称，而不是唱片公司。标准答案明确指出Gil Moore关联的唱片公司是TRC（后更名为TML Entertainment）。两者在语义上完全不一致，预测答案未能包含标准答案的关键信息。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,9,False,预测答案“Metalworks Studios”是一个录音棚的名称，而不是唱片公司。标准答案明确指出Gil Moore关联的唱片公司是TRC（后更名为TML Entertainment），预测答案与标准答案的信息完全不符，因此是错误的。,"判断: 错误
原因: 预测答案“Metalworks Studios”是一个录音棚的名称，而不是唱片公司。标准答案明确指出Gil Moore关联的唱片公司是TRC（后更名为TML Entertainment），预测答案与标准答案的信息完全不符，因此是错误的。"
What is the goal of the group that European Movement Germany is a member of?,Which group is European Movement Germany a member of?,European Movement Germany is a member of the European Movement International.,"<think>

</think>

European Movement International",True,0,0.0,预测答案“European Movement International”直接且准确地给出了问题所询问的组织名称，与标准答案的核心信息完全一致，正确地回答了问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,10,True,预测答案“European Movement International”直接且准确地提供了问题所询问的组织名称，与标准答案的核心信息完全一致，正确回答了European Movement Germany所属的成员集团。,"判断: 正确
原因: 预测答案“European Movement International”直接且准确地提供了问题所询问的组织名称，与标准答案的核心信息完全一致，正确回答了European Movement Germany所属的成员集团。"
What is the goal of the group that European Movement Germany is a member of?,What is the goal or mission of the European Movement International?,The goal of the European Movement International is to promote European integration and disseminate information about it.,"<think>

</think>

The goal or mission of the European Movement International is to promote European integration and disseminate information about it.",True,0,0.0,预测答案与标准答案的文本完全一致，准确地包含了“促进欧洲一体化”以及“传播相关信息”这两个核心关键信息，语义完全等价，因此正确地回答了问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,11,True,预测答案与标准答案的文本完全一致，准确地包含了“promote European integration and disseminate information about it”这一核心信息，语义完全等价，因此正确地回答了问题。,"判断: 正确
原因: 预测答案与标准答案的文本完全一致，准确地包含了“promote European integration and disseminate information about it”这一核心信息，语义完全等价，因此正确地回答了问题。"
The city which contains Broadhurst Park shares a border with what town?,Which city contains Broadhurst Park?,"Moston, Manchester, England","<think>

</think>

Moston, Manchester, England",True,0,0.0,"预测答案与标准答案完全一致，均为“Moston, Manchester, England”。该答案准确包含了问题所询问的地理位置信息，完整且正确地回答了Broadhurst Park所在的城市及相关区域，符合所有判断标准。",N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,12,True,"预测答案与标准答案完全一致，均为“Moston, Manchester, England”。该答案准确包含了问题所要求的所有关键地理位置信息，完整且正确地回答了Broadhurst Park所在的城市及地区。","判断: 正确
原因: 预测答案与标准答案完全一致，均为“Moston, Manchester, England”。该答案准确包含了问题所要求的所有关键地理位置信息，完整且正确地回答了Broadhurst Park所在的城市及地区。"
The city which contains Broadhurst Park shares a border with what town?,"Which towns share a border with the city of Manchester, England?",Moston shares a border with the city of Manchester.,Answer: Middleton and Moston,False,0.15384615384615385,0.0,预测答案虽然包含了标准答案中的关键信息“Moston”，但它额外添加了“Middleton”。根据判断标准，预测答案必须与标准答案在语义上等价，不能包含标准答案中未提及的多余信息。因此，预测答案与标准答案不一致，判定为错误。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,13,True,预测答案中明确包含了标准答案的关键信息“Moston”。虽然预测答案额外提供了“Middleton”这一信息，且在措辞上与标准答案略有不同，但它已经完整涵盖了标准答案的核心内容，符合允许细微差异且意思保持一致的判断标准。,"判断: 正确
原因: 预测答案中明确包含了标准答案的关键信息“Moston”。虽然预测答案额外提供了“Middleton”这一信息，且在措辞上与标准答案略有不同，但它已经完整涵盖了标准答案的核心内容，符合允许细微差异且意思保持一致的判断标准。"
In which state is Vera Barbosa's place of birth located?,What is Vera Barbosa's place of birth?,"Vila Franca de Xira, Portugal","<think>

</think>

Vera Barbosa was born in Vila Franca de Xira, Portugal.",True,0,0.0,"预测答案明确指出了Vera Barbosa的出生地是“Vila Franca de Xira, Portugal”，这与标准答案完全一致，准确无误地回答了问题。",N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,14,True,"预测答案明确指出了Vera Barbosa的出生地是“Vila Franca de Xira, Portugal”，这与标准答案完全一致。虽然预测答案使用了完整的句子形式，但核心信息完全匹配，准确地回答了问题。","判断: 正确
原因: 预测答案明确指出了Vera Barbosa的出生地是“Vila Franca de Xira, Portugal”，这与标准答案完全一致。虽然预测答案使用了完整的句子形式，但核心信息完全匹配，准确地回答了问题。"
In which state is Vera Barbosa's place of birth located?,"In which state is Vila Franca de Xira, Portugal located?",Vila Franca de Xira is located in the Lisbon District of Portugal.,Vila Franca de Xira is located in the Lisbon District of Portugal.,True,1.0,1.0,预测答案与标准答案的文本完全一致，准确地包含了“Lisbon District of Portugal”这一关键信息，且在语义上完全等价，正确地回答了问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,15,True,预测答案与标准答案的文本完全一致，都准确指出了Vila Franca de Xira位于葡萄牙的Lisbon District。预测答案包含了标准答案的所有关键信息，语义完全等价，因此判断为正确。,"判断: 正确
原因: 预测答案与标准答案的文本完全一致，都准确指出了Vila Franca de Xira位于葡萄牙的Lisbon District。预测答案包含了标准答案的所有关键信息，语义完全等价，因此判断为正确。"
What company succeeded the owner of Empire Sports Network?,Who owned Empire Sports Network?,Empire Sports Network was owned by the Adelphia Communications Corporation.,Answer: Adelphia Communications Corporation,True,0.5714285714285715,0.0,预测答案明确指出了“Adelphia Communications Corporation”，这与标准答案中的核心实体完全一致。虽然预测答案省略了部分陈述性语句，但包含了标准答案的关键信息，且在语义上完全等价，准确地回答了谁拥有Empire Sports Network的问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,16,True,预测答案准确地给出了“Adelphia Communications Corporation”这一关键信息，与标准答案所表达的核心实体完全一致。虽然预测答案省略了部分陈述性语句，但在语义上与标准答案完全等价，正确地回答了问题。,"判断: 正确
原因: 预测答案准确地给出了“Adelphia Communications Corporation”这一关键信息，与标准答案所表达的核心实体完全一致。虽然预测答案省略了部分陈述性语句，但在语义上与标准答案完全等价，正确地回答了问题。"
What company succeeded the owner of Empire Sports Network?,What company succeeded Adelphia Communications Corporation?,"Time Warner Cable acquired assets from the bankrupt Adelphia, and a new company, Windjammer Communications, was formed from the sale of some of these systems.","<think>

</think>

Answer: Windjammer Cable succeeded Adelphia Communications Corporation.",False,0,0.0,预测答案不完整且存在偏差。标准答案指出，Adelphia的资产被时代华纳有线收购，同时部分系统出售后成立了Windjammer Communications。预测答案仅提及Windjammer Cable（名称与标准答案略有出入），遗漏了时代华纳有线这一关键主体，未能全面准确地回答问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,17,True,"预测答案指出了Windjammer Cable（即Windjammer Communications）是接替Adelphia Communications的公司，这与标准答案中提到的“a new company, Windjammer Communications, was formed from the sale of some of these systems”在语义上是一致的，正确回答了问题。","判断: 正确
原因: 预测答案指出了Windjammer Cable（即Windjammer Communications）是接替Adelphia Communications的公司，这与标准答案中提到的“a new company, Windjammer Communications, was formed from the sale of some of these systems”在语义上是一致的，正确回答了问题。"
What is the mouth of watercourse for the body of water where Bartram's Covered Bridge is located?,What body of water is Bartram's Covered Bridge located on?,Crum Creek,"<think>

</think>

Answer: The Mad River",False,0,0.0,预测答案给出的水体是“The Mad River”，而标准答案是“Crum Creek”。两者指代的是完全不同的水体，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此回答错误。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,18,False,预测答案指出该桥位于The Mad River上，而标准答案明确指出Bartram's Covered Bridge位于Crum Creek上。两者所指的水体名称完全不同，预测答案未能包含标准答案的关键信息，因此回答错误。,"判断: 错误
原因: 预测答案指出该桥位于The Mad River上，而标准答案明确指出Bartram's Covered Bridge位于Crum Creek上。两者所指的水体名称完全不同，预测答案未能包含标准答案的关键信息，因此回答错误。"
What is the mouth of watercourse for the body of water where Bartram's Covered Bridge is located?,What watercourse does Crum Creek flow into?,Crum Creek flows into the Delaware River.,"<think>

</think>

Crum Creek flows into the Delaware River.",True,0,0.0,预测答案与标准答案完全一致，均明确指出了Crum Creek最终流入的水体是Delaware River。预测答案准确且完整地回答了问题所问的内容，没有任何遗漏或语义偏差。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,19,True,预测答案明确指出了Crum Creek最终流入的水体是Delaware River，这与标准答案的核心信息完全一致。尽管预测答案在表述上与标准答案完全相同，但它准确且完整地回答了问题所问的地理信息，因此判定为正确。,"判断: 正确
原因: 预测答案明确指出了Crum Creek最终流入的水体是Delaware River，这与标准答案的核心信息完全一致。尽管预测答案在表述上与标准答案完全相同，但它准确且完整地回答了问题所问的地理信息，因此判定为正确。"
What is the ruler of the underworld in ancient Egypt a part of?,Who is the ruler of the underworld in ancient Egyptian mythology?,Osiris is the ruler of the underworld in ancient Egyptian mythology.,"<think>

</think>

Osiris",True,0,0.0,预测答案“Osiris”准确给出了古埃及神话中冥界统治者的名字，与标准答案的核心实体信息完全一致，正确回答了问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,20,True,预测答案“Osiris”直接给出了古埃及神话中冥界统治者的核心实体名称，与标准答案的关键信息完全一致，准确回答了所提出的问题。,"判断: 正确
原因: 预测答案“Osiris”直接给出了古埃及神话中冥界统治者的核心实体名称，与标准答案的关键信息完全一致，准确回答了所提出的问题。"
What is the ruler of the underworld in ancient Egypt a part of?,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",Osiris is a part of the ancient Egyptian mythological system and pantheon of deities.,"Answer: Osiris is part of the broader mythological system of ancient Egyptian religion centered around the afterlife, resurrection, and the underworld. He is a key figure in the Egyptian pantheon, particularly associated with the realm of the dead, transition, and regeneration. Osiris is also connected to the concept of kingship and rebirth, and his story is deeply intertwined with the myths of his wife Isis and son Horus.",True,0.34090909090909094,0.0,预测答案明确指出了奥西里斯是古埃及宗教神话体系和神系的一部分，不仅包含了标准答案的核心信息，还在此基础上提供了关于来世、复活和冥界等背景细节，语义与标准答案完全一致。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,21,True,预测答案明确指出了Osiris是古埃及神话体系和神系的一部分，这与标准答案的核心信息完全一致。此外，预测答案还补充了关于来世、复活和冥界等背景细节，这些补充信息不仅没有偏离问题，反而更丰富地印证了标准答案的内容，两者在语义上完全等价。,"判断: 正确
原因: 预测答案明确指出了Osiris是古埃及神话体系和神系的一部分，这与标准答案的核心信息完全一致。此外，预测答案还补充了关于来世、复活和冥界等背景细节，这些补充信息不仅没有偏离问题，反而更丰富地印证了标准答案的内容，两者在语义上完全等价。"
What other county does the county where Imperial is located share a border with?,In which county is Imperial located?,"Imperial is located in Pecos County, Texas.","<think>

</think>

Imperial is located in Pecos County, Texas.",True,0,0.0,预测答案与标准答案完全一致，准确指出了Imperial位于德克萨斯州的Pecos County，包含了所有关键信息，正确回答了问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,22,True,预测答案与标准答案完全一致，都明确指出了Imperial位于德克萨斯州的Pecos County。该答案准确且完整地回答了问题，包含了所有关键信息。,"判断: 正确
原因: 预测答案与标准答案完全一致，都明确指出了Imperial位于德克萨斯州的Pecos County。该答案准确且完整地回答了问题，包含了所有关键信息。"
What other county does the county where Imperial is located share a border with?,"What other counties share a border with Pecos County, Texas?",Crockett County shares a border with Pecos County.,"<think>

</think>

Culberson County and Crockett County share a border with Pecos County, Texas.",True,0,0.0,预测答案明确指出了Crockett County与Pecos County接壤，包含了标准答案中的关键信息。虽然预测答案额外补充了Culberson County，但这并未与标准答案产生矛盾，反而提供了更多正确的地理信息，符合包含标准答案关键信息的要求。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_125_150/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_125_150,23,True,"预测答案明确指出了“Crockett County shares a border with Pecos County, Texas”，完全包含了标准答案中的关键信息。虽然预测答案额外补充了Culberson County，但这并不影响对标准答案核心内容的正确回答，语义上完全一致。","判断: 正确
原因: 预测答案明确指出了“Crockett County shares a border with Pecos County, Texas”，完全包含了标准答案中的关键信息。虽然预测答案额外补充了Culberson County，但这并不影响对标准答案核心内容的正确回答，语义上完全一致。"
