chunk,method,chunk_len,selected_count,jaccard_vs_draft_freq,jaccard_vs_qk_freq,example_id
chunk02,hybrid_qk_draft_rrf_per_chunk,84,12,0.6,0.6,18
chunk03,hybrid_draft70_qk30_score_per_chunk,141,21,1.0,0.3125,18
chunk03,hybrid_draft50_qk50_score_per_chunk,141,21,0.4482758620689655,0.75,18
chunk03,hybrid_draft70_then_qk30_per_chunk,141,21,0.5555555555555556,0.6153846153846154,18
chunk03,hybrid_qk_draft_intersection_fill_draft_per_chunk,141,21,0.9090909090909091,0.3125,18
chunk03,hybrid_qk_draft_rrf_per_chunk,141,21,0.68,0.3548387096774194,18
chunk04,hybrid_draft70_qk30_score_per_chunk,113,16,0.8823529411764706,0.45454545454545453,18
chunk04,hybrid_draft50_qk50_score_per_chunk,113,16,0.45454545454545453,0.7777777777777778,18
chunk04,hybrid_draft70_then_qk30_per_chunk,113,16,0.5238095238095238,0.6,18
chunk04,hybrid_qk_draft_intersection_fill_draft_per_chunk,113,16,0.7777777777777778,0.5238095238095238,18
chunk04,hybrid_qk_draft_rrf_per_chunk,113,16,0.6842105263157895,0.5238095238095238,18
chunk05,hybrid_draft70_qk30_score_per_chunk,93,13,0.7333333333333333,0.625,18
chunk05,hybrid_draft50_qk50_score_per_chunk,93,13,0.625,0.7333333333333333,18
chunk05,hybrid_draft70_then_qk30_per_chunk,93,13,0.625,0.7333333333333333,18
chunk05,hybrid_qk_draft_intersection_fill_draft_per_chunk,93,13,0.625,0.7333333333333333,18
chunk05,hybrid_qk_draft_rrf_per_chunk,93,13,0.625,0.5294117647058824,18
chunk06,hybrid_draft70_qk30_score_per_chunk,101,15,0.875,0.42857142857142855,18
chunk06,hybrid_draft50_qk50_score_per_chunk,101,15,0.5,0.7647058823529411,18
chunk06,hybrid_draft70_then_qk30_per_chunk,101,15,0.5789473684210527,0.6666666666666666,18
chunk06,hybrid_qk_draft_intersection_fill_draft_per_chunk,101,15,0.7647058823529411,0.5,18
chunk06,hybrid_qk_draft_rrf_per_chunk,101,15,0.7647058823529411,0.5,18
chunk07,hybrid_draft70_qk30_score_per_chunk,71,10,1.0,0.5384615384615384,18
chunk07,hybrid_draft50_qk50_score_per_chunk,71,10,0.8181818181818182,0.6666666666666666,18
chunk07,hybrid_draft70_then_qk30_per_chunk,71,10,0.8181818181818182,0.6666666666666666,18
chunk07,hybrid_qk_draft_intersection_fill_draft_per_chunk,71,10,1.0,0.5384615384615384,18
chunk07,hybrid_qk_draft_rrf_per_chunk,71,10,0.8181818181818182,0.5384615384615384,18
chunk08,hybrid_draft70_qk30_score_per_chunk,120,18,0.8947368421052632,0.38461538461538464,18
chunk08,hybrid_draft50_qk50_score_per_chunk,120,18,0.44,0.8,18
chunk08,hybrid_draft70_then_qk30_per_chunk,120,18,0.5652173913043478,0.6363636363636364,18
chunk08,hybrid_qk_draft_intersection_fill_draft_per_chunk,120,18,0.8947368421052632,0.38461538461538464,18
chunk08,hybrid_qk_draft_rrf_per_chunk,120,18,0.5652173913043478,0.5652173913043478,18
chunk09,hybrid_draft70_qk30_score_per_chunk,47,7,1.0,0.5555555555555556,18
chunk09,hybrid_draft50_qk50_score_per_chunk,47,7,0.75,0.75,18
chunk09,hybrid_draft70_then_qk30_per_chunk,47,7,0.5555555555555556,1.0,18
chunk09,hybrid_qk_draft_intersection_fill_draft_per_chunk,47,7,1.0,0.5555555555555556,18
chunk09,hybrid_qk_draft_rrf_per_chunk,47,7,0.75,0.75,18
chunk10,hybrid_draft70_qk30_score_per_chunk,86,12,1.0,0.7142857142857143,18
chunk10,hybrid_draft50_qk50_score_per_chunk,86,12,0.8461538461538461,0.8461538461538461,18
chunk10,hybrid_draft70_then_qk30_per_chunk,86,12,0.7142857142857143,1.0,18
chunk10,hybrid_qk_draft_intersection_fill_draft_per_chunk,86,12,1.0,0.7142857142857143,18
chunk10,hybrid_qk_draft_rrf_per_chunk,86,12,0.8461538461538461,0.7142857142857143,18
chunk11,hybrid_draft70_qk30_score_per_chunk,95,14,1.0,0.3333333333333333,18
chunk11,hybrid_draft50_qk50_score_per_chunk,95,14,0.5555555555555556,0.6470588235294118,18
chunk11,hybrid_draft70_then_qk30_per_chunk,95,14,0.5555555555555556,0.6470588235294118,18
chunk11,hybrid_qk_draft_intersection_fill_draft_per_chunk,95,14,1.0,0.3333333333333333,18
chunk11,hybrid_qk_draft_rrf_per_chunk,95,14,0.5555555555555556,0.47368421052631576,18
chunk12,hybrid_draft70_qk30_score_per_chunk,51,7,1.0,0.4,18
chunk12,hybrid_draft50_qk50_score_per_chunk,51,7,0.5555555555555556,0.75,18
chunk12,hybrid_draft70_then_qk30_per_chunk,51,7,0.5555555555555556,0.75,18
chunk12,hybrid_qk_draft_intersection_fill_draft_per_chunk,51,7,0.75,0.5555555555555556,18
chunk12,hybrid_qk_draft_rrf_per_chunk,51,7,0.75,0.5555555555555556,18
chunk13,hybrid_draft70_qk30_score_per_chunk,118,17,0.7,0.5454545454545454,18
chunk13,hybrid_draft50_qk50_score_per_chunk,118,17,0.4782608695652174,0.7894736842105263,18
chunk13,hybrid_draft70_then_qk30_per_chunk,118,17,0.5454545454545454,0.6190476190476191,18
chunk13,hybrid_qk_draft_intersection_fill_draft_per_chunk,118,17,0.7,0.5454545454545454,18
chunk13,hybrid_qk_draft_rrf_per_chunk,118,17,0.5454545454545454,0.7,18
chunk14,hybrid_draft70_qk30_score_per_chunk,47,7,1.0,0.2727272727272727,18
chunk14,hybrid_draft50_qk50_score_per_chunk,47,7,0.4,0.75,18
chunk14,hybrid_draft70_then_qk30_per_chunk,47,7,0.5555555555555556,0.5555555555555556,18
chunk14,hybrid_qk_draft_intersection_fill_draft_per_chunk,47,7,0.75,0.2727272727272727,18
chunk14,hybrid_qk_draft_rrf_per_chunk,47,7,0.5555555555555556,0.4,18
chunk15,hybrid_draft70_qk30_score_per_chunk,49,7,1.0,0.4,18
chunk15,hybrid_draft50_qk50_score_per_chunk,49,7,0.5555555555555556,0.75,18
chunk15,hybrid_draft70_then_qk30_per_chunk,49,7,0.5555555555555556,0.75,18
chunk15,hybrid_qk_draft_intersection_fill_draft_per_chunk,49,7,1.0,0.4,18
chunk15,hybrid_qk_draft_rrf_per_chunk,49,7,0.4,0.75,18
chunk16,hybrid_draft70_qk30_score_per_chunk,80,12,1.0,0.5,18
chunk16,hybrid_draft50_qk50_score_per_chunk,80,12,0.7142857142857143,0.7142857142857143,18
chunk16,hybrid_draft70_then_qk30_per_chunk,80,12,0.6,0.8461538461538461,18
chunk16,hybrid_qk_draft_intersection_fill_draft_per_chunk,80,12,1.0,0.5,18
chunk16,hybrid_qk_draft_rrf_per_chunk,80,12,0.6,0.7142857142857143,18
chunk00,hybrid_draft70_qk30_score_per_chunk,67,10,1.0,0.3333333333333333,19
chunk00,hybrid_draft50_qk50_score_per_chunk,67,10,0.8181818181818182,0.42857142857142855,19
chunk00,hybrid_draft70_then_qk30_per_chunk,67,10,0.5384615384615384,0.6666666666666666,19
chunk00,hybrid_qk_draft_intersection_fill_draft_per_chunk,67,10,0.8181818181818182,0.42857142857142855,19
chunk00,hybrid_qk_draft_rrf_per_chunk,67,10,0.5384615384615384,0.5384615384615384,19
chunk01,hybrid_draft70_qk30_score_per_chunk,37,5,1.0,0.42857142857142855,19
chunk01,hybrid_draft50_qk50_score_per_chunk,37,5,1.0,0.42857142857142855,19
chunk01,hybrid_draft70_then_qk30_per_chunk,37,5,0.6666666666666666,0.6666666666666666,19
chunk01,hybrid_qk_draft_intersection_fill_draft_per_chunk,37,5,1.0,0.42857142857142855,19
chunk01,hybrid_qk_draft_rrf_per_chunk,37,5,0.6666666666666666,0.42857142857142855,19
chunk02,hybrid_draft70_qk30_score_per_chunk,131,19,1.0,0.4074074074074074,19
chunk02,hybrid_draft50_qk50_score_per_chunk,131,19,0.8095238095238095,0.52,19
chunk02,hybrid_draft70_then_qk30_per_chunk,131,19,0.6521739130434783,0.5833333333333334,19
chunk02,hybrid_qk_draft_intersection_fill_draft_per_chunk,131,19,1.0,0.4074074074074074,19
chunk02,hybrid_qk_draft_rrf_per_chunk,131,19,0.7272727272727273,0.5833333333333334,19
chunk03,hybrid_draft70_qk30_score_per_chunk,46,6,1.0,0.7142857142857143,19
chunk03,hybrid_draft50_qk50_score_per_chunk,46,6,0.7142857142857143,1.0,19
chunk03,hybrid_draft70_then_qk30_per_chunk,46,6,0.7142857142857143,1.0,19
chunk03,hybrid_qk_draft_intersection_fill_draft_per_chunk,46,6,1.0,0.7142857142857143,19
chunk03,hybrid_qk_draft_rrf_per_chunk,46,6,0.7142857142857143,1.0,19
chunk04,hybrid_draft70_qk30_score_per_chunk,188,28,0.9310344827586207,0.36585365853658536,19
chunk04,hybrid_draft50_qk50_score_per_chunk,188,28,0.6,0.5555555555555556,19
chunk04,hybrid_draft70_then_qk30_per_chunk,188,28,0.5555555555555556,0.5555555555555556,19
chunk04,hybrid_qk_draft_intersection_fill_draft_per_chunk,188,28,0.9310344827586207,0.36585365853658536,19
chunk04,hybrid_qk_draft_rrf_per_chunk,188,28,0.6,0.5135135135135135,19
chunk05,hybrid_draft70_qk30_score_per_chunk,190,28,0.9310344827586207,0.2727272727272727,19
chunk05,hybrid_draft50_qk50_score_per_chunk,190,28,0.6,0.47368421052631576,19
chunk05,hybrid_draft70_then_qk30_per_chunk,190,28,0.6470588235294118,0.4,19
chunk05,hybrid_qk_draft_intersection_fill_draft_per_chunk,190,28,0.9310344827586207,0.2727272727272727,19
chunk05,hybrid_qk_draft_rrf_per_chunk,190,28,0.6,0.47368421052631576,19
chunk06,hybrid_draft70_qk30_score_per_chunk,82,12,1.0,0.2631578947368421,19
chunk06,hybrid_draft50_qk50_score_per_chunk,82,12,0.5,0.6,19
chunk06,hybrid_draft70_then_qk30_per_chunk,82,12,0.5,0.5,19
chunk06,hybrid_qk_draft_intersection_fill_draft_per_chunk,82,12,0.8461538461538461,0.3333333333333333,19
chunk06,hybrid_qk_draft_rrf_per_chunk,82,12,0.6,0.5,19
chunk07,hybrid_draft70_qk30_score_per_chunk,135,20,1.0,0.3333333333333333,19
chunk07,hybrid_draft50_qk50_score_per_chunk,135,20,0.7391304347826086,0.48148148148148145,19
chunk07,hybrid_draft70_then_qk30_per_chunk,135,20,0.5384615384615384,0.6,19
chunk07,hybrid_qk_draft_intersection_fill_draft_per_chunk,135,20,1.0,0.3333333333333333,19
chunk07,hybrid_qk_draft_rrf_per_chunk,135,20,0.7391304347826086,0.42857142857142855,19
chunk08,hybrid_draft70_qk30_score_per_chunk,38,5,1.0,0.42857142857142855,19
chunk08,hybrid_draft50_qk50_score_per_chunk,38,5,0.6666666666666666,0.6666666666666666,19
chunk08,hybrid_draft70_then_qk30_per_chunk,38,5,0.6666666666666666,0.42857142857142855,19
chunk08,hybrid_qk_draft_intersection_fill_draft_per_chunk,38,5,1.0,0.42857142857142855,19
chunk08,hybrid_qk_draft_rrf_per_chunk,38,5,0.6666666666666666,0.6666666666666666,19
chunk09,hybrid_draft70_qk30_score_per_chunk,120,18,0.8947368421052632,0.2857142857142857,19
chunk09,hybrid_draft50_qk50_score_per_chunk,120,18,0.5652173913043478,0.44,19
chunk09,hybrid_draft70_then_qk30_per_chunk,120,18,0.7142857142857143,0.3333333333333333,19
chunk09,hybrid_qk_draft_intersection_fill_draft_per_chunk,120,18,0.8947368421052632,0.2857142857142857,19
chunk09,hybrid_qk_draft_rrf_per_chunk,120,18,0.6363636363636364,0.44,19
chunk10,hybrid_draft70_qk30_score_per_chunk,137,20,0.9047619047619048,0.3333333333333333,19
chunk10,hybrid_draft50_qk50_score_per_chunk,137,20,0.7391304347826086,0.42857142857142855,19
chunk10,hybrid_draft70_then_qk30_per_chunk,137,20,0.5384615384615384,0.6,19
chunk10,hybrid_qk_draft_intersection_fill_draft_per_chunk,137,20,0.9047619047619048,0.3333333333333333,19
chunk10,hybrid_qk_draft_rrf_per_chunk,137,20,0.48148148148148145,0.5384615384615384,19
chunk11,hybrid_draft70_qk30_score_per_chunk,340,51,0.9245283018867925,0.275,19
chunk11,hybrid_draft50_qk50_score_per_chunk,340,51,0.5223880597014925,0.5454545454545454,19
chunk11,hybrid_draft70_then_qk30_per_chunk,340,51,0.5692307692307692,0.45714285714285713,19
chunk11,hybrid_qk_draft_intersection_fill_draft_per_chunk,340,51,0.8888888888888888,0.2911392405063291,19
chunk11,hybrid_qk_draft_rrf_per_chunk,340,51,0.5692307692307692,0.5,19
chunk12,hybrid_draft70_qk30_score_per_chunk,49,7,1.0,0.4,19
chunk12,hybrid_draft50_qk50_score_per_chunk,49,7,0.75,0.5555555555555556,19
chunk12,hybrid_draft70_then_qk30_per_chunk,49,7,0.5555555555555556,0.75,19
chunk12,hybrid_qk_draft_intersection_fill_draft_per_chunk,49,7,1.0,0.4,19
chunk12,hybrid_qk_draft_rrf_per_chunk,49,7,0.5555555555555556,0.5555555555555556,19
chunk13,hybrid_draft70_qk30_score_per_chunk,125,18,1.0,0.2857142857142857,19
chunk13,hybrid_draft50_qk50_score_per_chunk,125,18,0.5652173913043478,0.5652173913043478,19
chunk13,hybrid_draft70_then_qk30_per_chunk,125,18,0.6363636363636364,0.5,19
chunk13,hybrid_qk_draft_intersection_fill_draft_per_chunk,125,18,1.0,0.2857142857142857,19
chunk13,hybrid_qk_draft_rrf_per_chunk,125,18,0.5652173913043478,0.5,19
chunk14,hybrid_draft70_qk30_score_per_chunk,124,18,1.0,0.2857142857142857,19
chunk14,hybrid_draft50_qk50_score_per_chunk,124,18,0.8,0.38461538461538464,19
chunk14,hybrid_draft70_then_qk30_per_chunk,124,18,0.6363636363636364,0.5,19
chunk14,hybrid_qk_draft_intersection_fill_draft_per_chunk,124,18,1.0,0.2857142857142857,19
chunk14,hybrid_qk_draft_rrf_per_chunk,124,18,0.6363636363636364,0.44,19
chunk15,hybrid_draft70_qk30_score_per_chunk,341,51,0.9615384615384616,0.25925925925925924,19
chunk15,hybrid_draft50_qk50_score_per_chunk,341,51,0.6190476190476191,0.45714285714285713,19
chunk15,hybrid_draft70_then_qk30_per_chunk,341,51,0.6190476190476191,0.4166666666666667,19
chunk15,hybrid_qk_draft_intersection_fill_draft_per_chunk,341,51,0.9615384615384616,0.25925925925925924,19
chunk15,hybrid_qk_draft_rrf_per_chunk,341,51,0.5692307692307692,0.5,19
chunk00,hybrid_draft70_qk30_score_per_chunk,256,38,0.9487179487179487,0.4074074074074074,20
chunk00,hybrid_draft50_qk50_score_per_chunk,256,38,0.6888888888888889,0.5833333333333334,20
chunk00,hybrid_draft70_then_qk30_per_chunk,256,38,0.5510204081632653,0.6888888888888889,20
chunk00,hybrid_qk_draft_intersection_fill_draft_per_chunk,256,38,0.9,0.4339622641509434,20
chunk00,hybrid_qk_draft_rrf_per_chunk,256,38,0.7674418604651163,0.49019607843137253,20
chunk01,hybrid_draft70_qk30_score_per_chunk,242,36,0.9459459459459459,0.5,20
chunk01,hybrid_draft50_qk50_score_per_chunk,242,36,0.7560975609756098,0.6363636363636364,20
chunk01,hybrid_draft70_then_qk30_per_chunk,242,36,0.5652173913043478,0.7142857142857143,20
chunk01,hybrid_qk_draft_intersection_fill_draft_per_chunk,242,36,0.9459459459459459,0.5,20
chunk01,hybrid_qk_draft_rrf_per_chunk,242,36,0.8461538461538461,0.5652173913043478,20
chunk02,hybrid_draft70_qk30_score_per_chunk,123,18,1.0,0.38461538461538464,20
chunk02,hybrid_draft50_qk50_score_per_chunk,123,18,0.8,0.5,20
chunk02,hybrid_draft70_then_qk30_per_chunk,123,18,0.7142857142857143,0.5,20
chunk02,hybrid_qk_draft_intersection_fill_draft_per_chunk,123,18,1.0,0.38461538461538464,20
chunk02,hybrid_qk_draft_rrf_per_chunk,123,18,0.7142857142857143,0.5,20
chunk03,hybrid_draft70_qk30_score_per_chunk,92,13,1.0,0.5294117647058824,20
chunk03,hybrid_draft50_qk50_score_per_chunk,92,13,0.8571428571428571,0.625,20
chunk03,hybrid_draft70_then_qk30_per_chunk,92,13,0.625,0.8571428571428571,20
chunk03,hybrid_qk_draft_intersection_fill_draft_per_chunk,92,13,1.0,0.5294117647058824,20
chunk03,hybrid_qk_draft_rrf_per_chunk,92,13,0.7333333333333333,0.625,20
chunk04,hybrid_draft70_qk30_score_per_chunk,89,13,0.8571428571428571,0.3684210526315789,20
chunk04,hybrid_draft50_qk50_score_per_chunk,89,13,0.5294117647058824,0.625,20
chunk04,hybrid_draft70_then_qk30_per_chunk,89,13,0.625,0.5294117647058824,20
chunk04,hybrid_qk_draft_intersection_fill_draft_per_chunk,89,13,0.8571428571428571,0.3684210526315789,20
chunk04,hybrid_qk_draft_rrf_per_chunk,89,13,0.5294117647058824,0.4444444444444444,20
chunk05,hybrid_draft70_qk30_score_per_chunk,180,27,0.9285714285714286,0.42105263157894735,20
chunk05,hybrid_draft50_qk50_score_per_chunk,180,27,0.6875,0.6363636363636364,20
chunk05,hybrid_draft70_then_qk30_per_chunk,180,27,0.6363636363636364,0.6363636363636364,20
chunk05,hybrid_qk_draft_intersection_fill_draft_per_chunk,180,27,0.8620689655172413,0.5,20
chunk05,hybrid_qk_draft_rrf_per_chunk,180,27,0.6875,0.5,20
chunk06,hybrid_draft70_qk30_score_per_chunk,165,24,0.92,0.2972972972972973,20
chunk06,hybrid_draft50_qk50_score_per_chunk,165,24,0.5,0.6,20
chunk06,hybrid_draft70_then_qk30_per_chunk,165,24,0.5483870967741935,0.5,20
chunk06,hybrid_qk_draft_intersection_fill_draft_per_chunk,165,24,0.8461538461538461,0.3333333333333333,20
chunk06,hybrid_qk_draft_rrf_per_chunk,165,24,0.45454545454545453,0.5,20
chunk07,hybrid_draft70_qk30_score_per_chunk,136,20,0.8181818181818182,0.6666666666666666,20
chunk07,hybrid_draft50_qk50_score_per_chunk,136,20,0.7391304347826086,0.8181818181818182,20
chunk07,hybrid_draft70_then_qk30_per_chunk,136,20,0.6666666666666666,0.9047619047619048,20
chunk07,hybrid_qk_draft_intersection_fill_draft_per_chunk,136,20,0.8181818181818182,0.7391304347826086,20
chunk07,hybrid_qk_draft_rrf_per_chunk,136,20,0.7391304347826086,0.8181818181818182,20
chunk08,hybrid_draft70_qk30_score_per_chunk,138,20,0.8181818181818182,0.48148148148148145,20
chunk08,hybrid_draft50_qk50_score_per_chunk,138,20,0.6,0.6666666666666666,20
chunk08,hybrid_draft70_then_qk30_per_chunk,138,20,0.6,0.6666666666666666,20
chunk08,hybrid_qk_draft_intersection_fill_draft_per_chunk,138,20,0.8181818181818182,0.48148148148148145,20
chunk08,hybrid_qk_draft_rrf_per_chunk,138,20,0.6,0.5384615384615384,20
chunk09,hybrid_draft70_qk30_score_per_chunk,98,14,0.8666666666666667,0.4,20
chunk09,hybrid_draft50_qk50_score_per_chunk,98,14,0.6470588235294118,0.5555555555555556,20
chunk09,hybrid_draft70_then_qk30_per_chunk,98,14,0.5555555555555556,0.75,20
chunk09,hybrid_qk_draft_intersection_fill_draft_per_chunk,98,14,0.8666666666666667,0.47368421052631576,20
chunk09,hybrid_qk_draft_rrf_per_chunk,98,14,0.5555555555555556,0.75,20
chunk10,hybrid_draft70_qk30_score_per_chunk,147,22,0.9130434782608695,0.5172413793103449,20
chunk10,hybrid_draft50_qk50_score_per_chunk,147,22,0.6296296296296297,0.6923076923076923,20
chunk10,hybrid_draft70_then_qk30_per_chunk,147,22,0.5714285714285714,0.6923076923076923,20
chunk10,hybrid_qk_draft_intersection_fill_draft_per_chunk,147,22,0.8333333333333334,0.5714285714285714,20
chunk10,hybrid_qk_draft_rrf_per_chunk,147,22,0.76,0.6296296296296297,20
chunk11,hybrid_draft70_qk30_score_per_chunk,209,31,0.8235294117647058,0.34782608695652173,20
chunk11,hybrid_draft50_qk50_score_per_chunk,209,31,0.5121951219512195,0.5897435897435898,20
chunk11,hybrid_draft70_then_qk30_per_chunk,209,31,0.55,0.5121951219512195,20
chunk11,hybrid_qk_draft_intersection_fill_draft_per_chunk,209,31,0.7714285714285715,0.37777777777777777,20
chunk11,hybrid_qk_draft_rrf_per_chunk,209,31,0.5897435897435898,0.5121951219512195,20
chunk12,hybrid_draft70_qk30_score_per_chunk,336,50,0.8518518518518519,0.26582278481012656,20
chunk12,hybrid_draft50_qk50_score_per_chunk,336,50,0.4925373134328358,0.5151515151515151,20
chunk12,hybrid_draft70_then_qk30_per_chunk,336,50,0.6129032258064516,0.3888888888888889,20
chunk12,hybrid_qk_draft_intersection_fill_draft_per_chunk,336,50,0.8181818181818182,0.28205128205128205,20
chunk12,hybrid_qk_draft_rrf_per_chunk,336,50,0.5384615384615384,0.42857142857142855,20
chunk13,hybrid_draft70_qk30_score_per_chunk,159,23,0.9166666666666666,0.35294117647058826,20
chunk13,hybrid_draft50_qk50_score_per_chunk,159,23,0.5862068965517241,0.5862068965517241,20
chunk13,hybrid_draft70_then_qk30_per_chunk,159,23,0.5862068965517241,0.5862068965517241,20
chunk13,hybrid_qk_draft_intersection_fill_draft_per_chunk,159,23,0.9166666666666666,0.35294117647058826,20
chunk13,hybrid_qk_draft_rrf_per_chunk,159,23,0.5333333333333333,0.5862068965517241,20
chunk14,hybrid_draft70_qk30_score_per_chunk,43,6,0.7142857142857143,1.0,20
chunk14,hybrid_draft50_qk50_score_per_chunk,43,6,0.7142857142857143,1.0,20
chunk14,hybrid_draft70_then_qk30_per_chunk,43,6,0.7142857142857143,1.0,20
chunk14,hybrid_qk_draft_intersection_fill_draft_per_chunk,43,6,0.7142857142857143,1.0,20
chunk14,hybrid_qk_draft_rrf_per_chunk,43,6,0.7142857142857143,1.0,20
chunk15,hybrid_draft70_qk30_score_per_chunk,169,25,0.9230769230769231,0.5151515151515151,20
chunk15,hybrid_draft50_qk50_score_per_chunk,169,25,0.7857142857142857,0.6129032258064516,20
chunk15,hybrid_draft70_then_qk30_per_chunk,169,25,0.6666666666666666,0.7241379310344828,20
chunk15,hybrid_qk_draft_intersection_fill_draft_per_chunk,169,25,0.9230769230769231,0.5151515151515151,20
chunk15,hybrid_qk_draft_rrf_per_chunk,169,25,0.7857142857142857,0.5625,20
chunk16,hybrid_draft70_qk30_score_per_chunk,83,12,0.8461538461538461,0.5,20
chunk16,hybrid_draft50_qk50_score_per_chunk,83,12,0.8461538461538461,0.5,20
chunk16,hybrid_draft70_then_qk30_per_chunk,83,12,0.6,0.7142857142857143,20
chunk16,hybrid_qk_draft_intersection_fill_draft_per_chunk,83,12,0.8461538461538461,0.5,20
chunk16,hybrid_qk_draft_rrf_per_chunk,83,12,0.7142857142857143,0.6,20
chunk00,hybrid_draft70_qk30_score_per_chunk,75,11,1.0,0.5714285714285714,21
chunk00,hybrid_draft50_qk50_score_per_chunk,75,11,0.6923076923076923,0.8333333333333334,21
chunk00,hybrid_draft70_then_qk30_per_chunk,75,11,0.5714285714285714,1.0,21
chunk00,hybrid_qk_draft_intersection_fill_draft_per_chunk,75,11,0.8333333333333334,0.6923076923076923,21
chunk00,hybrid_qk_draft_rrf_per_chunk,75,11,0.6923076923076923,0.8333333333333334,21
chunk01,hybrid_draft70_qk30_score_per_chunk,120,18,0.8947368421052632,0.5,21
chunk01,hybrid_draft50_qk50_score_per_chunk,120,18,0.5652173913043478,0.8,21
chunk01,hybrid_draft70_then_qk30_per_chunk,120,18,0.5652173913043478,0.7142857142857143,21
chunk01,hybrid_qk_draft_intersection_fill_draft_per_chunk,120,18,0.8947368421052632,0.5,21
chunk01,hybrid_qk_draft_rrf_per_chunk,120,18,0.7142857142857143,0.5652173913043478,21
chunk02,hybrid_draft70_qk30_score_per_chunk,212,31,0.9375,0.47619047619047616,21
chunk02,hybrid_draft50_qk50_score_per_chunk,212,31,0.5897435897435898,0.7714285714285715,21
chunk02,hybrid_draft70_then_qk30_per_chunk,212,31,0.5897435897435898,0.7222222222222222,21
chunk02,hybrid_qk_draft_intersection_fill_draft_per_chunk,212,31,0.9375,0.47619047619047616,21
chunk02,hybrid_qk_draft_rrf_per_chunk,212,31,0.6756756756756757,0.6756756756756757,21
chunk03,hybrid_draft70_qk30_score_per_chunk,139,20,0.8181818181818182,0.42857142857142855,21
chunk03,hybrid_draft50_qk50_score_per_chunk,139,20,0.5384615384615384,0.6666666666666666,21
chunk03,hybrid_draft70_then_qk30_per_chunk,139,20,0.5384615384615384,0.6,21
chunk03,hybrid_qk_draft_intersection_fill_draft_per_chunk,139,20,0.7391304347826086,0.48148148148148145,21
chunk03,hybrid_qk_draft_rrf_per_chunk,139,20,0.6666666666666666,0.48148148148148145,21
chunk04,hybrid_draft70_qk30_score_per_chunk,152,22,0.9130434782608695,0.4666666666666667,21
chunk04,hybrid_draft50_qk50_score_per_chunk,152,22,0.6923076923076923,0.6296296296296297,21
chunk04,hybrid_draft70_then_qk30_per_chunk,152,22,0.5714285714285714,0.76,21
chunk04,hybrid_qk_draft_intersection_fill_draft_per_chunk,152,22,0.8333333333333334,0.5172413793103449,21
chunk04,hybrid_qk_draft_rrf_per_chunk,152,22,0.6923076923076923,0.6296296296296297,21
chunk05,hybrid_draft70_qk30_score_per_chunk,205,30,1.0,0.3953488372093023,21
chunk05,hybrid_draft50_qk50_score_per_chunk,205,30,0.7142857142857143,0.5789473684210527,21
chunk05,hybrid_draft70_then_qk30_per_chunk,205,30,0.6216216216216216,0.6666666666666666,21
chunk05,hybrid_qk_draft_intersection_fill_draft_per_chunk,205,30,0.9354838709677419,0.42857142857142855,21
chunk05,hybrid_qk_draft_rrf_per_chunk,205,30,0.6666666666666666,0.5789473684210527,21
chunk06,hybrid_draft70_qk30_score_per_chunk,148,22,0.9130434782608695,0.5714285714285714,21
chunk06,hybrid_draft50_qk50_score_per_chunk,148,22,0.6923076923076923,0.76,21
chunk06,hybrid_draft70_then_qk30_per_chunk,148,22,0.6296296296296297,0.76,21
chunk06,hybrid_qk_draft_intersection_fill_draft_per_chunk,148,22,0.9130434782608695,0.5714285714285714,21
chunk06,hybrid_qk_draft_rrf_per_chunk,148,22,0.76,0.6296296296296297,21
chunk07,hybrid_draft70_qk30_score_per_chunk,321,48,0.92,0.391304347826087,21
chunk07,hybrid_draft50_qk50_score_per_chunk,321,48,0.5,0.7454545454545455,21
chunk07,hybrid_draft70_then_qk30_per_chunk,321,48,0.5483870967741935,0.6551724137931034,21
chunk07,hybrid_qk_draft_intersection_fill_draft_per_chunk,321,48,0.8461538461538461,0.43283582089552236,21
chunk07,hybrid_qk_draft_rrf_per_chunk,321,48,0.5737704918032787,0.6271186440677966,21
chunk08,hybrid_draft70_qk30_score_per_chunk,149,22,0.9130434782608695,0.4666666666666667,21
chunk08,hybrid_draft50_qk50_score_per_chunk,149,22,0.5714285714285714,0.76,21
chunk08,hybrid_draft70_then_qk30_per_chunk,149,22,0.5172413793103449,0.76,21
chunk08,hybrid_qk_draft_intersection_fill_draft_per_chunk,149,22,0.9130434782608695,0.4666666666666667,21
chunk08,hybrid_qk_draft_rrf_per_chunk,149,22,0.8333333333333334,0.5172413793103449,21
chunk09,hybrid_draft70_qk30_score_per_chunk,228,34,1.0,0.4166666666666667,21
chunk09,hybrid_draft50_qk50_score_per_chunk,228,34,0.6190476190476191,0.7,21
chunk09,hybrid_draft70_then_qk30_per_chunk,228,34,0.5813953488372093,0.7,21
chunk09,hybrid_qk_draft_intersection_fill_draft_per_chunk,228,34,0.9428571428571428,0.44680851063829785,21
chunk09,hybrid_qk_draft_rrf_per_chunk,228,34,0.7435897435897436,0.5111111111111111,21
chunk10,hybrid_draft70_qk30_score_per_chunk,196,29,0.9333333333333333,0.45,21
chunk10,hybrid_draft50_qk50_score_per_chunk,196,29,0.5675675675675675,0.7575757575757576,21
chunk10,hybrid_draft70_then_qk30_per_chunk,196,29,0.5675675675675675,0.7058823529411765,21
